Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2011	05	Cinco Villas	60	Actividades de programación y emisión de radio y televisión	1
2011	05	Cinco Villas	61	Telecomunicaciones	1
2011	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	9
2011	05	Cinco Villas	63	Servicios de información	1
2011	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	45
2011	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
2011	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	65
2011	05	Cinco Villas	68	Actividades inmobiliarias	332
2011	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	79
2011	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	74
2011	05	Cinco Villas	72	Investigación y desarrollo	14
2011	05	Cinco Villas	73	Publicidad y estudios de mercado	19
2011	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	26
2011	05	Cinco Villas	75	Actividades veterinarias	16
2011	05	Cinco Villas	77	Actividades de alquiler	66
2011	05	Cinco Villas	78	Actividades relacionadas con el empleo	2
2011	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	13
2011	05	Cinco Villas	80	Actividades de seguridad e investigación	5
2011	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	21
2011	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	60
2011	05	Cinco Villas	85	Educación	64
2011	05	Cinco Villas	86	Actividades sanitarias	42
2011	05	Cinco Villas	87	Asistencia en establecimientos residenciales	9
2011	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	5
2011	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	18
2011	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	5
2011	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	19
2011	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	24
2011	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	23
2011	05	Cinco Villas	96	Otros servicios personales	141
2011	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	482
2011	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	19
2011	06	Hoya de Huesca / Plana de Uesca	05	Extracción de antracita, hulla y lignito	3
2011	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	11
2011	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	65
2011	06	Hoya de Huesca / Plana de Uesca	11	Fabricación de bebidas	15
2011	06	Hoya de Huesca / Plana de Uesca	13	Industria textil	11
2011	06	Hoya de Huesca / Plana de Uesca	14	Confección de prendas de vestir	18
