Número de miembros	Nº medio de miembros	Municipio codigo 	Municipio nombre	Nº hogares
3 personas	3	44185	Pobo (El)	3,6367582272
4 personas	4	44185	Pobo (El)	6,6738098026
5 personas	5	44185	Pobo (El)	4,3273937686
7 o más personas		44185	Pobo (El)	
1 persona	1	44187	Portellada (La)	25,8390173198
2 personas	2	44187	Portellada (La)	41,01495173
3 personas	3	44187	Portellada (La)	17,8987371039
4 personas	4	44187	Portellada (La)	13,5751531837
5 personas	5	44187	Portellada (La)	2,9739958038
6 personas	6	44187	Portellada (La)	3,8773793595
7 o más personas		44187	Portellada (La)	
1 persona	1	44189	Pozondón	16,4387459441
2 personas	2	44189	Pozondón	15,5267879186
3 personas	3	44189	Pozondón	2,964391995
4 personas	4	44189	Pozondón	3,6536255585
7 o más personas		44189	Pozondón	
1 persona	1	44190	Pozuel del Campo	16,2463969645
2 personas	2	44190	Pozuel del Campo	9,6590674914
3 personas	3	44190	Pozuel del Campo	4,4760686396
4 personas	4	44190	Pozuel del Campo	3,34731083
5 personas	5	44190	Pozuel del Campo	5,2397454277
7 o más personas		44190	Pozuel del Campo	
1 persona	1	44191	Puebla de Híjar (La)	117,0215665966
2 personas	2	44191	Puebla de Híjar (La)	137,6417159976
3 personas	3	44191	Puebla de Híjar (La)	123,1466183363
4 personas	4	44191	Puebla de Híjar (La)	45,723650882
5 personas	5	44191	Puebla de Híjar (La)	8,6792256571
7 o más personas		44191	Puebla de Híjar (La)	
1 persona	1	44192	Puebla de Valverde (La)	78,7651278499
2 personas	2	44192	Puebla de Valverde (La)	41,9388831998
3 personas	3	44192	Puebla de Valverde (La)	53,5732820715
4 personas	4	44192	Puebla de Valverde (La)	43,0279964704
5 personas	5	44192	Puebla de Valverde (La)	2,7863488014
6 personas	6	44192	Puebla de Valverde (La)	6,2827525451
7 o más personas		44192	Puebla de Valverde (La)	
1 persona	1	44193	Puertomingalvo	32,6818422963
2 personas	2	44193	Puertomingalvo	22,907527664
3 personas	3	44193	Puertomingalvo	8,4952716172
4 personas	4	44193	Puertomingalvo	8,2922897354
7 o más personas		44193	Puertomingalvo	
1 persona	1	44194	Ráfales	15,765657709
2 personas	2	44194	Ráfales	21,5435511551
3 personas	3	44194	Ráfales	13,080557397
4 personas	4	44194	Ráfales	11,1704838556
5 personas	5	44194	Ráfales	0,5943435405
7 o más personas	8	44194	Ráfales	1,1158056234
1 persona	1	44195	Rillo	15,2605806432
2 personas	2	44195	Rillo	15,3115071363
3 personas	3	44195	Rillo	11,4950636062
4 personas	4	44195	Rillo	7,4078035666
7 o más personas		44195	Rillo	
1 persona	1	44196	Riodeva	18,0731781978
2 personas	2	44196	Riodeva	30,057320937
3 personas	3	44196	Riodeva	16,5541957906
4 personas	4	44196	Riodeva	8,145079599
6 personas	6	44196	Riodeva	2,6128520015
7 o más personas		44196	Riodeva	
1 persona	1	44197	Ródenas	8,1864565592
2 personas	2	44197	Ródenas	19,7677826609
3 personas	3	44197	Ródenas	2,3029247783
4 personas	4	44197	Ródenas	3,9795055715
7 o más personas		44197	Ródenas	
1 persona	1	44198	Royuela	26,7023329635
2 personas	2	44198	Royuela	23,7967855835
3 personas	3	44198	Royuela	23,2826729862
4 personas	4	44198	Royuela	13,1081020581
5 personas	5	44198	Royuela	6,7791605789
7 o más personas	8	44198	Royuela	1,6074146751
1 persona	1	44199	Rubiales	10,3458939263
2 personas	2	44199	Rubiales	8,9564182585
3 personas	3	44199	Rubiales	6,2838397852
4 personas	4	44199	Rubiales	3,6902031722
7 o más personas		44199	Rubiales	
1 persona	1	44200	Rubielos de la Cérida	8,1193020021
2 personas	2	44200	Rubielos de la Cérida	7,4002642096
3 personas	3	44200	Rubielos de la Cérida	1,5725308835
4 personas	4	44200	Rubielos de la Cérida	3,8406442321
7 o más personas		44200	Rubielos de la Cérida	
1 persona	1	44201	Rubielos de Mora	78,0427606339
2 personas	2	44201	Rubielos de Mora	72,8154849471
3 personas	3	44201	Rubielos de Mora	68,0960246854
4 personas	4	44201	Rubielos de Mora	55,6534022906
5 personas	5	44201	Rubielos de Mora	15,0356210158
7 o más personas		44201	Rubielos de Mora	
1 persona	1	44203	Salcedillo	7,3692720119
7 o más personas		44203	Salcedillo	
1 persona	1	44204	Saldón	9
2 personas	2	44204	Saldón	5,5638223903
4 personas	4	44204	Saldón	1,7180888049
7 o más personas		44204	Saldón	
1 persona	1	44205	Samper de Calanda	99,1147530098
2 personas	2	44205	Samper de Calanda	149,433566002
3 personas	3	44205	Samper de Calanda	44,8787659557
4 personas	4	44205	Samper de Calanda	34,7432266498
5 personas	5	44205	Samper de Calanda	36,662053157
6 personas	6	44205	Samper de Calanda	3,6592638995
7 o más personas	7	44205	Samper de Calanda	1,0061297604
1 persona	1	44206	San Agustín	34,5394101854
2 personas	2	44206	San Agustín	23,6915811695
3 personas	3	44206	San Agustín	11,5764571135
4 personas	4	44206	San Agustín	7,1922098127
5 personas	5	44206	San Agustín	5,8179681331
7 o más personas		44206	San Agustín	
1 persona	1	44207	San Martín del Río	36,4004504059
2 personas	2	44207	San Martín del Río	58,5712486157
3 personas	3	44207	San Martín del Río	9,0236224343
5 personas	5	44207	San Martín del Río	1,8772370122
7 o más personas		44207	San Martín del Río	
1 persona	1	44208	Santa Cruz de Nogueras	7,6648441228
2 personas	2	44208	Santa Cruz de Nogueras	10,2510200795
3 personas	3	44208	Santa Cruz de Nogueras	3,3744899603
7 o más personas		44208	Santa Cruz de Nogueras	
1 persona	1	44209	Santa Eulalia	126,1910515377
2 personas	2	44209	Santa Eulalia	149,2117435746
3 personas	3	44209	Santa Eulalia	79,1747679474
4 personas	4	44209	Santa Eulalia	54,9302634695
5 personas	5	44209	Santa Eulalia	13,1066589911
6 personas	6	44209	Santa Eulalia	20,3217283663
7 o más personas	8	44209	Santa Eulalia	7,1623459026
1 persona	1	44210	Sarrión	117,4667385016
2 personas	2	44210	Sarrión	87,5252377833
3 personas	3	44210	Sarrión	104,9459817896
4 personas	4	44210	Sarrión	105,5490361808
5 personas	5	44210	Sarrión	15,6746168575
7 o más personas		44210	Sarrión	
1 persona	1	44211	Segura de los Baños	15,6171581082
2 personas	2	44211	Segura de los Baños	12,691420946
7 o más personas		44211	Segura de los Baños	
1 persona	1	44212	Seno	10,0748878625
2 personas	2	44212	Seno	14,8691876151
4 personas	4	44212	Seno	1,6873647348
7 o más personas		44212	Seno	
1 persona	1	44213	Singra	6,9153912883
2 personas	2	44213	Singra	16,4183318868
3 personas	3	44213	Singra	1,4157635849
4 personas	4	44213	Singra	1,4447112307
5 personas	5	44213	Singra	6,0303705934
6 personas	6	44213	Singra	0,6783260488
7 o más personas		44213	Singra	
1 persona	1	44215	Terriente	19,7885481669
2 personas	2	44215	Terriente	31,1646369801
3 personas	3	44215	Terriente	10,3743499916
4 personas	4	44215	Terriente	13,3169137826
5 personas	5	44215	Terriente	4,7931857147
7 o más personas		44215	Terriente	
1 persona	1	44216	Teruel	2786,2945903056
2 personas	2	44216	Teruel	3976,0620563335
3 personas	3	44216	Teruel	2877,5676703471
4 personas	4	44216	Teruel	2864,8657266356
5 personas	5	44216	Teruel	489,3608774719
6 personas	6	44216	Teruel	203,018974295
7 o más personas	7,58190308756163	44216	Teruel	21,1481923761
1 persona	1	44217	Toril y Masegoso	3,9125712855
2 personas	2	44217	Toril y Masegoso	2,5419687057
3 personas	3	44217	Toril y Masegoso	3,1033601242
4 personas	4	44217	Toril y Masegoso	1,6293974203
6 personas	6	44217	Toril y Masegoso	1,8626368749
7 o más personas		44217	Toril y Masegoso	
1 persona	1	44218	Tormón	0,1427692745
2 personas	2	44218	Tormón	14,2420498293
3 personas	3	44218	Tormón	1,6586696159
4 personas	4	44218	Tormón	0,0992805548
7 o más personas		44218	Tormón	
1 persona	1	44219	Tornos	25,5770891313
2 personas	2	44219	Tornos	30,6449031228
3 personas	3	44219	Tornos	27,9900582368
4 personas	4	44219	Tornos	9,7389494787
5 personas	5	44219	Tornos	2,4036041061
6 personas	6	44219	Tornos	0,5077517239
7 o más personas		44219	Tornos	
1 persona	1	44220	Torralba de los Sisones	17,2560678054
2 personas	2	44220	Torralba de los Sisones	26,5138395445
3 personas	3	44220	Torralba de los Sisones	9,5235665889
4 personas	4	44220	Torralba de los Sisones	11,3330699478
5 personas	5	44220	Torralba de los Sisones	4,6169476741
6 personas	6	44220	Torralba de los Sisones	1,2333195022
7 o más personas		44220	Torralba de los Sisones	
1 persona	1	44221	Torrecilla de Alcañiz	35,6408272947
2 personas	2	44221	Torrecilla de Alcañiz	79,0843162094
3 personas	3	44221	Torrecilla de Alcañiz	26,953184045
4 personas	4	44221	Torrecilla de Alcañiz	32,1348188791
5 personas	5	44221	Torrecilla de Alcañiz	3,2374104076
6 personas	6	44221	Torrecilla de Alcañiz	3,3687088445
7 o más personas		44221	Torrecilla de Alcañiz	
1 persona	1	44222	Torrecilla del Rebollar	29,9018115836
2 personas	2	44222	Torrecilla del Rebollar	27,3707691201
3 personas	3	44222	Torrecilla del Rebollar	5,1845864448
4 personas	4	44222	Torrecilla del Rebollar	3,250045718
5 personas	5	44222	Torrecilla del Rebollar	3,1053978171
6 personas	6	44222	Torrecilla del Rebollar	2,5459531473
7 o más personas		44222	Torrecilla del Rebollar	
1 persona	1	44223	Torre de Arcas	9,4766215531
2 personas	2	44223	Torre de Arcas	14,3392376696
3 personas	3	44223	Torre de Arcas	9,3962217816
4 personas	4	44223	Torre de Arcas	5,0004232584
5 personas	5	44223	Torre de Arcas	0,9178697199
6 personas	6	44223	Torre de Arcas	0,8958135347
7 o más personas		44223	Torre de Arcas	
2 personas	2	44224	Torre de las Arcas	7,6716534613
3 personas	3	44224	Torre de las Arcas	5,7351705263
7 o más personas		44224	Torre de las Arcas	
1 persona	1	44225	Torre del Compte	15,5781530458
2 personas	2	44225	Torre del Compte	26,1583964031
3 personas	3	44225	Torre del Compte	6,6924096434
4 personas	4	44225	Torre del Compte	12,3483674354
5 personas	5	44225	Torre del Compte	2,1120010595
7 o más personas		44225	Torre del Compte	
1 persona	1	44226	Torrelacárcel	26,2651860724
2 personas	2	44226	Torrelacárcel	32,3744202873
3 personas	3	44226	Torrelacárcel	10,0073712328
4 personas	4	44226	Torrelacárcel	15,7640836675
6 personas	6	44226	Torrelacárcel	2,6500217264
7 o más personas		44226	Torrelacárcel	
1 persona	1	44227	Torre los Negros	14,0493998509
2 personas	2	44227	Torre los Negros	20,1167651906
3 personas	3	44227	Torre los Negros	1,9273712469
5 personas	5	44227	Torre los Negros	1,4232332661
6 personas	6	44227	Torre los Negros	4,9967010579
7 o más personas		44227	Torre los Negros	
1 persona	1	44228	Torremocha de Jiloca	19,6128473409
2 personas	2	44228	Torremocha de Jiloca	23,9574874771
3 personas	3	44228	Torremocha de Jiloca	2,5266193915
4 personas	4	44228	Torremocha de Jiloca	8,0288084158
5 personas	5	44228	Torremocha de Jiloca	5,1749445738
7 o más personas		44228	Torremocha de Jiloca	
1 persona	1	44229	Torres de Albarracín	16,7319439801
2 personas	2	44229	Torres de Albarracín	19,1653914789
3 personas	3	44229	Torres de Albarracín	15,0387095028
4 personas	4	44229	Torres de Albarracín	15,4360048325
5 personas	5	44229	Torres de Albarracín	1,0365705134
7 o más personas		44229	Torres de Albarracín	
1 persona	1	44230	Torrevelilla	34,0273027105
2 personas	2	44230	Torrevelilla	34,1784686485
3 personas	3	44230	Torrevelilla	10,6057115355
4 personas	4	44230	Torrevelilla	6,6998753205
5 personas	5	44230	Torrevelilla	2,6882007492
6 personas	6	44230	Torrevelilla	1,5884269434
7 o más personas	7	44230	Torrevelilla	1,2942911195
1 persona	1	44231	Torrijas	11,5052180003
2 personas	2	44231	Torrijas	8,6040223678
3 personas	3	44231	Torrijas	5,2945751305
4 personas	4	44231	Torrijas	1,4905388612
5 personas	5	44231	Torrijas	1,6881712856
7 o más personas		44231	Torrijas	
1 persona	1	44232	Torrijo del Campo	48,8070194676
2 personas	2	44232	Torrijo del Campo	61,9204858139
3 personas	3	44232	Torrijo del Campo	38,7973267294
4 personas	4	44232	Torrijo del Campo	26,4484922115
5 personas	5	44232	Torrijo del Campo	10,7417545822
6 personas	6	44232	Torrijo del Campo	1,8806790925
7 o más personas	7	44232	Torrijo del Campo	4,2581721752
1 persona	1	44234	Tramacastiel	15,3996290425
2 personas	2	44234	Tramacastiel	12,8303214895
3 personas	3	44234	Tramacastiel	6,3186431155
4 personas	4	44234	Tramacastiel	0,9816131179
5 personas	5	44234	Tramacastiel	5,0965788907
7 o más personas		44234	Tramacastiel	
1 persona	1	44235	Tramacastilla	7,8539370297
2 personas	2	44235	Tramacastilla	13,1807758565
3 personas	3	44235	Tramacastilla	8,7259444351
4 personas	4	44235	Tramacastilla	13,1326226376
7 o más personas		44235	Tramacastilla	
1 persona	1	44236	Tronchón	14,342837231
2 personas	2	44236	Tronchón	10,9625371081
3 personas	3	44236	Tronchón	6,2442937236
4 personas	4	44236	Tronchón	6,4056632395
5 personas	5	44236	Tronchón	1,5582202525
6 personas	6	44236	Tronchón	1,7911449688
7 o más personas		44236	Tronchón	
1 persona	1	44237	Urrea de Gaén	45,1444681691
2 personas	2	44237	Urrea de Gaén	80,4831675448
3 personas	3	44237	Urrea de Gaén	30,3047046633
4 personas	4	44237	Urrea de Gaén	31,9536090167
5 personas	5	44237	Urrea de Gaén	10,8578760186
7 o más personas	7	44237	Urrea de Gaén	4,9320314356
1 persona	1	44238	Utrillas	175,2856333582
2 personas	2	44238	Utrillas	371,4689544239
3 personas	3	44238	Utrillas	318,0042177482
4 personas	4	44238	Utrillas	254,9921728614
5 personas	5	44238	Utrillas	32,0371535679
6 personas	6	44238	Utrillas	22,8909821531
7 o más personas		44238	Utrillas	
1 persona	1	44239	Valacloche	4,0716762669
2 personas	2	44239	Valacloche	6,7799108141
3 personas	3	44239	Valacloche	0,9340996065
4 personas	4	44239	Valacloche	1,6415508213
7 o más personas		44239	Valacloche	
1 persona	1	44240	Valbona	30,8821658901
2 personas	2	44240	Valbona	37,1543554426
3 personas	3	44240	Valbona	5,1311190884
4 personas	4	44240	Valbona	15,9793193135
5 personas	5	44240	Valbona	4,0453633571
6 personas	6	44240	Valbona	0,2134780274
7 o más personas		44240	Valbona	
1 persona	1	44241	Valdealgorfa	58,2266026029
2 personas	2	44241	Valdealgorfa	87,002267953
3 personas	3	44241	Valdealgorfa	53,2947733189
4 personas	4	44241	Valdealgorfa	44,4844766142
5 personas	5	44241	Valdealgorfa	11,7074333631
6 personas	6	44241	Valdealgorfa	4,4784080573
7 o más personas		44241	Valdealgorfa	
1 persona	1	44243	Valdecuenca	5,5796302212
2 personas	2	44243	Valdecuenca	6,4357625869
3 personas	3	44243	Valdecuenca	6,3525665841
4 personas	4	44243	Valdecuenca	1,6160205814
5 personas	5	44243	Valdecuenca	2,1438040932
7 o más personas		44243	Valdecuenca	
1 persona	1	44244	Valdelinares	17,087180641
2 personas	2	44244	Valdelinares	30,1769636533
3 personas	3	44244	Valdelinares	2,7368042875
4 personas	4	44244	Valdelinares	2,966701889
5 personas	5	44244	Valdelinares	0,9025047306
6 personas	6	44244	Valdelinares	0,8765836906
7 o más personas		44244	Valdelinares	
1 persona	1	44245	Valdeltormo	40,2975719509
2 personas	2	44245	Valdeltormo	46,9894481231
3 personas	3	44245	Valdeltormo	26,9104970424
4 personas	4	44245	Valdeltormo	19,7731700181
5 personas	5	44245	Valdeltormo	0,70668211
6 personas	6	44245	Valdeltormo	3,3301001355
7 o más personas		44245	Valdeltormo	
1 persona	1	44246	Valderrobres	259,1252770734
2 personas	2	44246	Valderrobres	264,0530873446
3 personas	3	44246	Valderrobres	201,4588496617
4 personas	4	44246	Valderrobres	156,0354007587
5 personas	5	44246	Valderrobres	47,74620775
7 o más personas		44246	Valderrobres	
1 persona	1	44247	Valjunquera	41,5874931994
2 personas	2	44247	Valjunquera	46,6082995141
3 personas	3	44247	Valjunquera	35,8896076974
4 personas	4	44247	Valjunquera	19,4091417232
5 personas	5	44247	Valjunquera	8,725790049
6 personas	6	44247	Valjunquera	3,6925516412
7 o más personas		44247	Valjunquera	
1 persona	1	44249	Vallecillo (El)	5,1486120998
2 personas	2	44249	Vallecillo (El)	9,8456063448
3 personas	3	44249	Vallecillo (El)	6,9369995013
4 personas	4	44249	Vallecillo (El)	2,3372941768
7 o más personas		44249	Vallecillo (El)	
1 persona	1	44250	Veguillas de la Sierra	0,4514774993
2 personas	2	44250	Veguillas de la Sierra	4,4514774993
3 personas	3	44250	Veguillas de la Sierra	3,5485225006
7 o más personas		44250	Veguillas de la Sierra	
1 persona	1	44251	Villafranca del Campo	35,0335414103
2 personas	2	44251	Villafranca del Campo	40,8191537366
3 personas	3	44251	Villafranca del Campo	21,5674715239
4 personas	4	44251	Villafranca del Campo	30,2268302792
5 personas	5	44251	Villafranca del Campo	5,8831939714
7 o más personas		44251	Villafranca del Campo	
1 persona	1	44252	Villahermosa del Campo	8,5219235637
2 personas	2	44252	Villahermosa del Campo	20,9861965771
3 personas	3	44252	Villahermosa del Campo	7,9948981759
4 personas	4	44252	Villahermosa del Campo	4,1633162554
5 personas	5	44252	Villahermosa del Campo	1,6316155791
7 o más personas		44252	Villahermosa del Campo	
1 persona	1	44256	Villanueva del Rebollar de la Sierra	4,4157528095
2 personas	2	44256	Villanueva del Rebollar de la Sierra	8,0101642163
3 personas	3	44256	Villanueva del Rebollar de la Sierra	1,1988557039
4 personas	4	44256	Villanueva del Rebollar de la Sierra	5,9077286379
7 o más personas		44256	Villanueva del Rebollar de la Sierra	
1 persona	1	44257	Villar del Cobo	22,3622019948
2 personas	2	44257	Villar del Cobo	18,1726595518
3 personas	3	44257	Villar del Cobo	16,4465307701
4 personas	4	44257	Villar del Cobo	13,6452776889
5 personas	5	44257	Villar del Cobo	4,8739799085
6 personas	6	44257	Villar del Cobo	2,7696928607
7 o más personas		44257	Villar del Cobo	
1 persona	1	44258	Villar del Salz	14,333989776
2 personas	2	44258	Villar del Salz	14,3627051396
3 personas	3	44258	Villar del Salz	11,8358815522
7 o más personas		44258	Villar del Salz	
1 persona	1	44260	Villarluengo	26,173413373
2 personas	2	44260	Villarluengo	43,6978810477
3 personas	3	44260	Villarluengo	16,841614414
4 personas	4	44260	Villarluengo	6,4754809316
6 personas	6	44260	Villarluengo	1,9777513076
7 o más personas		44260	Villarluengo	
1 persona	1	44261	Villarquemado	105,0990615375
2 personas	2	44261	Villarquemado	111,1447570423
3 personas	3	44261	Villarquemado	77,3446361976
4 personas	4	44261	Villarquemado	68,18234226
5 personas	5	44261	Villarquemado	5,0060281681
6 personas	6	44261	Villarquemado	7,8917547689
7 o más personas		44261	Villarquemado	
1 persona	1	44262	Villarroya de los Pinares	20,0433181493
2 personas	2	44262	Villarroya de los Pinares	14,9552676841
3 personas	3	44262	Villarroya de los Pinares	17,8639662333
4 personas	4	44262	Villarroya de los Pinares	11,1185898522
5 personas	5	44262	Villarroya de los Pinares	2,9959776747
7 o más personas		44262	Villarroya de los Pinares	
1 persona	1	44263	Villastar	44,4979131007
2 personas	2	44263	Villastar	66,3870748373
3 personas	3	44263	Villastar	28,9999582826
4 personas	4	44263	Villastar	34,1739717903
5 personas	5	44263	Villastar	4,4754797332
6 personas	6	44263	Villastar	8,2070370189
7 o más personas		44263	Villastar	
1 persona	1	44264	Villel	32,5977021748
2 personas	2	44264	Villel	45,6603117086
3 personas	3	44264	Villel	17,974550541
4 personas	4	44264	Villel	15,9990575057
5 personas	5	44264	Villel	16,623045123
7 o más personas	8	44264	Villel	2,6497023642
1 persona	1	44265	Vinaceite	33,3217770721
2 personas	2	44265	Vinaceite	43,1139320962
3 personas	3	44265	Vinaceite	15,2550524557
4 personas	4	44265	Vinaceite	10,8648714203
5 personas	5	44265	Vinaceite	1,1450907065
6 personas	6	44265	Vinaceite	13,6414908114
7 o más personas	7	44265	Vinaceite	0,2243336885
1 persona	1	44266	Visiedo	26,1958958886
2 personas	2	44266	Visiedo	23,0280429976
3 personas	3	44266	Visiedo	11,0265924099
4 personas	4	44266	Visiedo	2,8607449524
5 personas	5	44266	Visiedo	4,2797104858
6 personas	6	44266	Visiedo	1,3667739453
7 o más personas		44266	Visiedo	
1 persona	1	44267	Vivel del Río Martín	15,7429594336
2 personas	2	44267	Vivel del Río Martín	20,27171951
3 personas	3	44267	Vivel del Río Martín	7,4915051807
5 personas	5	44267	Vivel del Río Martín	1,9774369054
7 o más personas		44267	Vivel del Río Martín	
1 persona	1	44268	Zoma (La)	2,9139412329
2 personas	2	44268	Zoma (La)	1,0584567237
3 personas	3	44268	Zoma (La)	2,2682764697
4 personas	4	44268	Zoma (La)	2,7910789776
7 o más personas		44268	Zoma (La)	
1 persona	1	50001	Abanto	21,1272186357
2 personas	2	50001	Abanto	18,5016984047
3 personas	3	50001	Abanto	8,5217321666
4 personas	4	50001	Abanto	6,605028106
5 personas	5	50001	Abanto	2,8678485806
7 o más personas		50001	Abanto	
1 persona	1	50002	Acered	52,6118085357
2 personas	2	50002	Acered	39,5192366179
3 personas	3	50002	Acered	15,4002603279
4 personas	4	50002	Acered	6,8306477793
6 personas	6	50002	Acered	5,806908796
7 o más personas		50002	Acered	
1 persona	1	50003	Agón	22,0450944627
2 personas	2	50003	Agón	24,3626546644
3 personas	3	50003	Agón	17,3703751829
4 personas	4	50003	Agón	10,9121450629
7 o más personas		50003	Agón	
1 persona	1	50004	Aguarón	92,5506073295
2 personas	2	50004	Aguarón	91,5746639106
3 personas	3	50004	Aguarón	74,8340048535
4 personas	4	50004	Aguarón	60,1561695148
5 personas	5	50004	Aguarón	6,0306468489
6 personas	6	50004	Aguarón	7,8419305967
7 o más personas		50004	Aguarón	
1 persona	1	50005	Aguilón	47,8766977166
2 personas	2	50005	Aguilón	50,5945979078
3 personas	3	50005	Aguilón	14,7979456079
5 personas	5	50005	Aguilón	3
7 o más personas	7	50005	Aguilón	7,173031007
1 persona	1	50006	Ainzón	124,7177772884
2 personas	2	50006	Ainzón	140,8883009775
3 personas	3	50006	Ainzón	119,9295379368
4 personas	4	50006	Ainzón	75,4576266547
5 personas	5	50006	Ainzón	16,5956992038
6 personas	6	50006	Ainzón	4,2517466947
7 o más personas		50006	Ainzón	
1 persona	1	50007	Aladrén	9,8820653373
2 personas	2	50007	Aladrén	19,4136174984
3 personas	3	50007	Aladrén	3,7635665554
7 o más personas		50007	Aladrén	
1 persona	1	50008	Alagón	565,7755456773
2 personas	2	50008	Alagón	764,3371855858
3 personas	3	50008	Alagón	721,0502711247
4 personas	4	50008	Alagón	519,5204830659
5 personas	5	50008	Alagón	53,1138049808
6 personas	6	50008	Alagón	25,7264183222
7 o más personas	8	50008	Alagón	20,1465968575
1 persona	1	50009	Alarba	14,704905307
2 personas	2	50009	Alarba	12,0487183937
3 personas	3	50009	Alarba	12,8644456438
4 personas	4	50009	Alarba	11,1262658813
5 personas	5	50009	Alarba	7,3452307751
7 o más personas		50009	Alarba	
1 persona	1	50010	Alberite de San Juan	13,8722436946
2 personas	2	50010	Alberite de San Juan	7,4289660841
3 personas	3	50010	Alberite de San Juan	12,3718682108
4 personas	4	50010	Alberite de San Juan	1,8702912188
5 personas	5	50010	Alberite de San Juan	4,0302915125
7 o más personas		50010	Alberite de San Juan	
1 persona	1	50011	Albeta	29,8992210042
2 personas	2	50011	Albeta	17,2420514631
3 personas	3	50011	Albeta	19,0240472385
4 personas	4	50011	Albeta	4,6133372391
6 personas	6	50011	Albeta	1,5151975662
7 o más personas		50011	Albeta	
1 persona	1	50012	Alborge	9,444800926
2 personas	2	50012	Alborge	13,2496905362
3 personas	3	50012	Alborge	12,8859594936
4 personas	4	50012	Alborge	11,0297804623
5 personas	5	50012	Alborge	0,2557635344
7 o más personas		50012	Alborge	
1 persona	1	50013	Alcalá de Ebro	24,9793751118
2 personas	2	50013	Alcalá de Ebro	40,1910381031
3 personas	3	50013	Alcalá de Ebro	35,8799361593
4 personas	4	50013	Alcalá de Ebro	14,6700019668
5 personas	5	50013	Alcalá de Ebro	2,6449537041
7 o más personas		50013	Alcalá de Ebro	
1 persona	1	50014	Alcalá de Moncayo	25,6646106098
2 personas	2	50014	Alcalá de Moncayo	31,8456406539
3 personas	3	50014	Alcalá de Moncayo	13,838587527
4 personas	4	50014	Alcalá de Moncayo	12,8577196519
5 personas	5	50014	Alcalá de Moncayo	1,6019143285
7 o más personas		50014	Alcalá de Moncayo	
1 persona	1	50015	Alconchel de Ariza	9,2019072637
2 personas	2	50015	Alconchel de Ariza	21,15163942
3 personas	3	50015	Alconchel de Ariza	10,741538796
4 personas	4	50015	Alconchel de Ariza	1,567549377
7 o más personas		50015	Alconchel de Ariza	
1 persona	1	50016	Aldehuela de Liestos	22,945071428
2 personas	2	50016	Aldehuela de Liestos	11,1814121292
4 personas	4	50016	Aldehuela de Liestos	1,6730260783
7 o más personas		50016	Aldehuela de Liestos	
1 persona	1	50017	Alfajarín	142,8381022131
2 personas	2	50017	Alfajarín	280,2438819183
3 personas	3	50017	Alfajarín	173,5256330312
4 personas	4	50017	Alfajarín	196,9375678911
5 personas	5	50017	Alfajarín	37,8856383355
7 o más personas		50017	Alfajarín	
1 persona	1	50018	Alfamén	54,7094744217
2 personas	2	50018	Alfamén	153,4685300227
3 personas	3	50018	Alfamén	170,9813263141
4 personas	4	50018	Alfamén	130,5405306256
5 personas	5	50018	Alfamén	24,8723055247
6 personas	6	50018	Alfamén	5,9122120847
7 o más personas	7	50018	Alfamén	2,4205802729
1 persona	1	50019	Alforque	13,3020885738
2 personas	2	50019	Alforque	20,4859382207
3 personas	3	50019	Alforque	8,3385151559
4 personas	4	50019	Alforque	1,5589672006
7 o más personas		50019	Alforque	
1 persona	1	50020	Alhama de Aragón	143,398378191
2 personas	2	50020	Alhama de Aragón	143,907784682
3 personas	3	50020	Alhama de Aragón	104,973737434
4 personas	4	50020	Alhama de Aragón	65,3257950397
5 personas	5	50020	Alhama de Aragón	19,7557978627
6 personas	6	50020	Alhama de Aragón	9,4940572218
7 o más personas		50020	Alhama de Aragón	
1 persona	1	50021	Almochuel	7,9099321936
2 personas	2	50021	Almochuel	6,3937339018
3 personas	3	50021	Almochuel	3,8993499528
4 personas	4	50021	Almochuel	2,4011375361
7 o más personas		50021	Almochuel	
1 persona	1	50022	Almolda (La)	55,4891842187
2 personas	2	50022	Almolda (La)	40,070126195
3 personas	3	50022	Almolda (La)	36,4068859764
4 personas	4	50022	Almolda (La)	37,9334242045
5 personas	5	50022	Almolda (La)	31,1989295014
6 personas	6	50022	Almolda (La)	9,0545995533
7 o más personas		50022	Almolda (La)	
1 persona	1	50023	Almonacid de la Cuba	29,0350500763
2 personas	2	50023	Almonacid de la Cuba	34,8388162317
3 personas	3	50023	Almonacid de la Cuba	16,0078042676
4 personas	4	50023	Almonacid de la Cuba	24,5568011685
5 personas	5	50023	Almonacid de la Cuba	1,6995285296
7 o más personas	10	50023	Almonacid de la Cuba	1,4018282165
1 persona	1	50024	Almonacid de la Sierra	120,9111429189
2 personas	2	50024	Almonacid de la Sierra	155,0387080289
3 personas	3	50024	Almonacid de la Sierra	40,367862526
4 personas	4	50024	Almonacid de la Sierra	41,2426949272
5 personas	5	50024	Almonacid de la Sierra	10,0067671021
7 o más personas		50024	Almonacid de la Sierra	
1 persona	1	50025	Almunia de Doña Godina (La)	467,8881112623
2 personas	2	50025	Almunia de Doña Godina (La)	734,9149855906
3 personas	3	50025	Almunia de Doña Godina (La)	729,5090284535
4 personas	4	50025	Almunia de Doña Godina (La)	685,709007787
5 personas	5	50025	Almunia de Doña Godina (La)	133,1898483676
6 personas	6	50025	Almunia de Doña Godina (La)	30,2914372345
7 o más personas		50025	Almunia de Doña Godina (La)	
1 persona	1	50026	Alpartir	71,47926291
2 personas	2	50026	Alpartir	56,8191955361
