Número de miembros	Nº medio de miembros	Municipio codigo 	Municipio nombre	Nº hogares
2 personas	2	50234	San Martín de la Virgen de Moncayo	36,8941076592
3 personas	3	50234	San Martín de la Virgen de Moncayo	19,6505039501
4 personas	4	50234	San Martín de la Virgen de Moncayo	26,482321707
5 personas	5	50234	San Martín de la Virgen de Moncayo	4,8020946378
6 personas	6	50234	San Martín de la Virgen de Moncayo	2,557112915
7 o más personas		50234	San Martín de la Virgen de Moncayo	
1 persona	1	50235	San Mateo de Gállego	396,3631969851
2 personas	2	50235	San Mateo de Gállego	396,1734080335
3 personas	3	50235	San Mateo de Gállego	261,9462961879
4 personas	4	50235	San Mateo de Gállego	201,9771081106
5 personas	5	50235	San Mateo de Gállego	70,3158232098
7 o más personas		50235	San Mateo de Gállego	
1 persona	1	50236	Santa Cruz de Grío	29,3204714595
2 personas	2	50236	Santa Cruz de Grío	37,2764668826
3 personas	3	50236	Santa Cruz de Grío	14,1632635243
4 personas	4	50236	Santa Cruz de Grío	1,4633180532
7 o más personas		50236	Santa Cruz de Grío	
1 persona	1	50237	Santa Cruz de Moncayo	11,9605450278
2 personas	2	50237	Santa Cruz de Moncayo	19,1073950266
3 personas	3	50237	Santa Cruz de Moncayo	15,6641108249
4 personas	4	50237	Santa Cruz de Moncayo	6,7590264388
6 personas	6	50237	Santa Cruz de Moncayo	1,0528486919
7 o más personas		50237	Santa Cruz de Moncayo	
1 persona	1	50238	Santa Eulalia de Gállego	13,4291128653
2 personas	2	50238	Santa Eulalia de Gállego	43,9075082573
3 personas	3	50238	Santa Eulalia de Gállego	3,7386708211
4 personas	4	50238	Santa Eulalia de Gállego	0,9739247269
5 personas	5	50238	Santa Eulalia de Gállego	1,4804619229
7 o más personas		50238	Santa Eulalia de Gállego	
1 persona	1	50239	Santed	13,5905654781
2 personas	2	50239	Santed	20,9111541286
3 personas	3	50239	Santed	2,8623754215
7 o más personas		50239	Santed	
1 persona	1	50240	Sástago	105,1460304552
2 personas	2	50240	Sástago	189,8641239267
3 personas	3	50240	Sástago	136,1747159614
4 personas	4	50240	Sástago	78,312592155
5 personas	5	50240	Sástago	2,9065091854
6 personas	6	50240	Sástago	7,4030537189
7 o más personas		50240	Sástago	
1 persona	1	50241	Saviñán	84,5890791536
2 personas	2	50241	Saviñán	94,6600487836
3 personas	3	50241	Saviñán	73,7281946158
4 personas	4	50241	Saviñán	46,9862540712
5 personas	5	50241	Saviñán	11,5107026711
6 personas	6	50241	Saviñán	4,2196225912
7 o más personas		50241	Saviñán	
1 persona	1	50242	Sediles	21,2843186899
2 personas	2	50242	Sediles	12,0472084261
3 personas	3	50242	Sediles	8,2033165202
4 personas	4	50242	Sediles	5,531663327
5 personas	5	50242	Sediles	2,4046907522
7 o más personas		50242	Sediles	
1 persona	1	50243	Sestrica	46,0451565506
2 personas	2	50243	Sestrica	53,385102369
3 personas	3	50243	Sestrica	33,8668966477
4 personas	4	50243	Sestrica	27,2457966767
5 personas	5	50243	Sestrica	6,6376675821
7 o más personas		50243	Sestrica	
1 persona	1	50244	Sierra de Luna	34,1909598402
2 personas	2	50244	Sierra de Luna	33,9847103296
3 personas	3	50244	Sierra de Luna	29,1284621569
4 personas	4	50244	Sierra de Luna	19,9820525605
5 personas	5	50244	Sierra de Luna	2,9653485303
7 o más personas		50244	Sierra de Luna	
1 persona	1	50245	Sigüés	18,0994250606
2 personas	2	50245	Sigüés	12,2012739487
3 personas	3	50245	Sigüés	11,9913686485
4 personas	4	50245	Sigüés	5,9101332625
5 personas	5	50245	Sigüés	4,1766776093
7 o más personas		50245	Sigüés	
1 persona	1	50246	Sisamón	11,5272771968
2 personas	2	50246	Sisamón	10,4767841377
4 personas	4	50246	Sisamón	1,8797886319
7 o más personas		50246	Sisamón	
1 persona	1	50247	Sobradiel	73,4621050653
2 personas	2	50247	Sobradiel	97,9742005951
3 personas	3	50247	Sobradiel	114,4303924874
4 personas	4	50247	Sobradiel	65,0850065984
5 personas	5	50247	Sobradiel	10,8339406365
7 o más personas	7	50247	Sobradiel	4,0561823327
1 persona	1	50248	Sos del Rey Católico	84,4747186661
2 personas	2	50248	Sos del Rey Católico	118,1012466008
3 personas	3	50248	Sos del Rey Católico	31,1749687497
4 personas	4	50248	Sos del Rey Católico	32,3656870434
5 personas	5	50248	Sos del Rey Católico	17,1103459983
6 personas	6	50248	Sos del Rey Católico	3,4954827904
7 o más personas		50248	Sos del Rey Católico	
1 persona	1	50249	Tabuenca	55,1629171858
2 personas	2	50249	Tabuenca	36,4423921248
3 personas	3	50249	Tabuenca	30,8447744684
4 personas	4	50249	Tabuenca	40,8304620847
7 o más personas		50249	Tabuenca	
1 persona	1	50250	Talamantes	18,1187725087
2 personas	2	50250	Talamantes	5,1512584909
3 personas	3	50250	Talamantes	6,2935270448
4 personas	4	50250	Talamantes	2,0443090391
5 personas	5	50250	Talamantes	0,3041786437
7 o más personas		50250	Talamantes	
1 persona	1	50251	Tarazona	1095,5191110347
2 personas	2	50251	Tarazona	1376,8567939311
3 personas	3	50251	Tarazona	921,0718766405
4 personas	4	50251	Tarazona	767,1350738799
5 personas	5	50251	Tarazona	225,9199558033
6 personas	6	50251	Tarazona	8,1398942281
7 o más personas		50251	Tarazona	
1 persona	1	50252	Tauste	430,4249934553
2 personas	2	50252	Tauste	986,0416239866
3 personas	3	50252	Tauste	657,6172589847
4 personas	4	50252	Tauste	618,5615447078
5 personas	5	50252	Tauste	75,175026025
6 personas	6	50252	Tauste	6,1547611833
7 o más personas		50252	Tauste	
1 persona	1	50253	Terrer	60,5999416385
2 personas	2	50253	Terrer	78,8124081675
3 personas	3	50253	Terrer	46,9225192083
4 personas	4	50253	Terrer	22,0499014525
5 personas	5	50253	Terrer	4,3980349953
6 personas	6	50253	Terrer	0,7995732435
7 o más personas		50253	Terrer	
1 persona	1	50254	Tierga	25,2712619445
2 personas	2	50254	Tierga	20,9622779443
3 personas	3	50254	Tierga	13,7933775633
4 personas	4	50254	Tierga	18,1599739037
5 personas	5	50254	Tierga	1,0337186573
6 personas	6	50254	Tierga	1,9202661263
7 o más personas		50254	Tierga	
1 persona	1	50255	Tobed	48,8082783421
2 personas	2	50255	Tobed	41,7630559034
3 personas	3	50255	Tobed	16,6566429458
4 personas	4	50255	Tobed	7,6441463226
7 o más personas		50255	Tobed	
1 persona	1	50256	Torralba de los Frailes	9,8263591509
2 personas	2	50256	Torralba de los Frailes	16,98632633
3 personas	3	50256	Torralba de los Frailes	5,6179375897
4 personas	4	50256	Torralba de los Frailes	7,3394419202
7 o más personas		50256	Torralba de los Frailes	
1 persona	1	50257	Torralba de Ribota	38,6400588052
2 personas	2	50257	Torralba de Ribota	24,4270615553
3 personas	3	50257	Torralba de Ribota	22,3053060973
4 personas	4	50257	Torralba de Ribota	10,7865787296
5 personas	5	50257	Torralba de Ribota	1,9136694209
7 o más personas		50257	Torralba de Ribota	
1 persona	1	50258	Torralbilla	18,8117335098
2 personas	2	50258	Torralbilla	5,7409024133
3 personas	3	50258	Torralbilla	8,5688205544
7 o más personas		50258	Torralbilla	
4 personas	4	50259	Torrehermosa	20,25
7 o más personas		50259	Torrehermosa	
1 persona	1	50260	Torrelapaja	10,5344922239
2 personas	2	50260	Torrelapaja	4,2917144901
3 personas	3	50260	Torrelapaja	7,2940262653
7 o más personas		50260	Torrelapaja	
1 persona	1	50261	Torrellas	46,936215319
2 personas	2	50261	Torrellas	42,955020842
3 personas	3	50261	Torrellas	29,8646830664
4 personas	4	50261	Torrellas	9,0827948423
5 personas	5	50261	Torrellas	4,4277657829
7 o más personas		50261	Torrellas	
1 persona	1	50262	Torres de Berrellén	177,3052503821
2 personas	2	50262	Torres de Berrellén	152,1230481405
3 personas	3	50262	Torres de Berrellén	155,1197851274
4 personas	4	50262	Torres de Berrellén	106,6435689184
5 personas	5	50262	Torres de Berrellén	24,6283650809
6 personas	6	50262	Torres de Berrellén	3,1062396127
7 o más personas		50262	Torres de Berrellén	
1 persona	1	50263	Torrijo de la Cañada	70,2166403538
2 personas	2	50263	Torrijo de la Cañada	37,13469786
3 personas	3	50263	Torrijo de la Cañada	7,6290636137
4 personas	4	50263	Torrijo de la Cañada	8,3387257051
5 personas	5	50263	Torrijo de la Cañada	2,1123357193
7 o más personas	14	50263	Torrijo de la Cañada	4,7655093532
1 persona	1	50264	Tosos	35,4166069947
2 personas	2	50264	Tosos	29,3920988417
3 personas	3	50264	Tosos	26,2906744227
4 personas	4	50264	Tosos	11,8919399623
5 personas	5	50264	Tosos	1,5218435464
7 o más personas		50264	Tosos	
1 persona	1	50265	Trasmoz	13,0833741564
2 personas	2	50265	Trasmoz	9,2801246732
3 personas	3	50265	Trasmoz	5,1716544433
4 personas	4	50265	Trasmoz	7,0653881557
7 o más personas		50265	Trasmoz	
1 persona	1	50266	Trasobares	38,0911429582
2 personas	2	50266	Trasobares	19,395331392
3 personas	3	50266	Trasobares	9,4442742648
4 personas	4	50266	Trasobares	8,6963428657
7 o más personas		50266	Trasobares	
1 persona	1	50267	Uncastillo	86,8340540568
2 personas	2	50267	Uncastillo	89,8673560258
3 personas	3	50267	Uncastillo	47,7521444227
4 personas	4	50267	Uncastillo	54,263402827
5 personas	5	50267	Uncastillo	7,7990979062
6 personas	6	50267	Uncastillo	3,6642718587
7 o más personas		50267	Uncastillo	
1 persona	1	50268	Undués de Lerda	9,5278675814
2 personas	2	50268	Undués de Lerda	6,9890256052
3 personas	3	50268	Undués de Lerda	10,388824107
4 personas	4	50268	Undués de Lerda	5,3084112675
7 o más personas		50268	Undués de Lerda	
1 persona	1	50269	Urrea de Jalón	44,6478844855
2 personas	2	50269	Urrea de Jalón	58,4307408327
3 personas	3	50269	Urrea de Jalón	31,289793539
4 personas	4	50269	Urrea de Jalón	17,815984992
5 personas	5	50269	Urrea de Jalón	5,6818530029
6 personas	6	50269	Urrea de Jalón	0,8843085292
7 o más personas		50269	Urrea de Jalón	
1 persona	1	50270	Urriés	4,8444272639
2 personas	2	50270	Urriés	8,63552814
3 personas	3	50270	Urriés	2,7497573574
5 personas	5	50270	Urriés	1,9270488768
7 o más personas		50270	Urriés	
1 persona	1	50271	Used	37,6515916619
2 personas	2	50271	Used	37,6375724388
3 personas	3	50271	Used	38,4249892511
4 personas	4	50271	Used	10,4684853165
5 personas	5	50271	Used	5,464573783
6 personas	6	50271	Used	1,7038113865
7 o más personas		50271	Used	
1 persona	1	50272	Utebo	1275,80774192
2 personas	2	50272	Utebo	1817,5243416976
3 personas	3	50272	Utebo	1827,1643865019
4 personas	4	50272	Utebo	1582,0593320028
5 personas	5	50272	Utebo	212,0054976273
6 personas	6	50272	Utebo	63,0517530061
7 o más personas		50272	Utebo	
1 persona	1	50273	Valdehorna	12,2400676519
2 personas	2	50273	Valdehorna	5,2528888028
4 personas	4	50273	Valdehorna	2,7900477313
7 o más personas		50273	Valdehorna	
1 persona	1	50274	Val de San Martín	8,1873135973
2 personas	2	50274	Val de San Martín	16,2347810887
3 personas	3	50274	Val de San Martín	12,1143747417
7 o más personas		50274	Val de San Martín	
1 persona	1	50275	Valmadrid	15,9795719539
2 personas	2	50275	Valmadrid	11,774530965
3 personas	3	50275	Valmadrid	13,5245559376
4 personas	4	50275	Valmadrid	7,8215577906
5 personas	5	50275	Valmadrid	1,3222934282
7 o más personas		50275	Valmadrid	
1 persona	1	50276	Valpalmas	16,5275208971
2 personas	2	50276	Valpalmas	22,947945223
3 personas	3	50276	Valpalmas	11,5479200588
4 personas	4	50276	Valpalmas	16,1625281523
7 o más personas		50276	Valpalmas	
1 persona	1	50277	Valtorres	16,8381958949
2 personas	2	50277	Valtorres	28,0337008029
3 personas	3	50277	Valtorres	6,7250060443
4 personas	4	50277	Valtorres	2,2351422218
7 o más personas		50277	Valtorres	
1 persona	1	50278	Velilla de Ebro	37,9112833135
2 personas	2	50278	Velilla de Ebro	34,879909367
3 personas	3	50278	Velilla de Ebro	22,5816698269
4 personas	4	50278	Velilla de Ebro	13,0226350788
5 personas	5	50278	Velilla de Ebro	2,8610841043
7 o más personas		50278	Velilla de Ebro	
1 persona	1	50279	Velilla de Jiloca	11,2500919683
2 personas	2	50279	Velilla de Jiloca	18,6460336599
3 personas	3	50279	Velilla de Jiloca	1,6181219635
4 personas	4	50279	Velilla de Jiloca	6,7345363148
5 personas	5	50279	Velilla de Jiloca	2,8086120514
7 o más personas		50279	Velilla de Jiloca	
1 persona	1	50280	Vera de Moncayo	54,2183639708
2 personas	2	50280	Vera de Moncayo	47,2190667494
3 personas	3	50280	Vera de Moncayo	26,7133157726
4 personas	4	50280	Vera de Moncayo	33,4991351576
6 personas	6	50280	Vera de Moncayo	1,8091699961
7 o más personas		50280	Vera de Moncayo	
1 persona	1	50281	Vierlas	18,1711450019
2 personas	2	50281	Vierlas	7,2402701313
3 personas	3	50281	Vierlas	6,4473081908
4 personas	4	50281	Vierlas	4,4280491865
5 personas	5	50281	Vierlas	4,3174104821
6 personas	6	50281	Vierlas	0,9511901678
7 o más personas		50281	Vierlas	
1 persona	1	50282	Vilueña (La)	22,1211702061
2 personas	2	50282	Vilueña (La)	27,1036769043
3 personas	3	50282	Vilueña (La)	6,1802234873
5 personas	5	50282	Vilueña (La)	4,4187644345
7 o más personas		50282	Vilueña (La)	
1 persona	1	50283	Villadoz	15,9387868607
2 personas	2	50283	Villadoz	15,5816270424
3 personas	3	50283	Villadoz	9,9871063168
4 personas	4	50283	Villadoz	0,8161160333
5 personas	5	50283	Villadoz	1,1344351941
7 o más personas		50283	Villadoz	
1 persona	1	50284	Villafeliche	28,3481653661
2 personas	2	50284	Villafeliche	31,8648204741
3 personas	3	50284	Villafeliche	9,4100254829
4 personas	4	50284	Villafeliche	8,4793421466
5 personas	5	50284	Villafeliche	2,4736415147
7 o más personas	7	50284	Villafeliche	4,6943354899
1 persona	1	50285	Villafranca de Ebro	98,9109058171
2 personas	2	50285	Villafranca de Ebro	102,0577601111
3 personas	3	50285	Villafranca de Ebro	53,7849727792
4 personas	4	50285	Villafranca de Ebro	61,6689668516
5 personas	5	50285	Villafranca de Ebro	8,0143713256
6 personas	6	50285	Villafranca de Ebro	3,9796963571
7 o más personas		50285	Villafranca de Ebro	
1 persona	1	50286	Villalba de Perejil	9,5762775937
2 personas	2	50286	Villalba de Perejil	21,4354663541
3 personas	3	50286	Villalba de Perejil	9,8510149447
4 personas	4	50286	Villalba de Perejil	1,4862856803
5 personas	5	50286	Villalba de Perejil	4,1942461171
7 o más personas		50286	Villalba de Perejil	
1 persona	1	50287	Villalengua	22,0434510576
2 personas	2	50287	Villalengua	39,7079827541
3 personas	3	50287	Villalengua	36,0891882765
4 personas	4	50287	Villalengua	26,9496123755
5 personas	5	50287	Villalengua	4,2530761554
6 personas	6	50287	Villalengua	8,3062030478
7 o más personas		50287	Villalengua	
1 persona	1	50288	Villanueva de Gállego	343,1532608866
2 personas	2	50288	Villanueva de Gállego	479,7610908696
3 personas	3	50288	Villanueva de Gállego	392,040839529
4 personas	4	50288	Villanueva de Gállego	439,0878438103
5 personas	5	50288	Villanueva de Gállego	54,6156226358
6 personas	6	50288	Villanueva de Gállego	9,8648156921
7 o más personas		50288	Villanueva de Gállego	
1 persona	1	50289	Villanueva de Jiloca	8,0034291596
2 personas	2	50289	Villanueva de Jiloca	12,1674962326
3 personas	3	50289	Villanueva de Jiloca	5,6258396395
4 personas	4	50289	Villanueva de Jiloca	1,5579924206
5 personas	5	50289	Villanueva de Jiloca	1,6430179671
7 o más personas		50289	Villanueva de Jiloca	
1 persona	1	50290	Villanueva de Huerva	101,2199424581
2 personas	2	50290	Villanueva de Huerva	69,4612211529
3 personas	3	50290	Villanueva de Huerva	51,4686499339
4 personas	4	50290	Villanueva de Huerva	36,0748183606
5 personas	5	50290	Villanueva de Huerva	4,7662356798
7 o más personas		50290	Villanueva de Huerva	
1 persona	1	50291	Villar de los Navarros	28,8449095848
2 personas	2	50291	Villar de los Navarros	17,3258177055
3 personas	3	50291	Villar de los Navarros	7,6998052408
4 personas	4	50291	Villar de los Navarros	4,4443724121
5 personas	5	50291	Villar de los Navarros	2,3253099268
7 o más personas		50291	Villar de los Navarros	
1 persona	1	50292	Villarreal de Huerva	21,8700836898
2 personas	2	50292	Villarreal de Huerva	47,1474363112
3 personas	3	50292	Villarreal de Huerva	16,2266747268
4 personas	4	50292	Villarreal de Huerva	13,734723475
5 personas	5	50292	Villarreal de Huerva	0,1774942596
7 o más personas		50292	Villarreal de Huerva	
1 persona	1	50293	Villarroya de la Sierra	68,5147991098
2 personas	2	50293	Villarroya de la Sierra	95,0314066726
3 personas	3	50293	Villarroya de la Sierra	44,0181319137
4 personas	4	50293	Villarroya de la Sierra	23,7671039741
5 personas	5	50293	Villarroya de la Sierra	6,5678794254
6 personas	6	50293	Villarroya de la Sierra	6,1140237513
7 o más personas		50293	Villarroya de la Sierra	
1 persona	1	50294	Villarroya del Campo	13,0165665957
2 personas	2	50294	Villarroya del Campo	17,3110416179
3 personas	3	50294	Villarroya del Campo	4,0795623663
4 personas	4	50294	Villarroya del Campo	4,5071748131
7 o más personas		50294	Villarroya del Campo	
1 persona	1	50295	Vistabella	11,7618703709
2 personas	2	50295	Vistabella	10,1955220607
3 personas	3	50295	Vistabella	4,2303549213
4 personas	4	50295	Vistabella	1,4920232773
7 o más personas		50295	Vistabella	
1 persona	1	50296	Zaida (La)	38,7101173434
2 personas	2	50296	Zaida (La)	73,2786702142
3 personas	3	50296	Zaida (La)	61,9376206435
4 personas	4	50296	Zaida (La)	24,0634241249
5 personas	5	50296	Zaida (La)	3,6820650812
7 o más personas		50296	Zaida (La)	
1 persona	1	50297	Zaragoza	73247,6789722046
2 personas	2	50297	Zaragoza	88048,2220882888
3 personas	3	50297	Zaragoza	58235,0849151689
4 personas	4	50297	Zaragoza	45919,9196153263
5 personas	5	50297	Zaragoza	8873,8960663808
6 personas	6	50297	Zaragoza	2466,1327295705
7 o más personas	7,60429367258908	50297	Zaragoza	797,1092093161
1 persona	1	50298	Zuera	670,6062695202
2 personas	2	50298	Zuera	968,9840046141
3 personas	3	50298	Zuera	685,186833462
4 personas	4	50298	Zuera	546,7584446485
5 personas	5	50298	Zuera	154,7732926999
7 o más personas		50298	Zuera	
1 persona	1	50901	Biel	42,8494742419
2 personas	2	50901	Biel	32,3675702324
3 personas	3	50901	Biel	9,702443163
4 personas	4	50901	Biel	4,2618507876
5 personas	5	50901	Biel	2,2333377671
7 o más personas		50901	Biel	
1 persona	1	50902	Marracos	12,8199955465
2 personas	2	50902	Marracos	12,652044135
3 personas	3	50902	Marracos	4,9647298266
4 personas	4	50902	Marracos	5,9799926118
5 personas	5	50902	Marracos	6,2123512513
7 o más personas		50902	Marracos	
1 persona	1	50903	Villamayor de Gállego	210,9840318196
2 personas	2	50903	Villamayor de Gállego	270,3501205449
3 personas	3	50903	Villamayor de Gállego	232,1133023578
4 personas	4	50903	Villamayor de Gállego	239,7112198493
5 personas	5	50903	Villamayor de Gállego	49,1067860483
