Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas que son mano de obra familiar hombres	Personas que son mano de obra familiar mujeres	Personas que son mano de obra familiar <35 años	Personas que son mano de obra familiar de 35 a 45 años	Personas que son mano de obra familiar de 55 a 64 años	Personas que son mano de obra familiar de más de 65 años
1999	44092	Cuervo (El)	27	17	10	2	10	9	6
1999	44093	Cuevas de Almudén	45	34	11	10	19	7	9
1999	44094	Cuevas Labradas	42	31	11	3	12	17	10
1999	44096	Ejulve	53	34	19	7	15	13	18
1999	44097	Escorihuela	93	75	18	10	35	16	32
1999	44099	Escucha	59	51	8	12	24	10	13
1999	44100	Estercuel	61	54	7	5	15	16	25
1999	44101	Ferreruela de Huerva	47	34	13	4	10	11	22
1999	44102	Fonfría	15	9	6	6	1	5	3
1999	44103	Formiche Alto	41	32	9	3	16	8	14
1999	44105	Fórnoles	116	76	40	9	49	22	36
1999	44106	Fortanete	90	56	34	13	21	31	25
1999	44107	Foz-Calanda	120	80	40	26	39	29	26
1999	44108	Fresneda (La)	281	185	96	31	117	62	71
1999	44109	Frías de Albarracín	24	17	7	1	15	4	4
1999	44110	Fuenferrada	21	17	4	1	9	5	6
1999	44111	Fuentes Calientes	49	40	9	12	12	15	10
1999	44112	Fuentes Claras	234	175	59	31	83	61	59
1999	44113	Fuentes de Rubielos	9	7	2	0	6	1	2
1999	44114	Fuentespalda	111	80	31	13	41	34	23
1999	44115	Galve	78	50	28	22	16	26	14
1999	44116	Gargallo	22	19	3	2	7	5	8
1999	44117	Gea de Albarracín	71	51	20	7	23	21	20
1999	44118	Ginebrosa (La)	132	93	39	24	39	34	35
1999	44119	Griegos	28	21	7	1	13	8	6
1999	44120	Guadalaviar	66	40	26	17	38	7	4
1999	44121	Gúdar	25	18	7	5	8	7	5
1999	44122	Híjar	348	266	82	56	92	96	104
1999	44123	Hinojosa de Jarque	66	45	21	4	26	14	22
1999	44124	Hoz de la Vieja (La)	39	27	12	1	19	11	8
1999	44125	Huesa del Común	31	27	4	7	11	6	7
1999	44126	Iglesuela del Cid (La)	48	35	13	9	19	18	2
1999	44127	Jabaloyas	31	19	12	4	8	9	10
1999	44128	Jarque de la Val	45	37	8	7	8	12	18
1999	44129	Jatiel	13	10	3	2	5	1	5
1999	44130	Jorcas	25	19	6	6	7	7	5
1999	44131	Josa	7	6	1	0	5	1	1
1999	44132	Lagueruela	30	22	8	4	7	10	9
1999	44133	Lanzuela	18	16	2	1	4	4	9
1999	44135	Libros	101	68	33	2	29	23	47
1999	44136	Lidón	42	27	15	2	12	20	8
1999	44137	Linares de Mora	74	56	18	8	25	21	20
1999	44138	Loscos	75	62	13	8	24	24	19
1999	44141	Lledó	83	57	26	8	45	12	18
1999	44142	Maicas	5	4	1	0	1	3	1
1999	44143	Manzanera	97	70	27	13	29	35	20
1999	44144	Martín del Río	50	44	6	3	18	14	15
1999	44145	Mas de las Matas	182	146	36	11	65	41	65
1999	44146	Mata de los Olmos (La)	39	32	7	3	13	10	13
1999	44147	Mazaleón	267	188	79	33	120	71	43
1999	44148	Mezquita de Jarque	43	31	12	11	12	12	8
1999	44149	Mirambel	52	37	15	9	23	18	2
1999	44150	Miravete de la Sierra	22	15	7	0	6	8	8
1999	44151	Molinos	189	134	55	15	56	31	87
1999	44152	Monforte de Moyuela	60	40	20	9	30	14	7
1999	44153	Monreal del Campo	349	222	127	25	108	90	126
1999	44154	Monroyo	171	125	46	20	77	34	40
1999	44155	Montalbán	29	20	9	3	14	8	4
1999	44156	Monteagudo del Castillo	31	22	9	2	18	3	8
1999	44157	Monterde de Albarracín	24	14	10	4	9	9	2
1999	44158	Mora de Rubielos	166	120	46	13	50	45	58
1999	44159	Moscardón	15	11	4	1	5	4	5
1999	44160	Mosqueruela	176	112	64	17	53	60	46
1999	44161	Muniesa	309	199	110	40	111	70	88
1999	44163	Noguera de Albarracín	22	19	3	3	12	3	4
1999	44164	Nogueras	14	13	1	0	5	3	6
1999	44165	Nogueruelas	39	31	8	2	14	15	8
1999	44167	Obón	29	23	6	2	3	13	11
1999	44168	Odón	119	76	43	21	50	32	16
1999	44169	Ojos Negros	111	79	32	18	47	31	15
1999	44171	Olba	17	12	5	1	13	1	2
1999	44172	Oliete	178	136	42	10	40	34	94
1999	44173	Olmos (Los)	122	93	29	20	42	21	39
1999	44174	Orihuela del Tremedal	25	23	2	5	8	7	5
1999	44175	Orrios	76	58	18	10	25	16	25
1999	44176	Palomar de Arroyos	28	19	9	3	14	5	6
1999	44177	Pancrudo	68	54	14	9	25	12	22
1999	44178	Parras de Castellote (Las)	53	36	17	2	16	13	22
1999	44179	Peñarroya de Tastavins	214	142	72	33	99	40	42
1999	44180	Peracense	27	19	8	1	7	14	5
1999	44181	Peralejos	24	17	7	1	9	6	8
1999	44182	Perales del Alfambra	79	61	18	13	23	24	19
1999	44183	Pitarque	26	20	6	4	11	4	7
1999	44184	Plou	16	11	5	2	5	5	4
1999	44185	Pobo (El)	70	50	20	8	26	20	16
1999	44187	Portellada (La)	176	117	59	13	100	29	34
1999	44189	Pozondón	26	21	5	3	11	4	8
1999	44190	Pozuel del Campo	34	20	14	0	12	13	9
1999	44191	Puebla de Híjar (La)	188	158	30	14	57	33	84
1999	44192	Puebla de Valverde (La)	158	117	41	21	58	32	47
1999	44193	Puertomingalvo	66	40	26	4	24	19	19
1999	44194	Ráfales	104	70	34	12	40	27	25
1999	44195	Rillo	34	27	7	5	6	5	18
1999	44196	Riodeva	70	40	30	7	16	21	26
1999	44197	Ródenas	22	15	7	3	5	7	7
1999	44198	Royuela	43	28	15	6	13	21	3
1999	44199	Rubiales	7	4	3	2	3	2	0
1999	44200	Rubielos de la Cérida	16	14	2	6	3	5	2
1999	44201	Rubielos de Mora	56	48	8	2	27	10	17
1999	44203	Salcedillo	1	1	0	0	0	0	1
1999	44204	Saldón	13	8	5	1	4	7	1
1999	44205	Samper de Calanda	232	166	66	17	62	68	85
1999	44206	San Agustín	72	54	18	8	30	15	19
1999	44207	San Martín del Río	236	149	87	22	79	49	86
1999	44208	Santa Cruz de Nogueras	9	8	1	0	7	1	1
1999	44209	Santa Eulalia	184	143	41	17	55	61	51
1999	44210	Sarrión	265	198	67	40	95	56	74
1999	44211	Segura de los Baños	23	21	2	4	7	5	7
1999	44212	Seno	29	22	7	2	11	5	11
1999	44213	Singra	50	39	11	4	17	10	19
1999	44215	Terriente	56	38	18	5	21	13	17
1999	44216	Teruel	532	395	137	61	196	143	132
1999	44217	Toril y Masegoso	15	12	3	1	6	4	4
1999	44218	Tormón	3	3	0	0	0	1	2
1999	44219	Tornos	141	86	55	12	42	36	51
1999	44220	Torralba de los Sisones	81	63	18	12	27	18	24
1999	44221	Torrecilla de Alcañiz	133	91	42	20	48	25	40
1999	44222	Torrecilla del Rebollar	57	43	14	10	21	14	12
1999	44223	Torre de Arcas	41	27	14	2	17	14	8
1999	44224	Torre de las Arcas	11	9	2	0	4	1	6
1999	44225	Torre del Compte	102	59	43	6	57	14	25
1999	44226	Torrelacárcel	92	62	30	9	20	22	41
1999	44227	Torre los Negros	35	25	10	10	10	11	4
1999	44228	Torremocha de Jiloca	48	32	16	1	17	13	17
1999	44229	Torres de Albarracín	30	21	9	1	14	11	4
1999	44230	Torrevelilla	98	67	31	9	36	14	39
1999	44231	Torrijas	12	11	1	1	5	4	2
1999	44232	Torrijo del Campo	160	112	48	12	67	33	48
1999	44234	Tramacastiel	47	41	6	2	18	10	17
1999	44235	Tramacastilla	24	14	10	0	11	8	5
1999	44236	Tronchón	35	25	10	6	17	9	3
1999	44237	Urrea de Gaén	224	165	59	31	86	49	58
1999	44238	Utrillas	18	14	4	2	8	6	2
1999	44239	Valacloche	11	9	2	0	1	5	5
1999	44240	Valbona	44	30	14	8	19	10	7
1999	44241	Valdealgorfa	316	193	123	49	129	61	77
1999	44243	Valdecuenca	2	1	1	0	2	0	0
1999	44244	Valdelinares	26	20	6	3	10	7	6
1999	44245	Valdeltormo	84	62	22	15	29	23	17
1999	44246	Valderrobres	603	417	186	72	267	111	153
1999	44247	Valjunquera	185	127	58	25	85	42	33
1999	44249	Vallecillo (El)	5	4	1	0	1	2	2
1999	44250	Veguillas de la Sierra	9	9	0	2	3	0	4
1999	44251	Villafranca del Campo	106	70	36	17	43	30	16
1999	44252	Villahermosa del Campo	39	32	7	5	14	9	11
1999	44256	Villanueva del Rebollar de la Sierra	18	13	5	3	0	8	7
1999	44257	Villar del Cobo	44	30	14	10	23	11	0
1999	44258	Villar del Salz	26	19	7	8	6	8	4
1999	44260	Villarluengo	49	33	16	7	24	16	2
1999	44261	Villarquemado	224	171	53	30	97	50	47
1999	44262	Villarroya de los Pinares	38	29	9	5	16	8	9
1999	44263	Villastar	74	63	11	6	30	16	22
1999	44264	Villel	67	50	17	17	15	17	18
1999	44265	Vinaceite	82	66	16	2	27	23	30
1999	44266	Visiedo	92	62	30	9	43	23	17
1999	44267	Vivel del Río Martín	30	25	5	8	10	8	4
1999	44268	Zoma (La)	10	6	4	0	1	2	7
1999	50001	Abanto	43	29	14	4	25	8	6
1999	50002	Acered	183	119	64	33	85	36	29
1999	50003	Agón	98	72	26	23	34	21	20
1999	50004	Aguarón	445	314	131	66	169	93	117
1999	50005	Aguilón	109	78	31	10	35	27	37
1999	50006	Ainzón	633	480	153	139	253	111	130
1999	50007	Aladrén	54	46	8	5	19	15	15
1999	50008	Alagón	400	330	70	19	160	91	130
1999	50009	Alarba	107	74	33	28	44	16	19
1999	50010	Alberite de San Juan	58	39	19	10	26	12	10
1999	50011	Albeta	16	14	2	7	5	2	2
1999	50012	Alborge	19	12	7	6	9	2	2
1999	50013	Alcalá de Ebro	110	95	15	17	43	21	29
1999	50014	Alcalá de Moncayo	104	75	29	22	32	34	16
1999	50015	Alconchel de Ariza	44	35	9	11	12	15	6
1999	50016	Aldehuela de Liestos	27	23	4	1	5	8	13
1999	50017	Alfajarín	230	197	33	28	97	62	43
1999	50018	Alfamén	746	529	217	189	308	135	114
1999	50019	Alforque	19	13	6	2	6	9	2
1999	50020	Alhama de Aragón	80	76	4	11	21	17	31
1999	50021	Almochuel	21	15	6	4	8	7	2
1999	50022	Almolda (La)	240	188	52	31	77	56	76
1999	50023	Almonacid de la Cuba	140	115	25	14	55	28	43
1999	50024	Almonacid de la Sierra	593	428	165	128	214	113	138
1999	50025	Almunia de Doña Godina (La)	1671	1191	480	443	636	266	326
1999	50026	Alpartir	473	341	132	86	203	88	96
1999	50027	Ambel	288	207	81	40	103	60	85
1999	50028	Anento	68	51	17	3	27	20	18
1999	50029	Aniñón	770	481	289	198	266	172	134
1999	50030	Añón de Moncayo	84	63	21	13	28	27	16
1999	50031	Aranda de Moncayo	131	100	31	16	37	37	41
1999	50032	Arándiga	209	169	40	19	52	54	84
1999	50033	Ardisa	23	19	4	1	12	6	4
1999	50034	Ariza	146	121	25	21	41	32	52
1999	50035	Artieda	17	14	3	2	5	4	6
1999	50036	Asín	33	27	6	0	14	3	16
1999	50037	Atea	199	143	56	24	76	45	54
1999	50038	Ateca	487	354	133	118	150	115	104
1999	50039	Azuara	222	175	47	31	67	74	50
1999	50040	Badules	47	36	11	4	7	15	21
1999	50041	Bagüés	6	5	1	2	1	2	1
1999	50042	Balconchán	38	25	13	3	3	6	26
1999	50043	Bárboles	84	66	18	10	32	19	23
1999	50044	Bardallur	110	84	26	7	50	27	26
1999	50045	Belchite	751	536	215	121	258	180	192
1999	50046	Belmonte de Gracián	149	117	32	24	42	34	49
1999	50047	Berdejo	9	7	2	0	2	4	3
1999	50048	Berrueco	26	22	4	3	11	5	7
1999	50050	Bijuesca	38	29	9	3	14	6	15
1999	50051	Biota	278	251	27	62	110	69	37
1999	50052	Bisimbre	63	41	22	16	22	11	14
1999	50053	Boquiñeni	227	167	60	42	89	57	39
1999	50054	Bordalba	22	19	3	4	6	9	3
1999	50055	Borja	1085	781	304	235	462	181	207
1999	50056	Botorrita	53	40	13	4	15	18	16
1999	50057	Brea de Aragón	162	130	32	21	62	34	45
1999	50058	Bubierca	37	33	4	8	15	5	9
1999	50059	Bujaraloz	246	199	47	68	83	58	37
1999	50060	Bulbuente	198	134	64	21	61	37	79
1999	50061	Bureta	170	115	55	30	79	40	21
1999	50062	Burgo de Ebro (El)	123	102	21	17	40	27	39
1999	50063	Buste (El)	53	36	17	9	16	14	14
1999	50064	Cabañas de Ebro	122	108	14	14	49	33	26
1999	50065	Cabolafuente	26	24	2	4	10	7	5
1999	50066	Cadrete	49	40	9	9	7	21	12
1999	50067	Calatayud	613	526	87	90	192	156	175
1999	50068	Calatorao	798	589	209	172	288	160	178
1999	50069	Calcena	23	17	6	2	7	3	11
1999	50070	Calmarza	28	24	4	0	16	4	8
1999	50071	Campillo de Aragón	62	52	10	12	28	11	11
1999	50072	Carenas	58	40	18	5	19	11	23
1999	50073	Cariñena	869	645	224	131	366	173	199
1999	50074	Caspe	1400	1051	349	224	520	346	310
1999	50075	Castejón de Alarba	75	50	25	8	29	13	25
1999	50076	Castejón de las Armas	48	36	12	5	14	9	20
1999	50077	Castejón de Valdejasa	133	110	23	13	39	24	57
1999	50078	Castiliscar	131	92	39	9	37	37	48
1999	50079	Cervera de la Cañada	234	181	53	49	68	63	54
1999	50080	Cerveruela	6	6	0	0	0	2	4
1999	50081	Cetina	82	74	8	8	41	13	20
1999	50082	Cimballa	47	39	8	4	18	8	17
1999	50083	Cinco Olivas	14	11	3	1	6	2	5
1999	50084	Clarés de Ribota	113	79	34	13	47	25	28
1999	50085	Codo	36	26	10	4	10	8	14
1999	50086	Codos	174	136	38	24	40	42	68
1999	50087	Contamina	21	17	4	2	6	5	8
1999	50088	Cosuenda	412	280	132	88	159	80	85
1999	50089	Cuarte de Huerva	16	14	2	3	2	6	5
1999	50090	Cubel	89	70	19	13	37	23	16
1999	50091	Cuerlas (Las)	42	33	9	9	17	1	15
1999	50092	Chiprana	53	41	12	6	15	20	12
1999	50093	Chodes	113	85	28	13	23	33	44
1999	50094	Daroca	305	251	54	14	103	54	134
1999	50095	Ejea de los Caballeros	1925	1585	340	460	837	348	280
1999	50096	Embid de Ariza	29	25	4	4	12	2	11
1999	50098	Encinacorba	280	195	85	35	103	46	96
1999	50099	Épila	1043	813	230	240	417	200	186
1999	50100	Erla	46	32	14	4	20	6	16
1999	50101	Escatrón	311	212	99	34	128	54	95
1999	50102	Fabara	509	333	176	102	172	98	137
1999	50104	Farlete	182	159	23	24	78	37	43
1999	50105	Fayón	195	125	70	19	53	40	83
1999	50106	Fayos (Los)	89	66	23	8	27	16	38
1999	50107	Figueruelas	164	129	35	38	46	36	44
1999	50108	Fombuena	5	5	0	0	3	0	2
1999	50109	Frago (El)	20	17	3	1	1	2	16
1999	50110	Frasno (El)	508	353	155	89	184	91	144
1999	50111	Fréscano	66	49	17	14	29	14	9
1999	50113	Fuendejalón	442	334	108	62	223	105	52
1999	50114	Fuendetodos	62	49	13	9	22	8	23
1999	50115	Fuentes de Ebro	645	568	77	91	250	158	146
1999	50116	Fuentes de Jiloca	104	88	16	16	38	24	26
1999	50117	Gallocanta	42	34	8	6	18	9	9
1999	50118	Gallur	344	286	58	41	127	74	102
1999	50119	Gelsa	273	206	67	49	100	66	58
1999	50120	Godojos	60	44	16	4	17	14	25
1999	50121	Gotor	178	131	47	23	79	47	29
1999	50122	Grisel	60	51	9	4	13	13	30
1999	50123	Grisén	84	64	20	15	28	14	27
1999	50124	Herrera de los Navarros	194	160	34	35	64	38	57
1999	50125	Ibdes	203	164	39	24	64	47	68
1999	50126	Illueca	343	274	69	37	121	77	108
1999	50128	Isuerre	24	21	3	0	4	6	14
1999	50129	Jaraba	53	46	7	6	22	11	14
1999	50130	Jarque	364	241	123	63	115	82	104
1999	50131	Jaulín	51	37	14	8	21	15	7
1999	50132	Joyosa (La)	52	38	14	5	24	16	7
1999	50133	Lagata	44	41	3	3	16	4	21
1999	50134	Langa del Castillo	106	80	26	10	46	21	29
1999	50135	Layana	4	3	1	2	0	1	1
1999	50136	Lécera	245	203	42	32	83	51	79
1999	50137	Leciñena	326	276	50	26	126	74	100
1999	50138	Lechón	17	16	1	4	4	3	6
1999	50139	Letux	190	144	46	23	66	42	59
1999	50140	Litago	71	47	24	5	29	18	19
1999	50141	Lituénigo	163	114	49	21	72	22	48
1999	50142	Lobera de Onsella	44	34	10	2	11	5	26
1999	50143	Longares	424	305	119	111	173	97	43
1999	50144	Longás	20	18	2	0	6	3	11
1999	50146	Lucena de Jalón	75	63	12	14	36	8	17
1999	50147	Luceni	177	146	31	20	74	35	48
1999	50148	Luesia	93	86	7	9	47	14	23
1999	50149	Luesma	7	7	0	1	2	3	1
1999	50150	Lumpiaque	254	186	68	25	88	56	85
1999	50151	Luna	347	294	53	47	110	70	120
1999	50152	Maella	994	643	351	171	376	188	259
1999	50153	Magallón	660	494	166	138	246	123	153
1999	50154	Mainar	39	37	2	10	13	7	9
1999	50155	Malanquilla	35	31	4	5	6	14	10
1999	50156	Maleján	0	0	0	0	0	0	0
1999	50157	Malón	201	153	48	59	60	38	44
1999	50159	Maluenda	365	275	90	65	119	82	99
1999	50160	Mallén	384	327	57	59	150	89	86
1999	50161	Manchones	63	56	7	4	16	11	32
1999	50162	Mara	130	92	38	24	38	35	33
1999	50163	María de Huerva	71	59	12	15	31	13	12
1999	50164	Mediana de Aragón	115	95	20	8	62	21	24
1999	50165	Mequinenza	867	571	296	185	294	206	182
1999	50166	Mesones de Isuela	164	136	28	20	66	39	39
1999	50167	Mezalocha	133	100	33	21	54	28	30
1999	50168	Mianos	17	15	2	5	2	6	4
1999	50169	Miedes de Aragón	262	204	58	68	91	45	58
1999	50170	Monegrillo	206	166	40	9	96	55	46
1999	50171	Moneva	67	50	17	8	28	22	9
1999	50172	Monreal de Ariza	91	72	19	24	32	25	10
1999	50173	Monterde	84	71	13	11	26	29	18
1999	50174	Montón	62	49	13	19	9	26	8
1999	50175	Morata de Jalón	596	449	147	92	198	121	185
1999	50176	Morata de Jiloca	143	113	30	21	43	35	44
1999	50177	Morés	178	150	28	13	62	26	77
1999	50178	Moros	356	274	82	53	106	76	121
1999	50179	Moyuela	102	87	15	5	41	25	31
1999	50180	Mozota	19	15	4	1	3	4	11
1999	50181	Muel	377	283	94	72	132	70	103
1999	50182	Muela (La)	400	284	116	79	164	68	89
1999	50183	Munébrega	311	230	81	66	111	52	82
1999	50184	Murero	68	59	9	7	20	14	27
1999	50185	Murillo de Gállego	46	36	10	4	15	9	18
1999	50186	Navardún	39	28	11	4	13	9	13
1999	50187	Nigüella	41	34	7	2	10	16	13
1999	50188	Nombrevilla	21	18	3	3	3	8	7
1999	50189	Nonaspe	363	248	115	49	140	71	103
1999	50190	Novallas	296	235	61	40	89	58	109
1999	50191	Novillas	263	227	36	31	132	60	40
1999	50192	Nuévalos	22	21	1	3	10	4	5
1999	50193	Nuez de Ebro	40	38	2	6	7	13	14
1999	50194	Olvés	107	82	25	23	39	23	22
1999	50195	Orcajo	68	46	22	5	18	20	25
1999	50196	Orera	113	85	28	20	45	18	30
1999	50197	Orés	71	60	11	10	24	9	28
1999	50198	Oseja	39	25	14	2	10	14	13
1999	50199	Osera de Ebro	39	31	8	4	16	11	8
1999	50200	Paniza	531	367	164	119	239	75	98
1999	50201	Paracuellos de Jiloca	235	170	65	30	89	39	77
1999	50202	Paracuellos de la Ribera	182	134	48	21	48	39	74
1999	50203	Pastriz	110	93	17	10	29	30	41
1999	50204	Pedrola	422	331	91	46	157	112	107
1999	50205	Pedrosas (Las)	28	25	3	4	10	2	12
1999	50206	Perdiguera	120	100	20	20	46	22	32
1999	50207	Piedratajada	23	22	1	2	14	3	4
1999	50208	Pina de Ebro	541	434	107	52	166	131	192
1999	50209	Pinseque	175	148	27	11	64	45	55
1999	50210	Pintanos (Los)	48	38	10	4	12	11	21
1999	50211	Plasencia de Jalón	139	101	38	28	53	26	32
1999	50212	Pleitas	22	16	6	2	8	5	7
1999	50213	Plenas	82	68	14	8	20	22	32
1999	50214	Pomer	3	3	0	1	1	0	1
1999	50215	Pozuel de Ariza	9	7	2	1	1	4	3
1999	50216	Pozuelo de Aragón	133	107	26	30	46	34	23
1999	50217	Pradilla de Ebro	143	119	24	16	55	34	38
1999	50218	Puebla de Albortón	71	53	18	8	27	23	13
1999	50219	Puebla de Alfindén (La)	73	59	14	5	25	16	27
1999	50220	Puendeluna	20	16	4	3	8	1	8
1999	50221	Purujosa	5	5	0	0	2	1	2
1999	50222	Quinto	284	244	40	35	124	65	60
1999	50223	Remolinos	132	108	24	14	52	37	29
1999	50224	Retascón	58	45	13	3	15	23	17
1999	50225	Ricla	927	674	253	236	347	173	171
1999	50227	Romanos	35	31	4	3	16	13	3
1999	50228	Rueda de Jalón	301	208	93	52	118	76	55
1999	50229	Ruesca	47	38	9	15	14	8	10
1999	50230	Sádaba	273	216	57	39	119	51	64
1999	50231	Salillas de Jalón	52	42	10	7	18	12	15
1999	50232	Salvatierra de Esca	37	29	8	2	16	6	13
1999	50233	Samper del Salz	19	13	6	3	8	2	6
1999	50234	San Martín de la Virgen de Moncayo	28	23	5	2	13	5	8
1999	50235	San Mateo de Gállego	254	219	35	18	103	55	78
1999	50236	Santa Cruz de Grío	207	135	72	28	79	36	64
1999	50237	Santa Cruz de Moncayo	55	43	12	5	24	9	17
1999	50238	Santa Eulalia de Gállego	28	23	5	5	6	9	8
1999	50239	Santed	34	25	9	2	16	6	10
1999	50240	Sástago	330	245	85	65	125	76	64
1999	50241	Saviñán	220	166	54	25	61	48	86
1999	50242	Sediles	38	30	8	1	11	13	13
1999	50243	Sestrica	308	238	70	49	91	75	93
1999	50244	Sierra de Luna	66	54	12	7	14	18	27
1999	50245	Sigüés	41	33	8	2	15	7	17
1999	50246	Sisamón	19	18	1	3	9	6	1
1999	50247	Sobradiel	95	84	11	6	30	28	31
1999	50248	Sos del Rey Católico	299	232	67	30	107	73	89
1999	50249	Tabuenca	363	261	102	62	127	98	76
1999	50250	Talamantes	18	15	3	2	3	6	7
1999	50251	Tarazona	1114	935	179	102	336	310	366
1999	50252	Tauste	1467	1216	251	193	659	264	351
1999	50253	Terrer	174	138	36	31	51	43	49
1999	50254	Tierga	137	118	19	22	52	33	30
1999	50255	Tobed	161	120	41	21	49	49	42
1999	50256	Torralba de los Frailes	47	37	10	2	28	10	7
1999	50257	Torralba de Ribota	179	126	53	14	44	53	68
1999	50258	Torralbilla	19	18	1	1	5	4	9
1999	50259	Torrehermosa	20	20	0	5	5	7	3
1999	50260	Torrelapaja	14	10	4	0	3	7	4
1999	50261	Torrellas	47	41	6	0	9	9	29
1999	50262	Torres de Berrellén	239	184	55	22	94	55	68
1999	50263	Torrijo de la Cañada	150	124	26	8	42	30	70
1999	50264	Tosos	181	130	51	16	63	43	59
1999	50265	Trasmoz	52	42	10	1	16	16	19
1999	50266	Trasobares	141	110	31	18	43	36	44
1999	50267	Uncastillo	117	100	17	11	44	39	23
1999	50268	Undués de Lerda	21	18	3	1	7	4	9
1999	50269	Urrea de Jalón	116	87	29	19	37	34	26
1999	50270	Urriés	26	21	5	1	3	4	18
1999	50271	Used	165	112	53	24	60	36	45
1999	50272	Utebo	148	132	16	28	42	45	33
1999	50273	Valdehorna	85	56	29	12	27	17	29
1999	50274	Val de San Martín	38	27	11	7	10	11	10
1999	50275	Valmadrid	33	27	6	7	12	4	10
1999	50276	Valpalmas	50	37	13	2	17	12	19
1999	50277	Valtorres	36	24	12	4	13	5	14
1999	50278	Velilla de Ebro	42	37	5	11	16	11	4
1999	50279	Velilla de Jiloca	56	43	13	9	16	7	24
1999	50280	Vera de Moncayo	253	188	65	38	101	33	81
1999	50281	Vierlas	35	27	8	2	13	7	13
1999	50282	Vilueña (La)	118	89	29	23	33	21	41
1999	50283	Villadoz	34	29	5	3	6	14	11
1999	50284	Villafeliche	76	54	22	12	16	16	32
1999	50285	Villafranca de Ebro	163	130	33	15	53	43	52
1999	50286	Villalba de Perejil	56	47	9	3	30	15	8
1999	50287	Villalengua	174	125	49	25	69	39	41
1999	50288	Villanueva de Gállego	192	161	31	20	74	38	60
1999	50289	Villanueva de Jiloca	54	34	20	1	15	17	21
1999	50290	Villanueva de Huerva	207	182	25	24	62	48	73
1999	50291	Villar de los Navarros	84	64	20	7	21	32	24
1999	50292	Villarreal de Huerva	36	31	5	3	9	16	8
1999	50293	Villarroya de la Sierra	401	299	102	47	133	89	132
1999	50294	Villarroya del Campo	26	22	4	0	12	7	7
1999	50295	Vistabella	23	15	8	2	5	7	9
1999	50296	Zaida (La)	87	73	14	12	25	31	19
1999	50297	Zaragoza	2255	1809	446	245	757	556	697
1999	50298	Zuera	616	526	90	86	224	121	185
1999	50901	Biel	47	40	7	4	12	13	18
1999	50902	Marracos	17	17	0	2	7	7	1
