Año	Comarca código	Comarca nombre	VAB	Sector VAB código	Sector VAB descripción	Subsección código	Subsección descripción
2007	12	Tarazona y el Moncayo	96,9	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	12	Tarazona y el Moncayo	4893,6	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	12	Tarazona y el Moncayo	3905,8	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	12	Tarazona y el Moncayo	1370,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	12	Tarazona y el Moncayo	1009	22	Industria	DD	Industria de la madera y del corcho
2007	12	Tarazona y el Moncayo	203,4	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	12	Tarazona y el Moncayo	67,4	22	Industria	DG	Industria química
2007	12	Tarazona y el Moncayo	24393,1	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	12	Tarazona y el Moncayo	24	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	12	Tarazona y el Moncayo	9614,8	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	12	Tarazona y el Moncayo	1345,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	12	Tarazona y el Moncayo	31111	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	12	Tarazona y el Moncayo	9240,8	22	Industria	DM	Fabricación de material de transporte
2007	12	Tarazona y el Moncayo	3452,6	22	Industria	DN	Industrias manufactureras diversas
2007	12	Tarazona y el Moncayo	26629,5	30	Construcción	FF	Construcción
2007	12	Tarazona y el Moncayo	22978,1	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2007	12	Tarazona y el Moncayo	16535,4	40	Servicios	HH	Hostelería
2007	12	Tarazona y el Moncayo	7725,9	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2007	12	Tarazona y el Moncayo	3782,9	40	Servicios	JJ	Intermediación financiera
2007	12	Tarazona y el Moncayo	9045,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2007	12	Tarazona y el Moncayo	14958,2	40	Servicios	LL	Administración pública, defensa y seguridad social
2007	12	Tarazona y el Moncayo	6847,7	40	Servicios	MM	Educación
2007	12	Tarazona y el Moncayo	2745,3	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2007	12	Tarazona y el Moncayo	6563,1	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2007	12	Tarazona y el Moncayo	947,9	40	Servicios	PP	Hogares que emplean personal doméstico
2007	13	Campo de Borja	34419,7	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2007	13	Campo de Borja	249,7	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	13	Campo de Borja	19156,9	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	13	Campo de Borja	13031,3	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	13	Campo de Borja	271,2	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	13	Campo de Borja	1831,4	22	Industria	DD	Industria de la madera y del corcho
2007	13	Campo de Borja	200,7	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	13	Campo de Borja	288,6	22	Industria	DG	Industria química
2007	13	Campo de Borja	2125,7	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	13	Campo de Borja	1846,5	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	13	Campo de Borja	10973,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	13	Campo de Borja	124	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	13	Campo de Borja	602,6	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	13	Campo de Borja	20247,1	22	Industria	DM	Fabricación de material de transporte
2007	13	Campo de Borja	4368,4	22	Industria	DN	Industrias manufactureras diversas
2007	13	Campo de Borja	35031,7	30	Construcción	FF	Construcción
2007	13	Campo de Borja	24853,6	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2007	13	Campo de Borja	15909,1	40	Servicios	HH	Hostelería
2007	13	Campo de Borja	3281,9	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2007	13	Campo de Borja	667,4	40	Servicios	JJ	Intermediación financiera
2007	13	Campo de Borja	6677,6	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2007	13	Campo de Borja	17462,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2007	13	Campo de Borja	4019,6	40	Servicios	MM	Educación
2007	13	Campo de Borja	8364	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2007	13	Campo de Borja	3787,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2007	13	Campo de Borja	1039,4	40	Servicios	PP	Hogares que emplean personal doméstico
2007	14	Aranda	3591,6	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2007	14	Aranda	1286,1	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	14	Aranda	2059,6	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	14	Aranda	2092	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	14	Aranda	20204,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	14	Aranda	374,5	22	Industria	DD	Industria de la madera y del corcho
2007	14	Aranda	688,6	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	14	Aranda	0	22	Industria	DG	Industria química
2007	14	Aranda	601	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	14	Aranda	374,8	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	14	Aranda	1566,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	14	Aranda	647,9	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	14	Aranda	90,1	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	14	Aranda	0	22	Industria	DM	Fabricación de material de transporte
2007	14	Aranda	264,4	22	Industria	DN	Industrias manufactureras diversas
2007	14	Aranda	12501,7	30	Construcción	FF	Construcción
2007	14	Aranda	9708,5	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2007	14	Aranda	4357,2	40	Servicios	HH	Hostelería
2007	14	Aranda	3140,8	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2007	14	Aranda	1017,8	40	Servicios	JJ	Intermediación financiera
2007	14	Aranda	3144,6	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2007	14	Aranda	6415,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2007	14	Aranda	1414,1	40	Servicios	MM	Educación
2007	14	Aranda	238,6	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2007	14	Aranda	2566,7	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2007	14	Aranda	340,6	40	Servicios	PP	Hogares que emplean personal doméstico
2007	15	Ribera Alta del Ebro	28036,9	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2007	15	Ribera Alta del Ebro	6175,4	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	15	Ribera Alta del Ebro	28088,2	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	15	Ribera Alta del Ebro	5239,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	15	Ribera Alta del Ebro	1781	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	15	Ribera Alta del Ebro	2057,1	22	Industria	DD	Industria de la madera y del corcho
2007	15	Ribera Alta del Ebro	2691,7	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	15	Ribera Alta del Ebro	11666,5	22	Industria	DG	Industria química
2007	15	Ribera Alta del Ebro	23804,8	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	15	Ribera Alta del Ebro	14053,5	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	15	Ribera Alta del Ebro	43578,7	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	15	Ribera Alta del Ebro	4576,7	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	15	Ribera Alta del Ebro	3354,4	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	15	Ribera Alta del Ebro	718436,9	22	Industria	DM	Fabricación de material de transporte
2007	15	Ribera Alta del Ebro	1473,1	22	Industria	DN	Industrias manufactureras diversas
2007	15	Ribera Alta del Ebro	90363,1	30	Construcción	FF	Construcción
2007	15	Ribera Alta del Ebro	48646,3	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2007	15	Ribera Alta del Ebro	36436,7	40	Servicios	HH	Hostelería
2007	15	Ribera Alta del Ebro	94677,3	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2007	15	Ribera Alta del Ebro	1857,9	40	Servicios	JJ	Intermediación financiera
2007	15	Ribera Alta del Ebro	38875,2	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2007	15	Ribera Alta del Ebro	23220,4	40	Servicios	LL	Administración pública, defensa y seguridad social
2007	15	Ribera Alta del Ebro	8556,3	40	Servicios	MM	Educación
2007	15	Ribera Alta del Ebro	10770,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2007	15	Ribera Alta del Ebro	11306,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2007	15	Ribera Alta del Ebro	1405,6	40	Servicios	PP	Hogares que emplean personal doméstico
2007	16	Valdejalón	55659,3	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2007	16	Valdejalón	3435,4	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	16	Valdejalón	36304,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	16	Valdejalón	12693,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	16	Valdejalón	16832,3	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	16	Valdejalón	4672,1	22	Industria	DD	Industria de la madera y del corcho
2007	16	Valdejalón	3958,6	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	16	Valdejalón	3268,1	22	Industria	DG	Industria química
2007	16	Valdejalón	16707,7	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	16	Valdejalón	38179,6	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	16	Valdejalón	25497,7	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	16	Valdejalón	14267,7	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	16	Valdejalón	33732	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	16	Valdejalón	68688,1	22	Industria	DM	Fabricación de material de transporte
2007	16	Valdejalón	26728,7	22	Industria	DN	Industrias manufactureras diversas
2007	16	Valdejalón	76614	30	Construcción	FF	Construcción
2007	16	Valdejalón	70956	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2007	16	Valdejalón	32134	40	Servicios	HH	Hostelería
2007	16	Valdejalón	23577,1	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2007	16	Valdejalón	3797,2	40	Servicios	JJ	Intermediación financiera
2007	16	Valdejalón	25409,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2007	16	Valdejalón	21373,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2007	16	Valdejalón	16392,5	40	Servicios	MM	Educación
2007	16	Valdejalón	7983,6	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2007	16	Valdejalón	13496,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2007	16	Valdejalón	1842	40	Servicios	PP	Hogares que emplean personal doméstico
2007	17	D.C. Zaragoza	64163,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2007	17	D.C. Zaragoza	27163,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	17	D.C. Zaragoza	208668,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	17	D.C. Zaragoza	203192,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	17	D.C. Zaragoza	80802,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	17	D.C. Zaragoza	31114,7	22	Industria	DD	Industria de la madera y del corcho
2007	17	D.C. Zaragoza	438626	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	17	D.C. Zaragoza	139745	22	Industria	DG	Industria química
2007	17	D.C. Zaragoza	113535,6	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	17	D.C. Zaragoza	80104,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	17	D.C. Zaragoza	577288,1	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	17	D.C. Zaragoza	642976,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	17	D.C. Zaragoza	329835,3	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	17	D.C. Zaragoza	237374,3	22	Industria	DM	Fabricación de material de transporte
2007	17	D.C. Zaragoza	329147,6	22	Industria	DN	Industrias manufactureras diversas
2007	17	D.C. Zaragoza	1947711,2	30	Construcción	FF	Construcción
2007	17	D.C. Zaragoza	1784654,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2007	17	D.C. Zaragoza	1116232,3	40	Servicios	HH	Hostelería
2007	17	D.C. Zaragoza	1032998,1	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2007	17	D.C. Zaragoza	1030631,9	40	Servicios	JJ	Intermediación financiera
2007	17	D.C. Zaragoza	3067282,2	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2007	17	D.C. Zaragoza	1047791	40	Servicios	LL	Administración pública, defensa y seguridad social
2007	17	D.C. Zaragoza	1017310,9	40	Servicios	MM	Educación
2007	17	D.C. Zaragoza	1134337,4	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2007	17	D.C. Zaragoza	698146,7	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2007	17	D.C. Zaragoza	150034,7	40	Servicios	PP	Hogares que emplean personal doméstico
2007	18	Ribera Baja del Ebro	30717	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2007	18	Ribera Baja del Ebro	1935,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2007	18	Ribera Baja del Ebro	9601,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2007	18	Ribera Baja del Ebro	4885	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2007	18	Ribera Baja del Ebro	7157	22	Industria	DB,DC	Industria textil, cuero y calzado
2007	18	Ribera Baja del Ebro	351,7	22	Industria	DD	Industria de la madera y del corcho
2007	18	Ribera Baja del Ebro	1329	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2007	18	Ribera Baja del Ebro	27058	22	Industria	DG	Industria química
2007	18	Ribera Baja del Ebro	4911,2	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2007	18	Ribera Baja del Ebro	27997,7	22	Industria	DI	Industrias de otros productos minerales no metálicos
2007	18	Ribera Baja del Ebro	31616,9	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2007	18	Ribera Baja del Ebro	1529	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2007	18	Ribera Baja del Ebro	550,1	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2007	18	Ribera Baja del Ebro	58	22	Industria	DM	Fabricación de material de transporte
2007	18	Ribera Baja del Ebro	1192,7	22	Industria	DN	Industrias manufactureras diversas
2007	18	Ribera Baja del Ebro	19763,4	30	Construcción	FF	Construcción
2007	18	Ribera Baja del Ebro	17114,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
