Municipio código	Municipio nombre	Clase vivienda (agregado)	Clase vivienda (detalle)	Total viviendas
50086	Codos	Colectiva	Colectiva	1
50086	Codos	Familiar	Familiar no principal	170
50086	Codos	Familiar	Familiar principal	133
50087	Contamina	Familiar	Familiar no principal	7
50087	Contamina	Familiar	Familiar principal	26
50088	Cosuenda	Familiar	Familiar no principal	79
50088	Cosuenda	Familiar	Familiar principal	168
50089	Cuarte de Huerva	Colectiva	Colectiva	1
50089	Cuarte de Huerva	Familiar	Familiar no principal	524
50089	Cuarte de Huerva	Familiar	Familiar principal	620
50090	Cubel	Familiar	Familiar no principal	130
50090	Cubel	Familiar	Familiar principal	79
50091	Cuerlas (Las)	Familiar	Familiar no principal	85
50091	Cuerlas (Las)	Familiar	Familiar principal	41
50092	Chiprana	Familiar	Familiar no principal	219
50092	Chiprana	Familiar	Familiar principal	159
50093	Chodes	Familiar	Familiar no principal	60
50093	Chodes	Familiar	Familiar principal	51
50094	Daroca	Colectiva	Colectiva	2
50094	Daroca	Familiar	Familiar no principal	811
50094	Daroca	Familiar	Familiar principal	850
50095	Ejea de los Caballeros	Colectiva	Colectiva	6
50095	Ejea de los Caballeros	Familiar	Familiar no principal	2447
50095	Ejea de los Caballeros	Familiar	Familiar principal	5479
50096	Embid de Ariza	Familiar	Familiar no principal	88
50096	Embid de Ariza	Familiar	Familiar principal	30
50098	Encinacorba	Familiar	Familiar no principal	101
50098	Encinacorba	Familiar	Familiar principal	136
50099	Épila	Colectiva	Colectiva	3
50099	Épila	Familiar	Familiar no principal	833
50099	Épila	Familiar	Familiar principal	1425
50100	Erla	Familiar	Familiar no principal	123
50100	Erla	Familiar	Familiar principal	165
50101	Escatrón	Familiar	Familiar no principal	584
50101	Escatrón	Familiar	Familiar principal	615
50102	Fabara	Familiar	Familiar no principal	233
50102	Fabara	Familiar	Familiar principal	437
50104	Farlete	Familiar	Familiar no principal	51
50104	Farlete	Familiar	Familiar principal	145
50105	Fayón	Familiar	Familiar no principal	73
50105	Fayón	Familiar	Familiar principal	175
50106	Fayos (Los)	Familiar	Familiar no principal	52
50106	Fayos (Los)	Familiar	Familiar principal	78
50107	Figueruelas	Colectiva	Colectiva	1
50107	Figueruelas	Familiar	Familiar no principal	114
50107	Figueruelas	Familiar	Familiar principal	371
50108	Fombuena	Familiar	Familiar no principal	21
50108	Fombuena	Familiar	Familiar principal	9
50109	Frago (El)	Familiar	Familiar no principal	70
50109	Frago (El)	Familiar	Familiar principal	59
50110	Frasno (El)	Colectiva	Colectiva	1
50110	Frasno (El)	Familiar	Familiar no principal	261
50110	Frasno (El)	Familiar	Familiar principal	242
50111	Fréscano	Familiar	Familiar no principal	61
50111	Fréscano	Familiar	Familiar principal	97
50113	Fuendejalón	Familiar	Familiar no principal	150
50113	Fuendejalón	Familiar	Familiar principal	318
50114	Fuendetodos	Familiar	Familiar no principal	58
50114	Fuendetodos	Familiar	Familiar principal	64
50115	Fuentes de Ebro	Familiar	Familiar no principal	478
50115	Fuentes de Ebro	Familiar	Familiar principal	1405
50116	Fuentes de Jiloca	Familiar	Familiar no principal	135
50116	Fuentes de Jiloca	Familiar	Familiar principal	144
50117	Gallocanta	Familiar	Familiar no principal	61
50117	Gallocanta	Familiar	Familiar principal	64
50118	Gallur	Familiar	Familiar no principal	553
50118	Gallur	Familiar	Familiar principal	1052
50119	Gelsa	Familiar	Familiar no principal	177
50119	Gelsa	Familiar	Familiar principal	465
50120	Godojos	Familiar	Familiar no principal	34
50120	Godojos	Familiar	Familiar principal	35
50121	Gotor	Familiar	Familiar no principal	84
50121	Gotor	Familiar	Familiar principal	149
50122	Grisel	Familiar	Familiar no principal	40
50122	Grisel	Familiar	Familiar principal	37
50123	Grisén	Colectiva	Colectiva	1
50123	Grisén	Familiar	Familiar no principal	99
50123	Grisén	Familiar	Familiar principal	187
50124	Herrera de los Navarros	Familiar	Familiar no principal	214
50124	Herrera de los Navarros	Familiar	Familiar principal	253
50125	Ibdes	Familiar	Familiar no principal	313
50125	Ibdes	Familiar	Familiar principal	213
50126	Illueca	Familiar	Familiar no principal	449
50126	Illueca	Familiar	Familiar principal	1088
50128	Isuerre	Familiar	Familiar no principal	36
50128	Isuerre	Familiar	Familiar principal	24
50129	Jaraba	Familiar	Familiar no principal	144
50129	Jaraba	Familiar	Familiar principal	127
50130	Jarque	Familiar	Familiar no principal	191
50130	Jarque	Familiar	Familiar principal	212
50131	Jaulín	Colectiva	Colectiva	1
50131	Jaulín	Familiar	Familiar no principal	61
50131	Jaulín	Familiar	Familiar principal	112
50132	Joyosa (La)	Colectiva	Colectiva	1
50132	Joyosa (La)	Familiar	Familiar no principal	79
50132	Joyosa (La)	Familiar	Familiar principal	139
50133	Lagata	Familiar	Familiar no principal	72
50133	Lagata	Familiar	Familiar principal	80
50134	Langa del Castillo	Familiar	Familiar no principal	122
50134	Langa del Castillo	Familiar	Familiar principal	80
50135	Layana	Familiar	Familiar no principal	73
50135	Layana	Familiar	Familiar principal	51
50136	Lécera	Familiar	Familiar no principal	338
50136	Lécera	Familiar	Familiar principal	353
50137	Leciñena	Familiar	Familiar no principal	111
50137	Leciñena	Familiar	Familiar principal	489
50138	Lechón	Familiar	Familiar no principal	19
50138	Lechón	Familiar	Familiar principal	22
50139	Letux	Familiar	Familiar no principal	231
50139	Letux	Familiar	Familiar principal	190
50140	Litago	Familiar	Familiar no principal	82
50140	Litago	Familiar	Familiar principal	83
50141	Lituénigo	Familiar	Familiar no principal	32
50141	Lituénigo	Familiar	Familiar principal	49
50142	Lobera de Onsella	Familiar	Familiar no principal	3
50142	Lobera de Onsella	Familiar	Familiar principal	31
50143	Longares	Colectiva	Colectiva	1
50143	Longares	Familiar	Familiar no principal	77
50143	Longares	Familiar	Familiar principal	325
50144	Longás	Colectiva	Colectiva	1
50144	Longás	Familiar	Familiar no principal	25
50144	Longás	Familiar	Familiar principal	20
50146	Lucena de Jalón	Familiar	Familiar no principal	54
50146	Lucena de Jalón	Familiar	Familiar principal	99
50147	Luceni	Colectiva	Colectiva	1
50147	Luceni	Familiar	Familiar no principal	162
50147	Luceni	Familiar	Familiar principal	415
50148	Luesia	Colectiva	Colectiva	2
50148	Luesia	Familiar	Familiar no principal	133
50148	Luesia	Familiar	Familiar principal	154
50149	Luesma	Familiar	Familiar no principal	47
50149	Luesma	Familiar	Familiar principal	13
50150	Lumpiaque	Familiar	Familiar no principal	221
50150	Lumpiaque	Familiar	Familiar principal	358
50151	Luna	Familiar	Familiar no principal	287
50151	Luna	Familiar	Familiar principal	389
50152	Maella	Familiar	Familiar no principal	460
50152	Maella	Familiar	Familiar principal	759
50153	Magallón	Familiar	Familiar no principal	257
50153	Magallón	Familiar	Familiar principal	463
50154	Mainar	Familiar	Familiar no principal	66
50154	Mainar	Familiar	Familiar principal	69
50155	Malanquilla	Familiar	Familiar no principal	66
50155	Malanquilla	Familiar	Familiar principal	66
50156	Maleján	Familiar	Familiar no principal	71
50156	Maleján	Familiar	Familiar principal	120
50157	Malón	Familiar	Familiar no principal	155
50157	Malón	Familiar	Familiar principal	168
50159	Maluenda	Colectiva	Colectiva	1
50159	Maluenda	Familiar	Familiar no principal	286
50159	Maluenda	Familiar	Familiar principal	364
50160	Mallén	Colectiva	Colectiva	1
50160	Mallén	Familiar	Familiar no principal	400
50160	Mallén	Familiar	Familiar principal	1122
50161	Manchones	Familiar	Familiar no principal	114
50161	Manchones	Familiar	Familiar principal	59
50162	Mara	Familiar	Familiar no principal	113
50162	Mara	Familiar	Familiar principal	87
50163	María de Huerva	Colectiva	Colectiva	1
50163	María de Huerva	Familiar	Familiar no principal	246
50163	María de Huerva	Familiar	Familiar principal	516
50164	Mediana de Aragón	Familiar	Familiar no principal	54
50164	Mediana de Aragón	Familiar	Familiar principal	185
50165	Mequinenza	Familiar	Familiar no principal	283
50165	Mequinenza	Familiar	Familiar principal	904
50166	Mesones de Isuela	Familiar	Familiar no principal	135
50166	Mesones de Isuela	Familiar	Familiar principal	133
50167	Mezalocha	Familiar	Familiar no principal	51
50167	Mezalocha	Familiar	Familiar principal	107
50168	Mianos	Familiar	Familiar no principal	21
50168	Mianos	Familiar	Familiar principal	19
50169	Miedes de Aragón	Colectiva	Colectiva	1
50169	Miedes de Aragón	Familiar	Familiar no principal	180
50169	Miedes de Aragón	Familiar	Familiar principal	182
50170	Monegrillo	Familiar	Familiar no principal	76
50170	Monegrillo	Familiar	Familiar principal	164
50171	Moneva	Familiar	Familiar no principal	73
50171	Moneva	Familiar	Familiar principal	80
50172	Monreal de Ariza	Familiar	Familiar no principal	85
50172	Monreal de Ariza	Familiar	Familiar principal	122
50173	Monterde	Familiar	Familiar no principal	168
50173	Monterde	Familiar	Familiar principal	116
50174	Montón	Familiar	Familiar no principal	90
50174	Montón	Familiar	Familiar principal	61
50175	Morata de Jalón	Colectiva	Colectiva	1
50175	Morata de Jalón	Familiar	Familiar no principal	450
50175	Morata de Jalón	Familiar	Familiar principal	591
50176	Morata de Jiloca	Familiar	Familiar no principal	135
50176	Morata de Jiloca	Familiar	Familiar principal	132
50177	Morés	Familiar	Familiar no principal	209
50177	Morés	Familiar	Familiar principal	191
50178	Moros	Familiar	Familiar no principal	244
50178	Moros	Familiar	Familiar principal	222
50179	Moyuela	Familiar	Familiar no principal	104
50179	Moyuela	Familiar	Familiar principal	147
50180	Mozota	Familiar	Familiar no principal	109
50180	Mozota	Familiar	Familiar principal	48
50181	Muel	Colectiva	Colectiva	1
50181	Muel	Familiar	Familiar no principal	241
50181	Muel	Familiar	Familiar principal	420
50182	Muela (La)	Colectiva	Colectiva	1
50182	Muela (La)	Familiar	Familiar no principal	662
50182	Muela (La)	Familiar	Familiar principal	667
50183	Munébrega	Familiar	Familiar no principal	161
50183	Munébrega	Familiar	Familiar principal	182
50184	Murero	Familiar	Familiar no principal	106
50184	Murero	Familiar	Familiar principal	63
50185	Murillo de Gállego	Familiar	Familiar no principal	71
50185	Murillo de Gállego	Familiar	Familiar principal	77
50186	Navardún	Familiar	Familiar no principal	17
50186	Navardún	Familiar	Familiar principal	25
50187	Nigüella	Familiar	Familiar no principal	49
50187	Nigüella	Familiar	Familiar principal	44
50188	Nombrevilla	Familiar	Familiar no principal	29
50188	Nombrevilla	Familiar	Familiar principal	27
50189	Nonaspe	Familiar	Familiar no principal	415
50189	Nonaspe	Familiar	Familiar principal	425
50190	Novallas	Familiar	Familiar no principal	222
50190	Novallas	Familiar	Familiar principal	305
50191	Novillas	Colectiva	Colectiva	2
50191	Novillas	Familiar	Familiar no principal	81
50191	Novillas	Familiar	Familiar principal	250
50192	Nuévalos	Familiar	Familiar no principal	160
50192	Nuévalos	Familiar	Familiar principal	135
50193	Nuez de Ebro	Familiar	Familiar no principal	146
50193	Nuez de Ebro	Familiar	Familiar principal	205
50194	Olvés	Familiar	Familiar no principal	140
50194	Olvés	Familiar	Familiar principal	58
50195	Orcajo	Familiar	Familiar no principal	44
50195	Orcajo	Familiar	Familiar principal	21
50196	Orera	Familiar	Familiar no principal	54
50196	Orera	Familiar	Familiar principal	51
50197	Orés	Familiar	Familiar no principal	62
50197	Orés	Familiar	Familiar principal	51
50198	Oseja	Familiar	Familiar no principal	56
50198	Oseja	Familiar	Familiar principal	24
50199	Osera de Ebro	Colectiva	Colectiva	1
50199	Osera de Ebro	Familiar	Familiar no principal	168
50199	Osera de Ebro	Familiar	Familiar principal	127
50200	Paniza	Familiar	Familiar no principal	185
50200	Paniza	Familiar	Familiar principal	262
50201	Paracuellos de Jiloca	Colectiva	Colectiva	1
50201	Paracuellos de Jiloca	Familiar	Familiar no principal	95
50201	Paracuellos de Jiloca	Familiar	Familiar principal	187
50202	Paracuellos de la Ribera	Familiar	Familiar no principal	286
50202	Paracuellos de la Ribera	Familiar	Familiar principal	120
50203	Pastriz	Familiar	Familiar no principal	20
50203	Pastriz	Familiar	Familiar principal	381
50204	Pedrola	Colectiva	Colectiva	1
50204	Pedrola	Familiar	Familiar no principal	393
50204	Pedrola	Familiar	Familiar principal	993
50205	Pedrosas (Las)	Familiar	Familiar no principal	28
50205	Pedrosas (Las)	Familiar	Familiar principal	44
50206	Perdiguera	Familiar	Familiar no principal	79
50206	Perdiguera	Familiar	Familiar principal	217
50207	Piedratajada	Familiar	Familiar no principal	51
50207	Piedratajada	Familiar	Familiar principal	56
50208	Pina de Ebro	Familiar	Familiar no principal	352
50208	Pina de Ebro	Familiar	Familiar principal	884
50209	Pinseque	Colectiva	Colectiva	6
50209	Pinseque	Familiar	Familiar no principal	468
50209	Pinseque	Familiar	Familiar principal	691
50210	Pintanos (Los)	Familiar	Familiar no principal	34
50210	Pintanos (Los)	Familiar	Familiar principal	36
50211	Plasencia de Jalón	Familiar	Familiar no principal	57
50211	Plasencia de Jalón	Familiar	Familiar principal	146
50212	Pleitas	Familiar	Familiar no principal	36
50212	Pleitas	Familiar	Familiar principal	23
50213	Plenas	Familiar	Familiar no principal	112
50213	Plenas	Familiar	Familiar principal	75
50214	Pomer	Familiar	Familiar no principal	65
50214	Pomer	Familiar	Familiar principal	23
50215	Pozuel de Ariza	Familiar	Familiar no principal	101
50215	Pozuel de Ariza	Familiar	Familiar principal	7
50216	Pozuelo de Aragón	Familiar	Familiar no principal	46
50216	Pozuelo de Aragón	Familiar	Familiar principal	119
50217	Pradilla de Ebro	Familiar	Familiar no principal	94
50217	Pradilla de Ebro	Familiar	Familiar principal	243
50218	Puebla de Albortón	Familiar	Familiar no principal	33
50218	Puebla de Albortón	Familiar	Familiar principal	62
50219	Puebla de Alfindén (La)	Familiar	Familiar no principal	798
50219	Puebla de Alfindén (La)	Familiar	Familiar principal	840
50220	Puendeluna	Familiar	Familiar no principal	46
50220	Puendeluna	Familiar	Familiar principal	28
50221	Purujosa	Familiar	Familiar no principal	7
50221	Purujosa	Familiar	Familiar principal	27
50222	Quinto	Colectiva	Colectiva	2
50222	Quinto	Familiar	Familiar no principal	361
50222	Quinto	Familiar	Familiar principal	772
50223	Remolinos	Familiar	Familiar no principal	141
50223	Remolinos	Familiar	Familiar principal	468
50224	Retascón	Familiar	Familiar no principal	64
50224	Retascón	Familiar	Familiar principal	34
50225	Ricla	Colectiva	Colectiva	2
50225	Ricla	Familiar	Familiar no principal	348
50225	Ricla	Familiar	Familiar principal	826
50227	Romanos	Familiar	Familiar no principal	50
50227	Romanos	Familiar	Familiar principal	49
50228	Rueda de Jalón	Familiar	Familiar no principal	71
50228	Rueda de Jalón	Familiar	Familiar principal	143
50229	Ruesca	Familiar	Familiar no principal	30
50229	Ruesca	Familiar	Familiar principal	31
50230	Sádaba	Colectiva	Colectiva	3
50230	Sádaba	Familiar	Familiar no principal	311
50230	Sádaba	Familiar	Familiar principal	649
50231	Salillas de Jalón	Familiar	Familiar no principal	63
50231	Salillas de Jalón	Familiar	Familiar principal	154
50232	Salvatierra de Esca	Familiar	Familiar no principal	122
50232	Salvatierra de Esca	Familiar	Familiar principal	122
50233	Samper del Salz	Familiar	Familiar no principal	54
50233	Samper del Salz	Familiar	Familiar principal	64
50234	San Martín de la Virgen de Moncayo	Familiar	Familiar no principal	36
50234	San Martín de la Virgen de Moncayo	Familiar	Familiar principal	108
50235	San Mateo de Gállego	Familiar	Familiar no principal	418
50235	San Mateo de Gállego	Familiar	Familiar principal	814
50236	Santa Cruz de Grío	Familiar	Familiar no principal	127
50236	Santa Cruz de Grío	Familiar	Familiar principal	90
50237	Santa Cruz de Moncayo	Familiar	Familiar no principal	66
50237	Santa Cruz de Moncayo	Familiar	Familiar principal	48
50238	Santa Eulalia de Gállego	Familiar	Familiar no principal	56
50238	Santa Eulalia de Gállego	Familiar	Familiar principal	60
50239	Santed	Familiar	Familiar no principal	45
50239	Santed	Familiar	Familiar principal	31
50240	Sástago	Familiar	Familiar no principal	307
50240	Sástago	Familiar	Familiar principal	529
50241	Saviñán	Familiar	Familiar no principal	230
50241	Saviñán	Familiar	Familiar principal	338
50242	Sediles	Familiar	Familiar no principal	11
50242	Sediles	Familiar	Familiar principal	42
50243	Sestrica	Familiar	Familiar no principal	158
50243	Sestrica	Familiar	Familiar principal	191
50244	Sierra de Luna	Familiar	Familiar no principal	67
50244	Sierra de Luna	Familiar	Familiar principal	107
50245	Sigüés	Familiar	Familiar no principal	61
50245	Sigüés	Familiar	Familiar principal	87
50246	Sisamón	Familiar	Familiar no principal	144
50246	Sisamón	Familiar	Familiar principal	30
50247	Sobradiel	Colectiva	Colectiva	1
50247	Sobradiel	Familiar	Familiar no principal	71
50247	Sobradiel	Familiar	Familiar principal	227
50248	Sos del Rey Católico	Colectiva	Colectiva	1
50248	Sos del Rey Católico	Familiar	Familiar no principal	282
50248	Sos del Rey Católico	Familiar	Familiar principal	292
50249	Tabuenca	Familiar	Familiar no principal	170
50249	Tabuenca	Familiar	Familiar principal	190
50250	Talamantes	Familiar	Familiar no principal	54
50250	Talamantes	Familiar	Familiar principal	33
50251	Tarazona	Colectiva	Colectiva	5
50251	Tarazona	Familiar	Familiar no principal	1745
50251	Tarazona	Familiar	Familiar principal	3798
50252	Tauste	Colectiva	Colectiva	3
50252	Tauste	Familiar	Familiar no principal	931
50252	Tauste	Familiar	Familiar principal	2443
50253	Terrer	Familiar	Familiar no principal	93
50253	Terrer	Familiar	Familiar principal	260
50254	Tierga	Familiar	Familiar no principal	46
50254	Tierga	Familiar	Familiar principal	95
50255	Tobed	Familiar	Familiar no principal	166
50255	Tobed	Familiar	Familiar principal	141
50256	Torralba de los Frailes	Familiar	Familiar no principal	165
50256	Torralba de los Frailes	Familiar	Familiar principal	38
50257	Torralba de Ribota	Familiar	Familiar no principal	69
50257	Torralba de Ribota	Familiar	Familiar principal	89
50258	Torralbilla	Familiar	Familiar no principal	92
50258	Torralbilla	Familiar	Familiar principal	41
50259	Torrehermosa	Familiar	Familiar no principal	71
50259	Torrehermosa	Familiar	Familiar principal	45
50260	Torrelapaja	Familiar	Familiar no principal	70
50260	Torrelapaja	Familiar	Familiar principal	22
50261	Torrellas	Familiar	Familiar no principal	82
50261	Torrellas	Familiar	Familiar principal	131
50262	Torres de Berrellén	Familiar	Familiar no principal	154
50262	Torres de Berrellén	Familiar	Familiar principal	490
50263	Torrijo de la Cañada	Familiar	Familiar no principal	254
50263	Torrijo de la Cañada	Familiar	Familiar principal	178
50264	Tosos	Familiar	Familiar no principal	144
50264	Tosos	Familiar	Familiar principal	87
50265	Trasmoz	Familiar	Familiar no principal	60
50265	Trasmoz	Familiar	Familiar principal	28
50266	Trasobares	Familiar	Familiar no principal	123
50266	Trasobares	Familiar	Familiar principal	114
50267	Uncastillo	Colectiva	Colectiva	2
50267	Uncastillo	Familiar	Familiar no principal	188
50267	Uncastillo	Familiar	Familiar principal	368
50268	Undués de Lerda	Familiar	Familiar no principal	26
50268	Undués de Lerda	Familiar	Familiar principal	27
50269	Urrea de Jalón	Familiar	Familiar no principal	116
50269	Urrea de Jalón	Familiar	Familiar principal	126
50270	Urriés	Familiar	Familiar no principal	38
50270	Urriés	Familiar	Familiar principal	36
50271	Used	Familiar	Familiar no principal	201
50271	Used	Familiar	Familiar principal	139
50272	Utebo	Colectiva	Colectiva	1
50272	Utebo	Familiar	Familiar no principal	1065
50272	Utebo	Familiar	Familiar principal	4105
50273	Valdehorna	Familiar	Familiar no principal	26
50273	Valdehorna	Familiar	Familiar principal	25
50274	Val de San Martín	Familiar	Familiar no principal	68
50274	Val de San Martín	Familiar	Familiar principal	36
50275	Valmadrid	Familiar	Familiar no principal	44
50275	Valmadrid	Familiar	Familiar principal	35
50276	Valpalmas	Familiar	Familiar no principal	74
50276	Valpalmas	Familiar	Familiar principal	70
50277	Valtorres	Familiar	Familiar no principal	39
50277	Valtorres	Familiar	Familiar principal	45
50278	Velilla de Ebro	Familiar	Familiar no principal	141
50278	Velilla de Ebro	Familiar	Familiar principal	107
50279	Velilla de Jiloca	Familiar	Familiar no principal	79
50279	Velilla de Jiloca	Familiar	Familiar principal	50
50280	Vera de Moncayo	Colectiva	Colectiva	1
50280	Vera de Moncayo	Familiar	Familiar no principal	197
50280	Vera de Moncayo	Familiar	Familiar principal	180
50281	Vierlas	Familiar	Familiar no principal	32
50281	Vierlas	Familiar	Familiar principal	50
50282	Vilueña (La)	Familiar	Familiar no principal	13
50282	Vilueña (La)	Familiar	Familiar principal	49
50283	Villadoz	Familiar	Familiar no principal	51
50283	Villadoz	Familiar	Familiar principal	32
50284	Villafeliche	Familiar	Familiar no principal	174
50284	Villafeliche	Familiar	Familiar principal	105
50285	Villafranca de Ebro	Familiar	Familiar no principal	83
50285	Villafranca de Ebro	Familiar	Familiar principal	247
50286	Villalba de Perejil	Familiar	Familiar no principal	5
50286	Villalba de Perejil	Familiar	Familiar principal	45
50287	Villalengua	Familiar	Familiar no principal	184
50287	Villalengua	Familiar	Familiar principal	159
50288	Villanueva de Gállego	Colectiva	Colectiva	1
50288	Villanueva de Gállego	Familiar	Familiar no principal	304
50288	Villanueva de Gállego	Familiar	Familiar principal	1177
50289	Villanueva de Jiloca	Familiar	Familiar no principal	91
50289	Villanueva de Jiloca	Familiar	Familiar principal	41
50290	Villanueva de Huerva	Familiar	Familiar no principal	171
50290	Villanueva de Huerva	Familiar	Familiar principal	253
50291	Villar de los Navarros	Familiar	Familiar no principal	129
50291	Villar de los Navarros	Familiar	Familiar principal	71
50292	Villarreal de Huerva	Familiar	Familiar no principal	70
50292	Villarreal de Huerva	Familiar	Familiar principal	73
50293	Villarroya de la Sierra	Colectiva	Colectiva	1
50293	Villarroya de la Sierra	Familiar	Familiar no principal	311
50293	Villarroya de la Sierra	Familiar	Familiar principal	304
50294	Villarroya del Campo	Familiar	Familiar no principal	40
50294	Villarroya del Campo	Familiar	Familiar principal	31
50295	Vistabella	Familiar	Familiar no principal	152
50295	Vistabella	Familiar	Familiar principal	19
50296	Zaida (La)	Colectiva	Colectiva	1
50296	Zaida (La)	Familiar	Familiar no principal	114
50296	Zaida (La)	Familiar	Familiar principal	206
50297	Zaragoza	Colectiva	Colectiva	283
50297	Zaragoza	Familiar	Familiar no principal	57175
50297	Zaragoza	Familiar	Familiar principal	226474
50298	Zuera	Colectiva	Colectiva	3
50298	Zuera	Familiar	Familiar no principal	873
50298	Zuera	Familiar	Familiar principal	2038
50901	Biel	Familiar	Familiar no principal	97
50901	Biel	Familiar	Familiar principal	114
50902	Marracos	Familiar	Familiar no principal	53
50902	Marracos	Familiar	Familiar principal	43
