Comarca código	Comarca nombre	Año	Sistema de cultivo	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Eriales	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos	Total (A+B+C+D)
22	Campo de Belchite	2005	Secano	69500	33765	34242	1493	3446	0	3446	15758	7314	4126	4318	8995	3740	320	2644	1906	385	97699
23	Bajo Martín	2005	Regadío	5124	2798	1439	887	0	0	0	41	41	0	0	0	0	0	0	0	0	5165
23	Bajo Martín	2005	Secano	45404	20710	21670	3024	0	0	0	9113	5356	276	3481	19704	16628	50	615	2089	322	74221
24	Campo de Daroca	2005	Regadío	1539	1084	390	65	0	0	0	44	44	0	0	0	0	0	0	0	0	1583
24	Campo de Daroca	2005	Secano	59422	40510	16306	2606	1173	0	1173	30292	9942	8747	11603	7313	4020	0	766	1686	841	98200
25	Jiloca	2005	Regadío	6610	4998	1574	38	0	0	0	225	225	0	0	0	0	0	0	0	0	6835
25	Jiloca	2005	Secano	93685	54275	37708	1702	13342	60	13282	33347	8903	3656	20788	45504	36559	0	2858	5521	566	185878
26	Cuencas Mineras	2005	Regadío	1759	682	1070	7	0	0	0	34	34	0	0	0	0	0	0	0	0	1793
26	Cuencas Mineras	2005	Secano	34010	15410	17432	1168	14798	184	14614	27350	13531	4592	9227	63220	57265	0	3179	2304	472	139378
27	Andorra-Sierra de Arcos	2005	Regadío	816	195	526	95	125	125	0	77	77	0	0	0	0	0	0	0	0	1018
27	Andorra-Sierra de Arcos	2005	Secano	16372	6219	7255	2898	1944	0	1944	15567	10463	3220	1884	32767	29371	10	482	2680	224	66650
28	Bajo Aragón	2005	Regadío	8158	3993	1548	2617	74	74	0	135	135	0	0	0	0	0	0	0	0	8367
28	Bajo Aragón	2005	Secano	48732	13103	19443	16186	746	0	746	24789	7045	7832	9912	47472	43315	133	1280	2000	744	121739
29	Comunidad de Teruel	2005	Regadío	8886	5746	3119	21	356	356	0	1126	1126	0	0	0	0	0	0	0	0	10368
29	Comunidad de Teruel	2005	Secano	96588	51781	44242	565	30744	486	30258	48197	17945	11571	18681	92319	79866	0	3940	7719	794	267848
30	Maestrazgo	2005	Regadío	939	282	467	190	32	32	0	131	131	0	0	0	0	0	0	0	0	1102
30	Maestrazgo	2005	Secano	8972	3401	4852	719	42529	4433	38096	29413	16095	4063	9255	38387	29031	954	2049	5337	1016	119301
31	Sierra de Albarracín	2005	Regadío	572	267	305	0	72	72	0	161	161	0	0	0	0	0	0	0	0	805
31	Sierra de Albarracín	2005	Secano	16477	8797	7680	0	30028	4854	25174	79006	21573	42573	14860	15343	11022	0	1527	2695	99	140854
32	Gúdar-Javalambre	2005	Regadío	1992	584	1401	7	389	389	0	100	100	0	0	0	0	0	0	0	0	2481
32	Gúdar-Javalambre	2005	Secano	19412	7889	11128	395	62752	3279	59473	103670	52737	22509	28424	45685	36271	0	3881	4679	854	231519
33	Matarraña / Matarranya	2005	Regadío	1439	160	789	490	24	24	0	91	91	0	0	0	0	0	0	0	0	1554
33	Matarraña / Matarranya	2005	Secano	27273	2374	6107	18792	4881	160	4721	32929	21815	4233	6881	26492	22789	0	1447	1540	716	91575
01	La Jacetania	2004	Regadío	1622	799	819	4	9	9	0	143	143	0	0	0	0	0	0	0	0	1774
01	La Jacetania	2004	Secano	23237	15108	8026	103	38050	431	37619	76060	56843	13044	6173	45268	26343	0	14441	1915	2569	182615
02	Alto Gállego	2004	Regadío	643	275	368	0	402	402	0	167	167	0	0	0	0	0	0	0	0	1212
02	Alto Gállego	2004	Secano	8691	4568	4120	3	24615	7639	16976	62253	46329	3413	12511	37997	23198	0	12328	867	1604	133556
03	Sobrarbe	2004	Regadío	1169	470	699	0	503	503	0	43	43	0	0	0	0	0	0	0	0	1715
03	Sobrarbe	2004	Secano	12686	5813	6390	483	41429	10573	30856	104872	58163	33288	13421	59466	33139	0	18870	1981	5476	218453
04	La Ribagorza	2004	Regadío	1109	622	481	6	538	538	0	139	139	0	0	0	0	0	0	0	0	1786
04	La Ribagorza	2004	Secano	30109	19239	9360	1510	24188	2077	22111	98778	33965	32671	32142	91208	65452	0	18234	2824	4698	244283
05	Cinco Villas	2004	Regadío	63963	59347	4152	464	0	0	0	0	0	0	0	0	0	0	0	0	0	63963
05	Cinco Villas	2004	Secano	89474	50129	38135	1210	10483	0	10483	98156	35624	31365	31167	41858	24418	237	8320	7202	1681	239971
06	Hoya de Huesca / Plana de Uesca	2004	Regadío	22566	18542	3202	822	0	0	0	172	172	0	0	0	0	0	0	0	0	22738
06	Hoya de Huesca / Plana de Uesca	2004	Secano	107147	70164	30989	5994	2933	76	2857	62832	22313	9056	31463	56778	40889	0	10259	3415	2215	229690
07	Somontano de Barbastro	2004	Regadío	15827	11759	2191	1877	0	0	0	55	55	0	0	0	0	0	0	0	0	15882
07	Somontano de Barbastro	2004	Secano	40677	19275	11934	9468	0	0	0	22215	3776	4937	13502	36957	29604	0	4197	2062	1094	99849
08	Cinca Medio	2004	Regadío	33364	25897	5103	2364	0	0	0	445	445	0	0	0	0	0	0	0	0	33809
08	Cinca Medio	2004	Secano	7625	3422	3749	454	0	0	0	1350	379	3	968	12502	7337	0	2748	719	1698	21477
09	La Litera / La Llitera	2004	Regadío	26031	20631	3125	2275	0	0	0	22	22	0	0	0	0	0	0	0	0	26053
09	La Litera / La Llitera	2004	Secano	18559	10800	5594	2165	0	0	0	11645	2566	37	9042	15271	11539	60	2336	1043	293	45475
10	Los Monegros	2004	Regadío	71939	62940	8447	552	0	0	0	135	135	0	0	0	0	0	0	0	0	72074
10	Los Monegros	2004	Secano	113935	56112	56101	1722	1781	1	1780	32854	15311	4707	12836	50200	37014	0	8590	3692	904	198770
11	Bajo Cinca / Baix Cinca	2004	Regadío	29247	14516	3391	11340	0	0	0	548	548	0	0	0	0	0	0	0	0	29795
11	Bajo Cinca / Baix Cinca	2004	Secano	49617	21342	23270	5005	74	0	74	26359	9871	4887	11601	33967	26706	0	3846	1886	1529	110017
12	Tarazona y el Moncayo	2004	Regadío	7033	3276	2882	875	0	0	0	8	8	0	0	0	0	0	0	0	0	7041
12	Tarazona y el Moncayo	2004	Secano	10424	4465	5060	899	3305	0	3305	19492	6809	5506	7177	4419	1098	0	1972	1125	224	37640
13	Campo de Borja	2004	Regadío	12094	5061	3156	3877	0	0	0	0	0	0	0	0	0	0	0	0	0	12094
13	Campo de Borja	2004	Secano	29929	8235	13891	7803	2011	0	2011	13942	5238	3647	5057	10233	5505	0	1606	2470	652	56115
14	Aranda	2004	Regadío	1358	71	1009	278	0	0	0	6	6	0	0	0	0	0	0	0	0	1364
14	Aranda	2004	Secano	13444	2139	8627	2678	1482	0	1482	29769	12818	7468	9483	9949	5235	0	1653	2023	1038	54644
15	Ribera Alta del Ebro	2004	Regadío	15311	12585	1956	770	0	0	0	108	108	0	0	0	0	0	0	0	0	15419
15	Ribera Alta del Ebro	2004	Secano	12014	5537	6363	114	819	0	819	1359	682	288	389	10870	4025	1025	1827	3151	842	25062
16	Valdejalón	2004	Regadío	14985	3869	2698	8418	0	0	0	9	9	0	0	0	0	0	0	0	0	14994
16	Valdejalón	2004	Secano	43776	15506	22142	6128	1619	0	1619	16794	5556	6088	5150	15094	8204	84	3028	3323	455	77283
17	Central	2004	Regadío	44894	26217	17304	1373	0	0	0	30	30	0	0	0	0	0	0	0	0	44924
17	Central	2004	Secano	85014	33485	50651	878	6244	0	6244	30269	10089	11060	9120	59316	16030	745	12224	28011	2306	180843
18	Ribera Baja del Ebro	2004	Regadío	12794	10656	899	1239	0	0	0	130	130	0	0	0	0	0	0	0	0	12924
18	Ribera Baja del Ebro	2004	Secano	46259	22129	24064	66	3035	0	3035	18824	3179	9177	6468	17061	8588	20	722	4520	3211	85179
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2004	Regadío	9958	3675	2221	4062	0	0	0	0	0	0	0	0	0	0	0	0	0	9958
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2004	Secano	33756	7811	14587	11358	1426	0	1426	35503	10445	10062	14996	17379	8205	564	2138	1805	4667	88064
20	Comunidad de Calatayud	2004	Regadío	11671	2906	4980	3785	10	10	0	68	68	0	0	0	0	0	0	0	0	11749
20	Comunidad de Calatayud	2004	Secano	93138	34263	43381	15494	6962	0	6962	80768	31031	20970	28767	54415	33357	10	10332	8166	2550	235283
21	Campo de Cariñena	2004	Regadío	6404	1935	304	4165	0	0	0	0	0	0	0	0	0	0	0	0	0	6404
21	Campo de Cariñena	2004	Secano	43773	12866	20520	10387	967	0	967	16358	5966	4601	5791	9251	4404	0	1599	2760	488	70349
22	Campo de Belchite	2004	Regadío	4208	1595	1182	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	4208
22	Campo de Belchite	2004	Secano	71162	32273	37236	1653	3457	0	3457	15825	7335	4145	4345	9425	4043	320	2673	1993	396	99869
23	Bajo Martín	2004	Regadío	4776	2988	900	888	0	0	0	41	41	0	0	0	0	0	0	0	0	4817
23	Bajo Martín	2004	Secano	45690	21206	21532	2952	0	0	0	9113	5356	276	3481	19704	16628	50	615	2089	322	74507
24	Campo de Daroca	2004	Regadío	1664	1054	549	61	0	0	0	229	229	0	0	0	0	0	0	0	0	1893
24	Campo de Daroca	2004	Secano	62557	43054	16539	2964	1358	0	1358	34925	12090	10436	12399	9583	5405	0	1243	1958	977	108423
25	Jiloca	2004	Regadío	6424	5012	1379	33	0	0	0	225	225	0	0	0	0	0	0	0	0	6649
25	Jiloca	2004	Secano	93778	57408	34668	1702	13342	60	13282	33347	8903	3656	20788	45504	36559	0	2858	5521	566	185971
26	Cuencas Mineras	2004	Regadío	1703	645	1051	7	0	0	0	34	34	0	0	0	0	0	0	0	0	1737
26	Cuencas Mineras	2004	Secano	34042	16386	16492	1164	14798	184	14614	27350	13531	4592	9227	63220	57265	0	3179	2304	472	139410
27	Andorra-Sierra de Arcos	2004	Regadío	800	162	550	88	125	125	0	77	77	0	0	0	0	0	0	0	0	1002
27	Andorra-Sierra de Arcos	2004	Secano	16373	6128	7594	2651	1944	0	1944	15567	10463	3220	1884	32767	29371	10	482	2680	224	66651
28	Bajo Aragón	2004	Regadío	7773	3652	1597	2524	74	74	0	135	135	0	0	0	0	0	0	0	0	7982
28	Bajo Aragón	2004	Secano	49005	12720	20222	16063	746	0	746	24789	7045	7832	9912	47472	43315	133	1280	2000	744	122012
29	Comunidad de Teruel	2004	Regadío	8738	6655	2062	21	356	356	0	1126	1126	0	0	0	0	0	0	0	0	10220
29	Comunidad de Teruel	2004	Secano	96586	56164	39859	563	30764	486	30278	48197	17945	11571	18681	92319	79866	0	3940	7719	794	267866
30	Maestrazgo	2004	Regadío	928	254	489	185	32	32	0	131	131	0	0	0	0	0	0	0	0	1091
30	Maestrazgo	2004	Secano	8973	3575	4682	716	42529	4433	38096	29413	16095	4063	9255	38387	29031	954	2049	5337	1016	119302
31	Sierra de Albarracín	2004	Regadío	552	220	332	0	72	72	0	161	161	0	0	0	0	0	0	0	0	785
31	Sierra de Albarracín	2004	Secano	16489	9140	7349	0	30028	4854	25174	79006	21573	42573	14860	15343	11022	0	1527	2695	99	140866
32	Gúdar-Javalambre	2004	Regadío	2006	527	1472	7	389	389	0	100	100	0	0	0	0	0	0	0	0	2495
32	Gúdar-Javalambre	2004	Secano	19357	8856	10106	395	62752	3279	59473	103670	52737	22509	28424	45685	36271	0	3881	4679	854	231464
33	Matarraña / Matarranya	2004	Regadío	1420	175	761	484	24	24	0	91	91	0	0	0	0	0	0	0	0	1535
33	Matarraña / Matarranya	2004	Secano	27270	2083	6451	18736	4881	160	4721	32929	21815	4233	6881	26492	22789	0	1447	1540	716	91572
01	La Jacetania	2003	Regadío	1753	1324	401	28	8	8	0	144	144	0	0	0	0	0	0	0	0	1905
01	La Jacetania	2003	Secano	22162	18178	3871	113	38449	431	38018	76035	56819	13043	6173	46000	27047	0	14439	1946	2568	182646
02	Alto Gállego	2003	Regadío	654	421	233	0	493	493	0	129	129	0	0	0	0	0	0	0	0	1276
02	Alto Gállego	2003	Secano	9478	7786	1689	3	17692	709	16983	57260	42545	2125	12590	49119	30162	0	16703	786	1468	133549
03	Sobrarbe	2003	Regadío	1276	744	518	14	388	388	0	21	21	0	0	0	0	0	0	0	0	1685
03	Sobrarbe	2003	Secano	13747	9560	3671	516	42891	1036	41855	92869	53685	25167	14017	69088	34763	0	27617	1881	4827	218595
04	La Ribagorza	2003	Regadío	1243	819	417	7	655	655	0	95	95	0	0	0	0	0	0	0	0	1993
04	La Ribagorza	2003	Secano	30577	23204	5664	1709	32635	1979	30656	96467	34531	34376	27560	84495	55173	0	21728	2958	4636	244174
05	Cinco Villas	2003	Regadío	65472	62048	2914	510	0	0	0	0	0	0	0	0	0	0	0	0	0	65472
05	Cinco Villas	2003	Secano	72913	50274	21189	1450	20149	0	20149	100469	36589	32048	31832	48117	30632	237	8320	7247	1681	241648
06	Hoya de Huesca / Plana de Uesca	2003	Regadío	24660	20526	3108	1026	7	7	0	183	183	0	0	0	0	0	0	0	0	24850
06	Hoya de Huesca / Plana de Uesca	2003	Secano	106784	78354	21778	6652	3583	76	3507	62774	22339	9048	31387	56685	40786	0	10240	3372	2287	229826
07	Somontano de Barbastro	2003	Regadío	17311	13061	2045	2205	11	11	0	68	68	0	0	0	0	0	0	0	0	17390
07	Somontano de Barbastro	2003	Secano	40642	20406	9887	10349	0	0	0	22159	3713	4864	13582	37100	29484	0	5637	1494	485	99901
08	Cinca Medio	2003	Regadío	36681	27695	6212	2774	85	85	0	405	405	0	0	0	0	0	0	0	0	37171
08	Cinca Medio	2003	Secano	7627	4025	3014	588	0	0	0	1375	394	12	969	12421	7318	0	2719	683	1701	21423
09	La Litera / La Llitera	2003	Regadío	28765	22180	2754	3831	30	30	0	18	18	0	0	0	0	0	0	0	0	28813
09	La Litera / La Llitera	2003	Secano	18693	11158	4741	2794	0	0	0	11737	2580	37	9120	14869	11235	0	2593	869	172	45299
10	Los Monegros	2003	Regadío	78374	68270	9384	720	18	18	0	107	107	0	0	0	0	0	0	0	0	78499
10	Los Monegros	2003	Secano	110510	57187	51254	2069	2661	0	2661	34207	14470	5447	14290	52075	38649	0	8896	3527	1003	199453
11	Bajo Cinca / Baix Cinca	2003	Regadío	31426	14905	3243	13278	0	0	0	313	313	0	0	0	0	0	0	0	0	31739
11	Bajo Cinca / Baix Cinca	2003	Secano	47700	22131	20556	5013	1700	0	1700	26541	10055	4887	11599	35003	27817	0	3788	1799	1599	110944
12	Tarazona y el Moncayo	2003	Regadío	4826	3609	280	937	0	0	0	43	43	0	0	0	0	0	0	0	0	4869
12	Tarazona y el Moncayo	2003	Secano	9419	4170	3930	1319	4031	0	4031	19886	6930	5651	7305	7144	3765	0	1993	1151	235	40480
13	Campo de Borja	2003	Regadío	10027	5611	290	4126	0	0	0	0	0	0	0	0	0	0	0	0	0	10027
13	Campo de Borja	2003	Secano	24834	8342	7747	8745	4876	0	4876	15105	5538	3947	5620	14480	9696	0	1611	2481	692	59295
14	Aranda	2003	Regadío	545	72	5	468	0	0	0	29	29	0	0	0	0	0	0	0	0	574
14	Aranda	2003	Secano	7172	2234	1542	3396	3344	0	3344	31501	13310	8008	10183	13524	8710	0	1653	2123	1038	55541
15	Ribera Alta del Ebro	2003	Regadío	14851	13376	301	1174	0	0	0	108	108	0	0	0	0	0	0	0	0	14959
15	Ribera Alta del Ebro	2003	Secano	9753	5025	4542	186	2219	0	2219	1428	728	298	402	13653	6708	1025	1827	3251	842	27053
16	Valdejalón	2003	Regadío	16735	4125	343	12267	0	0	0	21	21	0	0	0	0	0	0	0	0	16756
16	Valdejalón	2003	Secano	39369	15679	15912	7778	2203	0	2203	17657	5836	6371	5450	17805	10748	84	3139	3379	455	77034
17	Central	2003	Regadío	32343	29628	868	1847	0	0	0	70	70	0	0	0	0	0	0	0	0	32413
17	Central	2003	Secano	67497	34685	31144	1668	20077	0	20077	30655	10062	11300	9293	79132	25479	745	12591	38011	2306	197361
18	Ribera Baja del Ebro	2003	Regadío	13086	11232	368	1486	0	0	0	130	130	0	0	0	0	0	0	0	0	13216
18	Ribera Baja del Ebro	2003	Secano	45211	22850	22168	193	4357	0	4357	18824	3179	9177	6468	17733	9260	20	722	4520	3211	86125
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2003	Regadío	8692	3901	274	4517	0	0	0	0	0	0	0	0	0	0	0	0	0	8692
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2003	Secano	26786	7478	7071	12237	2673	0	2673	38201	11395	10963	15843	22595	13421	564	2138	1805	4667	90255
20	Comunidad de Calatayud	2003	Regadío	9043	3277	174	5592	44	44	0	87	87	0	0	0	0	0	0	0	0	9174
20	Comunidad de Calatayud	2003	Secano	65990	34048	13236	18706	14760	0	14760	88952	33461	23200	32291	73209	51916	10	10428	8231	2624	242911
21	Campo de Cariñena	2003	Regadío	6652	1914	131	4607	0	0	0	2	2	0	0	0	0	0	0	0	0	6654
21	Campo de Cariñena	2003	Secano	35924	12488	10809	12627	2132	0	2132	17532	6387	5056	6089	15133	9789	0	1996	2760	588	70721
22	Campo de Belchite	2003	Regadío	3560	1784	217	1559	0	0	0	20	20	0	0	0	0	0	0	0	0	3580
22	Campo de Belchite	2003	Secano	64760	33768	29225	1767	4941	0	4941	18555	8348	4914	5293	12634	6705	320	3020	2193	396	100890
23	Bajo Martín	2003	Regadío	5162	3240	770	1152	56	56	0	39	39	0	0	0	0	0	0	0	0	5257
23	Bajo Martín	2003	Secano	46015	20923	21951	3141	8720	0	8720	8769	5356	276	3137	11036	7960	50	615	2089	322	74540
24	Campo de Daroca	2003	Regadío	1314	1174	29	111	0	0	0	232	232	0	0	0	0	0	0	0	0	1546
24	Campo de Daroca	2003	Secano	55780	42425	9814	3541	1783	0	1783	38204	12933	11337	13934	14545	10012	0	1248	1982	1303	110312
25	Jiloca	2003	Regadío	6988	5436	1496	56	68	68	0	222	222	0	0	0	0	0	0	0	0	7278
25	Jiloca	2003	Secano	94312	57954	34439	1919	33603	527	33076	33044	8903	3628	20513	25015	16522	0	2406	5521	566	185974
26	Cuencas Mineras	2003	Regadío	1834	741	1078	15	90	90	0	34	34	0	0	0	0	0	0	0	0	1958
26	Cuencas Mineras	2003	Secano	33912	17193	15603	1116	56687	2075	54612	27262	13531	4592	9139	21492	15537	0	3179	2304	472	139353
27	Andorra-Sierra de Arcos	2003	Regadío	751	164	455	132	248	248	0	77	77	0	0	0	0	0	0	0	0	1076
27	Andorra-Sierra de Arcos	2003	Secano	16383	6338	7130	2915	10444	0	10444	15422	10463	3220	1739	24402	21006	10	482	2680	224	66651
28	Bajo Aragón	2003	Regadío	7807	4025	871	2911	807	807	0	135	135	0	0	0	0	0	0	0	0	8749
28	Bajo Aragón	2003	Secano	49045	13378	18154	17513	25659	755	24904	24725	7045	7832	9848	22568	18411	133	1280	2000	744	121997
29	Comunidad de Teruel	2003	Regadío	9600	7203	2368	29	769	769	0	1131	1131	0	0	0	0	0	0	0	0	11500
29	Comunidad de Teruel	2003	Secano	96368	57069	38344	955	81117	2052	79065	47629	17985	11571	18073	42330	30310	0	3507	7719	794	267444
30	Maestrazgo	2003	Regadío	833	276	347	210	209	209	0	131	131	0	0	0	0	0	0	0	0	1173
30	Maestrazgo	2003	Secano	9182	3435	4799	948	51113	5055	46058	29191	16095	4063	9033	29815	20459	1303	1700	5337	1016	119301
31	Sierra de Albarracín	2003	Regadío	447	253	194	0	266	266	0	161	161	0	0	0	0	0	0	0	0	874
31	Sierra de Albarracín	2003	Secano	16631	9501	7112	18	34265	6272	27993	78796	21573	42573	14650	11140	6819	0	1527	2695	99	140832
32	Gúdar-Javalambre	2003	Regadío	1690	550	1103	37	1164	1164	0	79	79	0	0	0	0	0	0	0	0	2933
32	Gúdar-Javalambre	2003	Secano	19947	8776	10401	770	84296	6935	77361	102770	52797	22509	27464	24198	15011	27	3627	4679	854	231211
33	Matarraña / Matarranya	2003	Regadío	1238	219	354	665	450	450	0	41	41	0	0	0	0	0	0	0	0	1729
33	Matarraña / Matarranya	2003	Secano	27718	2261	4629	20828	15724	351	15373	32427	21815	4233	6379	15641	11938	0	1447	1540	716	91510
