Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Sector código	Sector descripción	CCAA nombre
Noviembre 2009	200911	Noviembre	2009	Hombres	96	2	Industria y energía	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	44	2	Industria y energía	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	24	3	Construcción	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	16	3	Construcción	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	231	4	Servicios	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	545	4	Servicios	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	101	2	Industria y energía	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	38	2	Industria y energía	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	36	3	Construcción	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	8	3	Construcción	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	249	4	Servicios	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	524	4	Servicios	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	10	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	94	2	Industria y energía	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	67	2	Industria y energía	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	42	3	Construcción	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	13	3	Construcción	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	285	4	Servicios	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	651	4	Servicios	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	7	1	Agricultura, ganadería y pesca	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	39	2	Industria y energía	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	38	2	Industria y energía	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	24	3	Construcción	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	9	3	Construcción	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	156	4	Servicios	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	331	4	Servicios	Aragón
Julio 2009	200907	Julio	2009	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Julio 2009	200907	Julio	2009	Mujeres	9	1	Agricultura, ganadería y pesca	Aragón
Julio 2009	200907	Julio	2009	Hombres	61	2	Industria y energía	Aragón
Julio 2009	200907	Julio	2009	Mujeres	51	2	Industria y energía	Aragón
Julio 2009	200907	Julio	2009	Hombres	45	3	Construcción	Aragón
Julio 2009	200907	Julio	2009	Mujeres	13	3	Construcción	Aragón
Julio 2009	200907	Julio	2009	Hombres	298	4	Servicios	Aragón
Julio 2009	200907	Julio	2009	Mujeres	527	4	Servicios	Aragón
Junio 2009	200906	Junio	2009	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Junio 2009	200906	Junio	2009	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Junio 2009	200906	Junio	2009	Hombres	83	2	Industria y energía	Aragón
Junio 2009	200906	Junio	2009	Mujeres	64	2	Industria y energía	Aragón
Junio 2009	200906	Junio	2009	Hombres	56	3	Construcción	Aragón
Junio 2009	200906	Junio	2009	Mujeres	19	3	Construcción	Aragón
Junio 2009	200906	Junio	2009	Hombres	257	4	Servicios	Aragón
Junio 2009	200906	Junio	2009	Mujeres	529	4	Servicios	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	18	1	Agricultura, ganadería y pesca	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	65	2	Industria y energía	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	55	2	Industria y energía	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	35	3	Construcción	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	19	3	Construcción	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	248	4	Servicios	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	504	4	Servicios	Aragón
Abril 2009	200904	Abril	2009	Hombres	22	1	Agricultura, ganadería y pesca	Aragón
Abril 2009	200904	Abril	2009	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Abril 2009	200904	Abril	2009	Hombres	79	2	Industria y energía	Aragón
Abril 2009	200904	Abril	2009	Mujeres	53	2	Industria y energía	Aragón
Abril 2009	200904	Abril	2009	Hombres	29	3	Construcción	Aragón
Abril 2009	200904	Abril	2009	Mujeres	9	3	Construcción	Aragón
Abril 2009	200904	Abril	2009	Hombres	216	4	Servicios	Aragón
Abril 2009	200904	Abril	2009	Mujeres	455	4	Servicios	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	57	2	Industria y energía	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	39	2	Industria y energía	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	40	3	Construcción	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	13	3	Construcción	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	217	4	Servicios	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	473	4	Servicios	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	49	2	Industria y energía	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	41	2	Industria y energía	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	24	3	Construcción	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	11	3	Construcción	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	217	4	Servicios	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	473	4	Servicios	Aragón
Enero 2009	200901	Enero	2009	Hombres	12	1	Agricultura, ganadería y pesca	Aragón
Enero 2009	200901	Enero	2009	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Enero 2009	200901	Enero	2009	Hombres	65	2	Industria y energía	Aragón
Enero 2009	200901	Enero	2009	Mujeres	45	2	Industria y energía	Aragón
Enero 2009	200901	Enero	2009	Hombres	31	3	Construcción	Aragón
Enero 2009	200901	Enero	2009	Mujeres	15	3	Construcción	Aragón
Enero 2009	200901	Enero	2009	Hombres	215	4	Servicios	Aragón
Enero 2009	200901	Enero	2009	Mujeres	518	4	Servicios	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	9	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	57	2	Industria y energía	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	32	2	Industria y energía	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	20	3	Construcción	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	12	3	Construcción	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	194	4	Servicios	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	475	4	Servicios	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	11	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	7	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	57	2	Industria y energía	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	68	2	Industria y energía	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	27	3	Construcción	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	14	3	Construcción	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	180	4	Servicios	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	533	4	Servicios	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	17	1	Agricultura, ganadería y pesca	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	8	1	Agricultura, ganadería y pesca	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	80	2	Industria y energía	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	62	2	Industria y energía	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	30	3	Construcción	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	9	3	Construcción	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	282	4	Servicios	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	733	4	Servicios	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	12	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	9	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	79	2	Industria y energía	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	77	2	Industria y energía	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	28	3	Construcción	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	10	3	Construcción	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	265	4	Servicios	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	733	4	Servicios	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	2	1	Agricultura, ganadería y pesca	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	82	2	Industria y energía	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	72	2	Industria y energía	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	24	3	Construcción	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	7	3	Construcción	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	201	4	Servicios	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	516	4	Servicios	Aragón
Julio 2008	200807	Julio	2008	Hombres	12	1	Agricultura, ganadería y pesca	Aragón
Julio 2008	200807	Julio	2008	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Julio 2008	200807	Julio	2008	Hombres	96	2	Industria y energía	Aragón
Julio 2008	200807	Julio	2008	Mujeres	79	2	Industria y energía	Aragón
Julio 2008	200807	Julio	2008	Hombres	38	3	Construcción	Aragón
Julio 2008	200807	Julio	2008	Mujeres	9	3	Construcción	Aragón
Julio 2008	200807	Julio	2008	Hombres	291	4	Servicios	Aragón
Julio 2008	200807	Julio	2008	Mujeres	631	4	Servicios	Aragón
Junio 2008	200806	Junio	2008	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Junio 2008	200806	Junio	2008	Mujeres	7	1	Agricultura, ganadería y pesca	Aragón
Junio 2008	200806	Junio	2008	Hombres	90	2	Industria y energía	Aragón
Junio 2008	200806	Junio	2008	Mujeres	80	2	Industria y energía	Aragón
Junio 2008	200806	Junio	2008	Hombres	29	3	Construcción	Aragón
Junio 2008	200806	Junio	2008	Mujeres	13	3	Construcción	Aragón
Junio 2008	200806	Junio	2008	Hombres	337	4	Servicios	Aragón
Junio 2008	200806	Junio	2008	Mujeres	663	4	Servicios	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	15	1	Agricultura, ganadería y pesca	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	9	1	Agricultura, ganadería y pesca	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	86	2	Industria y energía	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	123	2	Industria y energía	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	51	3	Construcción	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	12	3	Construcción	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	256	4	Servicios	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	655	4	Servicios	Aragón
Abril 2008	200804	Abril	2008	Hombres	16	1	Agricultura, ganadería y pesca	Aragón
Abril 2008	200804	Abril	2008	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Abril 2008	200804	Abril	2008	Hombres	99	2	Industria y energía	Aragón
Abril 2008	200804	Abril	2008	Mujeres	94	2	Industria y energía	Aragón
Abril 2008	200804	Abril	2008	Hombres	46	3	Construcción	Aragón
Abril 2008	200804	Abril	2008	Mujeres	20	3	Construcción	Aragón
Abril 2008	200804	Abril	2008	Hombres	259	4	Servicios	Aragón
Abril 2008	200804	Abril	2008	Mujeres	777	4	Servicios	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	15	1	Agricultura, ganadería y pesca	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	3	1	Agricultura, ganadería y pesca	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	95	2	Industria y energía	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	86	2	Industria y energía	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	61	3	Construcción	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	14	3	Construcción	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	264	4	Servicios	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	652	4	Servicios	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	19	1	Agricultura, ganadería y pesca	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	118	2	Industria y energía	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	87	2	Industria y energía	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	65	3	Construcción	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	14	3	Construcción	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	319	4	Servicios	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	743	4	Servicios	Aragón
Enero 2008	200801	Enero	2008	Hombres	16	1	Agricultura, ganadería y pesca	Aragón
Enero 2008	200801	Enero	2008	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Enero 2008	200801	Enero	2008	Hombres	156	2	Industria y energía	Aragón
Enero 2008	200801	Enero	2008	Mujeres	96	2	Industria y energía	Aragón
Enero 2008	200801	Enero	2008	Hombres	51	3	Construcción	Aragón
Enero 2008	200801	Enero	2008	Mujeres	15	3	Construcción	Aragón
Enero 2008	200801	Enero	2008	Hombres	298	4	Servicios	Aragón
Enero 2008	200801	Enero	2008	Mujeres	670	4	Servicios	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	7	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	1	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	105	2	Industria y energía	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	87	2	Industria y energía	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	41	3	Construcción	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	18	3	Construcción	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	206	4	Servicios	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	575	4	Servicios	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	6	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	106	2	Industria y energía	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	86	2	Industria y energía	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	61	3	Construcción	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	25	3	Construcción	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	299	4	Servicios	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	701	4	Servicios	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	20	1	Agricultura, ganadería y pesca	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	11	1	Agricultura, ganadería y pesca	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	113	2	Industria y energía	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	124	2	Industria y energía	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	70	3	Construcción	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	28	3	Construcción	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	363	4	Servicios	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	928	4	Servicios	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	13	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	6	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	129	2	Industria y energía	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	122	2	Industria y energía	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	63	3	Construcción	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	18	3	Construcción	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	340	4	Servicios	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	821	4	Servicios	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	14	1	Agricultura, ganadería y pesca	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	7	1	Agricultura, ganadería y pesca	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	67	2	Industria y energía	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	62	2	Industria y energía	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	44	3	Construcción	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	9	3	Construcción	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	235	4	Servicios	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	519	4	Servicios	Aragón
Julio 2007	200707	Julio	2007	Hombres	17	1	Agricultura, ganadería y pesca	Aragón
Julio 2007	200707	Julio	2007	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Julio 2007	200707	Julio	2007	Hombres	130	2	Industria y energía	Aragón
Julio 2007	200707	Julio	2007	Mujeres	101	2	Industria y energía	Aragón
Julio 2007	200707	Julio	2007	Hombres	81	3	Construcción	Aragón
Julio 2007	200707	Julio	2007	Mujeres	19	3	Construcción	Aragón
Julio 2007	200707	Julio	2007	Hombres	285	4	Servicios	Aragón
Julio 2007	200707	Julio	2007	Mujeres	754	4	Servicios	Aragón
Junio 2007	200706	Junio	2007	Hombres	20	1	Agricultura, ganadería y pesca	Aragón
Junio 2007	200706	Junio	2007	Mujeres	4	1	Agricultura, ganadería y pesca	Aragón
Junio 2007	200706	Junio	2007	Hombres	124	2	Industria y energía	Aragón
Junio 2007	200706	Junio	2007	Mujeres	95	2	Industria y energía	Aragón
Junio 2007	200706	Junio	2007	Hombres	110	3	Construcción	Aragón
Junio 2007	200706	Junio	2007	Mujeres	20	3	Construcción	Aragón
Junio 2007	200706	Junio	2007	Hombres	334	4	Servicios	Aragón
Junio 2007	200706	Junio	2007	Mujeres	777	4	Servicios	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	28	1	Agricultura, ganadería y pesca	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	6	1	Agricultura, ganadería y pesca	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	161	2	Industria y energía	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	120	2	Industria y energía	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	93	3	Construcción	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	21	3	Construcción	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	305	4	Servicios	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	881	4	Servicios	Aragón
Abril 2007	200704	Abril	2007	Hombres	15	1	Agricultura, ganadería y pesca	Aragón
Abril 2007	200704	Abril	2007	Mujeres	5	1	Agricultura, ganadería y pesca	Aragón
Abril 2007	200704	Abril	2007	Hombres	128	2	Industria y energía	Aragón
Abril 2007	200704	Abril	2007	Mujeres	99	2	Industria y energía	Aragón
Abril 2007	200704	Abril	2007	Hombres	66	3	Construcción	Aragón
Abril 2007	200704	Abril	2007	Mujeres	12	3	Construcción	Aragón
Abril 2007	200704	Abril	2007	Hombres	255	4	Servicios	Aragón
Abril 2007	200704	Abril	2007	Mujeres	717	4	Servicios	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	22	1	Agricultura, ganadería y pesca	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	16	1	Agricultura, ganadería y pesca	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	134	2	Industria y energía	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	92	2	Industria y energía	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	98	3	Construcción	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	28	3	Construcción	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	297	4	Servicios	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	808	4	Servicios	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	23	1	Agricultura, ganadería y pesca	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	8	1	Agricultura, ganadería y pesca	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	197	2	Industria y energía	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	145	2	Industria y energía	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	132	3	Construcción	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	30	3	Construcción	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	336	4	Servicios	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	839	4	Servicios	Aragón
Enero 2007	200701	Enero	2007	Hombres	64	1	Agricultura, ganadería y pesca	Aragón
Enero 2007	200701	Enero	2007	Mujeres	17	1	Agricultura, ganadería y pesca	Aragón
Enero 2007	200701	Enero	2007	Hombres	720	2	Industria y energía	Aragón
Enero 2007	200701	Enero	2007	Mujeres	321	2	Industria y energía	Aragón
Enero 2007	200701	Enero	2007	Hombres	655	3	Construcción	Aragón
Enero 2007	200701	Enero	2007	Mujeres	70	3	Construcción	Aragón
Enero 2007	200701	Enero	2007	Hombres	1071	4	Servicios	Aragón
Enero 2007	200701	Enero	2007	Mujeres	1697	4	Servicios	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	111	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	21	1	Agricultura, ganadería y pesca	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	956	2	Industria y energía	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	388	2	Industria y energía	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	934	3	Construcción	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	81	3	Construcción	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	1416	4	Servicios	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	2004	4	Servicios	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	74	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	22	1	Agricultura, ganadería y pesca	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	644	2	Industria y energía	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	334	2	Industria y energía	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	530	3	Construcción	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	86	3	Construcción	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	1192	4	Servicios	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	1905	4	Servicios	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	83	1	Agricultura, ganadería y pesca	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	18	1	Agricultura, ganadería y pesca	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	590	2	Industria y energía	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	327	2	Industria y energía	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	482	3	Construcción	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	64	3	Construcción	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	995	4	Servicios	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	1817	4	Servicios	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	55	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	17	1	Agricultura, ganadería y pesca	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	547	2	Industria y energía	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	280	2	Industria y energía	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	343	3	Construcción	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	38	3	Construcción	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	903	4	Servicios	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	1653	4	Servicios	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	64	1	Agricultura, ganadería y pesca	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	12	1	Agricultura, ganadería y pesca	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	371	2	Industria y energía	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	170	2	Industria y energía	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	320	3	Construcción	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	49	3	Construcción	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	777	4	Servicios	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	1202	4	Servicios	Aragón
Julio 2006	200607	Julio	2006	Hombres	66	1	Agricultura, ganadería y pesca	Aragón
Julio 2006	200607	Julio	2006	Mujeres	15	1	Agricultura, ganadería y pesca	Aragón
Julio 2006	200607	Julio	2006	Hombres	668	2	Industria y energía	Aragón
Julio 2006	200607	Julio	2006	Mujeres	319	2	Industria y energía	Aragón
Julio 2006	200607	Julio	2006	Hombres	336	3	Construcción	Aragón
Julio 2006	200607	Julio	2006	Mujeres	49	3	Construcción	Aragón
Julio 2006	200607	Julio	2006	Hombres	1015	4	Servicios	Aragón
Julio 2006	200607	Julio	2006	Mujeres	1488	4	Servicios	Aragón
Junio 2006	200606	Junio	2006	Hombres	54	1	Agricultura, ganadería y pesca	Aragón
Junio 2006	200606	Junio	2006	Mujeres	8	1	Agricultura, ganadería y pesca	Aragón
Junio 2006	200606	Junio	2006	Hombres	340	2	Industria y energía	Aragón
Junio 2006	200606	Junio	2006	Mujeres	195	2	Industria y energía	Aragón
Junio 2006	200606	Junio	2006	Hombres	293	3	Construcción	Aragón
Junio 2006	200606	Junio	2006	Mujeres	69	3	Construcción	Aragón
Junio 2006	200606	Junio	2006	Hombres	706	4	Servicios	Aragón
Junio 2006	200606	Junio	2006	Mujeres	1085	4	Servicios	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	78	1	Agricultura, ganadería y pesca	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	15	1	Agricultura, ganadería y pesca	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	401	2	Industria y energía	Aragón
