Municipio código	Municipio nombre	Estudios en curso	Personas residentes viviendas familiares
50232	Salvatierra de Esca	Sin estudios en curso	78
50233	Samper del Salz	Con estudios en curso	14
50233	Samper del Salz	Sin estudios en curso	54
50234	San Martín de la Virgen de Moncayo	Con estudios en curso	27
50234	San Martín de la Virgen de Moncayo	Sin estudios en curso	111
50235	San Mateo de Gállego	Con estudios en curso	218
50235	San Mateo de Gállego	Sin estudios en curso	933
50236	Santa Cruz de Grío	Con estudios en curso	3
50236	Santa Cruz de Grío	Sin estudios en curso	55
50237	Santa Cruz de Moncayo	Con estudios en curso	9
50237	Santa Cruz de Moncayo	Sin estudios en curso	42
50238	Santa Eulalia de Gállego	Con estudios en curso	14
50238	Santa Eulalia de Gállego	Sin estudios en curso	43
50239	Santed	Con estudios en curso	8
50239	Santed	Sin estudios en curso	25
50240	Sástago	Con estudios en curso	150
50240	Sástago	Sin estudios en curso	519
50241	Saviñán	Con estudios en curso	42
50241	Saviñán	Sin estudios en curso	363
50242	Sediles	Con estudios en curso	6
50242	Sediles	Sin estudios en curso	36
50243	Sestrica	Con estudios en curso	11
50243	Sestrica	Sin estudios en curso	177
50244	Sierra de Luna	Con estudios en curso	2
50244	Sierra de Luna	Sin estudios en curso	89
50245	Sigüés	Con estudios en curso	5
50245	Sigüés	Sin estudios en curso	63
50246	Sisamón	Con estudios en curso	1
50246	Sisamón	Sin estudios en curso	23
50247	Sobradiel	Con estudios en curso	57
50247	Sobradiel	Sin estudios en curso	291
50248	Sos del Rey Católico	Con estudios en curso	48
50248	Sos del Rey Católico	Sin estudios en curso	315
50249	Tabuenca	Con estudios en curso	26
50249	Tabuenca	Sin estudios en curso	176
50250	Talamantes	Sin estudios en curso	16
50251	Tarazona	Con estudios en curso	981
50251	Tarazona	Sin estudios en curso	4351
50252	Tauste	Con estudios en curso	816
50252	Tauste	Sin estudios en curso	2934
50253	Terrer	Con estudios en curso	35
50253	Terrer	Sin estudios en curso	214
50254	Tierga	Con estudios en curso	10
50254	Tierga	Sin estudios en curso	97
50255	Tobed	Con estudios en curso	22
50255	Tobed	Sin estudios en curso	58
50256	Torralba de los Frailes	Con estudios en curso	6
50256	Torralba de los Frailes	Sin estudios en curso	35
50257	Torralba de Ribota	Con estudios en curso	7
50257	Torralba de Ribota	Sin estudios en curso	57
50258	Torralbilla	Con estudios en curso	3
50258	Torralbilla	Sin estudios en curso	25
50259	Torrehermosa	Con estudios en curso	6
50259	Torrehermosa	Sin estudios en curso	34
50260	Torrelapaja	Con estudios en curso	1
50260	Torrelapaja	Sin estudios en curso	17
50261	Torrellas	Con estudios en curso	8
50261	Torrellas	Sin estudios en curso	116
50262	Torres de Berrellén	Con estudios en curso	94
50262	Torres de Berrellén	Sin estudios en curso	595
50263	Torrijo de la Cañada	Con estudios en curso	14
50263	Torrijo de la Cañada	Sin estudios en curso	98
50264	Tosos	Con estudios en curso	2
50264	Tosos	Sin estudios en curso	49
50265	Trasmoz	Con estudios en curso	1
50265	Trasmoz	Sin estudios en curso	21
50266	Trasobares	Con estudios en curso	7
50266	Trasobares	Sin estudios en curso	67
50267	Uncastillo	Con estudios en curso	97
50267	Uncastillo	Sin estudios en curso	301
50268	Undués de Lerda	Con estudios en curso	2
50268	Undués de Lerda	Sin estudios en curso	13
50269	Urrea de Jalón	Con estudios en curso	16
50269	Urrea de Jalón	Sin estudios en curso	126
50270	Urriés	Con estudios en curso	1
50270	Urriés	Sin estudios en curso	20
50271	Used	Con estudios en curso	28
50271	Used	Sin estudios en curso	121
50272	Utebo	Con estudios en curso	1337
50272	Utebo	Sin estudios en curso	5684
50273	Valdehorna	Con estudios en curso	2
50273	Valdehorna	Sin estudios en curso	18
50274	Val de San Martín	Con estudios en curso	4
50274	Val de San Martín	Sin estudios en curso	32
50275	Valmadrid	Con estudios en curso	2
50275	Valmadrid	Sin estudios en curso	30
50276	Valpalmas	Con estudios en curso	8
50276	Valpalmas	Sin estudios en curso	66
50277	Valtorres	Con estudios en curso	1
50277	Valtorres	Sin estudios en curso	23
50278	Velilla de Ebro	Con estudios en curso	11
50278	Velilla de Ebro	Sin estudios en curso	92
50279	Velilla de Jiloca	Con estudios en curso	2
50279	Velilla de Jiloca	Sin estudios en curso	34
50280	Vera de Moncayo	Con estudios en curso	37
50280	Vera de Moncayo	Sin estudios en curso	175
50281	Vierlas	Con estudios en curso	1
50281	Vierlas	Sin estudios en curso	33
50282	Vilueña (La)	Con estudios en curso	2
50282	Vilueña (La)	Sin estudios en curso	26
50283	Villadoz	Con estudios en curso	2
50283	Villadoz	Sin estudios en curso	36
50284	Villafeliche	Con estudios en curso	3
50284	Villafeliche	Sin estudios en curso	74
50285	Villafranca de Ebro	Con estudios en curso	49
50285	Villafranca de Ebro	Sin estudios en curso	280
50286	Villalba de Perejil	Con estudios en curso	7
50286	Villalba de Perejil	Sin estudios en curso	42
50287	Villalengua	Con estudios en curso	23
50287	Villalengua	Sin estudios en curso	153
50288	Villanueva de Gállego	Con estudios en curso	327
50288	Villanueva de Gállego	Sin estudios en curso	1557
50289	Villanueva de Jiloca	Con estudios en curso	5
50289	Villanueva de Jiloca	Sin estudios en curso	25
50290	Villanueva de Huerva	Con estudios en curso	29
50290	Villanueva de Huerva	Sin estudios en curso	167
50291	Villar de los Navarros	Con estudios en curso	4
50291	Villar de los Navarros	Sin estudios en curso	50
50292	Villarreal de Huerva	Con estudios en curso	6
50292	Villarreal de Huerva	Sin estudios en curso	76
50293	Villarroya de la Sierra	Con estudios en curso	17
50293	Villarroya de la Sierra	Sin estudios en curso	219
50294	Villarroya del Campo	Con estudios en curso	4
50294	Villarroya del Campo	Sin estudios en curso	23
50295	Vistabella	Con estudios en curso	3
50295	Vistabella	Sin estudios en curso	13
50296	Zaida (La)	Con estudios en curso	54
50296	Zaida (La)	Sin estudios en curso	229
50297	Zaragoza	Con estudios en curso	75155
50297	Zaragoza	Sin estudios en curso	265168
50298	Zuera	Con estudios en curso	462
50298	Zuera	Sin estudios en curso	2357
50901	Biel	Con estudios en curso	12
50901	Biel	Sin estudios en curso	94
50902	Marracos	Con estudios en curso	8
50902	Marracos	Sin estudios en curso	46
