Municipio código	Municipio nombre	Edad (grupos quinquenales)	Sexo	Personas
44144	Martín del Río	60 a 64	Hombres	14
44144	Martín del Río	65 a 69	Hombres	20
44144	Martín del Río	70 a 74	Hombres	18
44144	Martín del Río	75 a 79	Hombres	16
44144	Martín del Río	80 a 84	Hombres	7
44144	Martín del Río	85 a 90	Hombres	2
44144	Martín del Río	90 ó más	Hombres	4
44145	Mas de las Matas	00 a 04	Mujeres	14
44145	Mas de las Matas	05 a 09	Mujeres	28
44145	Mas de las Matas	10 a 14	Mujeres	38
44145	Mas de las Matas	15 a 19	Mujeres	30
44145	Mas de las Matas	20 a 24	Mujeres	27
44145	Mas de las Matas	25 a 29	Mujeres	45
44145	Mas de las Matas	30 a 34	Mujeres	52
44145	Mas de las Matas	35 a 39	Mujeres	51
44145	Mas de las Matas	40 a 44	Mujeres	43
44145	Mas de las Matas	45 a 49	Mujeres	30
44145	Mas de las Matas	50 a 54	Mujeres	35
44145	Mas de las Matas	55 a 59	Mujeres	45
44145	Mas de las Matas	60 a 64	Mujeres	39
44145	Mas de las Matas	65 a 69	Mujeres	49
44145	Mas de las Matas	70 a 74	Mujeres	49
44145	Mas de las Matas	75 a 79	Mujeres	45
44145	Mas de las Matas	80 a 84	Mujeres	42
44145	Mas de las Matas	85 a 90	Mujeres	26
44145	Mas de las Matas	90 ó más	Mujeres	8
44145	Mas de las Matas	00 a 04	Hombres	27
44145	Mas de las Matas	05 a 09	Hombres	30
44145	Mas de las Matas	10 a 14	Hombres	29
44145	Mas de las Matas	15 a 19	Hombres	33
44145	Mas de las Matas	20 a 24	Hombres	38
44145	Mas de las Matas	25 a 29	Hombres	60
44145	Mas de las Matas	30 a 34	Hombres	43
44145	Mas de las Matas	35 a 39	Hombres	55
44145	Mas de las Matas	40 a 44	Hombres	61
44145	Mas de las Matas	45 a 49	Hombres	38
44145	Mas de las Matas	50 a 54	Hombres	40
44145	Mas de las Matas	55 a 59	Hombres	30
44145	Mas de las Matas	60 a 64	Hombres	40
44145	Mas de las Matas	65 a 69	Hombres	64
44145	Mas de las Matas	70 a 74	Hombres	46
44145	Mas de las Matas	75 a 79	Hombres	46
44145	Mas de las Matas	80 a 84	Hombres	33
44145	Mas de las Matas	85 a 90	Hombres	16
44145	Mas de las Matas	90 ó más	Hombres	7
44146	Mata de los Olmos (La)	00 a 04	Mujeres	4
44146	Mata de los Olmos (La)	05 a 09	Mujeres	11
44146	Mata de los Olmos (La)	10 a 14	Mujeres	3
44146	Mata de los Olmos (La)	15 a 19	Mujeres	10
44146	Mata de los Olmos (La)	20 a 24	Mujeres	8
44146	Mata de los Olmos (La)	25 a 29	Mujeres	11
44146	Mata de los Olmos (La)	30 a 34	Mujeres	10
44146	Mata de los Olmos (La)	35 a 39	Mujeres	9
44146	Mata de los Olmos (La)	40 a 44	Mujeres	2
44146	Mata de los Olmos (La)	45 a 49	Mujeres	11
44146	Mata de los Olmos (La)	50 a 54	Mujeres	9
44146	Mata de los Olmos (La)	55 a 59	Mujeres	6
44146	Mata de los Olmos (La)	60 a 64	Mujeres	5
44146	Mata de los Olmos (La)	65 a 69	Mujeres	9
44146	Mata de los Olmos (La)	70 a 74	Mujeres	9
44146	Mata de los Olmos (La)	75 a 79	Mujeres	10
44146	Mata de los Olmos (La)	80 a 84	Mujeres	10
44146	Mata de los Olmos (La)	85 a 90	Mujeres	5
44146	Mata de los Olmos (La)	90 ó más	Mujeres	3
44146	Mata de los Olmos (La)	00 a 04	Hombres	1
44146	Mata de los Olmos (La)	05 a 09	Hombres	3
44146	Mata de los Olmos (La)	10 a 14	Hombres	2
44146	Mata de los Olmos (La)	15 a 19	Hombres	7
44146	Mata de los Olmos (La)	20 a 24	Hombres	12
44146	Mata de los Olmos (La)	25 a 29	Hombres	12
44146	Mata de los Olmos (La)	30 a 34	Hombres	10
44146	Mata de los Olmos (La)	35 a 39	Hombres	10
44146	Mata de los Olmos (La)	40 a 44	Hombres	7
44146	Mata de los Olmos (La)	45 a 49	Hombres	9
44146	Mata de los Olmos (La)	50 a 54	Hombres	12
44146	Mata de los Olmos (La)	55 a 59	Hombres	8
44146	Mata de los Olmos (La)	60 a 64	Hombres	6
44146	Mata de los Olmos (La)	65 a 69	Hombres	6
44146	Mata de los Olmos (La)	70 a 74	Hombres	11
44146	Mata de los Olmos (La)	75 a 79	Hombres	7
44146	Mata de los Olmos (La)	80 a 84	Hombres	2
44146	Mata de los Olmos (La)	85 a 90	Hombres	2
44146	Mata de los Olmos (La)	90 ó más	Hombres	1
44147	Mazaleón	00 a 04	Mujeres	10
44147	Mazaleón	05 a 09	Mujeres	24
44147	Mazaleón	10 a 14	Mujeres	11
44147	Mazaleón	15 a 19	Mujeres	11
44147	Mazaleón	20 a 24	Mujeres	7
44147	Mazaleón	25 a 29	Mujeres	15
44147	Mazaleón	30 a 34	Mujeres	16
44147	Mazaleón	35 a 39	Mujeres	25
44147	Mazaleón	40 a 44	Mujeres	15
44147	Mazaleón	45 a 49	Mujeres	11
44147	Mazaleón	50 a 54	Mujeres	15
44147	Mazaleón	55 a 59	Mujeres	13
44147	Mazaleón	60 a 64	Mujeres	13
44147	Mazaleón	65 a 69	Mujeres	23
44147	Mazaleón	70 a 74	Mujeres	27
44147	Mazaleón	75 a 79	Mujeres	27
44147	Mazaleón	80 a 84	Mujeres	15
44147	Mazaleón	85 a 90	Mujeres	11
44147	Mazaleón	90 ó más	Mujeres	5
44147	Mazaleón	00 a 04	Hombres	12
44147	Mazaleón	05 a 09	Hombres	12
44147	Mazaleón	10 a 14	Hombres	17
44147	Mazaleón	15 a 19	Hombres	14
44147	Mazaleón	20 a 24	Hombres	13
44147	Mazaleón	25 a 29	Hombres	14
44147	Mazaleón	30 a 34	Hombres	23
44147	Mazaleón	35 a 39	Hombres	22
44147	Mazaleón	40 a 44	Hombres	24
44147	Mazaleón	45 a 49	Hombres	19
44147	Mazaleón	50 a 54	Hombres	15
44147	Mazaleón	55 a 59	Hombres	14
44147	Mazaleón	60 a 64	Hombres	22
44147	Mazaleón	65 a 69	Hombres	21
44147	Mazaleón	70 a 74	Hombres	25
44147	Mazaleón	75 a 79	Hombres	29
44147	Mazaleón	80 a 84	Hombres	10
44147	Mazaleón	85 a 90	Hombres	2
44147	Mazaleón	90 ó más	Hombres	2
44148	Mezquita de Jarque	05 a 09	Mujeres	3
44148	Mezquita de Jarque	10 a 14	Mujeres	1
44148	Mezquita de Jarque	15 a 19	Mujeres	2
44148	Mezquita de Jarque	20 a 24	Mujeres	1
44148	Mezquita de Jarque	25 a 29	Mujeres	2
44148	Mezquita de Jarque	30 a 34	Mujeres	7
44148	Mezquita de Jarque	35 a 39	Mujeres	4
44148	Mezquita de Jarque	40 a 44	Mujeres	1
44148	Mezquita de Jarque	45 a 49	Mujeres	1
44148	Mezquita de Jarque	50 a 54	Mujeres	4
44148	Mezquita de Jarque	55 a 59	Mujeres	3
44148	Mezquita de Jarque	60 a 64	Mujeres	7
44148	Mezquita de Jarque	65 a 69	Mujeres	4
44148	Mezquita de Jarque	70 a 74	Mujeres	8
44148	Mezquita de Jarque	75 a 79	Mujeres	5
44148	Mezquita de Jarque	80 a 84	Mujeres	4
44148	Mezquita de Jarque	85 a 90	Mujeres	3
44148	Mezquita de Jarque	90 ó más	Mujeres	3
44148	Mezquita de Jarque	00 a 04	Hombres	1
44148	Mezquita de Jarque	05 a 09	Hombres	1
44148	Mezquita de Jarque	10 a 14	Hombres	2
44148	Mezquita de Jarque	15 a 19	Hombres	4
44148	Mezquita de Jarque	20 a 24	Hombres	2
44148	Mezquita de Jarque	25 a 29	Hombres	4
44148	Mezquita de Jarque	30 a 34	Hombres	7
44148	Mezquita de Jarque	35 a 39	Hombres	5
44148	Mezquita de Jarque	40 a 44	Hombres	4
44148	Mezquita de Jarque	45 a 49	Hombres	5
44148	Mezquita de Jarque	50 a 54	Hombres	4
44148	Mezquita de Jarque	55 a 59	Hombres	5
44148	Mezquita de Jarque	60 a 64	Hombres	5
44148	Mezquita de Jarque	65 a 69	Hombres	8
44148	Mezquita de Jarque	70 a 74	Hombres	6
44148	Mezquita de Jarque	75 a 79	Hombres	7
44148	Mezquita de Jarque	80 a 84	Hombres	1
44148	Mezquita de Jarque	85 a 90	Hombres	1
44149	Mirambel	10 a 14	Mujeres	4
44149	Mirambel	15 a 19	Mujeres	3
44149	Mirambel	20 a 24	Mujeres	7
44149	Mirambel	25 a 29	Mujeres	2
44149	Mirambel	35 a 39	Mujeres	7
44149	Mirambel	40 a 44	Mujeres	8
44149	Mirambel	45 a 49	Mujeres	3
44149	Mirambel	50 a 54	Mujeres	3
44149	Mirambel	55 a 59	Mujeres	3
44149	Mirambel	60 a 64	Mujeres	3
44149	Mirambel	65 a 69	Mujeres	4
44149	Mirambel	70 a 74	Mujeres	5
44149	Mirambel	75 a 79	Mujeres	4
44149	Mirambel	80 a 84	Mujeres	4
44149	Mirambel	85 a 90	Mujeres	4
44149	Mirambel	90 ó más	Mujeres	1
44149	Mirambel	05 a 09	Hombres	2
44149	Mirambel	10 a 14	Hombres	11
44149	Mirambel	15 a 19	Hombres	4
44149	Mirambel	20 a 24	Hombres	4
44149	Mirambel	25 a 29	Hombres	6
44149	Mirambel	30 a 34	Hombres	3
44149	Mirambel	35 a 39	Hombres	6
44149	Mirambel	40 a 44	Hombres	7
44149	Mirambel	45 a 49	Hombres	4
44149	Mirambel	50 a 54	Hombres	5
44149	Mirambel	55 a 59	Hombres	3
44149	Mirambel	60 a 64	Hombres	3
44149	Mirambel	65 a 69	Hombres	5
44149	Mirambel	70 a 74	Hombres	6
44149	Mirambel	75 a 79	Hombres	6
44149	Mirambel	80 a 84	Hombres	5
44150	Miravete de la Sierra	35 a 39	Mujeres	1
44150	Miravete de la Sierra	45 a 49	Mujeres	2
44150	Miravete de la Sierra	55 a 59	Mujeres	1
44150	Miravete de la Sierra	60 a 64	Mujeres	1
44150	Miravete de la Sierra	65 a 69	Mujeres	4
44150	Miravete de la Sierra	70 a 74	Mujeres	1
44150	Miravete de la Sierra	75 a 79	Mujeres	5
44150	Miravete de la Sierra	85 a 90	Mujeres	1
44150	Miravete de la Sierra	90 ó más	Mujeres	1
44150	Miravete de la Sierra	25 a 29	Hombres	1
44150	Miravete de la Sierra	30 a 34	Hombres	1
44150	Miravete de la Sierra	35 a 39	Hombres	2
44150	Miravete de la Sierra	40 a 44	Hombres	3
44150	Miravete de la Sierra	50 a 54	Hombres	3
44150	Miravete de la Sierra	60 a 64	Hombres	2
44150	Miravete de la Sierra	65 a 69	Hombres	2
44150	Miravete de la Sierra	70 a 74	Hombres	5
44150	Miravete de la Sierra	75 a 79	Hombres	5
44150	Miravete de la Sierra	85 a 90	Hombres	1
44151	Molinos	00 a 04	Mujeres	2
44151	Molinos	05 a 09	Mujeres	5
44151	Molinos	10 a 14	Mujeres	2
44151	Molinos	15 a 19	Mujeres	5
44151	Molinos	20 a 24	Mujeres	7
44151	Molinos	25 a 29	Mujeres	7
44151	Molinos	30 a 34	Mujeres	6
44151	Molinos	35 a 39	Mujeres	9
44151	Molinos	40 a 44	Mujeres	6
44151	Molinos	45 a 49	Mujeres	9
44151	Molinos	50 a 54	Mujeres	11
44151	Molinos	55 a 59	Mujeres	3
44151	Molinos	60 a 64	Mujeres	6
44151	Molinos	65 a 69	Mujeres	18
44151	Molinos	70 a 74	Mujeres	19
44151	Molinos	75 a 79	Mujeres	11
44151	Molinos	80 a 84	Mujeres	6
44151	Molinos	85 a 90	Mujeres	6
44151	Molinos	90 ó más	Mujeres	2
44151	Molinos	00 a 04	Hombres	3
44151	Molinos	05 a 09	Hombres	2
44151	Molinos	10 a 14	Hombres	7
44151	Molinos	15 a 19	Hombres	7
44151	Molinos	20 a 24	Hombres	5
44151	Molinos	25 a 29	Hombres	11
44151	Molinos	30 a 34	Hombres	14
44151	Molinos	35 a 39	Hombres	11
44151	Molinos	40 a 44	Hombres	9
44151	Molinos	45 a 49	Hombres	9
44151	Molinos	50 a 54	Hombres	10
44151	Molinos	55 a 59	Hombres	7
44151	Molinos	60 a 64	Hombres	5
44151	Molinos	65 a 69	Hombres	15
44151	Molinos	70 a 74	Hombres	14
44151	Molinos	75 a 79	Hombres	17
44151	Molinos	80 a 84	Hombres	10
44151	Molinos	85 a 90	Hombres	2
44152	Monforte de Moyuela	10 a 14	Mujeres	1
44152	Monforte de Moyuela	20 a 24	Mujeres	1
44152	Monforte de Moyuela	30 a 34	Mujeres	1
44152	Monforte de Moyuela	35 a 39	Mujeres	1
44152	Monforte de Moyuela	40 a 44	Mujeres	2
44152	Monforte de Moyuela	45 a 49	Mujeres	2
44152	Monforte de Moyuela	50 a 54	Mujeres	2
44152	Monforte de Moyuela	55 a 59	Mujeres	3
44152	Monforte de Moyuela	60 a 64	Mujeres	6
44152	Monforte de Moyuela	65 a 69	Mujeres	3
44152	Monforte de Moyuela	70 a 74	Mujeres	2
44152	Monforte de Moyuela	75 a 79	Mujeres	4
44152	Monforte de Moyuela	85 a 90	Mujeres	2
44152	Monforte de Moyuela	90 ó más	Mujeres	1
44152	Monforte de Moyuela	10 a 14	Hombres	1
44152	Monforte de Moyuela	15 a 19	Hombres	3
44152	Monforte de Moyuela	20 a 24	Hombres	2
44152	Monforte de Moyuela	25 a 29	Hombres	6
44152	Monforte de Moyuela	30 a 34	Hombres	2
44152	Monforte de Moyuela	35 a 39	Hombres	2
44152	Monforte de Moyuela	40 a 44	Hombres	4
44152	Monforte de Moyuela	45 a 49	Hombres	2
44152	Monforte de Moyuela	50 a 54	Hombres	2
44152	Monforte de Moyuela	55 a 59	Hombres	3
44152	Monforte de Moyuela	60 a 64	Hombres	1
44152	Monforte de Moyuela	65 a 69	Hombres	7
44152	Monforte de Moyuela	70 a 74	Hombres	6
44152	Monforte de Moyuela	75 a 79	Hombres	5
44153	Monreal del Campo	00 a 04	Mujeres	62
44153	Monreal del Campo	05 a 09	Mujeres	67
44153	Monreal del Campo	10 a 14	Mujeres	71
44153	Monreal del Campo	15 a 19	Mujeres	62
44153	Monreal del Campo	20 a 24	Mujeres	73
44153	Monreal del Campo	25 a 29	Mujeres	90
44153	Monreal del Campo	30 a 34	Mujeres	76
44153	Monreal del Campo	35 a 39	Mujeres	94
44153	Monreal del Campo	40 a 44	Mujeres	75
44153	Monreal del Campo	45 a 49	Mujeres	65
44153	Monreal del Campo	50 a 54	Mujeres	36
44153	Monreal del Campo	55 a 59	Mujeres	59
44153	Monreal del Campo	60 a 64	Mujeres	49
44153	Monreal del Campo	65 a 69	Mujeres	82
44153	Monreal del Campo	70 a 74	Mujeres	97
44153	Monreal del Campo	75 a 79	Mujeres	58
44153	Monreal del Campo	80 a 84	Mujeres	36
44153	Monreal del Campo	85 a 90	Mujeres	20
44153	Monreal del Campo	90 ó más	Mujeres	10
44153	Monreal del Campo	00 a 04	Hombres	42
44153	Monreal del Campo	05 a 09	Hombres	48
44153	Monreal del Campo	10 a 14	Hombres	60
44153	Monreal del Campo	15 a 19	Hombres	68
44153	Monreal del Campo	20 a 24	Hombres	77
44153	Monreal del Campo	25 a 29	Hombres	78
44153	Monreal del Campo	30 a 34	Hombres	97
44153	Monreal del Campo	35 a 39	Hombres	108
44153	Monreal del Campo	40 a 44	Hombres	96
44153	Monreal del Campo	45 a 49	Hombres	75
44153	Monreal del Campo	50 a 54	Hombres	54
44153	Monreal del Campo	55 a 59	Hombres	47
44153	Monreal del Campo	60 a 64	Hombres	53
44153	Monreal del Campo	65 a 69	Hombres	77
44153	Monreal del Campo	70 a 74	Hombres	82
44153	Monreal del Campo	75 a 79	Hombres	60
44153	Monreal del Campo	80 a 84	Hombres	27
44153	Monreal del Campo	85 a 90	Hombres	8
44153	Monreal del Campo	90 ó más	Hombres	4
44154	Monroyo	00 a 04	Mujeres	5
44154	Monroyo	05 a 09	Mujeres	4
44154	Monroyo	10 a 14	Mujeres	4
44154	Monroyo	15 a 19	Mujeres	10
44154	Monroyo	20 a 24	Mujeres	11
44154	Monroyo	25 a 29	Mujeres	11
44154	Monroyo	30 a 34	Mujeres	8
44154	Monroyo	35 a 39	Mujeres	12
44154	Monroyo	40 a 44	Mujeres	9
44154	Monroyo	45 a 49	Mujeres	10
44154	Monroyo	50 a 54	Mujeres	9
44154	Monroyo	55 a 59	Mujeres	4
44154	Monroyo	60 a 64	Mujeres	10
44154	Monroyo	65 a 69	Mujeres	18
44154	Monroyo	70 a 74	Mujeres	10
44154	Monroyo	75 a 79	Mujeres	14
44154	Monroyo	80 a 84	Mujeres	12
44154	Monroyo	85 a 90	Mujeres	6
44154	Monroyo	90 ó más	Mujeres	2
44154	Monroyo	00 a 04	Hombres	3
44154	Monroyo	05 a 09	Hombres	13
44154	Monroyo	10 a 14	Hombres	8
44154	Monroyo	15 a 19	Hombres	9
44154	Monroyo	20 a 24	Hombres	9
44154	Monroyo	25 a 29	Hombres	14
44154	Monroyo	30 a 34	Hombres	7
44154	Monroyo	35 a 39	Hombres	8
44154	Monroyo	40 a 44	Hombres	23
44154	Monroyo	45 a 49	Hombres	14
44154	Monroyo	50 a 54	Hombres	10
44154	Monroyo	55 a 59	Hombres	10
44154	Monroyo	60 a 64	Hombres	8
44154	Monroyo	65 a 69	Hombres	10
44154	Monroyo	70 a 74	Hombres	15
44154	Monroyo	75 a 79	Hombres	14
44154	Monroyo	80 a 84	Hombres	11
44154	Monroyo	85 a 90	Hombres	5
44154	Monroyo	90 ó más	Hombres	2
44155	Montalbán	00 a 04	Mujeres	26
44155	Montalbán	05 a 09	Mujeres	34
44155	Montalbán	10 a 14	Mujeres	44
44155	Montalbán	15 a 19	Mujeres	50
44155	Montalbán	20 a 24	Mujeres	39
44155	Montalbán	25 a 29	Mujeres	56
44155	Montalbán	30 a 34	Mujeres	51
44155	Montalbán	35 a 39	Mujeres	47
44155	Montalbán	40 a 44	Mujeres	64
44155	Montalbán	45 a 49	Mujeres	41
44155	Montalbán	50 a 54	Mujeres	42
44155	Montalbán	55 a 59	Mujeres	38
44155	Montalbán	60 a 64	Mujeres	26
44155	Montalbán	65 a 69	Mujeres	52
44155	Montalbán	70 a 74	Mujeres	43
44155	Montalbán	75 a 79	Mujeres	42
44155	Montalbán	80 a 84	Mujeres	39
44155	Montalbán	85 a 90	Mujeres	18
44155	Montalbán	90 ó más	Mujeres	7
44155	Montalbán	00 a 04	Hombres	30
44155	Montalbán	05 a 09	Hombres	33
44155	Montalbán	10 a 14	Hombres	46
44155	Montalbán	15 a 19	Hombres	52
44155	Montalbán	20 a 24	Hombres	67
44155	Montalbán	25 a 29	Hombres	47
44155	Montalbán	30 a 34	Hombres	56
44155	Montalbán	35 a 39	Hombres	62
44155	Montalbán	40 a 44	Hombres	57
44155	Montalbán	45 a 49	Hombres	62
44155	Montalbán	50 a 54	Hombres	48
44155	Montalbán	55 a 59	Hombres	41
44155	Montalbán	60 a 64	Hombres	35
44155	Montalbán	65 a 69	Hombres	47
44155	Montalbán	70 a 74	Hombres	33
44155	Montalbán	75 a 79	Hombres	33
44155	Montalbán	80 a 84	Hombres	17
44155	Montalbán	85 a 90	Hombres	8
44155	Montalbán	90 ó más	Hombres	5
44156	Monteagudo del Castillo	00 a 04	Mujeres	2
44156	Monteagudo del Castillo	05 a 09	Mujeres	1
44156	Monteagudo del Castillo	15 a 19	Mujeres	2
44156	Monteagudo del Castillo	25 a 29	Mujeres	1
44156	Monteagudo del Castillo	30 a 34	Mujeres	1
44156	Monteagudo del Castillo	35 a 39	Mujeres	2
44156	Monteagudo del Castillo	40 a 44	Mujeres	3
44156	Monteagudo del Castillo	45 a 49	Mujeres	1
44156	Monteagudo del Castillo	50 a 54	Mujeres	2
44156	Monteagudo del Castillo	65 a 69	Mujeres	2
44156	Monteagudo del Castillo	70 a 74	Mujeres	3
44156	Monteagudo del Castillo	75 a 79	Mujeres	3
44156	Monteagudo del Castillo	80 a 84	Mujeres	2
44156	Monteagudo del Castillo	90 ó más	Mujeres	1
44156	Monteagudo del Castillo	05 a 09	Hombres	1
44156	Monteagudo del Castillo	10 a 14	Hombres	3
44156	Monteagudo del Castillo	20 a 24	Hombres	3
44156	Monteagudo del Castillo	30 a 34	Hombres	1
44156	Monteagudo del Castillo	35 a 39	Hombres	2
44156	Monteagudo del Castillo	40 a 44	Hombres	6
44156	Monteagudo del Castillo	45 a 49	Hombres	3
44156	Monteagudo del Castillo	50 a 54	Hombres	3
44156	Monteagudo del Castillo	55 a 59	Hombres	3
44156	Monteagudo del Castillo	60 a 64	Hombres	2
44156	Monteagudo del Castillo	65 a 69	Hombres	3
44156	Monteagudo del Castillo	70 a 74	Hombres	3
44156	Monteagudo del Castillo	75 a 79	Hombres	3
44156	Monteagudo del Castillo	80 a 84	Hombres	2
44156	Monteagudo del Castillo	85 a 90	Hombres	3
44157	Monterde de Albarracín	05 a 09	Mujeres	1
44157	Monterde de Albarracín	10 a 14	Mujeres	2
44157	Monterde de Albarracín	25 a 29	Mujeres	1
44157	Monterde de Albarracín	35 a 39	Mujeres	2
44157	Monterde de Albarracín	40 a 44	Mujeres	1
44157	Monterde de Albarracín	50 a 54	Mujeres	3
44157	Monterde de Albarracín	60 a 64	Mujeres	6
44157	Monterde de Albarracín	65 a 69	Mujeres	8
44157	Monterde de Albarracín	70 a 74	Mujeres	5
44157	Monterde de Albarracín	75 a 79	Mujeres	3
44157	Monterde de Albarracín	80 a 84	Mujeres	4
44157	Monterde de Albarracín	90 ó más	Mujeres	1
44157	Monterde de Albarracín	05 a 09	Hombres	1
44157	Monterde de Albarracín	20 a 24	Hombres	1
44157	Monterde de Albarracín	30 a 34	Hombres	3
44157	Monterde de Albarracín	35 a 39	Hombres	3
44157	Monterde de Albarracín	40 a 44	Hombres	2
44157	Monterde de Albarracín	45 a 49	Hombres	1
44157	Monterde de Albarracín	50 a 54	Hombres	2
44157	Monterde de Albarracín	55 a 59	Hombres	3
44157	Monterde de Albarracín	60 a 64	Hombres	4
44157	Monterde de Albarracín	65 a 69	Hombres	2
44157	Monterde de Albarracín	70 a 74	Hombres	4
44157	Monterde de Albarracín	75 a 79	Hombres	4
44157	Monterde de Albarracín	80 a 84	Hombres	4
44157	Monterde de Albarracín	85 a 90	Hombres	1
44157	Monterde de Albarracín	90 ó más	Hombres	1
44158	Mora de Rubielos	00 a 04	Mujeres	29
44158	Mora de Rubielos	05 a 09	Mujeres	41
44158	Mora de Rubielos	10 a 14	Mujeres	39
44158	Mora de Rubielos	15 a 19	Mujeres	28
44158	Mora de Rubielos	20 a 24	Mujeres	31
44158	Mora de Rubielos	25 a 29	Mujeres	40
44158	Mora de Rubielos	30 a 34	Mujeres	47
44158	Mora de Rubielos	35 a 39	Mujeres	56
44158	Mora de Rubielos	40 a 44	Mujeres	41
44158	Mora de Rubielos	45 a 49	Mujeres	41
44158	Mora de Rubielos	50 a 54	Mujeres	32
44158	Mora de Rubielos	55 a 59	Mujeres	26
44158	Mora de Rubielos	60 a 64	Mujeres	37
44158	Mora de Rubielos	65 a 69	Mujeres	33
44158	Mora de Rubielos	70 a 74	Mujeres	42
44158	Mora de Rubielos	75 a 79	Mujeres	42
44158	Mora de Rubielos	80 a 84	Mujeres	33
44158	Mora de Rubielos	85 a 90	Mujeres	16
44158	Mora de Rubielos	90 ó más	Mujeres	11
44158	Mora de Rubielos	00 a 04	Hombres	35
44158	Mora de Rubielos	05 a 09	Hombres	43
44158	Mora de Rubielos	10 a 14	Hombres	36
44158	Mora de Rubielos	15 a 19	Hombres	22
44158	Mora de Rubielos	20 a 24	Hombres	45
44158	Mora de Rubielos	25 a 29	Hombres	39
44158	Mora de Rubielos	30 a 34	Hombres	48
44158	Mora de Rubielos	35 a 39	Hombres	59
44158	Mora de Rubielos	40 a 44	Hombres	59
44158	Mora de Rubielos	45 a 49	Hombres	39
44158	Mora de Rubielos	50 a 54	Hombres	41
44158	Mora de Rubielos	55 a 59	Hombres	32
44158	Mora de Rubielos	60 a 64	Hombres	28
44158	Mora de Rubielos	65 a 69	Hombres	44
44158	Mora de Rubielos	70 a 74	Hombres	56
44158	Mora de Rubielos	75 a 79	Hombres	30
44158	Mora de Rubielos	80 a 84	Hombres	23
44158	Mora de Rubielos	85 a 90	Hombres	10
44158	Mora de Rubielos	90 ó más	Hombres	5
44159	Moscardón	15 a 19	Mujeres	1
44159	Moscardón	20 a 24	Mujeres	2
44159	Moscardón	25 a 29	Mujeres	2
44159	Moscardón	30 a 34	Mujeres	2
44159	Moscardón	35 a 39	Mujeres	1
44159	Moscardón	40 a 44	Mujeres	1
44159	Moscardón	45 a 49	Mujeres	1
44159	Moscardón	55 a 59	Mujeres	3
44159	Moscardón	60 a 64	Mujeres	1
44159	Moscardón	65 a 69	Mujeres	1
44159	Moscardón	70 a 74	Mujeres	3
44159	Moscardón	75 a 79	Mujeres	1
44159	Moscardón	80 a 84	Mujeres	2
44159	Moscardón	85 a 90	Mujeres	2
44159	Moscardón	90 ó más	Mujeres	1
44159	Moscardón	00 a 04	Hombres	2
44159	Moscardón	20 a 24	Hombres	1
44159	Moscardón	25 a 29	Hombres	4
44159	Moscardón	30 a 34	Hombres	2
44159	Moscardón	35 a 39	Hombres	2
44159	Moscardón	40 a 44	Hombres	1
44159	Moscardón	45 a 49	Hombres	2
44159	Moscardón	60 a 64	Hombres	3
44159	Moscardón	65 a 69	Hombres	7
44159	Moscardón	70 a 74	Hombres	3
44159	Moscardón	75 a 79	Hombres	1
44159	Moscardón	80 a 84	Hombres	2
44159	Moscardón	85 a 90	Hombres	1
44160	Mosqueruela	00 a 04	Mujeres	16
44160	Mosqueruela	05 a 09	Mujeres	13
44160	Mosqueruela	10 a 14	Mujeres	12
44160	Mosqueruela	15 a 19	Mujeres	13
44160	Mosqueruela	20 a 24	Mujeres	13
44160	Mosqueruela	25 a 29	Mujeres	20
44160	Mosqueruela	30 a 34	Mujeres	27
44160	Mosqueruela	35 a 39	Mujeres	20
44160	Mosqueruela	40 a 44	Mujeres	19
44160	Mosqueruela	45 a 49	Mujeres	10
44160	Mosqueruela	50 a 54	Mujeres	10
44160	Mosqueruela	55 a 59	Mujeres	22
44160	Mosqueruela	60 a 64	Mujeres	21
44160	Mosqueruela	65 a 69	Mujeres	28
44160	Mosqueruela	70 a 74	Mujeres	26
44160	Mosqueruela	75 a 79	Mujeres	22
44160	Mosqueruela	80 a 84	Mujeres	14
44160	Mosqueruela	85 a 90	Mujeres	13
44160	Mosqueruela	90 ó más	Mujeres	4
44160	Mosqueruela	00 a 04	Hombres	10
44160	Mosqueruela	05 a 09	Hombres	16
44160	Mosqueruela	10 a 14	Hombres	9
44160	Mosqueruela	15 a 19	Hombres	18
44160	Mosqueruela	20 a 24	Hombres	28
44160	Mosqueruela	25 a 29	Hombres	35
44160	Mosqueruela	30 a 34	Hombres	35
44160	Mosqueruela	35 a 39	Hombres	39
44160	Mosqueruela	40 a 44	Hombres	18
44160	Mosqueruela	45 a 49	Hombres	21
44160	Mosqueruela	50 a 54	Hombres	14
44160	Mosqueruela	55 a 59	Hombres	23
44160	Mosqueruela	60 a 64	Hombres	17
44160	Mosqueruela	65 a 69	Hombres	31
44160	Mosqueruela	70 a 74	Hombres	25
44160	Mosqueruela	75 a 79	Hombres	28
44160	Mosqueruela	80 a 84	Hombres	12
44160	Mosqueruela	85 a 90	Hombres	6
44160	Mosqueruela	90 ó más	Hombres	4
44161	Muniesa	00 a 04	Mujeres	7
44161	Muniesa	05 a 09	Mujeres	16
44161	Muniesa	10 a 14	Mujeres	9
44161	Muniesa	15 a 19	Mujeres	11
44161	Muniesa	20 a 24	Mujeres	16
44161	Muniesa	25 a 29	Mujeres	21
44161	Muniesa	30 a 34	Mujeres	18
44161	Muniesa	35 a 39	Mujeres	13
