Municipio código	Municipio nombre	Edad (grupos quinquenales)	Sexo	Personas
22226	Tardienta	25 a 29	Mujeres	34
22226	Tardienta	30 a 34	Mujeres	35
22226	Tardienta	35 a 39	Mujeres	36
22226	Tardienta	40 a 44	Mujeres	23
22226	Tardienta	45 a 49	Mujeres	19
22226	Tardienta	50 a 54	Mujeres	25
22226	Tardienta	55 a 59	Mujeres	42
22226	Tardienta	60 a 64	Mujeres	26
22226	Tardienta	65 a 69	Mujeres	47
22226	Tardienta	70 a 74	Mujeres	42
22226	Tardienta	75 a 79	Mujeres	34
22226	Tardienta	80 a 84	Mujeres	24
22226	Tardienta	85 a 90	Mujeres	17
22226	Tardienta	90 ó más	Mujeres	7
22226	Tardienta	00 a 04	Hombres	22
22226	Tardienta	05 a 09	Hombres	20
22226	Tardienta	10 a 14	Hombres	16
22226	Tardienta	15 a 19	Hombres	27
22226	Tardienta	20 a 24	Hombres	29
22226	Tardienta	25 a 29	Hombres	42
22226	Tardienta	30 a 34	Hombres	45
22226	Tardienta	35 a 39	Hombres	45
22226	Tardienta	40 a 44	Hombres	43
22226	Tardienta	45 a 49	Hombres	24
22226	Tardienta	50 a 54	Hombres	31
22226	Tardienta	55 a 59	Hombres	28
22226	Tardienta	60 a 64	Hombres	33
22226	Tardienta	65 a 69	Hombres	49
22226	Tardienta	70 a 74	Hombres	47
22226	Tardienta	75 a 79	Hombres	34
22226	Tardienta	80 a 84	Hombres	16
22226	Tardienta	85 a 90	Hombres	15
22226	Tardienta	90 ó más	Hombres	3
22227	Tella-Sin	00 a 04	Mujeres	6
22227	Tella-Sin	05 a 09	Mujeres	5
22227	Tella-Sin	10 a 14	Mujeres	3
22227	Tella-Sin	15 a 19	Mujeres	5
22227	Tella-Sin	20 a 24	Mujeres	1
22227	Tella-Sin	25 a 29	Mujeres	4
22227	Tella-Sin	30 a 34	Mujeres	7
22227	Tella-Sin	35 a 39	Mujeres	11
22227	Tella-Sin	40 a 44	Mujeres	8
22227	Tella-Sin	45 a 49	Mujeres	6
22227	Tella-Sin	50 a 54	Mujeres	7
22227	Tella-Sin	55 a 59	Mujeres	5
22227	Tella-Sin	60 a 64	Mujeres	7
22227	Tella-Sin	65 a 69	Mujeres	16
22227	Tella-Sin	70 a 74	Mujeres	12
22227	Tella-Sin	75 a 79	Mujeres	16
22227	Tella-Sin	80 a 84	Mujeres	7
22227	Tella-Sin	85 a 90	Mujeres	4
22227	Tella-Sin	90 ó más	Mujeres	4
22227	Tella-Sin	00 a 04	Hombres	1
22227	Tella-Sin	05 a 09	Hombres	2
22227	Tella-Sin	10 a 14	Hombres	5
22227	Tella-Sin	15 a 19	Hombres	5
22227	Tella-Sin	20 a 24	Hombres	3
22227	Tella-Sin	25 a 29	Hombres	9
22227	Tella-Sin	30 a 34	Hombres	10
22227	Tella-Sin	35 a 39	Hombres	8
22227	Tella-Sin	40 a 44	Hombres	15
22227	Tella-Sin	45 a 49	Hombres	12
22227	Tella-Sin	50 a 54	Hombres	5
22227	Tella-Sin	55 a 59	Hombres	12
22227	Tella-Sin	60 a 64	Hombres	6
22227	Tella-Sin	65 a 69	Hombres	10
22227	Tella-Sin	70 a 74	Hombres	16
22227	Tella-Sin	75 a 79	Hombres	11
22227	Tella-Sin	80 a 84	Hombres	10
22227	Tella-Sin	85 a 90	Hombres	5
22227	Tella-Sin	90 ó más	Hombres	2
22228	Tierz	00 a 04	Mujeres	8
22228	Tierz	05 a 09	Mujeres	1
22228	Tierz	10 a 14	Mujeres	3
22228	Tierz	15 a 19	Mujeres	1
22228	Tierz	20 a 24	Mujeres	4
22228	Tierz	25 a 29	Mujeres	13
22228	Tierz	30 a 34	Mujeres	8
22228	Tierz	35 a 39	Mujeres	3
22228	Tierz	40 a 44	Mujeres	3
22228	Tierz	45 a 49	Mujeres	5
22228	Tierz	50 a 54	Mujeres	2
22228	Tierz	55 a 59	Mujeres	4
22228	Tierz	60 a 64	Mujeres	4
22228	Tierz	65 a 69	Mujeres	11
22228	Tierz	70 a 74	Mujeres	10
22228	Tierz	75 a 79	Mujeres	4
22228	Tierz	80 a 84	Mujeres	5
22228	Tierz	85 a 90	Mujeres	2
22228	Tierz	90 ó más	Mujeres	1
22228	Tierz	00 a 04	Hombres	2
22228	Tierz	05 a 09	Hombres	2
22228	Tierz	10 a 14	Hombres	2
22228	Tierz	15 a 19	Hombres	2
22228	Tierz	20 a 24	Hombres	4
22228	Tierz	25 a 29	Hombres	8
22228	Tierz	30 a 34	Hombres	8
22228	Tierz	35 a 39	Hombres	15
22228	Tierz	40 a 44	Hombres	4
22228	Tierz	45 a 49	Hombres	4
22228	Tierz	50 a 54	Hombres	3
22228	Tierz	60 a 64	Hombres	5
22228	Tierz	65 a 69	Hombres	13
22228	Tierz	70 a 74	Hombres	4
22228	Tierz	75 a 79	Hombres	8
22228	Tierz	80 a 84	Hombres	3
22228	Tierz	85 a 90	Hombres	1
22229	Tolva	00 a 04	Mujeres	1
22229	Tolva	05 a 09	Mujeres	4
22229	Tolva	10 a 14	Mujeres	3
22229	Tolva	15 a 19	Mujeres	2
22229	Tolva	20 a 24	Mujeres	4
22229	Tolva	25 a 29	Mujeres	6
22229	Tolva	30 a 34	Mujeres	4
22229	Tolva	35 a 39	Mujeres	5
22229	Tolva	40 a 44	Mujeres	7
22229	Tolva	50 a 54	Mujeres	5
22229	Tolva	55 a 59	Mujeres	3
22229	Tolva	60 a 64	Mujeres	5
22229	Tolva	65 a 69	Mujeres	14
22229	Tolva	70 a 74	Mujeres	9
22229	Tolva	75 a 79	Mujeres	4
22229	Tolva	80 a 84	Mujeres	6
22229	Tolva	85 a 90	Mujeres	5
22229	Tolva	90 ó más	Mujeres	2
22229	Tolva	00 a 04	Hombres	1
22229	Tolva	05 a 09	Hombres	3
22229	Tolva	10 a 14	Hombres	5
22229	Tolva	15 a 19	Hombres	3
22229	Tolva	20 a 24	Hombres	3
22229	Tolva	25 a 29	Hombres	5
22229	Tolva	30 a 34	Hombres	7
22229	Tolva	35 a 39	Hombres	5
22229	Tolva	40 a 44	Hombres	10
22229	Tolva	45 a 49	Hombres	4
22229	Tolva	50 a 54	Hombres	6
22229	Tolva	55 a 59	Hombres	7
22229	Tolva	60 a 64	Hombres	5
22229	Tolva	65 a 69	Hombres	10
22229	Tolva	70 a 74	Hombres	9
22229	Tolva	75 a 79	Hombres	9
22229	Tolva	80 a 84	Hombres	2
22229	Tolva	85 a 90	Hombres	4
22229	Tolva	90 ó más	Hombres	1
22230	Torla	00 a 04	Mujeres	6
22230	Torla	05 a 09	Mujeres	6
22230	Torla	10 a 14	Mujeres	10
22230	Torla	15 a 19	Mujeres	4
22230	Torla	20 a 24	Mujeres	9
22230	Torla	25 a 29	Mujeres	10
22230	Torla	30 a 34	Mujeres	10
22230	Torla	35 a 39	Mujeres	16
22230	Torla	40 a 44	Mujeres	14
22230	Torla	45 a 49	Mujeres	12
22230	Torla	50 a 54	Mujeres	5
22230	Torla	55 a 59	Mujeres	8
22230	Torla	60 a 64	Mujeres	5
22230	Torla	65 a 69	Mujeres	11
22230	Torla	70 a 74	Mujeres	11
22230	Torla	75 a 79	Mujeres	10
22230	Torla	80 a 84	Mujeres	8
22230	Torla	85 a 90	Mujeres	3
22230	Torla	90 ó más	Mujeres	4
22230	Torla	00 a 04	Hombres	13
22230	Torla	05 a 09	Hombres	3
22230	Torla	10 a 14	Hombres	4
22230	Torla	15 a 19	Hombres	10
22230	Torla	20 a 24	Hombres	6
22230	Torla	25 a 29	Hombres	15
22230	Torla	30 a 34	Hombres	6
22230	Torla	35 a 39	Hombres	16
22230	Torla	40 a 44	Hombres	21
22230	Torla	45 a 49	Hombres	10
22230	Torla	50 a 54	Hombres	14
22230	Torla	55 a 59	Hombres	16
22230	Torla	60 a 64	Hombres	8
22230	Torla	65 a 69	Hombres	7
22230	Torla	70 a 74	Hombres	14
22230	Torla	75 a 79	Hombres	7
22230	Torla	80 a 84	Hombres	11
22230	Torla	85 a 90	Hombres	4
22232	Torralba de Aragón	00 a 04	Mujeres	1
22232	Torralba de Aragón	05 a 09	Mujeres	2
22232	Torralba de Aragón	15 a 19	Mujeres	3
22232	Torralba de Aragón	20 a 24	Mujeres	3
22232	Torralba de Aragón	25 a 29	Mujeres	5
22232	Torralba de Aragón	30 a 34	Mujeres	2
22232	Torralba de Aragón	35 a 39	Mujeres	5
22232	Torralba de Aragón	40 a 44	Mujeres	2
22232	Torralba de Aragón	45 a 49	Mujeres	1
22232	Torralba de Aragón	50 a 54	Mujeres	6
22232	Torralba de Aragón	55 a 59	Mujeres	3
22232	Torralba de Aragón	60 a 64	Mujeres	4
22232	Torralba de Aragón	65 a 69	Mujeres	2
22232	Torralba de Aragón	70 a 74	Mujeres	5
22232	Torralba de Aragón	75 a 79	Mujeres	10
22232	Torralba de Aragón	80 a 84	Mujeres	3
22232	Torralba de Aragón	85 a 90	Mujeres	2
22232	Torralba de Aragón	00 a 04	Hombres	2
22232	Torralba de Aragón	10 a 14	Hombres	1
22232	Torralba de Aragón	15 a 19	Hombres	3
22232	Torralba de Aragón	20 a 24	Hombres	3
22232	Torralba de Aragón	25 a 29	Hombres	1
22232	Torralba de Aragón	30 a 34	Hombres	3
22232	Torralba de Aragón	35 a 39	Hombres	8
22232	Torralba de Aragón	40 a 44	Hombres	7
22232	Torralba de Aragón	45 a 49	Hombres	1
22232	Torralba de Aragón	50 a 54	Hombres	5
22232	Torralba de Aragón	55 a 59	Hombres	1
22232	Torralba de Aragón	60 a 64	Hombres	7
22232	Torralba de Aragón	65 a 69	Hombres	6
22232	Torralba de Aragón	70 a 74	Hombres	4
22232	Torralba de Aragón	75 a 79	Hombres	4
22232	Torralba de Aragón	80 a 84	Hombres	2
22232	Torralba de Aragón	85 a 90	Hombres	2
22233	Torre la Ribera	00 a 04	Mujeres	2
22233	Torre la Ribera	05 a 09	Mujeres	1
22233	Torre la Ribera	10 a 14	Mujeres	1
22233	Torre la Ribera	15 a 19	Mujeres	2
22233	Torre la Ribera	20 a 24	Mujeres	2
22233	Torre la Ribera	25 a 29	Mujeres	1
22233	Torre la Ribera	30 a 34	Mujeres	3
22233	Torre la Ribera	35 a 39	Mujeres	5
22233	Torre la Ribera	40 a 44	Mujeres	1
22233	Torre la Ribera	45 a 49	Mujeres	4
22233	Torre la Ribera	50 a 54	Mujeres	4
22233	Torre la Ribera	55 a 59	Mujeres	1
22233	Torre la Ribera	60 a 64	Mujeres	2
22233	Torre la Ribera	65 a 69	Mujeres	5
22233	Torre la Ribera	70 a 74	Mujeres	8
22233	Torre la Ribera	75 a 79	Mujeres	6
22233	Torre la Ribera	85 a 90	Mujeres	1
22233	Torre la Ribera	00 a 04	Hombres	1
22233	Torre la Ribera	05 a 09	Hombres	2
22233	Torre la Ribera	10 a 14	Hombres	3
22233	Torre la Ribera	15 a 19	Hombres	3
22233	Torre la Ribera	20 a 24	Hombres	5
22233	Torre la Ribera	25 a 29	Hombres	1
22233	Torre la Ribera	30 a 34	Hombres	4
22233	Torre la Ribera	35 a 39	Hombres	7
22233	Torre la Ribera	40 a 44	Hombres	4
22233	Torre la Ribera	45 a 49	Hombres	3
22233	Torre la Ribera	50 a 54	Hombres	7
22233	Torre la Ribera	55 a 59	Hombres	3
22233	Torre la Ribera	60 a 64	Hombres	2
22233	Torre la Ribera	65 a 69	Hombres	6
22233	Torre la Ribera	70 a 74	Hombres	3
22233	Torre la Ribera	75 a 79	Hombres	7
22234	Torrente de Cinca	00 a 04	Mujeres	10
22234	Torrente de Cinca	05 a 09	Mujeres	25
22234	Torrente de Cinca	10 a 14	Mujeres	23
22234	Torrente de Cinca	15 a 19	Mujeres	22
22234	Torrente de Cinca	20 a 24	Mujeres	19
22234	Torrente de Cinca	25 a 29	Mujeres	43
22234	Torrente de Cinca	30 a 34	Mujeres	24
22234	Torrente de Cinca	35 a 39	Mujeres	40
22234	Torrente de Cinca	40 a 44	Mujeres	37
22234	Torrente de Cinca	45 a 49	Mujeres	23
22234	Torrente de Cinca	50 a 54	Mujeres	34
22234	Torrente de Cinca	55 a 59	Mujeres	31
22234	Torrente de Cinca	60 a 64	Mujeres	47
22234	Torrente de Cinca	65 a 69	Mujeres	47
22234	Torrente de Cinca	70 a 74	Mujeres	38
22234	Torrente de Cinca	75 a 79	Mujeres	33
22234	Torrente de Cinca	80 a 84	Mujeres	22
22234	Torrente de Cinca	85 a 90	Mujeres	14
22234	Torrente de Cinca	90 ó más	Mujeres	2
22234	Torrente de Cinca	00 a 04	Hombres	15
22234	Torrente de Cinca	05 a 09	Hombres	15
22234	Torrente de Cinca	10 a 14	Hombres	32
22234	Torrente de Cinca	15 a 19	Hombres	24
22234	Torrente de Cinca	20 a 24	Hombres	48
22234	Torrente de Cinca	25 a 29	Hombres	57
22234	Torrente de Cinca	30 a 34	Hombres	52
22234	Torrente de Cinca	35 a 39	Hombres	35
22234	Torrente de Cinca	40 a 44	Hombres	44
22234	Torrente de Cinca	45 a 49	Hombres	31
22234	Torrente de Cinca	50 a 54	Hombres	29
22234	Torrente de Cinca	55 a 59	Hombres	36
22234	Torrente de Cinca	60 a 64	Hombres	25
22234	Torrente de Cinca	65 a 69	Hombres	41
22234	Torrente de Cinca	70 a 74	Hombres	32
22234	Torrente de Cinca	75 a 79	Hombres	26
22234	Torrente de Cinca	80 a 84	Hombres	21
22234	Torrente de Cinca	85 a 90	Hombres	5
22234	Torrente de Cinca	90 ó más	Hombres	1
22235	Torres de Alcanadre	05 a 09	Mujeres	3
22235	Torres de Alcanadre	10 a 14	Mujeres	1
22235	Torres de Alcanadre	15 a 19	Mujeres	2
22235	Torres de Alcanadre	20 a 24	Mujeres	3
22235	Torres de Alcanadre	25 a 29	Mujeres	1
22235	Torres de Alcanadre	30 a 34	Mujeres	1
22235	Torres de Alcanadre	35 a 39	Mujeres	2
22235	Torres de Alcanadre	40 a 44	Mujeres	5
22235	Torres de Alcanadre	45 a 49	Mujeres	2
22235	Torres de Alcanadre	50 a 54	Mujeres	2
22235	Torres de Alcanadre	55 a 59	Mujeres	1
22235	Torres de Alcanadre	60 a 64	Mujeres	6
22235	Torres de Alcanadre	65 a 69	Mujeres	4
22235	Torres de Alcanadre	70 a 74	Mujeres	10
22235	Torres de Alcanadre	75 a 79	Mujeres	9
22235	Torres de Alcanadre	80 a 84	Mujeres	2
22235	Torres de Alcanadre	05 a 09	Hombres	3
22235	Torres de Alcanadre	10 a 14	Hombres	2
22235	Torres de Alcanadre	15 a 19	Hombres	4
22235	Torres de Alcanadre	20 a 24	Hombres	4
22235	Torres de Alcanadre	25 a 29	Hombres	1
22235	Torres de Alcanadre	30 a 34	Hombres	3
22235	Torres de Alcanadre	35 a 39	Hombres	3
22235	Torres de Alcanadre	40 a 44	Hombres	7
22235	Torres de Alcanadre	45 a 49	Hombres	5
22235	Torres de Alcanadre	50 a 54	Hombres	3
22235	Torres de Alcanadre	55 a 59	Hombres	2
22235	Torres de Alcanadre	60 a 64	Hombres	4
22235	Torres de Alcanadre	65 a 69	Hombres	8
22235	Torres de Alcanadre	70 a 74	Hombres	10
22235	Torres de Alcanadre	75 a 79	Hombres	7
22235	Torres de Alcanadre	80 a 84	Hombres	6
22235	Torres de Alcanadre	90 ó más	Hombres	1
22236	Torres de Barbués	00 a 04	Mujeres	10
22236	Torres de Barbués	05 a 09	Mujeres	3
22236	Torres de Barbués	10 a 14	Mujeres	4
22236	Torres de Barbués	15 a 19	Mujeres	7
22236	Torres de Barbués	20 a 24	Mujeres	13
22236	Torres de Barbués	25 a 29	Mujeres	13
22236	Torres de Barbués	30 a 34	Mujeres	4
22236	Torres de Barbués	35 a 39	Mujeres	10
22236	Torres de Barbués	40 a 44	Mujeres	11
22236	Torres de Barbués	45 a 49	Mujeres	9
22236	Torres de Barbués	50 a 54	Mujeres	10
22236	Torres de Barbués	55 a 59	Mujeres	11
22236	Torres de Barbués	60 a 64	Mujeres	12
22236	Torres de Barbués	65 a 69	Mujeres	12
22236	Torres de Barbués	70 a 74	Mujeres	20
22236	Torres de Barbués	75 a 79	Mujeres	17
22236	Torres de Barbués	80 a 84	Mujeres	7
22236	Torres de Barbués	85 a 90	Mujeres	3
22236	Torres de Barbués	90 ó más	Mujeres	2
22236	Torres de Barbués	00 a 04	Hombres	3
22236	Torres de Barbués	05 a 09	Hombres	4
22236	Torres de Barbués	10 a 14	Hombres	3
22236	Torres de Barbués	15 a 19	Hombres	10
22236	Torres de Barbués	20 a 24	Hombres	11
22236	Torres de Barbués	25 a 29	Hombres	17
22236	Torres de Barbués	30 a 34	Hombres	14
22236	Torres de Barbués	35 a 39	Hombres	17
22236	Torres de Barbués	40 a 44	Hombres	13
22236	Torres de Barbués	45 a 49	Hombres	7
22236	Torres de Barbués	50 a 54	Hombres	7
22236	Torres de Barbués	55 a 59	Hombres	9
22236	Torres de Barbués	60 a 64	Hombres	9
22236	Torres de Barbués	65 a 69	Hombres	9
22236	Torres de Barbués	70 a 74	Hombres	20
22236	Torres de Barbués	75 a 79	Hombres	15
22236	Torres de Barbués	80 a 84	Hombres	4
22236	Torres de Barbués	85 a 90	Hombres	5
22236	Torres de Barbués	90 ó más	Hombres	3
22239	Tramaced	20 a 24	Mujeres	5
22239	Tramaced	25 a 29	Mujeres	4
22239	Tramaced	35 a 39	Mujeres	1
22239	Tramaced	40 a 44	Mujeres	1
22239	Tramaced	45 a 49	Mujeres	2
22239	Tramaced	50 a 54	Mujeres	5
22239	Tramaced	55 a 59	Mujeres	5
22239	Tramaced	60 a 64	Mujeres	3
22239	Tramaced	65 a 69	Mujeres	5
22239	Tramaced	70 a 74	Mujeres	2
22239	Tramaced	75 a 79	Mujeres	3
22239	Tramaced	80 a 84	Mujeres	3
22239	Tramaced	90 ó más	Mujeres	1
22239	Tramaced	15 a 19	Hombres	3
22239	Tramaced	20 a 24	Hombres	6
22239	Tramaced	25 a 29	Hombres	1
22239	Tramaced	30 a 34	Hombres	3
22239	Tramaced	35 a 39	Hombres	4
22239	Tramaced	40 a 44	Hombres	2
22239	Tramaced	45 a 49	Hombres	1
22239	Tramaced	50 a 54	Hombres	4
22239	Tramaced	55 a 59	Hombres	6
22239	Tramaced	60 a 64	Hombres	6
22239	Tramaced	65 a 69	Hombres	8
22239	Tramaced	70 a 74	Hombres	9
22239	Tramaced	85 a 90	Hombres	1
22239	Tramaced	90 ó más	Hombres	1
22242	Valfarta	00 a 04	Mujeres	5
22242	Valfarta	20 a 24	Mujeres	2
22242	Valfarta	25 a 29	Mujeres	1
22242	Valfarta	30 a 34	Mujeres	3
22242	Valfarta	35 a 39	Mujeres	1
22242	Valfarta	40 a 44	Mujeres	2
22242	Valfarta	45 a 49	Mujeres	4
22242	Valfarta	50 a 54	Mujeres	2
22242	Valfarta	55 a 59	Mujeres	1
22242	Valfarta	60 a 64	Mujeres	4
22242	Valfarta	65 a 69	Mujeres	6
22242	Valfarta	70 a 74	Mujeres	4
22242	Valfarta	75 a 79	Mujeres	4
22242	Valfarta	80 a 84	Mujeres	3
22242	Valfarta	90 ó más	Mujeres	1
22242	Valfarta	00 a 04	Hombres	4
22242	Valfarta	05 a 09	Hombres	1
22242	Valfarta	15 a 19	Hombres	1
22242	Valfarta	20 a 24	Hombres	3
22242	Valfarta	25 a 29	Hombres	1
22242	Valfarta	30 a 34	Hombres	9
22242	Valfarta	35 a 39	Hombres	3
22242	Valfarta	40 a 44	Hombres	5
22242	Valfarta	45 a 49	Hombres	1
22242	Valfarta	50 a 54	Hombres	4
22242	Valfarta	60 a 64	Hombres	3
22242	Valfarta	65 a 69	Hombres	7
22242	Valfarta	70 a 74	Hombres	8
22242	Valfarta	75 a 79	Hombres	1
22242	Valfarta	85 a 90	Hombres	1
22243	Valle de Bardají	00 a 04	Mujeres	1
22243	Valle de Bardají	05 a 09	Mujeres	2
22243	Valle de Bardají	10 a 14	Mujeres	3
22243	Valle de Bardají	15 a 19	Mujeres	1
22243	Valle de Bardají	20 a 24	Mujeres	1
22243	Valle de Bardají	25 a 29	Mujeres	1
22243	Valle de Bardají	30 a 34	Mujeres	3
22243	Valle de Bardají	35 a 39	Mujeres	1
22243	Valle de Bardají	45 a 49	Mujeres	2
22243	Valle de Bardají	55 a 59	Mujeres	1
22243	Valle de Bardají	60 a 64	Mujeres	2
22243	Valle de Bardají	65 a 69	Mujeres	2
22243	Valle de Bardají	70 a 74	Mujeres	1
22243	Valle de Bardají	75 a 79	Mujeres	2
22243	Valle de Bardají	85 a 90	Mujeres	1
22243	Valle de Bardají	00 a 04	Hombres	1
22243	Valle de Bardají	05 a 09	Hombres	2
22243	Valle de Bardají	10 a 14	Hombres	3
22243	Valle de Bardají	30 a 34	Hombres	4
22243	Valle de Bardají	35 a 39	Hombres	2
22243	Valle de Bardají	40 a 44	Hombres	1
22243	Valle de Bardají	45 a 49	Hombres	1
22243	Valle de Bardají	50 a 54	Hombres	2
22243	Valle de Bardají	55 a 59	Hombres	2
22243	Valle de Bardají	65 a 69	Hombres	7
22244	Valle de Lierp	10 a 14	Mujeres	1
22244	Valle de Lierp	20 a 24	Mujeres	1
22244	Valle de Lierp	25 a 29	Mujeres	2
22244	Valle de Lierp	30 a 34	Mujeres	1
22244	Valle de Lierp	35 a 39	Mujeres	1
22244	Valle de Lierp	40 a 44	Mujeres	1
22244	Valle de Lierp	50 a 54	Mujeres	2
22244	Valle de Lierp	55 a 59	Mujeres	2
22244	Valle de Lierp	60 a 64	Mujeres	2
22244	Valle de Lierp	65 a 69	Mujeres	4
22244	Valle de Lierp	70 a 74	Mujeres	1
22244	Valle de Lierp	75 a 79	Mujeres	4
22244	Valle de Lierp	80 a 84	Mujeres	1
22244	Valle de Lierp	85 a 90	Mujeres	2
22244	Valle de Lierp	00 a 04	Hombres	2
22244	Valle de Lierp	10 a 14	Hombres	1
22244	Valle de Lierp	25 a 29	Hombres	2
22244	Valle de Lierp	30 a 34	Hombres	2
22244	Valle de Lierp	40 a 44	Hombres	2
22244	Valle de Lierp	45 a 49	Hombres	2
22244	Valle de Lierp	55 a 59	Hombres	3
22244	Valle de Lierp	60 a 64	Hombres	2
22244	Valle de Lierp	65 a 69	Hombres	3
22244	Valle de Lierp	70 a 74	Hombres	3
22244	Valle de Lierp	75 a 79	Hombres	3
22244	Valle de Lierp	80 a 84	Hombres	1
22245	Velilla de Cinca	00 a 04	Mujeres	12
22245	Velilla de Cinca	05 a 09	Mujeres	7
22245	Velilla de Cinca	10 a 14	Mujeres	7
22245	Velilla de Cinca	15 a 19	Mujeres	8
22245	Velilla de Cinca	20 a 24	Mujeres	16
22245	Velilla de Cinca	25 a 29	Mujeres	14
22245	Velilla de Cinca	30 a 34	Mujeres	16
22245	Velilla de Cinca	35 a 39	Mujeres	18
22245	Velilla de Cinca	40 a 44	Mujeres	7
22245	Velilla de Cinca	45 a 49	Mujeres	17
22245	Velilla de Cinca	50 a 54	Mujeres	10
22245	Velilla de Cinca	55 a 59	Mujeres	10
22245	Velilla de Cinca	60 a 64	Mujeres	13
22245	Velilla de Cinca	65 a 69	Mujeres	20
22245	Velilla de Cinca	70 a 74	Mujeres	14
22245	Velilla de Cinca	75 a 79	Mujeres	18
22245	Velilla de Cinca	80 a 84	Mujeres	13
22245	Velilla de Cinca	85 a 90	Mujeres	9
22245	Velilla de Cinca	90 ó más	Mujeres	8
22245	Velilla de Cinca	00 a 04	Hombres	9
22245	Velilla de Cinca	05 a 09	Hombres	8
22245	Velilla de Cinca	10 a 14	Hombres	6
22245	Velilla de Cinca	15 a 19	Hombres	10
22245	Velilla de Cinca	20 a 24	Hombres	17
22245	Velilla de Cinca	25 a 29	Hombres	14
22245	Velilla de Cinca	30 a 34	Hombres	17
22245	Velilla de Cinca	35 a 39	Hombres	15
22245	Velilla de Cinca	40 a 44	Hombres	11
22245	Velilla de Cinca	45 a 49	Hombres	14
22245	Velilla de Cinca	50 a 54	Hombres	23
22245	Velilla de Cinca	55 a 59	Hombres	8
22245	Velilla de Cinca	60 a 64	Hombres	13
22245	Velilla de Cinca	65 a 69	Hombres	23
22245	Velilla de Cinca	70 a 74	Hombres	17
22245	Velilla de Cinca	75 a 79	Hombres	7
22245	Velilla de Cinca	80 a 84	Hombres	10
22245	Velilla de Cinca	85 a 90	Hombres	3
22245	Velilla de Cinca	90 ó más	Hombres	1
22246	Veracruz	10 a 14	Mujeres	2
22246	Veracruz	15 a 19	Mujeres	1
22246	Veracruz	20 a 24	Mujeres	1
22246	Veracruz	25 a 29	Mujeres	1
22246	Veracruz	30 a 34	Mujeres	4
22246	Veracruz	35 a 39	Mujeres	1
22246	Veracruz	40 a 44	Mujeres	3
22246	Veracruz	45 a 49	Mujeres	3
22246	Veracruz	50 a 54	Mujeres	4
22246	Veracruz	55 a 59	Mujeres	4
22246	Veracruz	60 a 64	Mujeres	2
22246	Veracruz	65 a 69	Mujeres	4
22246	Veracruz	70 a 74	Mujeres	8
22246	Veracruz	75 a 79	Mujeres	5
22246	Veracruz	80 a 84	Mujeres	5
22246	Veracruz	85 a 90	Mujeres	2
22246	Veracruz	90 ó más	Mujeres	2
22246	Veracruz	05 a 09	Hombres	1
22246	Veracruz	10 a 14	Hombres	1
22246	Veracruz	15 a 19	Hombres	3
22246	Veracruz	20 a 24	Hombres	1
22246	Veracruz	25 a 29	Hombres	1
22246	Veracruz	30 a 34	Hombres	4
22246	Veracruz	35 a 39	Hombres	3
22246	Veracruz	40 a 44	Hombres	4
22246	Veracruz	45 a 49	Hombres	3
22246	Veracruz	50 a 54	Hombres	4
22246	Veracruz	55 a 59	Hombres	3
22246	Veracruz	60 a 64	Hombres	5
22246	Veracruz	65 a 69	Hombres	7
22246	Veracruz	70 a 74	Hombres	5
22246	Veracruz	75 a 79	Hombres	8
22246	Veracruz	80 a 84	Hombres	2
22246	Veracruz	85 a 90	Hombres	3
22246	Veracruz	90 ó más	Hombres	1
22247	Viacamp y Litera	10 a 14	Mujeres	1
22247	Viacamp y Litera	20 a 24	Mujeres	1
22247	Viacamp y Litera	25 a 29	Mujeres	1
22247	Viacamp y Litera	30 a 34	Mujeres	3
22247	Viacamp y Litera	35 a 39	Mujeres	1
22247	Viacamp y Litera	40 a 44	Mujeres	1
22247	Viacamp y Litera	45 a 49	Mujeres	1
22247	Viacamp y Litera	65 a 69	Mujeres	3
22247	Viacamp y Litera	70 a 74	Mujeres	1
22247	Viacamp y Litera	00 a 04	Hombres	2
22247	Viacamp y Litera	10 a 14	Hombres	1
22247	Viacamp y Litera	15 a 19	Hombres	2
22247	Viacamp y Litera	25 a 29	Hombres	2
22247	Viacamp y Litera	30 a 34	Hombres	1
22247	Viacamp y Litera	35 a 39	Hombres	1
22247	Viacamp y Litera	40 a 44	Hombres	3
22247	Viacamp y Litera	45 a 49	Hombres	3
22247	Viacamp y Litera	50 a 54	Hombres	1
22247	Viacamp y Litera	55 a 59	Hombres	1
22247	Viacamp y Litera	60 a 64	Hombres	2
22247	Viacamp y Litera	65 a 69	Hombres	1
22247	Viacamp y Litera	70 a 74	Hombres	2
22247	Viacamp y Litera	80 a 84	Hombres	1
22248	Vicién	05 a 09	Mujeres	2
22248	Vicién	10 a 14	Mujeres	2
22248	Vicién	15 a 19	Mujeres	1
22248	Vicién	20 a 24	Mujeres	3
22248	Vicién	25 a 29	Mujeres	6
22248	Vicién	30 a 34	Mujeres	2
22248	Vicién	35 a 39	Mujeres	5
22248	Vicién	40 a 44	Mujeres	3
22248	Vicién	45 a 49	Mujeres	6
22248	Vicién	50 a 54	Mujeres	3
22248	Vicién	55 a 59	Mujeres	4
22248	Vicién	60 a 64	Mujeres	3
22248	Vicién	65 a 69	Mujeres	2
22248	Vicién	70 a 74	Mujeres	3
22248	Vicién	75 a 79	Mujeres	5
