Año	Código del municipio	Nombre del municipio	Superficie total regada	Superficie regada por aspersión	Superficie regada por riego localizado (goteo, microaspersión, etc.)	Superficie regada por gravedad	Superficie regada por otros métodos	Superficie regada con aguas subterráneas de pozo o sondeo	Superficie regada con aguas superficiales	Superficie regada con aguas depuradas	Superficie regada con concesión integrada en una Comunidad de Regantes	Superficie regada con concesión individual	Superficie regada con agua suficiente	Superficie regada con agua insuficiente	Superficie no regada, disponiendo la explotación de instalaciones y agua
1989	50154	Mainar	24,63	14,01	0	9,21	1,41	11,87	12,76				24,63	0	0
1989	50155	Malanquilla	0	0	0	0	0	0	0				0	0	0
1989	50156	Maleján	0	0	0	0	0	0	0				0	0	0
1989	50157	Malón	158,97	0	0	158,97	0	0	158,97				13,37	145,6	18,33
1989	50159	Maluenda	475,86	6,36	17,61	437,93	13,96	31,77	444,09				468,34	7,52	0,35
1989	50160	Mallén	1827,96	1,68	21,1	1787,1	18,08	29,95	1798,01				1683,77	144,19	0
1989	50161	Manchones	79,6	0	0	79,6	0	1,58	78,02				79,6	0	0
1989	50162	Mara	133,27	0,52	26,55	106,1	0,1	24,66	108,61				31,3	101,97	0
1989	50163	María de Huerva	308,3	46,94	0,4	255,42	5,54	55,08	253,22				302,85	5,45	0
1989	50164	Mediana de Aragón	369,07	0	0	369,07	0	0,2	368,87				333,34	35,73	0
1989	50165	Mequinenza	532,66	5,5	390,15	136,98	0,03	9,62	523,04				473,04	59,62	12,39
1989	50166	Mesones de Isuela	136,44	0	0	136,44	0	0	136,44				136,14	0,3	1,5
1989	50167	Mezalocha	102,6	1,5	0	101,1	0	3,28	99,32				102,6	0	0
1989	50168	Mianos	1,05	0	0	1,05	0	0	1,05				1,05	0	8,1
1989	50169	Miedes de Aragón	108,24	2,24	18,19	87,8	0,01	39,45	68,79				49,06	59,18	0,46
1989	50170	Monegrillo	0	0	0	0	0	0	0				0	0	0
1989	50171	Moneva	37,1	0	0	37,1	0	0	37,1				1,1	36	0
1989	50172	Monreal de Ariza	338,9	0,04	0,03	335,6	3,23	0,66	338,24				329,24	9,66	0,5
1989	50173	Monterde	169,4	0	0	169,4	0	0	169,4				142,4	27	0
1989	50174	Montón	93,76	5,2	0	88,55	0,01	6,51	87,25				93,56	0,2	5,6
1989	50175	Morata de Jalón	240,79	0,2	11,15	229,33	0,11	10,04	230,75				200,8	39,99	8,24
1989	50176	Morata de Jiloca	242,46	10,73	20	200,46	11,27	75,53	166,93				191,51	50,95	0
1989	50177	Morés	194,72	0,02	12,61	182,07	0,02	11,35	183,37				193,29	1,43	0
1989	50178	Moros	364,85	0,01	5,54	359,29	0,01	6,23	358,62				362,3	2,55	1,5
1989	50179	Moyuela	15,16	0	0	15,16	0	11,77	3,39				5,08	10,08	0
1989	50180	Mozota	71,6	0	0	71,6	0	0,05	71,55				51	20,6	0
1989	50181	Muel	302,14	151,32	2,89	10,52	137,41	155,15	146,99				297,4	4,74	0
1989	50182	Muela (La)	84,1	0	0	84,1	0	0	84,1				83,1	1	0
1989	50183	Munébrega	136,55	0	41,47	93,43	1,65	99,32	37,23				126,98	9,57	9,63
1989	50184	Murero	48,2	0	0	48,2	0	1,09	47,11				41,1	7,1	0
1989	50185	Murillo de Gállego	7,19	0,04	0	7,15	0	0,02	7,17				7,18	0,01	0
1989	50186	Navardún	0,45	0	0	0,37	0,08	0	0,45				0,17	0,28	0
1989	50187	Nigüella	69,24	0,43	0,25	68,56	0	1,22	68,02				64,06	5,18	2,89
1989	50188	Nombrevilla	0,59	0	0	0,59	0	0	0,59				0,59	0	0
1989	50189	Nonaspe	249,99	4,94	16,01	229,04	0	0,71	249,28				211,87	38,12	6,62
1989	50190	Novallas	503,37	0	0	501,17	2,2	0,51	502,86				168,46	334,91	11,03
1989	50191	Novillas	1165,77	0	23,38	1142,39	0	28,04	1137,73				1129,83	35,94	0
1989	50192	Nuévalos	19,61	0	0	19,61	0	0,32	19,29				19,25	0,36	0
1989	50193	Nuez de Ebro	337,41	0	0	337,41	0	0	337,41				336,98	0,43	1,12
1989	50194	Olvés	21,46	0	1,07	20,38	0,01	2,12	19,34				21,21	0,25	0,41
1989	50195	Orcajo	7,55	0	0	6,75	0,8	0	7,55				7,55	0	0
1989	50196	Orera	47,98	0,02	5,26	42,64	0,06	7,55	40,43				1,98	46	0
1989	50197	Orés	39,13	0	0	39,06	0,07	0,03	39,1				39,13	0	8
1989	50198	Oseja	10,8	0	0	10,8	0	0,03	10,77				10,3	0,5	0
1989	50199	Osera de Ebro	533,04	0	0	533,04	0	0	533,04				533,04	0	0
1989	50200	Paniza	5,55	0,01	0,02	5,52	0	4,28	1,27				5,01	0,54	0
1989	50201	Paracuellos de Jiloca	261,54	0	8,3	252,89	0,35	8,56	252,98				253	8,54	2,08
1989	50202	Paracuellos de la Ribera	151,54	1,36	25,41	124,63	0,14	20,39	131,15				143,86	7,68	0
1989	50203	Pastriz	757,91	0,21	1,1	756,59	0,01	0,01	757,9				750,91	7	0
1989	50204	Pedrola	2132,82	0	0,01	2128,81	4	2,16	2130,66				2053,02	79,8	0
1989	50205	Pedrosas (Las)	9,5	0	0	9,5	0	0	9,5				7,5	2	0
1989	50206	Perdiguera	9,15	0	0	9,15	0	0	9,15				9,15	0	0
1989	50207	Piedratajada	212,82	7	1	204,82	0	0	212,82				139,98	72,84	2,5
1989	50208	Pina de Ebro	3034,54	30,41	0	2969,76	34,37	12,55	3021,99				2932,16	102,38	0
1989	50209	Pinseque	890,89	17,92	5,71	856,53	10,73	2,06	888,83				890,89	0	0
1989	50210	Pintanos (Los)	86,25	0	0	66,24	20,01	0,01	86,24				86,03	0,22	0,3
1989	50211	Plasencia de Jalón	308,07	0,15	0	307,92	0	0	308,07				58,16	249,91	0
1989	50212	Pleitas	143,24	0	0	143,24	0	0	143,24				143,24	0	0
1989	50213	Plenas	22,68	0	0	22,68	0	0,64	22,04				7,32	15,36	0
1989	50214	Pomer	0	0	0	0	0	0	0				0	0	0
1989	50215	Pozuel de Ariza	48,52	0	0	48,52	0	5,42	43,1				48,52	0	0
1989	50216	Pozuelo de Aragón	86,6	0	1	85,6	0	3,82	82,78				70,54	16,06	0
1989	50217	Pradilla de Ebro	667,82	0	0	654,35	13,47	23,58	644,24				667,82	0	0,14
1989	50218	Puebla de Albortón	28,1	0	0	28,1	0	0	28,1				28,1	0	0
1989	50219	Puebla de Alfindén (La)	687,16	4,08	0,23	681,35	1,5	5,82	681,34				634,07	53,09	0
1989	50220	Puendeluna	8,76	0	0	8,76	0	0	8,76				8,76	0	0
1989	50221	Purujosa	0	0	0	0	0	0	0				0	0	0
1989	50222	Quinto	3324,96	1881,77	27,11	1416,08	0	0	3324,96				3321,51	3,45	57,09
1989	50223	Remolinos	601,06	0	0	601,06	0	0	601,06				582,76	18,3	0
1989	50224	Retascón	5,8	0	1	4,7	0,1	0,1	5,7				5,8	0	0
1989	50225	Ricla	1902,49	85,58	905,83	854,92	56,16	1136,58	765,91				1871,14	31,35	55,02
1989	50227	Romanos	38,12	23,64	0	14,16	0,32	7,45	30,67				37,61	0,51	60,78
1989	50228	Rueda de Jalón	488,38	16,85	0	468,83	2,7	14,1	474,28				400,79	87,59	0
1989	50229	Ruesca	7,26	0	0,2	7,06	0	0,9	6,36				1,5	5,76	0
1989	50230	Sádaba	5775,82	83,5	3	5685,84	3,48	30,05	5745,77				4734,75	1041,07	90
1989	50231	Salillas de Jalón	101,36	0,77	0,14	100,43	0,02	0	101,36				101,36	0	0
1989	50232	Salvatierra de Esca	3,1	0	0	2,91	0,19	0	3,1				3,05	0,05	1,62
1989	50233	Samper del Salz	18,15	0	0	18,15	0	0,3	17,85				18,15	0	0
1989	50234	San Martín de la Virgen de Moncayo	35,39	0	0	35,21	0,18	1,48	33,91				35,24	0,15	0
1989	50235	San Mateo de Gállego	804,91	0,14	0	804,77	0	0,33	804,58				804,89	0,02	3,03
1989	50236	Santa Cruz de Grío	57,95	0	1,65	56,3	0	12,59	45,36				8,5	49,45	0
1989	50237	Santa Cruz de Moncayo	45,12	0	0	45,12	0	0	45,12				1,86	43,26	14,67
1989	50238	Santa Eulalia de Gállego	0,1	0	0	0,1	0	0	0,1				0,1	0	0
1989	50239	Santed	0,02	0,02	0	0	0	0,02	0				0,02	0	0
1989	50240	Sástago	1000,05	29,63	132,87	836,16	1,39	0	1000,05				1000,05	0	41,69
1989	50241	Saviñán	360,28	0	78,72	211,56	70	1,72	358,56				328,03	32,25	0
1989	50242	Sediles	63,4	0	0	63,4	0	0,17	63,23				19,4	44	0
1989	50243	Sestrica	89,62	0	0,01	89,55	0,06	25,48	64,14				58,79	30,83	0
1989	50244	Sierra de Luna	122,47	75,01	0	47,46	0	0	122,47				103,89	18,58	0
1989	50245	Sigüés	5,12	0,14	0,01	4,89	0,08	0,23	4,89				4,92	0,2	20,62
1989	50246	Sisamón	0	0	0	0	0	0	0				0	0	0
1989	50247	Sobradiel	775,9	0	0	775,9	0	0,8	775,1				754,69	21,21	0
1989	50248	Sos del Rey Católico	1371,07	144,68	0	1218,28	8,11	52,95	1318,12				1095,3	275,77	0
1989	50249	Tabuenca	12,32	0,15	0	12,17	0	0,16	12,16				10,08	2,24	0
1989	50250	Talamantes	8,64	0	0	8,64	0	0	8,64				1,3	7,34	0
1989	50251	Tarazona	2700,22	6,85	11,92	2681,19	0,26	374,33	2325,89				1277,68	1422,54	81,17
1989	50252	Tauste	8879,36	138,24	1,8	8537,28	202,04	54,07	8825,29				7990,2	889,16	99,97
1989	50253	Terrer	508,54	4	0	504,04	0,5	11,62	496,92				503,54	5	0,25
1989	50254	Tierga	121,77	1,47	0,82	118,33	1,15	2,24	119,53				118,61	3,16	14,22
1989	50255	Tobed	78,45	4,1	30,37	43,98	0	26,84	51,61				50,99	27,46	1,54
1989	50256	Torralba de los Frailes	14	14	0	0	0	0	14				14	0	0
1989	50257	Torralba de Ribota	79,85	11,85	0,14	67,69	0,17	16,61	63,24				13,1	66,75	0
1989	50258	Torralbilla	1,47	1,4	0	0,04	0,03	0,03	1,44				1,47	0	0
1989	50259	Torrehermosa	9,92	0	0	9,92	0	5,12	4,8				9,92	0	0
1989	50260	Torrelapaja	0,2	0	0	0	0,2	0	0,2				0,2	0	0
1989	50261	Torrellas	36,77	0	0	36,77	0	0	36,77				23,64	13,13	0,2
1989	50262	Torres de Berrellén	3130,72	4,46	0,06	3125,57	0,63	21,05	3109,67				3125,9	4,82	0
1989	50263	Torrijo de la Cañada	151,97	5	1,44	143,73	1,8	1,6	150,37				146,13	5,84	0
1989	50264	Tosos	22,94	1,26	0,31	21,34	0,03	1,28	21,66				21,33	1,61	0,3
1989	50265	Trasmoz	135,3	0	0	133,16	2,14	0	135,3				118,28	17,02	0
1989	50266	Trasobares	31,07	0,02	0	30,96	0,09	0,08	30,99				26,36	4,71	0
1989	50267	Uncastillo	280,51	4,16	0,33	275,95	0,07	0,53	279,98				232,48	48,03	0
1989	50268	Undués de Lerda	1,42	0	0,1	1,32	0	0,02	1,4				1,42	0	1,75
1989	50269	Urrea de Jalón	287,41	0	0	278,11	9,3	0	287,41				0,71	286,7	0
1989	50270	Urriés	2,99	0	0	2,92	0,07	0,11	2,88				1,89	1,1	3,52
1989	50271	Used	0	0	0	0	0	0	0				0	0	0
1989	50272	Utebo	1169,99	0,3	0	1169,69	0	4,6	1165,39				1150,99	19	0
1989	50273	Valdehorna	25,66	0	0	23,96	1,7	0	25,66				25,66	0	0
1989	50274	Val de San Martín	0,2	0	0	0,2	0	0	0,2				0,2	0	0
1989	50275	Valmadrid	0	0	0	0	0	0	0				0	0	0
1989	50276	Valpalmas	12,04	0	0	12,04	0	0	12,04				12,04	0	0
1989	50277	Valtorres	57,9	0	6	51,9	0	6	51,9				56,5	1,4	0
1989	50278	Velilla de Ebro	238,35	14,2	0	224,15	0	0	238,35				238,35	0	0
1989	50279	Velilla de Jiloca	52,09	0,33	0,1	51,64	0,02	0,34	51,75				51,93	0,16	2,49
1989	50280	Vera de Moncayo	387,58	0	0	387,58	0	1,15	386,43				0	387,58	0
1989	50281	Vierlas	59,64	0	0	59,64	0	0,9	58,74				1,47	58,17	0,7
1989	50282	Vilueña (La)	45,72	0	1,25	44,47	0	8,32	37,4				45,24	0,48	6,49
1989	50283	Villadoz	74,49	21,28	0	53,21	0	14,17	60,32				74,49	0	0
1989	50284	Villafeliche	125,92	2,13	3,17	120,56	0,06	4,34	121,58				92,77	33,15	8,51
1989	50285	Villafranca de Ebro	772,59	4,16	0,99	729,95	37,49	4,94	767,65				741,29	31,3	0,91
1989	50286	Villalba de Perejil	42,04	0	0	42,04	0	2,7	39,34				5,02	37,02	1,95
1989	50287	Villalengua	334,74	10,27	10,98	310,59	2,9	41,86	292,88				310,46	24,28	0
1989	50288	Villanueva de Gállego	1061,84	0	0	1059,84	2	2,5	1059,34				986,99	74,85	11,85
1989	50289	Villanueva de Jiloca	37,25	0	0	37,25	0	0	37,25				37,25	0	0
1989	50290	Villanueva de Huerva	17,58	0,13	0,64	16,45	0,36	0,39	17,19				17,25	0,33	0,78
1989	50291	Villar de los Navarros	16,91	0	0	16,91	0	0	16,91				16,85	0,06	0
1989	50292	Villarreal de Huerva	119,64	34,08	0,02	85,51	0,03	28,21	91,43				95,58	24,06	0
1989	50293	Villarroya de la Sierra	184,85	43,48	1,53	139,81	0,03	5,77	179,08				111,51	73,34	4,1
1989	50294	Villarroya del Campo	10,3	3,94	0,01	6,34	0,01	3,55	6,75				10,29	0,01	0
1989	50295	Vistabella	55,53	0	2,4	52,63	0,5	2,75	52,78				52,18	3,35	0,7
1989	50296	Zaida (La)	315,61	0	0	315,61	0	0	315,61				301,89	13,72	6,87
1989	50297	Zaragoza	12806,61	264,79	198,47	12061,63	281,72	434,72	12371,89				10473,2	2333,41	17,54
1989	50298	Zuera	4075,14	0	0	4047,14	28	0	4075,14				3991,64	83,5	28,75
1989	50901	Biel	4,27	0,28	0	3,97	0,02	0,21	4,06				2,44	1,83	0
1999	22001	Abiego	3,81	2,22	0,14	1,4	0,05	0,37	3,04	0,4	2,19	1,62	3,81	0	0
1999	22002	Abizanda	18,68	0	0	18,43	0,25	5,46	13,2	0,02	17,01	1,67	18,68	0	0
1999	22003	Adahuesca	9,85	0	0,07	9,63	0,15	0,33	9,52	0	9,25	0,6	9,83	0,02	0
1999	22004	Agüero	2,32	0	0	1,74	0,58	0,35	1,97	0	0,04	2,28	1,82	0,5	4,44
1999	22006	Aísa	39,35	0	0	39,35	0	0,09	39,26	0	26,7	12,65	33,31	6,04	0
1999	22007	Albalate de Cinca	2808,85	505,03	193,49	2110,26	0,07	27,53	2781,32	0	2793,82	15,03	2577,14	231,71	297,17
1999	22008	Albalatillo	169,21	0,01	9,06	154,15	5,99	0,07	169,14	0	169,14	0,07	152,49	16,72	20,68
1999	22009	Albelda	2418,54	453,6	315,34	1649,58	0,02	0,04	2418,5	0	2413,15	5,39	2374,72	43,82	92,84
1999	22011	Albero Alto	156,64	116,34	2	38,3	0	0	156,02	0,62	155,98	0,66	121,58	35,06	16,27
1999	22012	Albero Bajo	1046,41	209,06	306,23	531,12	0	0	1046,41	0	1046,41	0	865,09	181,32	166,15
1999	22013	Alberuela de Tubo	1500,18	367,4	30,28	1102,5	0	0	1500,18	0	1500,18	0	1500,18	0	353,64
1999	22014	Alcalá de Gurrea	957,57	534,66	3	419,91	0	11,5	946,07	0	951,57	6	785,53	172,04	160,26
1999	22015	Alcalá del Obispo	518,51	5,5	0,28	512,61	0,12	3,85	514,66	0	512,28	6,23	489,1	29,41	26,29
1999	22016	Alcampell	1411,9	397,04	30,45	983,56	0,85	7,77	1384,04	20,09	1390,87	21,03	1209,25	202,65	35,91
1999	22017	Alcolea de Cinca	4822,99	521,8	46,21	4254,98	0	0,01	4822,98	0	4822,98	0,01	4816,98	6,01	637,27
1999	22018	Alcubierre	529,34	91,35	0	437,99	0	0	529,34	0	529,34	0	288,37	240,97	60,45
1999	22019	Alerre	27,64	22,66	0	4,98	0	7,21	20,43	0	20,58	7,06	27,64	0	0
1999	22020	Alfántega	257,74	41,43	34,98	181,33	0	0	257,74	0	257,74	0	214,36	43,38	0,08
1999	22021	Almudévar	3534,77	172,19	196,23	3166,35	0	30,52	3481,79	22,46	3445,75	89,02	3128,99	405,78	350,26
1999	22022	Almunia de San Juan	1249,54	258,39	7,66	983,49	0	0	1212,22	37,32	1194,54	55	1197,91	51,63	108,24
1999	22023	Almuniente	2569,47	254,09	14,42	2300,96	0	186,89	2361,62	20,96	2569,47	0	2548,38	21,09	376,78
1999	22024	Alquézar	1,3	0	0	1,27	0,03	0	1,3	0	0	1,3	0,77	0,53	0,02
1999	22025	Altorricón	2514,23	1097,33	165,11	1251,79	0	16,38	2492,76	5,09	2509,38	4,85	1919,51	594,72	72,12
1999	22027	Angüés	16,46	0	0	15,98	0,48	0	16,46	0	15,47	0,99	16,35	0,11	0
1999	22028	Ansó	0,09	0	0	0,08	0,01	0	0,09	0	0,01	0,08	0,09	0	3
1999	22029	Antillón	55,76	43,88	0	4,88	7	2,7	53,01	0,05	53,01	2,75	55,76	0	4,58
1999	22032	Aragüés del Puerto	0,31	0	0,01	0,3	0	0	0,31	0	0,18	0,13	0,31	0	0,04
1999	22035	Arén	69,33	20,06	7,46	37,91	3,9	14,57	54,29	0,47	61,13	8,2	57,15	12,18	38,43
1999	22036	Argavieso	249,6	3	0	246,6	0	0	249,6	0	249,6	0	249,6	0	18,69
1999	22037	Arguis	1,5	0,02	0	1,48	0	0	1,5	0	0,65	0,85	0,86	0,64	1,71
1999	22039	Ayerbe	118,79	0,8	0,23	117,76	0	12,11	106,68	0	98,14	20,65	67,02	51,77	169,38
1999	22040	Azanuy-Alins	141,92	15,28	9,89	116,74	0,01	6,63	134,62	0,67	133,67	8,25	122,66	19,26	2,51
1999	22041	Azara	9,4	7,64	0,37	1,34	0,05	0,62	8,78	0	8,74	0,66	9,35	0,05	0,22
1999	22042	Azlor	4,13	0	0,36	3,77	0	0	4,13	0	1,74	2,39	4,05	0,08	7,3
1999	22043	Baells	131,55	33,23	34,97	61,81	1,54	23,63	106,33	1,59	62,98	68,57	118,91	12,64	17,88
1999	22044	Bailo	22,23	0	0	22,08	0,15	0,25	15,39	6,59	18,33	3,9	10,5	11,73	54,49
1999	22045	Baldellou	46,56	5,78	2,27	38,21	0,3	2,99	42,87	0,7	15,02	31,54	24,83	21,73	9,94
1999	22046	Ballobar	484,72	19,75	73,95	391,02	0	0	484,72	0	484,72	0	484,72	0	133
1999	22047	Banastás	33,94	0	0	33,94	0	1,86	29,58	2,5	32,08	1,86	0	33,94	0
1999	22048	Barbastro	2279,68	934,68	629,69	695,51	19,8	4,49	2269,29	5,9	2269,2	10,48	2218,46	61,22	76
1999	22049	Barbués	1165,09	53,96	13,35	1097,78	0	0	1165,09	0	1165,09	0	1165,09	0	244,86
1999	22050	Barbuñales	5,34	2,1	0	3,24	0	0,74	4,6	0	4,52	0,82	5,34	0	0
1999	22051	Bárcabo	47,48	44	0	3,48	0	0,04	47,44	0	46,9	0,58	47,34	0,14	2,46
1999	22052	Belver de Cinca	5366,99	3377,81	460,11	1529,07	0	222,61	5144,32	0,06	4454,52	912,47	4402,89	964,1	393,23
1999	22053	Benabarre	472,73	334,12	15,21	122,97	0,43	2,79	465,48	4,46	465,03	7,7	468,11	4,62	41,91
1999	22054	Benasque	21,95	3,26	0	18,61	0,08	0,03	21,76	0,16	18,55	3,4	3,36	18,59	0
1999	22055	Berbegal	1212,54	814,44	41,4	337,82	18,88	8	1203,81	0,73	1204,13	8,41	1188,06	24,48	188,33
1999	22057	Bielsa	1,71	1,01	0,04	0,66	0	0,03	1,66	0,02	0,5	1,21	1,67	0,04	0
1999	22058	Bierge	21,15	0	0,8	19,57	0,78	2,28	18,77	0,1	17,03	4,12	3,46	17,69	0,14
1999	22059	Biescas	280,6	0	1,97	276,24	2,39	0	280,6	0	277,65	2,95	263,91	16,69	17,07
1999	22060	Binaced	5418,5	2173,32	302,93	2942,25	0	10	5403,58	4,92	5418,5	0	4472,78	945,72	30,69
1999	22061	Binéfar	1314,31	435,45	62,77	748,56	67,53	19,79	1272,19	22,33	1291,3	23,01	1293,31	21	9,18
1999	22062	Bisaurri	17,62	2,6	0	15,01	0,01	0,01	17,57	0,04	17,56	0,06	17,55	0,07	0,4
1999	22063	Biscarrués	113,52	8	0	105,52	0	0,2	113,32	0	105,21	8,31	70,7	42,82	15,15
1999	22064	Blecua y Torres	120,78	50,99	0	69,79	0	4	116,7	0,08	116,49	4,29	116,76	4,02	0
1999	22066	Boltaña	148,23	36,19	0	112,04	0	0	148,23	0	131,47	16,76	147,73	0,5	3,6
1999	22067	Bonansa	43,58	23,13	0,05	20,32	0,08	0,27	43,31	0	43,3	0,28	43,52	0,06	0,5
1999	22068	Borau	28,8	0,05	0,7	28	0,05	0	28,8	0	2,11	26,69	28,8	0	0
1999	22069	Broto	142,7	0,07	0	142,63	0	0	142,7	0	140,65	2,05	101,35	41,35	0
1999	22072	Caldearenas	7,92	0,13	0	7,59	0,2	0,08	7,66	0,18	2,85	5,07	7,55	0,37	0,78
1999	22074	Campo	10,47	0,77	0,23	8,73	0,74	1,82	5,4	3,25	6,15	4,32	6,06	4,41	9
1999	22075	Camporrells	72,54	12,42	10,3	42,15	7,67	3,51	40,18	28,85	57,26	15,28	39,29	33,25	25,01
1999	22076	Canal de Berdún	130,42	22,58	0,94	105,55	1,35	0,89	126,98	2,55	126,95	3,47	127,73	2,69	0,02
1999	22077	Candasnos	2118,56	2051,33	5,42	19,96	41,85	33,94	2084,62	0	2118,56	0	2041,77	76,79	174,93
1999	22078	Canfranc	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	22079	Capdesaso	832,37	51,82	17,66	762,89	0	0	832,37	0	832,37	0	832,37	0	177,7
1999	22080	Capella	29,57	0,76	0,33	28,14	0,34	0,17	28,67	0,73	16,58	12,99	28,21	1,36	6,39
1999	22081	Casbas de Huesca	47,33	0	0,85	45,92	0,56	1,98	45,35	0	40,99	6,34	45,52	1,81	0,3
1999	22082	Castejón del Puente	1178,11	237,92	7,62	932,57	0	23,5	1154,61	0	1178,11	0	902,21	275,9	115,46
1999	22083	Castejón de Monegros	773,28	721,61	0,03	51,64	0	48,6	724,66	0,02	773,26	0,02	751,37	21,91	73,96
1999	22084	Castejón de Sos	93,64	28,45	0,25	57,57	7,37	0,5	92,9	0,24	92,38	1,26	81,38	12,26	0
1999	22085	Castelflorite	1517,52	808,43	69,81	639,28	0	399,52	1118	0	1517,52	0	1506,62	10,9	187,09
1999	22086	Castiello de Jaca	29,4	0	3,69	25,71	0	0	29,4	0	14,18	15,22	29,4	0	0
1999	22087	Castigaleu	2,63	0	0	2,63	0	0	0,13	2,5	2,52	0,11	2,63	0	0
1999	22088	Castillazuelo	41,09	6,95	4,71	29,43	0	1,55	39,54	0	17,63	23,46	39,54	1,55	0,48
1999	22089	Castillonroy	236,96	15,81	21,21	199,45	0,49	0,18	236,46	0,32	220,89	16,07	236,81	0,15	8,58
1999	22090	Colungo	3,94	0,04	0,08	3,8	0,02	1,06	2,78	0,1	2,58	1,36	3,9	0,04	0
1999	22094	Chalamera	229,41	0	0,48	228,93	0	0	229,41	0	229,41	0	229,41	0	3,27
1999	22095	Chía	1,72	1,69	0,02	0,01	0	0,05	1,61	0,06	0	1,72	0,03	1,69	0
1999	22096	Chimillas	21,97	11,21	0	10,76	0	11,23	10,74	0	7,19	14,78	14,17	7,8	0
1999	22099	Esplús	5873,89	4040,95	1064,92	764,02	4	83,5	5790,39	0	3722,28	2151,61	4531,5	1342,39	222,09
1999	22102	Estada	145,77	10,07	0,01	133,89	1,8	0	145,77	0	145,14	0,63	110,23	35,54	16,08
1999	22103	Estadilla	770,92	92,78	69,54	608,6	0	28,01	739,59	3,32	768,49	2,43	224,81	546,11	25,91
1999	22105	Estopiñán del Castillo	153,9	94,9	3,81	53,16	2,03	5,57	147,84	0,49	125	28,9	144,39	9,51	16,25
1999	22106	Fago	0,02	0	0	0,02	0	0	0,02	0	0	0,02	0,02	0	0
1999	22107	Fanlo	1,73	1,05	0	0,68	0	0	1,73	0	1,5	0,23	1,73	0	0
1999	22109	Fiscal	241,22	0	0	241,22	0	0	241,22	0	222,09	19,13	200,06	41,16	0
1999	22110	Fonz	1158,91	70,06	22,12	1063,33	3,4	1,08	1157,77	0,06	1134,55	24,36	724,39	434,52	6,72
1999	22111	Foradada del Toscar	53,48	27,13	5,96	20,05	0,34	8,9	43,42	1,16	33,99	19,49	41,94	11,54	1,49
1999	22112	Fraga	6843,54	930,75	2910,24	2956,3	46,25	54,54	6785,82	3,18	6823,8	19,74	6689,78	153,76	694,99
1999	22113	Fueva (La)	33,05	23,23	0,04	9,75	0,03	1,21	31,84	0	0,16	32,89	32,95	0,1	0,26
1999	22114	Gistaín	10,31	8,43	0	0	1,88	0	10,31	0	0	10,31	10,31	0	0
1999	22115	Grado (El)	322,01	139,01	41,2	139,98	1,82	0,6	320,79	0,62	314,5	7,51	321,26	0,75	19,97
1999	22116	Grañén	6577,81	526,92	239,06	5811,83	0	80,97	6371,38	125,46	6572,01	5,8	5043,58	1534,23	987,2
1999	22117	Graus	135,88	26,34	4,58	102,55	2,41	13,11	121,74	1,03	99,04	36,84	128,02	7,86	13,24
1999	22119	Gurrea de Gállego	3462,07	244,16	32,4	3185,18	0,33	136,47	3325,6	0	3234,95	227,12	3279,78	182,29	389,94
1999	22122	Hoz de Jaca	1,02	0	0	1,02	0	0	1,02	0	0,92	0,1	1,02	0	0
1999	22124	Huerto	2791,62	1568,19	36,66	970,69	216,08	73,73	2717,86	0,03	2736,06	55,56	2726,36	65,26	500,73
1999	22125	Huesca	2933,1	335,06	33,95	2561,44	2,65	43,99	2865,07	24,04	2773,49	159,61	1673,03	1260,07	222,18
1999	22126	Ibieca	5,52	0	2,05	3,47	0	0	5,43	0,09	0,26	5,26	5,52	0	0
1999	22127	Igriés	60,88	0,82	11,02	49,04	0	1,62	59,26	0	56,06	4,82	58,36	2,52	0
1999	22128	Ilche	3210,95	1438,42	115,33	1634,71	22,49	26,15	3154,8	30	3210,82	0,13	3210,77	0,18	307,57
1999	22129	Isábena	141,7	1,2	3,46	132,42	4,62	0,02	141,68	0	111,47	30,23	116,18	25,52	1,09
1999	22130	Jaca	320,2	7,72	13,62	297,22	1,64	14,33	294,74	11,13	119,41	200,79	287,65	32,55	22,8
1999	22131	Jasa	2,7	0	0	2,7	0	0	2,7	0	2,69	0,01	2,59	0,11	0,04
1999	22133	Labuerda	18,11	0	0	18,11	0	0	18,11	0	18,11	0	18,11	0	0
1999	22135	Laluenga	842,59	566,03	17,84	258,72	0	13,46	828,79	0,34	842,03	0,56	842,59	0	51,15
1999	22136	Lalueza	5434,74	526,07	16,61	4891,5	0,56	0	5434,74	0	5434,74	0	5400,73	34,01	1353,74
1999	22137	Lanaja	4059,72	86,79	18,68	3951,05	3,2	0,01	4059,61	0,1	4059,44	0,28	3983,2	76,52	811,41
1999	22139	Laperdiguera	108,58	88,4	0	20,18	0	0,08	108,49	0,01	108,49	0,09	92,67	15,91	3,16
1999	22141	Lascellas-Ponzano	41,89	14	0	27,62	0,27	0,44	41,44	0,01	37,92	3,97	41,8	0,09	16,59
1999	22142	Lascuarre	8,54	1,41	0	7,13	0	0,04	8,5	0	5,96	2,58	6,99	1,55	0
1999	22143	Laspaúles	91,88	27,92	7,72	56,24	0	32,53	58,75	0,6	58,63	33,25	58,46	33,42	0
1999	22144	Laspuña	39,99	0,7	0	39,29	0	0	39,99	0	36,33	3,66	39,99	0	0
1999	22149	Loarre	61,49	0,31	11,65	49,52	0,01	0,58	60,91	0	58,68	2,81	32,63	28,86	53,3
