Año	Municipio código	Municipio nombre	Superficie total agricultura ecológica	Superficie calificada agricultura ecológica	Superficie calificada en reconversión	Superficie calificada primer año prácticas	Superficie certificaciones privadas	Superficie sin clasificar
2017	44020	Alpeñés	0	0	0	0	0	0
2017	44021	Allepuz	0	0	0	0	0	0
2017	44022	Alloza	10,41	6,49	3,92	0	0	0
2017	44023	Allueva	0	0	0	0	0	0
2017	44024	Anadón	0	0	0	0	0	0
2017	44025	Andorra	50,03	28,71	21,32	0	0	0
2017	44026	Arcos de las Salinas	0	0	0	0	0	0
2017	44027	Arens de Lledó	119,05	99,82	16,72	2,51	0	0
2017	44028	Argente	0	0	0	0	0	0
2017	44029	Ariño	10,34	10,34	0	0	0	0
2017	44031	Azaila	273,3	267,62	0	5,68	0	0
2017	44032	Bádenas	0	0	0	0	0	0
2017	44033	Báguena	0	0	0	0	0	0
2017	44034	Bañón	51,49	50,53	0	0,96	0	0
2017	44035	Barrachina	19,01	0	0	0	19,01	0
2017	44036	Bea	0	0	0	0	0	0
2017	44037	Beceite	8,1793	8,1793	0	0	0	0
2017	44038	Belmonte de San José	186,68	15,86	165,55	5,27	0	0
2017	44039	Bello	0	0	0	0	0	0
2017	44040	Berge	18,65	0	18,01	0,64	0	0
2017	44041	Bezas	0	0	0	0	0	0
2017	44042	Blancas	680,48	680,4	0	0,08	0	0
2017	44043	Blesa	5,97	5,97	0	0	0	0
2017	44044	Bordón	0,54	0,54	0	0	0	0
2017	44045	Bronchales	0	0	0	0	0	0
2017	44046	Bueña	0	0	0	0	0	0
2017	44047	Burbáguena	2,92	1,43	0	0	1,49	0
2017	44048	Cabra de Mora	0	0	0	0	0	0
2017	44049	Calaceite	560,1721	373,69	111,29	75,1921	0	0
2017	44050	Calamocha	69,2531	24,79	1,0031	2,84	40,62	0
2017	44051	Calanda	400,17	52,63	57,14	1,1	289,3	0
2017	44052	Calomarde	0	0	0	0	0	0
2017	44053	Camañas	2,27	2,27	0	0	0	0
2017	44054	Camarena de la Sierra	0	0	0	0	0	0
2017	44055	Camarillas	22,07	22,07	0	0	0	0
2017	44056	Caminreal	45,05	32,61	0	12,44	0	0
2017	44059	Cantavieja	0	0	0	0	0	0
2017	44060	Cañada de Benatanduz	136,3	0	136,3	0	0	0
2017	44061	Cañada de Verich (La)	0	0	0	0	0	0
2017	44062	Cañada Vellida	5,5	5,5	0	0	0	0
2017	44063	Cañizar del Olivar	0	0	0	0	0	0
2017	44064	Cascante del Río	0	0	0	0	0	0
2017	44065	Castejón de Tornos	0	0	0	0	0	0
2017	44066	Castel de Cabra	0	0	0	0	0	0
2017	44067	Castelnou	0	0	0	0	0	0
2017	44068	Castelserás	53,75	36,72	7,36	9,67	0	0
2017	44070	Castellar (El)	26,14	15,92	0	10,22	0	0
2017	44071	Castellote	874,09	564,6	9,11	300,38	0	0
2017	44074	Cedrillas	1,11	0	0	1,11	0	0
2017	44075	Celadas	0	0	0	0	0	0
2017	44076	Cella	0	0	0	0	0	0
2017	44077	Cerollera (La)	0	0	0	0	0	0
2017	44080	Codoñera (La)	74,65	28,3	38,93	7,42	0	0
2017	44082	Corbalán	0	0	0	0	0	0
2017	44084	Cortes de Aragón	0	0	0	0	0	0
2017	44085	Cosa	0	0	0	0	0	0
2017	44086	Cretas	140,1993	60,26	26,47	53,4693	0	0
2017	44087	Crivillén	1,14	1,14	0	0	0	0
2017	44088	Cuba (La)	0	0	0	0	0	0
2017	44089	Cubla	0	0	0	0	0	0
2017	44090	Cucalón	0	0	0	0	0	0
2017	44092	Cuervo (El)	0	0	0	0	0	0
2017	44093	Cuevas de Almudén	0	0	0	0	0	0
2017	44094	Cuevas Labradas	56,32	56,32	0	0	0	0
2017	44096	Ejulve	0	0	0	0	0	0
2017	44097	Escorihuela	180,41	180,41	0	0	0	0
2017	44099	Escucha	0	0	0	0	0	0
2017	44100	Estercuel	0	0	0	0	0	0
2017	44101	Ferreruela de Huerva	0	0	0	0	0	0
2017	44102	Fonfría	0	0	0	0	0	0
2017	44103	Formiche Alto	0	0	0	0	0	0
2017	44105	Fórnoles	47,63	12,03	35,6	0	0	0
2017	44106	Fortanete	12,9	6,68	0,79	5,43	0	0
2017	44107	Foz-Calanda	34,63	1,68	4,39	0	28,56	0
2017	44108	Fresneda (La)	31,35	27,63	3,72	0	0	0
2017	44109	Frías de Albarracín	0	0	0	0	0	0
2017	44110	Fuenferrada	39,55	0	8,46	31,09	0	0
2017	44111	Fuentes Calientes	299,16	67,53	0,69	0	230,94	0
2017	44112	Fuentes Claras	0	0	0	0	0	0
2017	44113	Fuentes de Rubielos	0	0	0	0	0	0
2017	44114	Fuentespalda	26,7348	9,87	10,18	6,6848	0	0
2017	44115	Galve	0	0	0	0	0	0
2017	44116	Gargallo	0	0	0	0	0	0
2017	44117	Gea de Albarracín	0	0	0	0	0	0
2017	44118	Ginebrosa (La)	55,94	4,95	13,29	37,7	0	0
2017	44119	Griegos	683,5	0	0	0	683,5	0
2017	44120	Guadalaviar	0	0	0	0	0	0
2017	44121	Gúdar	0	0	0	0	0	0
2017	44122	Híjar	778,62	623,25	142,06	2,38	10,93	0
2017	44123	Hinojosa de Jarque	0	0	0	0	0	0
2017	44124	Hoz de la Vieja (La)	0	0	0	0	0	0
2017	44125	Huesa del Común	0	0	0	0	0	0
2017	44126	Iglesuela del Cid (La)	0	0	0	0	0	0
2017	44127	Jabaloyas	0	0	0	0	0	0
2017	44128	Jarque de la Val	0	0	0	0	0	0
2017	44129	Jatiel	0	0	0	0	0	0
2017	44130	Jorcas	1,09	1,09	0	0	0	0
2017	44131	Josa	91,72	91,72	0	0	0	0
2017	44132	Lagueruela	0	0	0	0	0	0
2017	44133	Lanzuela	0	0	0	0	0	0
2017	44135	Libros	0	0	0	0	0	0
2017	44136	Lidón	41,73	0	0	0	41,73	0
2017	44137	Linares de Mora	269,9724	269,9724	0	0	0	0
2017	44138	Loscos	0,68	0,68	0	0	0	0
2017	44141	Lledó	21,08	14,73	6,35	0	0	0
2017	44142	Maicas	0	0	0	0	0	0
2017	44143	Manzanera	0	0	0	0	0	0
2017	44144	Martín del Río	0	0	0	0	0	0
2017	44145	Mas de las Matas	32,28	11,68	8,75	11,85	0	0
2017	44146	Mata de los Olmos (La)	56,98	51,53	2,73	2,72	0	0
2017	44147	Mazaleón	643,15	556,31	62,58	24,26	0	0
2017	44148	Mezquita de Jarque	0	0	0	0	0	0
2017	44149	Mirambel	0	0	0	0	0	0
2017	44150	Miravete de la Sierra	202,43	202,43	0	0	0	0
2017	44151	Molinos	0	0	0	0	0	0
2017	44152	Monforte de Moyuela	0	0	0	0	0	0
2017	44153	Monreal del Campo	23,25	1,6	0,8	20,85	0	0
2017	44154	Monroyo	0	0	0	0	0	0
2017	44155	Montalbán	0	0	0	0	0	0
2017	44156	Monteagudo del Castillo	72,51	3,48	0	69,03	0	0
2017	44157	Monterde de Albarracín	0	0	0	0	0	0
2017	44158	Mora de Rubielos	0	0	0	0	0	0
2017	44159	Moscardón	0	0	0	0	0	0
2017	44160	Mosqueruela	334,2925	334,2925	0	0	0	0
2017	44161	Muniesa	67,07	67,07	0	0	0	0
2017	44163	Noguera de Albarracín	0	0	0	0	0	0
2017	44164	Nogueras	0	0	0	0	0	0
2017	44165	Nogueruelas	0	0	0	0	0	0
2017	44167	Obón	0	0	0	0	0	0
2017	44168	Odón	0	0	0	0	0	0
2017	44169	Ojos Negros	0	0	0	0	0	0
2017	44171	Olba	0	0	0	0	0	0
2017	44172	Oliete	7,66	7,66	0	0	0	0
2017	44173	Olmos (Los)	74,74	26,12	42,1	6,52	0	0
2017	44174	Orihuela del Tremedal	0	0	0	0	0	0
2017	44175	Orrios	0	0	0	0	0	0
2017	44176	Palomar de Arroyos	0	0	0	0	0	0
2017	44177	Pancrudo	0	0	0	0	0	0
2017	44178	Parras de Castellote (Las)	1,92	0	1,92	0	0	0
2017	44179	Peñarroya de Tastavins	227,5215	223,0215	4,5	0	0	0
2017	44180	Peracense	0	0	0	0	0	0
2017	44181	Peralejos	172,85	172,85	0	0	0	0
2017	44182	Perales del Alfambra	573,18	184,41	0	0	388,77	0
2017	44183	Pitarque	0	0	0	0	0	0
2017	44184	Plou	0	0	0	0	0	0
2017	44185	Pobo (El)	149,65	125,5	0	24,15	0	0
2017	44187	Portellada (La)	58,55	56,39	2,16	0	0	0
2017	44189	Pozondón	0	0	0	0	0	0
2017	44190	Pozuel del Campo	5,74	0	0	5,74	0	0
2017	44191	Puebla de Híjar (La)	1,07	1,07	0	0	0	0
2017	44192	Puebla de Valverde (La)	124,18	124,18	0	0	0	0
2017	44193	Puertomingalvo	0	0	0	0	0	0
2017	44194	Ráfales	114,199	100,85	13,349	0	0	0
2017	44195	Rillo	7,29	3,2	0	0	4,09	0
2017	44196	Riodeva	0	0	0	0	0	0
2017	44197	Ródenas	0	0	0	0	0	0
2017	44198	Royuela	0	0	0	0	0	0
2017	44199	Rubiales	0	0	0	0	0	0
2017	44200	Rubielos de la Cérida	0	0	0	0	0	0
2017	44201	Rubielos de Mora	0	0	0	0	0	0
2017	44203	Salcedillo	0	0	0	0	0	0
2017	44204	Saldón	0	0	0	0	0	0
2017	44205	Samper de Calanda	1043,42	1040,32	1,58	1,52	0	0
2017	44206	San Agustín	0	0	0	0	0	0
2017	44207	San Martín del Río	34,46	34,46	0	0	0	0
2017	44208	Santa Cruz de Nogueras	0	0	0	0	0	0
2017	44209	Santa Eulalia	0	0	0	0	0	0
2017	44210	Sarrión	0	0	0	0	0	0
2017	44211	Segura de los Baños	0	0	0	0	0	0
2017	44212	Seno	0	0	0	0	0	0
2017	44213	Singra	16,83	3,21	13,62	0	0	0
2017	44215	Terriente	0	0	0	0	0	0
2017	44216	Teruel	154,28	56,15	9,41	88,72	0	0
2017	44217	Toril y Masegoso	2,1	0	2,1	0	0	0
2017	44218	Tormón	0	0	0	0	0	0
2017	44219	Tornos	0	0	0	0	0	0
2017	44220	Torralba de los Sisones	440,41	328,37	7,24	104,8	0	0
2017	44221	Torrecilla de Alcañiz	309,5395	247,9795	55,5	6,06	0	0
2017	44222	Torrecilla del Rebollar	2,23	2,23	0	0	0	0
2017	44223	Torre de Arcas	0	0	0	0	0	0
2017	44224	Torre de las Arcas	0	0	0	0	0	0
2017	44225	Torre del Compte	57,27	4,32	4,03	8,79	40,13	0
2017	44226	Torrelacárcel	0	0	0	0	0	0
2017	44227	Torre los Negros	382,47	382,47	0	0	0	0
2017	44228	Torremocha de Jiloca	599,93	599,93	0	0	0	0
2017	44229	Torres de Albarracín	0	0	0	0	0	0
2017	44230	Torrevelilla	72,609	20,67	14,85	37,089	0	0
2017	44231	Torrijas	0	0	0	0	0	0
2017	44232	Torrijo del Campo	0	0	0	0	0	0
2017	44234	Tramacastiel	0	0	0	0	0	0
2017	44235	Tramacastilla	0	0	0	0	0	0
2017	44236	Tronchón	0	0	0	0	0	0
2017	44237	Urrea de Gaén	16,35	0	16,35	0	0	0
2017	44238	Utrillas	0	0	0	0	0	0
2017	44239	Valacloche	0	0	0	0	0	0
2017	44240	Valbona	0	0	0	0	0	0
2017	44241	Valdealgorfa	172,79	136,22	31,07	5,5	0	0
2017	44243	Valdecuenca	0	0	0	0	0	0
2017	44244	Valdelinares	0	0	0	0	0	0
2017	44245	Valdeltormo	229,11	209,02	17,48	2,61	0	0
2017	44246	Valderrobres	364,4308	248,11	73,28	42,7208	0,32	0
2017	44247	Valjunquera	141,53	134,34	6,18	1,01	0	0
2017	44249	Vallecillo (El)	0	0	0	0	0	0
2017	44250	Veguillas de la Sierra	0	0	0	0	0	0
2017	44251	Villafranca del Campo	122,04	72,09	41,11	8,84	0	0
2017	44252	Villahermosa del Campo	2,44	2,44	0	0	0	0
2017	44256	Villanueva del Rebollar de la Sierra	0	0	0	0	0	0
2017	44257	Villar del Cobo	0	0	0	0	0	0
2017	44258	Villar del Salz	0	0	0	0	0	0
2017	44260	Villarluengo	0	0	0	0	0	0
2017	44261	Villarquemado	8,18	0	0	8,18	0	0
2017	44262	Villarroya de los Pinares	0	0	0	0	0	0
2017	44263	Villastar	2,36	0	0,95	1,41	0	0
2017	44264	Villel	1,5274	0,2274	0	1,3	0	0
2017	44265	Vinaceite	62,9	62,9	0	0	0	0
2017	44266	Visiedo	46,67	42,05	0	0	4,62	0
2017	44267	Vivel del Río Martín	10,58	0	1,02	9,56	0	0
2017	44268	Zoma (La)	0	0	0	0	0	0
2017	50001	Abanto	0	0	0	0	0	0
2017	50002	Acered	10,4	9,33	1,07	0	0	0
2017	50003	Agón	0,94	0	0	0	0,94	0
2017	50004	Aguarón	0	0	0	0	0	0
2017	50005	Aguilón	11,14	11,14	0	0	0	0
2017	50006	Ainzón	9,84	8,83	0	0	1,01	0
2017	50007	Aladrén	13,8081	0	0	13,8081	0	0
2017	50008	Alagón	14,992	14,992	0	0	0	0
2017	50009	Alarba	4,61	3,32	1,29	0	0	0
2017	50010	Alberite de San Juan	10,67	0	0	0	10,67	0
2017	50011	Albeta	1,76	0	0	0	1,76	0
2017	50012	Alborge	0	0	0	0	0	0
2017	50013	Alcalá de Ebro	81,37	0	0	81,37	0	0
2017	50014	Alcalá de Moncayo	0	0	0	0	0	0
2017	50015	Alconchel de Ariza	0	0	0	0	0	0
2017	50016	Aldehuela de Liestos	0,7296	0	0	0,7296	0	0
2017	50017	Alfajarín	1176,75	381,07	0	0	795,68	0
2017	50018	Alfamén	650,35	392,26	0,97	9,69	247,43	0
2017	50019	Alforque	61,37	58,7	0	2,67	0	0
2017	50020	Alhama de Aragón	15,76	10,57	1,01	4,18	0	0
2017	50021	Almochuel	27,52	24,4	0	3,12	0	0
2017	50022	Almolda (La)	181,58	181,58	0	0	0	0
2017	50023	Almonacid de la Cuba	328,32	229,02	0	29,27	70,03	0
2017	50024	Almonacid de la Sierra	391,1998	30,49	296,8998	63,81	0	0
2017	50025	Almunia de Doña Godina (La)	263,1405	4,41	10,0645	22,696	225,97	0
2017	50026	Alpartir	2,53	0	1,15	1,38	0	0
2017	50027	Ambel	7,75	0	0	0	7,75	0
2017	50028	Anento	0	0	0	0	0	0
2017	50029	Aniñón	0	0	0	0	0	0
2017	50030	Añón de Moncayo	32,92	0	0	0	32,92	0
2017	50031	Aranda de Moncayo	0	0	0	0	0	0
2017	50032	Arándiga	21,32	8,69	12,63	0	0	0
2017	50033	Ardisa	0	0	0	0	0	0
2017	50034	Ariza	21,93	21,93	0	0	0	0
2017	50035	Artieda	0	0	0	0	0	0
2017	50036	Asín	0	0	0	0	0	0
2017	50037	Atea	7,23	4,88	0,56	1,79	0	0
2017	50038	Ateca	0	0	0	0	0	0
2017	50039	Azuara	658,225	445,81	3,77	208,645	0	0
2017	50040	Badules	0,32	0,32	0	0	0	0
2017	50041	Bagüés	0	0	0	0	0	0
2017	50042	Balconchán	6,98	0	6,71	0,27	0	0
2017	50043	Bárboles	0	0	0	0	0	0
2017	50044	Bardallur	1,07	1,07	0	0	0	0
2017	50045	Belchite	1955,12	1484,05	158,52	192,13	120,42	0
2017	50046	Belmonte de Gracián	0	0	0	0	0	0
2017	50047	Berdejo	470,53	0	0	0	470,53	0
2017	50048	Berrueco	0	0	0	0	0	0
2017	50050	Bijuesca	6,73	0	6,73	0	0	0
2017	50051	Biota	6,42	0	0	0	6,42	0
2017	50052	Bisimbre	0	0	0	0	0	0
2017	50053	Boquiñeni	0	0	0	0	0	0
2017	50054	Bordalba	191,12	25,23	164,26	1,63	0	0
2017	50055	Borja	922,48	51,88	19,83	0	850,77	0
2017	50056	Botorrita	11,25	10,67	0,58	0	0	0
2017	50057	Brea de Aragón	0	0	0	0	0	0
2017	50058	Bubierca	0	0	0	0	0	0
2017	50059	Bujaraloz	919,53	382,87	0	0	536,66	0
2017	50060	Bulbuente	0	0	0	0	0	0
2017	50061	Bureta	0,55	0	0,55	0	0	0
2017	50062	Burgo de Ebro (El)	0,94	0,94	0	0	0	0
2017	50063	Buste (El)	13,66	0	0	0	13,66	0
2017	50064	Cabañas de Ebro	0,28	0	0	0,28	0	0
2017	50065	Cabolafuente	0	0	0	0	0	0
2017	50066	Cadrete	0	0	0	0	0	0
2017	50067	Calatayud	55,2594	50,6194	2,79	1,85	0	0
2017	50068	Calatorao	387,87	138,57	9,29	181,3	58,71	0
2017	50069	Calcena	0	0	0	0	0	0
2017	50070	Calmarza	0	0	0	0	0	0
2017	50071	Campillo de Aragón	0	0	0	0	0	0
2017	50072	Carenas	0	0	0	0	0	0
2017	50073	Cariñena	383,87	365,02	1,42	17,43	0	0
2017	50074	Caspe	2127,0242	1674,3743	223,939	96,3009	132,41	0
2017	50075	Castejón de Alarba	0,8	0,8	0	0	0	0
2017	50076	Castejón de las Armas	0	0	0	0	0	0
2017	50077	Castejón de Valdejasa	0	0	0	0	0	0
2017	50078	Castiliscar	367,81	259,54	0	0	108,27	0
2017	50079	Cervera de la Cañada	108,23	0	0	0	108,23	0
2017	50080	Cerveruela	0	0	0	0	0	0
2017	50081	Cetina	0	0	0	0	0	0
2017	50082	Cimballa	0	0	0	0	0	0
2017	50083	Cinco Olivas	0	0	0	0	0	0
2017	50084	Clarés de Ribota	0	0	0	0	0	0
2017	50085	Codo	76,21	49,6	0	24,34	2,27	0
2017	50086	Codos	91,2	91,2	0	0	0	0
2017	50087	Contamina	27,33	0	27,33	0	0	0
2017	50088	Cosuenda	0	0	0	0	0	0
2017	50089	Cuarte de Huerva	1,88	0	0	0	1,88	0
2017	50090	Cubel	0	0	0	0	0	0
2017	50091	Cuerlas (Las)	0	0	0	0	0	0
2017	50092	Chiprana	19,76	0	0	0	19,76	0
2017	50093	Chodes	0	0	0	0	0	0
2017	50094	Daroca	2,05	0	2,05	0	0	0
2017	50095	Ejea de los Caballeros	384,19	169,96	32,66	34,66	146,91	0
2017	50096	Embid de Ariza	0	0	0	0	0	0
2017	50098	Encinacorba	14,18	14,18	0	0	0	0
2017	50099	Épila	2499,1175	1550,24	167,1275	60,54	721,21	0
2017	50100	Erla	6,74	6,74	0	0	0	0
2017	50101	Escatrón	949,23	639,36	236,43	34,42	39,02	0
2017	50102	Fabara	161,53	152,6	5,34	3,59	0	0
2017	50104	Farlete	1330,98	1297,63	25,75	7,6	0	0
2017	50105	Fayón	30,85	30,85	0	0	0	0
2017	50106	Fayos (Los)	0	0	0	0	0	0
2017	50107	Figueruelas	5,79	0	0	0	5,79	0
2017	50108	Fombuena	190,34	189,61	0,28	0,45	0	0
2017	50109	Frago (El)	0	0	0	0	0	0
2017	50110	Frasno (El)	58,9105	7,64	14,9405	0	36,33	0
2017	50111	Fréscano	2,33	2,33	0	0	0	0
2017	50113	Fuendejalón	280,235	75,83	13,21	2,596	188,599	0
2017	50114	Fuendetodos	273,58	195,55	0	1,16	76,87	0
2017	50115	Fuentes de Ebro	1,65	0	1,65	0	0	0
2017	50116	Fuentes de Jiloca	2,29	0	0	2,29	0	0
2017	50117	Gallocanta	0	0	0	0	0	0
2017	50118	Gallur	0	0	0	0	0	0
2017	50119	Gelsa	15,24	15,24	0	0	0	0
2017	50120	Godojos	0	0	0	0	0	0
2017	50121	Gotor	0	0	0	0	0	0
2017	50122	Grisel	0	0	0	0	0	0
2017	50123	Grisén	3,55	0,65	0	2,9	0	0
2017	50124	Herrera de los Navarros	73,46	73,46	0	0	0	0
2017	50125	Ibdes	0	0	0	0	0	0
2017	50126	Illueca	0,19	0,19	0	0	0	0
2017	50128	Isuerre	0	0	0	0	0	0
2017	50129	Jaraba	0	0	0	0	0	0
2017	50130	Jarque de Moncayo	0	0	0	0	0	0
2017	50131	Jaulín	10,1	9,77	0	0	0,33	0
2017	50132	Joyosa (La)	0	0	0	0	0	0
2017	50133	Lagata	220,89	220,05	0,19	0,65	0	0
2017	50134	Langa del Castillo	35,18	32,22	0	2,96	0	0
2017	50135	Layana	0	0	0	0	0	0
2017	50136	Lécera	2360,97	1992,47	121,67	37,28	209,55	0
2017	50137	Leciñena	112,81	109,84	0	2,97	0	0
2017	50138	Lechón	0	0	0	0	0	0
2017	50139	Letux	74,18	61,62	1,93	10,63	0	0
2017	50140	Litago	0	0	0	0	0	0
2017	50141	Lituénigo	0	0	0	0	0	0
2017	50142	Lobera de Onsella	0	0	0	0	0	0
2017	50143	Longares	0	0	0	0	0	0
2017	50144	Longás	0	0	0	0	0	0
2017	50146	Lucena de Jalón	16,55	9,35	3,37	0,95	2,88	0
2017	50147	Luceni	18,05	0	0	0	18,05	0
2017	50148	Luesia	0	0	0	0	0	0
2017	50149	Luesma	0	0	0	0	0	0
2017	50150	Lumpiaque	452,4255	35,06	4,67	7,2155	405,48	0
2017	50151	Luna	15,47	15,47	0	0	0	0
2017	50152	Maella	168,94	151,63	14,67	2,64	0	0
2017	50153	Magallón	52,52	31,98	1,08	0	19,46	0
2017	50154	Mainar	14,6112	0	0	0	14,6112	0
2017	50155	Malanquilla	0	0	0	0	0	0
2017	50156	Maleján	0	0	0	0	0	0
2017	50157	Malón	0	0	0	0	0	0
2017	50159	Maluenda	5,95	5,33	0,62	0	0	0
2017	50160	Mallén	28,54	16,64	11,21	0,69	0	0
2017	50161	Manchones	5,28	0	3,7	1,58	0	0
2017	50162	Mara	8,25	1,97	6,28	0	0	0
2017	50163	María de Huerva	232,36	2,26	0	0	230,1	0
2017	50164	Mediana de Aragón	53,2	50,88	0	2,32	0	0
2017	50165	Mequinenza	72,84	71,73	1,11	0	0	0
2017	50166	Mesones de Isuela	38,17	38,17	0	0	0	0
2017	50167	Mezalocha	90,87	0,59	0	90,28	0	0
2017	50168	Mianos	0	0	0	0	0	0
2017	50169	Miedes de Aragón	60,76	49,3	11,46	0	0	0
2017	50170	Monegrillo	824,45	671,28	0	153,17	0	0
2017	50171	Moneva	121,63	98,07	14,85	8,71	0	0
2017	50172	Monreal de Ariza	22,7781	4,7986	15,4295	2,55	0	0
2017	50173	Monterde	0	0	0	0	0	0
2017	50174	Montón	6,01	0	0	6,01	0	0
2017	50175	Morata de Jalón	39,9898	0	27,2	12,7898	0	0
2017	50176	Morata de Jiloca	0	0	0	0	0	0
2017	50177	Morés	0	0	0	0	0	0
2017	50178	Moros	0	0	0	0	0	0
2017	50179	Moyuela	0	0	0	0	0	0
2017	50180	Mozota	0	0	0	0	0	0
2017	50181	Muel	161,81	157,83	1,29	0,93	1,76	0
2017	50182	Muela (La)	663,26	280,25	17,77	0,97	364,27	0
2017	50183	Munébrega	21,55	21,03	0,52	0	0	0
2017	50184	Murero	23,62	5,18	10,09	8,35	0	0
2017	50185	Murillo de Gállego	0	0	0	0	0	0
2017	50186	Navardún	0	0	0	0	0	0
2017	50187	Nigüella	17,23	7,27	9,96	0	0	0
2017	50188	Nombrevilla	0	0	0	0	0	0
2017	50189	Nonaspe	5,74	5,74	0	0	0	0
2017	50190	Novallas	0	0	0	0	0	0
2017	50191	Novillas	0	0	0	0	0	0
2017	50192	Nuévalos	0	0	0	0	0	0
2017	50193	Nuez de Ebro	64,78	0	0	0	64,78	0
2017	50194	Olvés	0	0	0	0	0	0
2017	50195	Orcajo	0	0	0	0	0	0
2017	50196	Orera	0	0	0	0	0	0
2017	50197	Orés	0	0	0	0	0	0
2017	50198	Oseja	0	0	0	0	0	0
2017	50199	Osera de Ebro	0	0	0	0	0	0
2017	50200	Paniza	0	0	0	0	0	0
2017	50201	Paracuellos de Jiloca	28	4,75	15,14	8,11	0	0
2017	50202	Paracuellos de la Ribera	0	0	0	0	0	0
2017	50203	Pastriz	1,24	1,195	0	0,045	0	0
2017	50204	Pedrola	365,38	85,46	0	0	279,92	0
2017	50205	Pedrosas (Las)	0	0	0	0	0	0
2017	50206	Perdiguera	424,29	424,13	0,16	0	0	0
2017	50207	Piedratajada	0	0	0	0	0	0
2017	50208	Pina de Ebro	424,63	50,04	1,34	0	373,25	0
2017	50209	Pinseque	0	0	0	0	0	0
2017	50210	Pintanos (Los)	0	0	0	0	0	0
2017	50211	Plasencia de Jalón	637,03	0	0	0	637,03	0
2017	50212	Pleitas	0	0	0	0	0	0
2017	50213	Plenas	0	0	0	0	0	0
2017	50214	Pomer	0	0	0	0	0	0
2017	50215	Pozuel de Ariza	0	0	0	0	0	0
2017	50216	Pozuelo de Aragón	319,01	67,68	9,38	0	241,95	0
2017	50217	Pradilla de Ebro	0	0	0	0	0	0
2017	50218	Puebla de Albortón	1200,02	1171,76	6,44	21,82	0	0
2017	50219	Puebla de Alfindén (La)	0	0	0	0	0	0
2017	50220	Puendeluna	0	0	0	0	0	0
2017	50221	Purujosa	0	0	0	0	0	0
2017	50222	Quinto	35,08	35,08	0	0	0	0
2017	50223	Remolinos	0	0	0	0	0	0
2017	50224	Retascón	0	0	0	0	0	0
2017	50225	Ricla	199,6429	1,5118	130,5401	67,591	0	0
2017	50227	Romanos	0	0	0	0	0	0
2017	50228	Rueda de Jalón	1473,2502	920,03	38,46	6,2002	508,56	0
2017	50229	Ruesca	0	0	0	0	0	0
2017	50230	Sádaba	101,32	20,04	37,8	31,4	12,08	0
2017	50231	Salillas de Jalón	0	0	0	0	0	0
2017	50232	Salvatierra de Esca	0	0	0	0	0	0
2017	50233	Samper del Salz	205,26	197,15	2	6,11	0	0
2017	50234	San Martín de la Virgen de Moncayo	0	0	0	0	0	0
2017	50235	San Mateo de Gállego	78,1075	49,89	0,06	28,1575	0	0
2017	50236	Santa Cruz de Grío	0	0	0	0	0	0
2017	50237	Santa Cruz de Moncayo	0	0	0	0	0	0
2017	50238	Santa Eulalia de Gállego	0	0	0	0	0	0
2017	50239	Santed	0	0	0	0	0	0
2017	50240	Sástago	454,15	402,87	3,83	0	47,45	0
2017	50241	Saviñán	0,26	0	0,26	0	0	0
2017	50242	Sediles	0	0	0	0	0	0
2017	50243	Sestrica	0	0	0	0	0	0
2017	50244	Sierra de Luna	0	0	0	0	0	0
2017	50245	Sigüés	0	0	0	0	0	0
2017	50246	Sisamón	0	0	0	0	0	0
2017	50247	Sobradiel	0	0	0	0	0	0
2017	50248	Sos del Rey Católico	208,33	16,3	0	0	192,03	0
2017	50249	Tabuenca	32,8	6,07	9,14	9,12	8,47	0
2017	50250	Talamantes	0	0	0	0	0	0
2017	50251	Tarazona	27,8904	16,9858	1,8346	1,04	8,03	0
2017	50252	Tauste	154,0156	21,6556	49,04	15,44	67,88	0
2017	50253	Terrer	0	0	0	0	0	0
2017	50254	Tierga	0	0	0	0	0	0
2017	50255	Tobed	0	0	0	0	0	0
2017	50256	Torralba de los Frailes	0	0	0	0	0	0
2017	50257	Torralba de Ribota	119,13	0	0	0	119,13	0
2017	50258	Torralbilla	0,95	0,95	0	0	0	0
2017	50259	Torrehermosa	0	0	0	0	0	0
2017	50260	Torrelapaja	0	0	0	0	0	0
2017	50261	Torrellas	0	0	0	0	0	0
2017	50262	Torres de Berrellén	0	0	0	0	0	0
2017	50263	Torrijo de la Cañada	1,74	0	1,74	0	0	0
2017	50264	Tosos	30,63	27,62	3,01	0	0	0
2017	50265	Trasmoz	0	0	0	0	0	0
2017	50266	Trasobares	0	0	0	0	0	0
2017	50267	Uncastillo	135,15	135,15	0	0	0	0
2017	50268	Undués de Lerda	0	0	0	0	0	0
2017	50269	Urrea de Jalón	0	0	0	0	0	0
2017	50270	Urriés	0	0	0	0	0	0
2017	50271	Used	0	0	0	0	0	0
2017	50272	Utebo	0	0	0	0	0	0
2017	50273	Valdehorna	0,28	0	0,28	0	0	0
2017	50274	Val de San Martín	0,19	0	0,19	0	0	0
2017	50275	Valmadrid	291,37	1,26	0	0	290,11	0
2017	50276	Valpalmas	0	0	0	0	0	0
2017	50277	Valtorres	0	0	0	0	0	0
2017	50278	Velilla de Ebro	9,6	9,6	0	0	0	0
2017	50279	Velilla de Jiloca	0	0	0	0	0	0
2017	50280	Vera de Moncayo	0	0	0	0	0	0
