Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
50038	Ateca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	102
50038	Ateca	Con calefacción	Con calefacción colectiva	Madera	4
50038	Ateca	Con calefacción	Con calefacción individual	Gas	40
50038	Ateca	Con calefacción	Con calefacción individual	Electricidad	104
50038	Ateca	Con calefacción	Con calefacción individual	Derivados del petróleo	278
50038	Ateca	Con calefacción	Con calefacción individual	Madera	52
50038	Ateca	Con calefacción	Con calefacción individual	Derivados del carbón	1
50038	Ateca	Con calefacción	Con calefacción individual	Otros	3
50038	Ateca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	35
50038	Ateca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	30
50038	Ateca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	19
50038	Ateca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	10
50038	Ateca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	3
50038	Ateca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50038	Ateca	Sin calefacción	Sin ningún medio	 No aplicable	54
50039	Azuara	Con calefacción	Con calefacción individual	Gas	1
50039	Azuara	Con calefacción	Con calefacción individual	Electricidad	10
50039	Azuara	Con calefacción	Con calefacción individual	Derivados del petróleo	69
50039	Azuara	Con calefacción	Con calefacción individual	Madera	3
50039	Azuara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	42
50039	Azuara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	19
50039	Azuara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	5
50039	Azuara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	125
50039	Azuara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50039	Azuara	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50039	Azuara	Sin calefacción	Sin ningún medio	 No aplicable	7
50040	Badules	Con calefacción	Con calefacción colectiva	Madera	2
50040	Badules	Con calefacción	Con calefacción individual	Derivados del petróleo	13
50040	Badules	Con calefacción	Con calefacción individual	Madera	6
50040	Badules	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50040	Badules	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	23
50040	Badules	Sin calefacción	Sin ningún medio	 No aplicable	1
50041	Bagüés	Con calefacción	Con calefacción colectiva	Madera	1
50041	Bagüés	Con calefacción	Con calefacción individual	Electricidad	1
50041	Bagüés	Con calefacción	Con calefacción individual	Derivados del petróleo	1
50041	Bagüés	Con calefacción	Con calefacción individual	Madera	2
50041	Bagüés	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
50041	Bagüés	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
50041	Bagüés	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	6
50041	Bagüés	Sin calefacción	Sin ningún medio	 No aplicable	1
50042	Balconchán	Con calefacción	Con calefacción individual	Madera	1
50042	Balconchán	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50042	Balconchán	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	9
50042	Balconchán	Sin calefacción	Sin ningún medio	 No aplicable	1
50043	Bárboles	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50043	Bárboles	Con calefacción	Con calefacción individual	Gas	1
50043	Bárboles	Con calefacción	Con calefacción individual	Electricidad	22
50043	Bárboles	Con calefacción	Con calefacción individual	Derivados del petróleo	49
50043	Bárboles	Con calefacción	Con calefacción individual	Madera	2
50043	Bárboles	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	11
50043	Bárboles	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	18
50043	Bárboles	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50043	Bárboles	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	17
50043	Bárboles	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50043	Bárboles	Sin calefacción	Sin ningún medio	 No aplicable	9
50044	Bardallur	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50044	Bardallur	Con calefacción	Con calefacción individual	Gas	2
50044	Bardallur	Con calefacción	Con calefacción individual	Electricidad	2
50044	Bardallur	Con calefacción	Con calefacción individual	Derivados del petróleo	35
50044	Bardallur	Con calefacción	Con calefacción individual	Madera	3
50044	Bardallur	Con calefacción	Con calefacción individual	Derivados del carbón	1
50044	Bardallur	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	10
50044	Bardallur	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	12
50044	Bardallur	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50044	Bardallur	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	45
50044	Bardallur	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50044	Bardallur	Sin calefacción	Sin ningún medio	 No aplicable	4
50045	Belchite	Con calefacción	Con calefacción colectiva	Gas	1
50045	Belchite	Con calefacción	Con calefacción colectiva	Electricidad	3
50045	Belchite	Con calefacción	Con calefacción colectiva	Derivados del petróleo	14
50045	Belchite	Con calefacción	Con calefacción colectiva	Madera	3
50045	Belchite	Con calefacción	Con calefacción individual	Gas	14
50045	Belchite	Con calefacción	Con calefacción individual	Electricidad	31
50045	Belchite	Con calefacción	Con calefacción individual	Derivados del petróleo	343
50045	Belchite	Con calefacción	Con calefacción individual	Madera	36
50045	Belchite	Con calefacción	Con calefacción individual	Otros	3
50045	Belchite	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	44
50045	Belchite	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	56
50045	Belchite	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	13
50045	Belchite	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	53
50045	Belchite	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	2
50045	Belchite	Sin calefacción	Sin ningún medio	 No aplicable	36
50046	Belmonte de Gracián	Con calefacción	Con calefacción colectiva	Gas	1
50046	Belmonte de Gracián	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50046	Belmonte de Gracián	Con calefacción	Con calefacción individual	Gas	1
50046	Belmonte de Gracián	Con calefacción	Con calefacción individual	Electricidad	8
50046	Belmonte de Gracián	Con calefacción	Con calefacción individual	Derivados del petróleo	28
50046	Belmonte de Gracián	Con calefacción	Con calefacción individual	Madera	8
50046	Belmonte de Gracián	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	12
50046	Belmonte de Gracián	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	15
50046	Belmonte de Gracián	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50046	Belmonte de Gracián	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	25
50046	Belmonte de Gracián	Sin calefacción	Sin ningún medio	 No aplicable	9
50047	Berdejo	Con calefacción	Con calefacción individual	Gas	1
50047	Berdejo	Con calefacción	Con calefacción individual	Electricidad	1
50047	Berdejo	Con calefacción	Con calefacción individual	Derivados del petróleo	7
50047	Berdejo	Con calefacción	Con calefacción individual	Madera	2
50047	Berdejo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	10
50047	Berdejo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50047	Berdejo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	4
50048	Berrueco	Con calefacción	Con calefacción individual	Derivados del petróleo	3
50048	Berrueco	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50048	Berrueco	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50048	Berrueco	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50048	Berrueco	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	7
50048	Berrueco	Sin calefacción	Sin ningún medio	 No aplicable	3
50050	Bijuesca	Con calefacción	Con calefacción individual	Derivados del petróleo	6
50050	Bijuesca	Con calefacción	Con calefacción individual	Madera	2
50050	Bijuesca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	32
50050	Bijuesca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50050	Bijuesca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	11
50051	Biota	Con calefacción	Con calefacción colectiva	Electricidad	1
50051	Biota	Con calefacción	Con calefacción colectiva	Derivados del petróleo	4
50051	Biota	Con calefacción	Con calefacción individual	Gas	3
50051	Biota	Con calefacción	Con calefacción individual	Electricidad	11
50051	Biota	Con calefacción	Con calefacción individual	Derivados del petróleo	305
50051	Biota	Con calefacción	Con calefacción individual	Madera	3
50051	Biota	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	45
50051	Biota	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	40
50051	Biota	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	23
50051	Biota	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	10
50051	Biota	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50051	Biota	Sin calefacción	Sin ningún medio	 No aplicable	10
50052	Bisimbre	Con calefacción	Con calefacción individual	Gas	1
50052	Bisimbre	Con calefacción	Con calefacción individual	Electricidad	1
50052	Bisimbre	Con calefacción	Con calefacción individual	Derivados del petróleo	28
50052	Bisimbre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
50052	Bisimbre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50052	Bisimbre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50052	Bisimbre	Sin calefacción	Sin ningún medio	 No aplicable	16
50053	Boquiñeni	Con calefacción	Con calefacción individual	Gas	2
50053	Boquiñeni	Con calefacción	Con calefacción individual	Electricidad	21
50053	Boquiñeni	Con calefacción	Con calefacción individual	Derivados del petróleo	185
50053	Boquiñeni	Con calefacción	Con calefacción individual	Madera	23
50053	Boquiñeni	Con calefacción	Con calefacción individual	Derivados del carbón	2
50053	Boquiñeni	Con calefacción	Con calefacción individual	Otros	1
50053	Boquiñeni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
50053	Boquiñeni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	14
