Municipio código	Municipio nombre	Explotaciones	Porcentaje de SAU en propiedad del titular
22086	Castiello de Jaca	1	a) No hay SAU
22086	Castiello de Jaca	1	b) < 10% de la SAU en propiedad
22086	Castiello de Jaca	1	c) >=10% a < 25%  de la SAU en propiedad
22086	Castiello de Jaca	1	e) >=50% a < 75%  de la SAU en propiedad
22086	Castiello de Jaca	11	g) >= 90%  de la SAU en propiedad
22087	Castigaleu	7	b) < 10% de la SAU en propiedad
22087	Castigaleu	2	d) >=25% a < 50%  de la SAU en propiedad
22087	Castigaleu	1	f) >= 75% a < 90%  de la SAU en propiedad
22087	Castigaleu	10	g) >= 90%  de la SAU en propiedad
22088	Castillazuelo	11	b) < 10% de la SAU en propiedad
22088	Castillazuelo	2	c) >=10% a < 25%  de la SAU en propiedad
22088	Castillazuelo	1	d) >=25% a < 50%  de la SAU en propiedad
22088	Castillazuelo	2	e) >=50% a < 75%  de la SAU en propiedad
22088	Castillazuelo	30	g) >= 90%  de la SAU en propiedad
22089	Castillonroy	3	a) No hay SAU
22089	Castillonroy	12	b) < 10% de la SAU en propiedad
22089	Castillonroy	1	c) >=10% a < 25%  de la SAU en propiedad
22089	Castillonroy	3	d) >=25% a < 50%  de la SAU en propiedad
22089	Castillonroy	8	e) >=50% a < 75%  de la SAU en propiedad
22089	Castillonroy	5	f) >= 75% a < 90%  de la SAU en propiedad
22089	Castillonroy	45	g) >= 90%  de la SAU en propiedad
22090	Colungo	3	b) < 10% de la SAU en propiedad
22090	Colungo	1	d) >=25% a < 50%  de la SAU en propiedad
22090	Colungo	1	e) >=50% a < 75%  de la SAU en propiedad
22090	Colungo	38	g) >= 90%  de la SAU en propiedad
22094	Chalamera	6	b) < 10% de la SAU en propiedad
22094	Chalamera	1	c) >=10% a < 25%  de la SAU en propiedad
22094	Chalamera	5	d) >=25% a < 50%  de la SAU en propiedad
22094	Chalamera	2	e) >=50% a < 75%  de la SAU en propiedad
22094	Chalamera	3	f) >= 75% a < 90%  de la SAU en propiedad
22094	Chalamera	11	g) >= 90%  de la SAU en propiedad
22095	Chía	1	a) No hay SAU
22095	Chía	4	b) < 10% de la SAU en propiedad
22095	Chía	1	c) >=10% a < 25%  de la SAU en propiedad
22095	Chía	1	e) >=50% a < 75%  de la SAU en propiedad
22095	Chía	5	g) >= 90%  de la SAU en propiedad
22096	Chimillas	1	b) < 10% de la SAU en propiedad
22096	Chimillas	1	c) >=10% a < 25%  de la SAU en propiedad
22096	Chimillas	1	e) >=50% a < 75%  de la SAU en propiedad
22096	Chimillas	1	f) >= 75% a < 90%  de la SAU en propiedad
22096	Chimillas	8	g) >= 90%  de la SAU en propiedad
22099	Esplús	6	a) No hay SAU
22099	Esplús	16	b) < 10% de la SAU en propiedad
22099	Esplús	3	c) >=10% a < 25%  de la SAU en propiedad
22099	Esplús	2	d) >=25% a < 50%  de la SAU en propiedad
22099	Esplús	9	e) >=50% a < 75%  de la SAU en propiedad
22099	Esplús	2	f) >= 75% a < 90%  de la SAU en propiedad
22099	Esplús	79	g) >= 90%  de la SAU en propiedad
22102	Estada	1	a) No hay SAU
22102	Estada	4	b) < 10% de la SAU en propiedad
22102	Estada	2	d) >=25% a < 50%  de la SAU en propiedad
22102	Estada	1	e) >=50% a < 75%  de la SAU en propiedad
22102	Estada	4	f) >= 75% a < 90%  de la SAU en propiedad
22102	Estada	19	g) >= 90%  de la SAU en propiedad
22103	Estadilla	5	a) No hay SAU
22103	Estadilla	23	b) < 10% de la SAU en propiedad
22103	Estadilla	8	c) >=10% a < 25%  de la SAU en propiedad
22103	Estadilla	7	d) >=25% a < 50%  de la SAU en propiedad
22103	Estadilla	15	e) >=50% a < 75%  de la SAU en propiedad
22103	Estadilla	9	f) >= 75% a < 90%  de la SAU en propiedad
22103	Estadilla	64	g) >= 90%  de la SAU en propiedad
22105	Estopiñán del Castillo	4	a) No hay SAU
22105	Estopiñán del Castillo	17	b) < 10% de la SAU en propiedad
22105	Estopiñán del Castillo	4	c) >=10% a < 25%  de la SAU en propiedad
22105	Estopiñán del Castillo	5	d) >=25% a < 50%  de la SAU en propiedad
22105	Estopiñán del Castillo	5	e) >=50% a < 75%  de la SAU en propiedad
22105	Estopiñán del Castillo	4	f) >= 75% a < 90%  de la SAU en propiedad
22105	Estopiñán del Castillo	46	g) >= 90%  de la SAU en propiedad
22106	Fago	1	g) >= 90%  de la SAU en propiedad
22107	Fanlo	18	b) < 10% de la SAU en propiedad
22107	Fanlo	1	c) >=10% a < 25%  de la SAU en propiedad
22107	Fanlo	2	d) >=25% a < 50%  de la SAU en propiedad
22107	Fanlo	2	e) >=50% a < 75%  de la SAU en propiedad
22107	Fanlo	8	g) >= 90%  de la SAU en propiedad
22109	Fiscal	4	b) < 10% de la SAU en propiedad
22109	Fiscal	5	c) >=10% a < 25%  de la SAU en propiedad
22109	Fiscal	5	d) >=25% a < 50%  de la SAU en propiedad
22109	Fiscal	6	e) >=50% a < 75%  de la SAU en propiedad
22109	Fiscal	16	g) >= 90%  de la SAU en propiedad
22110	Fonz	8	a) No hay SAU
22110	Fonz	23	b) < 10% de la SAU en propiedad
22110	Fonz	6	c) >=10% a < 25%  de la SAU en propiedad
22110	Fonz	16	d) >=25% a < 50%  de la SAU en propiedad
22110	Fonz	10	e) >=50% a < 75%  de la SAU en propiedad
22110	Fonz	6	f) >= 75% a < 90%  de la SAU en propiedad
22110	Fonz	111	g) >= 90%  de la SAU en propiedad
22111	Foradada del Toscar	3	a) No hay SAU
22111	Foradada del Toscar	22	b) < 10% de la SAU en propiedad
22111	Foradada del Toscar	9	c) >=10% a < 25%  de la SAU en propiedad
22111	Foradada del Toscar	4	d) >=25% a < 50%  de la SAU en propiedad
22111	Foradada del Toscar	2	e) >=50% a < 75%  de la SAU en propiedad
22111	Foradada del Toscar	29	g) >= 90%  de la SAU en propiedad
22112	Fraga	17	a) No hay SAU
22112	Fraga	166	b) < 10% de la SAU en propiedad
22112	Fraga	33	c) >=10% a < 25%  de la SAU en propiedad
22112	Fraga	41	d) >=25% a < 50%  de la SAU en propiedad
22112	Fraga	58	e) >=50% a < 75%  de la SAU en propiedad
22112	Fraga	29	f) >= 75% a < 90%  de la SAU en propiedad
22112	Fraga	487	g) >= 90%  de la SAU en propiedad
22113	Fueva (La)	9	a) No hay SAU
22113	Fueva (La)	21	b) < 10% de la SAU en propiedad
22113	Fueva (La)	8	c) >=10% a < 25%  de la SAU en propiedad
22113	Fueva (La)	6	d) >=25% a < 50%  de la SAU en propiedad
22113	Fueva (La)	9	e) >=50% a < 75%  de la SAU en propiedad
22113	Fueva (La)	5	f) >= 75% a < 90%  de la SAU en propiedad
22113	Fueva (La)	70	g) >= 90%  de la SAU en propiedad
22114	Gistaín	3	a) No hay SAU
22114	Gistaín	3	b) < 10% de la SAU en propiedad
22114	Gistaín	3	c) >=10% a < 25%  de la SAU en propiedad
22114	Gistaín	3	d) >=25% a < 50%  de la SAU en propiedad
22114	Gistaín	3	e) >=50% a < 75%  de la SAU en propiedad
22114	Gistaín	19	g) >= 90%  de la SAU en propiedad
22115	Grado (El)	21	b) < 10% de la SAU en propiedad
22115	Grado (El)	2	c) >=10% a < 25%  de la SAU en propiedad
22115	Grado (El)	2	d) >=25% a < 50%  de la SAU en propiedad
22115	Grado (El)	6	e) >=50% a < 75%  de la SAU en propiedad
22115	Grado (El)	4	f) >= 75% a < 90%  de la SAU en propiedad
22115	Grado (El)	69	g) >= 90%  de la SAU en propiedad
22116	Grañén	17	a) No hay SAU
22116	Grañén	32	b) < 10% de la SAU en propiedad
22116	Grañén	7	c) >=10% a < 25%  de la SAU en propiedad
22116	Grañén	19	d) >=25% a < 50%  de la SAU en propiedad
22116	Grañén	22	e) >=50% a < 75%  de la SAU en propiedad
22116	Grañén	10	f) >= 75% a < 90%  de la SAU en propiedad
22116	Grañén	99	g) >= 90%  de la SAU en propiedad
22117	Graus	5	a) No hay SAU
22117	Graus	50	b) < 10% de la SAU en propiedad
22117	Graus	4	c) >=10% a < 25%  de la SAU en propiedad
22117	Graus	18	d) >=25% a < 50%  de la SAU en propiedad
22117	Graus	25	e) >=50% a < 75%  de la SAU en propiedad
22117	Graus	21	f) >= 75% a < 90%  de la SAU en propiedad
22117	Graus	160	g) >= 90%  de la SAU en propiedad
22119	Gurrea de Gállego	5	a) No hay SAU
22119	Gurrea de Gállego	41	b) < 10% de la SAU en propiedad
22119	Gurrea de Gállego	17	c) >=10% a < 25%  de la SAU en propiedad
22119	Gurrea de Gállego	32	d) >=25% a < 50%  de la SAU en propiedad
22119	Gurrea de Gállego	27	e) >=50% a < 75%  de la SAU en propiedad
22119	Gurrea de Gállego	10	f) >= 75% a < 90%  de la SAU en propiedad
22119	Gurrea de Gállego	79	g) >= 90%  de la SAU en propiedad
22122	Hoz de Jaca	1	b) < 10% de la SAU en propiedad
22122	Hoz de Jaca	4	g) >= 90%  de la SAU en propiedad
22124	Huerto	20	b) < 10% de la SAU en propiedad
22124	Huerto	2	c) >=10% a < 25%  de la SAU en propiedad
22124	Huerto	8	d) >=25% a < 50%  de la SAU en propiedad
22124	Huerto	9	e) >=50% a < 75%  de la SAU en propiedad
22124	Huerto	5	f) >= 75% a < 90%  de la SAU en propiedad
22124	Huerto	43	g) >= 90%  de la SAU en propiedad
22125	Huesca	9	a) No hay SAU
22125	Huesca	51	b) < 10% de la SAU en propiedad
22125	Huesca	10	c) >=10% a < 25%  de la SAU en propiedad
22125	Huesca	9	d) >=25% a < 50%  de la SAU en propiedad
22125	Huesca	17	e) >=50% a < 75%  de la SAU en propiedad
22125	Huesca	14	f) >= 75% a < 90%  de la SAU en propiedad
22125	Huesca	206	g) >= 90%  de la SAU en propiedad
22126	Ibieca	1	a) No hay SAU
22126	Ibieca	1	c) >=10% a < 25%  de la SAU en propiedad
22126	Ibieca	4	e) >=50% a < 75%  de la SAU en propiedad
22126	Ibieca	17	g) >= 90%  de la SAU en propiedad
22127	Igriés	4	a) No hay SAU
22127	Igriés	3	b) < 10% de la SAU en propiedad
22127	Igriés	3	c) >=10% a < 25%  de la SAU en propiedad
22127	Igriés	2	d) >=25% a < 50%  de la SAU en propiedad
22127	Igriés	3	e) >=50% a < 75%  de la SAU en propiedad
22127	Igriés	4	f) >= 75% a < 90%  de la SAU en propiedad
22127	Igriés	12	g) >= 90%  de la SAU en propiedad
22128	Ilche	4	a) No hay SAU
22128	Ilche	16	b) < 10% de la SAU en propiedad
22128	Ilche	6	c) >=10% a < 25%  de la SAU en propiedad
22128	Ilche	8	d) >=25% a < 50%  de la SAU en propiedad
22128	Ilche	9	e) >=50% a < 75%  de la SAU en propiedad
22128	Ilche	1	f) >= 75% a < 90%  de la SAU en propiedad
22128	Ilche	44	g) >= 90%  de la SAU en propiedad
22129	Isábena	12	b) < 10% de la SAU en propiedad
22129	Isábena	4	c) >=10% a < 25%  de la SAU en propiedad
22129	Isábena	1	d) >=25% a < 50%  de la SAU en propiedad
22129	Isábena	6	e) >=50% a < 75%  de la SAU en propiedad
22129	Isábena	3	f) >= 75% a < 90%  de la SAU en propiedad
22129	Isábena	27	g) >= 90%  de la SAU en propiedad
22130	Jaca	1	a) No hay SAU
22130	Jaca	19	b) < 10% de la SAU en propiedad
22130	Jaca	7	c) >=10% a < 25%  de la SAU en propiedad
22130	Jaca	12	d) >=25% a < 50%  de la SAU en propiedad
22130	Jaca	17	e) >=50% a < 75%  de la SAU en propiedad
22130	Jaca	13	f) >= 75% a < 90%  de la SAU en propiedad
22130	Jaca	137	g) >= 90%  de la SAU en propiedad
22131	Jasa	1	d) >=25% a < 50%  de la SAU en propiedad
22131	Jasa	1	e) >=50% a < 75%  de la SAU en propiedad
22131	Jasa	4	g) >= 90%  de la SAU en propiedad
22133	Labuerda	2	b) < 10% de la SAU en propiedad
22133	Labuerda	2	e) >=50% a < 75%  de la SAU en propiedad
22133	Labuerda	5	g) >= 90%  de la SAU en propiedad
22135	Laluenga	1	a) No hay SAU
22135	Laluenga	5	b) < 10% de la SAU en propiedad
22135	Laluenga	3	c) >=10% a < 25%  de la SAU en propiedad
22135	Laluenga	5	d) >=25% a < 50%  de la SAU en propiedad
22135	Laluenga	11	e) >=50% a < 75%  de la SAU en propiedad
22135	Laluenga	7	f) >= 75% a < 90%  de la SAU en propiedad
22135	Laluenga	26	g) >= 90%  de la SAU en propiedad
22136	Lalueza	10	a) No hay SAU
22136	Lalueza	27	b) < 10% de la SAU en propiedad
22136	Lalueza	14	c) >=10% a < 25%  de la SAU en propiedad
22136	Lalueza	13	d) >=25% a < 50%  de la SAU en propiedad
22136	Lalueza	19	e) >=50% a < 75%  de la SAU en propiedad
22136	Lalueza	9	f) >= 75% a < 90%  de la SAU en propiedad
22136	Lalueza	104	g) >= 90%  de la SAU en propiedad
22137	Lanaja	6	a) No hay SAU
22137	Lanaja	39	b) < 10% de la SAU en propiedad
22137	Lanaja	12	c) >=10% a < 25%  de la SAU en propiedad
22137	Lanaja	18	d) >=25% a < 50%  de la SAU en propiedad
22137	Lanaja	12	e) >=50% a < 75%  de la SAU en propiedad
22137	Lanaja	6	f) >= 75% a < 90%  de la SAU en propiedad
22137	Lanaja	141	g) >= 90%  de la SAU en propiedad
22139	Laperdiguera	1	a) No hay SAU
22139	Laperdiguera	1	b) < 10% de la SAU en propiedad
22139	Laperdiguera	2	c) >=10% a < 25%  de la SAU en propiedad
22139	Laperdiguera	1	e) >=50% a < 75%  de la SAU en propiedad
22139	Laperdiguera	2	f) >= 75% a < 90%  de la SAU en propiedad
22139	Laperdiguera	14	g) >= 90%  de la SAU en propiedad
22141	Lascellas-Ponzano	1	a) No hay SAU
22141	Lascellas-Ponzano	12	b) < 10% de la SAU en propiedad
22141	Lascellas-Ponzano	2	d) >=25% a < 50%  de la SAU en propiedad
22141	Lascellas-Ponzano	3	e) >=50% a < 75%  de la SAU en propiedad
22141	Lascellas-Ponzano	3	f) >= 75% a < 90%  de la SAU en propiedad
22141	Lascellas-Ponzano	27	g) >= 90%  de la SAU en propiedad
22142	Lascuarre	1	a) No hay SAU
22142	Lascuarre	5	b) < 10% de la SAU en propiedad
22142	Lascuarre	2	c) >=10% a < 25%  de la SAU en propiedad
22142	Lascuarre	2	d) >=25% a < 50%  de la SAU en propiedad
22142	Lascuarre	1	e) >=50% a < 75%  de la SAU en propiedad
22142	Lascuarre	4	f) >= 75% a < 90%  de la SAU en propiedad
22142	Lascuarre	14	g) >= 90%  de la SAU en propiedad
22143	Laspaúles	1	a) No hay SAU
22143	Laspaúles	3	b) < 10% de la SAU en propiedad
22143	Laspaúles	5	c) >=10% a < 25%  de la SAU en propiedad
22143	Laspaúles	5	d) >=25% a < 50%  de la SAU en propiedad
22143	Laspaúles	5	e) >=50% a < 75%  de la SAU en propiedad
22143	Laspaúles	19	g) >= 90%  de la SAU en propiedad
22144	Laspuña	5	b) < 10% de la SAU en propiedad
22144	Laspuña	1	c) >=10% a < 25%  de la SAU en propiedad
22144	Laspuña	1	d) >=25% a < 50%  de la SAU en propiedad
22144	Laspuña	4	e) >=50% a < 75%  de la SAU en propiedad
22144	Laspuña	21	g) >= 90%  de la SAU en propiedad
22149	Loarre	2	a) No hay SAU
22149	Loarre	14	b) < 10% de la SAU en propiedad
22149	Loarre	8	d) >=25% a < 50%  de la SAU en propiedad
22149	Loarre	6	e) >=50% a < 75%  de la SAU en propiedad
22149	Loarre	8	f) >= 75% a < 90%  de la SAU en propiedad
22149	Loarre	43	g) >= 90%  de la SAU en propiedad
22150	Loporzano	3	a) No hay SAU
22150	Loporzano	14	b) < 10% de la SAU en propiedad
22150	Loporzano	4	c) >=10% a < 25%  de la SAU en propiedad
22150	Loporzano	5	d) >=25% a < 50%  de la SAU en propiedad
22150	Loporzano	9	e) >=50% a < 75%  de la SAU en propiedad
22150	Loporzano	5	f) >= 75% a < 90%  de la SAU en propiedad
22150	Loporzano	76	g) >= 90%  de la SAU en propiedad
22151	Loscorrales	5	b) < 10% de la SAU en propiedad
22151	Loscorrales	2	c) >=10% a < 25%  de la SAU en propiedad
22151	Loscorrales	2	d) >=25% a < 50%  de la SAU en propiedad
22151	Loscorrales	7	e) >=50% a < 75%  de la SAU en propiedad
22151	Loscorrales	3	f) >= 75% a < 90%  de la SAU en propiedad
22151	Loscorrales	18	g) >= 90%  de la SAU en propiedad
22155	Monesma y Cajigar	6	b) < 10% de la SAU en propiedad
22155	Monesma y Cajigar	1	c) >=10% a < 25%  de la SAU en propiedad
22155	Monesma y Cajigar	2	d) >=25% a < 50%  de la SAU en propiedad
22155	Monesma y Cajigar	2	e) >=50% a < 75%  de la SAU en propiedad
22155	Monesma y Cajigar	2	f) >= 75% a < 90%  de la SAU en propiedad
22155	Monesma y Cajigar	19	g) >= 90%  de la SAU en propiedad
22156	Monflorite-Lascasas	1	a) No hay SAU
22156	Monflorite-Lascasas	4	b) < 10% de la SAU en propiedad
22156	Monflorite-Lascasas	2	c) >=10% a < 25%  de la SAU en propiedad
22156	Monflorite-Lascasas	5	d) >=25% a < 50%  de la SAU en propiedad
22156	Monflorite-Lascasas	5	e) >=50% a < 75%  de la SAU en propiedad
22156	Monflorite-Lascasas	1	f) >= 75% a < 90%  de la SAU en propiedad
22156	Monflorite-Lascasas	27	g) >= 90%  de la SAU en propiedad
22157	Montanuy	4	a) No hay SAU
22157	Montanuy	29	b) < 10% de la SAU en propiedad
22157	Montanuy	15	c) >=10% a < 25%  de la SAU en propiedad
22157	Montanuy	10	d) >=25% a < 50%  de la SAU en propiedad
22157	Montanuy	10	e) >=50% a < 75%  de la SAU en propiedad
22157	Montanuy	7	f) >= 75% a < 90%  de la SAU en propiedad
22157	Montanuy	23	g) >= 90%  de la SAU en propiedad
22158	Monzón	15	a) No hay SAU
22158	Monzón	65	b) < 10% de la SAU en propiedad
22158	Monzón	25	c) >=10% a < 25%  de la SAU en propiedad
22158	Monzón	31	d) >=25% a < 50%  de la SAU en propiedad
22158	Monzón	45	e) >=50% a < 75%  de la SAU en propiedad
22158	Monzón	23	f) >= 75% a < 90%  de la SAU en propiedad
22158	Monzón	273	g) >= 90%  de la SAU en propiedad
22160	Naval	1	a) No hay SAU
22160	Naval	7	b) < 10% de la SAU en propiedad
22160	Naval	2	c) >=10% a < 25%  de la SAU en propiedad
22160	Naval	1	d) >=25% a < 50%  de la SAU en propiedad
22160	Naval	4	e) >=50% a < 75%  de la SAU en propiedad
22160	Naval	1	f) >= 75% a < 90%  de la SAU en propiedad
22160	Naval	22	g) >= 90%  de la SAU en propiedad
22162	Novales	1	b) < 10% de la SAU en propiedad
22162	Novales	1	c) >=10% a < 25%  de la SAU en propiedad
22162	Novales	1	d) >=25% a < 50%  de la SAU en propiedad
22162	Novales	2	e) >=50% a < 75%  de la SAU en propiedad
22162	Novales	3	f) >= 75% a < 90%  de la SAU en propiedad
22162	Novales	16	g) >= 90%  de la SAU en propiedad
22163	Nueno	3	a) No hay SAU
22163	Nueno	22	b) < 10% de la SAU en propiedad
22163	Nueno	2	c) >=10% a < 25%  de la SAU en propiedad
22163	Nueno	5	d) >=25% a < 50%  de la SAU en propiedad
22163	Nueno	2	e) >=50% a < 75%  de la SAU en propiedad
22163	Nueno	34	g) >= 90%  de la SAU en propiedad
22164	Olvena	1	a) No hay SAU
22164	Olvena	4	b) < 10% de la SAU en propiedad
22164	Olvena	1	f) >= 75% a < 90%  de la SAU en propiedad
22164	Olvena	17	g) >= 90%  de la SAU en propiedad
22165	Ontiñena	3	a) No hay SAU
22165	Ontiñena	35	b) < 10% de la SAU en propiedad
22165	Ontiñena	9	c) >=10% a < 25%  de la SAU en propiedad
22165	Ontiñena	10	d) >=25% a < 50%  de la SAU en propiedad
22165	Ontiñena	15	e) >=50% a < 75%  de la SAU en propiedad
22165	Ontiñena	4	f) >= 75% a < 90%  de la SAU en propiedad
22165	Ontiñena	62	g) >= 90%  de la SAU en propiedad
22167	Osso de Cinca	3	a) No hay SAU
22167	Osso de Cinca	20	b) < 10% de la SAU en propiedad
22167	Osso de Cinca	11	c) >=10% a < 25%  de la SAU en propiedad
22167	Osso de Cinca	12	d) >=25% a < 50%  de la SAU en propiedad
22167	Osso de Cinca	8	e) >=50% a < 75%  de la SAU en propiedad
22167	Osso de Cinca	6	f) >= 75% a < 90%  de la SAU en propiedad
22167	Osso de Cinca	64	g) >= 90%  de la SAU en propiedad
22168	Palo	1	b) < 10% de la SAU en propiedad
22168	Palo	1	d) >=25% a < 50%  de la SAU en propiedad
22168	Palo	10	g) >= 90%  de la SAU en propiedad
22170	Panticosa	1	a) No hay SAU
22170	Panticosa	9	b) < 10% de la SAU en propiedad
22170	Panticosa	9	g) >= 90%  de la SAU en propiedad
22172	Peñalba	4	a) No hay SAU
22172	Peñalba	51	b) < 10% de la SAU en propiedad
22172	Peñalba	6	c) >=10% a < 25%  de la SAU en propiedad
22172	Peñalba	6	d) >=25% a < 50%  de la SAU en propiedad
22172	Peñalba	14	e) >=50% a < 75%  de la SAU en propiedad
22172	Peñalba	6	f) >= 75% a < 90%  de la SAU en propiedad
22172	Peñalba	50	g) >= 90%  de la SAU en propiedad
22173	Peñas de Riglos (Las)	1	a) No hay SAU
22173	Peñas de Riglos (Las)	8	b) < 10% de la SAU en propiedad
22173	Peñas de Riglos (Las)	1	c) >=10% a < 25%  de la SAU en propiedad
22173	Peñas de Riglos (Las)	4	d) >=25% a < 50%  de la SAU en propiedad
22173	Peñas de Riglos (Las)	6	e) >=50% a < 75%  de la SAU en propiedad
22173	Peñas de Riglos (Las)	30	g) >= 90%  de la SAU en propiedad
22174	Peralta de Alcofea	3	a) No hay SAU
22174	Peralta de Alcofea	26	b) < 10% de la SAU en propiedad
22174	Peralta de Alcofea	6	c) >=10% a < 25%  de la SAU en propiedad
22174	Peralta de Alcofea	9	d) >=25% a < 50%  de la SAU en propiedad
22174	Peralta de Alcofea	15	e) >=50% a < 75%  de la SAU en propiedad
22174	Peralta de Alcofea	17	f) >= 75% a < 90%  de la SAU en propiedad
22174	Peralta de Alcofea	65	g) >= 90%  de la SAU en propiedad
22175	Peralta de Calasanz	1	a) No hay SAU
22175	Peralta de Calasanz	12	b) < 10% de la SAU en propiedad
22175	Peralta de Calasanz	7	c) >=10% a < 25%  de la SAU en propiedad
22175	Peralta de Calasanz	7	d) >=25% a < 50%  de la SAU en propiedad
22175	Peralta de Calasanz	6	e) >=50% a < 75%  de la SAU en propiedad
22175	Peralta de Calasanz	3	f) >= 75% a < 90%  de la SAU en propiedad
22175	Peralta de Calasanz	70	g) >= 90%  de la SAU en propiedad
22176	Peraltilla	1	a) No hay SAU
22176	Peraltilla	5	b) < 10% de la SAU en propiedad
22176	Peraltilla	1	c) >=10% a < 25%  de la SAU en propiedad
22176	Peraltilla	1	d) >=25% a < 50%  de la SAU en propiedad
22176	Peraltilla	2	f) >= 75% a < 90%  de la SAU en propiedad
22176	Peraltilla	27	g) >= 90%  de la SAU en propiedad
22177	Perarrúa	1	a) No hay SAU
22177	Perarrúa	8	b) < 10% de la SAU en propiedad
22177	Perarrúa	3	c) >=10% a < 25%  de la SAU en propiedad
22177	Perarrúa	3	d) >=25% a < 50%  de la SAU en propiedad
22177	Perarrúa	3	e) >=50% a < 75%  de la SAU en propiedad
22177	Perarrúa	1	f) >= 75% a < 90%  de la SAU en propiedad
22177	Perarrúa	6	g) >= 90%  de la SAU en propiedad
22178	Pertusa	9	b) < 10% de la SAU en propiedad
22178	Pertusa	2	c) >=10% a < 25%  de la SAU en propiedad
22178	Pertusa	3	d) >=25% a < 50%  de la SAU en propiedad
