Municipio código	Municipio nombre	Nivel estudios (agregado)	Personas residentes viviendas familiares	Nivel estudios (detalle)
44060	Cañada de Benatanduz	Sin estudios	26	Sin estudios
44060	Cañada de Benatanduz	Primer grado	5	Primer grado
44060	Cañada de Benatanduz	Segundo grado	1	FP Grado Superior
44060	Cañada de Benatanduz	Segundo grado	3	Bachillerato Superior
44060	Cañada de Benatanduz	Segundo grado	13	ESO, EGB, Bachillerato Ele.
44060	Cañada de Benatanduz	Tercer grado	1	Diplomatura
44061	Cañada de Verich (La)	Analfabetos	1	No sabe leer o escribir
44061	Cañada de Verich (La)	Sin estudios	3	Sin estudios
44061	Cañada de Verich (La)	Primer grado	50	Primer grado
44061	Cañada de Verich (La)	Segundo grado	17	ESO, EGB, Bachillerato Ele.
44061	Cañada de Verich (La)	Segundo grado	3	FP Grado Superior
44061	Cañada de Verich (La)	Segundo grado	3	FP Grado Medio
44061	Cañada de Verich (La)	Segundo grado	9	Bachillerato Superior
44061	Cañada de Verich (La)	Tercer grado	1	Diplomatura
44061	Cañada de Verich (La)	Tercer grado	3	Licenciatura
44062	Cañada Vellida	Analfabetos	1	No sabe leer o escribir
44062	Cañada Vellida	Sin estudios	1	Sin estudios
44062	Cañada Vellida	Primer grado	36	Primer grado
44062	Cañada Vellida	Segundo grado	5	ESO, EGB, Bachillerato Ele.
44062	Cañada Vellida	Segundo grado	1	Bachillerato Superior
44062	Cañada Vellida	Segundo grado	3	FP Grado Medio
44062	Cañada Vellida	Segundo grado	1	FP Grado Superior
44062	Cañada Vellida	Tercer grado	4	Diplomatura
44063	Cañizar del Olivar	Analfabetos	4	No sabe leer o escribir
44063	Cañizar del Olivar	Sin estudios	10	Sin estudios
44063	Cañizar del Olivar	Primer grado	57	Primer grado
44063	Cañizar del Olivar	Segundo grado	20	ESO, EGB, Bachillerato Ele.
44063	Cañizar del Olivar	Segundo grado	2	FP Grado Superior
44063	Cañizar del Olivar	Segundo grado	9	Bachillerato Superior
44063	Cañizar del Olivar	Tercer grado	1	Diplomatura
44064	Cascante del Río	Analfabetos	4	No sabe leer o escribir
44064	Cascante del Río	Sin estudios	39	Sin estudios
44064	Cascante del Río	Primer grado	19	Primer grado
44064	Cascante del Río	Segundo grado	1	FP Grado Medio
44064	Cascante del Río	Segundo grado	23	ESO, EGB, Bachillerato Ele.
44064	Cascante del Río	Segundo grado	10	Bachillerato Superior
44064	Cascante del Río	Segundo grado	4	FP Grado Superior
44064	Cascante del Río	Tercer grado	2	Diplomatura
44064	Cascante del Río	Tercer grado	2	Licenciatura
44065	Castejón de Tornos	Sin estudios	39	Sin estudios
44065	Castejón de Tornos	Primer grado	15	Primer grado
44065	Castejón de Tornos	Segundo grado	25	ESO, EGB, Bachillerato Ele.
44065	Castejón de Tornos	Segundo grado	7	Bachillerato Superior
44065	Castejón de Tornos	Tercer grado	2	Diplomatura
44065	Castejón de Tornos	Tercer grado	1	Licenciatura
44066	Castel de Cabra	Analfabetos	1	No sabe leer o escribir
44066	Castel de Cabra	Sin estudios	13	Sin estudios
44066	Castel de Cabra	Primer grado	70	Primer grado
44066	Castel de Cabra	Segundo grado	5	FP Grado Superior
44066	Castel de Cabra	Segundo grado	43	ESO, EGB, Bachillerato Ele.
44066	Castel de Cabra	Segundo grado	1	FP Grado Medio
44066	Castel de Cabra	Segundo grado	7	Bachillerato Superior
44067	Castelnou	Analfabetos	1	No sabe leer o escribir
44067	Castelnou	Sin estudios	14	Sin estudios
44067	Castelnou	Primer grado	49	Primer grado
44067	Castelnou	Segundo grado	1	FP Grado Superior
44067	Castelnou	Segundo grado	4	Bachillerato Superior
44067	Castelnou	Segundo grado	27	ESO, EGB, Bachillerato Ele.
44067	Castelnou	Segundo grado	2	FP Grado Medio
44067	Castelnou	Tercer grado	2	Diplomatura
44067	Castelnou	Tercer grado	2	Licenciatura
44068	Castelserás	Analfabetos	9	No sabe leer o escribir
44068	Castelserás	Sin estudios	213	Sin estudios
44068	Castelserás	Primer grado	217	Primer grado
44068	Castelserás	Segundo grado	164	ESO, EGB, Bachillerato Ele.
44068	Castelserás	Segundo grado	23	FP Grado Superior
44068	Castelserás	Segundo grado	3	FP Grado Medio
44068	Castelserás	Segundo grado	51	Bachillerato Superior
44068	Castelserás	Tercer grado	15	Licenciatura
44068	Castelserás	Tercer grado	32	Diplomatura
44070	Castellar (El)	Analfabetos	2	No sabe leer o escribir
44070	Castellar (El)	Sin estudios	10	Sin estudios
44070	Castellar (El)	Primer grado	38	Primer grado
44070	Castellar (El)	Segundo grado	2	FP Grado Superior
44070	Castellar (El)	Segundo grado	20	ESO, EGB, Bachillerato Ele.
44070	Castellar (El)	Segundo grado	5	Bachillerato Superior
44070	Castellar (El)	Tercer grado	3	Diplomatura
44071	Castellote	Analfabetos	7	No sabe leer o escribir
44071	Castellote	Sin estudios	43	Sin estudios
44071	Castellote	Primer grado	321	Primer grado
44071	Castellote	Segundo grado	11	FP Grado Superior
44071	Castellote	Segundo grado	217	ESO, EGB, Bachillerato Ele.
44071	Castellote	Segundo grado	58	Bachillerato Superior
44071	Castellote	Segundo grado	5	FP Grado Medio
44071	Castellote	Tercer grado	1	Doctorado
44071	Castellote	Tercer grado	14	Licenciatura
44071	Castellote	Tercer grado	27	Diplomatura
44074	Cedrillas	Analfabetos	4	No sabe leer o escribir
44074	Cedrillas	Sin estudios	16	Sin estudios
44074	Cedrillas	Primer grado	100	Primer grado
44074	Cedrillas	Segundo grado	19	FP Grado Superior
44074	Cedrillas	Segundo grado	218	ESO, EGB, Bachillerato Ele.
44074	Cedrillas	Segundo grado	27	Bachillerato Superior
44074	Cedrillas	Segundo grado	9	FP Grado Medio
44074	Cedrillas	Tercer grado	1	Doctorado
44074	Cedrillas	Tercer grado	26	Diplomatura
44074	Cedrillas	Tercer grado	14	Licenciatura
44075	Celadas	Analfabetos	3	No sabe leer o escribir
44075	Celadas	Sin estudios	175	Sin estudios
44075	Celadas	Primer grado	41	Primer grado
44075	Celadas	Segundo grado	80	ESO, EGB, Bachillerato Ele.
44075	Celadas	Segundo grado	22	FP Grado Medio
44075	Celadas	Segundo grado	1	FP Grado Superior
44075	Celadas	Segundo grado	21	Bachillerato Superior
44075	Celadas	Tercer grado	16	Diplomatura
44075	Celadas	Tercer grado	2	Licenciatura
44076	Cella	Analfabetos	76	No sabe leer o escribir
44076	Cella	Sin estudios	707	Sin estudios
44076	Cella	Primer grado	449	Primer grado
44076	Cella	Segundo grado	174	FP Grado Medio
44076	Cella	Segundo grado	198	Bachillerato Superior
44076	Cella	Segundo grado	103	FP Grado Superior
44076	Cella	Segundo grado	626	ESO, EGB, Bachillerato Ele.
44076	Cella	Tercer grado	89	Diplomatura
44076	Cella	Tercer grado	12	Doctorado
44076	Cella	Tercer grado	49	Licenciatura
44077	Cerollera (La)	Sin estudios	14	Sin estudios
44077	Cerollera (La)	Primer grado	43	Primer grado
44077	Cerollera (La)	Segundo grado	25	ESO, EGB, Bachillerato Ele.
44077	Cerollera (La)	Segundo grado	1	FP Grado Medio
44077	Cerollera (La)	Segundo grado	1	FP Grado Superior
44077	Cerollera (La)	Segundo grado	7	Bachillerato Superior
44077	Cerollera (La)	Tercer grado	5	Diplomatura
44077	Cerollera (La)	Tercer grado	5	Licenciatura
44080	Codoñera (La)	Primer grado	178	Primer grado
44080	Codoñera (La)	Segundo grado	7	FP Grado Medio
44080	Codoñera (La)	Segundo grado	54	ESO, EGB, Bachillerato Ele.
44080	Codoñera (La)	Segundo grado	8	FP Grado Superior
44080	Codoñera (La)	Segundo grado	19	Bachillerato Superior
44080	Codoñera (La)	Tercer grado	13	Diplomatura
44080	Codoñera (La)	Tercer grado	5	Licenciatura
44082	Corbalán	Sin estudios	39	Sin estudios
44082	Corbalán	Primer grado	11	Primer grado
44082	Corbalán	Segundo grado	1	FP Grado Medio
44082	Corbalán	Segundo grado	9	ESO, EGB, Bachillerato Ele.
44082	Corbalán	Segundo grado	1	FP Grado Superior
44082	Corbalán	Segundo grado	3	Bachillerato Superior
44082	Corbalán	Tercer grado	2	Doctorado
44082	Corbalán	Tercer grado	7	Diplomatura
44084	Cortes de Aragón	Analfabetos	5	No sabe leer o escribir
44084	Cortes de Aragón	Sin estudios	2	Sin estudios
44084	Cortes de Aragón	Primer grado	61	Primer grado
44084	Cortes de Aragón	Segundo grado	1	FP Grado Medio
44084	Cortes de Aragón	Segundo grado	16	ESO, EGB, Bachillerato Ele.
44084	Cortes de Aragón	Segundo grado	5	FP Grado Superior
44084	Cortes de Aragón	Segundo grado	7	Bachillerato Superior
44084	Cortes de Aragón	Tercer grado	7	Diplomatura
44084	Cortes de Aragón	Tercer grado	2	Licenciatura
44085	Cosa	Sin estudios	21	Sin estudios
44085	Cosa	Primer grado	34	Primer grado
44085	Cosa	Segundo grado	7	Bachillerato Superior
44085	Cosa	Segundo grado	16	ESO, EGB, Bachillerato Ele.
44085	Cosa	Segundo grado	4	FP Grado Medio
44085	Cosa	Segundo grado	2	FP Grado Superior
44085	Cosa	Tercer grado	2	Licenciatura
44085	Cosa	Tercer grado	3	Diplomatura
44086	Cretas	Analfabetos	2	No sabe leer o escribir
44086	Cretas	Sin estudios	165	Sin estudios
44086	Cretas	Primer grado	121	Primer grado
44086	Cretas	Segundo grado	187	ESO, EGB, Bachillerato Ele.
44086	Cretas	Segundo grado	42	Bachillerato Superior
44086	Cretas	Segundo grado	16	FP Grado Medio
44086	Cretas	Segundo grado	19	FP Grado Superior
44086	Cretas	Tercer grado	12	Licenciatura
44086	Cretas	Tercer grado	7	Diplomatura
44087	Crivillén	Sin estudios	45	Sin estudios
44087	Crivillén	Primer grado	7	Primer grado
44087	Crivillén	Segundo grado	1	Bachillerato Superior
44087	Crivillén	Segundo grado	2	FP Grado Medio
44087	Crivillén	Segundo grado	2	FP Grado Superior
44087	Crivillén	Segundo grado	52	ESO, EGB, Bachillerato Ele.
44087	Crivillén	Tercer grado	2	Licenciatura
44087	Crivillén	Tercer grado	2	Diplomatura
44088	Cuba (La)	Analfabetos	2	No sabe leer o escribir
44088	Cuba (La)	Sin estudios	18	Sin estudios
44088	Cuba (La)	Primer grado	14	Primer grado
44088	Cuba (La)	Segundo grado	1	FP Grado Medio
44088	Cuba (La)	Segundo grado	4	Bachillerato Superior
44088	Cuba (La)	Segundo grado	1	FP Grado Superior
44088	Cuba (La)	Segundo grado	13	ESO, EGB, Bachillerato Ele.
44088	Cuba (La)	Tercer grado	1	Diplomatura
44089	Cubla	Analfabetos	1	No sabe leer o escribir
44089	Cubla	Sin estudios	5	Sin estudios
44089	Cubla	Primer grado	30	Primer grado
44089	Cubla	Segundo grado	1	Bachillerato Superior
44089	Cubla	Segundo grado	1	FP Grado Medio
44089	Cubla	Segundo grado	3	FP Grado Superior
44089	Cubla	Segundo grado	2	ESO, EGB, Bachillerato Ele.
44089	Cubla	Tercer grado	1	Diplomatura
44090	Cucalón	Analfabetos	3	No sabe leer o escribir
44090	Cucalón	Sin estudios	11	Sin estudios
44090	Cucalón	Primer grado	35	Primer grado
44090	Cucalón	Segundo grado	5	Bachillerato Superior
44090	Cucalón	Segundo grado	2	FP Grado Medio
44090	Cucalón	Segundo grado	8	ESO, EGB, Bachillerato Ele.
44090	Cucalón	Segundo grado	4	FP Grado Superior
44090	Cucalón	Tercer grado	3	Licenciatura
44090	Cucalón	Tercer grado	7	Diplomatura
44092	Cuervo (El)	Sin estudios	4	Sin estudios
44092	Cuervo (El)	Primer grado	47	Primer grado
44092	Cuervo (El)	Segundo grado	1	FP Grado Superior
44092	Cuervo (El)	Segundo grado	7	Bachillerato Superior
44092	Cuervo (El)	Segundo grado	1	FP Grado Medio
44092	Cuervo (El)	Segundo grado	44	ESO, EGB, Bachillerato Ele.
44092	Cuervo (El)	Tercer grado	4	Diplomatura
44093	Cuevas de Almudén	Sin estudios	7	Sin estudios
44093	Cuevas de Almudén	Primer grado	34	Primer grado
44093	Cuevas de Almudén	Segundo grado	5	FP Grado Medio
44093	Cuevas de Almudén	Segundo grado	2	FP Grado Superior
44093	Cuevas de Almudén	Segundo grado	28	ESO, EGB, Bachillerato Ele.
44093	Cuevas de Almudén	Segundo grado	10	Bachillerato Superior
44093	Cuevas de Almudén	Tercer grado	3	Licenciatura
44093	Cuevas de Almudén	Tercer grado	1	Diplomatura
44094	Cuevas Labradas	Analfabetos	1	No sabe leer o escribir
44094	Cuevas Labradas	Sin estudios	56	Sin estudios
44094	Cuevas Labradas	Primer grado	43	Primer grado
44094	Cuevas Labradas	Segundo grado	26	ESO, EGB, Bachillerato Ele.
44094	Cuevas Labradas	Segundo grado	6	Bachillerato Superior
44094	Cuevas Labradas	Segundo grado	2	FP Grado Superior
44094	Cuevas Labradas	Segundo grado	5	FP Grado Medio
44094	Cuevas Labradas	Tercer grado	2	Licenciatura
44094	Cuevas Labradas	Tercer grado	3	Diplomatura
44096	Ejulve	Analfabetos	2	No sabe leer o escribir
44096	Ejulve	Sin estudios	34	Sin estudios
44096	Ejulve	Primer grado	83	Primer grado
44096	Ejulve	Segundo grado	19	Bachillerato Superior
44096	Ejulve	Segundo grado	4	FP Grado Superior
44096	Ejulve	Segundo grado	29	ESO, EGB, Bachillerato Ele.
44096	Ejulve	Segundo grado	3	FP Grado Medio
44096	Ejulve	Tercer grado	6	Licenciatura
44096	Ejulve	Tercer grado	8	Diplomatura
44097	Escorihuela	Sin estudios	130	Sin estudios
44097	Escorihuela	Primer grado	14	Primer grado
44097	Escorihuela	Segundo grado	5	FP Grado Medio
44097	Escorihuela	Segundo grado	5	Bachillerato Superior
44097	Escorihuela	Segundo grado	2	FP Grado Superior
44097	Escorihuela	Segundo grado	36	ESO, EGB, Bachillerato Ele.
44097	Escorihuela	Tercer grado	2	Licenciatura
44097	Escorihuela	Tercer grado	2	Diplomatura
44099	Escucha	Analfabetos	28	No sabe leer o escribir
44099	Escucha	Sin estudios	131	Sin estudios
44099	Escucha	Primer grado	286	Primer grado
44099	Escucha	Segundo grado	31	FP Grado Superior
44099	Escucha	Segundo grado	32	FP Grado Medio
44099	Escucha	Segundo grado	308	ESO, EGB, Bachillerato Ele.
44099	Escucha	Segundo grado	48	Bachillerato Superior
44099	Escucha	Tercer grado	15	Licenciatura
44099	Escucha	Tercer grado	23	Diplomatura
44099	Escucha	Tercer grado	2	Doctorado
44100	Estercuel	Analfabetos	16	No sabe leer o escribir
44100	Estercuel	Sin estudios	57	Sin estudios
44100	Estercuel	Primer grado	78	Primer grado
44100	Estercuel	Segundo grado	78	ESO, EGB, Bachillerato Ele.
44100	Estercuel	Segundo grado	2	FP Grado Superior
44100	Estercuel	Segundo grado	2	FP Grado Medio
44100	Estercuel	Segundo grado	19	Bachillerato Superior
44100	Estercuel	Tercer grado	1	Doctorado
44100	Estercuel	Tercer grado	10	Diplomatura
44100	Estercuel	Tercer grado	2	Licenciatura
44101	Ferreruela de Huerva	Sin estudios	23	Sin estudios
44101	Ferreruela de Huerva	Primer grado	27	Primer grado
44101	Ferreruela de Huerva	Segundo grado	3	FP Grado Superior
44101	Ferreruela de Huerva	Segundo grado	3	FP Grado Medio
44101	Ferreruela de Huerva	Segundo grado	5	Bachillerato Superior
44101	Ferreruela de Huerva	Segundo grado	8	ESO, EGB, Bachillerato Ele.
44101	Ferreruela de Huerva	Tercer grado	5	Diplomatura
44101	Ferreruela de Huerva	Tercer grado	2	Licenciatura
44102	Fonfría	Analfabetos	1	No sabe leer o escribir
44102	Fonfría	Sin estudios	3	Sin estudios
44102	Fonfría	Primer grado	16	Primer grado
44102	Fonfría	Segundo grado	3	Bachillerato Superior
44102	Fonfría	Segundo grado	4	ESO, EGB, Bachillerato Ele.
44102	Fonfría	Tercer grado	2	Diplomatura
44103	Formiche Alto	Analfabetos	5	No sabe leer o escribir
44103	Formiche Alto	Sin estudios	10	Sin estudios
44103	Formiche Alto	Primer grado	79	Primer grado
44103	Formiche Alto	Segundo grado	55	ESO, EGB, Bachillerato Ele.
44103	Formiche Alto	Segundo grado	4	Bachillerato Superior
44103	Formiche Alto	Segundo grado	5	FP Grado Medio
44103	Formiche Alto	Segundo grado	6	FP Grado Superior
44103	Formiche Alto	Tercer grado	5	Diplomatura
44103	Formiche Alto	Tercer grado	2	Licenciatura
44103	Formiche Alto	Tercer grado	1	Doctorado
44105	Fórnoles	Sin estudios	8	Sin estudios
44105	Fórnoles	Primer grado	59	Primer grado
44105	Fórnoles	Segundo grado	1	FP Grado Superior
44105	Fórnoles	Segundo grado	3	FP Grado Medio
44105	Fórnoles	Segundo grado	3	Bachillerato Superior
44105	Fórnoles	Segundo grado	10	ESO, EGB, Bachillerato Ele.
44105	Fórnoles	Tercer grado	1	Licenciatura
44105	Fórnoles	Tercer grado	3	Diplomatura
44106	Fortanete	Analfabetos	3	No sabe leer o escribir
44106	Fortanete	Sin estudios	52	Sin estudios
44106	Fortanete	Primer grado	31	Primer grado
44106	Fortanete	Segundo grado	36	ESO, EGB, Bachillerato Ele.
44106	Fortanete	Segundo grado	8	FP Grado Superior
44106	Fortanete	Segundo grado	6	Bachillerato Superior
44106	Fortanete	Segundo grado	7	FP Grado Medio
44106	Fortanete	Tercer grado	14	Diplomatura
44106	Fortanete	Tercer grado	8	Licenciatura
44107	Foz-Calanda	Analfabetos	7	No sabe leer o escribir
44107	Foz-Calanda	Sin estudios	12	Sin estudios
44107	Foz-Calanda	Primer grado	128	Primer grado
44107	Foz-Calanda	Segundo grado	4	FP Grado Superior
44107	Foz-Calanda	Segundo grado	14	Bachillerato Superior
44107	Foz-Calanda	Segundo grado	51	ESO, EGB, Bachillerato Ele.
44107	Foz-Calanda	Tercer grado	1	Doctorado
44107	Foz-Calanda	Tercer grado	2	Diplomatura
44107	Foz-Calanda	Tercer grado	6	Licenciatura
44108	Fresneda (La)	Analfabetos	4	No sabe leer o escribir
44108	Fresneda (La)	Sin estudios	133	Sin estudios
44108	Fresneda (La)	Primer grado	60	Primer grado
44108	Fresneda (La)	Segundo grado	4	FP Grado Medio
44108	Fresneda (La)	Segundo grado	2	FP Grado Superior
44108	Fresneda (La)	Segundo grado	126	ESO, EGB, Bachillerato Ele.
44108	Fresneda (La)	Segundo grado	23	Bachillerato Superior
44108	Fresneda (La)	Tercer grado	1	Doctorado
44108	Fresneda (La)	Tercer grado	6	Licenciatura
44108	Fresneda (La)	Tercer grado	14	Diplomatura
44109	Frías de Albarracín	Analfabetos	6	No sabe leer o escribir
44109	Frías de Albarracín	Sin estudios	43	Sin estudios
44109	Frías de Albarracín	Primer grado	13	Primer grado
44109	Frías de Albarracín	Segundo grado	1	FP Grado Medio
44109	Frías de Albarracín	Segundo grado	65	ESO, EGB, Bachillerato Ele.
44109	Frías de Albarracín	Segundo grado	2	FP Grado Superior
44109	Frías de Albarracín	Segundo grado	8	Bachillerato Superior
44109	Frías de Albarracín	Tercer grado	2	Diplomatura
44109	Frías de Albarracín	Tercer grado	1	Licenciatura
44110	Fuenferrada	Sin estudios	3	Sin estudios
44110	Fuenferrada	Primer grado	31	Primer grado
44110	Fuenferrada	Segundo grado	1	Bachillerato Superior
44110	Fuenferrada	Segundo grado	1	FP Grado Superior
44110	Fuenferrada	Segundo grado	9	ESO, EGB, Bachillerato Ele.
44111	Fuentes Calientes	Analfabetos	1	No sabe leer o escribir
44111	Fuentes Calientes	Sin estudios	3	Sin estudios
44111	Fuentes Calientes	Primer grado	67	Primer grado
44111	Fuentes Calientes	Segundo grado	9	Bachillerato Superior
44111	Fuentes Calientes	Segundo grado	4	FP Grado Superior
44111	Fuentes Calientes	Segundo grado	2	FP Grado Medio
44111	Fuentes Calientes	Segundo grado	17	ESO, EGB, Bachillerato Ele.
44111	Fuentes Calientes	Tercer grado	4	Licenciatura
44111	Fuentes Calientes	Tercer grado	6	Diplomatura
44112	Fuentes Claras	Analfabetos	11	No sabe leer o escribir
44112	Fuentes Claras	Sin estudios	16	Sin estudios
44112	Fuentes Claras	Primer grado	176	Primer grado
44112	Fuentes Claras	Segundo grado	48	Bachillerato Superior
44112	Fuentes Claras	Segundo grado	255	ESO, EGB, Bachillerato Ele.
44112	Fuentes Claras	Segundo grado	8	FP Grado Superior
44112	Fuentes Claras	Segundo grado	14	FP Grado Medio
44112	Fuentes Claras	Tercer grado	19	Licenciatura
44112	Fuentes Claras	Tercer grado	26	Diplomatura
44112	Fuentes Claras	Tercer grado	1	Doctorado
44113	Fuentes de Rubielos	Analfabetos	3	No sabe leer o escribir
44113	Fuentes de Rubielos	Sin estudios	3	Sin estudios
44113	Fuentes de Rubielos	Primer grado	41	Primer grado
44113	Fuentes de Rubielos	Segundo grado	15	ESO, EGB, Bachillerato Ele.
44113	Fuentes de Rubielos	Segundo grado	1	FP Grado Superior
44113	Fuentes de Rubielos	Segundo grado	12	Bachillerato Superior
44113	Fuentes de Rubielos	Tercer grado	1	Diplomatura
44113	Fuentes de Rubielos	Tercer grado	2	Licenciatura
44114	Fuentespalda	Analfabetos	4	No sabe leer o escribir
44114	Fuentespalda	Sin estudios	47	Sin estudios
44114	Fuentespalda	Primer grado	154	Primer grado
44114	Fuentespalda	Segundo grado	52	ESO, EGB, Bachillerato Ele.
44114	Fuentespalda	Segundo grado	18	Bachillerato Superior
