Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Número de contratos	Temporalidad
Junio 2009	200906	50	Zaragoza	Mujeres	12317	Temporal
Mayo 2009	200905	22	Huesca	Hombres	264	Indefinido
Mayo 2009	200905	22	Huesca	Mujeres	209	Indefinido
Mayo 2009	200905	22	Huesca	Hombres	3731	Temporal
Mayo 2009	200905	22	Huesca	Mujeres	2309	Temporal
Mayo 2009	200905	44	Teruel	Hombres	201	Indefinido
Mayo 2009	200905	44	Teruel	Mujeres	120	Indefinido
Mayo 2009	200905	44	Teruel	Hombres	1567	Temporal
Mayo 2009	200905	44	Teruel	Mujeres	957	Temporal
Mayo 2009	200905	50	Zaragoza	Hombres	1348	Indefinido
Mayo 2009	200905	50	Zaragoza	Mujeres	1102	Indefinido
Mayo 2009	200905	50	Zaragoza	Hombres	12074	Temporal
Mayo 2009	200905	50	Zaragoza	Mujeres	9565	Temporal
Abril 2009	200904	22	Huesca	Hombres	266	Indefinido
Abril 2009	200904	22	Huesca	Mujeres	231	Indefinido
Abril 2009	200904	22	Huesca	Hombres	2099	Temporal
Abril 2009	200904	22	Huesca	Mujeres	1712	Temporal
Abril 2009	200904	44	Teruel	Hombres	161	Indefinido
Abril 2009	200904	44	Teruel	Mujeres	110	Indefinido
Abril 2009	200904	44	Teruel	Hombres	1192	Temporal
Abril 2009	200904	44	Teruel	Mujeres	765	Temporal
Abril 2009	200904	50	Zaragoza	Hombres	1136	Indefinido
Abril 2009	200904	50	Zaragoza	Mujeres	1133	Indefinido
Abril 2009	200904	50	Zaragoza	Hombres	8845	Temporal
Abril 2009	200904	50	Zaragoza	Mujeres	7991	Temporal
Marzo 2009	200903	22	Huesca	Hombres	272	Indefinido
Marzo 2009	200903	22	Huesca	Mujeres	216	Indefinido
Marzo 2009	200903	22	Huesca	Hombres	1896	Temporal
Marzo 2009	200903	22	Huesca	Mujeres	1429	Temporal
Marzo 2009	200903	44	Teruel	Hombres	168	Indefinido
Marzo 2009	200903	44	Teruel	Mujeres	135	Indefinido
Marzo 2009	200903	44	Teruel	Hombres	1162	Temporal
Marzo 2009	200903	44	Teruel	Mujeres	795	Temporal
Marzo 2009	200903	50	Zaragoza	Hombres	1294	Indefinido
Marzo 2009	200903	50	Zaragoza	Mujeres	1371	Indefinido
Marzo 2009	200903	50	Zaragoza	Hombres	8600	Temporal
Marzo 2009	200903	50	Zaragoza	Mujeres	8181	Temporal
Febrero 2009	200902	22	Huesca	Hombres	274	Indefinido
Febrero 2009	200902	22	Huesca	Mujeres	196	Indefinido
Febrero 2009	200902	22	Huesca	Hombres	1757	Temporal
Febrero 2009	200902	22	Huesca	Mujeres	1457	Temporal
Febrero 2009	200902	44	Teruel	Hombres	163	Indefinido
Febrero 2009	200902	44	Teruel	Mujeres	124	Indefinido
Febrero 2009	200902	44	Teruel	Hombres	1037	Temporal
Febrero 2009	200902	44	Teruel	Mujeres	714	Temporal
Febrero 2009	200902	50	Zaragoza	Hombres	1308	Indefinido
Febrero 2009	200902	50	Zaragoza	Mujeres	1179	Indefinido
Febrero 2009	200902	50	Zaragoza	Hombres	7814	Temporal
Febrero 2009	200902	50	Zaragoza	Mujeres	7579	Temporal
Enero 2009	200901	22	Huesca	Hombres	331	Indefinido
Enero 2009	200901	22	Huesca	Mujeres	288	Indefinido
Enero 2009	200901	22	Huesca	Hombres	1994	Temporal
Enero 2009	200901	22	Huesca	Mujeres	1635	Temporal
Enero 2009	200901	44	Teruel	Hombres	159	Indefinido
Enero 2009	200901	44	Teruel	Mujeres	134	Indefinido
Enero 2009	200901	44	Teruel	Hombres	1118	Temporal
Enero 2009	200901	44	Teruel	Mujeres	724	Temporal
Enero 2009	200901	50	Zaragoza	Hombres	1399	Indefinido
Enero 2009	200901	50	Zaragoza	Mujeres	1264	Indefinido
Enero 2009	200901	50	Zaragoza	Hombres	7804	Temporal
Enero 2009	200901	50	Zaragoza	Mujeres	8779	Temporal
Diciembre 2008	200812	22	Huesca	Hombres	294	Indefinido
Diciembre 2008	200812	22	Huesca	Mujeres	287	Indefinido
Diciembre 2008	200812	22	Huesca	Hombres	1842	Temporal
Diciembre 2008	200812	22	Huesca	Mujeres	1939	Temporal
Diciembre 2008	200812	44	Teruel	Hombres	114	Indefinido
Diciembre 2008	200812	44	Teruel	Mujeres	106	Indefinido
Diciembre 2008	200812	44	Teruel	Hombres	924	Temporal
Diciembre 2008	200812	44	Teruel	Mujeres	874	Temporal
Diciembre 2008	200812	50	Zaragoza	Hombres	1114	Indefinido
Diciembre 2008	200812	50	Zaragoza	Mujeres	1128	Indefinido
Diciembre 2008	200812	50	Zaragoza	Hombres	7166	Temporal
Diciembre 2008	200812	50	Zaragoza	Mujeres	8989	Temporal
Noviembre 2008	200811	22	Huesca	Hombres	307	Indefinido
Noviembre 2008	200811	22	Huesca	Mujeres	255	Indefinido
Noviembre 2008	200811	22	Huesca	Hombres	1792	Temporal
Noviembre 2008	200811	22	Huesca	Mujeres	1734	Temporal
Noviembre 2008	200811	44	Teruel	Hombres	158	Indefinido
Noviembre 2008	200811	44	Teruel	Mujeres	150	Indefinido
Noviembre 2008	200811	44	Teruel	Hombres	959	Temporal
Noviembre 2008	200811	44	Teruel	Mujeres	887	Temporal
Noviembre 2008	200811	50	Zaragoza	Hombres	1224	Indefinido
Noviembre 2008	200811	50	Zaragoza	Mujeres	1436	Indefinido
Noviembre 2008	200811	50	Zaragoza	Hombres	9636	Temporal
Noviembre 2008	200811	50	Zaragoza	Mujeres	10192	Temporal
Octubre 2008	200810	22	Huesca	Hombres	346	Indefinido
Octubre 2008	200810	22	Huesca	Mujeres	342	Indefinido
Octubre 2008	200810	22	Huesca	Hombres	2280	Temporal
Octubre 2008	200810	22	Huesca	Mujeres	2145	Temporal
Octubre 2008	200810	44	Teruel	Hombres	230	Indefinido
Octubre 2008	200810	44	Teruel	Mujeres	173	Indefinido
Octubre 2008	200810	44	Teruel	Hombres	1606	Temporal
Octubre 2008	200810	44	Teruel	Mujeres	1240	Temporal
Octubre 2008	200810	50	Zaragoza	Hombres	1961	Indefinido
Octubre 2008	200810	50	Zaragoza	Mujeres	2073	Indefinido
Octubre 2008	200810	50	Zaragoza	Hombres	13892	Temporal
Octubre 2008	200810	50	Zaragoza	Mujeres	14032	Temporal
Septiembre 2008	200809	22	Huesca	Hombres	345	Indefinido
Septiembre 2008	200809	22	Huesca	Mujeres	360	Indefinido
Septiembre 2008	200809	22	Huesca	Hombres	2473	Temporal
Septiembre 2008	200809	22	Huesca	Mujeres	2013	Temporal
Septiembre 2008	200809	44	Teruel	Hombres	204	Indefinido
Septiembre 2008	200809	44	Teruel	Mujeres	157	Indefinido
Septiembre 2008	200809	44	Teruel	Hombres	1665	Temporal
Septiembre 2008	200809	44	Teruel	Mujeres	1209	Temporal
Septiembre 2008	200809	50	Zaragoza	Hombres	2014	Indefinido
Septiembre 2008	200809	50	Zaragoza	Mujeres	2187	Indefinido
Septiembre 2008	200809	50	Zaragoza	Hombres	15905	Temporal
Septiembre 2008	200809	50	Zaragoza	Mujeres	15453	Temporal
Agosto 2008	200808	22	Huesca	Hombres	225	Indefinido
Agosto 2008	200808	22	Huesca	Mujeres	179	Indefinido
Agosto 2008	200808	22	Huesca	Hombres	2606	Temporal
Agosto 2008	200808	22	Huesca	Mujeres	1743	Temporal
Agosto 2008	200808	44	Teruel	Hombres	127	Indefinido
Agosto 2008	200808	44	Teruel	Mujeres	109	Indefinido
Agosto 2008	200808	44	Teruel	Hombres	1032	Temporal
Agosto 2008	200808	44	Teruel	Mujeres	813	Temporal
Agosto 2008	200808	50	Zaragoza	Hombres	1284	Indefinido
Agosto 2008	200808	50	Zaragoza	Mujeres	1197	Indefinido
Agosto 2008	200808	50	Zaragoza	Hombres	11676	Temporal
Agosto 2008	200808	50	Zaragoza	Mujeres	10233	Temporal
Julio 2008	200807	22	Huesca	Hombres	423	Indefinido
Julio 2008	200807	22	Huesca	Mujeres	335	Indefinido
Julio 2008	200807	22	Huesca	Hombres	4507	Temporal
Julio 2008	200807	22	Huesca	Mujeres	3607	Temporal
Julio 2008	200807	44	Teruel	Hombres	231	Indefinido
Julio 2008	200807	44	Teruel	Mujeres	150	Indefinido
Julio 2008	200807	44	Teruel	Hombres	1825	Temporal
Julio 2008	200807	44	Teruel	Mujeres	1592	Temporal
Julio 2008	200807	50	Zaragoza	Hombres	1788	Indefinido
Julio 2008	200807	50	Zaragoza	Mujeres	1587	Indefinido
Julio 2008	200807	50	Zaragoza	Hombres	16812	Temporal
Julio 2008	200807	50	Zaragoza	Mujeres	15601	Temporal
Junio 2008	200806	22	Huesca	Hombres	354	Indefinido
Junio 2008	200806	22	Huesca	Mujeres	334	Indefinido
Junio 2008	200806	22	Huesca	Hombres	3212	Temporal
Junio 2008	200806	22	Huesca	Mujeres	2854	Temporal
Junio 2008	200806	44	Teruel	Hombres	231	Indefinido
Junio 2008	200806	44	Teruel	Mujeres	162	Indefinido
Junio 2008	200806	44	Teruel	Hombres	1756	Temporal
Junio 2008	200806	44	Teruel	Mujeres	1261	Temporal
Junio 2008	200806	50	Zaragoza	Hombres	1917	Indefinido
Junio 2008	200806	50	Zaragoza	Mujeres	1641	Indefinido
Junio 2008	200806	50	Zaragoza	Hombres	17771	Temporal
Junio 2008	200806	50	Zaragoza	Mujeres	16480	Temporal
Mayo 2008	200805	22	Huesca	Hombres	366	Indefinido
Mayo 2008	200805	22	Huesca	Mujeres	290	Indefinido
Mayo 2008	200805	22	Huesca	Hombres	4019	Temporal
Mayo 2008	200805	22	Huesca	Mujeres	2531	Temporal
Mayo 2008	200805	44	Teruel	Hombres	296	Indefinido
Mayo 2008	200805	44	Teruel	Mujeres	165	Indefinido
Mayo 2008	200805	44	Teruel	Hombres	1669	Temporal
Mayo 2008	200805	44	Teruel	Mujeres	1150	Temporal
Mayo 2008	200805	50	Zaragoza	Hombres	1879	Indefinido
Mayo 2008	200805	50	Zaragoza	Mujeres	1730	Indefinido
Mayo 2008	200805	50	Zaragoza	Hombres	17055	Temporal
Mayo 2008	200805	50	Zaragoza	Mujeres	15061	Temporal
Abril 2008	200804	22	Huesca	Hombres	413	Indefinido
Abril 2008	200804	22	Huesca	Mujeres	359	Indefinido
Abril 2008	200804	22	Huesca	Hombres	2667	Temporal
Abril 2008	200804	22	Huesca	Mujeres	1782	Temporal
Abril 2008	200804	44	Teruel	Hombres	347	Indefinido
Abril 2008	200804	44	Teruel	Mujeres	188	Indefinido
Abril 2008	200804	44	Teruel	Hombres	1451	Temporal
Abril 2008	200804	44	Teruel	Mujeres	810	Temporal
Abril 2008	200804	50	Zaragoza	Hombres	2229	Indefinido
Abril 2008	200804	50	Zaragoza	Mujeres	2028	Indefinido
Abril 2008	200804	50	Zaragoza	Hombres	15457	Temporal
Abril 2008	200804	50	Zaragoza	Mujeres	12673	Temporal
Marzo 2008	200803	22	Huesca	Hombres	469	Indefinido
Marzo 2008	200803	22	Huesca	Mujeres	295	Indefinido
Marzo 2008	200803	22	Huesca	Hombres	2285	Temporal
Marzo 2008	200803	22	Huesca	Mujeres	1728	Temporal
Marzo 2008	200803	44	Teruel	Hombres	281	Indefinido
Marzo 2008	200803	44	Teruel	Mujeres	183	Indefinido
Marzo 2008	200803	44	Teruel	Hombres	1225	Temporal
Marzo 2008	200803	44	Teruel	Mujeres	947	Temporal
Marzo 2008	200803	50	Zaragoza	Hombres	2035	Indefinido
Marzo 2008	200803	50	Zaragoza	Mujeres	1819	Indefinido
Marzo 2008	200803	50	Zaragoza	Hombres	12652	Temporal
Marzo 2008	200803	50	Zaragoza	Mujeres	10566	Temporal
Febrero 2008	200802	22	Huesca	Hombres	518	Indefinido
Febrero 2008	200802	22	Huesca	Mujeres	356	Indefinido
Febrero 2008	200802	22	Huesca	Hombres	2642	Temporal
Febrero 2008	200802	22	Huesca	Mujeres	1619	Temporal
Febrero 2008	200802	44	Teruel	Hombres	313	Indefinido
Febrero 2008	200802	44	Teruel	Mujeres	167	Indefinido
Febrero 2008	200802	44	Teruel	Hombres	1711	Temporal
Febrero 2008	200802	44	Teruel	Mujeres	928	Temporal
Febrero 2008	200802	50	Zaragoza	Hombres	2314	Indefinido
Febrero 2008	200802	50	Zaragoza	Mujeres	1843	Indefinido
Febrero 2008	200802	50	Zaragoza	Hombres	14600	Temporal
Febrero 2008	200802	50	Zaragoza	Mujeres	11612	Temporal
Enero 2008	200801	22	Huesca	Hombres	516	Indefinido
Enero 2008	200801	22	Huesca	Mujeres	393	Indefinido
Enero 2008	200801	22	Huesca	Hombres	3032	Temporal
Enero 2008	200801	22	Huesca	Mujeres	2066	Temporal
Enero 2008	200801	44	Teruel	Hombres	309	Indefinido
Enero 2008	200801	44	Teruel	Mujeres	189	Indefinido
Enero 2008	200801	44	Teruel	Hombres	1521	Temporal
Enero 2008	200801	44	Teruel	Mujeres	1055	Temporal
Enero 2008	200801	50	Zaragoza	Hombres	2321	Indefinido
Enero 2008	200801	50	Zaragoza	Mujeres	2094	Indefinido
Enero 2008	200801	50	Zaragoza	Hombres	14675	Temporal
Enero 2008	200801	50	Zaragoza	Mujeres	12722	Temporal
Diciembre 2007	200712	22	Huesca	Hombres	360	Indefinido
Diciembre 2007	200712	22	Huesca	Mujeres	319	Indefinido
Diciembre 2007	200712	22	Huesca	Hombres	2070	Temporal
Diciembre 2007	200712	22	Huesca	Mujeres	1892	Temporal
Diciembre 2007	200712	44	Teruel	Hombres	207	Indefinido
Diciembre 2007	200712	44	Teruel	Mujeres	147	Indefinido
Diciembre 2007	200712	44	Teruel	Hombres	1123	Temporal
Diciembre 2007	200712	44	Teruel	Mujeres	902	Temporal
Diciembre 2007	200712	50	Zaragoza	Hombres	1570	Indefinido
Diciembre 2007	200712	50	Zaragoza	Mujeres	1499	Indefinido
Diciembre 2007	200712	50	Zaragoza	Hombres	10234	Temporal
Diciembre 2007	200712	50	Zaragoza	Mujeres	10230	Temporal
Noviembre 2007	200711	22	Huesca	Hombres	433	Indefinido
Noviembre 2007	200711	22	Huesca	Mujeres	374	Indefinido
Noviembre 2007	200711	22	Huesca	Hombres	2694	Temporal
Noviembre 2007	200711	22	Huesca	Mujeres	1985	Temporal
Noviembre 2007	200711	44	Teruel	Hombres	219	Indefinido
Noviembre 2007	200711	44	Teruel	Mujeres	156	Indefinido
Noviembre 2007	200711	44	Teruel	Hombres	1598	Temporal
Noviembre 2007	200711	44	Teruel	Mujeres	1158	Temporal
Noviembre 2007	200711	50	Zaragoza	Hombres	1855	Indefinido
Noviembre 2007	200711	50	Zaragoza	Mujeres	1961	Indefinido
Noviembre 2007	200711	50	Zaragoza	Hombres	14403	Temporal
Noviembre 2007	200711	50	Zaragoza	Mujeres	13269	Temporal
Octubre 2007	200710	22	Huesca	Hombres	536	Indefinido
Octubre 2007	200710	22	Huesca	Mujeres	510	Indefinido
Octubre 2007	200710	22	Huesca	Hombres	3285	Temporal
Octubre 2007	200710	22	Huesca	Mujeres	2532	Temporal
Octubre 2007	200710	44	Teruel	Hombres	291	Indefinido
Octubre 2007	200710	44	Teruel	Mujeres	215	Indefinido
Octubre 2007	200710	44	Teruel	Hombres	1815	Temporal
Octubre 2007	200710	44	Teruel	Mujeres	1396	Temporal
Octubre 2007	200710	50	Zaragoza	Hombres	2337	Indefinido
Octubre 2007	200710	50	Zaragoza	Mujeres	2454	Indefinido
Octubre 2007	200710	50	Zaragoza	Hombres	19065	Temporal
Octubre 2007	200710	50	Zaragoza	Mujeres	17653	Temporal
Septiembre 2007	200709	22	Huesca	Hombres	428	Indefinido
Septiembre 2007	200709	22	Huesca	Mujeres	372	Indefinido
Septiembre 2007	200709	22	Huesca	Hombres	2936	Temporal
Septiembre 2007	200709	22	Huesca	Mujeres	1995	Temporal
Septiembre 2007	200709	44	Teruel	Hombres	293	Indefinido
Septiembre 2007	200709	44	Teruel	Mujeres	169	Indefinido
Septiembre 2007	200709	44	Teruel	Hombres	1573	Temporal
Septiembre 2007	200709	44	Teruel	Mujeres	1101	Temporal
Septiembre 2007	200709	50	Zaragoza	Hombres	2193	Indefinido
Septiembre 2007	200709	50	Zaragoza	Mujeres	2430	Indefinido
Septiembre 2007	200709	50	Zaragoza	Hombres	16767	Temporal
Septiembre 2007	200709	50	Zaragoza	Mujeres	14584	Temporal
Agosto 2007	200708	22	Huesca	Hombres	333	Indefinido
Agosto 2007	200708	22	Huesca	Mujeres	238	Indefinido
Agosto 2007	200708	22	Huesca	Hombres	3208	Temporal
Agosto 2007	200708	22	Huesca	Mujeres	2037	Temporal
Agosto 2007	200708	44	Teruel	Hombres	166	Indefinido
Agosto 2007	200708	44	Teruel	Mujeres	130	Indefinido
Agosto 2007	200708	44	Teruel	Hombres	1471	Temporal
Agosto 2007	200708	44	Teruel	Mujeres	1135	Temporal
Agosto 2007	200708	50	Zaragoza	Hombres	1396	Indefinido
Agosto 2007	200708	50	Zaragoza	Mujeres	1314	Indefinido
Agosto 2007	200708	50	Zaragoza	Hombres	13638	Temporal
Agosto 2007	200708	50	Zaragoza	Mujeres	10613	Temporal
Julio 2007	200707	22	Huesca	Hombres	464	Indefinido
Julio 2007	200707	22	Huesca	Mujeres	380	Indefinido
Julio 2007	200707	22	Huesca	Hombres	4958	Temporal
Julio 2007	200707	22	Huesca	Mujeres	4021	Temporal
Julio 2007	200707	44	Teruel	Hombres	226	Indefinido
Julio 2007	200707	44	Teruel	Mujeres	180	Indefinido
Julio 2007	200707	44	Teruel	Hombres	1880	Temporal
Julio 2007	200707	44	Teruel	Mujeres	1571	Temporal
Julio 2007	200707	50	Zaragoza	Hombres	2086	Indefinido
Julio 2007	200707	50	Zaragoza	Mujeres	1842	Indefinido
Julio 2007	200707	50	Zaragoza	Hombres	17068	Temporal
Julio 2007	200707	50	Zaragoza	Mujeres	14795	Temporal
Junio 2007	200706	22	Huesca	Hombres	451	Indefinido
Junio 2007	200706	22	Huesca	Mujeres	351	Indefinido
Junio 2007	200706	22	Huesca	Hombres	3702	Temporal
Junio 2007	200706	22	Huesca	Mujeres	2736	Temporal
Junio 2007	200706	44	Teruel	Hombres	273	Indefinido
Junio 2007	200706	44	Teruel	Mujeres	158	Indefinido
Junio 2007	200706	44	Teruel	Hombres	1756	Temporal
Junio 2007	200706	44	Teruel	Mujeres	1411	Temporal
Junio 2007	200706	50	Zaragoza	Hombres	2316	Indefinido
Junio 2007	200706	50	Zaragoza	Mujeres	1790	Indefinido
Junio 2007	200706	50	Zaragoza	Hombres	17176	Temporal
Junio 2007	200706	50	Zaragoza	Mujeres	14008	Temporal
Mayo 2007	200705	22	Huesca	Hombres	452	Indefinido
Mayo 2007	200705	22	Huesca	Mujeres	321	Indefinido
Mayo 2007	200705	22	Huesca	Hombres	4439	Temporal
Mayo 2007	200705	22	Huesca	Mujeres	2780	Temporal
Mayo 2007	200705	44	Teruel	Hombres	288	Indefinido
Mayo 2007	200705	44	Teruel	Mujeres	220	Indefinido
Mayo 2007	200705	44	Teruel	Hombres	1854	Temporal
Mayo 2007	200705	44	Teruel	Mujeres	1320	Temporal
Mayo 2007	200705	50	Zaragoza	Hombres	2213	Indefinido
Mayo 2007	200705	50	Zaragoza	Mujeres	1937	Indefinido
Mayo 2007	200705	50	Zaragoza	Hombres	17505	Temporal
Mayo 2007	200705	50	Zaragoza	Mujeres	14437	Temporal
Abril 2007	200704	22	Huesca	Hombres	361	Indefinido
Abril 2007	200704	22	Huesca	Mujeres	290	Indefinido
Abril 2007	200704	22	Huesca	Hombres	2798	Temporal
Abril 2007	200704	22	Huesca	Mujeres	1905	Temporal
Abril 2007	200704	44	Teruel	Hombres	222	Indefinido
Abril 2007	200704	44	Teruel	Mujeres	174	Indefinido
Abril 2007	200704	44	Teruel	Hombres	1321	Temporal
Abril 2007	200704	44	Teruel	Mujeres	906	Temporal
Abril 2007	200704	50	Zaragoza	Hombres	1835	Indefinido
Abril 2007	200704	50	Zaragoza	Mujeres	1693	Indefinido
Abril 2007	200704	50	Zaragoza	Hombres	12895	Temporal
Abril 2007	200704	50	Zaragoza	Mujeres	10719	Temporal
Marzo 2007	200703	22	Huesca	Hombres	406	Indefinido
Marzo 2007	200703	22	Huesca	Mujeres	324	Indefinido
Marzo 2007	200703	22	Huesca	Hombres	2785	Temporal
Marzo 2007	200703	22	Huesca	Mujeres	1801	Temporal
Marzo 2007	200703	44	Teruel	Hombres	187	Indefinido
Marzo 2007	200703	44	Teruel	Mujeres	144	Indefinido
Marzo 2007	200703	44	Teruel	Hombres	1529	Temporal
Marzo 2007	200703	44	Teruel	Mujeres	890	Temporal
Marzo 2007	200703	50	Zaragoza	Hombres	2048	Indefinido
Marzo 2007	200703	50	Zaragoza	Mujeres	1766	Indefinido
Marzo 2007	200703	50	Zaragoza	Hombres	14578	Temporal
Marzo 2007	200703	50	Zaragoza	Mujeres	12000	Temporal
Febrero 2007	200702	22	Huesca	Hombres	368	Indefinido
Febrero 2007	200702	22	Huesca	Mujeres	276	Indefinido
Febrero 2007	200702	22	Huesca	Hombres	2706	Temporal
Febrero 2007	200702	22	Huesca	Mujeres	1863	Temporal
Febrero 2007	200702	44	Teruel	Hombres	214	Indefinido
Febrero 2007	200702	44	Teruel	Mujeres	146	Indefinido
Febrero 2007	200702	44	Teruel	Hombres	1342	Temporal
Febrero 2007	200702	44	Teruel	Mujeres	759	Temporal
Febrero 2007	200702	50	Zaragoza	Hombres	2005	Indefinido
Febrero 2007	200702	50	Zaragoza	Mujeres	1679	Indefinido
Febrero 2007	200702	50	Zaragoza	Hombres	13802	Temporal
Febrero 2007	200702	50	Zaragoza	Mujeres	11157	Temporal
Enero 2007	200701	22	Huesca	Hombres	693	Indefinido
Enero 2007	200701	22	Huesca	Mujeres	543	Indefinido
Enero 2007	200701	22	Huesca	Hombres	2882	Temporal
Enero 2007	200701	22	Huesca	Mujeres	1968	Temporal
Enero 2007	200701	44	Teruel	Hombres	437	Indefinido
Enero 2007	200701	44	Teruel	Mujeres	281	Indefinido
Enero 2007	200701	44	Teruel	Hombres	1311	Temporal
Enero 2007	200701	44	Teruel	Mujeres	871	Temporal
Enero 2007	200701	50	Zaragoza	Hombres	3256	Indefinido
Enero 2007	200701	50	Zaragoza	Mujeres	2484	Indefinido
Enero 2007	200701	50	Zaragoza	Hombres	14414	Temporal
Enero 2007	200701	50	Zaragoza	Mujeres	13037	Temporal
Diciembre 2006	200612	22	Huesca	Hombres	869	Indefinido
Diciembre 2006	200612	22	Huesca	Mujeres	585	Indefinido
Diciembre 2006	200612	22	Huesca	Hombres	2050	Temporal
Diciembre 2006	200612	22	Huesca	Mujeres	1979	Temporal
Diciembre 2006	200612	44	Teruel	Hombres	631	Indefinido
Diciembre 2006	200612	44	Teruel	Mujeres	264	Indefinido
Diciembre 2006	200612	44	Teruel	Hombres	964	Temporal
Diciembre 2006	200612	44	Teruel	Mujeres	895	Temporal
Diciembre 2006	200612	50	Zaragoza	Hombres	3264	Indefinido
Diciembre 2006	200612	50	Zaragoza	Mujeres	2610	Indefinido
Diciembre 2006	200612	50	Zaragoza	Hombres	10649	Temporal
Diciembre 2006	200612	50	Zaragoza	Mujeres	10776	Temporal
Noviembre 2006	200611	22	Huesca	Hombres	547	Indefinido
Noviembre 2006	200611	22	Huesca	Mujeres	466	Indefinido
Noviembre 2006	200611	22	Huesca	Hombres	2817	Temporal
Noviembre 2006	200611	22	Huesca	Mujeres	1916	Temporal
Noviembre 2006	200611	44	Teruel	Hombres	366	Indefinido
Noviembre 2006	200611	44	Teruel	Mujeres	259	Indefinido
Noviembre 2006	200611	44	Teruel	Hombres	1480	Temporal
Noviembre 2006	200611	44	Teruel	Mujeres	1062	Temporal
Noviembre 2006	200611	50	Zaragoza	Hombres	2696	Indefinido
Noviembre 2006	200611	50	Zaragoza	Mujeres	2432	Indefinido
Noviembre 2006	200611	50	Zaragoza	Hombres	15112	Temporal
Noviembre 2006	200611	50	Zaragoza	Mujeres	14266	Temporal
Octubre 2006	200610	22	Huesca	Hombres	553	Indefinido
Octubre 2006	200610	22	Huesca	Mujeres	523	Indefinido
Octubre 2006	200610	22	Huesca	Hombres	3029	Temporal
Octubre 2006	200610	22	Huesca	Mujeres	2367	Temporal
Octubre 2006	200610	44	Teruel	Hombres	335	Indefinido
Octubre 2006	200610	44	Teruel	Mujeres	238	Indefinido
Octubre 2006	200610	44	Teruel	Hombres	1606	Temporal
Octubre 2006	200610	44	Teruel	Mujeres	1367	Temporal
Octubre 2006	200610	50	Zaragoza	Hombres	2511	Indefinido
Octubre 2006	200610	50	Zaragoza	Mujeres	2464	Indefinido
Octubre 2006	200610	50	Zaragoza	Hombres	16951	Temporal
Octubre 2006	200610	50	Zaragoza	Mujeres	15713	Temporal
Septiembre 2006	200609	22	Huesca	Hombres	461	Indefinido
Septiembre 2006	200609	22	Huesca	Mujeres	394	Indefinido
Septiembre 2006	200609	22	Huesca	Hombres	2846	Temporal
Septiembre 2006	200609	22	Huesca	Mujeres	2085	Temporal
Septiembre 2006	200609	44	Teruel	Hombres	233	Indefinido
Septiembre 2006	200609	44	Teruel	Mujeres	210	Indefinido
Septiembre 2006	200609	44	Teruel	Hombres	1646	Temporal
Septiembre 2006	200609	44	Teruel	Mujeres	1117	Temporal
Septiembre 2006	200609	50	Zaragoza	Hombres	2286	Indefinido
Septiembre 2006	200609	50	Zaragoza	Mujeres	2269	Indefinido
Septiembre 2006	200609	50	Zaragoza	Hombres	16618	Temporal
Septiembre 2006	200609	50	Zaragoza	Mujeres	14971	Temporal
Agosto 2006	200608	22	Huesca	Hombres	363	Indefinido
Agosto 2006	200608	22	Huesca	Mujeres	307	Indefinido
Agosto 2006	200608	22	Huesca	Hombres	3049	Temporal
Agosto 2006	200608	22	Huesca	Mujeres	1958	Temporal
Agosto 2006	200608	44	Teruel	Hombres	243	Indefinido
Agosto 2006	200608	44	Teruel	Mujeres	169	Indefinido
Agosto 2006	200608	44	Teruel	Hombres	1389	Temporal
Agosto 2006	200608	44	Teruel	Mujeres	1147	Temporal
Agosto 2006	200608	50	Zaragoza	Hombres	1581	Indefinido
Agosto 2006	200608	50	Zaragoza	Mujeres	1303	Indefinido
Agosto 2006	200608	50	Zaragoza	Hombres	14386	Temporal
Agosto 2006	200608	50	Zaragoza	Mujeres	11127	Temporal
Julio 2006	200607	22	Huesca	Hombres	497	Indefinido
Julio 2006	200607	22	Huesca	Mujeres	320	Indefinido
Julio 2006	200607	22	Huesca	Hombres	4620	Temporal
Julio 2006	200607	22	Huesca	Mujeres	3675	Temporal
Julio 2006	200607	44	Teruel	Hombres	274	Indefinido
Julio 2006	200607	44	Teruel	Mujeres	181	Indefinido
Julio 2006	200607	44	Teruel	Hombres	1836	Temporal
Julio 2006	200607	44	Teruel	Mujeres	1672	Temporal
Julio 2006	200607	50	Zaragoza	Hombres	2236	Indefinido
Julio 2006	200607	50	Zaragoza	Mujeres	1744	Indefinido
Julio 2006	200607	50	Zaragoza	Hombres	17135	Temporal
Julio 2006	200607	50	Zaragoza	Mujeres	13922	Temporal
Junio 2006	200606	22	Huesca	Hombres	386	Indefinido
Junio 2006	200606	22	Huesca	Mujeres	280	Indefinido
Junio 2006	200606	22	Huesca	Hombres	3936	Temporal
Junio 2006	200606	22	Huesca	Mujeres	2789	Temporal
Junio 2006	200606	44	Teruel	Hombres	271	Indefinido
Junio 2006	200606	44	Teruel	Mujeres	161	Indefinido
Junio 2006	200606	44	Teruel	Hombres	1899	Temporal
Junio 2006	200606	44	Teruel	Mujeres	1550	Temporal
Junio 2006	200606	50	Zaragoza	Hombres	1734	Indefinido
Junio 2006	200606	50	Zaragoza	Mujeres	1293	Indefinido
Junio 2006	200606	50	Zaragoza	Hombres	18184	Temporal
Junio 2006	200606	50	Zaragoza	Mujeres	14419	Temporal
