Municipio código	Municipio nombre	REGTENEN ORDEN	Régimen de tenencia (agregado)	Régimen de tenencia (detalle)	Número hogares
22234	Torrente de Cinca		Otra forma	Otra forma	23
22235	Torres de Alcanadre		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
22236	Torres de Barbués		Otra forma	Otra forma	1
22239	Tramaced		Otra forma	Otra forma	1
22244	Valle de Lierp		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
22244	Valle de Lierp		Otra forma	Otra forma	1
22245	Velilla de Cinca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	11
22245	Velilla de Cinca		Otra forma	Otra forma	15
22246	Veracruz		Otra forma	Otra forma	14
22248	Vicién		Otra forma	Otra forma	3
22249	Villanova		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
22250	Villanúa		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
22250	Villanúa		Otra forma	Otra forma	9
22251	Villanueva de Sigena		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
22251	Villanueva de Sigena		Otra forma	Otra forma	2
22252	Yebra de Basa		Otra forma	Otra forma	3
22253	Yésero		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
22254	Zaidín		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	36
22254	Zaidín		Otra forma	Otra forma	103
22901	Valle de Hecho		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	16
22901	Valle de Hecho		Otra forma	Otra forma	12
22902	Puente la Reina de Jaca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
22902	Puente la Reina de Jaca		Otra forma	Otra forma	3
22903	San Miguel del Cinca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
22903	San Miguel del Cinca		Otra forma	Otra forma	8
22904	Sotonera (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	16
22904	Sotonera (La)		Otra forma	Otra forma	20
22905	Lupiñén-Ortilla		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
22905	Lupiñén-Ortilla		Otra forma	Otra forma	6
22906	Santa María de Dulcis		Otra forma	Otra forma	4
22907	Aínsa-Sobrarbe		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	18
22907	Aínsa-Sobrarbe		Otra forma	Otra forma	77
22908	Hoz y Costeán		Otra forma	Otra forma	1
22909	Vencillón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
44001	Ababuj		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44001	Ababuj		Otra forma	Otra forma	1
44003	Aguatón		Otra forma	Otra forma	2
44004	Aguaviva		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	20
44004	Aguaviva		Otra forma	Otra forma	2
44005	Aguilar del Alfambra		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44005	Aguilar del Alfambra		Otra forma	Otra forma	4
44006	Alacón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
44006	Alacón		Otra forma	Otra forma	1
44007	Alba		Otra forma	Otra forma	24
44008	Albalate del Arzobispo		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	37
44008	Albalate del Arzobispo		Otra forma	Otra forma	15
44009	Albarracín		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	23
44009	Albarracín		Otra forma	Otra forma	69
44010	Albentosa		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	8
44010	Albentosa		Otra forma	Otra forma	6
44011	Alcaine		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44012	Alcalá de la Selva		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
44012	Alcalá de la Selva		Otra forma	Otra forma	15
44013	Alcañiz		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	167
44013	Alcañiz		Otra forma	Otra forma	69
44014	Alcorisa		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	54
44014	Alcorisa		Otra forma	Otra forma	45
44016	Alfambra		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44016	Alfambra		Otra forma	Otra forma	9
44017	Aliaga		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
44017	Aliaga		Otra forma	Otra forma	8
44018	Almohaja		Otra forma	Otra forma	1
44019	Alobras		Otra forma	Otra forma	1
44021	Allepuz		Otra forma	Otra forma	1
44022	Alloza		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	17
44022	Alloza		Otra forma	Otra forma	5
44025	Andorra		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	105
44025	Andorra		Otra forma	Otra forma	130
44026	Arcos de las Salinas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44026	Arcos de las Salinas		Otra forma	Otra forma	6
44027	Arens de Lledó		Otra forma	Otra forma	1
44028	Argente		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
44029	Ariño		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
44029	Ariño		Otra forma	Otra forma	6
44031	Azaila		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44032	Bádenas		Otra forma	Otra forma	3
44033	Báguena		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
44033	Báguena		Otra forma	Otra forma	4
44034	Bañón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44035	Barrachina		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44036	Bea		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44036	Bea		Otra forma	Otra forma	2
44037	Beceite		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	16
44037	Beceite		Otra forma	Otra forma	4
44038	Belmonte de San José		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44038	Belmonte de San José		Otra forma	Otra forma	4
44039	Bello		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44039	Bello		Otra forma	Otra forma	1
44040	Berge		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
44040	Berge		Otra forma	Otra forma	2
44041	Bezas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44041	Bezas		Otra forma	Otra forma	2
44042	Blancas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44042	Blancas		Otra forma	Otra forma	13
44043	Blesa		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44043	Blesa		Otra forma	Otra forma	5
44044	Bordón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
44044	Bordón		Otra forma	Otra forma	6
44045	Bronchales		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	20
44045	Bronchales		Otra forma	Otra forma	35
44046	Bueña		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44047	Burbáguena		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44047	Burbáguena		Otra forma	Otra forma	1
44048	Cabra de Mora		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44048	Cabra de Mora		Otra forma	Otra forma	3
44049	Calaceite		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	18
44049	Calaceite		Otra forma	Otra forma	4
44050	Calamocha		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	72
44050	Calamocha		Otra forma	Otra forma	38
44051	Calanda		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	75
44051	Calanda		Otra forma	Otra forma	61
44052	Calomarde		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44053	Camañas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
44054	Camarena de la Sierra		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44054	Camarena de la Sierra		Otra forma	Otra forma	6
44055	Camarillas		Otra forma	Otra forma	4
44056	Caminreal		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
44056	Caminreal		Otra forma	Otra forma	2
44059	Cantavieja		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	9
44059	Cantavieja		Otra forma	Otra forma	2
44061	Cañada de Verich (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44062	Cañada Vellida		Otra forma	Otra forma	1
44063	Cañizar del Olivar		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44064	Cascante del Río		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44066	Castel de Cabra		Otra forma	Otra forma	2
44067	Castelnou		Otra forma	Otra forma	1
44068	Castelserás		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
44068	Castelserás		Otra forma	Otra forma	7
44070	Castellar (El)		Otra forma	Otra forma	4
44071	Castellote		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	24
44071	Castellote		Otra forma	Otra forma	27
44074	Cedrillas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	13
44074	Cedrillas		Otra forma	Otra forma	2
44075	Celadas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44075	Celadas		Otra forma	Otra forma	58
44076	Cella		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	16
44076	Cella		Otra forma	Otra forma	45
44080	Codoñera (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
44084	Cortes de Aragón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
44085	Cosa		Otra forma	Otra forma	1
44086	Cretas		Otra forma	Otra forma	7
44087	Crivillén		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
44089	Cubla		Otra forma	Otra forma	1
44090	Cucalón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44090	Cucalón		Otra forma	Otra forma	1
44092	Cuervo (El)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44092	Cuervo (El)		Otra forma	Otra forma	1
44093	Cuevas de Almudén		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44093	Cuevas de Almudén		Otra forma	Otra forma	7
44094	Cuevas Labradas		Otra forma	Otra forma	1
44096	Ejulve		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44096	Ejulve		Otra forma	Otra forma	2
44097	Escorihuela		Otra forma	Otra forma	2
44099	Escucha		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
44099	Escucha		Otra forma	Otra forma	9
44100	Estercuel		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44100	Estercuel		Otra forma	Otra forma	3
44101	Ferreruela de Huerva		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44103	Formiche Alto		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44103	Formiche Alto		Otra forma	Otra forma	13
44105	Fórnoles		Otra forma	Otra forma	10
44106	Fortanete		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44106	Fortanete		Otra forma	Otra forma	11
44107	Foz-Calanda		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44107	Foz-Calanda		Otra forma	Otra forma	2
44108	Fresneda (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	14
44108	Fresneda (La)		Otra forma	Otra forma	3
44109	Frías de Albarracín		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44109	Frías de Albarracín		Otra forma	Otra forma	1
44111	Fuentes Calientes		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44111	Fuentes Calientes		Otra forma	Otra forma	2
44112	Fuentes Claras		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44113	Fuentes de Rubielos		Otra forma	Otra forma	10
44114	Fuentespalda		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44115	Galve		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44115	Galve		Otra forma	Otra forma	1
44116	Gargallo		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44117	Gea de Albarracín		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	13
44117	Gea de Albarracín		Otra forma	Otra forma	2
44118	Ginebrosa (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
44119	Griegos		Otra forma	Otra forma	1
44120	Guadalaviar		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
44121	Gúdar		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
44122	Híjar		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	70
44122	Híjar		Otra forma	Otra forma	1
44123	Hinojosa de Jarque		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
44123	Hinojosa de Jarque		Otra forma	Otra forma	5
44124	Hoz de la Vieja (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
44124	Hoz de la Vieja (La)		Otra forma	Otra forma	1
