Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones cuyo titular es persona física	Explotaciones cuyo titular es una sociedad	Explotaciones cuyo titular es una entidad pública	Explotaciones cuyo titular es una cooperativa de producción	Explotaciones con otra condición jurídica	Explotaciones con experiencia práctica exclusiva del titular	Explotaciones con formación universitaria del titular	Explotaciones con formación profesional del titular	Explotaciones con otra formación agrícola del titular
1999	22119	Gurrea de Gállego	306	277	7	4	0	18	257	3	22	24
1999	22122	Hoz de Jaca	11	8	0	2	0	1	9	1	1	0
1999	22124	Huerto	108	99	1	2	0	6	62	2	37	7
1999	22125	Huesca	379	335	15	5	1	23	353	7	13	6
1999	22126	Ibieca	22	20	0	1	0	1	21	0	1	0
1999	22127	Igriés	43	38	2	2	0	1	40	0	3	0
1999	22128	Ilche	102	93	3	0	0	6	85	3	13	1
1999	22129	Isábena	89	73	4	1	0	11	82	0	4	3
1999	22130	Jaca	274	263	2	5	0	4	230	4	14	26
1999	22131	Jasa	12	11	0	1	0	0	9	0	0	3
1999	22133	Labuerda	12	10	0	1	0	1	8	0	3	1
1999	22135	Laluenga	75	71	1	2	0	1	58	0	12	5
1999	22136	Lalueza	232	219	2	1	0	10	167	4	61	0
1999	22137	Lanaja	313	295	2	1	0	15	259	2	49	3
1999	22139	Laperdiguera	22	21	1	0	0	0	15	0	6	1
1999	22141	Lascellas-Ponzano	68	62	0	4	0	2	61	2	2	3
1999	22142	Lascuarre	34	30	0	4	0	0	33	0	1	0
1999	22143	Laspaúles	60	46	0	3	0	11	51	1	7	1
1999	22144	Laspuña	31	30	0	1	0	0	25	0	3	3
1999	22149	Loarre	120	115	0	3	0	2	107	2	7	4
1999	22150	Loporzano	197	185	2	3	0	7	188	3	5	1
1999	22151	Loscorrales	44	41	0	1	0	2	38	0	2	4
1999	22155	Monesma y Cajigar	40	31	1	3	0	5	38	0	2	0
1999	22156	Monflorite-Lascasas	52	47	1	1	0	3	48	3	1	0
1999	22157	Montanuy	94	70	0	2	1	21	88	1	2	3
1999	22158	Monzón	715	659	27	3	0	26	647	8	29	31
1999	22160	Naval	47	42	1	2	0	2	39	1	7	0
1999	22162	Novales	37	35	0	1	0	1	34	0	2	1
1999	22163	Nueno	85	78	1	2	0	4	82	0	2	1
1999	22164	Olvena	25	22	0	2	0	1	24	0	1	0
1999	22165	Ontiñena	152	138	2	3	1	8	126	3	5	18
1999	22167	Osso de Cinca	169	139	7	3	0	20	144	2	14	9
1999	22168	Palo	14	11	0	1	0	2	12	1	0	1
1999	22170	Panticosa	29	24	0	4	0	1	25	2	2	0
1999	22172	Peñalba	131	118	3	1	0	9	97	9	5	20
1999	22173	Peñas de Riglos (Las)	71	66	1	3	0	1	65	1	4	1
1999	22174	Peralta de Alcofea	182	175	1	0	0	6	142	8	31	1
1999	22175	Peralta de Calasanz	162	153	1	3	0	5	159	0	1	2
1999	22176	Peraltilla	57	53	0	2	0	2	55	0	2	0
1999	22177	Perarrúa	33	27	0	3	0	3	27	2	3	1
1999	22178	Pertusa	42	33	4	1	0	4	41	0	1	0
1999	22181	Piracés	49	45	0	1	0	3	48	0	1	0
1999	22182	Plan	71	66	1	2	0	2	67	0	4	0
1999	22184	Poleñino	79	72	0	1	0	6	69	1	7	2
1999	22186	Pozán de Vero	84	81	0	3	0	0	67	2	3	12
1999	22187	Puebla de Castro (La)	61	58	0	2	0	1	52	2	6	1
1999	22188	Puente de Montañana	16	14	0	1	0	1	16	0	0	0
1999	22189	Puértolas	38	29	0	1	0	8	32	0	5	1
1999	22190	Pueyo de Araguás (El)	34	31	0	2	0	1	30	0	3	1
1999	22193	Pueyo de Santa Cruz	48	41	1	2	0	4	43	0	1	4
1999	22195	Quicena	12	8	0	0	0	4	9	1	2	0
1999	22197	Robres	170	156	4	1	1	8	130	3	20	17
1999	22199	Sabiñánigo	207	182	4	3	0	18	180	3	10	14
1999	22200	Sahún	41	33	0	7	0	1	39	0	1	1
1999	22201	Salas Altas	123	121	1	1	0	0	88	0	8	27
1999	22202	Salas Bajas	61	58	1	2	0	0	54	1	1	5
1999	22203	Salillas	34	28	1	2	0	3	29	0	3	2
1999	22204	Sallent de Gállego	92	86	0	6	0	0	82	1	4	5
1999	22205	San Esteban de Litera	289	277	4	3	0	5	269	1	12	7
1999	22206	Sangarrén	66	57	3	0	0	6	57	2	7	0
1999	22207	San Juan de Plan	41	38	0	1	0	2	37	0	4	0
1999	22208	Santa Cilia	27	25	0	2	0	0	23	1	2	1
1999	22209	Santa Cruz de la Serós	20	19	0	1	0	0	15	0	0	5
1999	22212	Santaliestra y San Quílez	19	14	0	4	0	1	18	0	0	1
1999	22213	Sariñena	440	407	11	2	0	20	357	5	66	12
1999	22214	Secastilla	36	32	0	2	0	2	28	1	6	1
1999	22215	Seira	26	18	0	5	0	3	24	0	2	0
1999	22217	Sena	155	146	3	1	0	5	98	6	29	22
1999	22218	Senés de Alcubierre	22	17	3	1	0	1	18	1	2	1
1999	22220	Sesa	63	57	1	3	0	2	57	3	2	1
1999	22221	Sesué	14	12	0	2	0	0	11	0	1	2
1999	22222	Siétamo	98	93	1	1	0	3	93	0	4	1
1999	22223	Sopeira	26	19	2	3	0	2	22	1	3	0
1999	22225	Tamarite de Litera	535	470	19	2	1	43	474	8	26	27
1999	22226	Tardienta	145	133	0	2	0	10	130	0	15	0
1999	22227	Tella-Sin	18	14	0	2	0	2	17	0	1	0
1999	22228	Tierz	26	24	1	0	0	1	22	0	3	1
1999	22229	Tolva	72	64	1	2	0	5	66	0	6	0
1999	22230	Torla-Ordesa	44	38	0	1	0	5	32	0	12	0
1999	22232	Torralba de Aragón	44	34	1	1	0	8	30	0	10	4
1999	22233	Torre la Ribera	58	46	2	1	0	9	58	0	0	0
1999	22234	Torrente de Cinca	133	121	2	1	0	9	124	1	6	2
1999	22235	Torres de Alcanadre	39	34	0	1	0	4	37	1	1	0
1999	22236	Torres de Barbués	57	49	1	0	0	7	56	0	1	0
1999	22239	Tramaced	35	32	0	0	0	3	20	2	13	0
1999	22242	Valfarta	43	40	0	1	0	2	27	1	5	10
1999	22243	Valle de Bardají	18	12	0	2	0	4	14	0	2	2
1999	22244	Valle de Lierp	17	13	2	1	0	1	15	0	2	0
1999	22245	Velilla de Cinca	81	78	1	2	0	0	63	1	5	12
1999	22246	Beranuy	65	54	0	2	0	9	65	0	0	0
1999	22247	Viacamp y Litera	32	20	7	2	0	3	29	1	0	2
1999	22248	Vicién	12	8	0	0	0	4	11	0	1	0
1999	22249	Villanova	11	8	0	1	0	2	10	0	0	1
1999	22250	Villanúa	11	10	0	1	0	0	11	0	0	0
1999	22251	Villanueva de Sigena	125	109	12	1	0	3	96	2	21	6
1999	22252	Yebra de Basa	25	20	0	2	0	3	21	0	1	3
1999	22253	Yésero	9	6	0	1	0	2	9	0	0	0
1999	22254	Zaidín	377	317	11	1	1	47	287	5	45	40
1999	22901	Valle de Hecho	93	91	0	1	0	1	74	0	1	18
1999	22902	Puente la Reina de Jaca	52	49	0	2	0	1	37	2	7	6
1999	22903	San Miguel del Cinca	217	192	5	2	0	18	148	7	18	44
1999	22904	Sotonera (La)	354	345	4	1	1	3	322	7	12	13
1999	22905	Lupiñén-Ortilla	79	69	2	1	0	7	60	6	8	5
1999	22906	Santa María de Dulcis	83	77	0	3	0	3	75	1	3	4
1999	22907	Aínsa-Sobrarbe	150	143	0	3	0	4	120	2	17	11
1999	22908	Hoz y Costeán	131	129	0	2	0	0	117	0	10	4
1999	22909	Vencillón	111	95	5	1	0	10	90	0	11	10
1999	44001	Ababuj	27	24	0	3	0	0	23	2	2	0
1999	44002	Abejuela	15	12	0	2	0	1	14	1	0	0
1999	44003	Aguatón	10	8	0	2	0	0	10	0	0	0
1999	44004	Aguaviva	95	87	2	2	0	4	93	1	0	1
1999	44005	Aguilar del Alfambra	25	23	0	2	0	0	22	1	0	2
1999	44006	Alacón	121	112	1	3	0	5	119	2	0	0
1999	44007	Alba	72	68	0	1	1	2	59	0	7	6
1999	44008	Albalate del Arzobispo	536	526	2	5	0	3	526	4	2	4
1999	44009	Albarracín	85	62	1	17	0	5	80	4	1	0
1999	44010	Albentosa	53	48	2	2	0	1	51	2	0	0
1999	44011	Alcaine	12	9	0	3	0	0	9	2	0	1
1999	44012	Alcalá de la Selva	49	46	0	2	1	0	49	0	0	0
1999	44013	Alcañiz	928	874	16	4	1	33	864	10	17	37
1999	44014	Alcorisa	525	509	1	5	1	9	514	8	3	0
1999	44016	Alfambra	161	151	1	2	2	5	134	3	1	23
1999	44017	Aliaga	80	64	3	12	0	1	62	10	1	7
1999	44018	Almohaja	6	4	0	2	0	0	5	0	1	0
1999	44019	Alobras	16	15	0	1	0	0	13	2	0	1
1999	44020	Alpeñés	14	10	0	4	0	0	11	3	0	0
1999	44021	Allepuz	53	47	1	4	0	1	50	3	0	0
1999	44022	Alloza	303	296	2	1	0	4	302	1	0	0
1999	44023	Allueva	3	1	0	2	0	0	1	1	1	0
1999	44024	Anadón	6	4	0	2	0	0	5	1	0	0
1999	44025	Andorra	502	492	1	1	0	8	498	1	2	1
1999	44026	Arcos de las Salinas	21	19	0	2	0	0	19	1	0	1
1999	44027	Arens de Lledó	81	78	0	1	0	2	79	0	0	2
1999	44028	Argente	80	78	0	1	0	1	79	1	0	0
1999	44029	Ariño	94	92	0	2	0	0	93	1	0	0
1999	44031	Azaila	61	55	0	0	0	6	59	0	1	1
1999	44032	Bádenas	9	4	0	3	0	2	5	4	0	0
1999	44033	Báguena	195	193	0	2	0	0	188	2	5	0
1999	44034	Bañón	42	37	0	4	0	1	24	3	12	3
1999	44035	Barrachina	28	25	0	2	0	1	27	1	0	0
1999	44036	Bea	9	4	0	4	0	1	6	3	0	0
1999	44037	Beceite	105	100	1	2	0	2	104	1	0	0
1999	44038	Belmonte de San José	96	93	0	1	0	2	93	1	1	1
1999	44039	Bello	116	105	0	1	0	10	93	2	19	2
1999	44040	Berge	84	82	1	1	0	0	82	0	2	0
1999	44041	Bezas	9	8	0	1	0	0	9	0	0	0
1999	44042	Blancas	48	45	1	1	1	0	45	1	2	0
1999	44043	Blesa	56	52	0	4	0	0	52	3	1	0
1999	44044	Bordón	26	22	0	1	1	2	25	0	1	0
1999	44045	Bronchales	24	21	1	2	0	0	21	1	2	0
1999	44046	Bueña	39	33	1	1	0	4	38	1	0	0
1999	44047	Burbáguena	137	130	0	6	0	1	132	5	0	0
1999	44048	Cabra de Mora	20	17	0	1	1	1	20	0	0	0
1999	44049	Calaceite	304	283	6	2	0	13	299	2	1	2
1999	44050	Calamocha	434	397	4	21	1	11	408	20	3	3
1999	44051	Calanda	477	458	2	2	0	15	441	4	27	5
1999	44052	Calomarde	11	9	0	1	0	1	11	0	0	0
1999	44053	Camañas	46	44	0	1	0	1	43	0	2	1
1999	44054	Camarena de la Sierra	12	11	0	1	0	0	10	0	1	1
1999	44055	Camarillas	32	28	0	3	0	1	29	2	1	0
1999	44056	Caminreal	173	167	2	1	1	2	165	1	6	1
1999	44059	Cantavieja	125	122	1	1	0	1	122	0	1	2
1999	44060	Cañada de Benatanduz	24	22	0	1	0	1	23	1	0	0
1999	44061	Cañada de Verich (La)	20	16	0	1	0	3	19	0	1	0
1999	44062	Cañada Vellida	31	29	0	2	0	0	30	1	0	0
1999	44063	Cañizar del Olivar	17	13	0	2	0	2	15	1	0	1
1999	44064	Cascante del Río	25	22	0	3	0	0	22	2	0	1
1999	44065	Castejón de Tornos	39	36	0	3	0	0	37	2	0	0
1999	44066	Castel de Cabra	33	27	1	2	0	3	30	1	0	2
1999	44067	Castelnou	28	23	2	2	0	1	24	2	2	0
1999	44068	Castelserás	119	110	1	1	0	7	118	0	1	0
1999	44070	Castellar (El)	24	23	0	1	0	0	24	0	0	0
1999	44071	Castellote	260	245	2	9	0	4	250	7	2	1
1999	44074	Cedrillas	95	88	0	4	1	2	92	3	0	0
1999	44075	Celadas	117	113	1	1	0	2	117	0	0	0
1999	44076	Cella	379	375	0	2	0	2	376	1	2	0
1999	44077	Cerollera (La)	59	55	0	1	1	2	58	0	0	1
1999	44080	Codoñera (La)	67	66	0	1	0	0	67	0	0	0
1999	44082	Corbalán	27	25	0	1	0	1	27	0	0	0
1999	44084	Cortes de Aragón	20	18	0	2	0	0	19	1	0	0
1999	44085	Cosa	30	28	0	2	0	0	24	1	3	2
1999	44086	Cretas	203	184	3	2	0	14	201	1	0	1
1999	44087	Crivillén	33	26	2	2	0	3	32	1	0	0
1999	44088	Cuba (La)	20	18	0	1	0	1	19	0	1	0
1999	44089	Cubla	20	18	0	2	0	0	16	1	1	2
1999	44090	Cucalón	22	20	0	2	0	0	20	2	0	0
1999	44092	Cuervo (El)	20	18	0	2	0	0	17	0	0	3
1999	44093	Cuevas de Almudén	31	28	0	3	0	0	28	2	0	1
1999	44094	Cuevas Labradas	36	33	0	2	0	1	31	1	0	4
1999	44096	Ejulve	40	34	1	4	0	1	35	3	0	2
1999	44097	Escorihuela	69	64	0	3	0	2	64	2	1	2
1999	44099	Escucha	36	33	1	2	0	0	34	1	0	1
1999	44100	Estercuel	55	50	1	2	0	2	54	1	0	0
1999	44101	Ferreruela de Huerva	40	38	0	1	1	0	39	0	1	0
1999	44102	Fonfría	12	9	0	3	0	0	10	2	0	0
1999	44103	Formiche Alto	37	30	3	3	0	1	33	3	0	1
1999	44105	Fórnoles	80	78	0	1	0	1	76	1	2	1
1999	44106	Fortanete	72	70	0	1	0	1	71	0	1	0
1999	44107	Foz-Calanda	96	86	1	2	0	7	92	3	1	0
1999	44108	Fresneda (La)	167	162	0	1	0	4	150	0	0	17
1999	44109	Frías de Albarracín	21	19	0	1	0	1	21	0	0	0
1999	44110	Fuenferrada	20	17	0	3	0	0	18	2	0	0
1999	44111	Fuentes Calientes	40	39	0	1	0	0	40	0	0	0
1999	44112	Fuentes Claras	168	164	1	1	1	1	162	0	5	1
1999	44113	Fuentes de Rubielos	14	9	0	4	0	1	11	3	0	0
1999	44114	Fuentespalda	89	84	0	2	1	2	82	2	1	4
1999	44115	Galve	40	38	0	2	0	0	31	1	4	4
1999	44116	Gargallo	20	17	1	2	0	0	19	1	0	0
1999	44117	Gea de Albarracín	47	46	0	1	0	0	44	1	1	1
1999	44118	Ginebrosa (La)	94	83	1	3	0	7	85	2	7	0
1999	44119	Griegos	22	20	0	2	0	0	21	1	0	0
1999	44120	Guadalaviar	41	39	0	2	0	0	40	1	0	0
1999	44121	Gúdar	21	19	1	1	0	0	21	0	0	0
1999	44122	Híjar	254	231	7	2	1	13	248	5	0	1
1999	44123	Hinojosa de Jarque	53	48	1	2	0	2	51	2	0	0
1999	44124	Hoz de la Vieja (La)	30	27	0	2	0	1	29	1	0	0
1999	44125	Huesa del Común	29	22	0	6	0	1	24	5	0	0
1999	44126	Iglesuela del Cid (La)	31	30	0	1	0	0	31	0	0	0
1999	44127	Jabaloyas	15	14	0	1	0	0	15	0	0	0
1999	44128	Jarque de la Val	34	30	0	3	0	1	30	2	1	1
1999	44129	Jatiel	11	11	0	0	0	0	10	0	1	0
1999	44130	Jorcas	15	13	0	2	0	0	14	1	0	0
1999	44131	Josa	8	6	0	2	0	0	7	1	0	0
1999	44132	Lagueruela	26	23	1	2	0	0	25	1	0	0
1999	44133	Lanzuela	19	16	0	3	0	0	17	2	0	0
1999	44135	Libros	72	69	0	3	0	0	67	2	0	3
1999	44136	Lidón	32	29	0	1	0	2	23	0	1	8
1999	44137	Linares de Mora	54	52	0	1	0	1	54	0	0	0
1999	44138	Loscos	56	53	1	2	0	0	52	1	2	1
1999	44141	Lledó	55	49	1	1	0	4	54	0	0	1
1999	44142	Maicas	6	4	0	2	0	0	5	1	0	0
1999	44143	Manzanera	83	81	0	1	0	1	83	0	0	0
1999	44144	Martín del Río	49	44	0	4	0	1	45	3	1	0
1999	44145	Mas de las Matas	156	146	2	2	0	6	153	1	2	0
1999	44146	Mata de los Olmos (La)	39	33	1	2	0	3	38	1	0	0
1999	44147	Mazaleón	179	165	3	3	0	8	163	3	0	13
1999	44148	Mezquita de Jarque	29	27	0	2	0	0	25	1	0	3
1999	44149	Mirambel	39	35	2	0	0	2	38	0	0	1
1999	44150	Miravete de la Sierra	20	16	0	4	0	0	17	3	0	0
1999	44151	Molinos	101	97	1	2	0	1	94	2	4	1
1999	44152	Monforte de Moyuela	37	32	0	4	0	1	24	3	1	9
1999	44153	Monreal del Campo	234	224	2	2	0	6	224	3	2	5
1999	44154	Monroyo	146	139	1	2	0	4	135	1	1	9
1999	44155	Montalbán	28	21	0	5	0	2	22	5	0	1
1999	44156	Monteagudo del Castillo	28	25	0	2	0	1	27	1	0	0
1999	44157	Monterde de Albarracín	16	15	0	1	0	0	16	0	0	0
1999	44158	Mora de Rubielos	139	132	1	4	0	2	135	3	0	1
1999	44159	Moscardón	12	11	0	1	0	0	12	0	0	0
1999	44160	Mosqueruela	119	114	1	2	1	1	116	1	1	1
1999	44161	Muniesa	179	174	0	2	0	3	177	1	1	0
1999	44163	Noguera de Albarracín	21	19	0	1	0	1	21	0	0	0
1999	44164	Nogueras	15	12	0	3	0	0	13	2	0	0
1999	44165	Nogueruelas	32	31	0	1	0	0	32	0	0	0
1999	44167	Obón	25	22	0	3	0	0	23	2	0	0
1999	44168	Odón	85	81	0	1	0	3	78	0	7	0
1999	44169	Ojos Negros	71	63	1	1	0	6	69	0	2	0
1999	44171	Olba	11	9	0	2	0	0	9	1	0	1
1999	44172	Oliete	166	158	0	7	0	1	159	6	0	1
1999	44173	Olmos (Los)	62	59	2	1	0	0	61	0	1	0
1999	44174	Orihuela del Tremedal	25	23	0	2	0	0	24	1	0	0
1999	44175	Orrios	56	54	0	1	0	1	49	0	1	6
1999	44176	Palomar de Arroyos	23	20	0	2	0	1	22	1	0	0
1999	44177	Pancrudo	55	52	0	3	0	0	52	2	1	0
1999	44178	Parras de Castellote (Las)	41	38	0	1	0	2	41	0	0	0
1999	44179	Peñarroya de Tastavins	159	151	3	2	0	3	142	0	0	17
1999	44180	Peracense	19	17	0	2	0	0	18	1	0	0
1999	44181	Peralejos	19	17	0	2	0	0	16	1	2	0
1999	44182	Perales del Alfambra	70	63	2	3	0	2	67	2	0	1
1999	44183	Pitarque	27	25	0	2	0	0	26	1	0	0
1999	44184	Plou	11	10	0	1	0	0	11	0	0	0
1999	44185	Pobo (El)	48	45	0	2	0	1	45	1	1	1
1999	44187	Portellada (La)	108	104	2	1	0	1	90	0	0	18
1999	44189	Pozondón	19	17	0	1	0	1	17	1	1	0
1999	44190	Pozuel del Campo	25	22	0	2	0	1	22	1	1	1
1999	44191	Puebla de Híjar (La)	171	155	9	3	0	4	157	5	4	5
1999	44192	Puebla de Valverde (La)	112	106	0	1	0	5	106	2	1	3
1999	44193	Puertomingalvo	39	37	0	2	0	0	37	2	0	0
1999	44194	Ráfales	84	81	0	1	1	1	83	0	1	0
1999	44195	Rillo	32	29	0	3	0	0	30	2	0	0
1999	44196	Riodeva	44	43	0	1	0	0	44	0	0	0
1999	44197	Ródenas	17	14	0	2	0	1	14	2	1	0
1999	44198	Royuela	26	25	0	1	0	0	25	0	1	0
1999	44199	Rubiales	4	3	0	1	0	0	3	0	1	0
1999	44200	Rubielos de la Cérida	12	11	0	1	0	0	11	0	1	0
1999	44201	Rubielos de Mora	63	51	3	8	0	1	56	7	0	0
1999	44203	Salcedillo	2	1	0	1	0	0	2	0	0	0
1999	44204	Saldón	7	6	0	1	0	0	6	0	0	1
1999	44205	Samper de Calanda	196	188	1	0	0	7	188	1	7	0
1999	44206	San Agustín	50	47	0	2	0	1	46	1	1	2
1999	44207	San Martín del Río	141	135	1	3	1	1	139	2	0	0
1999	44208	Santa Cruz de Nogueras	8	7	0	1	0	0	8	0	0	0
1999	44209	Santa Eulalia	144	138	3	2	0	1	141	2	1	0
1999	44210	Sarrión	184	181	0	2	0	1	170	4	4	6
1999	44211	Segura de los Baños	21	18	0	3	0	0	19	2	0	0
1999	44212	Seno	21	20	0	1	0	0	21	0	0	0
1999	44213	Singra	40	38	0	1	0	1	33	0	6	1
1999	44215	Terriente	33	29	3	1	0	0	33	0	0	0
1999	44216	Teruel	395	366	7	12	2	8	362	13	15	5
1999	44217	Toril y Masegoso	12	10	0	2	0	0	12	0	0	0
1999	44218	Tormón	4	3	0	1	0	0	3	0	0	1
1999	44219	Tornos	107	103	0	2	1	1	105	1	1	0
1999	44220	Torralba de los Sisones	75	70	0	2	0	3	59	2	2	12
1999	44221	Torrecilla de Alcañiz	89	86	1	1	0	1	87	0	1	1
1999	44222	Torrecilla del Rebollar	46	41	0	4	0	1	41	4	1	0
1999	44223	Torre de Arcas	38	34	0	3	0	1	34	2	0	2
1999	44224	Torre de las Arcas	14	11	0	2	0	1	13	1	0	0
1999	44225	Torre del Compte	55	53	0	1	0	1	52	1	0	2
1999	44226	Torrelacárcel	68	66	0	1	0	1	67	1	0	0
1999	44227	Torre los Negros	24	20	0	3	0	1	17	3	4	0
1999	44228	Torremocha de Jiloca	37	36	0	1	0	0	37	0	0	0
1999	44229	Torres de Albarracín	25	22	0	2	0	1	23	0	1	1
1999	44230	Torrevelilla	74	68	0	1	0	5	72	1	1	0
1999	44231	Torrijas	11	10	0	1	0	0	11	0	0	0
1999	44232	Torrijo del Campo	140	137	0	2	0	1	120	1	6	13
1999	44234	Tramacastiel	36	33	0	3	0	0	33	2	0	1
1999	44235	Tramacastilla	18	15	0	2	0	1	17	1	0	0
1999	44236	Tronchón	27	22	0	3	0	2	25	2	0	0
1999	44237	Urrea de Gaén	137	125	7	1	0	4	130	0	2	5
1999	44238	Utrillas	19	12	3	4	0	0	10	4	0	5
1999	44239	Valacloche	9	8	0	1	0	0	8	0	0	1
1999	44240	Valbona	37	35	0	2	0	0	36	1	0	0
1999	44241	Valdealgorfa	185	179	0	1	0	5	183	0	1	1
1999	44243	Valdecuenca	2	1	0	0	0	1	2	0	0	0
1999	44244	Valdelinares	20	18	1	1	0	0	19	0	0	1
1999	44245	Valdeltormo	54	50	0	1	0	3	53	0	1	0
1999	44246	Valderrobres	414	400	6	2	0	6	374	3	0	37
1999	44247	Valjunquera	116	108	1	1	1	5	114	0	1	1
1999	44249	Vallecillo (El)	3	2	0	1	0	0	3	0	0	0
1999	44250	Veguillas de la Sierra	8	7	0	1	0	0	7	0	0	1
1999	44251	Villafranca del Campo	77	75	0	1	0	1	67	1	2	7
1999	44252	Villahermosa del Campo	37	34	0	2	0	1	36	1	0	0
1999	44256	Villanueva del Rebollar de la Sierra	16	14	0	2	0	0	15	1	0	0
1999	44257	Villar del Cobo	33	30	0	2	0	1	32	1	0	0
1999	44258	Villar del Salz	15	13	0	1	0	1	14	0	0	1
1999	44260	Villarluengo	55	46	3	5	0	1	51	4	0	0
1999	44261	Villarquemado	178	173	1	1	0	3	145	0	12	21
1999	44262	Villarroya de los Pinares	37	33	0	3	0	1	34	2	1	0
1999	44263	Villastar	55	50	2	3	0	0	50	2	2	1
1999	44264	Villel	47	40	0	5	0	2	40	5	0	2
1999	44265	Vinaceite	81	74	2	1	0	4	79	0	1	1
1999	44266	Visiedo	61	57	1	1	1	1	49	0	2	10
1999	44267	Vivel del Río Martín	20	19	0	1	0	0	20	0	0	0
1999	44268	Zoma (La)	7	6	0	1	0	0	7	0	0	0
1999	50001	Abanto	31	28	0	2	0	1	30	0	1	0
1999	50002	Acered	108	103	0	2	0	3	108	0	0	0
1999	50003	Agón	61	55	1	1	0	4	54	0	5	2
1999	50004	Aguarón	328	322	0	2	0	4	309	0	7	12
1999	50005	Aguilón	85	79	0	2	0	4	75	0	0	10
1999	50006	Ainzón	299	290	0	2	2	5	272	2	5	20
1999	50007	Aladrén	41	39	0	2	0	0	38	1	0	2
1999	50008	Alagón	379	361	6	2	1	9	374	3	1	1
1999	50009	Alarba	68	66	0	2	0	0	68	0	0	0
1999	50010	Alberite de San Juan	29	27	0	1	0	1	27	0	2	0
1999	50011	Albeta	8	8	0	0	0	0	8	0	0	0
1999	50012	Alborge	14	10	1	1	0	2	12	0	0	2
1999	50013	Alcalá de Ebro	76	72	0	0	0	4	76	0	0	0
1999	50014	Alcalá de Moncayo	60	55	0	2	0	3	57	0	1	2
1999	50015	Alconchel de Ariza	33	30	0	1	0	2	31	0	0	2
1999	50016	Aldehuela de Liestos	24	24	0	0	0	0	23	0	1	0
1999	50017	Alfajarín	193	182	3	1	0	7	174	3	10	6
1999	50018	Alfamén	394	369	8	1	0	16	322	8	9	55
1999	50019	Alforque	13	11	0	1	0	1	13	0	0	0
1999	50020	Alhama de Aragón	68	59	2	2	0	5	66	0	0	2
1999	50021	Almochuel	17	16	0	1	0	0	15	0	1	1
1999	50022	Almolda (La)	220	203	1	1	1	14	197	2	1	20
1999	50023	Almonacid de la Cuba	107	106	0	1	0	0	106	0	1	0
1999	50024	Almonacid de la Sierra	374	361	5	2	1	5	361	5	4	4
1999	50025	Almunia de Doña Godina (La)	712	670	6	1	1	34	667	19	15	11
1999	50026	Alpartir	258	250	2	2	0	4	254	1	1	2
1999	50027	Ambel	207	198	6	2	0	1	205	0	1	1
1999	50028	Anento	46	42	0	2	0	2	46	0	0	0
1999	50029	Aniñón	354	352	0	1	0	1	352	0	1	1
1999	50030	Añón de Moncayo	55	51	0	2	0	2	54	0	0	1
1999	50031	Aranda de Moncayo	108	102	1	3	0	2	107	1	0	0
1999	50032	Arándiga	169	163	0	1	0	5	158	0	0	11
1999	50033	Ardisa	22	19	0	3	0	0	20	1	1	0
1999	50034	Ariza	121	109	3	2	0	7	117	2	0	2
1999	50035	Artieda	18	14	0	2	0	2	15	0	3	0
1999	50036	Asín	26	24	0	1	0	1	26	0	0	0
1999	50037	Atea	138	135	0	2	0	1	136	1	0	1
1999	50038	Ateca	246	240	1	3	1	1	224	2	0	20
1999	50039	Azuara	168	160	2	2	0	4	158	1	3	6
1999	50040	Badules	40	39	0	1	0	0	37	0	2	1
1999	50041	Bagüés	8	5	0	3	0	0	6	2	0	0
1999	50042	Balconchán	30	27	0	2	1	0	30	0	0	0
1999	50043	Bárboles	83	71	4	1	0	7	81	1	0	1
1999	50044	Bardallur	88	83	0	1	0	4	85	0	2	1
1999	50045	Belchite	488	474	2	2	1	9	466	0	17	5
1999	50046	Belmonte de Gracián	95	91	0	2	0	2	83	0	0	12
1999	50047	Berdejo	11	9	0	2	0	0	11	0	0	0
1999	50048	Berrueco	20	19	0	1	0	0	20	0	0	0
1999	50050	Bijuesca	29	25	0	2	0	2	29	0	0	0
1999	50051	Biota	232	200	4	1	0	27	221	2	3	6
1999	50052	Bisimbre	37	33	1	0	0	3	36	0	0	1
1999	50053	Boquiñeni	159	148	4	2	0	5	154	1	1	3
1999	50054	Bordalba	20	18	0	2	0	0	20	0	0	0
1999	50055	Borja	609	591	3	3	0	12	570	1	13	25
1999	50056	Botorrita	42	39	1	1	0	1	37	1	1	3
1999	50057	Brea de Aragón	118	117	0	1	0	0	118	0	0	0
1999	50058	Bubierca	37	32	0	2	0	3	34	0	1	2
1999	50059	Bujaraloz	176	162	1	1	3	9	104	4	1	67
1999	50060	Bulbuente	148	144	1	1	0	2	139	0	0	9
1999	50061	Bureta	87	85	0	1	0	1	86	0	1	0
1999	50062	Burgo de Ebro (El)	108	98	5	2	0	3	99	3	5	1
1999	50063	Buste (El)	27	27	0	0	0	0	27	0	0	0
1999	50064	Cabañas de Ebro	95	89	1	0	0	5	94	0	1	0
1999	50065	Cabolafuente	19	18	0	1	0	0	19	0	0	0
1999	50066	Cadrete	34	32	0	1	0	1	34	0	0	0
1999	50067	Calatayud	491	465	11	1	0	14	467	7	4	13
1999	50068	Calatorao	485	462	9	1	0	13	421	4	14	46
1999	50069	Calcena	20	18	0	2	0	0	19	0	0	1
1999	50070	Calmarza	25	23	0	2	0	0	24	0	0	1
