Municipio codigo	Municipio nombre	Estado del edificio	Estado del edificio, código	Nº edificios
44247	Valjunquera	Malo	2	2
44247	Valjunquera	Ruinoso	1	2
44249	Vallecillo (El)	Bueno	4	95
44249	Vallecillo (El)	Deficiente	3	1
44250	Veguillas de la Sierra	Bueno	4	60
44250	Veguillas de la Sierra	Deficiente	3	1
44250	Veguillas de la Sierra	Malo	2	1
44251	Villafranca del Campo	Bueno	4	257
44251	Villafranca del Campo	Deficiente	3	24
44251	Villafranca del Campo	Malo	2	5
44251	Villafranca del Campo	Ruinoso	1	1
44252	Villahermosa del Campo	Bueno	4	77
44252	Villahermosa del Campo	Deficiente	3	21
44256	Villanueva del Rebollar de la Sierra	Bueno	4	90
44256	Villanueva del Rebollar de la Sierra	Deficiente	3	3
44257	Villar del Cobo	Bueno	4	137
44257	Villar del Cobo	Deficiente	3	13
44257	Villar del Cobo	Malo	2	3
44257	Villar del Cobo	Ruinoso	1	1
44258	Villar del Salz	Bueno	4	98
44258	Villar del Salz	Deficiente	3	2
44258	Villar del Salz	Ruinoso	1	1
44260	Villarluengo	Bueno	4	230
44260	Villarluengo	Deficiente	3	23
44260	Villarluengo	Malo	2	7
44261	Villarquemado	Bueno	4	529
44261	Villarquemado	Deficiente	3	4
44261	Villarquemado	Malo	2	3
44262	Villarroya de los Pinares	Bueno	4	156
44262	Villarroya de los Pinares	Deficiente	3	23
44262	Villarroya de los Pinares	Malo	2	6
44262	Villarroya de los Pinares	Ruinoso	1	1
44263	Villastar	Bueno	4	262
44263	Villastar	Deficiente	3	24
44263	Villastar	Malo	2	5
44263	Villastar	Ruinoso	1	1
44264	Villel	Bueno	4	305
44264	Villel	Deficiente	3	25
44264	Villel	Malo	2	11
44264	Villel	Ruinoso	1	3
44265	Vinaceite	Bueno	4	159
44265	Vinaceite	Deficiente	3	19
44265	Vinaceite	Malo	2	5
44266	Visiedo	Bueno	4	125
44266	Visiedo	Deficiente	3	17
44266	Visiedo	Malo	2	2
44266	Visiedo	Ruinoso	1	4
44267	Vivel del Río Martín	Bueno	4	213
44267	Vivel del Río Martín	Deficiente	3	6
44267	Vivel del Río Martín	Malo	2	1
44268	Zoma (La)	Bueno	4	23
44268	Zoma (La)	Deficiente	3	8
44268	Zoma (La)	Malo	2	2
50001	Abanto	Bueno	4	117
50001	Abanto	Deficiente	3	34
50001	Abanto	Malo	2	1
50002	Acered	Bueno	4	145
50002	Acered	Deficiente	3	31
50002	Acered	Malo	2	9
50002	Acered	Ruinoso	1	3
50003	Agón	Bueno	4	108
50003	Agón	Deficiente	3	8
50003	Agón	Malo	2	1
50004	Aguarón	Bueno	4	367
50004	Aguarón	Deficiente	3	95
50004	Aguarón	Malo	2	53
50004	Aguarón	Ruinoso	1	16
50005	Aguilón	Bueno	4	241
50005	Aguilón	Deficiente	3	8
50005	Aguilón	Malo	2	1
50005	Aguilón	Ruinoso	1	1
50006	Ainzón	Bueno	4	537
50006	Ainzón	Deficiente	3	34
50006	Ainzón	Malo	2	6
50007	Aladrén	Bueno	4	120
50007	Aladrén	Deficiente	3	9
50007	Aladrén	Malo	2	2
50008	Alagón	Bueno	4	1570
50008	Alagón	Deficiente	3	66
50008	Alagón	Malo	2	28
50008	Alagón	Ruinoso	1	28
50009	Alarba	Bueno	4	160
50009	Alarba	Malo	2	20
50009	Alarba	Ruinoso	1	14
50010	Alberite de San Juan	Bueno	4	57
50010	Alberite de San Juan	Deficiente	3	6
50010	Alberite de San Juan	Malo	2	2
50010	Alberite de San Juan	Ruinoso	1	5
50011	Albeta	Bueno	4	83
50011	Albeta	Deficiente	3	8
50011	Albeta	Malo	2	4
50011	Albeta	Ruinoso	1	3
50012	Alborge	Bueno	4	99
50012	Alborge	Deficiente	3	4
50012	Alborge	Malo	2	2
50013	Alcalá de Ebro	Bueno	4	95
50013	Alcalá de Ebro	Deficiente	3	59
50013	Alcalá de Ebro	Malo	2	6
50014	Alcalá de Moncayo	Bueno	4	139
50014	Alcalá de Moncayo	Deficiente	3	18
50014	Alcalá de Moncayo	Malo	2	21
50014	Alcalá de Moncayo	Ruinoso	1	3
50015	Alconchel de Ariza	Bueno	4	59
50015	Alconchel de Ariza	Deficiente	3	122
50015	Alconchel de Ariza	Malo	2	24
50015	Alconchel de Ariza	Ruinoso	1	4
50016	Aldehuela de Liestos	Bueno	4	78
50016	Aldehuela de Liestos	Deficiente	3	7
50016	Aldehuela de Liestos	Ruinoso	1	1
50017	Alfajarín	Bueno	4	1097
50017	Alfajarín	Deficiente	3	36
50017	Alfajarín	Malo	2	2
50017	Alfajarín	Ruinoso	1	1
50018	Alfamén	Bueno	4	595
50018	Alfamén	Deficiente	3	27
50018	Alfamén	Malo	2	12
50018	Alfamén	Ruinoso	1	3
50019	Alforque	Bueno	4	92
50019	Alforque	Deficiente	3	10
50019	Alforque	Malo	2	9
50019	Alforque	Ruinoso	1	8
50020	Alhama de Aragón	Bueno	4	539
50020	Alhama de Aragón	Deficiente	3	18
50020	Alhama de Aragón	Malo	2	7
50020	Alhama de Aragón	Ruinoso	1	3
50021	Almochuel	Bueno	4	27
50021	Almochuel	Deficiente	3	1
50022	Almolda (La)	Bueno	4	310
50022	Almolda (La)	Deficiente	3	31
50022	Almolda (La)	Malo	2	4
50022	Almolda (La)	Ruinoso	1	4
50023	Almonacid de la Cuba	Bueno	4	164
50023	Almonacid de la Cuba	Deficiente	3	11
50023	Almonacid de la Cuba	Malo	2	2
50024	Almonacid de la Sierra	Bueno	4	462
50024	Almonacid de la Sierra	Deficiente	3	35
50024	Almonacid de la Sierra	Malo	2	7
50024	Almonacid de la Sierra	Ruinoso	1	4
50025	Almunia de Doña Godina (La)	Bueno	4	1673
50025	Almunia de Doña Godina (La)	Deficiente	3	258
50025	Almunia de Doña Godina (La)	Malo	2	30
50025	Almunia de Doña Godina (La)	Ruinoso	1	22
50026	Alpartir	Bueno	4	179
50026	Alpartir	Deficiente	3	159
50026	Alpartir	Malo	2	4
50026	Alpartir	Ruinoso	1	6
50027	Ambel	Bueno	4	256
50027	Ambel	Deficiente	3	17
50027	Ambel	Malo	2	5
50027	Ambel	Ruinoso	1	1
50028	Anento	Bueno	4	123
50028	Anento	Deficiente	3	3
50028	Anento	Malo	2	3
50028	Anento	Ruinoso	1	1
50029	Aniñón	Bueno	4	472
50029	Aniñón	Deficiente	3	14
50029	Aniñón	Malo	2	7
50029	Aniñón	Ruinoso	1	2
50030	Añón de Moncayo	Bueno	4	115
50030	Añón de Moncayo	Deficiente	3	72
50030	Añón de Moncayo	Malo	2	23
50030	Añón de Moncayo	Ruinoso	1	6
50031	Aranda de Moncayo	Bueno	4	287
50031	Aranda de Moncayo	Deficiente	3	16
50031	Aranda de Moncayo	Malo	2	4
50031	Aranda de Moncayo	Ruinoso	1	3
50032	Arándiga	Bueno	4	332
50032	Arándiga	Deficiente	3	101
50032	Arándiga	Malo	2	6
50033	Ardisa	Bueno	4	85
50034	Ariza	Bueno	4	288
50034	Ariza	Deficiente	3	182
50034	Ariza	Malo	2	34
50034	Ariza	Ruinoso	1	12
50035	Artieda	Bueno	4	58
50035	Artieda	Deficiente	3	1
50036	Asín	Bueno	4	81
50036	Asín	Deficiente	3	16
50036	Asín	Malo	2	3
50036	Asín	Ruinoso	1	2
50037	Atea	Bueno	4	221
50037	Atea	Deficiente	3	10
50037	Atea	Ruinoso	1	1
50038	Ateca	Bueno	4	643
50038	Ateca	Deficiente	3	119
50038	Ateca	Malo	2	25
50038	Ateca	Ruinoso	1	13
50039	Azuara	Bueno	4	612
50039	Azuara	Deficiente	3	53
50039	Azuara	Malo	2	22
50039	Azuara	Ruinoso	1	3
50040	Badules	Bueno	4	98
50040	Badules	Deficiente	3	9
50040	Badules	Malo	2	2
50041	Bagüés	Bueno	4	25
50041	Bagüés	Deficiente	3	1
50041	Bagüés	Malo	2	2
50042	Balconchán	Bueno	4	39
50042	Balconchán	Ruinoso	1	4
50043	Bárboles	Bueno	4	195
50043	Bárboles	Deficiente	3	41
50044	Bardallur	Bueno	4	161
50044	Bardallur	Deficiente	3	42
50044	Bardallur	Malo	2	9
50044	Bardallur	Ruinoso	1	2
50045	Belchite	Bueno	4	1061
50045	Belchite	Deficiente	3	161
50045	Belchite	Malo	2	31
50045	Belchite	Ruinoso	1	2
50046	Belmonte de Gracián	Bueno	4	129
50046	Belmonte de Gracián	Deficiente	3	52
50046	Belmonte de Gracián	Malo	2	12
50046	Belmonte de Gracián	Ruinoso	1	5
50047	Berdejo	Bueno	4	88
50048	Berrueco	Bueno	4	43
50048	Berrueco	Deficiente	3	5
50048	Berrueco	Malo	2	1
50050	Bijuesca	Bueno	4	239
50050	Bijuesca	Deficiente	3	8
50050	Bijuesca	Malo	2	6
50051	Biota	Bueno	4	611
50051	Biota	Deficiente	3	24
50051	Biota	Malo	2	1
50052	Bisimbre	Bueno	4	88
50052	Bisimbre	Deficiente	3	10
50052	Bisimbre	Ruinoso	1	3
50053	Boquiñeni	Bueno	4	352
50053	Boquiñeni	Deficiente	3	56
50053	Boquiñeni	Malo	2	15
50054	Bordalba	Bueno	4	43
50054	Bordalba	Deficiente	3	90
50054	Bordalba	Malo	2	15
50054	Bordalba	Ruinoso	1	11
50055	Borja	Bueno	4	2192
50055	Borja	Deficiente	3	144
50055	Borja	Malo	2	23
50055	Borja	Ruinoso	1	14
50056	Botorrita	Bueno	4	239
50056	Botorrita	Deficiente	3	45
50056	Botorrita	Malo	2	1
50057	Brea de Aragón	Bueno	4	468
50057	Brea de Aragón	Deficiente	3	63
50057	Brea de Aragón	Malo	2	23
50057	Brea de Aragón	Ruinoso	1	6
50058	Bubierca	Bueno	4	113
50058	Bubierca	Deficiente	3	1
50058	Bubierca	Malo	2	1
50059	Bujaraloz	Bueno	4	384
50059	Bujaraloz	Deficiente	3	9
50060	Bulbuente	Bueno	4	253
50060	Bulbuente	Deficiente	3	5
50060	Bulbuente	Malo	2	3
50060	Bulbuente	Ruinoso	1	1
50061	Bureta	Bueno	4	154
50061	Bureta	Deficiente	3	6
50061	Bureta	Malo	2	1
50061	Bureta	Ruinoso	1	1
50062	Burgo de Ebro (El)	Bueno	4	731
50062	Burgo de Ebro (El)	Deficiente	3	24
50062	Burgo de Ebro (El)	Malo	2	10
50062	Burgo de Ebro (El)	Ruinoso	1	3
50063	Buste (El)	Bueno	4	82
50063	Buste (El)	Deficiente	3	27
50063	Buste (El)	Malo	2	3
50064	Cabañas de Ebro	Bueno	4	227
50064	Cabañas de Ebro	Deficiente	3	8
50064	Cabañas de Ebro	Malo	2	15
50065	Cabolafuente	Bueno	4	125
50065	Cabolafuente	Deficiente	3	11
50065	Cabolafuente	Malo	2	4
50065	Cabolafuente	Ruinoso	1	6
50066	Cadrete	Bueno	4	1103
50066	Cadrete	Deficiente	3	51
50066	Cadrete	Malo	2	12
50067	Calatayud	Bueno	4	2193
50067	Calatayud	Deficiente	3	498
50067	Calatayud	Malo	2	119
50067	Calatayud	Ruinoso	1	25
50068	Calatorao	Bueno	4	1183
50068	Calatorao	Deficiente	3	130
50068	Calatorao	Malo	2	30
50068	Calatorao	Ruinoso	1	10
50069	Calcena	Bueno	4	68
50069	Calcena	Deficiente	3	10
50069	Calcena	Malo	2	2
50069	Calcena	Ruinoso	1	1
50070	Calmarza	Bueno	4	94
50070	Calmarza	Deficiente	3	6
50070	Calmarza	Malo	2	2
50071	Campillo de Aragón	Bueno	4	200
50071	Campillo de Aragón	Deficiente	3	17
50071	Campillo de Aragón	Malo	2	3
50071	Campillo de Aragón	Ruinoso	1	1
50072	Carenas	Bueno	4	272
50072	Carenas	Deficiente	3	98
50072	Carenas	Malo	2	11
50072	Carenas	Ruinoso	1	49
50073	Cariñena	Bueno	4	812
50073	Cariñena	Deficiente	3	44
50073	Cariñena	Malo	2	10
50073	Cariñena	Ruinoso	1	7
50074	Caspe	Bueno	4	2464
50074	Caspe	Deficiente	3	253
50074	Caspe	Malo	2	66
50074	Caspe	Ruinoso	1	74
50075	Castejón de Alarba	Bueno	4	69
50075	Castejón de Alarba	Deficiente	3	10
50075	Castejón de Alarba	Malo	2	1
50075	Castejón de Alarba	Ruinoso	1	2
50076	Castejón de las Armas	Bueno	4	101
50076	Castejón de las Armas	Deficiente	3	28
50076	Castejón de las Armas	Malo	2	9
50076	Castejón de las Armas	Ruinoso	1	2
50077	Castejón de Valdejasa	Bueno	4	198
50077	Castejón de Valdejasa	Deficiente	3	15
50077	Castejón de Valdejasa	Malo	2	6
50077	Castejón de Valdejasa	Ruinoso	1	2
50078	Castiliscar	Bueno	4	233
50078	Castiliscar	Deficiente	3	94
50078	Castiliscar	Malo	2	17
50078	Castiliscar	Ruinoso	1	11
50079	Cervera de la Cañada	Bueno	4	231
50079	Cervera de la Cañada	Deficiente	3	3
50080	Cerveruela	Bueno	4	90
50080	Cerveruela	Deficiente	3	2
50080	Cerveruela	Ruinoso	1	1
50081	Cetina	Bueno	4	554
50081	Cetina	Deficiente	3	23
50081	Cetina	Malo	2	2
50081	Cetina	Ruinoso	1	6
50082	Cimballa	Bueno	4	154
50082	Cimballa	Deficiente	3	11
50083	Cinco Olivas	Bueno	4	81
50083	Cinco Olivas	Deficiente	3	26
50083	Cinco Olivas	Malo	2	9
50083	Cinco Olivas	Ruinoso	1	5
50084	Clarés de Ribota	Bueno	4	129
50084	Clarés de Ribota	Deficiente	3	2
50084	Clarés de Ribota	Malo	2	1
50085	Codo	Bueno	4	221
50085	Codo	Deficiente	3	22
50085	Codo	Malo	2	15
50085	Codo	Ruinoso	1	24
50086	Codos	Bueno	4	283
50086	Codos	Deficiente	3	43
50087	Contamina	Bueno	4	46
50088	Cosuenda	Bueno	4	290
50088	Cosuenda	Deficiente	3	29
50088	Cosuenda	Malo	2	1
50088	Cosuenda	Ruinoso	1	1
50089	Cuarte de Huerva	Bueno	4	1541
50089	Cuarte de Huerva	Deficiente	3	12
50089	Cuarte de Huerva	Malo	2	5
50090	Cubel	Bueno	4	162
50090	Cubel	Deficiente	3	14
50090	Cubel	Malo	2	3
50090	Cubel	Ruinoso	1	2
50091	Cuerlas (Las)	Bueno	4	122
50091	Cuerlas (Las)	Deficiente	3	8
50092	Chiprana	Bueno	4	299
50092	Chiprana	Deficiente	3	28
50092	Chiprana	Malo	2	16
50092	Chiprana	Ruinoso	1	5
50093	Chodes	Bueno	4	93
50093	Chodes	Deficiente	3	15
50094	Daroca	Bueno	4	776
50094	Daroca	Deficiente	3	92
50094	Daroca	Malo	2	33
50094	Daroca	Ruinoso	1	9
50095	Ejea de los Caballeros	Bueno	4	4181
50095	Ejea de los Caballeros	Deficiente	3	256
50095	Ejea de los Caballeros	Malo	2	46
50095	Ejea de los Caballeros	Ruinoso	1	23
50096	Embid de Ariza	Bueno	4	75
50096	Embid de Ariza	Deficiente	3	31
50096	Embid de Ariza	Malo	2	10
50098	Encinacorba	Bueno	4	200
50098	Encinacorba	Deficiente	3	6
50098	Encinacorba	Malo	2	2
50099	Épila	Bueno	4	2057
50099	Épila	Deficiente	3	130
50099	Épila	Malo	2	38
50099	Épila	Ruinoso	1	12
50100	Erla	Bueno	4	236
50100	Erla	Deficiente	3	17
50100	Erla	Malo	2	12
50100	Erla	Ruinoso	1	1
50101	Escatrón	Bueno	4	1012
50101	Escatrón	Deficiente	3	13
50101	Escatrón	Malo	2	13
50101	Escatrón	Ruinoso	1	6
50102	Fabara	Bueno	4	600
50102	Fabara	Deficiente	3	23
50102	Fabara	Malo	2	18
50102	Fabara	Ruinoso	1	4
50104	Farlete	Bueno	4	161
50104	Farlete	Deficiente	3	23
50104	Farlete	Malo	2	6
50104	Farlete	Ruinoso	1	4
50105	Fayón	Bueno	4	304
50105	Fayón	Deficiente	3	2
50106	Fayos (Los)	Bueno	4	192
50106	Fayos (Los)	Deficiente	3	34
50106	Fayos (Los)	Malo	2	7
50106	Fayos (Los)	Ruinoso	1	7
50107	Figueruelas	Bueno	4	335
50107	Figueruelas	Deficiente	3	18
50108	Fombuena	Bueno	4	34
50108	Fombuena	Deficiente	3	3
50108	Fombuena	Ruinoso	1	2
50109	Frago (El)	Bueno	4	95
50109	Frago (El)	Deficiente	3	2
50109	Frago (El)	Malo	2	1
50109	Frago (El)	Ruinoso	1	1
50110	Frasno (El)	Bueno	4	429
50110	Frasno (El)	Deficiente	3	53
50110	Frasno (El)	Malo	2	1
50110	Frasno (El)	Ruinoso	1	2
50111	Fréscano	Bueno	4	139
50111	Fréscano	Deficiente	3	3
50111	Fréscano	Malo	2	1
50111	Fréscano	Ruinoso	1	1
50113	Fuendejalón	Bueno	4	379
50113	Fuendejalón	Deficiente	3	30
50113	Fuendejalón	Malo	2	1
50113	Fuendejalón	Ruinoso	1	1
50114	Fuendetodos	Bueno	4	104
50114	Fuendetodos	Deficiente	3	17
50114	Fuendetodos	Malo	2	6
50115	Fuentes de Ebro	Bueno	4	1454
50115	Fuentes de Ebro	Deficiente	3	105
50115	Fuentes de Ebro	Malo	2	33
50115	Fuentes de Ebro	Ruinoso	1	8
50116	Fuentes de Jiloca	Bueno	4	193
50116	Fuentes de Jiloca	Deficiente	3	59
50116	Fuentes de Jiloca	Malo	2	11
50116	Fuentes de Jiloca	Ruinoso	1	1
50117	Gallocanta	Bueno	4	128
50117	Gallocanta	Deficiente	3	3
50117	Gallocanta	Ruinoso	1	2
50118	Gallur	Bueno	4	1114
50118	Gallur	Deficiente	3	80
50118	Gallur	Malo	2	42
50118	Gallur	Ruinoso	1	13
50119	Gelsa	Bueno	4	601
50119	Gelsa	Deficiente	3	36
50119	Gelsa	Malo	2	12
50119	Gelsa	Ruinoso	1	12
50120	Godojos	Bueno	4	59
50120	Godojos	Deficiente	3	5
50120	Godojos	Malo	2	5
50120	Godojos	Ruinoso	1	1
50121	Gotor	Bueno	4	187
50121	Gotor	Deficiente	3	15
50121	Gotor	Malo	2	4
50121	Gotor	Ruinoso	1	2
50122	Grisel	Bueno	4	77
50122	Grisel	Deficiente	3	15
50122	Grisel	Malo	2	5
50123	Grisén	Bueno	4	306
50123	Grisén	Deficiente	3	23
50123	Grisén	Malo	2	2
50124	Herrera de los Navarros	Bueno	4	385
50124	Herrera de los Navarros	Deficiente	3	58
50124	Herrera de los Navarros	Malo	2	25
50124	Herrera de los Navarros	Ruinoso	1	2
50125	Ibdes	Bueno	4	472
50125	Ibdes	Deficiente	3	38
50125	Ibdes	Malo	2	2
50125	Ibdes	Ruinoso	1	1
50126	Illueca	Bueno	4	535
50126	Illueca	Deficiente	3	62
50126	Illueca	Malo	2	12
50126	Illueca	Ruinoso	1	3
50128	Isuerre	Bueno	4	60
50129	Jaraba	Bueno	4	200
50129	Jaraba	Deficiente	3	60
50129	Jaraba	Malo	2	9
50130	Jarque	Bueno	4	312
50130	Jarque	Deficiente	3	43
50130	Jarque	Malo	2	6
50130	Jarque	Ruinoso	1	3
50131	Jaulín	Bueno	4	129
50131	Jaulín	Deficiente	3	40
50131	Jaulín	Malo	2	4
50132	Joyosa (La)	Bueno	4	297
50132	Joyosa (La)	Deficiente	3	11
50133	Lagata	Bueno	4	104
50133	Lagata	Deficiente	3	35
50133	Lagata	Malo	2	3
50134	Langa del Castillo	Bueno	4	186
50134	Langa del Castillo	Deficiente	3	9
50134	Langa del Castillo	Malo	2	5
50135	Layana	Bueno	4	82
50135	Layana	Deficiente	3	22
50135	Layana	Malo	2	13
50135	Layana	Ruinoso	1	2
50136	Lécera	Bueno	4	529
50136	Lécera	Deficiente	3	73
50136	Lécera	Malo	2	10
50136	Lécera	Ruinoso	1	4
50137	Leciñena	Bueno	4	439
50137	Leciñena	Deficiente	3	75
50137	Leciñena	Malo	2	14
50137	Leciñena	Ruinoso	1	14
50138	Lechón	Bueno	4	36
50138	Lechón	Deficiente	3	2
50138	Lechón	Ruinoso	1	1
50139	Letux	Bueno	4	300
50139	Letux	Deficiente	3	26
50139	Letux	Malo	2	4
50139	Letux	Ruinoso	1	15
50140	Litago	Bueno	4	166
50140	Litago	Deficiente	3	31
50140	Litago	Malo	2	32
50140	Litago	Ruinoso	1	1
50141	Lituénigo	Bueno	4	134
50141	Lituénigo	Deficiente	3	15
50141	Lituénigo	Malo	2	2
50141	Lituénigo	Ruinoso	1	1
50142	Lobera de Onsella	Bueno	4	44
50142	Lobera de Onsella	Deficiente	3	3
50142	Lobera de Onsella	Malo	2	1
50143	Longares	Bueno	4	346
50143	Longares	Deficiente	3	51
50143	Longares	Malo	2	3
50144	Longás	Bueno	4	49
50146	Lucena de Jalón	Bueno	4	181
50146	Lucena de Jalón	Deficiente	3	11
50146	Lucena de Jalón	Malo	2	1
50147	Luceni	Bueno	4	468
50147	Luceni	Deficiente	3	54
50147	Luceni	Malo	2	39
50147	Luceni	Ruinoso	1	9
50148	Luesia	Bueno	4	253
50148	Luesia	Deficiente	3	9
50148	Luesia	Malo	2	3
50148	Luesia	Ruinoso	1	3
50149	Luesma	Bueno	4	48
50149	Luesma	Deficiente	3	4
50150	Lumpiaque	Bueno	4	545
50150	Lumpiaque	Deficiente	3	55
50150	Lumpiaque	Malo	2	8
50150	Lumpiaque	Ruinoso	1	4
50151	Luna	Bueno	4	550
50151	Luna	Deficiente	3	11
50151	Luna	Malo	2	15
50151	Luna	Ruinoso	1	7
50152	Maella	Bueno	4	963
50152	Maella	Deficiente	3	64
50152	Maella	Malo	2	23
50152	Maella	Ruinoso	1	7
50153	Magallón	Bueno	4	579
50153	Magallón	Deficiente	3	48
50153	Magallón	Malo	2	9
50153	Magallón	Ruinoso	1	8
50154	Mainar	Bueno	4	121
50154	Mainar	Deficiente	3	7
50154	Mainar	Malo	2	2
50154	Mainar	Ruinoso	1	2
50155	Malanquilla	Bueno	4	132
50155	Malanquilla	Deficiente	3	2
50156	Maleján	Bueno	4	160
50156	Maleján	Deficiente	3	18
50156	Maleján	Ruinoso	1	4
50157	Malón	Bueno	4	300
50157	Malón	Deficiente	3	48
50157	Malón	Malo	2	11
50159	Maluenda	Bueno	4	309
50159	Maluenda	Deficiente	3	144
50159	Maluenda	Malo	2	25
50160	Mallén	Bueno	4	1154
50160	Mallén	Deficiente	3	116
50160	Mallén	Malo	2	23
50160	Mallén	Ruinoso	1	13
50161	Manchones	Bueno	4	125
50161	Manchones	Deficiente	3	27
50161	Manchones	Malo	2	4
50161	Manchones	Ruinoso	1	2
50162	Mara	Bueno	4	138
50162	Mara	Deficiente	3	33
50162	Mara	Malo	2	8
50162	Mara	Ruinoso	1	1
50163	María de Huerva	Bueno	4	1159
50163	María de Huerva	Deficiente	3	9
50163	María de Huerva	Malo	2	2
50163	María de Huerva	Ruinoso	1	1
50164	Mediana de Aragón	Bueno	4	263
50164	Mediana de Aragón	Deficiente	3	5
50164	Mediana de Aragón	Malo	2	8
50164	Mediana de Aragón	Ruinoso	1	1
50165	Mequinenza	Bueno	4	932
50165	Mequinenza	Deficiente	3	4
50166	Mesones de Isuela	Bueno	4	225
50166	Mesones de Isuela	Deficiente	3	28
50166	Mesones de Isuela	Malo	2	3
50167	Mezalocha	Bueno	4	132
50167	Mezalocha	Deficiente	3	29
50167	Mezalocha	Malo	2	2
50167	Mezalocha	Ruinoso	1	1
50168	Mianos	Bueno	4	40
50168	Mianos	Deficiente	3	2
50168	Mianos	Ruinoso	1	1
50169	Miedes de Aragón	Bueno	4	304
50169	Miedes de Aragón	Deficiente	3	20
50169	Miedes de Aragón	Malo	2	3
50169	Miedes de Aragón	Ruinoso	1	1
50170	Monegrillo	Bueno	4	191
50170	Monegrillo	Deficiente	3	10
50170	Monegrillo	Malo	2	3
50170	Monegrillo	Ruinoso	1	4
50171	Moneva	Bueno	4	128
50171	Moneva	Deficiente	3	10
50171	Moneva	Malo	2	8
50172	Monreal de Ariza	Bueno	4	173
50172	Monreal de Ariza	Deficiente	3	23
50172	Monreal de Ariza	Malo	2	16
50173	Monterde	Bueno	4	182
50173	Monterde	Deficiente	3	38
50174	Montón	Bueno	4	119
50174	Montón	Deficiente	3	13
50174	Montón	Malo	2	5
50175	Morata de Jalón	Bueno	4	727
50175	Morata de Jalón	Deficiente	3	93
50175	Morata de Jalón	Malo	2	22
50175	Morata de Jalón	Ruinoso	1	29
50176	Morata de Jiloca	Bueno	4	241
50176	Morata de Jiloca	Deficiente	3	15
50176	Morata de Jiloca	Malo	2	7
50176	Morata de Jiloca	Ruinoso	1	1
50177	Morés	Bueno	4	309
50177	Morés	Deficiente	3	24
50177	Morés	Malo	2	16
50177	Morés	Ruinoso	1	2
50178	Moros	Bueno	4	241
50178	Moros	Deficiente	3	94
50178	Moros	Malo	2	27
50178	Moros	Ruinoso	1	6
50179	Moyuela	Bueno	4	264
50179	Moyuela	Deficiente	3	20
50179	Moyuela	Malo	2	18
50179	Moyuela	Ruinoso	1	1
50180	Mozota	Bueno	4	136
50180	Mozota	Deficiente	3	21
50180	Mozota	Malo	2	3
50180	Mozota	Ruinoso	1	5
50181	Muel	Bueno	4	498
50181	Muel	Deficiente	3	49
50181	Muel	Malo	2	4
50182	Muela (La)	Bueno	4	1712
50182	Muela (La)	Deficiente	3	65
50182	Muela (La)	Malo	2	4
50182	Muela (La)	Ruinoso	1	9
50183	Munébrega	Bueno	4	311
50183	Munébrega	Deficiente	3	4
50183	Munébrega	Malo	2	2
50183	Munébrega	Ruinoso	1	14
50184	Murero	Bueno	4	118
50184	Murero	Deficiente	3	20
50184	Murero	Malo	2	5
50184	Murero	Ruinoso	1	2
50185	Murillo de Gállego	Bueno	4	197
50185	Murillo de Gállego	Deficiente	3	6
50185	Murillo de Gállego	Malo	2	3
50185	Murillo de Gállego	Ruinoso	1	1
50186	Navardún	Bueno	4	46
50187	Nigüella	Bueno	4	72
50187	Nigüella	Deficiente	3	11
50188	Nombrevilla	Bueno	4	46
50188	Nombrevilla	Deficiente	3	9
50188	Nombrevilla	Malo	2	3
50188	Nombrevilla	Ruinoso	1	8
50189	Nonaspe	Bueno	4	614
50189	Nonaspe	Deficiente	3	53
50189	Nonaspe	Malo	2	8
50189	Nonaspe	Ruinoso	1	1
50190	Novallas	Bueno	4	556
50190	Novallas	Deficiente	3	51
50190	Novallas	Malo	2	9
50190	Novallas	Ruinoso	1	4
50191	Novillas	Bueno	4	302
50191	Novillas	Deficiente	3	42
50191	Novillas	Malo	2	9
50191	Novillas	Ruinoso	1	9
50192	Nuévalos	Bueno	4	212
50192	Nuévalos	Deficiente	3	3
50193	Nuez de Ebro	Bueno	4	506
50193	Nuez de Ebro	Deficiente	3	6
50193	Nuez de Ebro	Ruinoso	1	1
50194	Olvés	Bueno	4	97
50194	Olvés	Deficiente	3	3
50194	Olvés	Malo	2	100
50194	Olvés	Ruinoso	1	3
50195	Orcajo	Bueno	4	53
50195	Orcajo	Deficiente	3	9
50195	Orcajo	Malo	2	4
50195	Orcajo	Ruinoso	1	2
50196	Orera	Bueno	4	116
50196	Orera	Deficiente	3	11
50196	Orera	Malo	2	2
50197	Orés	Bueno	4	72
50197	Orés	Deficiente	3	34
50197	Orés	Malo	2	15
50198	Oseja	Bueno	4	56
50198	Oseja	Deficiente	3	6
50199	Osera de Ebro	Bueno	4	343
50199	Osera de Ebro	Deficiente	3	9
50200	Paniza	Bueno	4	385
50200	Paniza	Deficiente	3	15
50200	Paniza	Malo	2	7
50200	Paniza	Ruinoso	1	1
50201	Paracuellos de Jiloca	Bueno	4	255
50201	Paracuellos de Jiloca	Deficiente	3	58
50201	Paracuellos de Jiloca	Malo	2	22
50202	Paracuellos de la Ribera	Bueno	4	236
50202	Paracuellos de la Ribera	Deficiente	3	36
50202	Paracuellos de la Ribera	Malo	2	1
50202	Paracuellos de la Ribera	Ruinoso	1	1
50203	Pastriz	Bueno	4	474
50203	Pastriz	Deficiente	3	11
50203	Pastriz	Malo	2	4
50204	Pedrola	Bueno	4	901
