Año	Residencia CCAA nombre	Nacimiento provincia código	Provincia de nacimiento	Edad (grandes grupos)	Sexo	Personas
1999	Aragón	25	Lleida	0 a 15	Mujeres	962
1999	Aragón	25	Lleida	16 a 64	Hombres	3643
1999	Aragón	25	Lleida	16 a 64	Mujeres	3879
1999	Aragón	25	Lleida	65 y más	Hombres	406
1999	Aragón	25	Lleida	65 y más	Mujeres	576
1999	Aragón	26	Rioja (La)	0 a 15	Hombres	96
1999	Aragón	26	Rioja (La)	0 a 15	Mujeres	85
1999	Aragón	26	Rioja (La)	16 a 64	Hombres	2050
1999	Aragón	26	Rioja (La)	16 a 64	Mujeres	2534
1999	Aragón	26	Rioja (La)	65 y más	Hombres	797
1999	Aragón	26	Rioja (La)	65 y más	Mujeres	1402
1999	Aragón	27	Lugo	0 a 15	Hombres	21
1999	Aragón	27	Lugo	0 a 15	Mujeres	15
1999	Aragón	27	Lugo	16 a 64	Hombres	315
1999	Aragón	27	Lugo	16 a 64	Mujeres	282
1999	Aragón	27	Lugo	65 y más	Hombres	94
1999	Aragón	27	Lugo	65 y más	Mujeres	106
1999	Aragón	28	Madrid	0 a 15	Hombres	489
1999	Aragón	28	Madrid	0 a 15	Mujeres	522
1999	Aragón	28	Madrid	16 a 64	Hombres	4640
1999	Aragón	28	Madrid	16 a 64	Mujeres	4499
1999	Aragón	28	Madrid	65 y más	Hombres	758
1999	Aragón	28	Madrid	65 y más	Mujeres	1167
1999	Aragón	29	Málaga	0 a 15	Hombres	73
1999	Aragón	29	Málaga	0 a 15	Mujeres	46
1999	Aragón	29	Málaga	16 a 64	Hombres	937
1999	Aragón	29	Málaga	16 a 64	Mujeres	829
1999	Aragón	29	Málaga	65 y más	Hombres	272
1999	Aragón	29	Málaga	65 y más	Mujeres	353
1999	Aragón	30	Murcia	0 a 15	Hombres	79
1999	Aragón	30	Murcia	0 a 15	Mujeres	71
1999	Aragón	30	Murcia	16 a 64	Hombres	723
1999	Aragón	30	Murcia	16 a 64	Mujeres	658
1999	Aragón	30	Murcia	65 y más	Hombres	263
1999	Aragón	30	Murcia	65 y más	Mujeres	276
1999	Aragón	31	Navarra	0 a 15	Hombres	377
1999	Aragón	31	Navarra	0 a 15	Mujeres	373
1999	Aragón	31	Navarra	16 a 64	Hombres	3505
1999	Aragón	31	Navarra	16 a 64	Mujeres	4222
1999	Aragón	31	Navarra	65 y más	Hombres	975
1999	Aragón	31	Navarra	65 y más	Mujeres	2103
1999	Aragón	32	Ourense	0 a 15	Hombres	13
1999	Aragón	32	Ourense	0 a 15	Mujeres	19
1999	Aragón	32	Ourense	16 a 64	Hombres	375
1999	Aragón	32	Ourense	16 a 64	Mujeres	347
1999	Aragón	32	Ourense	65 y más	Hombres	102
1999	Aragón	32	Ourense	65 y más	Mujeres	133
1999	Aragón	33	Asturias	0 a 15	Hombres	55
1999	Aragón	33	Asturias	0 a 15	Mujeres	65
1999	Aragón	33	Asturias	16 a 64	Hombres	914
1999	Aragón	33	Asturias	16 a 64	Mujeres	825
1999	Aragón	33	Asturias	65 y más	Hombres	189
1999	Aragón	33	Asturias	65 y más	Mujeres	310
1999	Aragón	34	Palencia	0 a 15	Hombres	10
1999	Aragón	34	Palencia	0 a 15	Mujeres	21
1999	Aragón	34	Palencia	16 a 64	Hombres	648
1999	Aragón	34	Palencia	16 a 64	Mujeres	718
1999	Aragón	34	Palencia	65 y más	Hombres	222
1999	Aragón	34	Palencia	65 y más	Mujeres	329
1999	Aragón	35	Palmas (Las)	0 a 15	Hombres	45
1999	Aragón	35	Palmas (Las)	0 a 15	Mujeres	47
1999	Aragón	35	Palmas (Las)	16 a 64	Hombres	193
1999	Aragón	35	Palmas (Las)	16 a 64	Mujeres	235
1999	Aragón	35	Palmas (Las)	65 y más	Hombres	16
1999	Aragón	35	Palmas (Las)	65 y más	Mujeres	28
1999	Aragón	36	Pontevedra	0 a 15	Hombres	38
1999	Aragón	36	Pontevedra	0 a 15	Mujeres	31
1999	Aragón	36	Pontevedra	16 a 64	Hombres	474
1999	Aragón	36	Pontevedra	16 a 64	Mujeres	459
1999	Aragón	36	Pontevedra	65 y más	Hombres	93
1999	Aragón	36	Pontevedra	65 y más	Mujeres	112
1999	Aragón	37	Salamanca	0 a 15	Hombres	50
1999	Aragón	37	Salamanca	0 a 15	Mujeres	59
1999	Aragón	37	Salamanca	16 a 64	Hombres	1093
1999	Aragón	37	Salamanca	16 a 64	Mujeres	975
1999	Aragón	37	Salamanca	65 y más	Hombres	241
1999	Aragón	37	Salamanca	65 y más	Mujeres	294
1999	Aragón	38	Santa Cruz de Tenerife	0 a 15	Hombres	34
1999	Aragón	38	Santa Cruz de Tenerife	0 a 15	Mujeres	23
1999	Aragón	38	Santa Cruz de Tenerife	16 a 64	Hombres	152
1999	Aragón	38	Santa Cruz de Tenerife	16 a 64	Mujeres	165
1999	Aragón	38	Santa Cruz de Tenerife	65 y más	Hombres	12
1999	Aragón	38	Santa Cruz de Tenerife	65 y más	Mujeres	36
1999	Aragón	39	Cantabria	0 a 15	Hombres	55
1999	Aragón	39	Cantabria	0 a 15	Mujeres	54
1999	Aragón	39	Cantabria	16 a 64	Hombres	624
1999	Aragón	39	Cantabria	16 a 64	Mujeres	692
1999	Aragón	39	Cantabria	65 y más	Hombres	209
1999	Aragón	39	Cantabria	65 y más	Mujeres	358
1999	Aragón	40	Segovia	0 a 15	Hombres	17
1999	Aragón	40	Segovia	0 a 15	Mujeres	17
1999	Aragón	40	Segovia	16 a 64	Hombres	369
1999	Aragón	40	Segovia	16 a 64	Mujeres	386
1999	Aragón	40	Segovia	65 y más	Hombres	164
1999	Aragón	40	Segovia	65 y más	Mujeres	175
1999	Aragón	41	Sevilla	0 a 15	Hombres	75
1999	Aragón	41	Sevilla	0 a 15	Mujeres	66
1999	Aragón	41	Sevilla	16 a 64	Hombres	1304
1999	Aragón	41	Sevilla	16 a 64	Mujeres	1280
1999	Aragón	41	Sevilla	65 y más	Hombres	258
1999	Aragón	41	Sevilla	65 y más	Mujeres	292
1999	Aragón	42	Soria	0 a 15	Hombres	70
1999	Aragón	42	Soria	0 a 15	Mujeres	73
1999	Aragón	42	Soria	16 a 64	Hombres	5679
1999	Aragón	42	Soria	16 a 64	Mujeres	6239
1999	Aragón	42	Soria	65 y más	Hombres	2898
1999	Aragón	42	Soria	65 y más	Mujeres	4038
1999	Aragón	43	Tarragona	0 a 15	Hombres	224
1999	Aragón	43	Tarragona	0 a 15	Mujeres	184
1999	Aragón	43	Tarragona	16 a 64	Hombres	1283
1999	Aragón	43	Tarragona	16 a 64	Mujeres	1265
1999	Aragón	43	Tarragona	65 y más	Hombres	217
1999	Aragón	43	Tarragona	65 y más	Mujeres	280
1999	Aragón	44	Teruel	0 a 15	Hombres	7795
1999	Aragón	44	Teruel	0 a 15	Mujeres	7550
1999	Aragón	44	Teruel	16 a 64	Hombres	44216
1999	Aragón	44	Teruel	16 a 64	Mujeres	41740
1999	Aragón	44	Teruel	65 y más	Hombres	20062
1999	Aragón	44	Teruel	65 y más	Mujeres	24199
1999	Aragón	45	Toledo	0 a 15	Hombres	40
1999	Aragón	45	Toledo	0 a 15	Mujeres	23
1999	Aragón	45	Toledo	16 a 64	Hombres	738
1999	Aragón	45	Toledo	16 a 64	Mujeres	679
1999	Aragón	45	Toledo	65 y más	Hombres	264
1999	Aragón	45	Toledo	65 y más	Mujeres	350
1999	Aragón	46	Valencia/València	0 a 15	Hombres	281
1999	Aragón	46	Valencia/València	0 a 15	Mujeres	242
1999	Aragón	46	Valencia/València	16 a 64	Hombres	2154
1999	Aragón	46	Valencia/València	16 a 64	Mujeres	2168
1999	Aragón	46	Valencia/València	65 y más	Hombres	395
1999	Aragón	46	Valencia/València	65 y más	Mujeres	531
1999	Aragón	47	Valladolid	0 a 15	Hombres	45
1999	Aragón	47	Valladolid	0 a 15	Mujeres	51
1999	Aragón	47	Valladolid	16 a 64	Hombres	1006
1999	Aragón	47	Valladolid	16 a 64	Mujeres	1042
1999	Aragón	47	Valladolid	65 y más	Hombres	349
1999	Aragón	47	Valladolid	65 y más	Mujeres	493
1999	Aragón	48	Bizkaia	0 a 15	Hombres	100
1999	Aragón	48	Bizkaia	0 a 15	Mujeres	101
1999	Aragón	48	Bizkaia	16 a 64	Hombres	1405
1999	Aragón	48	Bizkaia	16 a 64	Mujeres	1451
1999	Aragón	48	Bizkaia	65 y más	Hombres	211
1999	Aragón	48	Bizkaia	65 y más	Mujeres	436
1999	Aragón	49	Zamora	0 a 15	Hombres	19
1999	Aragón	49	Zamora	0 a 15	Mujeres	9
1999	Aragón	49	Zamora	16 a 64	Hombres	767
1999	Aragón	49	Zamora	16 a 64	Mujeres	691
1999	Aragón	49	Zamora	65 y más	Hombres	212
1999	Aragón	49	Zamora	65 y más	Mujeres	236
1999	Aragón	50	Zaragoza	0 a 15	Hombres	56697
1999	Aragón	50	Zaragoza	0 a 15	Mujeres	54051
1999	Aragón	50	Zaragoza	16 a 64	Hombres	213705
1999	Aragón	50	Zaragoza	16 a 64	Mujeres	207578
1999	Aragón	50	Zaragoza	65 y más	Hombres	48995
1999	Aragón	50	Zaragoza	65 y más	Mujeres	65316
1999	Aragón	51	Ceuta	0 a 15	Hombres	13
1999	Aragón	51	Ceuta	0 a 15	Mujeres	18
1999	Aragón	51	Ceuta	16 a 64	Hombres	240
1999	Aragón	51	Ceuta	16 a 64	Mujeres	257
1999	Aragón	51	Ceuta	65 y más	Hombres	37
1999	Aragón	51	Ceuta	65 y más	Mujeres	68
1999	Aragón	52	Melilla	0 a 15	Hombres	11
1999	Aragón	52	Melilla	0 a 15	Mujeres	18
1999	Aragón	52	Melilla	16 a 64	Hombres	344
1999	Aragón	52	Melilla	16 a 64	Mujeres	337
1999	Aragón	52	Melilla	65 y más	Hombres	90
1999	Aragón	52	Melilla	65 y más	Mujeres	119
2000	Aragón	00	Nacidos en el extranjero	0 a 15	Hombres	1021
2000	Aragón	00	Nacidos en el extranjero	0 a 15	Mujeres	927
2000	Aragón	00	Nacidos en el extranjero	16 a 64	Hombres	9431
2000	Aragón	00	Nacidos en el extranjero	16 a 64	Mujeres	8217
2000	Aragón	00	Nacidos en el extranjero	65 y más	Hombres	725
2000	Aragón	00	Nacidos en el extranjero	65 y más	Mujeres	950
2000	Aragón	01	Araba/Álava	0 a 15	Hombres	41
2000	Aragón	01	Araba/Álava	0 a 15	Mujeres	46
2000	Aragón	01	Araba/Álava	16 a 64	Hombres	345
2000	Aragón	01	Araba/Álava	16 a 64	Mujeres	349
2000	Aragón	01	Araba/Álava	65 y más	Hombres	97
2000	Aragón	01	Araba/Álava	65 y más	Mujeres	141
2000	Aragón	02	Albacete	0 a 15	Hombres	34
2000	Aragón	02	Albacete	0 a 15	Mujeres	27
2000	Aragón	02	Albacete	16 a 64	Hombres	659
2000	Aragón	02	Albacete	16 a 64	Mujeres	651
2000	Aragón	02	Albacete	65 y más	Hombres	202
2000	Aragón	02	Albacete	65 y más	Mujeres	207
2000	Aragón	03	Alicante/Alacant	0 a 15	Hombres	69
2000	Aragón	03	Alicante/Alacant	0 a 15	Mujeres	75
2000	Aragón	03	Alicante/Alacant	16 a 64	Hombres	480
2000	Aragón	03	Alicante/Alacant	16 a 64	Mujeres	481
2000	Aragón	03	Alicante/Alacant	65 y más	Hombres	124
2000	Aragón	03	Alicante/Alacant	65 y más	Mujeres	142
2000	Aragón	04	Almería	0 a 15	Hombres	24
2000	Aragón	04	Almería	0 a 15	Mujeres	20
2000	Aragón	04	Almería	16 a 64	Hombres	534
2000	Aragón	04	Almería	16 a 64	Mujeres	542
2000	Aragón	04	Almería	65 y más	Hombres	265
2000	Aragón	04	Almería	65 y más	Mujeres	331
2000	Aragón	05	Ávila	0 a 15	Hombres	15
2000	Aragón	05	Ávila	0 a 15	Mujeres	17
2000	Aragón	05	Ávila	16 a 64	Hombres	431
2000	Aragón	05	Ávila	16 a 64	Mujeres	396
2000	Aragón	05	Ávila	65 y más	Hombres	150
2000	Aragón	05	Ávila	65 y más	Mujeres	174
2000	Aragón	06	Badajoz	0 a 15	Hombres	65
2000	Aragón	06	Badajoz	0 a 15	Mujeres	47
2000	Aragón	06	Badajoz	16 a 64	Hombres	2183
2000	Aragón	06	Badajoz	16 a 64	Mujeres	2101
2000	Aragón	06	Badajoz	65 y más	Hombres	546
2000	Aragón	06	Badajoz	65 y más	Mujeres	693
2000	Aragón	07	Balears (Illes)	0 a 15	Hombres	77
2000	Aragón	07	Balears (Illes)	0 a 15	Mujeres	77
2000	Aragón	07	Balears (Illes)	16 a 64	Hombres	302
2000	Aragón	07	Balears (Illes)	16 a 64	Mujeres	306
2000	Aragón	07	Balears (Illes)	65 y más	Hombres	40
2000	Aragón	07	Balears (Illes)	65 y más	Mujeres	58
2000	Aragón	08	Barcelona	0 a 15	Hombres	852
2000	Aragón	08	Barcelona	0 a 15	Mujeres	739
2000	Aragón	08	Barcelona	16 a 64	Hombres	6948
2000	Aragón	08	Barcelona	16 a 64	Mujeres	7256
2000	Aragón	08	Barcelona	65 y más	Hombres	1161
2000	Aragón	08	Barcelona	65 y más	Mujeres	1494
2000	Aragón	09	Burgos	0 a 15	Hombres	61
2000	Aragón	09	Burgos	0 a 15	Mujeres	41
2000	Aragón	09	Burgos	16 a 64	Hombres	1509
2000	Aragón	09	Burgos	16 a 64	Mujeres	1639
2000	Aragón	09	Burgos	65 y más	Hombres	508
2000	Aragón	09	Burgos	65 y más	Mujeres	728
2000	Aragón	10	Cáceres	0 a 15	Hombres	40
2000	Aragón	10	Cáceres	0 a 15	Mujeres	44
2000	Aragón	10	Cáceres	16 a 64	Hombres	1193
2000	Aragón	10	Cáceres	16 a 64	Mujeres	1037
2000	Aragón	10	Cáceres	65 y más	Hombres	262
2000	Aragón	10	Cáceres	65 y más	Mujeres	321
2000	Aragón	11	Cádiz	0 a 15	Hombres	64
2000	Aragón	11	Cádiz	0 a 15	Mujeres	57
2000	Aragón	11	Cádiz	16 a 64	Hombres	1047
2000	Aragón	11	Cádiz	16 a 64	Mujeres	957
2000	Aragón	11	Cádiz	65 y más	Hombres	183
2000	Aragón	11	Cádiz	65 y más	Mujeres	217
2000	Aragón	12	Castellón/Castelló	0 a 15	Hombres	74
2000	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	82
2000	Aragón	12	Castellón/Castelló	16 a 64	Hombres	806
2000	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	859
2000	Aragón	12	Castellón/Castelló	65 y más	Hombres	363
2000	Aragón	12	Castellón/Castelló	65 y más	Mujeres	461
2000	Aragón	13	Ciudad Real	0 a 15	Hombres	44
2000	Aragón	13	Ciudad Real	0 a 15	Mujeres	48
2000	Aragón	13	Ciudad Real	16 a 64	Hombres	1371
2000	Aragón	13	Ciudad Real	16 a 64	Mujeres	1276
2000	Aragón	13	Ciudad Real	65 y más	Hombres	477
2000	Aragón	13	Ciudad Real	65 y más	Mujeres	590
2000	Aragón	14	Córdoba	0 a 15	Hombres	66
2000	Aragón	14	Córdoba	0 a 15	Mujeres	74
2000	Aragón	14	Córdoba	16 a 64	Hombres	2490
2000	Aragón	14	Córdoba	16 a 64	Mujeres	2459
2000	Aragón	14	Córdoba	65 y más	Hombres	839
2000	Aragón	14	Córdoba	65 y más	Mujeres	971
2000	Aragón	15	Coruña (A)	0 a 15	Hombres	48
2000	Aragón	15	Coruña (A)	0 a 15	Mujeres	62
2000	Aragón	15	Coruña (A)	16 a 64	Hombres	617
2000	Aragón	15	Coruña (A)	16 a 64	Mujeres	554
2000	Aragón	15	Coruña (A)	65 y más	Hombres	114
2000	Aragón	15	Coruña (A)	65 y más	Mujeres	146
2000	Aragón	16	Cuenca	0 a 15	Hombres	37
2000	Aragón	16	Cuenca	0 a 15	Mujeres	24
2000	Aragón	16	Cuenca	16 a 64	Hombres	905
2000	Aragón	16	Cuenca	16 a 64	Mujeres	860
2000	Aragón	16	Cuenca	65 y más	Hombres	367
2000	Aragón	16	Cuenca	65 y más	Mujeres	424
2000	Aragón	17	Girona	0 a 15	Hombres	63
2000	Aragón	17	Girona	0 a 15	Mujeres	65
2000	Aragón	17	Girona	16 a 64	Hombres	327
2000	Aragón	17	Girona	16 a 64	Mujeres	404
2000	Aragón	17	Girona	65 y más	Hombres	58
2000	Aragón	17	Girona	65 y más	Mujeres	111
2000	Aragón	18	Granada	0 a 15	Hombres	72
2000	Aragón	18	Granada	0 a 15	Mujeres	50
2000	Aragón	18	Granada	16 a 64	Hombres	1518
2000	Aragón	18	Granada	16 a 64	Mujeres	1441
2000	Aragón	18	Granada	65 y más	Hombres	432
2000	Aragón	18	Granada	65 y más	Mujeres	532
2000	Aragón	19	Guadalajara	0 a 15	Hombres	30
2000	Aragón	19	Guadalajara	0 a 15	Mujeres	34
2000	Aragón	19	Guadalajara	16 a 64	Hombres	2088
2000	Aragón	19	Guadalajara	16 a 64	Mujeres	2247
2000	Aragón	19	Guadalajara	65 y más	Hombres	1273
2000	Aragón	19	Guadalajara	65 y más	Mujeres	1701
2000	Aragón	20	Gipuzkoa	0 a 15	Hombres	87
2000	Aragón	20	Gipuzkoa	0 a 15	Mujeres	71
2000	Aragón	20	Gipuzkoa	16 a 64	Hombres	1377
2000	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1416
2000	Aragón	20	Gipuzkoa	65 y más	Hombres	184
2000	Aragón	20	Gipuzkoa	65 y más	Mujeres	351
2000	Aragón	21	Huelva	0 a 15	Hombres	22
2000	Aragón	21	Huelva	0 a 15	Mujeres	16
2000	Aragón	21	Huelva	16 a 64	Hombres	315
2000	Aragón	21	Huelva	16 a 64	Mujeres	297
2000	Aragón	21	Huelva	65 y más	Hombres	68
2000	Aragón	21	Huelva	65 y más	Mujeres	102
2000	Aragón	22	Huesca	0 a 15	Hombres	11810
2000	Aragón	22	Huesca	0 a 15	Mujeres	11087
2000	Aragón	22	Huesca	16 a 64	Hombres	54152
2000	Aragón	22	Huesca	16 a 64	Mujeres	51290
2000	Aragón	22	Huesca	65 y más	Hombres	20768
2000	Aragón	22	Huesca	65 y más	Mujeres	25780
2000	Aragón	23	Jaén	0 a 15	Hombres	70
2000	Aragón	23	Jaén	0 a 15	Mujeres	55
2000	Aragón	23	Jaén	16 a 64	Hombres	2155
2000	Aragón	23	Jaén	16 a 64	Mujeres	2054
2000	Aragón	23	Jaén	65 y más	Hombres	623
2000	Aragón	23	Jaén	65 y más	Mujeres	785
2000	Aragón	24	León	0 a 15	Hombres	67
2000	Aragón	24	León	0 a 15	Mujeres	60
2000	Aragón	24	León	16 a 64	Hombres	1327
2000	Aragón	24	León	16 a 64	Mujeres	1234
2000	Aragón	24	León	65 y más	Hombres	250
2000	Aragón	24	León	65 y más	Mujeres	305
2000	Aragón	25	Lleida	0 a 15	Hombres	916
2000	Aragón	25	Lleida	0 a 15	Mujeres	902
2000	Aragón	25	Lleida	16 a 64	Hombres	3786
2000	Aragón	25	Lleida	16 a 64	Mujeres	3988
2000	Aragón	25	Lleida	65 y más	Hombres	420
2000	Aragón	25	Lleida	65 y más	Mujeres	586
2000	Aragón	26	Rioja (La)	0 a 15	Hombres	93
2000	Aragón	26	Rioja (La)	0 a 15	Mujeres	92
2000	Aragón	26	Rioja (La)	16 a 64	Hombres	2059
2000	Aragón	26	Rioja (La)	16 a 64	Mujeres	2558
2000	Aragón	26	Rioja (La)	65 y más	Hombres	805
2000	Aragón	26	Rioja (La)	65 y más	Mujeres	1424
2000	Aragón	27	Lugo	0 a 15	Hombres	24
2000	Aragón	27	Lugo	0 a 15	Mujeres	14
2000	Aragón	27	Lugo	16 a 64	Hombres	323
2000	Aragón	27	Lugo	16 a 64	Mujeres	287
2000	Aragón	27	Lugo	65 y más	Hombres	95
2000	Aragón	27	Lugo	65 y más	Mujeres	111
2000	Aragón	28	Madrid	0 a 15	Hombres	536
2000	Aragón	28	Madrid	0 a 15	Mujeres	544
2000	Aragón	28	Madrid	16 a 64	Hombres	4868
2000	Aragón	28	Madrid	16 a 64	Mujeres	4666
2000	Aragón	28	Madrid	65 y más	Hombres	795
2000	Aragón	28	Madrid	65 y más	Mujeres	1249
2000	Aragón	29	Málaga	0 a 15	Hombres	77
2000	Aragón	29	Málaga	0 a 15	Mujeres	52
2000	Aragón	29	Málaga	16 a 64	Hombres	937
2000	Aragón	29	Málaga	16 a 64	Mujeres	835
2000	Aragón	29	Málaga	65 y más	Hombres	279
2000	Aragón	29	Málaga	65 y más	Mujeres	352
2000	Aragón	30	Murcia	0 a 15	Hombres	83
2000	Aragón	30	Murcia	0 a 15	Mujeres	74
2000	Aragón	30	Murcia	16 a 64	Hombres	722
2000	Aragón	30	Murcia	16 a 64	Mujeres	690
2000	Aragón	30	Murcia	65 y más	Hombres	267
2000	Aragón	30	Murcia	65 y más	Mujeres	289
2000	Aragón	31	Navarra	0 a 15	Hombres	388
2000	Aragón	31	Navarra	0 a 15	Mujeres	378
2000	Aragón	31	Navarra	16 a 64	Hombres	3555
2000	Aragón	31	Navarra	16 a 64	Mujeres	4252
2000	Aragón	31	Navarra	65 y más	Hombres	994
2000	Aragón	31	Navarra	65 y más	Mujeres	2139
2000	Aragón	32	Ourense	0 a 15	Hombres	16
2000	Aragón	32	Ourense	0 a 15	Mujeres	17
2000	Aragón	32	Ourense	16 a 64	Hombres	385
2000	Aragón	32	Ourense	16 a 64	Mujeres	353
2000	Aragón	32	Ourense	65 y más	Hombres	105
2000	Aragón	32	Ourense	65 y más	Mujeres	136
2000	Aragón	33	Asturias	0 a 15	Hombres	48
2000	Aragón	33	Asturias	0 a 15	Mujeres	67
2000	Aragón	33	Asturias	16 a 64	Hombres	957
2000	Aragón	33	Asturias	16 a 64	Mujeres	879
2000	Aragón	33	Asturias	65 y más	Hombres	199
2000	Aragón	33	Asturias	65 y más	Mujeres	313
2000	Aragón	34	Palencia	0 a 15	Hombres	14
2000	Aragón	34	Palencia	0 a 15	Mujeres	25
2000	Aragón	34	Palencia	16 a 64	Hombres	667
2000	Aragón	34	Palencia	16 a 64	Mujeres	719
2000	Aragón	34	Palencia	65 y más	Hombres	225
2000	Aragón	34	Palencia	65 y más	Mujeres	346
2000	Aragón	35	Palmas (Las)	0 a 15	Hombres	50
2000	Aragón	35	Palmas (Las)	0 a 15	Mujeres	44
2000	Aragón	35	Palmas (Las)	16 a 64	Hombres	208
2000	Aragón	35	Palmas (Las)	16 a 64	Mujeres	242
2000	Aragón	35	Palmas (Las)	65 y más	Hombres	18
2000	Aragón	35	Palmas (Las)	65 y más	Mujeres	29
2000	Aragón	36	Pontevedra	0 a 15	Hombres	40
2000	Aragón	36	Pontevedra	0 a 15	Mujeres	35
2000	Aragón	36	Pontevedra	16 a 64	Hombres	495
2000	Aragón	36	Pontevedra	16 a 64	Mujeres	476
2000	Aragón	36	Pontevedra	65 y más	Hombres	100
2000	Aragón	36	Pontevedra	65 y más	Mujeres	115
2000	Aragón	37	Salamanca	0 a 15	Hombres	54
2000	Aragón	37	Salamanca	0 a 15	Mujeres	58
2000	Aragón	37	Salamanca	16 a 64	Hombres	1117
2000	Aragón	37	Salamanca	16 a 64	Mujeres	1002
2000	Aragón	37	Salamanca	65 y más	Hombres	240
2000	Aragón	37	Salamanca	65 y más	Mujeres	306
2000	Aragón	38	Santa Cruz de Tenerife	0 a 15	Hombres	33
2000	Aragón	38	Santa Cruz de Tenerife	0 a 15	Mujeres	30
2000	Aragón	38	Santa Cruz de Tenerife	16 a 64	Hombres	159
2000	Aragón	38	Santa Cruz de Tenerife	16 a 64	Mujeres	184
2000	Aragón	38	Santa Cruz de Tenerife	65 y más	Hombres	13
2000	Aragón	38	Santa Cruz de Tenerife	65 y más	Mujeres	34
2000	Aragón	39	Cantabria	0 a 15	Hombres	58
2000	Aragón	39	Cantabria	0 a 15	Mujeres	52
2000	Aragón	39	Cantabria	16 a 64	Hombres	628
2000	Aragón	39	Cantabria	16 a 64	Mujeres	694
2000	Aragón	39	Cantabria	65 y más	Hombres	215
2000	Aragón	39	Cantabria	65 y más	Mujeres	363
2000	Aragón	40	Segovia	0 a 15	Hombres	17
2000	Aragón	40	Segovia	0 a 15	Mujeres	22
2000	Aragón	40	Segovia	16 a 64	Hombres	365
2000	Aragón	40	Segovia	16 a 64	Mujeres	396
2000	Aragón	40	Segovia	65 y más	Hombres	174
2000	Aragón	40	Segovia	65 y más	Mujeres	181
2000	Aragón	41	Sevilla	0 a 15	Hombres	91
2000	Aragón	41	Sevilla	0 a 15	Mujeres	75
2000	Aragón	41	Sevilla	16 a 64	Hombres	1384
2000	Aragón	41	Sevilla	16 a 64	Mujeres	1318
2000	Aragón	41	Sevilla	65 y más	Hombres	265
2000	Aragón	41	Sevilla	65 y más	Mujeres	310
2000	Aragón	42	Soria	0 a 15	Hombres	70
2000	Aragón	42	Soria	0 a 15	Mujeres	77
2000	Aragón	42	Soria	16 a 64	Hombres	5510
2000	Aragón	42	Soria	16 a 64	Mujeres	6093
2000	Aragón	42	Soria	65 y más	Hombres	2993
2000	Aragón	42	Soria	65 y más	Mujeres	4149
2000	Aragón	43	Tarragona	0 a 15	Hombres	215
2000	Aragón	43	Tarragona	0 a 15	Mujeres	170
2000	Aragón	43	Tarragona	16 a 64	Hombres	1320
2000	Aragón	43	Tarragona	16 a 64	Mujeres	1327
2000	Aragón	43	Tarragona	65 y más	Hombres	219
2000	Aragón	43	Tarragona	65 y más	Mujeres	288
2000	Aragón	44	Teruel	0 a 15	Hombres	7768
2000	Aragón	44	Teruel	0 a 15	Mujeres	7518
2000	Aragón	44	Teruel	16 a 64	Hombres	43942
2000	Aragón	44	Teruel	16 a 64	Mujeres	41497
2000	Aragón	44	Teruel	65 y más	Hombres	20424
2000	Aragón	44	Teruel	65 y más	Mujeres	24672
2000	Aragón	45	Toledo	0 a 15	Hombres	39
2000	Aragón	45	Toledo	0 a 15	Mujeres	25
2000	Aragón	45	Toledo	16 a 64	Hombres	773
2000	Aragón	45	Toledo	16 a 64	Mujeres	670
2000	Aragón	45	Toledo	65 y más	Hombres	264
2000	Aragón	45	Toledo	65 y más	Mujeres	372
2000	Aragón	46	Valencia/València	0 a 15	Hombres	283
2000	Aragón	46	Valencia/València	0 a 15	Mujeres	246
2000	Aragón	46	Valencia/València	16 a 64	Hombres	2317
2000	Aragón	46	Valencia/València	16 a 64	Mujeres	2283
2000	Aragón	46	Valencia/València	65 y más	Hombres	412
2000	Aragón	46	Valencia/València	65 y más	Mujeres	547
2000	Aragón	47	Valladolid	0 a 15	Hombres	49
2000	Aragón	47	Valladolid	0 a 15	Mujeres	50
2000	Aragón	47	Valladolid	16 a 64	Hombres	1021
2000	Aragón	47	Valladolid	16 a 64	Mujeres	1038
2000	Aragón	47	Valladolid	65 y más	Hombres	357
2000	Aragón	47	Valladolid	65 y más	Mujeres	515
2000	Aragón	48	Bizkaia	0 a 15	Hombres	97
2000	Aragón	48	Bizkaia	0 a 15	Mujeres	95
2000	Aragón	48	Bizkaia	16 a 64	Hombres	1482
2000	Aragón	48	Bizkaia	16 a 64	Mujeres	1512
2000	Aragón	48	Bizkaia	65 y más	Hombres	204
2000	Aragón	48	Bizkaia	65 y más	Mujeres	443
2000	Aragón	49	Zamora	0 a 15	Hombres	21
2000	Aragón	49	Zamora	0 a 15	Mujeres	13
2000	Aragón	49	Zamora	16 a 64	Hombres	780
2000	Aragón	49	Zamora	16 a 64	Mujeres	690
2000	Aragón	49	Zamora	65 y más	Hombres	220
2000	Aragón	49	Zamora	65 y más	Mujeres	249
2000	Aragón	50	Zaragoza	0 a 15	Hombres	57098
2000	Aragón	50	Zaragoza	0 a 15	Mujeres	54277
2000	Aragón	50	Zaragoza	16 a 64	Hombres	215956
2000	Aragón	50	Zaragoza	16 a 64	Mujeres	209560
