Municipio código	Municipio nombre	Plazas garaje	Número de edificios
50011	Albeta	00	53
50011	Albeta	01	6
50011	Albeta	02	7
50011	Albeta	03 a 05	6
50011	Albeta	06 a 10	1
50012	Alborge	00	37
50012	Alborge	01	63
50013	Alcalá de Ebro	00	113
50013	Alcalá de Ebro	01	49
50013	Alcalá de Ebro	02	10
50013	Alcalá de Ebro	03 a 05	4
50014	Alcalá de Moncayo	00	59
50014	Alcalá de Moncayo	01	7
50014	Alcalá de Moncayo	03 a 05	7
50015	Alconchel de Ariza	00	155
50015	Alconchel de Ariza	01	8
50016	Aldehuela de Liestos	00	67
50016	Aldehuela de Liestos	01	29
50016	Aldehuela de Liestos	02	1
50016	Aldehuela de Liestos	03 a 05	1
50017	Alfajarín	00	211
50017	Alfajarín	01	210
50017	Alfajarín	02	249
50017	Alfajarín	03 a 05	16
50018	Alfamén	00	305
50018	Alfamén	01	125
50018	Alfamén	02	59
50018	Alfamén	03 a 05	46
50018	Alfamén	06 a 10	1
50019	Alforque	00	96
50019	Alforque	02	8
50019	Alforque	03 a 05	4
50020	Alhama de Aragón	00	390
50020	Alhama de Aragón	01	118
50020	Alhama de Aragón	02	22
50020	Alhama de Aragón	03 a 05	17
50020	Alhama de Aragón	06 a 10	1
50020	Alhama de Aragón	11 a 20	1
50021	Almochuel	00	19
50021	Almochuel	01	8
50021	Almochuel	02	3
50022	Almolda (La)	00	120
50022	Almolda (La)	01	137
50022	Almolda (La)	02	52
50022	Almolda (La)	03 a 05	18
50022	Almolda (La)	06 a 10	1
50023	Almonacid de la Cuba	00	116
50023	Almonacid de la Cuba	01	32
50023	Almonacid de la Cuba	02	13
50024	Almonacid de la Sierra	00	397
50024	Almonacid de la Sierra	01	76
50024	Almonacid de la Sierra	02	5
50024	Almonacid de la Sierra	03 a 05	2
50025	Almunia de Doña Godina (La)	00	1029
50025	Almunia de Doña Godina (La)	01	532
50025	Almunia de Doña Godina (La)	02	152
50025	Almunia de Doña Godina (La)	03 a 05	25
50025	Almunia de Doña Godina (La)	06 a 10	7
50025	Almunia de Doña Godina (La)	11 a 20	13
50026	Alpartir	00	237
50026	Alpartir	01	39
50026	Alpartir	02	36
50026	Alpartir	03 a 05	3
50027	Ambel	00	215
50027	Ambel	01	34
50027	Ambel	02	6
50027	Ambel	03 a 05	3
50028	Anento	00	112
50028	Anento	01	25
50028	Anento	02	1
50029	Aniñón	00	303
50029	Aniñón	01	129
50029	Aniñón	02	2
50029	Aniñón	03 a 05	1
50029	Aniñón	06 a 10	2
50029	Aniñón	21 a 50	1
50030	Añón de Moncayo	00	177
50030	Añón de Moncayo	01	8
50030	Añón de Moncayo	02	5
50030	Añón de Moncayo	03 a 05	1
50031	Aranda de Moncayo	00	287
50031	Aranda de Moncayo	01	6
50031	Aranda de Moncayo	02	3
50031	Aranda de Moncayo	03 a 05	2
50032	Arándiga	00	364
50032	Arándiga	01	49
50032	Arándiga	02	21
50033	Ardisa	00	81
50033	Ardisa	01	9
50033	Ardisa	02	4
50033	Ardisa	03 a 05	2
50033	Ardisa	06 a 10	1
50034	Ariza	00	481
50034	Ariza	01	43
50034	Ariza	02	19
50034	Ariza	03 a 05	6
50034	Ariza	06 a 10	5
50034	Ariza	11 a 20	2
50035	Artieda	00	37
50035	Artieda	01	10
50035	Artieda	02	2
50036	Asín	00	96
50036	Asín	01	3
50037	Atea	00	184
50037	Atea	01	22
50037	Atea	02	17
50037	Atea	03 a 05	7
50037	Atea	06 a 10	1
50038	Ateca	00	562
50038	Ateca	01	125
50038	Ateca	02	51
50038	Ateca	03 a 05	14
50038	Ateca	06 a 10	5
50038	Ateca	11 a 20	3
50039	Azuara	00	642
50039	Azuara	01	52
50039	Azuara	02	15
50039	Azuara	03 a 05	4
50040	Badules	00	75
50040	Badules	01	15
50040	Badules	02	8
50041	Bagüés	00	24
50041	Bagüés	01	1
50042	Balconchán	00	37
50042	Balconchán	01	3
50042	Balconchán	02	1
50043	Bárboles	00	170
50043	Bárboles	01	49
50043	Bárboles	02	6
50043	Bárboles	03 a 05	2
50044	Bardallur	00	165
50044	Bardallur	01	22
50044	Bardallur	02	4
50045	Belchite	00	204
50045	Belchite	01	673
50045	Belchite	02	6
50046	Belmonte de Gracián	00	153
50046	Belmonte de Gracián	01	31
50046	Belmonte de Gracián	02	3
50046	Belmonte de Gracián	03 a 05	3
50047	Berdejo	00	87
50048	Berrueco	00	18
50048	Berrueco	01	20
50048	Berrueco	02	3
50048	Berrueco	03 a 05	1
50050	Bijuesca	00	240
50051	Biota	00	345
50051	Biota	01	181
50051	Biota	02	27
50051	Biota	03 a 05	8
50051	Biota	06 a 10	3
50051	Biota	11 a 20	1
50052	Bisimbre	00	47
50052	Bisimbre	01	17
50052	Bisimbre	02	5
50052	Bisimbre	03 a 05	4
50053	Boquiñeni	00	209
50053	Boquiñeni	01	90
50053	Boquiñeni	02	72
50053	Boquiñeni	03 a 05	22
50054	Bordalba	00	139
50054	Bordalba	01	13
50054	Bordalba	02	2
50055	Borja	00	1167
50055	Borja	01	724
50055	Borja	02	127
50055	Borja	03 a 05	23
50055	Borja	06 a 10	13
50055	Borja	11 a 20	2
50055	Borja	21 a 50	12
50056	Botorrita	00	125
50056	Botorrita	01	89
50056	Botorrita	02	13
50056	Botorrita	03 a 05	1
50057	Brea de Aragón	00	544
50057	Brea de Aragón	01	12
50057	Brea de Aragón	02	5
50057	Brea de Aragón	03 a 05	8
50057	Brea de Aragón	06 a 10	1
50057	Brea de Aragón	21 a 50	1
50058	Bubierca	00	136
50058	Bubierca	01	3
50058	Bubierca	02	2
50059	Bujaraloz	00	141
50059	Bujaraloz	01	131
50059	Bujaraloz	02	91
50059	Bujaraloz	03 a 05	17
50060	Bulbuente	00	180
50060	Bulbuente	01	34
50060	Bulbuente	02	2
50061	Bureta	00	119
50061	Bureta	01	27
50061	Bureta	02	3
50062	Burgo de Ebro (El)	00	313
50062	Burgo de Ebro (El)	01	195
50062	Burgo de Ebro (El)	02	95
50062	Burgo de Ebro (El)	03 a 05	11
50063	Buste (El)	00	57
50063	Buste (El)	01	26
50063	Buste (El)	02	9
50063	Buste (El)	03 a 05	8
50064	Cabañas de Ebro	00	136
50064	Cabañas de Ebro	01	100
50064	Cabañas de Ebro	03 a 05	1
50064	Cabañas de Ebro	06 a 10	1
50065	Cabolafuente	00	101
50065	Cabolafuente	02	3
50066	Cadrete	00	566
50066	Cadrete	01	287
50066	Cadrete	02	46
50066	Cadrete	03 a 05	2
50067	Calatayud	00	2006
50067	Calatayud	01	212
50067	Calatayud	02	9
50067	Calatayud	03 a 05	5
50067	Calatayud	06 a 10	19
50067	Calatayud	11 a 20	19
50067	Calatayud	21 a 50	22
50067	Calatayud	50 o más	11
50068	Calatorao	00	653
50068	Calatorao	01	480
50068	Calatorao	02	81
50068	Calatorao	03 a 05	7
50068	Calatorao	06 a 10	4
50068	Calatorao	11 a 20	1
50068	Calatorao	50 o más	1
50069	Calcena	00	89
50069	Calcena	01	4
50069	Calcena	02	3
50070	Calmarza	00	90
50071	Campillo de Aragón	00	197
50071	Campillo de Aragón	01	13
50071	Campillo de Aragón	02	9
50072	Carenas	00	378
50072	Carenas	01	34
50072	Carenas	02	3
50073	Cariñena	00	401
50073	Cariñena	01	139
50073	Cariñena	02	107
50073	Cariñena	03 a 05	31
50073	Cariñena	06 a 10	12
50073	Cariñena	11 a 20	5
50073	Cariñena	21 a 50	3
50074	Caspe	00	1844
50074	Caspe	01	644
50074	Caspe	02	56
50074	Caspe	03 a 05	23
50074	Caspe	06 a 10	7
50074	Caspe	11 a 20	8
50074	Caspe	21 a 50	11
50075	Castejón de Alarba	00	147
50075	Castejón de Alarba	01	1
50076	Castejón de las Armas	00	101
50076	Castejón de las Armas	01	7
50076	Castejón de las Armas	02	9
50076	Castejón de las Armas	03 a 05	3
50077	Castejón de Valdejasa	00	152
50077	Castejón de Valdejasa	01	38
50077	Castejón de Valdejasa	02	12
50077	Castejón de Valdejasa	03 a 05	2
50078	Castiliscar	00	284
50078	Castiliscar	01	21
50078	Castiliscar	02	29
50078	Castiliscar	03 a 05	8
50078	Castiliscar	06 a 10	1
50079	Cervera de la Cañada	00	181
50079	Cervera de la Cañada	01	22
50079	Cervera de la Cañada	02	10
50079	Cervera de la Cañada	03 a 05	6
50080	Cerveruela	00	96
50080	Cerveruela	01	1
50081	Cetina	00	435
50081	Cetina	01	48
50081	Cetina	02	84
50081	Cetina	03 a 05	18
50081	Cetina	06 a 10	2
50082	Cimballa	00	136
50082	Cimballa	01	23
50082	Cimballa	02	14
50082	Cimballa	03 a 05	1
50083	Cinco Olivas	00	88
50083	Cinco Olivas	01	21
50083	Cinco Olivas	02	5
50083	Cinco Olivas	03 a 05	5
50084	Clarés de Ribota	00	125
50085	Codo	00	152
50085	Codo	01	129
50086	Codos	00	248
50086	Codos	01	14
50086	Codos	02	5
50087	Contamina	00	27
50087	Contamina	01	1
50087	Contamina	02	2
50087	Contamina	03 a 05	1
50088	Cosuenda	00	198
50088	Cosuenda	01	14
50088	Cosuenda	02	6
50088	Cosuenda	03 a 05	5
50089	Cuarte de Huerva	00	468
50089	Cuarte de Huerva	01	74
50089	Cuarte de Huerva	02	25
50089	Cuarte de Huerva	03 a 05	35
50089	Cuarte de Huerva	06 a 10	4
50089	Cuarte de Huerva	11 a 20	8
50089	Cuarte de Huerva	21 a 50	2
50090	Cubel	00	188
50090	Cubel	01	6
50090	Cubel	02	8
50090	Cubel	03 a 05	1
50091	Cuerlas (Las)	00	35
50091	Cuerlas (Las)	01	83
50091	Cuerlas (Las)	02	5
50092	Chiprana	00	236
50092	Chiprana	01	99
50092	Chiprana	02	16
50092	Chiprana	03 a 05	1
50093	Chodes	00	72
50093	Chodes	01	23
50093	Chodes	02	13
50094	Daroca	00	650
50094	Daroca	01	112
50094	Daroca	02	99
50094	Daroca	03 a 05	15
50094	Daroca	06 a 10	4
50094	Daroca	11 a 20	4
50095	Ejea de los Caballeros	00	2715
50095	Ejea de los Caballeros	01	1127
50095	Ejea de los Caballeros	02	187
50095	Ejea de los Caballeros	03 a 05	55
50095	Ejea de los Caballeros	06 a 10	75
50095	Ejea de los Caballeros	11 a 20	33
50095	Ejea de los Caballeros	21 a 50	6
50096	Embid de Ariza	00	107
50096	Embid de Ariza	01	5
50096	Embid de Ariza	02	4
50098	Encinacorba	00	203
50098	Encinacorba	01	7
50098	Encinacorba	02	1
50098	Encinacorba	03 a 05	1
50099	Épila	00	911
50099	Épila	01	828
50099	Épila	02	153
50099	Épila	03 a 05	4
50099	Épila	06 a 10	6
50100	Erla	00	185
50100	Erla	01	43
50100	Erla	02	31
50100	Erla	03 a 05	10
50100	Erla	06 a 10	1
50101	Escatrón	00	822
50101	Escatrón	01	160
50101	Escatrón	02	28
50101	Escatrón	03 a 05	5
50101	Escatrón	21 a 50	1
50102	Fabara	00	311
50102	Fabara	01	120
50102	Fabara	02	129
50102	Fabara	03 a 05	43
50102	Fabara	06 a 10	4
50104	Farlete	00	132
50104	Farlete	01	36
50104	Farlete	02	18
50104	Farlete	03 a 05	3
50105	Fayón	00	105
50105	Fayón	01	104
50105	Fayón	02	13
50105	Fayón	03 a 05	1
50106	Fayos (Los)	00	98
50106	Fayos (Los)	01	13
50106	Fayos (Los)	02	1
50106	Fayos (Los)	06 a 10	1
50107	Figueruelas	00	137
50107	Figueruelas	01	168
50107	Figueruelas	02	62
50107	Figueruelas	03 a 05	15
50107	Figueruelas	06 a 10	7
50108	Fombuena	00	25
50108	Fombuena	02	2
50108	Fombuena	03 a 05	3
50109	Frago (El)	00	107
50109	Frago (El)	01	6
50109	Frago (El)	02	2
50110	Frasno (El)	00	332
50110	Frasno (El)	01	92
50110	Frasno (El)	02	27
50110	Frasno (El)	03 a 05	1
50111	Fréscano	00	69
50111	Fréscano	01	52
50111	Fréscano	02	26
50111	Fréscano	03 a 05	2
50113	Fuendejalón	00	199
50113	Fuendejalón	01	190
50113	Fuendejalón	02	31
50113	Fuendejalón	03 a 05	1
50113	Fuendejalón	11 a 20	1
50114	Fuendetodos	00	69
50114	Fuendetodos	01	17
50114	Fuendetodos	02	33
50114	Fuendetodos	03 a 05	2
50115	Fuentes de Ebro	00	754
50115	Fuentes de Ebro	01	497
50115	Fuentes de Ebro	02	95
50115	Fuentes de Ebro	03 a 05	20
50115	Fuentes de Ebro	06 a 10	5
50115	Fuentes de Ebro	11 a 20	1
50115	Fuentes de Ebro	21 a 50	1
50116	Fuentes de Jiloca	00	226
50116	Fuentes de Jiloca	01	30
50116	Fuentes de Jiloca	02	4
50117	Gallocanta	00	30
50117	Gallocanta	01	87
50117	Gallocanta	02	5
50118	Gallur	00	672
50118	Gallur	01	468
50118	Gallur	02	55
50118	Gallur	03 a 05	4
50118	Gallur	06 a 10	1
50118	Gallur	11 a 20	1
50119	Gelsa	00	252
50119	Gelsa	01	227
50119	Gelsa	02	101
50119	Gelsa	03 a 05	38
50120	Godojos	00	56
50120	Godojos	01	3
50120	Godojos	02	6
50120	Godojos	03 a 05	1
50121	Gotor	00	145
50121	Gotor	01	31
50121	Gotor	02	17
50121	Gotor	03 a 05	4
50122	Grisel	00	60
50122	Grisel	01	12
50123	Grisén	00	157
50123	Grisén	01	109
50123	Grisén	02	1
50123	Grisén	03 a 05	1
50124	Herrera de los Navarros	00	393
50124	Herrera de los Navarros	01	23
50124	Herrera de los Navarros	02	16
50124	Herrera de los Navarros	03 a 05	2
50125	Ibdes	00	388
50125	Ibdes	01	77
50125	Ibdes	02	7
50125	Ibdes	03 a 05	3
50126	Illueca	00	525
50126	Illueca	01	36
50126	Illueca	02	12
50126	Illueca	03 a 05	6
50126	Illueca	06 a 10	17
50126	Illueca	11 a 20	8
50126	Illueca	21 a 50	2
50128	Isuerre	00	42
50128	Isuerre	01	3
50128	Isuerre	02	9
50128	Isuerre	03 a 05	3
50129	Jaraba	00	223
50129	Jaraba	01	2
50130	Jarque	00	267
50130	Jarque	01	53
50130	Jarque	02	14
50130	Jarque	03 a 05	3
50131	Jaulín	00	90
50131	Jaulín	01	46
50131	Jaulín	02	27
50131	Jaulín	03 a 05	1
50132	Joyosa (La)	00	123
50132	Joyosa (La)	01	69
50132	Joyosa (La)	02	4
50132	Joyosa (La)	03 a 05	1
50133	Lagata	00	94
50133	Lagata	01	32
50133	Lagata	02	18
50133	Lagata	03 a 05	5
50134	Langa del Castillo	00	146
50134	Langa del Castillo	01	30
50134	Langa del Castillo	02	18
50134	Langa del Castillo	03 a 05	3
50135	Layana	00	98
50135	Layana	01	8
50135	Layana	02	8
50135	Layana	03 a 05	1
50136	Lécera	00	265
50136	Lécera	01	351
50136	Lécera	02	5
50137	Leciñena	00	153
50137	Leciñena	01	203
50137	Leciñena	02	94
50137	Leciñena	03 a 05	27
50137	Leciñena	06 a 10	2
50138	Lechón	00	23
50138	Lechón	01	9
50138	Lechón	02	2
50138	Lechón	03 a 05	3
50139	Letux	00	167
50139	Letux	01	122
50139	Letux	02	47
50139	Letux	03 a 05	7
50139	Letux	06 a 10	1
50139	Letux	11 a 20	1
50140	Litago	00	122
50140	Litago	01	26
50140	Litago	02	6
50140	Litago	03 a 05	2
50141	Lituénigo	00	68
50141	Lituénigo	01	1
50141	Lituénigo	02	6
50141	Lituénigo	03 a 05	2
50142	Lobera de Onsella	00	31
50142	Lobera de Onsella	01	1
50142	Lobera de Onsella	02	1
50143	Longares	00	194
50143	Longares	01	64
50143	Longares	02	55
50143	Longares	03 a 05	19
50143	Longares	06 a 10	4
50144	Longás	00	45
50146	Lucena de Jalón	00	82
50146	Lucena de Jalón	01	28
50146	Lucena de Jalón	02	32
50146	Lucena de Jalón	03 a 05	1
50147	Luceni	00	288
50147	Luceni	01	138
50147	Luceni	02	77
50147	Luceni	03 a 05	13
50147	Luceni	06 a 10	5
50148	Luesia	00	215
50148	Luesia	01	17
50148	Luesia	02	11
50148	Luesia	03 a 05	7
50148	Luesia	06 a 10	1
50149	Luesma	00	47
50149	Luesma	01	9
50149	Luesma	03 a 05	1
50150	Lumpiaque	00	304
50150	Lumpiaque	01	180
50150	Lumpiaque	02	74
50150	Lumpiaque	03 a 05	2
50151	Luna	00	407
50151	Luna	01	116
50151	Luna	02	16
50151	Luna	03 a 05	1
50152	Maella	00	572
50152	Maella	01	187
50152	Maella	02	219
50152	Maella	03 a 05	102
50152	Maella	06 a 10	12
50153	Magallón	00	300
50153	Magallón	01	298
50153	Magallón	02	35
50153	Magallón	03 a 05	2
50154	Mainar	00	76
50154	Mainar	01	22
50154	Mainar	02	21
50154	Mainar	03 a 05	12
50155	Malanquilla	00	119
50156	Maleján	00	104
50156	Maleján	01	33
50156	Maleján	02	21
50156	Maleján	03 a 05	10
50156	Maleján	06 a 10	2
50157	Malón	00	213
50157	Malón	01	82
50157	Malón	02	1
50159	Maluenda	00	409
50159	Maluenda	01	116
50159	Maluenda	02	4
50159	Maluenda	03 a 05	6
50159	Maluenda	06 a 10	1
50159	Maluenda	11 a 20	1
50160	Mallén	00	457
50160	Mallén	01	508
50160	Mallén	02	204
50160	Mallén	03 a 05	30
50160	Mallén	06 a 10	7
50160	Mallén	11 a 20	2
50161	Manchones	00	130
50161	Manchones	01	21
50161	Manchones	02	4
50161	Manchones	03 a 05	1
50162	Mara	00	133
50162	Mara	01	15
50162	Mara	02	27
50162	Mara	03 a 05	14
50163	María de Huerva	00	278
50163	María de Huerva	01	316
50163	María de Huerva	02	58
50163	María de Huerva	06 a 10	2
50164	Mediana de Aragón	00	90
50164	Mediana de Aragón	01	57
50164	Mediana de Aragón	02	72
50164	Mediana de Aragón	03 a 05	3
50164	Mediana de Aragón	06 a 10	1
50165	Mequinenza	00	337
50165	Mequinenza	01	330
50165	Mequinenza	02	244
50165	Mequinenza	03 a 05	15
50165	Mequinenza	06 a 10	5
50165	Mequinenza	11 a 20	2
50166	Mesones de Isuela	00	205
50166	Mesones de Isuela	01	36
50166	Mesones de Isuela	02	1
50167	Mezalocha	00	133
50167	Mezalocha	01	10
50167	Mezalocha	02	10
50168	Mianos	00	22
50168	Mianos	01	10
50168	Mianos	02	3
50168	Mianos	03 a 05	1
50169	Miedes de Aragón	00	274
50169	Miedes de Aragón	01	22
50169	Miedes de Aragón	02	14
50169	Miedes de Aragón	03 a 05	1
50170	Monegrillo	00	149
50170	Monegrillo	01	43
50170	Monegrillo	02	17
50170	Monegrillo	03 a 05	8
50170	Monegrillo	06 a 10	1
50171	Moneva	00	122
50171	Moneva	01	17
50171	Moneva	02	6
50172	Monreal de Ariza	00	152
50172	Monreal de Ariza	01	9
50172	Monreal de Ariza	02	14
50172	Monreal de Ariza	03 a 05	4
50173	Monterde	00	229
50173	Monterde	01	20
50173	Monterde	02	9
50173	Monterde	03 a 05	3
50173	Monterde	06 a 10	2
50174	Montón	00	123
50174	Montón	01	16
50174	Montón	02	5
50175	Morata de Jalón	00	601
50175	Morata de Jalón	01	203
50175	Morata de Jalón	02	17
50175	Morata de Jalón	03 a 05	14
50175	Morata de Jalón	06 a 10	2
50175	Morata de Jalón	11 a 20	1
50176	Morata de Jiloca	00	219
50176	Morata de Jiloca	01	12
50176	Morata de Jiloca	02	4
50176	Morata de Jiloca	03 a 05	2
50177	Morés	00	291
50177	Morés	01	62
50177	Morés	02	5
50177	Morés	03 a 05	2
50178	Moros	00	358
50178	Moros	01	12
50178	Moros	02	37
50178	Moros	03 a 05	6
50179	Moyuela	00	232
50179	Moyuela	02	3
50179	Moyuela	03 a 05	2
50180	Mozota	00	72
50180	Mozota	01	67
50180	Mozota	02	5
50180	Mozota	21 a 50	1
50181	Muel	00	431
50181	Muel	01	49
50181	Muel	02	33
50181	Muel	03 a 05	14
50181	Muel	06 a 10	3
50182	Muela (La)	00	1155
50182	Muela (La)	01	7
50182	Muela (La)	02	1
50182	Muela (La)	06 a 10	3
50183	Munébrega	00	258
50183	Munébrega	01	34
50183	Munébrega	02	26
50184	Murero	00	139
50184	Murero	01	12
50184	Murero	02	5
50184	Murero	03 a 05	4
50185	Murillo de Gállego	00	123
50185	Murillo de Gállego	01	9
50185	Murillo de Gállego	02	3
50185	Murillo de Gállego	03 a 05	3
50186	Navardún	00	35
50186	Navardún	01	1
50186	Navardún	02	3
50186	Navardún	03 a 05	2
50187	Nigüella	00	74
50187	Nigüella	01	9
50188	Nombrevilla	00	38
50188	Nombrevilla	01	15
50188	Nombrevilla	02	1
50189	Nonaspe	00	659
50189	Nonaspe	01	49
50189	Nonaspe	02	2
50190	Novallas	00	389
50190	Novallas	01	78
50190	Novallas	02	4
50191	Novillas	00	239
50191	Novillas	01	53
50191	Novillas	02	20
50192	Nuévalos	00	121
50192	Nuévalos	01	115
50192	Nuévalos	02	11
50192	Nuévalos	03 a 05	2
50192	Nuévalos	06 a 10	1
50192	Nuévalos	21 a 50	1
50193	Nuez de Ebro	00	241
50193	Nuez de Ebro	01	63
50193	Nuez de Ebro	02	39
50194	Olvés	00	185
50194	Olvés	01	7
50195	Orcajo	00	54
50195	Orcajo	01	6
50195	Orcajo	02	4
50196	Orera	00	68
50196	Orera	01	28
50197	Orés	00	104
50197	Orés	01	8
50197	Orés	02	1
50198	Oseja	00	75
50199	Osera de Ebro	00	241
50199	Osera de Ebro	01	27
50199	Osera de Ebro	02	2
50200	Paniza	00	315
50200	Paniza	01	41
50200	Paniza	02	20
50200	Paniza	03 a 05	3
50201	Paracuellos de Jiloca	00	225
50201	Paracuellos de Jiloca	01	27
50201	Paracuellos de Jiloca	02	12
50201	Paracuellos de Jiloca	03 a 05	4
50202	Paracuellos de la Ribera	00	341
50202	Paracuellos de la Ribera	01	23
50202	Paracuellos de la Ribera	02	7
50202	Paracuellos de la Ribera	03 a 05	1
50203	Pastriz	00	83
50203	Pastriz	01	210
50203	Pastriz	02	77
50203	Pastriz	03 a 05	3
50204	Pedrola	00	629
50204	Pedrola	01	257
50204	Pedrola	02	131
50204	Pedrola	03 a 05	28
50204	Pedrola	06 a 10	6
50204	Pedrola	11 a 20	2
50205	Pedrosas (Las)	00	48
50205	Pedrosas (Las)	01	21
50206	Perdiguera	00	120
50206	Perdiguera	01	136
50206	Perdiguera	02	1
50206	Perdiguera	03 a 05	1
50207	Piedratajada	00	69
50207	Piedratajada	01	20
50207	Piedratajada	02	3
50207	Piedratajada	03 a 05	2
50208	Pina de Ebro	00	392
50208	Pina de Ebro	01	391
50208	Pina de Ebro	02	105
50208	Pina de Ebro	03 a 05	18
50209	Pinseque	00	605
50209	Pinseque	01	338
50209	Pinseque	02	94
50209	Pinseque	03 a 05	6
50209	Pinseque	06 a 10	1
50209	Pinseque	11 a 20	1
50209	Pinseque	21 a 50	1
50210	Pintanos (Los)	00	56
50210	Pintanos (Los)	01	9
50211	Plasencia de Jalón	00	134
50211	Plasencia de Jalón	01	44
50211	Plasencia de Jalón	02	7
50211	Plasencia de Jalón	03 a 05	6
50212	Pleitas	00	11
50212	Pleitas	01	34
50212	Pleitas	02	8
50212	Pleitas	03 a 05	2
50213	Plenas	00	175
50213	Plenas	01	2
50213	Plenas	02	4
50213	Plenas	03 a 05	1
50214	Pomer	00	84
50214	Pomer	02	1
50215	Pozuel de Ariza	00	102
50215	Pozuel de Ariza	01	3
50216	Pozuelo de Aragón	00	107
50216	Pozuelo de Aragón	01	52
50216	Pozuelo de Aragón	02	3
50217	Pradilla de Ebro	00	182
50217	Pradilla de Ebro	01	50
50217	Pradilla de Ebro	02	71
50217	Pradilla de Ebro	03 a 05	1
50218	Puebla de Albortón	00	85
50218	Puebla de Albortón	01	6
50218	Puebla de Albortón	02	2
50218	Puebla de Albortón	03 a 05	1
50219	Puebla de Alfindén (La)	00	984
50219	Puebla de Alfindén (La)	01	369
50219	Puebla de Alfindén (La)	02	65
50219	Puebla de Alfindén (La)	03 a 05	3
50219	Puebla de Alfindén (La)	06 a 10	2
50219	Puebla de Alfindén (La)	11 a 20	1
50220	Puendeluna	00	50
50220	Puendeluna	01	16
50220	Puendeluna	02	1
50221	Purujosa	00	32
50222	Quinto	00	548
50222	Quinto	01	331
50222	Quinto	02	94
50222	Quinto	03 a 05	8
50222	Quinto	06 a 10	2
50223	Remolinos	00	362
50223	Remolinos	01	72
50223	Remolinos	02	42
50223	Remolinos	03 a 05	17
50223	Remolinos	06 a 10	4
50223	Remolinos	11 a 20	1
50224	Retascón	00	67
50224	Retascón	01	14
50224	Retascón	02	12
50225	Ricla	00	786
50225	Ricla	01	63
50225	Ricla	02	10
50225	Ricla	03 a 05	4
50225	Ricla	06 a 10	1
50227	Romanos	00	55
50227	Romanos	01	35
50227	Romanos	02	6
50228	Rueda de Jalón	00	206
50228	Rueda de Jalón	01	1
50229	Ruesca	00	44
50229	Ruesca	01	16
50230	Sádaba	00	449
50230	Sádaba	01	155
50230	Sádaba	02	84
50230	Sádaba	03 a 05	22
50230	Sádaba	06 a 10	1
50231	Salillas de Jalón	00	125
50231	Salillas de Jalón	01	30
50231	Salillas de Jalón	02	32
50231	Salillas de Jalón	03 a 05	6
50232	Salvatierra de Esca	00	161
50232	Salvatierra de Esca	01	45
50232	Salvatierra de Esca	02	17
50232	Salvatierra de Esca	03 a 05	4
50233	Samper del Salz	00	99
50233	Samper del Salz	01	10
50233	Samper del Salz	02	7
50233	Samper del Salz	03 a 05	1
50234	San Martín de la Virgen de Moncayo	00	119
50234	San Martín de la Virgen de Moncayo	02	3
50235	San Mateo de Gállego	00	523
50235	San Mateo de Gállego	01	411
50235	San Mateo de Gállego	02	66
50235	San Mateo de Gállego	03 a 05	11
50235	San Mateo de Gállego	06 a 10	6
50236	Santa Cruz de Grío	00	130
50236	Santa Cruz de Grío	01	9
50236	Santa Cruz de Grío	02	1
50237	Santa Cruz de Moncayo	00	82
50237	Santa Cruz de Moncayo	01	25
50237	Santa Cruz de Moncayo	02	1
50237	Santa Cruz de Moncayo	03 a 05	1
50238	Santa Eulalia de Gállego	00	84
50238	Santa Eulalia de Gállego	01	11
50238	Santa Eulalia de Gállego	02	9
50238	Santa Eulalia de Gállego	03 a 05	5
50239	Santed	00	27
50239	Santed	01	46
50239	Santed	02	3
50240	Sástago	00	326
50240	Sástago	01	306
50240	Sástago	02	89
50240	Sástago	03 a 05	17
50240	Sástago	06 a 10	3
50241	Saviñán	00	356
50241	Saviñán	01	80
50241	Saviñán	02	14
50241	Saviñán	03 a 05	3
50242	Sediles	00	33
50242	Sediles	01	6
50242	Sediles	02	5
50242	Sediles	03 a 05	3
50243	Sestrica	00	265
50243	Sestrica	01	27
50243	Sestrica	02	16
50243	Sestrica	03 a 05	11
50244	Sierra de Luna	00	89
50244	Sierra de Luna	01	60
50244	Sierra de Luna	02	13
50244	Sierra de Luna	03 a 05	2
50245	Sigüés	00	84
50245	Sigüés	01	24
50245	Sigüés	02	4
50245	Sigüés	03 a 05	1
50246	Sisamón	00	167
50246	Sisamón	01	2
50246	Sisamón	02	1
50247	Sobradiel	00	108
50247	Sobradiel	01	111
50247	Sobradiel	02	53
50247	Sobradiel	03 a 05	13
50247	Sobradiel	06 a 10	2
50248	Sos del Rey Católico	00	359
50248	Sos del Rey Católico	01	41
50248	Sos del Rey Católico	02	33
50248	Sos del Rey Católico	03 a 05	19
50248	Sos del Rey Católico	06 a 10	1
50249	Tabuenca	00	316
50249	Tabuenca	01	2
50250	Talamantes	00	83
50251	Tarazona	00	1714
50251	Tarazona	01	373
50251	Tarazona	02	32
50251	Tarazona	03 a 05	20
50251	Tarazona	06 a 10	40
50251	Tarazona	11 a 20	18
50251	Tarazona	21 a 50	3
50251	Tarazona	50 o más	1
50252	Tauste	00	921
50252	Tauste	01	937
50252	Tauste	02	68
50252	Tauste	03 a 05	32
50252	Tauste	06 a 10	7
50252	Tauste	11 a 20	10
50252	Tauste	21 a 50	8
50253	Terrer	00	248
