Municipio código	Municipio nombre	Especie ganadería 	Subespecie ganadería	Explotaciones ganadería
44096	Ejulve	Aves	Pollos de carne	1
44096	Ejulve	Caprinos	Cabras madres y chivas de reposición	1
44096	Ejulve	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44096	Ejulve	Colmenas	Colmenas	1
44096	Ejulve	Conejas madres	Conejas madres	3
44096	Ejulve	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44096	Ejulve	Ovinos	Ovejas madres y corderas para reposición	7
44096	Ejulve	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44097	Escorihuela	Aves	Gallinas ponedoras	4
44097	Escorihuela	Aves	Pollos de carne	1
44097	Escorihuela	Bovinos	Bovinos de entre uno y dos años	1
44097	Escorihuela	Bovinos	Bovinos de menos de un año	1
44097	Escorihuela	Bovinos	Otros bovinos de dos años o más	1
44097	Escorihuela	Bovinos	Vacas	1
44097	Escorihuela	Caprinos	Cabras madres y chivas de reposición	3
44097	Escorihuela	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44097	Escorihuela	Conejas madres	Conejas madres	4
44097	Escorihuela	Equinos	Equinos (caballos, mulas y asnos)	1
44097	Escorihuela	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	11
44097	Escorihuela	Ovinos	Ovejas madres y corderas para reposición	16
44097	Escorihuela	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44097	Escorihuela	Porcinos	Lechones de menos de 20 kg	1
44099	Escucha	Aves	Gallinas ponedoras	3
44099	Escucha	Aves	Pollos de carne	1
44099	Escucha	Caprinos	Cabras madres y chivas de reposición	4
44099	Escucha	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
44099	Escucha	Conejas madres	Conejas madres	4
44099	Escucha	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
44099	Escucha	Ovinos	Ovejas madres y corderas para reposición	7
44100	Estercuel	Aves	Gallinas ponedoras	1
44100	Estercuel	Caprinos	Cabras madres y chivas de reposición	3
44100	Estercuel	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
44100	Estercuel	Colmenas	Colmenas	3
44100	Estercuel	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44100	Estercuel	Ovinos	Ovejas madres y corderas para reposición	3
44101	Ferreruela de Huerva	Aves	Pollos de carne	1
44101	Ferreruela de Huerva	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44101	Ferreruela de Huerva	Ovinos	Ovejas madres y corderas para reposición	2
44102	Fonfría	Caprinos	Cabras madres y chivas de reposición	2
44102	Fonfría	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44102	Fonfría	Ovinos	Ovejas madres y corderas para reposición	4
44103	Formiche Alto	Aves	Gallinas ponedoras	4
44103	Formiche Alto	Bovinos	Bovinos de entre uno y dos años	6
44103	Formiche Alto	Bovinos	Bovinos de menos de un año	6
44103	Formiche Alto	Bovinos	Otros bovinos de dos años o más	7
44103	Formiche Alto	Bovinos	Vacas	5
44103	Formiche Alto	Caprinos	Cabras madres y chivas de reposición	3
44103	Formiche Alto	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
44103	Formiche Alto	Conejas madres	Conejas madres	1
44103	Formiche Alto	Equinos	Equinos (caballos, mulas y asnos)	1
44103	Formiche Alto	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44103	Formiche Alto	Ovinos	Ovejas madres y corderas para reposición	5
44105	Fórnoles	Conejas madres	Conejas madres	3
44105	Fórnoles	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44105	Fórnoles	Ovinos	Ovejas madres y corderas para reposición	1
44106	Fortanete	Aves	Gallinas ponedoras	1
44106	Fortanete	Aves	Pollos de carne	1
44106	Fortanete	Bovinos	Bovinos de entre uno y dos años	3
44106	Fortanete	Bovinos	Bovinos de menos de un año	3
44106	Fortanete	Bovinos	Otros bovinos de dos años o más	4
44106	Fortanete	Bovinos	Vacas	4
44106	Fortanete	Caprinos	Cabras madres y chivas de reposición	4
44106	Fortanete	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44106	Fortanete	Colmenas	Colmenas	1
44106	Fortanete	Conejas madres	Conejas madres	1
44106	Fortanete	Equinos	Equinos (caballos, mulas y asnos)	1
44106	Fortanete	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	9
44106	Fortanete	Ovinos	Ovejas madres y corderas para reposición	12
44106	Fortanete	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44106	Fortanete	Porcinos	Lechones de menos de 20 kg	1
44107	Foz-Calanda	Aves	Gallinas ponedoras	1
44107	Foz-Calanda	Aves	Pollos de carne	3
44107	Foz-Calanda	Bovinos	Bovinos de menos de un año	1
44107	Foz-Calanda	Colmenas	Colmenas	2
44107	Foz-Calanda	Conejas madres	Conejas madres	1
44107	Foz-Calanda	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44107	Foz-Calanda	Ovinos	Ovejas madres y corderas para reposición	2
44107	Foz-Calanda	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	4
44107	Foz-Calanda	Porcinos	Lechones de menos de 20 kg	5
44107	Foz-Calanda	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	8
44108	Fresneda (La)	Aves	Gallinas ponedoras	2
44108	Fresneda (La)	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44108	Fresneda (La)	Aves	Pollos de carne	5
44108	Fresneda (La)	Caprinos	Cabras madres y chivas de reposición	3
44108	Fresneda (La)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44108	Fresneda (La)	Conejas madres	Conejas madres	3
44108	Fresneda (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44108	Fresneda (La)	Ovinos	Ovejas madres y corderas para reposición	3
44108	Fresneda (La)	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
44108	Fresneda (La)	Porcinos	Lechones de menos de 20 kg	2
44108	Fresneda (La)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	7
44109	Frías de Albarracín	Caprinos	Cabras madres y chivas de reposición	5
44109	Frías de Albarracín	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
44109	Frías de Albarracín	Equinos	Equinos (caballos, mulas y asnos)	2
44109	Frías de Albarracín	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
44109	Frías de Albarracín	Ovinos	Ovejas madres y corderas para reposición	9
44110	Fuenferrada	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44110	Fuenferrada	Ovinos	Ovejas madres y corderas para reposición	4
44111	Fuentes Calientes	Aves	Gallinas ponedoras	2
44111	Fuentes Calientes	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44111	Fuentes Calientes	Aves	Pollos de carne	1
44111	Fuentes Calientes	Bovinos	Bovinos de menos de un año	1
44111	Fuentes Calientes	Caprinos	Cabras madres y chivas de reposición	2
44111	Fuentes Calientes	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44111	Fuentes Calientes	Conejas madres	Conejas madres	3
44111	Fuentes Calientes	Equinos	Equinos (caballos, mulas y asnos)	2
44111	Fuentes Calientes	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	11
44111	Fuentes Calientes	Ovinos	Ovejas madres y corderas para reposición	11
44111	Fuentes Calientes	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
44111	Fuentes Calientes	Porcinos	Lechones de menos de 20 kg	2
44111	Fuentes Calientes	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44112	Fuentes Claras	Aves	Gallinas ponedoras	3
44112	Fuentes Claras	Conejas madres	Conejas madres	5
44112	Fuentes Claras	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44112	Fuentes Claras	Ovinos	Ovejas madres y corderas para reposición	6
44112	Fuentes Claras	Porcinos	Lechones de menos de 20 kg	2
44112	Fuentes Claras	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	9
44113	Fuentes de Rubielos	Aves	Gallinas ponedoras	1
44113	Fuentes de Rubielos	Bovinos	Bovinos de entre uno y dos años	1
44113	Fuentes de Rubielos	Bovinos	Bovinos de menos de un año	2
44113	Fuentes de Rubielos	Bovinos	Vacas	1
44113	Fuentes de Rubielos	Caprinos	Cabras madres y chivas de reposición	2
44113	Fuentes de Rubielos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44113	Fuentes de Rubielos	Conejas madres	Conejas madres	1
44113	Fuentes de Rubielos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44113	Fuentes de Rubielos	Ovinos	Ovejas madres y corderas para reposición	1
44114	Fuentespalda	Aves	Pollos de carne	6
44114	Fuentespalda	Caprinos	Cabras madres y chivas de reposición	1
44114	Fuentespalda	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44114	Fuentespalda	Colmenas	Colmenas	2
44114	Fuentespalda	Conejas madres	Conejas madres	2
44114	Fuentespalda	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44114	Fuentespalda	Ovinos	Ovejas madres y corderas para reposición	2
44114	Fuentespalda	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44114	Fuentespalda	Porcinos	Lechones de menos de 20 kg	2
44114	Fuentespalda	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	8
44115	Galve	Aves	Gallinas ponedoras	3
44115	Galve	Caprinos	Cabras madres y chivas de reposición	4
44115	Galve	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44115	Galve	Conejas madres	Conejas madres	1
44115	Galve	Equinos	Equinos (caballos, mulas y asnos)	1
44115	Galve	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	10
44115	Galve	Ovinos	Ovejas madres y corderas para reposición	10
44115	Galve	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44115	Galve	Porcinos	Lechones de menos de 20 kg	1
44115	Galve	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44116	Gargallo	Aves	Gallinas ponedoras	1
44116	Gargallo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44116	Gargallo	Ovinos	Ovejas madres y corderas para reposición	2
44117	Gea de Albarracín	Aves	Gallinas ponedoras	1
44117	Gea de Albarracín	Caprinos	Cabras madres y chivas de reposición	1
44117	Gea de Albarracín	Equinos	Equinos (caballos, mulas y asnos)	1
44117	Gea de Albarracín	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44117	Gea de Albarracín	Ovinos	Ovejas madres y corderas para reposición	2
44118	Ginebrosa (La)	Aves	Gallinas ponedoras	1
44118	Ginebrosa (La)	Aves	Pollos de carne	4
44118	Ginebrosa (La)	Bovinos	Bovinos de menos de un año	1
44118	Ginebrosa (La)	Caprinos	Cabras madres y chivas de reposición	4
44118	Ginebrosa (La)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44118	Ginebrosa (La)	Conejas madres	Conejas madres	4
44118	Ginebrosa (La)	Otros animales no de compañía	Otros animales no de compañía	1
44118	Ginebrosa (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
44118	Ginebrosa (La)	Ovinos	Ovejas madres y corderas para reposición	11
44118	Ginebrosa (La)	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
44118	Ginebrosa (La)	Porcinos	Lechones de menos de 20 kg	2
44118	Ginebrosa (La)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
44119	Griegos	Aves	Gallinas ponedoras	1
44119	Griegos	Caprinos	Cabras madres y chivas de reposición	3
44119	Griegos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44119	Griegos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44119	Griegos	Ovinos	Ovejas madres y corderas para reposición	4
44120	Guadalaviar	Aves	Gallinas ponedoras	4
44120	Guadalaviar	Bovinos	Bovinos de entre uno y dos años	2
44120	Guadalaviar	Bovinos	Bovinos de menos de un año	2
44120	Guadalaviar	Bovinos	Otros bovinos de dos años o más	2
44120	Guadalaviar	Bovinos	Vacas	2
44120	Guadalaviar	Caprinos	Cabras madres y chivas de reposición	14
44120	Guadalaviar	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	12
44120	Guadalaviar	Colmenas	Colmenas	1
44120	Guadalaviar	Conejas madres	Conejas madres	4
44120	Guadalaviar	Equinos	Equinos (caballos, mulas y asnos)	3
44120	Guadalaviar	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	19
44120	Guadalaviar	Ovinos	Ovejas madres y corderas para reposición	24
44120	Guadalaviar	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44121	Gúdar	Bovinos	Bovinos de entre uno y dos años	8
44121	Gúdar	Bovinos	Bovinos de menos de un año	8
44121	Gúdar	Bovinos	Otros bovinos de dos años o más	9
44121	Gúdar	Bovinos	Vacas	9
44121	Gúdar	Caprinos	Cabras madres y chivas de reposición	2
44121	Gúdar	Equinos	Equinos (caballos, mulas y asnos)	2
44121	Gúdar	Otros animales no de compañía	Otros animales no de compañía	1
44121	Gúdar	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44121	Gúdar	Ovinos	Ovejas madres y corderas para reposición	8
44121	Gúdar	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44121	Gúdar	Porcinos	Lechones de menos de 20 kg	1
44121	Gúdar	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44122	Híjar	Aves	Pollos de carne	1
44122	Híjar	Bovinos	Bovinos de entre uno y dos años	3
44122	Híjar	Bovinos	Bovinos de menos de un año	4
44122	Híjar	Caprinos	Cabras madres y chivas de reposición	2
44122	Híjar	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44122	Híjar	Colmenas	Colmenas	2
44122	Híjar	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
44122	Híjar	Ovinos	Ovejas madres y corderas para reposición	9
44122	Híjar	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44122	Híjar	Porcinos	Lechones de menos de 20 kg	1
44122	Híjar	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
44123	Hinojosa de Jarque	Aves	Gallinas ponedoras	2
44123	Hinojosa de Jarque	Aves	Pollos de carne	1
44123	Hinojosa de Jarque	Caprinos	Cabras madres y chivas de reposición	2
44123	Hinojosa de Jarque	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44123	Hinojosa de Jarque	Colmenas	Colmenas	1
44123	Hinojosa de Jarque	Conejas madres	Conejas madres	2
44123	Hinojosa de Jarque	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44123	Hinojosa de Jarque	Ovinos	Ovejas madres y corderas para reposición	7
44123	Hinojosa de Jarque	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44123	Hinojosa de Jarque	Porcinos	Lechones de menos de 20 kg	1
44123	Hinojosa de Jarque	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44124	Hoz de la Vieja (La)	Aves	Gallinas ponedoras	5
44124	Hoz de la Vieja (La)	Caprinos	Cabras madres y chivas de reposición	1
44124	Hoz de la Vieja (La)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44124	Hoz de la Vieja (La)	Colmenas	Colmenas	2
44124	Hoz de la Vieja (La)	Conejas madres	Conejas madres	1
44124	Hoz de la Vieja (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44124	Hoz de la Vieja (La)	Ovinos	Ovejas madres y corderas para reposición	5
44125	Huesa del Común	Aves	Gallinas ponedoras	4
44125	Huesa del Común	Aves	Pollos de carne	1
44125	Huesa del Común	Caprinos	Cabras madres y chivas de reposición	4
44125	Huesa del Común	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
44125	Huesa del Común	Colmenas	Colmenas	2
44125	Huesa del Común	Equinos	Equinos (caballos, mulas y asnos)	1
44125	Huesa del Común	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44125	Huesa del Común	Ovinos	Ovejas madres y corderas para reposición	4
44126	Iglesuela del Cid (La)	Aves	Gallinas ponedoras	3
44126	Iglesuela del Cid (La)	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44126	Iglesuela del Cid (La)	Aves	Pollos de carne	2
44126	Iglesuela del Cid (La)	Bovinos	Bovinos de entre uno y dos años	3
44126	Iglesuela del Cid (La)	Bovinos	Bovinos de menos de un año	2
44126	Iglesuela del Cid (La)	Bovinos	Otros bovinos de dos años o más	8
44126	Iglesuela del Cid (La)	Bovinos	Vacas	8
44126	Iglesuela del Cid (La)	Caprinos	Cabras madres y chivas de reposición	3
44126	Iglesuela del Cid (La)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
44126	Iglesuela del Cid (La)	Conejas madres	Conejas madres	3
44126	Iglesuela del Cid (La)	Equinos	Equinos (caballos, mulas y asnos)	4
44126	Iglesuela del Cid (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44126	Iglesuela del Cid (La)	Ovinos	Ovejas madres y corderas para reposición	4
44126	Iglesuela del Cid (La)	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44126	Iglesuela del Cid (La)	Porcinos	Lechones de menos de 20 kg	1
44126	Iglesuela del Cid (La)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44127	Jabaloyas	Caprinos	Cabras madres y chivas de reposición	3
44127	Jabaloyas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44127	Jabaloyas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44127	Jabaloyas	Ovinos	Ovejas madres y corderas para reposición	4
44128	Jarque de la Val	Aves	Gallinas ponedoras	3
44128	Jarque de la Val	Aves	Pollos de carne	1
44128	Jarque de la Val	Caprinos	Cabras madres y chivas de reposición	1
44128	Jarque de la Val	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44128	Jarque de la Val	Conejas madres	Conejas madres	1
44128	Jarque de la Val	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44128	Jarque de la Val	Ovinos	Ovejas madres y corderas para reposición	3
44129	Jatiel	Caprinos	Cabras madres y chivas de reposición	1
44129	Jatiel	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44129	Jatiel	Ovinos	Ovejas madres y corderas para reposición	3
44129	Jatiel	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44130	Jorcas	Aves	Gallinas ponedoras	1
44130	Jorcas	Caprinos	Cabras madres y chivas de reposición	1
44130	Jorcas	Equinos	Equinos (caballos, mulas y asnos)	1
44130	Jorcas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44130	Jorcas	Ovinos	Ovejas madres y corderas para reposición	3
44130	Jorcas	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44131	Josa	Aves	Gallinas ponedoras	1
44131	Josa	Caprinos	Cabras madres y chivas de reposición	2
44131	Josa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44131	Josa	Equinos	Equinos (caballos, mulas y asnos)	1
44131	Josa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44131	Josa	Ovinos	Ovejas madres y corderas para reposición	2
44132	Lagueruela	Conejas madres	Conejas madres	1
44132	Lagueruela	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44132	Lagueruela	Ovinos	Ovejas madres y corderas para reposición	4
44133	Lanzuela	Conejas madres	Conejas madres	2
44135	Libros	Aves	Gallinas ponedoras	2
44135	Libros	Aves	Pollos de carne	1
44135	Libros	Caprinos	Cabras madres y chivas de reposición	1
44135	Libros	Colmenas	Colmenas	1
44135	Libros	Conejas madres	Conejas madres	1
44135	Libros	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44135	Libros	Ovinos	Ovejas madres y corderas para reposición	1
44136	Lidón	Aves	Gallinas ponedoras	1
44136	Lidón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44136	Lidón	Ovinos	Ovejas madres y corderas para reposición	6
44137	Linares de Mora	Aves	Gallinas ponedoras	6
44137	Linares de Mora	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44137	Linares de Mora	Bovinos	Bovinos de entre uno y dos años	2
44137	Linares de Mora	Bovinos	Bovinos de menos de un año	7
44137	Linares de Mora	Bovinos	Otros bovinos de dos años o más	12
44137	Linares de Mora	Bovinos	Vacas	12
44137	Linares de Mora	Caprinos	Cabras madres y chivas de reposición	10
44137	Linares de Mora	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
44137	Linares de Mora	Colmenas	Colmenas	1
44137	Linares de Mora	Equinos	Equinos (caballos, mulas y asnos)	1
44137	Linares de Mora	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
44137	Linares de Mora	Ovinos	Ovejas madres y corderas para reposición	10
44138	Loscos	Aves	Gallinas ponedoras	4
44138	Loscos	Caprinos	Cabras madres y chivas de reposición	2
44138	Loscos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44138	Loscos	Equinos	Equinos (caballos, mulas y asnos)	1
44138	Loscos	Otros animales no de compañía	Otros animales no de compañía	2
44138	Loscos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44138	Loscos	Ovinos	Ovejas madres y corderas para reposición	3
44138	Loscos	Porcinos	Lechones de menos de 20 kg	1
44141	Lledó	Aves	Gallinas ponedoras	1
44141	Lledó	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
44141	Lledó	Aves	Pollos de carne	2
44141	Lledó	Caprinos	Cabras madres y chivas de reposición	1
44141	Lledó	Conejas madres	Conejas madres	1
44141	Lledó	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44141	Lledó	Ovinos	Ovejas madres y corderas para reposición	3
44141	Lledó	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44141	Lledó	Porcinos	Lechones de menos de 20 kg	2
44141	Lledó	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
44142	Maicas	Bovinos	Bovinos de entre uno y dos años	11
44142	Maicas	Bovinos	Otros bovinos de dos años o más	1
44143	Manzanera	Aves	Gallinas ponedoras	2
44143	Manzanera	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44143	Manzanera	Aves	Pollos de carne	1
44143	Manzanera	Bovinos	Otros bovinos de dos años o más	1
44143	Manzanera	Bovinos	Vacas	1
44143	Manzanera	Caprinos	Cabras madres y chivas de reposición	7
44143	Manzanera	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44143	Manzanera	Colmenas	Colmenas	1
44143	Manzanera	Conejas madres	Conejas madres	1
44143	Manzanera	Equinos	Equinos (caballos, mulas y asnos)	2
44143	Manzanera	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
44143	Manzanera	Ovinos	Ovejas madres y corderas para reposición	15
44143	Manzanera	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44143	Manzanera	Porcinos	Lechones de menos de 20 kg	1
44143	Manzanera	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44144	Martín del Río	Aves	Gallinas ponedoras	3
44144	Martín del Río	Aves	Pollos de carne	1
44144	Martín del Río	Colmenas	Colmenas	1
44144	Martín del Río	Conejas madres	Conejas madres	3
44144	Martín del Río	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44144	Martín del Río	Ovinos	Ovejas madres y corderas para reposición	5
44144	Martín del Río	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
44145	Mas de las Matas	Aves	Gallinas ponedoras	1
44145	Mas de las Matas	Aves	Pollos de carne	2
44145	Mas de las Matas	Bovinos	Bovinos de menos de un año	1
44145	Mas de las Matas	Caprinos	Cabras madres y chivas de reposición	1
44145	Mas de las Matas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44145	Mas de las Matas	Conejas madres	Conejas madres	3
44145	Mas de las Matas	Equinos	Equinos (caballos, mulas y asnos)	2
44145	Mas de las Matas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44145	Mas de las Matas	Ovinos	Ovejas madres y corderas para reposición	7
44145	Mas de las Matas	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	4
44145	Mas de las Matas	Porcinos	Lechones de menos de 20 kg	2
44145	Mas de las Matas	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
44146	Mata de los Olmos (La)	Aves	Gallinas ponedoras	2
44146	Mata de los Olmos (La)	Caprinos	Cabras madres y chivas de reposición	1
44146	Mata de los Olmos (La)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44146	Mata de los Olmos (La)	Colmenas	Colmenas	1
44146	Mata de los Olmos (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44146	Mata de los Olmos (La)	Ovinos	Ovejas madres y corderas para reposición	3
44146	Mata de los Olmos (La)	Porcinos	Lechones de menos de 20 kg	1
44146	Mata de los Olmos (La)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
44147	Mazaleón	Aves	Pollos de carne	1
44147	Mazaleón	Caprinos	Cabras madres y chivas de reposición	1
44147	Mazaleón	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44147	Mazaleón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44147	Mazaleón	Ovinos	Ovejas madres y corderas para reposición	3
44147	Mazaleón	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44147	Mazaleón	Porcinos	Lechones de menos de 20 kg	1
44147	Mazaleón	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44148	Mezquita de Jarque	Aves	Gallinas ponedoras	1
44148	Mezquita de Jarque	Aves	Pollos de carne	1
44148	Mezquita de Jarque	Caprinos	Cabras madres y chivas de reposición	1
44148	Mezquita de Jarque	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44148	Mezquita de Jarque	Colmenas	Colmenas	1
44148	Mezquita de Jarque	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44148	Mezquita de Jarque	Ovinos	Ovejas madres y corderas para reposición	4
44149	Mirambel	Aves	Gallinas ponedoras	2
44149	Mirambel	Aves	Pollos de carne	2
44149	Mirambel	Bovinos	Bovinos de entre uno y dos años	7
44149	Mirambel	Bovinos	Bovinos de menos de un año	7
44149	Mirambel	Bovinos	Otros bovinos de dos años o más	11
44149	Mirambel	Bovinos	Vacas	11
44149	Mirambel	Caprinos	Cabras madres y chivas de reposición	4
44149	Mirambel	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
44149	Mirambel	Conejas madres	Conejas madres	1
44149	Mirambel	Equinos	Equinos (caballos, mulas y asnos)	1
44149	Mirambel	Otros animales no de compañía	Otros animales no de compañía	1
44149	Mirambel	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44149	Mirambel	Ovinos	Ovejas madres y corderas para reposición	5
44149	Mirambel	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	10
44149	Mirambel	Porcinos	Lechones de menos de 20 kg	9
44149	Mirambel	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	11
