Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Temporalidad	Modalidad	Grupo de tipo de contrato	CCAA nombre
Octubre 2012	201210	Octubre	2012	Hombres	54	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	41	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	59	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	51	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	67	Temporal	Otros	Otros	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	1	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	18	Temporal	Otros	Otros	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	620	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	804	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	557	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	1589	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	11	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	10	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	9490	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	5614	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	8214	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	6564	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	1010	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	2966	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	22	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	13	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	89	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	46	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	8	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	39	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	24	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	13	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	16	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	64	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	28	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	75	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	62	Temporal	Otros	Otros	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	5	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	23	Temporal	Otros	Otros	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	631	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	731	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	591	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	1672	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	19	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	8	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	8718	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	4275	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	7982	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	5402	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	1202	Temporal	Interinidad	Interinidad	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	3167	Temporal	Interinidad	Interinidad	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	19	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	9	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	86	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	28	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	6	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	19	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	18	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	4	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	14	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	23	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	9	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	25	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	53	Temporal	Otros	Otros	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	34	Temporal	Otros	Otros	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	464	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	484	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	375	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	1045	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	6	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	6	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2012	201207	Julio	2012	Hombres	10041	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2012	201207	Julio	2012	Mujeres	6342	Temporal	Obra o servicio	Obra o servicio	Aragón
Julio 2012	201207	Julio	2012	Hombres	9157	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2012	201207	Julio	2012	Mujeres	7198	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Julio 2012	201207	Julio	2012	Hombres	1535	Temporal	Interinidad	Interinidad	Aragón
Julio 2012	201207	Julio	2012	Mujeres	3815	Temporal	Interinidad	Interinidad	Aragón
Julio 2012	201207	Julio	2012	Hombres	18	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2012	201207	Julio	2012	Mujeres	15	Temporal	Discapacitados	Temp. Minusv	Aragón
Julio 2012	201207	Julio	2012	Hombres	97	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2012	201207	Julio	2012	Hombres	32	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2012	201207	Julio	2012	Hombres	13	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Julio 2012	201207	Julio	2012	Mujeres	28	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Julio 2012	201207	Julio	2012	Mujeres	16	Temporal	Ligados a la jubilación	Relevo	Aragón
Julio 2012	201207	Julio	2012	Mujeres	8	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Julio 2012	201207	Julio	2012	Hombres	50	Temporal	Ligados a la formación	Formación	Aragón
Julio 2012	201207	Julio	2012	Hombres	60	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2012	201207	Julio	2012	Mujeres	25	Temporal	Ligados a la formación	Formación	Aragón
Julio 2012	201207	Julio	2012	Mujeres	43	Temporal	Ligados a la formación	Prácticas	Aragón
Julio 2012	201207	Julio	2012	Hombres	73	Temporal	Otros	Otros	Aragón
Julio 2012	201207	Julio	2012	Hombres	5	Temporal	Otros	Temp. Inserción	Aragón
Julio 2012	201207	Julio	2012	Mujeres	47	Temporal	Otros	Otros	Aragón
Julio 2012	201207	Julio	2012	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Julio 2012	201207	Julio	2012	Hombres	663	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2012	201207	Julio	2012	Hombres	764	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2012	201207	Julio	2012	Mujeres	560	Indefinido	Indefinido	Indef. Fomento	Aragón
Julio 2012	201207	Julio	2012	Mujeres	3756	Indefinido	Indefinido	Indef. Ordinario	Aragón
Julio 2012	201207	Julio	2012	Hombres	8	Indefinido	Discapacitados	Minusválidos	Aragón
Julio 2012	201207	Julio	2012	Mujeres	8	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2012	201206	Junio	2012	Hombres	10762	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2012	201206	Junio	2012	Mujeres	6817	Temporal	Obra o servicio	Obra o servicio	Aragón
Junio 2012	201206	Junio	2012	Hombres	8266	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2012	201206	Junio	2012	Mujeres	6658	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Junio 2012	201206	Junio	2012	Hombres	1061	Temporal	Interinidad	Interinidad	Aragón
Junio 2012	201206	Junio	2012	Mujeres	3248	Temporal	Interinidad	Interinidad	Aragón
Junio 2012	201206	Junio	2012	Hombres	27	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2012	201206	Junio	2012	Mujeres	18	Temporal	Discapacitados	Temp. Minusv	Aragón
Junio 2012	201206	Junio	2012	Hombres	87	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2012	201206	Junio	2012	Hombres	49	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2012	201206	Junio	2012	Hombres	12	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Junio 2012	201206	Junio	2012	Mujeres	27	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Junio 2012	201206	Junio	2012	Mujeres	30	Temporal	Ligados a la jubilación	Relevo	Aragón
Junio 2012	201206	Junio	2012	Mujeres	6	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Junio 2012	201206	Junio	2012	Hombres	61	Temporal	Ligados a la formación	Formación	Aragón
Junio 2012	201206	Junio	2012	Hombres	57	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2012	201206	Junio	2012	Mujeres	33	Temporal	Ligados a la formación	Formación	Aragón
Junio 2012	201206	Junio	2012	Mujeres	31	Temporal	Ligados a la formación	Prácticas	Aragón
Junio 2012	201206	Junio	2012	Hombres	39	Temporal	Otros	Otros	Aragón
Junio 2012	201206	Junio	2012	Hombres	2	Temporal	Otros	Temp. Inserción	Aragón
Junio 2012	201206	Junio	2012	Mujeres	31	Temporal	Otros	Otros	Aragón
Junio 2012	201206	Junio	2012	Mujeres	4	Temporal	Otros	Temp. Inserción	Aragón
Junio 2012	201206	Junio	2012	Hombres	803	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2012	201206	Junio	2012	Hombres	732	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2012	201206	Junio	2012	Mujeres	635	Indefinido	Indefinido	Indef. Fomento	Aragón
Junio 2012	201206	Junio	2012	Mujeres	2919	Indefinido	Indefinido	Indef. Ordinario	Aragón
Junio 2012	201206	Junio	2012	Hombres	14	Indefinido	Discapacitados	Minusválidos	Aragón
Junio 2012	201206	Junio	2012	Mujeres	3	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	12815	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	6282	Temporal	Obra o servicio	Obra o servicio	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	7684	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	5537	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	831	Temporal	Interinidad	Interinidad	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	3363	Temporal	Interinidad	Interinidad	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	27	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	25	Temporal	Discapacitados	Temp. Minusv	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	89	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	42	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	11	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	15	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	24	Temporal	Ligados a la jubilación	Relevo	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	8	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	110	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	23	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	37	Temporal	Ligados a la formación	Formación	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	36	Temporal	Ligados a la formación	Prácticas	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	25	Temporal	Otros	Otros	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	4	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	16	Temporal	Otros	Otros	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	1	Temporal	Otros	Temp. Inserción	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	838	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	859	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	664	Indefinido	Indefinido	Indef. Fomento	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	1583	Indefinido	Indefinido	Indef. Ordinario	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	18	Indefinido	Discapacitados	Minusválidos	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	12	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2012	201204	Abril	2012	Hombres	5847	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2012	201204	Abril	2012	Mujeres	3068	Temporal	Obra o servicio	Obra o servicio	Aragón
Abril 2012	201204	Abril	2012	Hombres	5782	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2012	201204	Abril	2012	Mujeres	4684	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Abril 2012	201204	Abril	2012	Hombres	745	Temporal	Interinidad	Interinidad	Aragón
Abril 2012	201204	Abril	2012	Mujeres	2540	Temporal	Interinidad	Interinidad	Aragón
Abril 2012	201204	Abril	2012	Hombres	19	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2012	201204	Abril	2012	Mujeres	9	Temporal	Discapacitados	Temp. Minusv	Aragón
Abril 2012	201204	Abril	2012	Hombres	83	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2012	201204	Abril	2012	Hombres	44	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2012	201204	Abril	2012	Hombres	6	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Abril 2012	201204	Abril	2012	Mujeres	17	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Abril 2012	201204	Abril	2012	Mujeres	20	Temporal	Ligados a la jubilación	Relevo	Aragón
Abril 2012	201204	Abril	2012	Mujeres	6	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Abril 2012	201204	Abril	2012	Hombres	36	Temporal	Ligados a la formación	Formación	Aragón
Abril 2012	201204	Abril	2012	Hombres	41	Temporal	Ligados a la formación	Prácticas	Aragón
Abril 2012	201204	Abril	2012	Mujeres	17	Temporal	Ligados a la formación	Formación	Aragón
Abril 2012	201204	Abril	2012	Mujeres	31	Temporal	Ligados a la formación	Prácticas	Aragón
Abril 2012	201204	Abril	2012	Hombres	24	Temporal	Otros	Otros	Aragón
Abril 2012	201204	Abril	2012	Hombres	2	Temporal	Otros	Temp. Inserción	Aragón
Abril 2012	201204	Abril	2012	Mujeres	16	Temporal	Otros	Otros	Aragón
Abril 2012	201204	Abril	2012	Mujeres	2	Temporal	Otros	Temp. Inserción	Aragón
Abril 2012	201204	Abril	2012	Hombres	657	Indefinido	Indefinido	Indef. Fomento	Aragón
Abril 2012	201204	Abril	2012	Hombres	812	Indefinido	Indefinido	Indef. Ordinario	Aragón
Abril 2012	201204	Abril	2012	Mujeres	693	Indefinido	Indefinido	Indef. Fomento	Aragón
Abril 2012	201204	Abril	2012	Mujeres	1377	Indefinido	Indefinido	Indef. Ordinario	Aragón
Abril 2012	201204	Abril	2012	Hombres	18	Indefinido	Discapacitados	Minusválidos	Aragón
Abril 2012	201204	Abril	2012	Mujeres	6	Indefinido	Discapacitados	Minusválidos	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	5772	Temporal	Obra o servicio	Obra o servicio	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	3276	Temporal	Obra o servicio	Obra o servicio	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	5984	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	4869	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	772	Temporal	Interinidad	Interinidad	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	2808	Temporal	Interinidad	Interinidad	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	24	Temporal	Discapacitados	Temp. Minusv	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	23	Temporal	Discapacitados	Temp. Minusv	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	114	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	61	Temporal	Ligados a la jubilación	Relevo	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	8	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	24	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	36	Temporal	Ligados a la jubilación	Relevo	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	8	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	51	Temporal	Ligados a la formación	Formación	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	50	Temporal	Ligados a la formación	Prácticas	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	39	Temporal	Ligados a la formación	Formación	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	57	Temporal	Ligados a la formación	Prácticas	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	20	Temporal	Otros	Otros	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	2	Temporal	Otros	Temp. Inserción	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	18	Temporal	Otros	Otros	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	3	Temporal	Otros	Temp. Inserción	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	856	Indefinido	Indefinido	Indef. Fomento	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	755	Indefinido	Indefinido	Indef. Ordinario	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	877	Indefinido	Indefinido	Indef. Fomento	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	1299	Indefinido	Indefinido	Indef. Ordinario	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	14	Indefinido	Discapacitados	Minusválidos	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	13	Indefinido	Discapacitados	Minusválidos	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	5453	Temporal	Obra o servicio	Obra o servicio	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	3414	Temporal	Obra o servicio	Obra o servicio	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	6018	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	4665	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	803	Temporal	Interinidad	Interinidad	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	2839	Temporal	Interinidad	Interinidad	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	23	Temporal	Discapacitados	Temp. Minusv	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	11	Temporal	Discapacitados	Temp. Minusv	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	105	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	43	Temporal	Ligados a la jubilación	Relevo	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	18	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	24	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	23	Temporal	Ligados a la jubilación	Relevo	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	6	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	22	Temporal	Ligados a la formación	Formación	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	30	Temporal	Ligados a la formación	Prácticas	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	11	Temporal	Ligados a la formación	Formación	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	44	Temporal	Ligados a la formación	Prácticas	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	38	Temporal	Otros	Otros	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	2	Temporal	Otros	Temp. Inserción	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	21	Temporal	Otros	Otros	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	544	Indefinido	Indefinido	Indef. Fomento	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	641	Indefinido	Indefinido	Indef. Ordinario	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	346	Indefinido	Indefinido	Indef. Fomento	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	1236	Indefinido	Indefinido	Indef. Ordinario	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	22	Indefinido	Discapacitados	Minusválidos	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	10	Indefinido	Discapacitados	Minusválidos	Aragón
Enero 2012	201201	Enero	2012	Hombres	5453	Temporal	Obra o servicio	Obra o servicio	Aragón
Enero 2012	201201	Enero	2012	Mujeres	3554	Temporal	Obra o servicio	Obra o servicio	Aragón
Enero 2012	201201	Enero	2012	Hombres	6313	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Enero 2012	201201	Enero	2012	Mujeres	4849	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Enero 2012	201201	Enero	2012	Hombres	792	Temporal	Interinidad	Interinidad	Aragón
Enero 2012	201201	Enero	2012	Mujeres	2715	Temporal	Interinidad	Interinidad	Aragón
Enero 2012	201201	Enero	2012	Hombres	12	Temporal	Discapacitados	Temp. Minusv	Aragón
Enero 2012	201201	Enero	2012	Mujeres	5	Temporal	Discapacitados	Temp. Minusv	Aragón
Enero 2012	201201	Enero	2012	Hombres	200	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Enero 2012	201201	Enero	2012	Hombres	56	Temporal	Ligados a la jubilación	Relevo	Aragón
Enero 2012	201201	Enero	2012	Hombres	13	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Enero 2012	201201	Enero	2012	Mujeres	35	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Enero 2012	201201	Enero	2012	Mujeres	19	Temporal	Ligados a la jubilación	Relevo	Aragón
Enero 2012	201201	Enero	2012	Mujeres	9	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Enero 2012	201201	Enero	2012	Hombres	11	Temporal	Ligados a la formación	Formación	Aragón
Enero 2012	201201	Enero	2012	Hombres	47	Temporal	Ligados a la formación	Prácticas	Aragón
Enero 2012	201201	Enero	2012	Mujeres	10	Temporal	Ligados a la formación	Formación	Aragón
Enero 2012	201201	Enero	2012	Mujeres	40	Temporal	Ligados a la formación	Prácticas	Aragón
Enero 2012	201201	Enero	2012	Hombres	47	Temporal	Otros	Otros	Aragón
Enero 2012	201201	Enero	2012	Hombres	1	Temporal	Otros	Temp. Inserción	Aragón
Enero 2012	201201	Enero	2012	Mujeres	29	Temporal	Otros	Otros	Aragón
Enero 2012	201201	Enero	2012	Mujeres	8	Temporal	Otros	Temp. Inserción	Aragón
Enero 2012	201201	Enero	2012	Hombres	479	Indefinido	Indefinido	Indef. Fomento	Aragón
Enero 2012	201201	Enero	2012	Hombres	808	Indefinido	Indefinido	Indef. Ordinario	Aragón
Enero 2012	201201	Enero	2012	Mujeres	362	Indefinido	Indefinido	Indef. Fomento	Aragón
Enero 2012	201201	Enero	2012	Mujeres	569	Indefinido	Indefinido	Indef. Ordinario	Aragón
Enero 2012	201201	Enero	2012	Hombres	19	Indefinido	Discapacitados	Minusválidos	Aragón
Enero 2012	201201	Enero	2012	Mujeres	10	Indefinido	Discapacitados	Minusválidos	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	5128	Temporal	Obra o servicio	Obra o servicio	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	2911	Temporal	Obra o servicio	Obra o servicio	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	5565	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	4991	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	880	Temporal	Interinidad	Interinidad	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	3262	Temporal	Interinidad	Interinidad	Aragón
