Municipio código	Municipio nombre	Explotaciones	Cursos jefe explotación
44172	Oliete	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44172	Oliete	88	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44173	Olmos (Los)	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44173	Olmos (Los)	42	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44174	Orihuela del Tremedal	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44175	Orrios	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44175	Orrios	36	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44176	Palomar de Arroyos	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44176	Palomar de Arroyos	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44177	Pancrudo	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44177	Pancrudo	42	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44178	Parras de Castellote (Las)	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44178	Parras de Castellote (Las)	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44179	Peñarroya de Tastavins	25	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44179	Peñarroya de Tastavins	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44180	Peracense	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44181	Peralejos	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44181	Peralejos	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44182	Perales del Alfambra	18	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44182	Perales del Alfambra	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44183	Pitarque	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44184	Plou	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44184	Plou	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44185	Pobo (El)	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44185	Pobo (El)	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44187	Portellada (La)	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44187	Portellada (La)	50	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44189	Pozondón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44189	Pozondón	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44190	Pozuel del Campo	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44190	Pozuel del Campo	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44191	Puebla de Híjar (La)	23	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44191	Puebla de Híjar (La)	63	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44192	Puebla de Valverde (La)	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44192	Puebla de Valverde (La)	61	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44193	Puertomingalvo	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44194	Ráfales	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44194	Ráfales	46	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44195	Rillo	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44195	Rillo	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44196	Riodeva	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44196	Riodeva	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44197	Ródenas	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44197	Ródenas	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44198	Royuela	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44198	Royuela	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44199	Rubiales	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44199	Rubiales	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44200	Rubielos de la Cérida	24	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44201	Rubielos de Mora	27	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44203	Salcedillo	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44203	Salcedillo	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44204	Saldón	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44205	Samper de Calanda	30	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44205	Samper de Calanda	72	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44206	San Agustín	38	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44207	San Martín del Río	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44207	San Martín del Río	78	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44208	Santa Cruz de Nogueras	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44209	Santa Eulalia	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44209	Santa Eulalia	94	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44210	Sarrión	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44210	Sarrión	120	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44211	Segura de los Baños	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44211	Segura de los Baños	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44212	Seno	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44212	Seno	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44213	Singra	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44213	Singra	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44215	Terriente	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44215	Terriente	23	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44216	Teruel	36	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44216	Teruel	237	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44217	Toril y Masegoso	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44217	Toril y Masegoso	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44219	Tornos	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44219	Tornos	55	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44220	Torralba de los Sisones	14	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44220	Torralba de los Sisones	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44221	Torrecilla de Alcañiz	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44221	Torrecilla de Alcañiz	56	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44222	Torrecilla del Rebollar	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44222	Torrecilla del Rebollar	24	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44223	Torre de Arcas	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44223	Torre de Arcas	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44224	Torre de las Arcas	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44224	Torre de las Arcas	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44225	Torre del Compte	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44225	Torre del Compte	31	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44226	Torrelacárcel	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44226	Torrelacárcel	44	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44227	Torre los Negros	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44227	Torre los Negros	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44228	Torremocha de Jiloca	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44228	Torremocha de Jiloca	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44229	Torres de Albarracín	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44229	Torres de Albarracín	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44230	Torrevelilla	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44230	Torrevelilla	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44231	Torrijas	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44232	Torrijo del Campo	17	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44232	Torrijo del Campo	62	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44234	Tramacastiel	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44234	Tramacastiel	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44235	Tramacastilla	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44235	Tramacastilla	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44236	Tronchón	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44236	Tronchón	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44237	Urrea de Gaén	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44237	Urrea de Gaén	72	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44238	Utrillas	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44238	Utrillas	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44239	Valacloche	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44240	Valbona	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44240	Valbona	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44241	Valdealgorfa	13	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44241	Valdealgorfa	118	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44243	Valdecuenca	4	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44244	Valdelinares	11	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44245	Valdeltormo	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44245	Valdeltormo	27	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44246	Valderrobres	43	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44246	Valderrobres	201	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44247	Valjunquera	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44247	Valjunquera	94	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44249	Vallecillo (El)	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44250	Veguillas de la Sierra	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44251	Villafranca del Campo	28	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44251	Villafranca del Campo	34	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44252	Villahermosa del Campo	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44252	Villahermosa del Campo	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44256	Villanueva del Rebollar de la Sierra	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44256	Villanueva del Rebollar de la Sierra	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44257	Villar del Cobo	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44257	Villar del Cobo	30	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44258	Villar del Salz	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44260	Villarluengo	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44260	Villarluengo	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44261	Villarquemado	22	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44261	Villarquemado	107	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44262	Villarroya de los Pinares	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44262	Villarroya de los Pinares	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44263	Villastar	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44263	Villastar	28	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44264	Villel	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44264	Villel	31	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44265	Vinaceite	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44265	Vinaceite	35	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44266	Visiedo	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44266	Visiedo	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44267	Vivel del Río Martín	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
44267	Vivel del Río Martín	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
44268	Zoma (La)	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50001	Abanto	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50001	Abanto	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50002	Acered	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50002	Acered	73	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50003	Agón	8	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50003	Agón	29	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50004	Aguarón	11	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50004	Aguarón	207	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50005	Aguilón	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50005	Aguilón	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50006	Ainzón	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50006	Ainzón	135	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50007	Aladrén	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50007	Aladrén	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50008	Alagón	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50008	Alagón	147	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50009	Alarba	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50009	Alarba	37	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50010	Alberite de San Juan	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50010	Alberite de San Juan	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50011	Albeta	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50012	Alborge	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50012	Alborge	5	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50013	Alcalá de Ebro	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50013	Alcalá de Ebro	38	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50014	Alcalá de Moncayo	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50014	Alcalá de Moncayo	40	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50015	Alconchel de Ariza	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50015	Alconchel de Ariza	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50016	Aldehuela de Liestos	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50016	Aldehuela de Liestos	17	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50017	Alfajarín	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50017	Alfajarín	104	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50018	Alfamén	22	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50018	Alfamén	275	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50019	Alforque	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50019	Alforque	6	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50020	Alhama de Aragón	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50020	Alhama de Aragón	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50021	Almochuel	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50021	Almochuel	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50022	Almolda (La)	16	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50022	Almolda (La)	129	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50023	Almonacid de la Cuba	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50023	Almonacid de la Cuba	69	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50024	Almonacid de la Sierra	26	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50024	Almonacid de la Sierra	188	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50025	Almunia de Doña Godina (La)	57	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50025	Almunia de Doña Godina (La)	321	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50026	Alpartir	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50026	Alpartir	155	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50027	Ambel	23	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50027	Ambel	94	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50028	Anento	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50028	Anento	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50029	Aniñón	12	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50029	Aniñón	173	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50030	Añón de Moncayo	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50030	Añón de Moncayo	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50031	Aranda de Moncayo	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50031	Aranda de Moncayo	41	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50032	Arándiga	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50032	Arándiga	84	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50033	Ardisa	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50033	Ardisa	13	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50034	Ariza	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50034	Ariza	57	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50035	Artieda	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50035	Artieda	7	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50036	Asín	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50037	Atea	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50037	Atea	74	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50038	Ateca	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50038	Ateca	106	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50039	Azuara	18	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50039	Azuara	110	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50040	Badules	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50040	Badules	22	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50041	Bagüés	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50041	Bagüés	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50042	Balconchán	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50042	Balconchán	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50043	Bárboles	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50043	Bárboles	39	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50044	Bardallur	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50044	Bardallur	58	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50045	Belchite	43	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50045	Belchite	321	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50046	Belmonte de Gracián	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50046	Belmonte de Gracián	52	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50047	Berdejo	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50047	Berdejo	2	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50048	Berrueco	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50048	Berrueco	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50050	Bijuesca	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50050	Bijuesca	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50051	Biota	29	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50051	Biota	169	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50052	Bisimbre	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50052	Bisimbre	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50053	Boquiñeni	14	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50053	Boquiñeni	67	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50054	Bordalba	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50054	Bordalba	15	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50055	Borja	30	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50055	Borja	286	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50056	Botorrita	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50056	Botorrita	21	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50057	Brea de Aragón	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50057	Brea de Aragón	38	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50058	Bubierca	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50058	Bubierca	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50059	Bujaraloz	26	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50059	Bujaraloz	140	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50060	Bulbuente	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50060	Bulbuente	70	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50061	Bureta	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50061	Bureta	49	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50062	Burgo de Ebro (El)	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50062	Burgo de Ebro (El)	48	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50063	Buste (El)	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50064	Cabañas de Ebro	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50064	Cabañas de Ebro	34	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50065	Cabolafuente	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50065	Cabolafuente	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50066	Cadrete	20	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50067	Calatayud	18	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50067	Calatayud	186	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50068	Calatorao	15	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50068	Calatorao	203	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50069	Calcena	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50070	Calmarza	2	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50070	Calmarza	14	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50071	Campillo de Aragón	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50071	Campillo de Aragón	46	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50072	Carenas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50072	Carenas	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50073	Cariñena	51	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50073	Cariñena	382	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50074	Caspe	99	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50074	Caspe	541	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50075	Castejón de Alarba	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50075	Castejón de Alarba	38	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50076	Castejón de las Armas	18	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50077	Castejón de Valdejasa	10	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50077	Castejón de Valdejasa	65	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50078	Castiliscar	20	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50078	Castiliscar	60	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50079	Cervera de la Cañada	6	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50079	Cervera de la Cañada	85	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50080	Cerveruela	3	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50081	Cetina	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50081	Cetina	55	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50082	Cimballa	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50082	Cimballa	16	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50083	Cinco Olivas	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50083	Cinco Olivas	12	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50084	Clarés de Ribota	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50084	Clarés de Ribota	19	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50085	Codo	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50085	Codo	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50086	Codos	4	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50086	Codos	54	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50087	Contamina	8	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50088	Cosuenda	9	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50088	Cosuenda	127	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50089	Cuarte de Huerva	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50089	Cuarte de Huerva	9	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50090	Cubel	33	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50090	Cubel	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50091	Cuerlas (Las)	7	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50091	Cuerlas (Las)	25	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50092	Chiprana	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50092	Chiprana	32	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50093	Chodes	3	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50093	Chodes	26	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50094	Daroca	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50094	Daroca	85	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50095	Ejea de los Caballeros	168	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50095	Ejea de los Caballeros	870	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50096	Embid de Ariza	1	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50096	Embid de Ariza	10	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50098	Encinacorba	5	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50098	Encinacorba	59	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
50099	Épila	55	El jefe de explotación ha realizado algún curso en los últimos 12 meses
50099	Épila	289	El jefe de explotación no ha realizado algún curso en los últimos 12 meses
