Municipio código	Municipio nombre	Tipo nacionalidad	Continente nacionalidad	Area nacionalidad, código	Area nacionalidad, nombre	Personas
44086	Cretas	Nacionalidad española	Europa	01	UE-15	630
44086	Cretas	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44087	Crivillén	Nacionalidad española	Europa	01	UE-15	120
44087	Crivillén	Nacionalidad extranjera	África	03	Magreb	2
44088	Cuba (La)	Nacionalidad española	Europa	01	UE-15	53
44088	Cuba (La)	Nacionalidad extranjera	Europa	01	UE-15	3
44088	Cuba (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44089	Cubla	Nacionalidad española	Europa	01	UE-15	44
44090	Cucalón	Nacionalidad española	Europa	01	UE-15	80
44092	Cuervo (El)	Nacionalidad española	Europa	01	UE-15	114
44092	Cuervo (El)	Nacionalidad extranjera	Europa	01	UE-15	1
44093	Cuevas de Almudén	Nacionalidad española	Europa	01	UE-15	103
44093	Cuevas de Almudén	Nacionalidad extranjera	América	06	Resto de América	1
44094	Cuevas Labradas	Nacionalidad española	Europa	01	UE-15	153
44096	Ejulve	Nacionalidad española	Europa	01	UE-15	219
44096	Ejulve	Nacionalidad extranjera	Europa	01	UE-15	1
44097	Escorihuela	Nacionalidad española	Europa	01	UE-15	210
44099	Escucha	Nacionalidad española	Europa	01	UE-15	1039
44099	Escucha	Nacionalidad extranjera	Europa	01	UE-15	1
44099	Escucha	Nacionalidad extranjera	Europa	02	Resto de Europa	8
44099	Escucha	Nacionalidad extranjera	África	03	Magreb	4
44099	Escucha	Nacionalidad extranjera	América	06	Resto de América	8
44099	Escucha	Nacionalidad extranjera	Asia	07	Asia	30
44100	Estercuel	Nacionalidad española	Europa	01	UE-15	301
44100	Estercuel	Nacionalidad extranjera	África	03	Magreb	5
44100	Estercuel	Nacionalidad extranjera	América	06	Resto de América	8
44101	Ferreruela de Huerva	Nacionalidad española	Europa	01	UE-15	80
44102	Fonfría	Nacionalidad española	Europa	01	UE-15	31
44103	Formiche Alto	Nacionalidad española	Europa	01	UE-15	175
44103	Formiche Alto	Nacionalidad extranjera	Europa	01	UE-15	1
44103	Formiche Alto	Nacionalidad extranjera	Europa	02	Resto de Europa	25
44103	Formiche Alto	Nacionalidad extranjera	África	03	Magreb	1
44103	Formiche Alto	Nacionalidad extranjera	América	06	Resto de América	2
44105	Fórnoles	Nacionalidad española	Europa	01	UE-15	94
44106	Fortanete	Nacionalidad española	Europa	01	UE-15	180
44107	Foz-Calanda	Nacionalidad española	Europa	01	UE-15	249
44107	Foz-Calanda	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44107	Foz-Calanda	Nacionalidad extranjera	América	06	Resto de América	7
44108	Fresneda (La)	Nacionalidad española	Europa	01	UE-15	413
44108	Fresneda (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	5
44108	Fresneda (La)	Nacionalidad extranjera	América	06	Resto de América	1
44109	Frías de Albarracín	Nacionalidad española	Europa	01	UE-15	154
44110	Fuenferrada	Nacionalidad española	Europa	01	UE-15	48
44111	Fuentes Calientes	Nacionalidad española	Europa	01	UE-15	125
44112	Fuentes Claras	Nacionalidad española	Europa	01	UE-15	618
44112	Fuentes Claras	Nacionalidad extranjera	Europa	01	UE-15	1
44112	Fuentes Claras	Nacionalidad extranjera	África	03	Magreb	6
44113	Fuentes de Rubielos	Nacionalidad española	Europa	01	UE-15	75
44113	Fuentes de Rubielos	Nacionalidad extranjera	Europa	01	UE-15	8
44113	Fuentes de Rubielos	Nacionalidad extranjera	Europa	02	Resto de Europa	5
44113	Fuentes de Rubielos	Nacionalidad extranjera	África	03	Magreb	9
44113	Fuentes de Rubielos	Nacionalidad extranjera	América	06	Resto de América	1
44114	Fuentespalda	Nacionalidad española	Europa	01	UE-15	348
44114	Fuentespalda	Nacionalidad extranjera	Europa	01	UE-15	1
44114	Fuentespalda	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44114	Fuentespalda	Nacionalidad extranjera	América	06	Resto de América	3
44114	Fuentespalda	Nacionalidad extranjera	Oceanía	08	Oceanía	1
44115	Galve	Nacionalidad española	Europa	01	UE-15	141
44116	Gargallo	Nacionalidad española	Europa	01	UE-15	124
44116	Gargallo	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44116	Gargallo	Nacionalidad extranjera	América	06	Resto de América	1
44117	Gea de Albarracín	Nacionalidad española	Europa	01	UE-15	421
44117	Gea de Albarracín	Nacionalidad extranjera	Europa	01	UE-15	5
44117	Gea de Albarracín	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44117	Gea de Albarracín	Nacionalidad extranjera	África	03	Magreb	1
44117	Gea de Albarracín	Nacionalidad extranjera	América	06	Resto de América	2
44118	Ginebrosa (La)	Nacionalidad española	Europa	01	UE-15	238
44119	Griegos	Nacionalidad española	Europa	01	UE-15	136
44120	Guadalaviar	Nacionalidad española	Europa	01	UE-15	275
44121	Gúdar	Nacionalidad española	Europa	01	UE-15	69
44121	Gúdar	Nacionalidad extranjera	América	06	Resto de América	6
44122	Híjar	Nacionalidad española	Europa	01	UE-15	1883
44122	Híjar	Nacionalidad extranjera	Europa	01	UE-15	4
44122	Híjar	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44122	Híjar	Nacionalidad extranjera	África	03	Magreb	31
44122	Híjar	Nacionalidad extranjera	África	04	Resto de África	1
44122	Híjar	Nacionalidad extranjera	América	06	Resto de América	7
44123	Hinojosa de Jarque	Nacionalidad española	Europa	01	UE-15	170
44124	Hoz de la Vieja (La)	Nacionalidad española	Europa	01	UE-15	123
44125	Huesa del Común	Nacionalidad española	Europa	01	UE-15	132
44125	Huesa del Común	Nacionalidad extranjera	África	03	Magreb	3
44125	Huesa del Común	Nacionalidad extranjera	Asia	07	Asia	1
44126	Iglesuela del Cid (La)	Nacionalidad española	Europa	01	UE-15	467
44126	Iglesuela del Cid (La)	Nacionalidad extranjera	África	03	Magreb	13
44126	Iglesuela del Cid (La)	Nacionalidad extranjera	América	06	Resto de América	1
44126	Iglesuela del Cid (La)	Nacionalidad extranjera	Asia	07	Asia	8
44127	Jabaloyas	Nacionalidad española	Europa	01	UE-15	84
44128	Jarque de la Val	Nacionalidad española	Europa	01	UE-15	91
44128	Jarque de la Val	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44129	Jatiel	Nacionalidad española	Europa	01	UE-15	54
44130	Jorcas	Nacionalidad española	Europa	01	UE-15	45
44131	Josa	Nacionalidad española	Europa	01	UE-15	30
44132	Lagueruela	Nacionalidad española	Europa	01	UE-15	64
44133	Lanzuela	Nacionalidad española	Europa	01	UE-15	28
44135	Libros	Nacionalidad española	Europa	01	UE-15	157
44136	Lidón	Nacionalidad española	Europa	01	UE-15	75
44137	Linares de Mora	Nacionalidad española	Europa	01	UE-15	292
44137	Linares de Mora	Nacionalidad extranjera	Europa	02	Resto de Europa	11
44138	Loscos	Nacionalidad española	Europa	01	UE-15	188
44141	Lledó	Nacionalidad española	Europa	01	UE-15	200
44141	Lledó	Nacionalidad extranjera	Europa	02	Resto de Europa	9
44142	Maicas	Nacionalidad española	Europa	01	UE-15	42
44143	Manzanera	Nacionalidad española	Europa	01	UE-15	454
44143	Manzanera	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44143	Manzanera	Nacionalidad extranjera	África	03	Magreb	2
44143	Manzanera	Nacionalidad extranjera	América	06	Resto de América	4
44144	Martín del Río	Nacionalidad española	Europa	01	UE-15	468
44144	Martín del Río	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44144	Martín del Río	Nacionalidad extranjera	África	03	Magreb	4
44144	Martín del Río	Nacionalidad extranjera	América	06	Resto de América	3
44145	Mas de las Matas	Nacionalidad española	Europa	01	UE-15	1396
44145	Mas de las Matas	Nacionalidad extranjera	Europa	01	UE-15	4
44145	Mas de las Matas	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44145	Mas de las Matas	Nacionalidad extranjera	África	03	Magreb	20
44145	Mas de las Matas	Nacionalidad extranjera	América	06	Resto de América	8
44146	Mata de los Olmos (La)	Nacionalidad española	Europa	01	UE-15	250
44146	Mata de los Olmos (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	9
44146	Mata de los Olmos (La)	Nacionalidad extranjera	África	03	Magreb	6
44146	Mata de los Olmos (La)	Nacionalidad extranjera	África	04	Resto de África	2
44146	Mata de los Olmos (La)	Nacionalidad extranjera	América	06	Resto de América	6
44147	Mazaleón	Nacionalidad española	Europa	01	UE-15	573
44147	Mazaleón	Nacionalidad extranjera	Europa	01	UE-15	2
44147	Mazaleón	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44147	Mazaleón	Nacionalidad extranjera	África	03	Magreb	11
44147	Mazaleón	Nacionalidad extranjera	América	06	Resto de América	14
44148	Mezquita de Jarque	Nacionalidad española	Europa	01	UE-15	135
44149	Mirambel	Nacionalidad española	Europa	01	UE-15	144
44149	Mirambel	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44150	Miravete de la Sierra	Nacionalidad española	Europa	01	UE-15	42
44151	Molinos	Nacionalidad española	Europa	01	UE-15	290
44151	Molinos	Nacionalidad extranjera	Europa	01	UE-15	6
44151	Molinos	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44151	Molinos	Nacionalidad extranjera	África	03	Magreb	1
44152	Monforte de Moyuela	Nacionalidad española	Europa	01	UE-15	77
44153	Monreal del Campo	Nacionalidad española	Europa	01	UE-15	2227
44153	Monreal del Campo	Nacionalidad extranjera	Europa	01	UE-15	2
44153	Monreal del Campo	Nacionalidad extranjera	Europa	02	Resto de Europa	58
44153	Monreal del Campo	Nacionalidad extranjera	África	03	Magreb	24
44153	Monreal del Campo	Nacionalidad extranjera	América	06	Resto de América	32
44154	Monroyo	Nacionalidad española	Europa	01	UE-15	360
44154	Monroyo	Nacionalidad extranjera	Europa	01	UE-15	1
44154	Monroyo	Nacionalidad extranjera	África	04	Resto de África	1
44155	Montalbán	Nacionalidad española	Europa	01	UE-15	1510
44155	Montalbán	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44155	Montalbán	Nacionalidad extranjera	África	03	Magreb	7
44155	Montalbán	Nacionalidad extranjera	América	06	Resto de América	15
44155	Montalbán	Nacionalidad extranjera	Asia	07	Asia	4
44156	Monteagudo del Castillo	Nacionalidad española	Europa	01	UE-15	67
44157	Monterde de Albarracín	Nacionalidad española	Europa	01	UE-15	72
44157	Monterde de Albarracín	Nacionalidad extranjera	Asia	07	Asia	1
44158	Mora de Rubielos	Nacionalidad española	Europa	01	UE-15	1339
44158	Mora de Rubielos	Nacionalidad extranjera	Europa	01	UE-15	1
44158	Mora de Rubielos	Nacionalidad extranjera	África	03	Magreb	4
44158	Mora de Rubielos	Nacionalidad extranjera	América	06	Resto de América	15
44159	Moscardón	Nacionalidad española	Europa	01	UE-15	53
44159	Moscardón	Nacionalidad extranjera	Europa	01	UE-15	1
44159	Moscardón	Nacionalidad extranjera	África	03	Magreb	1
44160	Mosqueruela	Nacionalidad española	Europa	01	UE-15	657
44160	Mosqueruela	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44160	Mosqueruela	Nacionalidad extranjera	África	03	Magreb	14
44160	Mosqueruela	Nacionalidad extranjera	Asia	07	Asia	39
44161	Muniesa	Nacionalidad española	Europa	01	UE-15	662
44161	Muniesa	Nacionalidad extranjera	Europa	01	UE-15	1
44161	Muniesa	Nacionalidad extranjera	África	03	Magreb	20
44161	Muniesa	Nacionalidad extranjera	América	06	Resto de América	1
44163	Noguera de Albarracín	Nacionalidad española	Europa	01	UE-15	165
44164	Nogueras	Nacionalidad española	Europa	01	UE-15	19
44165	Nogueruelas	Nacionalidad española	Europa	01	UE-15	210
44165	Nogueruelas	Nacionalidad extranjera	Europa	01	UE-15	1
44165	Nogueruelas	Nacionalidad extranjera	África	03	Magreb	5
44165	Nogueruelas	Nacionalidad extranjera	América	06	Resto de América	2
44167	Obón	Nacionalidad española	Europa	01	UE-15	76
44168	Odón	Nacionalidad española	Europa	01	UE-15	257
44168	Odón	Nacionalidad extranjera	Europa	01	UE-15	1
44168	Odón	Nacionalidad extranjera	África	03	Magreb	3
44169	Ojos Negros	Nacionalidad española	Europa	01	UE-15	536
44169	Ojos Negros	Nacionalidad extranjera	América	06	Resto de América	9
44171	Olba	Nacionalidad española	Europa	01	UE-15	208
44171	Olba	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44172	Oliete	Nacionalidad española	Europa	01	UE-15	453
44172	Oliete	Nacionalidad extranjera	África	03	Magreb	1
44173	Olmos (Los)	Nacionalidad española	Europa	01	UE-15	144
44174	Orihuela del Tremedal	Nacionalidad española	Europa	01	UE-15	576
44174	Orihuela del Tremedal	Nacionalidad extranjera	Europa	01	UE-15	5
44174	Orihuela del Tremedal	Nacionalidad extranjera	Europa	02	Resto de Europa	5
44174	Orihuela del Tremedal	Nacionalidad extranjera	África	03	Magreb	8
44174	Orihuela del Tremedal	Nacionalidad extranjera	América	06	Resto de América	10
44175	Orrios	Nacionalidad española	Europa	01	UE-15	186
44176	Palomar de Arroyos	Nacionalidad española	Europa	01	UE-15	239
44176	Palomar de Arroyos	Nacionalidad extranjera	África	03	Magreb	7
44177	Pancrudo	Nacionalidad española	Europa	01	UE-15	156
44177	Pancrudo	Nacionalidad extranjera	Europa	01	UE-15	1
44178	Parras de Castellote (Las)	Nacionalidad española	Europa	01	UE-15	79
44179	Peñarroya de Tastavins	Nacionalidad española	Europa	01	UE-15	503
44179	Peñarroya de Tastavins	Nacionalidad extranjera	Europa	02	Resto de Europa	21
44179	Peñarroya de Tastavins	Nacionalidad extranjera	África	03	Magreb	4
44179	Peñarroya de Tastavins	Nacionalidad extranjera	África	04	Resto de África	6
44179	Peñarroya de Tastavins	Nacionalidad extranjera	América	06	Resto de América	5
44180	Peracense	Nacionalidad española	Europa	01	UE-15	98
44181	Peralejos	Nacionalidad española	Europa	01	UE-15	81
44182	Perales del Alfambra	Nacionalidad española	Europa	01	UE-15	284
44182	Perales del Alfambra	Nacionalidad extranjera	Europa	02	Resto de Europa	5
44182	Perales del Alfambra	Nacionalidad extranjera	África	03	Magreb	1
44182	Perales del Alfambra	Nacionalidad extranjera	América	06	Resto de América	3
44183	Pitarque	Nacionalidad española	Europa	01	UE-15	104
44184	Plou	Nacionalidad española	Europa	01	UE-15	53
44185	Pobo (El)	Nacionalidad española	Europa	01	UE-15	129
44187	Portellada (La)	Nacionalidad española	Europa	01	UE-15	287
44187	Portellada (La)	Nacionalidad extranjera	Europa	01	UE-15	2
44187	Portellada (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	3
44189	Pozondón	Nacionalidad española	Europa	01	UE-15	80
44190	Pozuel del Campo	Nacionalidad española	Europa	01	UE-15	110
44190	Pozuel del Campo	Nacionalidad extranjera	Europa	02	Resto de Europa	2
44191	Puebla de Híjar (La)	Nacionalidad española	Europa	01	UE-15	1018
44191	Puebla de Híjar (La)	Nacionalidad extranjera	Europa	01	UE-15	1
44191	Puebla de Híjar (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44191	Puebla de Híjar (La)	Nacionalidad extranjera	África	03	Magreb	5
44191	Puebla de Híjar (La)	Nacionalidad extranjera	África	04	Resto de África	9
44191	Puebla de Híjar (La)	Nacionalidad extranjera	América	06	Resto de América	12
44192	Puebla de Valverde (La)	Nacionalidad española	Europa	01	UE-15	471
44192	Puebla de Valverde (La)	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44192	Puebla de Valverde (La)	Nacionalidad extranjera	África	03	Magreb	1
44192	Puebla de Valverde (La)	Nacionalidad extranjera	América	06	Resto de América	9
44193	Puertomingalvo	Nacionalidad española	Europa	01	UE-15	141
44193	Puertomingalvo	Nacionalidad extranjera	Europa	01	UE-15	4
44193	Puertomingalvo	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44193	Puertomingalvo	Nacionalidad extranjera	África	03	Magreb	4
44194	Ráfales	Nacionalidad española	Europa	01	UE-15	189
44194	Ráfales	Nacionalidad extranjera	América	06	Resto de América	10
44195	Rillo	Nacionalidad española	Europa	01	UE-15	137
44196	Riodeva	Nacionalidad española	Europa	01	UE-15	198
44196	Riodeva	Nacionalidad extranjera	África	03	Magreb	3
44197	Ródenas	Nacionalidad española	Europa	01	UE-15	82
44198	Royuela	Nacionalidad española	Europa	01	UE-15	230
44199	Rubiales	Nacionalidad española	Europa	01	UE-15	53
44200	Rubielos de la Cérida	Nacionalidad española	Europa	01	UE-15	59
44201	Rubielos de Mora	Nacionalidad española	Europa	01	UE-15	603
44201	Rubielos de Mora	Nacionalidad extranjera	Europa	01	UE-15	4
44201	Rubielos de Mora	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44201	Rubielos de Mora	Nacionalidad extranjera	África	03	Magreb	1
44203	Salcedillo	Nacionalidad española	Europa	01	UE-15	7
44204	Saldón	Nacionalidad española	Europa	01	UE-15	32
44205	Samper de Calanda	Nacionalidad española	Europa	01	UE-15	955
44205	Samper de Calanda	Nacionalidad extranjera	Europa	02	Resto de Europa	13
44205	Samper de Calanda	Nacionalidad extranjera	África	03	Magreb	1
44205	Samper de Calanda	Nacionalidad extranjera	América	06	Resto de América	2
44206	San Agustín	Nacionalidad española	Europa	01	UE-15	123
44206	San Agustín	Nacionalidad extranjera	América	06	Resto de América	4
44207	San Martín del Río	Nacionalidad española	Europa	01	UE-15	268
44207	San Martín del Río	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44208	Santa Cruz de Nogueras	Nacionalidad española	Europa	01	UE-15	29
44209	Santa Eulalia	Nacionalidad española	Europa	01	UE-15	1123
44209	Santa Eulalia	Nacionalidad extranjera	Europa	02	Resto de Europa	3
44209	Santa Eulalia	Nacionalidad extranjera	América	06	Resto de América	6
44210	Sarrión	Nacionalidad española	Europa	01	UE-15	983
44210	Sarrión	Nacionalidad extranjera	Europa	01	UE-15	4
44210	Sarrión	Nacionalidad extranjera	Europa	02	Resto de Europa	7
44210	Sarrión	Nacionalidad extranjera	África	03	Magreb	10
44210	Sarrión	Nacionalidad extranjera	América	06	Resto de América	13
44211	Segura de los Baños	Nacionalidad española	Europa	01	UE-15	40
44212	Seno	Nacionalidad española	Europa	01	UE-15	47
44213	Singra	Nacionalidad española	Europa	01	UE-15	85
44213	Singra	Nacionalidad extranjera	América	06	Resto de América	2
44215	Terriente	Nacionalidad española	Europa	01	UE-15	171
44216	Teruel	Nacionalidad española	Europa	01	UE-15	30517
44216	Teruel	Nacionalidad extranjera	Europa	01	UE-15	34
44216	Teruel	Nacionalidad extranjera	Europa	02	Resto de Europa	138
44216	Teruel	Nacionalidad extranjera	África	03	Magreb	77
44216	Teruel	Nacionalidad extranjera	África	04	Resto de África	5
44216	Teruel	Nacionalidad extranjera	América	06	Resto de América	337
44216	Teruel	Nacionalidad extranjera	Asia	07	Asia	49
44216	Teruel	Nacionalidad extranjera	Oceanía	08	Oceanía	1
44217	Toril y Masegoso	Nacionalidad española	Europa	01	UE-15	26
44218	Tormón	Nacionalidad española	Europa	01	UE-15	35
44219	Tornos	Nacionalidad española	Europa	01	UE-15	245
44220	Torralba de los Sisones	Nacionalidad española	Europa	01	UE-15	210
44220	Torralba de los Sisones	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44220	Torralba de los Sisones	Nacionalidad extranjera	África	03	Magreb	3
44220	Torralba de los Sisones	Nacionalidad extranjera	América	06	Resto de América	17
44221	Torrecilla de Alcañiz	Nacionalidad española	Europa	01	UE-15	437
44221	Torrecilla de Alcañiz	Nacionalidad extranjera	América	06	Resto de América	2
44222	Torrecilla del Rebollar	Nacionalidad española	Europa	01	UE-15	177
44223	Torre de Arcas	Nacionalidad española	Europa	01	UE-15	102
44224	Torre de las Arcas	Nacionalidad española	Europa	01	UE-15	37
44225	Torre del Compte	Nacionalidad española	Europa	01	UE-15	169
44225	Torre del Compte	Nacionalidad extranjera	Europa	01	UE-15	1
44225	Torre del Compte	Nacionalidad extranjera	África	03	Magreb	4
44226	Torrelacárcel	Nacionalidad española	Europa	01	UE-15	260
44226	Torrelacárcel	Nacionalidad extranjera	África	03	Magreb	13
44226	Torrelacárcel	Nacionalidad extranjera	América	06	Resto de América	4
44227	Torre los Negros	Nacionalidad española	Europa	01	UE-15	93
44227	Torre los Negros	Nacionalidad extranjera	América	06	Resto de América	1
44228	Torremocha de Jiloca	Nacionalidad española	Europa	01	UE-15	159
44229	Torres de Albarracín	Nacionalidad española	Europa	01	UE-15	157
44229	Torres de Albarracín	Nacionalidad extranjera	América	06	Resto de América	1
44230	Torrevelilla	Nacionalidad española	Europa	01	UE-15	201
44230	Torrevelilla	Nacionalidad extranjera	Europa	01	UE-15	1
44230	Torrevelilla	Nacionalidad extranjera	África	03	Magreb	6
44230	Torrevelilla	Nacionalidad extranjera	América	05	América del Norte	1
44231	Torrijas	Nacionalidad española	Europa	01	UE-15	67
44232	Torrijo del Campo	Nacionalidad española	Europa	01	UE-15	542
44232	Torrijo del Campo	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44232	Torrijo del Campo	Nacionalidad extranjera	África	03	Magreb	11
44232	Torrijo del Campo	Nacionalidad extranjera	América	06	Resto de América	2
44234	Tramacastiel	Nacionalidad española	Europa	01	UE-15	102
44234	Tramacastiel	Nacionalidad extranjera	Europa	01	UE-15	1
44234	Tramacastiel	Nacionalidad extranjera	Europa	02	Resto de Europa	1
44234	Tramacastiel	Nacionalidad extranjera	África	03	Magreb	5
44234	Tramacastiel	Nacionalidad extranjera	Asia	07	Asia	2
44235	Tramacastilla	Nacionalidad española	Europa	01	UE-15	135
44236	Tronchón	Nacionalidad española	Europa	01	UE-15	95
44236	Tronchón	Nacionalidad extranjera	Europa	02	Resto de Europa	6
44236	Tronchón	Nacionalidad extranjera	América	06	Resto de América	1
44237	Urrea de Gaén	Nacionalidad española	Europa	01	UE-15	571
44237	Urrea de Gaén	Nacionalidad extranjera	África	03	Magreb	11
44238	Utrillas	Nacionalidad española	Europa	01	UE-15	3136
44238	Utrillas	Nacionalidad extranjera	Europa	01	UE-15	3
44238	Utrillas	Nacionalidad extranjera	Europa	02	Resto de Europa	3
44238	Utrillas	Nacionalidad extranjera	África	03	Magreb	32
44238	Utrillas	Nacionalidad extranjera	América	06	Resto de América	4
44239	Valacloche	Nacionalidad española	Europa	01	UE-15	20
44240	Valbona	Nacionalidad española	Europa	01	UE-15	199
44240	Valbona	Nacionalidad extranjera	América	06	Resto de América	1
44241	Valdealgorfa	Nacionalidad española	Europa	01	UE-15	732
44241	Valdealgorfa	Nacionalidad extranjera	África	03	Magreb	1
44241	Valdealgorfa	Nacionalidad extranjera	América	06	Resto de América	1
44243	Valdecuenca	Nacionalidad española	Europa	01	UE-15	31
44243	Valdecuenca	Nacionalidad extranjera	África	03	Magreb	1
44244	Valdelinares	Nacionalidad española	Europa	01	UE-15	124
44245	Valdeltormo	Nacionalidad española	Europa	01	UE-15	351
44245	Valdeltormo	Nacionalidad extranjera	África	03	Magreb	12
44246	Valderrobres	Nacionalidad española	Europa	01	UE-15	1849
44246	Valderrobres	Nacionalidad extranjera	Europa	01	UE-15	14
44246	Valderrobres	Nacionalidad extranjera	Europa	02	Resto de Europa	52
44246	Valderrobres	Nacionalidad extranjera	África	03	Magreb	21
44246	Valderrobres	Nacionalidad extranjera	América	06	Resto de América	9
44247	Valjunquera	Nacionalidad española	Europa	01	UE-15	422
44247	Valjunquera	Nacionalidad extranjera	América	06	Resto de América	1
44249	Vallecillo (El)	Nacionalidad española	Europa	01	UE-15	49
44250	Veguillas de la Sierra	Nacionalidad española	Europa	01	UE-15	27
44251	Villafranca del Campo	Nacionalidad española	Europa	01	UE-15	364
44251	Villafranca del Campo	Nacionalidad extranjera	Europa	02	Resto de Europa	3
44251	Villafranca del Campo	Nacionalidad extranjera	África	03	Magreb	6
44251	Villafranca del Campo	Nacionalidad extranjera	América	06	Resto de América	5
44252	Villahermosa del Campo	Nacionalidad española	Europa	01	UE-15	72
44252	Villahermosa del Campo	Nacionalidad extranjera	África	04	Resto de África	3
44256	Villanueva del Rebollar de la Sierra	Nacionalidad española	Europa	01	UE-15	48
44257	Villar del Cobo	Nacionalidad española	Europa	01	UE-15	222
44258	Villar del Salz	Nacionalidad española	Europa	01	UE-15	95
44260	Villarluengo	Nacionalidad española	Europa	01	UE-15	201
44260	Villarluengo	Nacionalidad extranjera	Europa	02	Resto de Europa	4
44260	Villarluengo	Nacionalidad extranjera	África	03	Magreb	1
44260	Villarluengo	Nacionalidad extranjera	América	06	Resto de América	1
44261	Villarquemado	Nacionalidad española	Europa	01	UE-15	935
44261	Villarquemado	Nacionalidad extranjera	África	03	Magreb	7
44262	Villarroya de los Pinares	Nacionalidad española	Europa	01	UE-15	197
44263	Villastar	Nacionalidad española	Europa	01	UE-15	343
44264	Villel	Nacionalidad española	Europa	01	UE-15	310
44264	Villel	Nacionalidad extranjera	Europa	01	UE-15	1
44264	Villel	Nacionalidad extranjera	Europa	02	Resto de Europa	9
44264	Villel	Nacionalidad extranjera	África	03	Magreb	9
44264	Villel	Nacionalidad extranjera	América	06	Resto de América	2
44265	Vinaceite	Nacionalidad española	Europa	01	UE-15	277
44265	Vinaceite	Nacionalidad extranjera	América	06	Resto de América	6
44266	Visiedo	Nacionalidad española	Europa	01	UE-15	192
44266	Visiedo	Nacionalidad extranjera	Europa	02	Resto de Europa	3
44267	Vivel del Río Martín	Nacionalidad española	Europa	01	UE-15	84
44268	Zoma (La)	Nacionalidad española	Europa	01	UE-15	29
50001	Abanto	Nacionalidad española	Europa	01	UE-15	167
50002	Acered	Nacionalidad española	Europa	01	UE-15	259
50003	Agón	Nacionalidad española	Europa	01	UE-15	174
50003	Agón	Nacionalidad extranjera	Europa	01	UE-15	4
50003	Agón	Nacionalidad extranjera	Europa	02	Resto de Europa	7
50003	Agón	Nacionalidad extranjera	América	06	Resto de América	1
50004	Aguarón	Nacionalidad española	Europa	01	UE-15	740
50004	Aguarón	Nacionalidad extranjera	Europa	01	UE-15	2
50004	Aguarón	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50004	Aguarón	Nacionalidad extranjera	África	03	Magreb	6
50004	Aguarón	Nacionalidad extranjera	América	06	Resto de América	1
50005	Aguilón	Nacionalidad española	Europa	01	UE-15	281
50005	Aguilón	Nacionalidad extranjera	Europa	01	UE-15	3
50005	Aguilón	Nacionalidad extranjera	África	03	Magreb	3
50006	Ainzón	Nacionalidad española	Europa	01	UE-15	1218
50006	Ainzón	Nacionalidad extranjera	Europa	02	Resto de Europa	11
50006	Ainzón	Nacionalidad extranjera	África	03	Magreb	5
50006	Ainzón	Nacionalidad extranjera	América	06	Resto de América	1
50007	Aladrén	Nacionalidad española	Europa	01	UE-15	76
50007	Aladrén	Nacionalidad extranjera	América	06	Resto de América	1
50008	Alagón	Nacionalidad española	Europa	01	UE-15	5525
50008	Alagón	Nacionalidad extranjera	Europa	01	UE-15	8
50008	Alagón	Nacionalidad extranjera	Europa	02	Resto de Europa	44
50008	Alagón	Nacionalidad extranjera	África	03	Magreb	12
50008	Alagón	Nacionalidad extranjera	África	04	Resto de África	1
50008	Alagón	Nacionalidad extranjera	América	06	Resto de América	28
50008	Alagón	Nacionalidad extranjera	Asia	07	Asia	2
50009	Alarba	Nacionalidad española	Europa	01	UE-15	153
50010	Alberite de San Juan	Nacionalidad española	Europa	01	UE-15	95
50011	Albeta	Nacionalidad española	Europa	01	UE-15	119
50011	Albeta	Nacionalidad extranjera	Europa	01	UE-15	1
50012	Alborge	Nacionalidad española	Europa	01	UE-15	133
50012	Alborge	Nacionalidad extranjera	Europa	02	Resto de Europa	2
50013	Alcalá de Ebro	Nacionalidad española	Europa	01	UE-15	284
50013	Alcalá de Ebro	Nacionalidad extranjera	América	06	Resto de América	11
