Año	Municipio código	Municipio nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2001	22105	Estopiñán del Castillo	Tractores industriales	5	0
2001	22105	Estopiñán del Castillo	Turismos	1	90
2001	22106	Fago	Autobuses	4	0
2001	22106	Fago	Camiones y furgonetas	3	8
2001	22106	Fago	Motocicletas	2	4
2001	22106	Fago	Otros vehículos	6	1
2001	22106	Fago	Tractores industriales	5	0
2001	22106	Fago	Turismos	1	13
2001	22107	Fanlo	Autobuses	4	1
2001	22107	Fanlo	Camiones y furgonetas	3	22
2001	22107	Fanlo	Motocicletas	2	2
2001	22107	Fanlo	Otros vehículos	6	4
2001	22107	Fanlo	Tractores industriales	5	0
2001	22107	Fanlo	Turismos	1	32
2001	22109	Fiscal	Autobuses	4	0
2001	22109	Fiscal	Camiones y furgonetas	3	68
2001	22109	Fiscal	Motocicletas	2	5
2001	22109	Fiscal	Otros vehículos	6	10
2001	22109	Fiscal	Tractores industriales	5	2
2001	22109	Fiscal	Turismos	1	95
2001	22110	Fonz	Autobuses	4	5
2001	22110	Fonz	Camiones y furgonetas	3	180
2001	22110	Fonz	Motocicletas	2	41
2001	22110	Fonz	Otros vehículos	6	26
2001	22110	Fonz	Tractores industriales	5	3
2001	22110	Fonz	Turismos	1	491
2001	22111	Foradada del Toscar	Autobuses	4	0
2001	22111	Foradada del Toscar	Camiones y furgonetas	3	52
2001	22111	Foradada del Toscar	Motocicletas	2	3
2001	22111	Foradada del Toscar	Otros vehículos	6	8
2001	22111	Foradada del Toscar	Tractores industriales	5	0
2001	22111	Foradada del Toscar	Turismos	1	71
2001	22112	Fraga	Autobuses	4	14
2001	22112	Fraga	Camiones y furgonetas	3	2079
2001	22112	Fraga	Motocicletas	2	621
2001	22112	Fraga	Otros vehículos	6	351
2001	22112	Fraga	Tractores industriales	5	180
2001	22112	Fraga	Turismos	1	4960
2001	22113	Fueva (La)	Autobuses	4	0
2001	22113	Fueva (La)	Camiones y furgonetas	3	156
2001	22113	Fueva (La)	Motocicletas	2	14
2001	22113	Fueva (La)	Otros vehículos	6	40
2001	22113	Fueva (La)	Tractores industriales	5	7
2001	22113	Fueva (La)	Turismos	1	311
2001	22114	Gistaín	Autobuses	4	0
2001	22114	Gistaín	Camiones y furgonetas	3	0
2001	22114	Gistaín	Motocicletas	2	0
2001	22114	Gistaín	Otros vehículos	6	0
2001	22114	Gistaín	Tractores industriales	5	0
2001	22114	Gistaín	Turismos	1	0
2001	22115	Grado (El)	Autobuses	4	2
2001	22115	Grado (El)	Camiones y furgonetas	3	94
2001	22115	Grado (El)	Motocicletas	2	14
2001	22115	Grado (El)	Otros vehículos	6	13
2001	22115	Grado (El)	Tractores industriales	5	7
2001	22115	Grado (El)	Turismos	1	258
2001	22116	Grañén	Autobuses	4	0
2001	22116	Grañén	Camiones y furgonetas	3	322
2001	22116	Grañén	Motocicletas	2	49
2001	22116	Grañén	Otros vehículos	6	72
2001	22116	Grañén	Tractores industriales	5	28
2001	22116	Grañén	Turismos	1	968
2001	22117	Graus	Autobuses	4	1
2001	22117	Graus	Camiones y furgonetas	3	557
2001	22117	Graus	Motocicletas	2	113
2001	22117	Graus	Otros vehículos	6	103
2001	22117	Graus	Tractores industriales	5	9
2001	22117	Graus	Turismos	1	1339
2001	22119	Gurrea de Gállego	Autobuses	4	0
2001	22119	Gurrea de Gállego	Camiones y furgonetas	3	184
2001	22119	Gurrea de Gállego	Motocicletas	2	32
2001	22119	Gurrea de Gállego	Otros vehículos	6	24
2001	22119	Gurrea de Gállego	Tractores industriales	5	6
2001	22119	Gurrea de Gállego	Turismos	1	743
2001	22122	Hoz de Jaca	Autobuses	4	0
2001	22122	Hoz de Jaca	Camiones y furgonetas	3	6
2001	22122	Hoz de Jaca	Motocicletas	2	4
2001	22122	Hoz de Jaca	Otros vehículos	6	3
2001	22122	Hoz de Jaca	Tractores industriales	5	0
2001	22122	Hoz de Jaca	Turismos	1	32
2001	22124	Huerto	Autobuses	4	0
2001	22124	Huerto	Camiones y furgonetas	3	26
2001	22124	Huerto	Motocicletas	2	1
2001	22124	Huerto	Otros vehículos	6	13
2001	22124	Huerto	Tractores industriales	5	3
2001	22124	Huerto	Turismos	1	124
2001	22125	Huesca	Autobuses	4	143
2001	22125	Huesca	Camiones y furgonetas	3	4650
2001	22125	Huesca	Motocicletas	2	1331
2001	22125	Huesca	Otros vehículos	6	684
2001	22125	Huesca	Tractores industriales	5	165
2001	22125	Huesca	Turismos	1	21445
2001	22126	Ibieca	Autobuses	4	0
2001	22126	Ibieca	Camiones y furgonetas	3	16
2001	22126	Ibieca	Motocicletas	2	5
2001	22126	Ibieca	Otros vehículos	6	0
2001	22126	Ibieca	Tractores industriales	5	0
2001	22126	Ibieca	Turismos	1	58
2001	22127	Igriés	Autobuses	4	0
2001	22127	Igriés	Camiones y furgonetas	3	57
2001	22127	Igriés	Motocicletas	2	9
2001	22127	Igriés	Otros vehículos	6	7
2001	22127	Igriés	Tractores industriales	5	0
2001	22127	Igriés	Turismos	1	130
2001	22128	Ilche	Autobuses	4	0
2001	22128	Ilche	Camiones y furgonetas	3	31
2001	22128	Ilche	Motocicletas	2	4
2001	22128	Ilche	Otros vehículos	6	1
2001	22128	Ilche	Tractores industriales	5	0
2001	22128	Ilche	Turismos	1	128
2001	22129	Isábena	Autobuses	4	2
2001	22129	Isábena	Camiones y furgonetas	3	63
2001	22129	Isábena	Motocicletas	2	4
2001	22129	Isábena	Otros vehículos	6	4
2001	22129	Isábena	Tractores industriales	5	0
2001	22129	Isábena	Turismos	1	97
2001	22130	Jaca	Autobuses	4	37
2001	22130	Jaca	Camiones y furgonetas	3	1335
2001	22130	Jaca	Motocicletas	2	344
2001	22130	Jaca	Otros vehículos	6	142
2001	22130	Jaca	Tractores industriales	5	29
2001	22130	Jaca	Turismos	1	4884
2001	22131	Jasa	Autobuses	4	0
2001	22131	Jasa	Camiones y furgonetas	3	24
2001	22131	Jasa	Motocicletas	2	8
2001	22131	Jasa	Otros vehículos	6	4
2001	22131	Jasa	Tractores industriales	5	0
2001	22131	Jasa	Turismos	1	33
2001	22133	Labuerda	Autobuses	4	0
2001	22133	Labuerda	Camiones y furgonetas	3	24
2001	22133	Labuerda	Motocicletas	2	0
2001	22133	Labuerda	Otros vehículos	6	3
2001	22133	Labuerda	Tractores industriales	5	0
2001	22133	Labuerda	Turismos	1	78
2001	22135	Laluenga	Autobuses	4	0
2001	22135	Laluenga	Camiones y furgonetas	3	45
2001	22135	Laluenga	Motocicletas	2	2
2001	22135	Laluenga	Otros vehículos	6	1
2001	22135	Laluenga	Tractores industriales	5	0
2001	22135	Laluenga	Turismos	1	114
2001	22136	Lalueza	Autobuses	4	0
2001	22136	Lalueza	Camiones y furgonetas	3	122
2001	22136	Lalueza	Motocicletas	2	39
2001	22136	Lalueza	Otros vehículos	6	39
2001	22136	Lalueza	Tractores industriales	5	7
2001	22136	Lalueza	Turismos	1	577
2001	22137	Lanaja	Autobuses	4	0
2001	22137	Lanaja	Camiones y furgonetas	3	168
2001	22137	Lanaja	Motocicletas	2	47
2001	22137	Lanaja	Otros vehículos	6	24
2001	22137	Lanaja	Tractores industriales	5	0
2001	22137	Lanaja	Turismos	1	657
2001	22139	Laperdiguera	Autobuses	4	0
2001	22139	Laperdiguera	Camiones y furgonetas	3	9
2001	22139	Laperdiguera	Motocicletas	2	2
2001	22139	Laperdiguera	Otros vehículos	6	0
2001	22139	Laperdiguera	Tractores industriales	5	0
2001	22139	Laperdiguera	Turismos	1	53
2001	22141	Lascellas-Ponzano	Autobuses	4	0
2001	22141	Lascellas-Ponzano	Camiones y furgonetas	3	29
2001	22141	Lascellas-Ponzano	Motocicletas	2	3
2001	22141	Lascellas-Ponzano	Otros vehículos	6	1
2001	22141	Lascellas-Ponzano	Tractores industriales	5	0
2001	22141	Lascellas-Ponzano	Turismos	1	71
2001	22142	Lascuarre	Autobuses	4	0
2001	22142	Lascuarre	Camiones y furgonetas	3	38
2001	22142	Lascuarre	Motocicletas	2	6
2001	22142	Lascuarre	Otros vehículos	6	6
2001	22142	Lascuarre	Tractores industriales	5	0
2001	22142	Lascuarre	Turismos	1	64
2001	22143	Laspaúles	Autobuses	4	0
2001	22143	Laspaúles	Camiones y furgonetas	3	73
2001	22143	Laspaúles	Motocicletas	2	4
2001	22143	Laspaúles	Otros vehículos	6	10
2001	22143	Laspaúles	Tractores industriales	5	1
2001	22143	Laspaúles	Turismos	1	111
2001	22144	Laspuña	Autobuses	4	0
2001	22144	Laspuña	Camiones y furgonetas	3	44
2001	22144	Laspuña	Motocicletas	2	6
2001	22144	Laspuña	Otros vehículos	6	4
2001	22144	Laspuña	Tractores industriales	5	1
2001	22144	Laspuña	Turismos	1	119
2001	22149	Loarre	Autobuses	4	0
2001	22149	Loarre	Camiones y furgonetas	3	51
2001	22149	Loarre	Motocicletas	2	7
2001	22149	Loarre	Otros vehículos	6	3
2001	22149	Loarre	Tractores industriales	5	0
2001	22149	Loarre	Turismos	1	144
2001	22150	Loporzano	Autobuses	4	0
2001	22150	Loporzano	Camiones y furgonetas	3	64
2001	22150	Loporzano	Motocicletas	2	31
2001	22150	Loporzano	Otros vehículos	6	1
2001	22150	Loporzano	Tractores industriales	5	0
2001	22150	Loporzano	Turismos	1	218
2001	22151	Loscorrales	Autobuses	4	0
2001	22151	Loscorrales	Camiones y furgonetas	3	12
2001	22151	Loscorrales	Motocicletas	2	1
2001	22151	Loscorrales	Otros vehículos	6	1
2001	22151	Loscorrales	Tractores industriales	5	0
2001	22151	Loscorrales	Turismos	1	48
2001	22155	Monesma y Cajigar	Autobuses	4	0
2001	22155	Monesma y Cajigar	Camiones y furgonetas	3	29
2001	22155	Monesma y Cajigar	Motocicletas	2	1
2001	22155	Monesma y Cajigar	Otros vehículos	6	0
2001	22155	Monesma y Cajigar	Tractores industriales	5	1
2001	22155	Monesma y Cajigar	Turismos	1	48
2001	22156	Monflorite-Lascasas	Autobuses	4	0
2001	22156	Monflorite-Lascasas	Camiones y furgonetas	3	34
2001	22156	Monflorite-Lascasas	Motocicletas	2	15
2001	22156	Monflorite-Lascasas	Otros vehículos	6	4
2001	22156	Monflorite-Lascasas	Tractores industriales	5	0
2001	22156	Monflorite-Lascasas	Turismos	1	127
2001	22157	Montanuy	Autobuses	4	0
2001	22157	Montanuy	Camiones y furgonetas	3	97
2001	22157	Montanuy	Motocicletas	2	10
2001	22157	Montanuy	Otros vehículos	6	14
2001	22157	Montanuy	Tractores industriales	5	10
2001	22157	Montanuy	Turismos	1	149
2001	22158	Monzón	Autobuses	4	14
2001	22158	Monzón	Camiones y furgonetas	3	1673
2001	22158	Monzón	Motocicletas	2	326
2001	22158	Monzón	Otros vehículos	6	481
2001	22158	Monzón	Tractores industriales	5	221
2001	22158	Monzón	Turismos	1	6234
2001	22160	Naval	Autobuses	4	0
2001	22160	Naval	Camiones y furgonetas	3	49
2001	22160	Naval	Motocicletas	2	8
2001	22160	Naval	Otros vehículos	6	2
2001	22160	Naval	Tractores industriales	5	0
2001	22160	Naval	Turismos	1	109
2001	22162	Novales	Autobuses	4	0
2001	22162	Novales	Camiones y furgonetas	3	37
2001	22162	Novales	Motocicletas	2	13
2001	22162	Novales	Otros vehículos	6	11
2001	22162	Novales	Tractores industriales	5	3
2001	22162	Novales	Turismos	1	103
2001	22163	Nueno	Autobuses	4	0
2001	22163	Nueno	Camiones y furgonetas	3	54
2001	22163	Nueno	Motocicletas	2	5
2001	22163	Nueno	Otros vehículos	6	2
2001	22163	Nueno	Tractores industriales	5	0
2001	22163	Nueno	Turismos	1	159
2001	22164	Olvena	Autobuses	4	0
2001	22164	Olvena	Camiones y furgonetas	3	12
2001	22164	Olvena	Motocicletas	2	3
2001	22164	Olvena	Otros vehículos	6	0
2001	22164	Olvena	Tractores industriales	5	0
2001	22164	Olvena	Turismos	1	20
2001	22165	Ontiñena	Autobuses	4	0
2001	22165	Ontiñena	Camiones y furgonetas	3	100
2001	22165	Ontiñena	Motocicletas	2	9
2001	22165	Ontiñena	Otros vehículos	6	12
2001	22165	Ontiñena	Tractores industriales	5	3
2001	22165	Ontiñena	Turismos	1	225
2001	22167	Osso de Cinca	Autobuses	4	0
2001	22167	Osso de Cinca	Camiones y furgonetas	3	140
2001	22167	Osso de Cinca	Motocicletas	2	26
2001	22167	Osso de Cinca	Otros vehículos	6	24
2001	22167	Osso de Cinca	Tractores industriales	5	5
2001	22167	Osso de Cinca	Turismos	1	298
2001	22168	Palo	Autobuses	4	0
2001	22168	Palo	Camiones y furgonetas	3	12
2001	22168	Palo	Motocicletas	2	0
2001	22168	Palo	Otros vehículos	6	1
2001	22168	Palo	Tractores industriales	5	0
2001	22168	Palo	Turismos	1	23
2001	22170	Panticosa	Autobuses	4	0
2001	22170	Panticosa	Camiones y furgonetas	3	118
2001	22170	Panticosa	Motocicletas	2	19
2001	22170	Panticosa	Otros vehículos	6	4
2001	22170	Panticosa	Tractores industriales	5	1
2001	22170	Panticosa	Turismos	1	301
2001	22172	Peñalba	Autobuses	4	0
2001	22172	Peñalba	Camiones y furgonetas	3	122
2001	22172	Peñalba	Motocicletas	2	19
2001	22172	Peñalba	Otros vehículos	6	44
2001	22172	Peñalba	Tractores industriales	5	31
2001	22172	Peñalba	Turismos	1	270
2001	22173	Peñas de Riglos (Las)	Autobuses	4	0
2001	22173	Peñas de Riglos (Las)	Camiones y furgonetas	3	53
2001	22173	Peñas de Riglos (Las)	Motocicletas	2	8
2001	22173	Peñas de Riglos (Las)	Otros vehículos	6	6
2001	22173	Peñas de Riglos (Las)	Tractores industriales	5	1
2001	22173	Peñas de Riglos (Las)	Turismos	1	119
2001	22174	Peralta de Alcofea	Autobuses	4	0
2001	22174	Peralta de Alcofea	Camiones y furgonetas	3	91
2001	22174	Peralta de Alcofea	Motocicletas	2	27
2001	22174	Peralta de Alcofea	Otros vehículos	6	16
2001	22174	Peralta de Alcofea	Tractores industriales	5	1
2001	22174	Peralta de Alcofea	Turismos	1	342
2001	22175	Peralta de Calasanz	Autobuses	4	0
2001	22175	Peralta de Calasanz	Camiones y furgonetas	3	40
2001	22175	Peralta de Calasanz	Motocicletas	2	16
2001	22175	Peralta de Calasanz	Otros vehículos	6	4
2001	22175	Peralta de Calasanz	Tractores industriales	5	1
2001	22175	Peralta de Calasanz	Turismos	1	118
2001	22176	Peraltilla	Autobuses	4	0
2001	22176	Peraltilla	Camiones y furgonetas	3	40
2001	22176	Peraltilla	Motocicletas	2	9
2001	22176	Peraltilla	Otros vehículos	6	21
2001	22176	Peraltilla	Tractores industriales	5	1
2001	22176	Peraltilla	Turismos	1	70
2001	22177	Perarrúa	Autobuses	4	0
2001	22177	Perarrúa	Camiones y furgonetas	3	33
2001	22177	Perarrúa	Motocicletas	2	4
2001	22177	Perarrúa	Otros vehículos	6	0
2001	22177	Perarrúa	Tractores industriales	5	0
2001	22177	Perarrúa	Turismos	1	53
2001	22178	Pertusa	Autobuses	4	0
2001	22178	Pertusa	Camiones y furgonetas	3	53
2001	22178	Pertusa	Motocicletas	2	3
2001	22178	Pertusa	Otros vehículos	6	16
2001	22178	Pertusa	Tractores industriales	5	6
2001	22178	Pertusa	Turismos	1	77
2001	22181	Piracés	Autobuses	4	0
2001	22181	Piracés	Camiones y furgonetas	3	7
2001	22181	Piracés	Motocicletas	2	6
2001	22181	Piracés	Otros vehículos	6	0
2001	22181	Piracés	Tractores industriales	5	0
2001	22181	Piracés	Turismos	1	71
2001	22182	Plan	Autobuses	4	0
2001	22182	Plan	Camiones y furgonetas	3	129
2001	22182	Plan	Motocicletas	2	16
2001	22182	Plan	Otros vehículos	6	6
2001	22182	Plan	Tractores industriales	5	0
2001	22182	Plan	Turismos	1	172
2001	22184	Poleñino	Autobuses	4	0
2001	22184	Poleñino	Camiones y furgonetas	3	39
2001	22184	Poleñino	Motocicletas	2	18
2001	22184	Poleñino	Otros vehículos	6	3
2001	22184	Poleñino	Tractores industriales	5	0
2001	22184	Poleñino	Turismos	1	165
2001	22186	Pozán de Vero	Autobuses	4	0
2001	22186	Pozán de Vero	Camiones y furgonetas	3	36
2001	22186	Pozán de Vero	Motocicletas	2	16
2001	22186	Pozán de Vero	Otros vehículos	6	2
2001	22186	Pozán de Vero	Tractores industriales	5	0
2001	22186	Pozán de Vero	Turismos	1	72
2001	22187	Puebla de Castro (La)	Autobuses	4	0
2001	22187	Puebla de Castro (La)	Camiones y furgonetas	3	70
2001	22187	Puebla de Castro (La)	Motocicletas	2	8
2001	22187	Puebla de Castro (La)	Otros vehículos	6	30
2001	22187	Puebla de Castro (La)	Tractores industriales	5	21
2001	22187	Puebla de Castro (La)	Turismos	1	151
2001	22188	Puente de Montañana	Autobuses	4	0
2001	22188	Puente de Montañana	Camiones y furgonetas	3	20
2001	22188	Puente de Montañana	Motocicletas	2	7
2001	22188	Puente de Montañana	Otros vehículos	6	1
2001	22188	Puente de Montañana	Tractores industriales	5	0
2001	22188	Puente de Montañana	Turismos	1	64
2001	22189	Puértolas	Autobuses	4	0
2001	22189	Puértolas	Camiones y furgonetas	3	48
2001	22189	Puértolas	Motocicletas	2	6
2001	22189	Puértolas	Otros vehículos	6	7
2001	22189	Puértolas	Tractores industriales	5	0
2001	22189	Puértolas	Turismos	1	73
2001	22190	Pueyo de Araguás (El)	Autobuses	4	0
2001	22190	Pueyo de Araguás (El)	Camiones y furgonetas	3	22
2001	22190	Pueyo de Araguás (El)	Motocicletas	2	2
2001	22190	Pueyo de Araguás (El)	Otros vehículos	6	1
2001	22190	Pueyo de Araguás (El)	Tractores industriales	5	0
2001	22190	Pueyo de Araguás (El)	Turismos	1	57
2001	22193	Pueyo de Santa Cruz	Autobuses	4	0
2001	22193	Pueyo de Santa Cruz	Camiones y furgonetas	3	29
2001	22193	Pueyo de Santa Cruz	Motocicletas	2	12
2001	22193	Pueyo de Santa Cruz	Otros vehículos	6	9
2001	22193	Pueyo de Santa Cruz	Tractores industriales	5	7
2001	22193	Pueyo de Santa Cruz	Turismos	1	178
2001	22195	Quicena	Autobuses	4	0
2001	22195	Quicena	Camiones y furgonetas	3	50
2001	22195	Quicena	Motocicletas	2	11
2001	22195	Quicena	Otros vehículos	6	5
2001	22195	Quicena	Tractores industriales	5	1
2001	22195	Quicena	Turismos	1	115
2001	22197	Robres	Autobuses	4	1
2001	22197	Robres	Camiones y furgonetas	3	112
2001	22197	Robres	Motocicletas	2	23
2001	22197	Robres	Otros vehículos	6	19
2001	22197	Robres	Tractores industriales	5	1
2001	22197	Robres	Turismos	1	293
2001	22199	Sabiñánigo	Autobuses	4	1
2001	22199	Sabiñánigo	Camiones y furgonetas	3	1059
2001	22199	Sabiñánigo	Motocicletas	2	222
2001	22199	Sabiñánigo	Otros vehículos	6	217
2001	22199	Sabiñánigo	Tractores industriales	5	101
2001	22199	Sabiñánigo	Turismos	1	3837
2001	22200	Sahún	Autobuses	4	0
2001	22200	Sahún	Camiones y furgonetas	3	85
2001	22200	Sahún	Motocicletas	2	14
2001	22200	Sahún	Otros vehículos	6	5
2001	22200	Sahún	Tractores industriales	5	0
2001	22200	Sahún	Turismos	1	115
2001	22201	Salas Altas	Autobuses	4	0
2001	22201	Salas Altas	Camiones y furgonetas	3	51
2001	22201	Salas Altas	Motocicletas	2	26
2001	22201	Salas Altas	Otros vehículos	6	4
2001	22201	Salas Altas	Tractores industriales	5	4
2001	22201	Salas Altas	Turismos	1	142
2001	22202	Salas Bajas	Autobuses	4	0
2001	22202	Salas Bajas	Camiones y furgonetas	3	35
2001	22202	Salas Bajas	Motocicletas	2	16
2001	22202	Salas Bajas	Otros vehículos	6	0
2001	22202	Salas Bajas	Tractores industriales	5	0
2001	22202	Salas Bajas	Turismos	1	82
2001	22203	Salillas	Autobuses	4	0
2001	22203	Salillas	Camiones y furgonetas	3	14
2001	22203	Salillas	Motocicletas	2	1
2001	22203	Salillas	Otros vehículos	6	0
2001	22203	Salillas	Tractores industriales	5	0
2001	22203	Salillas	Turismos	1	46
2001	22204	Sallent de Gállego	Autobuses	4	3
2001	22204	Sallent de Gállego	Camiones y furgonetas	3	242
2001	22204	Sallent de Gállego	Motocicletas	2	43
2001	22204	Sallent de Gállego	Otros vehículos	6	20
2001	22204	Sallent de Gállego	Tractores industriales	5	1
2001	22204	Sallent de Gállego	Turismos	1	500
2001	22205	San Esteban de Litera	Autobuses	4	0
2001	22205	San Esteban de Litera	Camiones y furgonetas	3	80
2001	22205	San Esteban de Litera	Motocicletas	2	12
2001	22205	San Esteban de Litera	Otros vehículos	6	4
2001	22205	San Esteban de Litera	Tractores industriales	5	0
2001	22205	San Esteban de Litera	Turismos	1	283
2001	22206	Sangarrén	Autobuses	4	0
2001	22206	Sangarrén	Camiones y furgonetas	3	24
2001	22206	Sangarrén	Motocicletas	2	9
2001	22206	Sangarrén	Otros vehículos	6	2
2001	22206	Sangarrén	Tractores industriales	5	0
2001	22206	Sangarrén	Turismos	1	120
2001	22207	San Juan de Plan	Autobuses	4	0
2001	22207	San Juan de Plan	Camiones y furgonetas	3	36
2001	22207	San Juan de Plan	Motocicletas	2	5
2001	22207	San Juan de Plan	Otros vehículos	6	3
2001	22207	San Juan de Plan	Tractores industriales	5	0
2001	22207	San Juan de Plan	Turismos	1	46
2001	22208	Santa Cilia	Autobuses	4	0
2001	22208	Santa Cilia	Camiones y furgonetas	3	27
2001	22208	Santa Cilia	Motocicletas	2	3
2001	22208	Santa Cilia	Otros vehículos	6	0
2001	22208	Santa Cilia	Tractores industriales	5	0
2001	22208	Santa Cilia	Turismos	1	86
2001	22209	Santa Cruz de la Serós	Autobuses	4	0
2001	22209	Santa Cruz de la Serós	Camiones y furgonetas	3	31
2001	22209	Santa Cruz de la Serós	Motocicletas	2	5
2001	22209	Santa Cruz de la Serós	Otros vehículos	6	1
2001	22209	Santa Cruz de la Serós	Tractores industriales	5	0
2001	22209	Santa Cruz de la Serós	Turismos	1	69
2001	22212	Santaliestra y San Quílez	Autobuses	4	0
2001	22212	Santaliestra y San Quílez	Camiones y furgonetas	3	20
2001	22212	Santaliestra y San Quílez	Motocicletas	2	0
2001	22212	Santaliestra y San Quílez	Otros vehículos	6	0
2001	22212	Santaliestra y San Quílez	Tractores industriales	5	0
2001	22212	Santaliestra y San Quílez	Turismos	1	50
2001	22213	Sariñena	Autobuses	4	1
2001	22213	Sariñena	Camiones y furgonetas	3	610
2001	22213	Sariñena	Motocicletas	2	126
