Año	Municipio código	Municipio nombre	Rústica   Número de recibos	Rústica   Base imponible (miles de euros)	Rústica   Base liquidable (miles de euros)	Rústica   Cuota íntegra (euros)	Rústica   Cuota líquida (euros)
2003	50140	Litago		734	690	3448	3448
2003	50141	Lituénigo		315	272	1087	1087
2003	50142	Lobera de Onsella		351	281	1236	1236
2003	50143	Longares		2642	2613	12282	12282
2003	50144	Longás		477	214	943	943
2003	50146	Lucena de Jalón		3298	3237	16187	16187
2003	50147	Luceni		5256	5083	32533	32533
2003	50148	Luesia		2565	2195	17562	17562
2003	50149	Luesma		312	239	717	717
2003	50150	Lumpiaque		1609	1554	10100	10100
2003	50151	Luna		18861	17087	136697	136697
2003	50152	Maella		6604	5821	26776	26776
2003	50153	Magallón		4102	3452	24161	24161
2003	50154	Mainar		1121	992	2976	2976
2003	50155	Malanquilla		577	445	1336	1336
2003	50156	Maleján		5	5	30	30
2003	50157	Malón		1066	1052	6311	6311
2003	50159	Maluenda		2387	2278	11389	11389
2003	50160	Mallén		7280	7129	49903	49903
2003	50161	Manchones		895	749	4118	4118
2003	50162	Mara		1185	1174	4695	4695
2003	50163	María de Huerva		2318	2270	13617	13617
2003	50164	Mediana de Aragón		1951	1780	14239	14239
2003	50165	Mequinenza		6144	5840	23362	23362
2003	50166	Mesones de Isuela		1142	926	4628	4628
2003	50167	Mezalocha		1953	1860	14883	14883
2003	50168	Mianos		515	422	2745	2745
2003	50169	Miedes de Aragón		1858	1223	3669	3669
2003	50170	Monegrillo		6315	4651	20930	20930
2003	50171	Moneva		969	912	6518	6518
2003	50172	Monreal de Ariza		2833	2755	11021	11021
2003	50173	Monterde		1769	1316	7899	7899
2003	50174	Montón		1010	797	3986	3986
2003	50175	Morata de Jalón		1667	1648	4943	4943
2003	50176	Morata de Jiloca		1369	1287	5793	5793
2003	50177	Morés		838	633	2849	2849
2003	50178	Moros		3595	3507	21044	21044
2003	50179	Moyuela		1292	1278	8305	8305
2003	50180	Mozota		505	487	2679	2679
2003	50181	Muel		3032	2938	13220	13220
2003	50182	Muela (La)		3532	3051	9154	9154
2003	50183	Munébrega		1418	1304	10428	10428
2003	50184	Murero		649	579	3183	3183
2003	50185	Murillo de Gállego		713	589	3534	3534
2003	50186	Navardún		777	753	3313	3313
2003	50187	Nigüella		652	442	1990	1990
2003	50188	Nombrevilla		347	199	696	696
2003	50189	Nonaspe		2933	2353	18820	18820
2003	50190	Novallas		2586	2556	16616	16616
2003	50191	Novillas		8589	8353	45944	45944
2003	50192	Nuévalos		695	645	1934	1934
2003	50193	Nuez de Ebro		2126	1977	10875	10875
2003	50194	Olvés		445	422	2108	2108
2003	50195	Orcajo		362	319	956	956
2003	50196	Orera		433	292	877	877
2003	50197	Orés		946	780	5067	5067
2003	50198	Oseja		100	72	251	251
2003	50199	Osera de Ebro		4349	3756	20285	20285
2003	50200	Paniza		1467	1354	7851	7851
2003	50201	Paracuellos de Jiloca		1910	1638	10647	10647
2003	50202	Paracuellos de la Ribera		944	923	5540	5540
2003	50203	Pastriz		4768	4609	27648	27648
2003	50204	Pedrola		7865	7789	38947	38947
2003	50205	Pedrosas (Las)		891	884	5744	5744
2003	50206	Perdiguera		3102	2155	12931	12931
2003	50207	Piedratajada		1187	1147	4590	4590
2003	50208	Pina de Ebro		21155	21095	137116	137116
2003	50209	Pinseque		4309	4233	23281	23281
2003	50210	Pintanos (Los)		974	658	1975	1975
2003	50211	Plasencia de Jalón		2665	2641	13206	13206
2003	50212	Pleitas		866	864	5998	5998
2003	50213	Plenas		962	938	6094	6094
2003	50214	Pomer		236	159	478	478
2003	50215	Pozuel de Ariza		480	448	2913	2913
2003	50216	Pozuelo de Aragón		1057	977	4885	4885
2003	50217	Pradilla de Ebro		2436	2104	18096	18096
2003	50218	Puebla de Albortón		1263	1045	3134	3134
2003	50219	Puebla de Alfindén (La)		2745	2660	13034	13034
2003	50220	Puendeluna		370	360	2266	2266
2003	50221	Purujosa		183	46	137	137
2003	50222	Quinto		11834	9806	39224	39224
2003	50223	Remolinos		1612	1484	11870	11870
2003	50224	Retascón		962	913	3195	3195
2003	50225	Ricla		10505	6375	28688	28688
2003	50227	Romanos		882	539	1618	1618
2003	50228	Rueda de Jalón		6949	6699	33494	33494
2003	50229	Ruesca		337	311	933	933
2003	50230	Sádaba		16673	16535	107976	107976
2003	50231	Salillas de Jalón		1055	1019	5097	5097
2003	50232	Salvatierra de Esca		1016	494	3211	3211
2003	50233	Samper del Salz		480	471	3064	3064
2003	50234	San Martín de la Virgen de Moncayo		252	231	1500	1500
2003	50235	San Mateo de Gállego		4568	3817	30540	30540
2003	50236	Santa Cruz de Grío		377	244	1587	1587
2003	50237	Santa Cruz de Moncayo		389	371	1298	1298
2003	50238	Santa Eulalia de Gállego		380	264	1585	1585
2003	50239	Santed		437	380	2277	2277
2003	50240	Sástago		13757	12945	59546	59546
2003	50241	Saviñán		1810	1804	13352	13352
2003	50242	Sediles		178	148	890	890
2003	50243	Sestrica		666	595	2677	2677
2003	50244	Sierra de Luna		2322	2254	18032	18032
2003	50245	Sigüés		1389	796	5173	5173
2003	50246	Sisamón		782	742	2226	2226
2003	50247	Sobradiel		2959	2860	11438	11438
2003	50248	Sos del Rey Católico		12377	12015	52868	52868
2003	50249	Tabuenca		1214	898	4490	4490
2003	50250	Talamantes		383	293	880	880
2003	50251	Tarazona		14811	13539	86365	86365
2003	50252	Tauste		57431	48679	319331	319331
2003	50253	Terrer		3331	3224	18053	18053
2003	50254	Tierga		1224	704	3168	3168
2003	50255	Tobed		499	427	2902	2902
2003	50256	Torralba de los Frailes		1077	935	2806	2806
2003	50257	Torralba de Ribota		935	864	5181	5181
2003	50258	Torralbilla		1247	755	2266	2266
2003	50259	Torrehermosa		432	352	1758	1758
2003	50260	Torrelapaja		181	140	419	419
2003	50261	Torrellas		499	487	2434	2434
2003	50262	Torres de Berrellén		7049	7021	32298	32298
2003	50263	Torrijo de la Cañada		1793	1713	8566	8566
2003	50264	Tosos		1649	1570	9418	9418
2003	50265	Trasmoz		1064	1058	3174	3174
2003	50266	Trasobares		723	436	2836	2836
2003	50267	Uncastillo		5637	5266	42131	42131
2003	50268	Undués de Lerda		653	451	1986	1986
2003	50269	Urrea de Jalón		2329	2299	12645	12645
2003	50270	Urriés		811	639	1916	1916
2003	50271	Used		2830	2624	7872	7872
2003	50272	Utebo		4381	4338	16052	16052
2003	50273	Valdehorna		179	170	510	510
2003	50274	Val de San Martín		398	147	442	442
2003	50275	Valmadrid		544	404	1211	1211
2003	50276	Valpalmas		1569	1429	9286	9286
2003	50277	Valtorres		61	55	332	332
2003	50278	Velilla de Ebro		1966	1692	12181	12181
2003	50279	Velilla de Jiloca		1030	969	3875	3875
2003	50280	Vera de Moncayo		2028	1972	6900	6900
2003	50281	Vierlas		772	768	4226	4226
2003	50282	Vilueña (La)		385	358	2149	2149
2003	50283	Villadoz		766	680	2041	2041
2003	50284	Villafeliche		908	744	3346	3346
2003	50285	Villafranca de Ebro		3311	2918	12837	12837
2003	50286	Villalba de Perejil		667	663	1990	1990
2003	50287	Villalengua		1828	1719	10314	10314
2003	50288	Villanueva de Gállego		5734	4660	22926	22926
2003	50289	Villanueva de Jiloca		422	419	1258	1258
2003	50290	Villanueva de Huerva		2026	1702	8512	8512
2003	50291	Villar de los Navarros		1433	1430	11443	11443
2003	50292	Villarreal de Huerva		847	813	2440	2440
2003	50293	Villarroya de la Sierra		2647	2458	14747	14747
2003	50294	Villarroya del Campo		751	750	2250	2250
2003	50295	Vistabella		202	119	678	678
2003	50296	Zaida (La)		1113	873	5673	5673
2003	50297	Zaragoza		79725	73817	516718	516718
2003	50298	Zuera		19409	14549	62562	62562
2003	50901	Biel		1193	796	4777	4777
2003	50902	Marracos		1348	1344	6047	6047
2004	22001	Abiego		1744	1660	13280	13280
2004	22002	Abizanda		599	593	3677	3161
2004	22003	Adahuesca		1023	792	6333	6333
2004	22004	Agüero		828	551	2755	2617
2004	22006	Aísa		1483	364	1092	1028
2004	22007	Albalate de Cinca		8615	8530	55445	55445
2004	22008	Albalatillo		1310	1302	8463	8463
2004	22009	Albelda		9971	9904	79231	79231
2004	22011	Albero Alto		1253	1228	6018	6018
2004	22012	Albero Bajo		2006	1925	16552	16552
2004	22013	Alberuela de Tubo		3093	3012	22590	22590
2004	22014	Alcalá de Gurrea		5018	4992	32448	32241
2004	22015	Alcalá del Obispo		3594	3527	10580	10580
2004	22016	Alcampell		4993	4654	33974	33938
2004	22017	Alcolea de Cinca		11284	10800	64799	64799
2004	22018	Alcubierre		4681	4088	25755	25755
2004	22019	Alerre		624	621	4035	4035
2004	22020	Alfántega		1305	1268	8239	8239
2004	22021	Almudévar		17531	17295	89934	89898
2004	22022	Almunia de San Juan		2620	2564	21794	21794
2004	22023	Almuniente		7919	7853	41618	41618
2004	22024	Alquézar		705	642	5135	5135
2004	22025	Altorricón		6705	6693	56891	56688
2004	22027	Angüés		2145	2082	10410	10410
2004	22028	Ansó		2478	2449	14694	5203
2004	22029	Antillón		1013	955	8118	8118
2004	22032	Aragüés del Puerto		1155	1062	6372	1502
2004	22035	Arén		1895	1749	10494	9525
2004	22036	Argavieso		855	789	4342	4342
2004	22037	Arguis		641	357	2499	2344
2004	22039	Ayerbe		3106	2971	18420	18261
2004	22040	Azanuy-Alins		1115	1059	7941	7941
2004	22041	Azara		596	554	1827	1827
2004	22042	Azlor		541	520	2081	2081
2004	22043	Baells		1054	983	2947	2947
2004	22044	Bailo		3334	2726	17719	14602
2004	22045	Baldellou		601	470	1410	1322
2004	22046	Ballobar		6589	6021	33113	33113
2004	22047	Banastás		318	306	1838	1838
2004	22048	Barbastro		11956	11474	88350	88245
2004	22049	Barbués		2930	2883	12396	12396
2004	22050	Barbuñales		595	591	4137	4137
2004	22051	Bárcabo		1210	1195	6334	6044
2004	22052	Belver de Cinca		15404	15091	70928	70928
2004	22053	Benabarre		3819	3727	32798	32438
2004	22054	Benasque		1261	447	2009	2009
2004	22055	Berbegal		3478	3342	23393	23393
2004	22057	Bielsa		3732	345	3105	2478
2004	22058	Bierge		1702	1617	10511	9762
2004	22059	Biescas		3803	1870	9350	7294
2004	22060	Binaced		17441	17233	120628	120628
2004	22061	Binéfar		4433	4243	20791	20709
2004	22062	Bisaurri		508	286	1144	1078
2004	22063	Biscarrués		1529	1489	7445	7365
2004	22064	Blecua y Torres		1821	1775	15086	15086
2004	22066	Boltaña		2138	1813	11785	8787
2004	22067	Bonansa		374	370	2220	1981
2004	22068	Borau		932	165	495	436
2004	22069	Broto		2283	1269	7868	5431
2004	22072	Caldearenas		2289	1754	11401	9129
2004	22074	Campo		665	376	1128	703
2004	22075	Camporrells		753	578	2890	2890
2004	22076	Canal de Berdún		3418	2411	15672	15422
2004	22077	Candasnos		3936	2925	8776	8776
2004	22078	Canfranc		700	72	357	357
2004	22079	Capdesaso		1647	1251	8131	8131
2004	22080	Capella		1054	1031	8248	7518
2004	22081	Casbas de Huesca		2753	2694	17511	16730
2004	22082	Castejón del Puente		2761	2729	12009	12009
2004	22083	Castejón de Monegros		6654	5904	35421	35421
2004	22084	Castejón de Sos		580	528	4224	4202
2004	22085	Castelflorite		4061	4027	18120	18120
2004	22086	Castiello de Jaca		372	277	1662	1634
2004	22087	Castigaleu		564	561	3928	3928
2004	22088	Castillazuelo		577	534	2935	2935
2004	22089	Castillonroy		1423	1295	3885	3826
2004	22090	Colungo		475	373	2238	2147
2004	22094	Chalamera		1785	1763	10753	10753
2004	22095	Chía		213	126	694	694
2004	22096	Chimillas		829	801	4804	4804
2004	22099	Esplús		15533	15529	155290	155250
2004	22102	Estada		509	494	3211	3211
2004	22103	Estadilla		3087	2972	17238	17205
2004	22105	Estopiñán del Castillo		1687	1524	12192	11422
2004	22106	Fago		45	34	205	205
2004	22107	Fanlo		1092	963	6260	4452
2004	22109	Fiscal		2752	2383	14298	10506
2004	22110	Fonz		3951	3839	25337	25307
2004	22111	Foradada del Toscar		1394	1170	7020	5811
2004	22112	Fraga		57252	55122	424439	424353
2004	22113	Fueva (La)		3001	2854	22832	21094
2004	22114	Gistaín		386	240	1560	1512
2004	22115	Grado (El)		1857	1657	9945	9945
2004	22116	Grañén		18313	18197	118281	118227
2004	22117	Graus		6016	5806	43545	39443
2004	22119	Gurrea de Gállego		18350	17580	114270	113623
2004	22122	Hoz de Jaca		137	73	326	326
2004	22124	Huerto		7647	7539	49004	48975
2004	22125	Huesca		16756	16144	104935	104935
2004	22126	Ibieca		522	492	2459	2459
2004	22127	Igriés		982	765	2296	2296
2004	22128	Ilche		8195	8181	49087	49087
2004	22129	Isábena		1242	1064	3192	3003
2004	22130	Jaca		12244	10310	51550	43905
2004	22131	Jasa		166	42	252	229
2004	22133	Labuerda		282	226	1356	1260
2004	22135	Laluenga		2935	2921	23370	23370
2004	22136	Lalueza		11405	11312	97283	97283
2004	22137	Lanaja		15616	14904	104328	104302
2004	22139	Laperdiguera		769	756	4914	4914
2004	22141	Lascellas-Ponzano		973	943	4716	4716
2004	22142	Lascuarre		576	538	4304	3877
2004	22143	Laspaúles		983	698	2792	2652
2004	22144	Laspuña		653	277	2216	1841
2004	22149	Loarre		2453	1893	12305	12184
2004	22150	Loporzano		4239	4052	16210	16210
2004	22151	Loscorrales		2683	2494	14963	14963
2004	22155	Monesma y Cajigar		837	808	5656	4849
2004	22156	Monflorite-Lascasas		3986	3958	19791	19791
2004	22157	Montanuy		1614	1482	8892	8030
2004	22158	Monzón		29892	29463	191510	191482
2004	22160	Naval		482	472	2926	2556
2004	22162	Novales		1511	1446	7085	7085
2004	22163	Nueno		2058	1717	5151	5034
2004	22164	Olvena		283	228	1480	1480
2004	22165	Ontiñena		5243	4834	24170	24103
2004	22167	Osso de Cinca		10372	9995	59967	59967
2004	22168	Palo		215	188	1222	1092
2004	22170	Panticosa		773	101	454	454
2004	22172	Peñalba		4907	4574	25614	25576
2004	22173	Peñas de Riglos (Las)		2627	2123	13800	10531
2004	22174	Peralta de Alcofea		7494	7311	49714	49714
2004	22175	Peralta de Calasanz		2105	1954	12701	12583
2004	22176	Peraltilla		710	669	2209	2209
2004	22177	Perarrúa		667	600	4800	4661
2004	22178	Pertusa		2625	2586	18880	18880
2004	22181	Piracés		1649	1635	10461	10461
2004	22182	Plan		1078	572	3718	2368
2004	22184	Poleñino		4994	4836	39172	39172
2004	22186	Pozán de Vero		558	526	3259	3259
2004	22187	Puebla de Castro (La)		534	502	3010	3010
2004	22188	Puente de Montañana		815	781	4686	3140
2004	22189	Puértolas		1622	437	3496	2821
2004	22190	Pueyo de Araguás (El)		916	814	4884	4034
2004	22193	Pueyo de Santa Cruz		1943	1726	11219	11219
2004	22195	Quicena		710	689	2894	2894
2004	22197	Robres		5407	5133	24638	24638
2004	22199	Sabiñánigo		7182	6411	50006	34771
2004	22200	Sahún		601	267	935	851
2004	22201	Salas Altas		698	674	4378	4378
2004	22202	Salas Bajas		517	496	3225	3225
2004	22203	Salillas		1990	1956	10756	10756
2004	22204	Sallent de Gállego		1094	1052	3156	3156
2004	22205	San Esteban de Litera		7701	7626	64821	64670
2004	22206	Sangarrén		4708	4529	31702	31702
2004	22207	San Juan de Plan		319	238	1547	1168
2004	22208	Santa Cilia		1066	896	5376	5222
2004	22209	Santa Cruz de la Serós		424	324	1782	1762
2004	22212	Santaliestra y San Quílez		327	306	1836	1368
2004	22213	Sariñena		32495	31676	228067	227831
2004	22214	Secastilla		489	441	1323	877
2004	22215	Seira		456	197	1182	690
2004	22217	Sena		12608	12489	87423	87212
2004	22218	Senés de Alcubierre		1020	988	5335	5335
2004	22220	Sesa		1770	1611	8858	8858
2004	22221	Sesué		198	178	1065	1065
2004	22222	Siétamo		2402	2353	15295	15295
2004	22223	Sopeira		525	446	2676	2325
2004	22225	Tamarite de Litera		20672	20521	155962	155962
2004	22226	Tardienta		4817	4206	36172	36172
2004	22227	Tella-Sin		461	318	954	954
2004	22228	Tierz		823	815	3667	3667
2004	22229	Tolva		1021	1002	6513	6300
2004	22230	Torla-Ordesa		2696	2665	17323	7537
2004	22232	Torralba de Aragón		2126	2093	9628	9628
2004	22233	Torre la Ribera		300	262	1048	993
2004	22234	Torrente de Cinca		8249	8162	57134	56815
2004	22235	Torres de Alcanadre		2226	2197	14283	14283
2004	22236	Torres de Barbués		2035	2007	12044	12044
2004	22239	Tramaced		2248	2240	14562	14562
2004	22242	Valfarta		2349	2323	13008	13008
2004	22243	Valle de Bardají		578	331	1754	1083
2004	22244	Valle de Lierp		555	418	2215	1848
2004	22245	Velilla de Cinca		4941	4420	35359	35359
2004	22246	Beranuy		410	361	1805	1656
2004	22247	Viacamp y Litera		934	870	5220	3671
2004	22248	Vicién		1374	1224	4898	4898
2004	22249	Villanova		218	178	888	888
2004	22250	Villanúa		1396	426	2769	1940
2004	22251	Villanueva de Sigena		11630	11349	68094	67826
2004	22252	Yebra de Basa		986	696	5916	4102
2004	22253	Yésero		941	267	801	243
2004	22254	Zaidín		21836	21370	106848	106848
2004	22901	Valle de Hecho		4080	901	5406	5406
2004	22902	Puente la Reina de Jaca		1875	1752	7884	7331
2004	22903	San Miguel del Cinca		18152	17897	69797	69797
2004	22904	Sotonera (La)		10867	10471	78533	77059
2004	22905	Lupiñén-Ortilla		10165	9963	50811	50682
2004	22906	Santa María de Dulcis		744	711	4267	4267
2004	22907	Aínsa-Sobrarbe		4993	4307	25842	23602
2004	22908	Hoz y Costeán		1333	1276	8297	8297
2004	22909	Vencillón		1925	1880	14097	14097
2004	44001	Ababuj		984	966	7727	7727
2004	44002	Abejuela		408	328	2131	2131
2004	44003	Aguatón		292	292	2334	2334
2004	44004	Aguaviva		1611	1540	7699	7699
2004	44005	Aguilar del Alfambra		947	926	7405	7405
2004	44006	Alacón		1397	1397	4192	4192
2004	44007	Alba		2545	2545	10180	10180
2004	44008	Albalate del Arzobispo		6117	5965	26842	26842
2004	44009	Albarracín		20093	3550	19523	19523
2004	44010	Albentosa		1042	1041	6249	6249
2004	44011	Alcaine		584	584	2335	2335
2004	44012	Alcalá de la Selva		1566	583	5015	5015
2004	44013	Alcañiz		19929	7239	79634	79634
2004	44014	Alcorisa		3414	2650	17229	17229
2004	44016	Alfambra		2790	2645	17983	17983
2004	44017	Aliaga		2966	2021	12330	12330
2004	44018	Almohaja		155	155	466	466
2004	44019	Alobras		258	132	395	395
2004	44020	Alpeñés		505	475	2139	2139
2004	44021	Allepuz		1396	1278	6390	6390
2004	44022	Alloza		1203	1069	4702	4702
2004	44023	Allueva		345	317	2536	2536
2004	44024	Anadón		276	276	1654	1654
2004	44025	Andorra		4142	3969	38104	38104
2004	44026	Arcos de las Salinas		584	545	3268	3268
2004	44027	Arens de Lledó		769	603	4824	4824
2004	44028	Argente		1853	1852	12039	12039
2004	44029	Ariño		1053	802	4812	4812
2004	44031	Azaila		1837	1837	11940	11940
2004	44032	Bádenas		553	548	3012	3012
2004	44033	Báguena		1440	1430	9298	9298
2004	44034	Bañón		1321	890	4893	4893
2004	44035	Barrachina		619	619	2788	2788
2004	44036	Bea		299	297	2375	2375
2004	44037	Beceite		2605	479	2156	2156
2004	44038	Belmonte de San José		260	216	1407	1407
2004	44039	Bello		1902	1902	15213	15213
2004	44040	Berge		697	661	4293	4293
2004	44041	Bezas		883	835	2505	2505
2004	44042	Blancas		1175	1175	3525	3525
2004	44043	Blesa		1639	673	5724	5724
2004	44044	Bordón		345	294	2528	2528
2004	44045	Bronchales		1165	552	3590	3590
2004	44046	Bueña		706	706	4592	4592
2004	44047	Burbáguena		1274	1216	6081	6081
2004	44048	Cabra de Mora		624	189	1704	1704
2004	44049	Calaceite		1935	1852	12039	12039
2004	44050	Calamocha		9733	9523	61900	61900
2004	44051	Calanda		6118	6118	40378	40378
2004	44052	Calomarde		754	203	609	609
2004	44053	Camañas		1269	1269	8247	8247
2004	44054	Camarena de la Sierra		1150	407	2037	2037
2004	44055	Camarillas		1914	1908	15264	15264
2004	44056	Caminreal		2060	2060	13389	13389
2004	44059	Cantavieja		2044	1370	8905	8905
2004	44060	Cañada de Benatanduz		1168	819	2458	2458
2004	44061	Cañada de Verich (La)		131	129	774	774
2004	44062	Cañada Vellida		803	800	5439	5439
2004	44063	Cañizar del Olivar		280	259	1815	1815
2004	44064	Cascante del Río		851	851	5104	5104
2004	44065	Castejón de Tornos		726	726	3630	3630
2004	44066	Castel de Cabra		584	584	2921	2921
2004	44067	Castelnou		1792	1792	11646	11646
2004	44068	Castelserás		1337	1337	5349	5349
2004	44070	Castellar (El)		652	183	1647	1647
2004	44071	Castellote		3241	2682	20112	20112
2004	44074	Cedrillas		1492	1221	5493	5493
2004	44075	Celadas		2237	2236	17891	17891
2004	44076	Cella		6995	5830	34977	34977
2004	44077	Cerollera (La)		435	164	493	493
2004	44080	Codoñera (La)		265	265	1720	1720
