Año	Municipio código	Municipio nombre	Rústica   Número de recibos	Rústica   Base imponible (miles de euros)	Rústica   Base liquidable (miles de euros)	Rústica   Cuota íntegra (euros)	Rústica   Cuota líquida (euros)
2009	44119	Griegos	425	1490	1480	4440	1006
2009	44120	Guadalaviar	288	1562	1562	4687	4131
2009	44121	Gúdar	201	1591	1319	8576	6196
2009	44122	Híjar	1667	8736	8736	80375	78809
2009	44123	Hinojosa de Jarque	192	840	840	4200	4069
2009	44124	Hoz de la Vieja (La)	694	675	675	4388	4228
2009	44125	Huesa del Común	805	2346	2148	16109	16109
2009	44126	Iglesuela del Cid (La)	619	897	897	2692	1794
2009	44127	Jabaloyas	410	590	590	2360	1347
2009	44128	Jarque de la Val	129	689	689	3445	3232
2009	44129	Jatiel	155	447	447	4474	4474
2009	44130	Jorcas	212	934	934	7471	7471
2009	44131	Josa	330	416	416	2703	2487
2009	44132	Lagueruela	194	742	742	5938	5898
2009	44133	Lanzuela	136	336	336	2686	2499
2009	44135	Libros	921	673	673	2020	1880
2009	44136	Lidón	134	775	775	3722	3722
2009	44137	Linares de Mora	671	1728	1728	10368	10368
2009	44138	Loscos	855	1950	1950	5851	5851
2009	44141	Lledó	339	635	635	2856	2446
2009	44142	Maicas	268	249	249	1621	1356
2009	44143	Manzanera	1778	2829	2829	19801	9604
2009	44144	Martín del Río	743	1656	1656	9605	8322
2009	44145	Mas de las Matas	894	4161	3065	16858	16004
2009	44146	Mata de los Olmos (La)	217	395	395	1184	1048
2009	44147	Mazaleón	1238	2579	2579	10317	9972
2009	44148	Mezquita de Jarque	119	852	852	4259	4107
2009	44149	Mirambel	194	655	655	2293	2275
2009	44150	Miravete de la Sierra	128	582	582	4077	3991
2009	44151	Molinos	709	1345	1345	9412	8296
2009	44152	Monforte de Moyuela	419	1157	1157	3471	3240
2009	44153	Monreal del Campo	2002	3757	3757	29306	29306
2009	44154	Monroyo	684	2193	2193	17542	9672
2009	44155	Montalbán	1357	1324	1324	11915	8481
2009	44156	Monteagudo del Castillo	214	957	957	2872	2547
2009	44157	Monterde de Albarracín	254	338	338	1014	789
2009	44158	Mora de Rubielos	1659	3804	3804	26625	11578
2009	44159	Moscardón	285	810	810	3241	1120
2009	44160	Mosqueruela	912	8164	8164	48986	9499
2009	44161	Muniesa	1116	3422	3422	34219	34219
2009	44163	Noguera de Albarracín	451	1567	1567	4700	1295
2009	44164	Nogueras	201	339	339	2032	1894
2009	44165	Nogueruelas	569	2990	2990	8971	3238
2009	44167	Obón	647	1268	1268	10142	9608
2009	44168	Odón	511	1520	1520	12162	12140
2009	44169	Ojos Negros	749	1612	1612	9674	9648
2009	44171	Olba	1197	389	389	2725	2258
2009	44172	Oliete	1633	2058	2058	13995	13560
2009	44173	Olmos (Los)	510	1034	1034	6206	5628
2009	44174	Orihuela del Tremedal	536	2553	2553	16593	13972
2009	44175	Orrios	302	755	755	4077	4077
2009	44176	Palomar de Arroyos	367	652	652	3258	3173
2009	44177	Pancrudo	370	2209	2209	9940	9282
2009	44178	Parras de Castellote (Las)	367	460	460	2072	1761
2009	44179	Peñarroya de Tastavins	583	1193	1193	5964	3251
2009	44180	Peracense	286	405	405	2634	2444
2009	44181	Peralejos	188	499	499	3097	2622
2009	44182	Perales del Alfambra	500	2252	2252	11259	11259
2009	44183	Pitarque	427	709	709	2128	1596
2009	44184	Plou	374	467	419	2724	2724
2009	44185	Pobo (El)	399	1145	1145	7441	6783
2009	44187	Portellada (La)	430	507	507	1521	1214
2009	44189	Pozondón	367	859	677	2031	1242
2009	44190	Pozuel del Campo	522	869	869	2867	2749
2009	44191	Puebla de Híjar (La)	1082	3604	3604	36039	35014
2009	44192	Puebla de Valverde (La)	1132	3364	3364	30273	30273
2009	44193	Puertomingalvo	831	1119	1119	6935	3631
2009	44194	Ráfales	479	753	753	2260	1089
2009	44195	Rillo	247	816	816	4078	3946
2009	44196	Riodeva	842	393	393	1571	1570
2009	44197	Ródenas	275	811	685	2054	2054
2009	44198	Royuela	367	498	498	3239	3239
2009	44199	Rubiales	192	364	364	1092	329
2009	44200	Rubielos de la Cérida	197	762	762	3049	3049
2009	44201	Rubielos de Mora	993	1342	1342	8588	5967
2009	44203	Salcedillo	76	331	331	2645	1911
2009	44204	Saldón	307	299	299	896	887
2009	44205	Samper de Calanda	1286	5619	5619	32590	32590
2009	44206	San Agustín	1227	1226	1226	8583	8450
2009	44207	San Martín del Río	675	854	854	5551	5551
2009	44208	Santa Cruz de Nogueras	139	284	284	1421	1421
2009	44209	Santa Eulalia	1048	4081	4081	24486	23395
2009	44210	Sarrión	1672	1092	1092	7099	7022
2009	44211	Segura de los Baños	410	805	805	3222	2942
2009	44212	Seno	171	232	232	1162	1162
2009	44213	Singra	330	2019	2019	13123	13123
2009	44215	Terriente	675	623	623	1870	1544
2009	44216	Teruel	5509	12717	12717	72487	72486
2009	44217	Toril y Masegoso	350	573	573	3035	1012
2009	44218	Tormón	182	739	739	2217	1824
2009	44219	Tornos	536	1191	1191	3573	3572
2009	44220	Torralba de los Sisones	244	3153	2510	13807	12505
2009	44221	Torrecilla de Alcañiz	664	1554	1185	4740	4740
2009	44222	Torrecilla del Rebollar	475	2667	2288	9151	8022
2009	44223	Torre de Arcas	248	539	539	2157	2049
2009	44224	Torre de las Arcas	500	454	454	3636	2228
2009	44225	Torre del Compte	426	772	772	4170	3835
2009	44226	Torrelacárcel	442	1520	1520	7601	7601
2009	44227	Torre los Negros	185	817	817	4904	4756
2009	44228	Torremocha de Jiloca	247	4430	2699	21595	18177
2009	44229	Torres de Albarracín	353	357	357	2856	1015
2009	44230	Torrevelilla	698	933	709	2126	2126
2009	44231	Torrijas	357	1538	1538	10153	2540
2009	44232	Torrijo del Campo	1059	1982	1982	11894	9810
2009	44234	Tramacastiel	657	620	620	3100	3099
2009	44235	Tramacastilla	351	551	551	3583	1047
2009	44236	Tronchón	360	531	531	1593	1592
2009	44237	Urrea de Gaén	718	1971	1971	6899	6898
2009	44238	Utrillas	557	296	296	1331	1330
2009	44239	Valacloche	312	188	188	1223	806
2009	44240	Valbona	538	758	758	4550	4550
2009	44241	Valdealgorfa	817	929	929	4644	4553
2009	44243	Valdecuenca	286	205	205	923	607
2009	44244	Valdelinares	324	1331	1331	3992	2654
2009	44245	Valdeltormo	409	387	387	2710	2710
2009	44246	Valderrobres	1826	3437	3437	20620	16351
2009	44247	Valjunquera	664	1213	1074	6443	5881
2009	44249	Vallecillo (El)	170	363	363	1815	1015
2009	44250	Veguillas de la Sierra	144	240	240	719	503
2009	44251	Villafranca del Campo	732	3866	3866	11597	11597
2009	44252	Villahermosa del Campo	182	727	727	5089	5088
2009	44256	Villanueva del Rebollar de la Sierra	292	578	578	4628	4567
2009	44257	Villar del Cobo	800	1299	1299	5196	3096
2009	44258	Villar del Salz	474	413	413	1238	1237
2009	44260	Villarluengo	844	2161	2161	12964	12964
2009	44261	Villarquemado	1450	5298	5298	26491	26491
2009	44262	Villarroya de los Pinares	518	909	909	4089	4089
2009	44263	Villastar	809	2274	1571	10212	9933
2009	44264	Villel	2495	2384	1757	11419	11418
2009	44265	Vinaceite	440	2717	2717	21733	21518
2009	44266	Visiedo	335	1392	1392	11137	6960
2009	44267	Vivel del Río Martín	475	1000	1000	4998	3826
2009	44268	Zoma (La)	126	213	213	852	392
2009	50001	Abanto	391	1045	1045	3134	3134
2009	50002	Acered	428	1295	951	6659	6657
2009	50003	Agón	551	1553	1553	10095	10012
2009	50004	Aguarón	510	1919	1919	12859	12859
2009	50005	Aguilón	224	1485	1485	7424	7424
2009	50006	Ainzón	1249	2188	2188	12033	12033
2009	50007	Aladrén	108	723	503	3019	3019
2009	50008	Alagón	733	8930	8930	68758	63972
2009	50009	Alarba	342	677	677	2030	1953
2009	50010	Alberite de San Juan	473	562	562	3934	3624
2009	50011	Albeta	109	2145	1256	9422	9241
2009	50012	Alborge	84	606	606	3759	3523
2009	50013	Alcalá de Ebro	414	3162	3162	18972	18972
2009	50014	Alcalá de Moncayo	329	724	724	5789	5789
2009	50015	Alconchel de Ariza	354	894	894	4470	4470
2009	50016	Aldehuela de Liestos	336	618	618	1853	1846
2009	50017	Alfajarín	1685	6526	6526	35891	35891
2009	50018	Alfamén	741	14910	14910	120774	119319
2009	50019	Alforque	99	736	736	4566	4215
2009	50020	Alhama de Aragón	678	1125	1125	7313	6989
2009	50021	Almochuel	198	969	969	6782	5841
2009	50022	Almolda (La)	649	5837	5837	37944	32023
2009	50023	Almonacid de la Cuba	685	2239	2239	13433	13152
2009	50024	Almonacid de la Sierra	621	10679	9930	69509	69505
2009	50025	Almunia de Doña Godina (La)	1501	43862	32938	289852	288767
2009	50026	Alpartir	314	906	906	6791	6279
2009	50027	Ambel	785	1389	1389	9031	9031
2009	50028	Anento	430	899	899	5846	5817
2009	50029	Aniñón	463	3412	2310	13863	13861
2009	50030	Añón de Moncayo	745	938	938	4689	4089
2009	50031	Aranda de Moncayo	906	1597	1597	6069	6069
2009	50032	Arándiga	943	1916	1916	9582	9582
2009	50033	Ardisa	87	880	782	4924	4815
2009	50034	Ariza	460	3001	3001	17407	14706
2009	50035	Artieda	62	552	552	3311	2196
2009	50036	Asín	171	676	676	4394	4205
2009	50037	Atea	601	1016	1016	3049	2944
2009	50038	Ateca	1493	3465	3465	23213	20618
2009	50039	Azuara	610	5966	5966	47731	47731
2009	50040	Badules	167	770	770	2310	2310
2009	50041	Bagüés	47	393	274	1204	1084
2009	50042	Balconchán	211	305	305	915	575
2009	50043	Bárboles	176	4630	4630	25927	25927
2009	50044	Bardallur	550	2422	2422	12112	11623
2009	50045	Belchite	1564	10605	10605	68930	64366
2009	50046	Belmonte de Gracián	339	1469	1469	11020	10045
2009	50047	Berdejo	267	235	235	705	484
2009	50048	Berrueco	105	302	302	1812	1812
2009	50050	Bijuesca	811	1160	1160	6959	6959
2009	50051	Biota	926	10993	10993	85742	83524
2009	50052	Bisimbre	243	992	992	6446	6446
2009	50053	Boquiñeni	611	3860	3860	25860	25332
2009	50054	Bordalba	176	871	871	5659	5074
2009	50055	Borja	1434	7082	7082	57364	52651
2009	50056	Botorrita	156	1557	1557	9342	9342
2009	50057	Brea de Aragón	87	357	357	1571	1571
2009	50058	Bubierca	330	938	938	2814	2814
2009	50059	Bujaraloz	485	7532	7532	33894	33894
2009	50060	Bulbuente	757	1140	1140	7409	6895
2009	50061	Bureta	506	714	714	4997	4997
2009	50062	Burgo de Ebro (El)	814	5353	5353	24087	23077
2009	50063	Buste (El)	194	157	157	939	939
2009	50064	Cabañas de Ebro	311	2948	2948	22113	22113
2009	50065	Cabolafuente	411	967	967	4837	4837
2009	50066	Cadrete	422	7041	4856	31564	31563
2009	50067	Calatayud	1582	8044	8044	45607	45491
2009	50068	Calatorao	1431	19194	15060	50001	50001
2009	50069	Calcena	501	223	223	1005	587
2009	50070	Calmarza	425	551	551	4411	3851
2009	50071	Campillo de Aragón	232	848	848	4240	2383
2009	50072	Carenas	455	586	586	3516	3516
2009	50073	Cariñena	1642	9748	9748	73107	73031
2009	50074	Caspe	2925	38205	38205	343842	343842
2009	50075	Castejón de Alarba	240	474	474	1423	1411
2009	50076	Castejón de las Armas	392	609	609	4264	4264
2009	50077	Castejón de Valdejasa	185	3159	3159	20532	20532
2009	50078	Castiliscar	436	4443	4443	31100	31100
2009	50079	Cervera de la Cañada	241	1532	1532	9192	7525
2009	50080	Cerveruela	10	267	267	800	797
2009	50081	Cetina	1378	2848	2848	11108	11108
2009	50082	Cimballa	305	803	803	3213	2973
2009	50083	Cinco Olivas	131	454	454	1363	1363
2009	50084	Clarés de Ribota	325	477	477	1430	1394
2009	50085	Codo	265	841	841	5465	5140
2009	50086	Codos	883	1236	1236	6180	6180
2009	50087	Contamina	291	718	718	5385	5187
2009	50088	Cosuenda	321	2448	1874	13871	13870
2009	50089	Cuarte de Huerva	131	986	777	4662	4661
2009	50090	Cubel	355	1407	1407	4222	3000
2009	50091	Cuerlas (Las)	193	1021	1021	6129	5464
2009	50092	Chiprana	144	6188	6188	22277	20404
2009	50093	Chodes	306	1230	1230	4920	4920
2009	50094	Daroca	813	18447	11935	71608	71608
2009	50095	Ejea de los Caballeros	2571	100264	100264	578526	502863
2009	50096	Embid de Ariza	342	942	942	2827	2827
2009	50098	Encinacorba	187	851	851	3831	3831
2009	50099	Épila	1032	22498	22498	193732	179445
2009	50100	Erla	351	2718	2718	20388	19936
2009	50101	Escatrón	1054	3054	3054	27177	26246
2009	50102	Fabara	1092	5077	5077	24876	24528
2009	50104	Farlete	276	2800	2800	22399	22399
2009	50105	Fayón	244	932	932	7733	6285
2009	50106	Fayos (Los)	220	211	211	1057	1057
2009	50107	Figueruelas	235	4212	4212	12635	10762
2009	50108	Fombuena	182	194	194	582	471
2009	50109	Frago (El)	156	430	430	2583	2583
2009	50110	Frasno (El)	1156	1271	1271	12073	11775
2009	50111	Fréscano	229	2309	2309	10969	10969
2009	50113	Fuendejalón	1237	3720	3720	24181	22757
2009	50114	Fuendetodos	210	2118	1476	11805	11804
2009	50115	Fuentes de Ebro	1993	10407	10407	67648	64171
2009	50116	Fuentes de Jiloca	426	1595	1595	9568	9127
2009	50117	Gallocanta	203	649	649	3896	3562
2009	50118	Gallur	657	9487	9487	75896	70893
2009	50119	Gelsa	877	10874	8075	85592	85592
2009	50120	Godojos	239	352	352	1410	1410
2009	50121	Gotor	784	708	708	3542	3542
2009	50122	Grisel	643	862	862	4312	3375
2009	50123	Grisén	199	2038	2038	13245	13245
2009	50124	Herrera de los Navarros	880	3148	3148	25183	25183
2009	50125	Ibdes	780	2413	2413	19303	18941
2009	50126	Illueca	164	1966	1446	5786	5216
2009	50128	Isuerre	74	443	443	1329	1329
2009	50129	Jaraba	291	973	973	7787	7318
2009	50130	Jarque	842	1470	1470	8819	8819
2009	50131	Jaulín	186	1400	1400	7700	7700
2009	50132	Joyosa (La)	144	1889	1889	10143	9996
2009	50133	Lagata	333	2067	1306	8492	8492
2009	50134	Langa del Castillo	442	1586	1586	4758	3316
2009	50135	Layana	109	597	597	4180	4167
2009	50136	Lécera	423	2978	2978	23825	19588
2009	50137	Leciñena	573	5510	5510	33058	21011
2009	50138	Lechón	62	895	895	3133	2927
2009	50139	Letux	690	1721	1721	11190	10333
2009	50140	Litago	536	806	806	4031	4031
2009	50141	Lituénigo	360	555	377	1508	1505
2009	50142	Lobera de Onsella	142	337	337	1481	1481
2009	50143	Longares	516	3110	3110	19591	19591
2009	50144	Longás	90	432	432	1900	1063
2009	50146	Lucena de Jalón	220	4236	4236	21182	20976
2009	50147	Luceni	613	5706	5706	42221	42221
2009	50148	Luesia	590	2562	2562	20498	19817
2009	50149	Luesma	185	328	328	985	985
2009	50150	Lumpiaque	411	2636	1954	12702	12701
2009	50151	Luna	818	20953	20953	184075	184075
2009	50152	Maella	971	11992	8797	43104	43071
2009	50153	Magallón	976	4252	4252	33168	28720
2009	50154	Mainar	317	1226	1226	3677	3348
2009	50155	Malanquilla	265	644	644	1933	1933
2009	50156	Maleján	21	6	6	38	35
2009	50157	Malón	394	1191	1191	7381	7102
2009	50159	Maluenda	525	2683	2683	16099	14199
2009	50160	Mallén	1098	8004	8004	80842	78273
2009	50161	Manchones	261	928	928	5568	5568
2009	50162	Mara	435	1645	1496	6732	6731
2009	50163	María de Huerva	1056	2589	2589	18120	18120
2009	50164	Mediana de Aragón	600	2184	2184	19658	19658
2009	50165	Mequinenza	1350	8070	8070	32281	31438
2009	50166	Mesones de Isuela	387	1280	1280	6399	6399
2009	50167	Mezalocha	384	4435	3563	28502	28499
2009	50168	Mianos	83	624	471	3064	3048
2009	50169	Miedes de Aragón	276	2016	2016	10080	6343
2009	50170	Monegrillo	339	7037	7037	35183	26234
2009	50171	Moneva	298	1046	1046	7476	6959
2009	50172	Monreal de Ariza	685	3191	3191	12764	12764
2009	50173	Monterde	396	1904	1904	13331	9781
2009	50174	Montón	167	1134	1134	5672	5672
2009	50175	Morata de Jalón	350	1777	1777	5332	4583
2009	50176	Morata de Jiloca	437	1541	1541	6936	6462
2009	50177	Morés	187	913	913	4563	4563
2009	50178	Moros	1095	4098	4098	24587	24244
2009	50179	Moyuela	777	1456	1456	10195	10084
2009	50180	Mozota	188	536	536	2950	2838
2009	50181	Muel	762	3331	3331	14991	14702
2009	50182	Muela (La)	290	3853	3853	15411	15411
2009	50183	Munébrega	990	2437	1998	15986	15967
2009	50184	Murero	201	642	642	3853	3586
2009	50185	Murillo de Gállego	317	770	770	4619	4619
2009	50186	Navardún	77	1378	996	4382	4381
2009	50187	Nigüella	269	727	727	3272	3272
2009	50188	Nombrevilla	40	673	566	1980	1060
2009	50189	Nonaspe	520	3427	3427	29132	22224
2009	50190	Novallas	806	2900	2900	26102	26102
2009	50191	Novillas	1063	9687	9687	68097	65755
2009	50192	Nuévalos	168	2707	1769	13266	12951
2009	50193	Nuez de Ebro	175	2641	2275	12511	12361
2009	50194	Olvés	118	778	549	2745	2744
2009	50195	Orcajo	294	354	354	1062	869
2009	50196	Orera	94	458	458	1374	1031
2009	50197	Orés	232	999	999	6491	6491
2009	50198	Oseja	141	110	110	385	269
2009	50199	Osera de Ebro	394	5686	5686	37530	37530
2009	50200	Paniza	461	1640	1640	10334	9700
2009	50201	Paracuellos de Jiloca	326	2118	2118	13765	13765
2009	50202	Paracuellos de la Ribera	544	1015	1015	6089	6089
2009	50203	Pastriz	370	5389	5389	43111	43111
2009	50204	Pedrola	1053	8682	8682	45148	45148
2009	50205	Pedrosas (Las)	116	1159	1079	10787	10786
2009	50206	Perdiguera	332	3388	3388	25414	25414
2009	50207	Piedratajada	88	1766	1550	6200	6200
2009	50208	Pina de Ebro	1389	24017	24017	156110	132986
2009	50209	Pinseque	558	4567	4567	25118	25118
2009	50210	Pintanos (Los)	147	904	904	2711	2211
2009	50211	Plasencia de Jalón	500	2959	2959	17754	17754
2009	50212	Pleitas	160	973	973	6753	6735
2009	50213	Plenas	690	1059	1059	6882	6756
2009	50214	Pomer	275	240	240	720	720
2009	50215	Pozuel de Ariza	211	541	541	3517	3131
2009	50216	Pozuelo de Aragón	156	1192	1192	5962	5962
2009	50217	Pradilla de Ebro	455	2682	2682	23065	19926
2009	50218	Puebla de Albortón	163	1389	1389	4168	3448
2009	50219	Puebla de Alfindén (La)	336	3036	3036	16244	15952
2009	50220	Puendeluna	55	468	420	2643	2642
2009	50221	Purujosa	153	166	166	497	494
2009	50222	Quinto	829	21140	15234	60937	60921
2009	50223	Remolinos	368	1830	1830	16467	15206
2009	50224	Retascón	122	1082	1082	3788	3612
2009	50225	Ricla	705	29336	27034	135170	124812
2009	50227	Romanos	60	1015	1015	3044	1996
2009	50228	Rueda de Jalón	746	7737	7737	50292	50292
2009	50229	Ruesca	80	368	368	1105	970
2009	50230	Sádaba	959	27122	24003	177625	177545
2009	50231	Salillas de Jalón	121	1106	1106	7077	6414
2009	50232	Salvatierra de Esca	214	1490	1239	8056	8056
2009	50233	Samper del Salz	313	545	545	3545	3484
2009	50234	San Martín de la Virgen de Moncayo	279	272	272	1766	1680
2009	50235	San Mateo de Gállego	516	4945	4945	40548	32919
2009	50236	Santa Cruz de Grío	78	420	420	2729	2729
2009	50237	Santa Cruz de Moncayo	453	1910	1364	6138	6137
2009	50238	Santa Eulalia de Gállego	198	1213	781	4689	4578
2009	50239	Santed	116	487	487	2922	2922
2009	50240	Sástago	1110	15876	15876	88907	81494
2009	50241	Saviñán	680	2049	2049	15165	15165
2009	50242	Sediles	120	154	154	1152	1152
2009	50243	Sestrica	709	730	730	5109	4567
2009	50244	Sierra de Luna	242	2570	2570	25699	25699
2009	50245	Sigüés	102	1143	1143	7427	7427
2009	50246	Sisamón	395	880	880	2641	2479
2009	50247	Sobradiel	287	4337	3748	14991	14991
2009	50248	Sos del Rey Católico	930	13935	13935	61315	59652
2009	50249	Tabuenca	256	1373	1373	6866	4232
2009	50250	Talamantes	344	384	384	1151	1151
2009	50251	Tarazona	2937	16218	16218	123258	121659
2009	50252	Tauste	2184	64111	64111	468648	468648
2009	50253	Terrer	657	3689	3689	20658	19978
2009	50254	Tierga	305	1402	1402	6307	3399
2009	50255	Tobed	605	523	523	3556	3192
2009	50256	Torralba de los Frailes	468	1244	1244	3731	3152
2009	50257	Torralba de Ribota	202	1042	1042	6251	6251
2009	50258	Torralbilla	287	1398	1398	4193	2554
2009	50259	Torrehermosa	184	978	653	3263	3263
2009	50260	Torrelapaja	147	381	274	823	822
2009	50261	Torrellas	291	2607	1662	11637	11637
2009	50262	Torres de Berrellén	494	7936	7936	40871	40871
2009	50263	Torrijo de la Cañada	1107	2462	2171	10857	10354
2009	50264	Tosos	403	1790	1790	16106	16106
2009	50265	Trasmoz	541	1195	1195	3586	3586
2009	50266	Trasobares	763	776	776	5044	5044
2009	50267	Uncastillo	826	8367	7260	58078	57218
2009	50268	Undués de Lerda	73	660	660	2902	2902
2009	50269	Urrea de Jalón	499	2569	2569	16698	16698
2009	50270	Urriés	124	817	817	2452	2452
2009	50271	Used	741	3238	3238	16190	16190
2009	50272	Utebo	694	4603	4603	17951	17619
2009	50273	Valdehorna	349	212	212	637	605
2009	50274	Val de San Martín	60	657	570	1993	1272
2009	50275	Valmadrid	146	562	562	1686	1362
2009	50276	Valpalmas	112	2142	1858	12074	12031
2009	50277	Valtorres	178	66	66	398	398
2009	50278	Velilla de Ebro	432	4123	2971	26738	26731
2009	50279	Velilla de Jiloca	315	1193	1193	4774	4774
2009	50280	Vera de Moncayo	651	2291	2291	10309	9725
2009	50281	Vierlas	297	868	868	4773	4773
2009	50282	Vilueña (La)	312	476	476	2857	2857
2009	50283	Villadoz	200	859	859	2576	2237
2009	50284	Villafeliche	162	1046	1046	4706	4706
2009	50285	Villafranca de Ebro	337	3505	3505	15420	15420
2009	50286	Villalba de Perejil	449	742	742	2225	2212
2009	50287	Villalengua	687	2578	2324	16267	16189
2009	50288	Villanueva de Gállego	629	5993	5993	32963	32963
2009	50289	Villanueva de Jiloca	400	460	460	1379	1362
2009	50290	Villanueva de Huerva	461	2253	2253	15770	13058
2009	50291	Villar de los Navarros	492	1600	1600	12801	12801
2009	50292	Villarreal de Huerva	285	953	953	2858	2638
2009	50293	Villarroya de la Sierra	1608	2789	2789	16732	16402
2009	50294	Villarroya del Campo	214	1032	936	2809	2809
2009	50295	Vistabella	72	237	237	1372	1372
2009	50296	Zaida (La)	198	1250	1250	8122	6350
2009	50297	Zaragoza	10944	65980	65980	461863	461863
2009	50298	Zuera	1390	19634	19634	90315	67189
2009	50901	Biel	304	936	936	5619	5113
2009	50902	Marracos	107	1888	1888	8496	8496
2009	50903	Villamayor de Gállego	1035	7840	7840	59580	59580
2010	22001	Abiego	385	1945	1945	15563	14846
2010	22002	Abizanda	70	660	660	4090	3467
2010	22003	Adahuesca	180	1144	1144	10296	7989
2010	22004	Agüero	326	911	911	6107	4195
2010	22006	Aísa	162	1582	1582	4745	3978
2010	22007	Albalate de Cinca	586	9546	9546	64910	64910
2010	22008	Albalatillo	174	1442	1442	9374	9302
2010	22009	Albelda	725	10895	10895	87156	86625
2010	22011	Albero Alto	38	2365	1963	9621	9620
2010	22012	Albero Bajo	114	2244	2244	19300	18509
2010	22013	Alberuela de Tubo	159	3472	3472	26041	25356
2010	22014	Alcalá de Gurrea	214	7555	6440	41858	41693
2010	22015	Alcalá del Obispo	461	3943	3943	11829	11829
2010	22016	Alcampell	698	5429	5429	45063	42590
2010	22017	Alcolea de Cinca	734	12758	12758	89309	86430
2010	22018	Alcubierre	289	5256	5256	36632	32294
2010	22019	Alerre	53	696	696	4521	4521
2010	22020	Alfántega	130	1322	1322	10579	10252
2010	22021	Almudévar	1132	19472	19472	136303	134904
2010	22022	Almunia de San Juan	304	2949	2949	28309	28309
2010	22023	Almuniente	300	8741	8741	63811	63428
2010	22024	Alquézar	353	790	790	6316	5744
2010	22025	Altorricón	508	16672	11342	96063	96061
2010	22027	Angüés	405	2314	2314	12729	12729
2010	22028	Ansó	284	4501	3772	22629	13612
2010	22029	Antillón	86	1131	1131	10176	9612
2010	22032	Aragüés del Puerto	139	2598	2187	13122	2912
2010	22035	Arén	432	2112	2112	14785	12453
2010	22036	Argavieso	90	955	955	6206	5750
2010	22037	Arguis	102	714	714	4999	2614
2010	22039	Ayerbe	704	3482	3482	21589	20536
2010	22040	Azanuy-Alins	422	1245	1245	10579	10579
2010	22041	Azara	106	654	654	3597	3462
2010	22042	Azlor	150	603	603	2411	2335
2010	22043	Baells	288	2386	1859	5576	5416
2010	22044	Bailo	176	3713	3713	27846	18996
2010	22045	Baldellou	199	679	679	2037	1300
2010	22046	Ballobar	913	7518	7518	43604	39941
2010	22047	Banastás	30	354	354	2125	2125
2010	22048	Barbastro	1824	13525	13525	111582	110600
2010	22049	Barbués	98	3266	3266	14045	13822
2010	22050	Barbuñales	101	665	665	4654	4627
2010	22051	Bárcabo	161	1348	1348	7821	7367
2010	22052	Belver de Cinca	922	17859	17859	83938	82288
2010	22053	Benabarre	755	4248	4248	37386	36089
2010	22054	Benasque	316	10976	6677	30046	30032
2010	22055	Berbegal	378	3899	3899	33534	32348
2010	22057	Bielsa	297	4160	4160	37439	29615
2010	22058	Bierge	425	3366	2738	17795	17187
2010	22059	Biescas	669	4237	4237	19068	14523
2010	22060	Binaced	711	19006	19006	143685	141906
2010	22061	Binéfar	581	4705	4705	27148	26296
2010	22062	Bisaurri	233	472	472	1888	1085
2010	22063	Biscarrués	219	1723	1723	10338	10069
2010	22064	Blecua y Torres	212	2029	2029	20290	19804
2010	22066	Boltaña	284	2331	2331	15851	9895
2010	22067	Bonansa	86	454	454	2722	1826
2010	22068	Borau	100	1021	1021	3064	1937
2010	22069	Broto	322	2545	2545	15780	10525
2010	22072	Caldearenas	236	2553	2553	18765	11545
2010	22074	Campo	175	742	742	2227	1384
2010	22075	Camporrells	376	850	850	4251	2888
2010	22076	Canal de Berdún	335	6512	5368	34895	33374
2010	22077	Candasnos	364	17854	17854	53561	49439
2010	22078	Canfranc	100	4880	3474	17370	16906
2010	22079	Capdesaso	143	2191	2191	14241	14241
2010	22080	Capella	331	1171	1171	9367	8337
2010	22081	Casbas de Huesca	454	3069	3069	20872	19521
2010	22082	Castejón del Puente	264	3057	3057	18953	18798
2010	22083	Castejón de Monegros	446	11322	9262	61127	61123
2010	22084	Castejón de Sos	214	1762	1162	9293	9259
2010	22085	Castelflorite	136	4619	4619	25404	25259
2010	22086	Castiello de Jaca	157	2037	1369	8213	7660
2010	22087	Castigaleu	72	624	624	4989	4989
2010	22088	Castillazuelo	306	2710	1777	10126	10126
2010	22089	Castillonroy	326	1655	1655	4964	4573
2010	22090	Colungo	199	531	531	4250	3287
2010	22094	Chalamera	326	2025	2025	12350	12201
2010	22095	Chía	101	256	256	1407	799
2010	22096	Chimillas	79	925	925	5550	5366
2010	22099	Esplús	317	17302	17302	181670	181487
2010	22102	Estada	169	572	572	3717	3717
2010	22103	Estadilla	532	7408	5636	37197	36832
2010	22105	Estopiñán del Castillo	313	1865	1865	14921	12414
2010	22106	Fago	0	0	0	0	0
2010	22107	Fanlo	193	1218	1218	7914	4993
2010	22109	Fiscal	253	3074	3074	19060	12159
2010	22110	Fonz	667	9546	7584	50054	49985
2010	22111	Foradada del Toscar	182	1547	1547	9284	6643
2010	22112	Fraga	2796	72112	72112	607187	579692
2010	22113	Fueva (La)	458	3340	3340	26717	23664
2010	22114	Gistaín	130	429	429	2792	1696
2010	22115	Grado (El)	704	2080	2080	12481	12481
2010	22116	Grañén	675	20940	20940	198930	197249
2010	22117	Graus	1342	6677	6677	53415	46955
2010	22119	Gurrea de Gállego	510	20320	20320	132082	126878
2010	22122	Hoz de Jaca	44	334	252	1135	597
2010	22124	Huerto	297	9464	9464	70982	70023
