Municipio código	Municipio nombre	Grupo clase explotación	Explotaciones
50153	Magallón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50153	Magallón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	5
50154	Mainar	b) Con tierras labradas, pastos permanentes y otras tierras	1
50154	Mainar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
50154	Mainar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	16
50155	Malanquilla	b) Con tierras labradas, pastos permanentes y otras tierras	3
50155	Malanquilla	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50155	Malanquilla	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
50155	Malanquilla	e) Con tierras labradas, sin pastos permanentes ni otras tierras	16
50155	Malanquilla	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50156	Maleján	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
50157	Malón	a) Sin tierras	2
50157	Malón	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50157	Malón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
50157	Malón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	45
50157	Malón	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50159	Maluenda	a) Sin tierras	1
50159	Maluenda	b) Con tierras labradas, pastos permanentes y otras tierras	1
50159	Maluenda	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50159	Maluenda	d) Con tierras labradas y otras tierras, y sin pastos permanentes	34
50159	Maluenda	e) Con tierras labradas, sin pastos permanentes ni otras tierras	76
50159	Maluenda	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50159	Maluenda	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50160	Mallén	a) Sin tierras	7
50160	Mallén	b) Con tierras labradas, pastos permanentes y otras tierras	6
50160	Mallén	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
50160	Mallén	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
50160	Mallén	e) Con tierras labradas, sin pastos permanentes ni otras tierras	127
50160	Mallén	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
50161	Manchones	a) Sin tierras	1
50161	Manchones	b) Con tierras labradas, pastos permanentes y otras tierras	2
50161	Manchones	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50161	Manchones	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
50161	Manchones	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
50162	Mara	b) Con tierras labradas, pastos permanentes y otras tierras	1
50162	Mara	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
50162	Mara	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
50162	Mara	e) Con tierras labradas, sin pastos permanentes ni otras tierras	38
50163	María de Huerva	a) Sin tierras	1
50163	María de Huerva	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50163	María de Huerva	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
50163	María de Huerva	e) Con tierras labradas, sin pastos permanentes ni otras tierras	26
50163	María de Huerva	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
50163	María de Huerva	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50164	Mediana de Aragón	a) Sin tierras	1
50164	Mediana de Aragón	b) Con tierras labradas, pastos permanentes y otras tierras	5
50164	Mediana de Aragón	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50164	Mediana de Aragón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
50164	Mediana de Aragón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
50164	Mediana de Aragón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50164	Mediana de Aragón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50164	Mediana de Aragón	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50165	Mequinenza	a) Sin tierras	1
50165	Mequinenza	b) Con tierras labradas, pastos permanentes y otras tierras	7
50165	Mequinenza	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
50165	Mequinenza	d) Con tierras labradas y otras tierras, y sin pastos permanentes	96
50165	Mequinenza	e) Con tierras labradas, sin pastos permanentes ni otras tierras	221
50165	Mequinenza	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50166	Mesones de Isuela	a) Sin tierras	2
50166	Mesones de Isuela	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
50166	Mesones de Isuela	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
50166	Mesones de Isuela	e) Con tierras labradas, sin pastos permanentes ni otras tierras	65
50166	Mesones de Isuela	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50167	Mezalocha	a) Sin tierras	1
50167	Mezalocha	b) Con tierras labradas, pastos permanentes y otras tierras	2
50167	Mezalocha	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
50167	Mezalocha	e) Con tierras labradas, sin pastos permanentes ni otras tierras	31
50168	Mianos	b) Con tierras labradas, pastos permanentes y otras tierras	4
50168	Mianos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
50168	Mianos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
50169	Miedes de Aragón	a) Sin tierras	2
50169	Miedes de Aragón	b) Con tierras labradas, pastos permanentes y otras tierras	5
50169	Miedes de Aragón	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50169	Miedes de Aragón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	21
50169	Miedes de Aragón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	82
50170	Monegrillo	a) Sin tierras	4
50170	Monegrillo	b) Con tierras labradas, pastos permanentes y otras tierras	6
50170	Monegrillo	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
50170	Monegrillo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
50170	Monegrillo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	120
50170	Monegrillo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50170	Monegrillo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50170	Monegrillo	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50171	Moneva	a) Sin tierras	1
50171	Moneva	b) Con tierras labradas, pastos permanentes y otras tierras	2
50171	Moneva	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
50171	Moneva	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
50171	Moneva	e) Con tierras labradas, sin pastos permanentes ni otras tierras	25
50171	Moneva	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50171	Moneva	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	15
50172	Monreal de Ariza	a) Sin tierras	1
50172	Monreal de Ariza	b) Con tierras labradas, pastos permanentes y otras tierras	2
50172	Monreal de Ariza	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
50172	Monreal de Ariza	d) Con tierras labradas y otras tierras, y sin pastos permanentes	11
50172	Monreal de Ariza	e) Con tierras labradas, sin pastos permanentes ni otras tierras	29
50172	Monreal de Ariza	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50173	Monterde	b) Con tierras labradas, pastos permanentes y otras tierras	4
50173	Monterde	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
50173	Monterde	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
50173	Monterde	e) Con tierras labradas, sin pastos permanentes ni otras tierras	21
50173	Monterde	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50174	Montón	b) Con tierras labradas, pastos permanentes y otras tierras	3
50174	Montón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
50174	Montón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	16
50174	Montón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50175	Morata de Jalón	a) Sin tierras	2
50175	Morata de Jalón	b) Con tierras labradas, pastos permanentes y otras tierras	17
50175	Morata de Jalón	c) Con tierras labradas, pastos permanentes y sin otras tierras	17
50175	Morata de Jalón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	42
50175	Morata de Jalón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	109
50175	Morata de Jalón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50175	Morata de Jalón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50176	Morata de Jiloca	b) Con tierras labradas, pastos permanentes y otras tierras	2
50176	Morata de Jiloca	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
50176	Morata de Jiloca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	13
50176	Morata de Jiloca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	37
