Municipio código	Municipio nombre	Explotaciones	Superficie total código	Superficie total
44040	Berge	5	10	10 a <20 Ha
44040	Berge	2	11	20 a < 30 Ha
44040	Berge	6	12	30 a < 50 Ha
44040	Berge	1	15	100 a <150 Ha
44040	Berge	1	16	150 a < 200 Ha
44040	Berge	1	20	1000 a < 2500 Ha
44041	Bezas	1	10	10 a <20 Ha
44041	Bezas	1	16	150 a < 200 Ha
44041	Bezas	1	20	1000 a < 2500 Ha
44042	Blancas	1	01	Sin tierras
44042	Blancas	1	07	3 a < 4 Ha
44042	Blancas	1	09	5 a < 10 Ha
44042	Blancas	2	10	10 a <20 Ha
44042	Blancas	1	11	20 a < 30 Ha
44042	Blancas	7	12	30 a < 50 Ha
44042	Blancas	6	13	50 a < 70 Ha
44042	Blancas	2	14	70 a < 100 Ha
44042	Blancas	8	15	100 a <150 Ha
44042	Blancas	6	16	150 a < 200 Ha
44042	Blancas	4	17	200 a < 300 Ha
44042	Blancas	1	18	300 a < 500 Ha
44042	Blancas	1	19	500 a < 1000 Ha
44043	Blesa	2	05	1  a  < 2 Ha
44043	Blesa	4	06	2 a < 3 Ha
44043	Blesa	1	07	3 a < 4 Ha
44043	Blesa	1	09	5 a < 10 Ha
44043	Blesa	6	12	30 a < 50 Ha
44043	Blesa	4	13	50 a < 70 Ha
44043	Blesa	1	14	70 a < 100 Ha
44043	Blesa	1	15	100 a <150 Ha
44043	Blesa	5	17	200 a < 300 Ha
44043	Blesa	2	18	300 a < 500 Ha
44043	Blesa	1	19	500 a < 1000 Ha
44044	Bordón	3	01	Sin tierras
44044	Bordón	1	06	2 a < 3 Ha
44044	Bordón	2	09	5 a < 10 Ha
44044	Bordón	3	10	10 a <20 Ha
44044	Bordón	1	11	20 a < 30 Ha
44044	Bordón	3	12	30 a < 50 Ha
44044	Bordón	2	13	50 a < 70 Ha
44044	Bordón	2	14	70 a < 100 Ha
44044	Bordón	2	17	200 a < 300 Ha
44044	Bordón	2	18	300 a < 500 Ha
44044	Bordón	1	19	500 a < 1000 Ha
44045	Bronchales	1	06	2 a < 3 Ha
44045	Bronchales	1	07	3 a < 4 Ha
44045	Bronchales	3	09	5 a < 10 Ha
44045	Bronchales	1	10	10 a <20 Ha
44045	Bronchales	1	11	20 a < 30 Ha
44045	Bronchales	1	12	30 a < 50 Ha
44045	Bronchales	5	15	100 a <150 Ha
44045	Bronchales	1	18	300 a < 500 Ha
44045	Bronchales	1	21	2500 Ha
44046	Bueña	1	01	Sin tierras
44046	Bueña	1	08	4 a < 5 Ha
44046	Bueña	2	09	5 a < 10 Ha
44046	Bueña	3	11	20 a < 30 Ha
44046	Bueña	4	12	30 a < 50 Ha
44046	Bueña	2	13	50 a < 70 Ha
44046	Bueña	5	14	70 a < 100 Ha
44046	Bueña	2	15	100 a <150 Ha
44046	Bueña	2	17	200 a < 300 Ha
44046	Bueña	1	18	300 a < 500 Ha
44047	Burbáguena	1	01	Sin tierras
44047	Burbáguena	1	03	0,2  a  < 0,5 Ha
44047	Burbáguena	15	05	1  a  < 2 Ha
44047	Burbáguena	10	06	2 a < 3 Ha
44047	Burbáguena	7	07	3 a < 4 Ha
44047	Burbáguena	1	08	4 a < 5 Ha
44047	Burbáguena	8	09	5 a < 10 Ha
44047	Burbáguena	7	10	10 a <20 Ha
44047	Burbáguena	4	11	20 a < 30 Ha
44047	Burbáguena	3	12	30 a < 50 Ha
44047	Burbáguena	3	13	50 a < 70 Ha
44047	Burbáguena	2	15	100 a <150 Ha
44047	Burbáguena	1	17	200 a < 300 Ha
44047	Burbáguena	1	19	500 a < 1000 Ha
44047	Burbáguena	1	20	1000 a < 2500 Ha
44048	Cabra de Mora	1	06	2 a < 3 Ha
44048	Cabra de Mora	1	07	3 a < 4 Ha
44048	Cabra de Mora	3	10	10 a <20 Ha
44048	Cabra de Mora	2	11	20 a < 30 Ha
44048	Cabra de Mora	1	12	30 a < 50 Ha
44048	Cabra de Mora	1	13	50 a < 70 Ha
44048	Cabra de Mora	3	14	70 a < 100 Ha
44048	Cabra de Mora	1	15	100 a <150 Ha
44048	Cabra de Mora	1	16	150 a < 200 Ha
44049	Calaceite	6	01	Sin tierras
44049	Calaceite	1	03	0,2  a  < 0,5 Ha
44049	Calaceite	19	05	1  a  < 2 Ha
44049	Calaceite	13	06	2 a < 3 Ha
44049	Calaceite	17	07	3 a < 4 Ha
44049	Calaceite	10	08	4 a < 5 Ha
44049	Calaceite	53	09	5 a < 10 Ha
44049	Calaceite	51	10	10 a <20 Ha
44049	Calaceite	24	11	20 a < 30 Ha
44049	Calaceite	25	12	30 a < 50 Ha
44049	Calaceite	12	13	50 a < 70 Ha
44049	Calaceite	7	14	70 a < 100 Ha
44049	Calaceite	2	15	100 a <150 Ha
44049	Calaceite	1	17	200 a < 300 Ha
44049	Calaceite	1	18	300 a < 500 Ha
44050	Calamocha	9	01	Sin tierras
44050	Calamocha	1	02	0,1  a  < 0,2
44050	Calamocha	2	03	0,2  a  < 0,5 Ha
44050	Calamocha	13	05	1  a  < 2 Ha
44050	Calamocha	6	06	2 a < 3 Ha
44050	Calamocha	12	07	3 a < 4 Ha
44050	Calamocha	6	08	4 a < 5 Ha
44050	Calamocha	36	09	5 a < 10 Ha
44050	Calamocha	43	10	10 a <20 Ha
44050	Calamocha	34	11	20 a < 30 Ha
44050	Calamocha	39	12	30 a < 50 Ha
44050	Calamocha	21	13	50 a < 70 Ha
44050	Calamocha	25	14	70 a < 100 Ha
44050	Calamocha	21	15	100 a <150 Ha
44050	Calamocha	11	16	150 a < 200 Ha
44050	Calamocha	9	17	200 a < 300 Ha
44050	Calamocha	8	18	300 a < 500 Ha
44050	Calamocha	1	21	2500 Ha
44051	Calanda	18	01	Sin tierras
44051	Calanda	12	03	0,2  a  < 0,5 Ha
44051	Calanda	15	04	0,5  a  < 1 Ha
44051	Calanda	63	05	1  a  < 2 Ha
44051	Calanda	30	06	2 a < 3 Ha
44051	Calanda	18	07	3 a < 4 Ha
44051	Calanda	13	08	4 a < 5 Ha
44051	Calanda	43	09	5 a < 10 Ha
44051	Calanda	37	10	10 a <20 Ha
44051	Calanda	22	11	20 a < 30 Ha
44051	Calanda	18	12	30 a < 50 Ha
44051	Calanda	11	13	50 a < 70 Ha
44051	Calanda	13	14	70 a < 100 Ha
44051	Calanda	3	15	100 a <150 Ha
44051	Calanda	1	16	150 a < 200 Ha
44051	Calanda	6	17	200 a < 300 Ha
44051	Calanda	1	20	1000 a < 2500 Ha
44052	Calomarde	1	01	Sin tierras
44052	Calomarde	1	06	2 a < 3 Ha
44052	Calomarde	2	09	5 a < 10 Ha
44052	Calomarde	1	13	50 a < 70 Ha
44052	Calomarde	1	16	150 a < 200 Ha
44052	Calomarde	1	18	300 a < 500 Ha
44052	Calomarde	1	20	1000 a < 2500 Ha
44053	Camañas	2	01	Sin tierras
44053	Camañas	1	09	5 a < 10 Ha
44053	Camañas	2	10	10 a <20 Ha
44053	Camañas	4	11	20 a < 30 Ha
44053	Camañas	2	12	30 a < 50 Ha
44053	Camañas	3	13	50 a < 70 Ha
44053	Camañas	6	14	70 a < 100 Ha
44053	Camañas	8	15	100 a <150 Ha
44053	Camañas	2	16	150 a < 200 Ha
44053	Camañas	2	17	200 a < 300 Ha
44053	Camañas	2	18	300 a < 500 Ha
44053	Camañas	1	19	500 a < 1000 Ha
44053	Camañas	1	20	1000 a < 2500 Ha
44054	Camarena de la Sierra	1	01	Sin tierras
44054	Camarena de la Sierra	1	05	1  a  < 2 Ha
44054	Camarena de la Sierra	1	10	10 a <20 Ha
44054	Camarena de la Sierra	1	14	70 a < 100 Ha
44054	Camarena de la Sierra	1	15	100 a <150 Ha
44054	Camarena de la Sierra	1	18	300 a < 500 Ha
44054	Camarena de la Sierra	1	21	2500 Ha
44055	Camarillas	1	07	3 a < 4 Ha
44055	Camarillas	1	08	4 a < 5 Ha
44055	Camarillas	2	11	20 a < 30 Ha
44055	Camarillas	8	12	30 a < 50 Ha
44055	Camarillas	1	13	50 a < 70 Ha
44055	Camarillas	3	14	70 a < 100 Ha
44055	Camarillas	1	15	100 a <150 Ha
44055	Camarillas	4	16	150 a < 200 Ha
44055	Camarillas	4	17	200 a < 300 Ha
44055	Camarillas	1	20	1000 a < 2500 Ha
44056	Caminreal	10	01	Sin tierras
44056	Caminreal	2	05	1  a  < 2 Ha
44056	Caminreal	7	06	2 a < 3 Ha
44056	Caminreal	9	07	3 a < 4 Ha
44056	Caminreal	6	08	4 a < 5 Ha
44056	Caminreal	19	09	5 a < 10 Ha
44056	Caminreal	35	10	10 a <20 Ha
44056	Caminreal	18	11	20 a < 30 Ha
44056	Caminreal	7	12	30 a < 50 Ha
44056	Caminreal	6	13	50 a < 70 Ha
44056	Caminreal	9	14	70 a < 100 Ha
44056	Caminreal	1	15	100 a <150 Ha
44056	Caminreal	1	16	150 a < 200 Ha
