Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2010	22001	Abiego	365	3785	3785	22708	22707
2010	22002	Abizanda	89	1592	1592	13530	13530
2010	22003	Adahuesca	170	2220	2220	15543	15543
2010	22004	Agüero	448	2482	2482	24323	24323
2010	22006	Aísa	3206	66662	66662	566631	566630
2010	22007	Albalate de Cinca	743	13701	13701	86316	86316
2010	22008	Albalatillo	261	3026	3026	15129	15129
2010	22009	Albelda	772	9802	9802	49009	49009
2010	22011	Albero Alto	86	2829	1879	7515	7515
2010	22012	Albero Bajo	103	1482	1482	12594	12594
2010	22013	Alberuela de Tubo	173	2442	2442	12210	12210
2010	22014	Alcalá de Gurrea	289	11830	7054	59958	59958
2010	22015	Alcalá del Obispo	421	5316	5316	21265	21265
2010	22016	Alcampell	892	10815	10815	78948	78948
2010	22017	Alcolea de Cinca	1080	17917	17917	116457	116457
2010	22018	Alcubierre	406	4295	4295	29080	29080
2010	22019	Alerre	170	4506	4506	29289	29289
2010	22020	Alfántega	137	1338	1338	12042	12042
2010	22021	Almudévar	2177	67635	58187	407310	400862
2010	22022	Almunia de San Juan	607	8565	8565	53102	53102
2010	22023	Almuniente	360	8860	7211	52642	50734
2010	22024	Alquézar	400	15131	11756	76415	76415
2010	22025	Altorricón	1043	34154	23899	151522	151522
2010	22027	Angüés	478	5197	5197	31184	31184
2010	22028	Ansó	710	19622	9980	54890	54890
2010	22029	Antillón	108	795	795	5564	5564
2010	22032	Aragüés del Puerto	297	10926	3814	28606	28606
2010	22035	Arén	613	5811	5811	34866	34866
2010	22036	Argavieso	123	1031	1031	5669	5669
2010	22037	Arguis	266	4659	4659	27952	27952
2010	22039	Ayerbe	1422	15706	15706	172763	172763
2010	22040	Azanuy-Alins	371	2586	2586	24565	24565
2010	22041	Azara	148	1654	1654	11580	11580
2010	22042	Azlor	171	1538	1538	10767	10767
2010	22043	Baells	172	3809	2293	6880	6880
2010	22044	Bailo	361	2942	2942	22068	22068
2010	22045	Baldellou	201	1485	1485	5941	5941
2010	22046	Ballobar	956	16392	16392	111467	111467
2010	22047	Banastás	184	5165	5165	20659	20659
2010	22048	Barbastro	14054	418722	405431	3385349	3385348
2010	22049	Barbués	71	903	903	3611	3611
2010	22050	Barbuñales	120	1363	1363	8179	8179
2010	22051	Bárcabo	180	1607	1607	8037	8037
2010	22052	Belver de Cinca	881	13853	13853	62339	62339
2010	22053	Benabarre	1311	16208	16208	126421	126421
2010	22054	Benasque	4746	361525	153517	1074620	1074620
2010	22055	Berbegal	311	2973	2973	18433	18433
2010	22057	Bielsa	822	16429	16429	98575	98575
2010	22058	Bierge	347	10120	5797	34783	34783
2010	22059	Biescas	5627	170434	151750	1013693	1013693
2010	22060	Binaced	1081	22754	22754	142669	142669
2010	22061	Binéfar	6912	185741	185741	1792405	1792405
2010	22062	Bisaurri	211	2639	2639	11877	11877
2010	22063	Biscarrués	282	1966	1966	17692	17692
2010	22064	Blecua y Torres	193	1831	1831	10620	10620
2010	22066	Boltaña	1564	33502	33502	261315	261315
2010	22067	Bonansa	101	898	898	5386	5386
2010	22068	Borau	138	1388	1388	8330	8330
2010	22069	Broto	1143	15536	15536	108750	108750
2010	22072	Caldearenas	293	3807	3807	27982	27981
2010	22074	Campo	1024	45564	30628	199080	199080
2010	22075	Camporrells	285	2017	2017	11093	11093
2010	22076	Canal de Berdún	629	17198	11214	67284	63813
2010	22077	Candasnos	389	10513	9405	42323	42323
2010	22078	Canfranc	2088	73878	39937	299529	299529
2010	22079	Capdesaso	167	2129	2129	11711	11711
2010	22080	Capella	353	3693	3693	18465	18465
2010	22081	Casbas de Huesca	544	4580	4580	28853	28853
2010	22082	Castejón del Puente	359	6006	6006	43846	43846
2010	22083	Castejón de Monegros	560	18621	11455	57273	54796
2010	22084	Castejón de Sos	1225	50140	26629	213029	213029
2010	22085	Castelflorite	102	1483	1483	6673	6673
2010	22086	Castiello de Jaca	1090	50403	24836	166400	166400
2010	22087	Castigaleu	52	428	428	2569	2569
2010	22088	Castillazuelo	200	4415	1961	14116	14116
2010	22089	Castillonroy	403	5142	5142	25711	25711
2010	22090	Colungo	193	1333	1333	8663	8663
2010	22094	Chalamera	127	1151	1151	5757	5757
2010	22095	Chía	120	1485	1485	5940	5940
2010	22096	Chimillas	185	6600	6600	26401	26401
2010	22099	Esplús	648	7225	7225	48405	48405
2010	22102	Estada	204	6083	4188	16752	16752
2010	22103	Estadilla	779	24736	18130	101530	101530
2010	22105	Estopiñán del Castillo	352	2851	2851	19959	19959
2010	22106	Fago	124	1828	874	4368	4368
2010	22107	Fanlo	156	1089	1089	9258	9258
2010	22109	Fiscal	491	7449	7449	70024	70024
2010	22110	Fonz	1011	27512	17437	107413	107413
2010	22111	Foradada del Toscar	189	2044	2044	8174	8174
2010	22112	Fraga	10346	263772	263772	2542764	2540803
2010	22113	Fueva (La)	551	20098	13826	89868	89868
2010	22114	Gistaín	121	1087	1087	5434	5434
2010	22115	Grado (El)	810	35663	29984	146923	146923
2010	22116	Grañén	1428	45723	41999	319190	292382
2010	22117	Graus	3893	149378	109809	746701	746701
2010	22119	Gurrea de Gállego	1311	37906	32787	236066	236065
2010	22122	Hoz de Jaca	218	11783	4991	19963	19963
2010	22124	Huerto	280	3913	3913	19564	19563
2010	22125	Huesca	50748	1551833	1551833	13966499	13966499
2010	22126	Ibieca	130	1075	1075	5373	5373
2010	22127	Igriés	316	8068	8068	56479	56479
2010	22128	Ilche	221	1916	1916	7663	7663
2010	22129	Isábena	354	5126	5126	20503	20503
2010	22130	Jaca	27027	1834067	975223	6768050	6768050
2010	22131	Jasa	274	12603	3559	26690	26690
2010	22133	Labuerda	215	4716	4716	25941	25941
2010	22135	Laluenga	261	8480	3848	28857	28857
2010	22136	Lalueza	859	28292	21172	175724	162329
2010	22137	Lanaja	1196	28754	23706	206240	184897
2010	22139	Laperdiguera	104	2319	1839	7357	6878
2010	22141	Lascellas-Ponzano	240	2092	2092	12550	12550
2010	22142	Lascuarre	182	1567	1567	12535	12535
2010	22143	Laspaúles	470	5421	5421	37950	37950
2010	22144	Laspuña	346	4050	4050	24300	24300
2010	22149	Loarre	541	5344	5344	21374	21374
2010	22150	Loporzano	671	5814	5814	34883	34883
2010	22151	Loscorrales	142	1107	1107	6641	6641
2010	22155	Monesma y Cajigar	57	349	349	2444	2444
2010	22156	Monflorite-Lascasas	298	4706	4706	30118	30118
2010	22157	Montanuy	350	3817	3817	22902	22902
2010	22158	Monzón	13130	284459	284459	3043713	3032025
2010	22160	Naval	255	2411	2411	20496	20496
2010	22162	Novales	124	3362	2006	10029	10029
2010	22163	Nueno	503	13464	13464	92900	92900
2010	22164	Olvena	79	1471	831	3325	3325
2010	22165	Ontiñena	531	5731	5731	29227	29227
2010	22167	Osso de Cinca	413	6129	6129	31869	31869
2010	22168	Palo	68	3472	2256	13539	13539
2010	22170	Panticosa	3156	212157	82864	472322	472322
2010	22172	Peñalba	510	14380	10959	54796	54796
2010	22173	Peñas de Riglos (Las)	609	7105	7105	42630	42630
2010	22174	Peralta de Alcofea	650	7096	7096	64576	64576
2010	22175	Peralta de Calasanz	499	12920	8528	42642	42642
2010	22176	Peraltilla	162	1712	1712	10271	10271
2010	22177	Perarrúa	179	2194	2194	8777	8777
2010	22178	Pertusa	184	2033	2033	15856	15856
2010	22181	Piracés	74	621	621	3414	3414
2010	22182	Plan	381	4044	4044	24267	24267
2010	22184	Poleñino	192	2754	2754	24785	24785
2010	22186	Pozán de Vero	230	1937	1937	16464	16464
2010	22187	Puebla de Castro (La)	825	17050	15944	87692	87692
2010	22188	Puente de Montañana	235	1682	1682	14296	14296
2010	22189	Puértolas	289	10617	7365	29459	29459
2010	22190	Pueyo de Araguás (El)	193	6084	2878	17267	17267
2010	22193	Pueyo de Santa Cruz	264	3508	3508	33674	33674
2010	22195	Quicena	199	5224	5224	20895	20895
2010	22197	Robres	483	8813	8813	54200	54200
2010	22199	Sabiñánigo	13394	544855	284316	2672571	2558844
2010	22200	Sahún	747	14776	14776	125592	125592
2010	22201	Salas Altas	281	2535	2535	15210	15210
2010	22202	Salas Bajas	196	2008	2008	16770	16770
2010	22203	Salillas	119	2642	1911	7642	6989
2010	22204	Sallent de Gállego	6515	133667	133667	842100	842100
2010	22205	San Esteban de Litera	799	11098	10142	86206	86206
2010	22206	Sangarrén	199	3152	3152	25215	25215
2010	22207	San Juan de Plan	184	2397	2397	14381	14381
2010	22208	Santa Cilia	256	10342	6991	41946	41946
2010	22209	Santa Cruz de la Serós	255	10762	8095	48567	48567
2010	22212	Santaliestra y San Quílez	102	984	984	5511	5511
2010	22213	Sariñena	3334	72469	72469	500035	500035
2010	22214	Secastilla	160	11232	6225	37350	37349
2010	22215	Seira	293	3260	3260	21192	21192
2010	22217	Sena	599	8503	8503	51016	51016
2010	22218	Senés de Alcubierre	75	962	962	5578	5577
2010	22220	Sesa	220	2772	2772	13859	13859
2010	22221	Sesué	353	5907	5907	64981	64981
2010	22222	Siétamo	609	10076	10076	50379	50378
2010	22223	Sopeira	194	1729	1729	8647	8647
2010	22225	Tamarite de Litera	2580	85382	65021	526672	526672
2010	22226	Tardienta	945	23512	19665	141590	141590
2010	22227	Tella-Sin	281	2690	2690	16142	16142
2010	22228	Tierz	378	7287	7287	30604	30426
2010	22229	Tolva	241	1891	1891	11912	11912
2010	22230	Torla-Ordesa	492	10504	10504	42015	42015
2010	22232	Torralba de Aragón	131	1650	1650	10231	8716
2010	22233	Torre la Ribera	90	1071	1071	6424	6424
2010	22234	Torrente de Cinca	688	12718	12718	69947	69947
2010	22235	Torres de Alcanadre	128	1259	1259	6927	6927
2010	22236	Torres de Barbués	179	2783	2783	18088	18088
2010	22239	Tramaced	85	1321	1321	9244	9244
2010	22242	Valfarta	93	1685	1512	6803	6803
2010	22243	Valle de Bardají	32	451	451	2705	2705
2010	22244	Valle de Lierp	114	1118	1118	6707	6707
2010	22245	Velilla de Cinca	411	5997	5767	31720	31720
2010	22246	Beranuy	118	1118	1118	4471	4471
2010	22247	Viacamp y Litera	40	180	180	1526	1526
2010	22248	Vicién	129	1475	1475	7376	7376
2010	22249	Villanova	295	5213	5213	31278	31278
2010	22250	Villanúa	3376	72842	72842	437055	437054
2010	22251	Villanueva de Sigena	388	5952	5952	38686	38686
2010	22252	Yebra de Basa	137	1528	1528	12220	12220
2010	22253	Yésero	171	3163	2028	8113	8113
2010	22254	Zaidín	1255	17712	17712	70848	70848
2010	22901	Valle de Hecho	1175	14152	14152	84912	84912
2010	22902	Puente la Reina de Jaca	506	15853	11302	57642	57642
2010	22903	San Miguel del Cinca	647	8358	8358	51821	51821
2010	22904	Sotonera (La)	1119	14622	14622	78960	78960
2010	22905	Lupiñén-Ortilla	439	5540	5540	33794	33794
2010	22906	Santa María de Dulcis	185	1679	1679	12594	12593
2010	22907	Aínsa-Sobrarbe	2426	47717	47717	410366	410366
2010	22908	Hoz y Costeán	218	1715	1715	5146	5146
2010	22909	Vencillón	182	4061	4061	36545	36545
2010	44001	Ababuj	162	1089	1089	4357	4197
2010	44002	Abejuela	280	992	992	10917	10478
2010	44003	Aguatón	65	267	267	1333	1272
2010	44004	Aguaviva	968	15067	15067	75333	68440
2010	44005	Aguilar del Alfambra	226	1475	1475	6637	6337
2010	44006	Alacón	596	5445	5445	32670	32670
2010	44007	Alba	415	3378	3378	20268	20268
2010	44008	Albalate del Arzobispo	2604	30611	30611	174482	166072
2010	44009	Albarracín	1371	29217	29217	219130	219130
2010	44010	Albentosa	744	23097	10907	59988	56928
2010	44011	Alcaine	310	1135	1135	6812	6460
2010	44012	Alcalá de la Selva	2432	47939	47939	215725	199461
2010	44013	Alcañiz	14136	314399	314399	2357989	2213380
2010	44014	Alcorisa	3386	59068	59068	413476	406876
2010	44016	Alfambra	661	8571	8571	48855	45343
2010	44017	Aliaga	870	9404	9404	47022	42849
2010	44018	Almohaja	95	437	437	1747	1747
2010	44019	Alobras	224	1394	1394	8365	7244
2010	44020	Alpeñés	81	427	427	1921	1839
2010	44021	Allepuz	258	1579	1579	7896	7380
2010	44022	Alloza	1131	10378	10378	42551	40747
2010	44023	Allueva	93	260	260	1692	1604
2010	44024	Anadón	131	581	581	4937	4565
2010	44025	Andorra	5834	278334	170930	1025578	939429
2010	44026	Arcos de las Salinas	501	4411	4411	35289	35289
2010	44027	Arens de Lledó	273	2872	2872	17233	16417
2010	44028	Argente	331	2426	2426	12131	11706
2010	44029	Ariño	1047	24606	16631	106439	94860
2010	44031	Azaila	295	2194	2194	14261	13754
2010	44032	Bádenas	103	354	354	1416	1350
2010	44033	Báguena	868	5994	5994	35963	34065
2010	44034	Bañón	367	7701	4193	16771	15249
2010	44035	Barrachina	282	1905	1905	10478	10478
2010	44036	Bea	68	370	370	1848	1740
2010	44037	Beceite	975	25101	15779	63114	58853
2010	44038	Belmonte de San José	307	7823	4833	26579	24071
2010	44039	Bello	621	4918	4918	19670	19001
2010	44040	Berge	361	7707	5699	28494	28494
2010	44041	Bezas	171	1337	1337	5349	4988
2010	44042	Blancas	396	2433	2433	10707	10707
2010	44043	Blesa	356	2241	2241	13448	12895
2010	44044	Bordón	251	1657	1657	12425	12291
2010	44045	Bronchales	1173	22070	22070	110350	106346
2010	44046	Bueña	196	685	685	5141	4946
2010	44047	Burbáguena	546	5592	5592	27961	27961
2010	44048	Cabra de Mora	261	4345	3649	29190	25999
2010	44049	Calaceite	1212	30428	26817	193081	173843
2010	44050	Calamocha	5848	127919	127919	831474	782335
2010	44051	Calanda	3143	47368	47368	359994	359994
2010	44052	Calomarde	282	5036	3826	15304	14556
2010	44053	Camañas	199	1213	1213	6065	6065
2010	44054	Camarena de la Sierra	610	13278	7081	36820	31695
2010	44055	Camarillas	267	2326	2326	11630	11283
2010	44056	Caminreal	839	11866	11866	59332	59332
2010	44059	Cantavieja	840	12403	12403	74419	74419
2010	44060	Cañada de Benatanduz	253	884	884	3537	3281
2010	44061	Cañada de Verich (La)	152	881	881	5285	5073
2010	44062	Cañada Vellida	77	673	673	4037	3830
2010	44063	Cañizar del Olivar	287	1954	1954	16608	14531
2010	44064	Cascante del Río	236	1847	1847	11079	10652
2010	44065	Castejón de Tornos	219	1028	1028	4112	4112
2010	44066	Castel de Cabra	342	6369	4393	17572	16663
2010	44067	Castelnou	269	2548	2548	12738	12738
2010	44068	Castelserás	1002	12560	12560	67823	67823
2010	44070	Castellar (El)	187	3580	2142	17136	15332
2010	44071	Castellote	1625	48596	23864	95456	89082
2010	44074	Cedrillas	796	39327	14995	59982	53637
2010	44075	Celadas	298	4004	4004	16017	15539
2010	44076	Cella	2536	51931	51931	311589	302962
2010	44077	Cerollera (La)	192	3063	1567	9404	7564
2010	44080	Codoñera (La)	589	16878	10648	47915	44941
2010	44082	Corbalán	165	1052	1052	4208	3898
2010	44084	Cortes de Aragón	238	3735	2192	13152	12360
2010	44085	Cosa	166	1418	1418	5673	5414
2010	44086	Cretas	684	26123	11969	71816	68206
2010	44087	Crivillén	298	1707	1707	8535	8051
2010	44088	Cuba (La)	183	771	771	5396	5396
2010	44089	Cubla	151	1450	1450	5800	5547
2010	44090	Cucalón	242	3472	2196	8785	7962
2010	44092	Cuervo (El)	262	2072	2072	14504	13970
2010	44093	Cuevas de Almudén	119	1280	1280	5122	5040
2010	44094	Cuevas Labradas	179	1637	1637	8183	7719
2010	44096	Ejulve	486	9653	5406	24868	22962
2010	44097	Escorihuela	276	1777	1777	10665	10421
2010	44099	Escucha	1007	32741	21559	183253	115196
2010	44100	Estercuel	602	5347	5347	26733	25260
2010	44101	Ferreruela de Huerva	170	1232	1232	6159	5917
2010	44102	Fonfría	84	425	425	1700	1589
2010	44103	Formiche Alto	380	9011	4936	34551	31334
2010	44105	Fórnoles	349	2055	2055	8221	7864
2010	44106	Fortanete	508	3252	3252	22766	21724
2010	44107	Foz-Calanda	396	3821	3821	21013	19146
2010	44108	Fresneda (La)	762	21581	17601	105608	100502
2010	44109	Frías de Albarracín	425	2973	2973	11892	11107
2010	44110	Fuenferrada	140	887	887	3548	3391
2010	44111	Fuentes Calientes	155	1634	1634	6537	6288
2010	44112	Fuentes Claras	557	7156	7156	32918	32918
2010	44113	Fuentes de Rubielos	401	2028	2028	14197	12960
2010	44114	Fuentespalda	401	6236	6236	37418	36073
2010	44115	Galve	158	1599	1599	11990	11097
2010	44116	Gargallo	236	5331	3601	14404	14285
2010	44117	Gea de Albarracín	787	16232	11511	92088	83116
2010	44118	Ginebrosa (La)	475	11134	5157	25784	23082
2010	44119	Griegos	261	6975	3865	19323	18275
2010	44120	Guadalaviar	414	9812	8188	32754	29592
2010	44121	Gúdar	218	5746	2553	10211	9760
2010	44122	Híjar	1746	27069	27069	181360	165405
2010	44123	Hinojosa de Jarque	195	1645	1645	7239	6928
2010	44124	Hoz de la Vieja (La)	381	1556	1556	9339	9075
2010	44125	Huesa del Común	475	8341	4551	18203	16809
2010	44126	Iglesuela del Cid (La)	656	6533	6533	32664	28910
2010	44127	Jabaloyas	310	1866	1866	9328	8405
2010	44128	Jarque de la Val	135	1639	1639	6554	6420
2010	44129	Jatiel	122	997	997	7477	7477
2010	44130	Jorcas	126	716	716	3579	3424
2010	44131	Josa	222	765	765	4592	4447
2010	44132	Lagueruela	167	936	936	4681	4542
2010	44133	Lanzuela	89	492	492	2214	2125
2010	44135	Libros	309	2022	2022	8087	8087
2010	44136	Lidón	170	1229	1229	6145	6145
2010	44137	Linares de Mora	629	11076	8551	34205	30378
2010	44138	Loscos	584	2297	2297	9190	9190
2010	44141	Lledó	245	2380	2380	9519	9285
2010	44142	Maicas	136	571	571	2853	2722
2010	44143	Manzanera	1790	18208	18208	114713	106379
2010	44144	Martín del Río	668	13516	10032	78252	70517
2010	44145	Mas de las Matas	1678	65931	38478	192392	169804
2010	44146	Mata de los Olmos (La)	271	3178	3178	12712	11857
2010	44147	Mazaleón	684	8059	8059	48353	46012
2010	44148	Mezquita de Jarque	145	1432	1432	5728	5655
2010	44149	Mirambel	273	3045	3045	13703	13703
2010	44150	Miravete de la Sierra	139	820	820	4920	4760
2010	44151	Molinos	513	4492	4492	22460	19720
2010	44152	Monforte de Moyuela	250	1195	1195	4778	4580
2010	44153	Monreal del Campo	2285	48085	48085	384683	340745
2010	44154	Monroyo	343	4115	4115	24693	22898
2010	44155	Montalbán	2121	19831	19831	138815	122739
2010	44156	Monteagudo del Castillo	185	1128	1128	4511	4304
2010	44157	Monterde de Albarracín	293	1449	1449	5795	5576
2010	44158	Mora de Rubielos	3127	42011	42011	315079	291537
2010	44159	Moscardón	186	1220	1220	4878	4254
2010	44160	Mosqueruela	1036	13128	13128	52512	45701
2010	44161	Muniesa	941	12833	12833	77000	70520
2010	44163	Noguera de Albarracín	297	2461	2461	9846	9168
2010	44164	Nogueras	189	589	589	2355	2234
2010	44165	Nogueruelas	455	10296	4188	20939	20939
2010	44167	Obón	354	1424	1424	12108	11619
2010	44168	Odón	363	3002	3002	13509	12994
2010	44169	Ojos Negros	909	15190	14277	85665	79461
2010	44171	Olba	940	4705	4705	29639	28311
2010	44172	Oliete	874	7955	7955	41365	38404
2010	44173	Olmos (Los)	266	1902	1902	9508	9085
2010	44174	Orihuela del Tremedal	925	11177	11177	72654	66355
2010	44175	Orrios	215	2068	2068	8270	8270
2010	44176	Palomar de Arroyos	308	2089	2089	8356	7569
2010	44177	Pancrudo	387	2356	2356	10602	10069
2010	44178	Parras de Castellote (Las)	369	1658	1658	8291	7898
2010	44179	Peñarroya de Tastavins	524	9452	8429	37930	35435
2010	44180	Peracense	193	1061	1061	4773	4468
2010	44181	Peralejos	129	1091	1091	5129	5031
2010	44182	Perales del Alfambra	353	4315	4315	26323	25552
2010	44183	Pitarque	264	1073	1073	6435	6158
2010	44184	Plou	181	2929	1723	7755	6955
2010	44185	Pobo (El)	211	2073	2073	8291	7532
2010	44187	Portellada (La)	372	8898	8109	48655	44263
2010	44189	Pozondón	222	4791	2362	9449	8841
2010	44190	Pozuel del Campo	320	1430	1430	7008	6722
2010	44191	Puebla de Híjar (La)	1290	28411	28411	170465	163529
2010	44192	Puebla de Valverde (La)	778	10312	10312	72186	66876
2010	44193	Puertomingalvo	465	9764	7322	30022	28189
2010	44194	Ráfales	339	7495	5364	32185	26443
2010	44195	Rillo	198	1317	1317	5399	5181
2010	44196	Riodeva	651	1969	1969	15756	14660
2010	44197	Ródenas	285	4021	2382	9528	9263
2010	44198	Royuela	490	3782	3782	15129	14509
2010	44199	Rubiales	137	637	637	4396	4045
2010	44200	Rubielos de la Cérida	176	475	475	2373	2209
2010	44201	Rubielos de Mora	1556	19202	19202	134415	124802
2010	44203	Salcedillo	65	193	193	1258	1176
2010	44204	Saldón	214	1012	1012	6069	5514
2010	44205	Samper de Calanda	1014	29487	24399	141514	125751
2010	44206	San Agustín	484	3285	3285	18066	17143
2010	44207	San Martín del Río	640	3678	3678	14712	13727
2010	44208	Santa Cruz de Nogueras	138	410	410	1641	1535
2010	44209	Santa Eulalia	1204	23201	23201	139204	130831
2010	44210	Sarrión	1995	40406	36868	243326	230488
2010	44211	Segura de los Baños	231	1166	1166	4664	4664
2010	44212	Seno	155	1060	1060	4240	4240
2010	44213	Singra	205	1402	1402	5609	5340
2010	44215	Terriente	296	2696	2696	10783	10783
2010	44216	Teruel	32617	1133823	1133823	6576174	5851629
2010	44217	Toril y Masegoso	109	625	625	3187	2975
2010	44218	Tormón	118	697	697	2789	2463
2010	44219	Tornos	526	3627	3627	14509	14509
2010	44220	Torralba de los Sisones	282	7642	5121	25603	22583
2010	44221	Torrecilla de Alcañiz	479	15723	9748	48741	38426
2010	44222	Torrecilla del Rebollar	368	10156	3895	17918	14506
2010	44223	Torre de Arcas	160	1048	1048	4193	4192
2010	44224	Torre de las Arcas	165	727	727	3636	3414
2010	44225	Torre del Compte	373	4259	4259	25556	24246
2010	44226	Torrelacárcel	509	4849	4849	29095	27181
2010	44227	Torre los Negros	216	1378	1378	6892	6664
2010	44228	Torremocha de Jiloca	237	5024	2622	15732	14715
2010	44229	Torres de Albarracín	352	3086	3086	15428	14908
2010	44230	Torrevelilla	294	7808	4894	19576	19575
2010	44231	Torrijas	382	2467	2467	16777	16776
2010	44232	Torrijo del Campo	567	6308	6308	25233	24102
2010	44234	Tramacastiel	359	1569	1569	6274	6274
2010	44235	Tramacastilla	370	6449	4539	29505	16860
2010	44236	Tronchón	292	5611	1877	7507	7339
2010	44237	Urrea de Gaén	669	7104	7104	31970	30782
2010	44238	Utrillas	2900	22889	22889	91558	91558
2010	44239	Valacloche	82	609	609	4571	4258
2010	44240	Valbona	624	9735	7062	28249	28249
2010	44241	Valdealgorfa	822	11072	11072	79718	73745
2010	44243	Valdecuenca	194	768	768	4994	4994
2010	44244	Valdelinares	373	3395	3395	13580	12963
2010	44245	Valdeltormo	513	6450	6450	58052	58052
2010	44246	Valderrobres	1966	43941	43941	351532	319280
2010	44247	Valjunquera	474	15290	8967	53802	51094
2010	44249	Vallecillo (El)	160	817	817	4901	4610
2010	44250	Veguillas de la Sierra	103	537	537	2147	2147
2010	44251	Villafranca del Campo	491	4116	4116	24694	24694
2010	44252	Villahermosa del Campo	129	935	935	5141	4946
2010	44256	Villanueva del Rebollar de la Sierra	131	776	776	3494	3494
2010	44257	Villar del Cobo	388	6987	5738	25820	25820
2010	44258	Villar del Salz	179	1108	1108	4430	4430
2010	44260	Villarluengo	422	2595	2595	10381	10381
2010	44261	Villarquemado	840	15609	15609	62435	62435
2010	44262	Villarroya de los Pinares	333	2323	2323	15100	15100
2010	44263	Villastar	689	19399	8828	57383	57383
2010	44264	Villel	596	13152	6320	50559	47737
2010	44265	Vinaceite	299	2951	2951	17704	17704
2010	44266	Visiedo	258	2158	2158	12950	12950
2010	44267	Vivel del Río Martín	336	2097	2097	11114	11114
2010	44268	Zoma (La)	89	281	281	1687	1553
2010	50001	Abanto	298	1382	1382	5526	5526
2010	50002	Acered	381	6575	2977	20837	20826
2010	50003	Agón	169	2240	2240	14563	14563
2010	50004	Aguarón	870	10100	10100	84840	84840
2010	50005	Aguilón	500	2420	2420	12100	12099
2010	50006	Ainzón	1021	12991	12991	84441	84441
2010	50007	Aladrén	189	2359	1016	7114	7114
2010	50008	Alagón	4665	141539	141539	1089847	1080725
2010	50009	Alarba	220	2868	2463	9853	9853
2010	50010	Alberite de San Juan	97	751	751	3754	3754
2010	50011	Albeta	249	6223	3380	17745	17650
2010	50012	Alborge	165	1550	1550	11937	11936
2010	50013	Alcalá de Ebro	251	3020	3020	18120	18119
2010	50014	Alcalá de Moncayo	306	1574	1574	6297	6296
2010	50015	Alconchel de Ariza	484	2397	2397	9588	9588
2010	50016	Aldehuela de Liestos	151	2073	1719	6874	6874
2010	50017	Alfajarín	1674	83779	83779	393759	393758
2010	50018	Alfamén	960	16139	16139	114588	114368
2010	50019	Alforque	164	1538	1538	10153	10152
2010	50020	Alhama de Aragón	1302	58490	40823	265350	263574
2010	50021	Almochuel	97	457	457	2287	2286
2010	50022	Almolda (La)	530	10326	10326	51630	51630
2010	50023	Almonacid de la Cuba	435	1973	1973	13809	13809
2010	50024	Almonacid de la Sierra	1203	28809	16123	80613	79071
2010	50025	Almunia de Doña Godina (La)	4925	303853	159508	1116554	1111758
2010	50026	Alpartir	610	5584	5584	37969	37825
2010	50027	Ambel	550	2878	2878	24466	24466
2010	50028	Anento	200	2287	1869	15890	15890
2010	50029	Aniñón	919	20477	13023	65115	65072
2010	50030	Añón de Moncayo	798	6661	6661	33307	33258
2010	50031	Aranda de Moncayo	656	3905	3905	23427	23427
2010	50032	Arándiga	679	4925	4925	24623	24623
2010	50033	Ardisa	149	2682	1673	13383	13383
2010	50034	Ariza	1510	18726	18726	132956	132269
2010	50035	Artieda	136	958	958	5748	5748
2010	50036	Asín	176	2378	1655	11583	11582
2010	50037	Atea	563	3169	3169	12677	12676
2010	50038	Ateca	1833	25770	25770	159772	157960
2010	50039	Azuara	1098	9710	9710	48551	48550
2010	50040	Badules	170	1326	1326	5305	5305
2010	50041	Bagüés	68	1404	745	4619	4618
2010	50042	Balconchán	81	268	268	1070	1070
2010	50043	Bárboles	371	4232	4232	20738	20737
2010	50044	Bardallur	361	3259	3259	16297	16296
2010	50045	Belchite	1170	18465	18465	120020	118841
2010	50046	Belmonte de Gracián	315	2672	2672	14695	14694
2010	50047	Berdejo	147	1294	1079	4316	4315
2010	50048	Berrueco	82	1576	1274	7137	7137
2010	50050	Bijuesca	371	3104	2607	10427	10426
2010	50051	Biota	1003	13154	13154	98658	98658
2010	50052	Bisimbre	118	4286	4286	25716	25716
2010	50053	Boquiñeni	744	10916	10916	79686	79294
2010	50054	Bordalba	218	2561	1212	4847	4847
2010	50055	Borja	4712	73205	73205	651521	648469
2010	50056	Botorrita	462	8054	8054	56377	56228
2010	50057	Brea de Aragón	1639	29030	29030	145152	145152
2010	50058	Bubierca	295	1111	1111	4443	4442
2010	50059	Bujaraloz	706	20231	20231	121383	121383
2010	50060	Bulbuente	395	2892	2892	24581	24580
2010	50061	Bureta	286	2774	2774	13872	13872
2010	50062	Burgo de Ebro (El)	2010	143043	125606	502426	501746
2010	50063	Buste (El)	191	1421	1421	9236	9235
2010	50064	Cabañas de Ebro	471	8929	8929	66966	66965
2010	50065	Cabolafuente	288	1571	1571	6286	6285
2010	50066	Cadrete	3893	436024	246649	1405901	1360218
2010	50067	Calatayud	18334	487913	487913	2664006	2634423
2010	50068	Calatorao	2277	121836	62741	325627	324547
2010	50069	Calcena	193	2173	1565	9388	9388
2010	50070	Calmarza	241	1458	1458	10207	10207
2010	50071	Campillo de Aragón	313	4371	3779	22672	22671
