Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2015	22181	Piracés	81	1048	979	8077	8077
2015	22182	Plan	418	6437	5961	39340	39340
2015	22184	Poleñino	197	2979	2836	29011	29011
2015	22186	Pozán de Vero	287	3287	3003	27026	27026
2015	22187	Puebla de Castro (La)	938	23419	22272	133632	133632
2015	22188	Puente de Montañana	273	2191	2010	22108	22108
2015	22189	Puértolas	309	11863	11373	56865	56865
2015	22190	Pueyo de Araguás (El)	224	7457	6238	43664	43664
2015	22193	Pueyo de Santa Cruz	274	5886	5127	50248	50248
2015	22195	Quicena	212	6802	6695	33475	33475
2015	22197	Robres	490	9774	8856	59908	59908
2015	22199	Sabiñánigo	14437	601084	439778	3816032	3792881
2015	22200	Sahún	796	20226	19726	118357	118357
2015	22201	Salas Altas	286	3028	2864	18615	18615
2015	22202	Salas Bajas	225	10619	6399	27498	27498
2015	22203	Salillas	119	2266	2032	8130	8129
2015	22204	Sallent de Gállego	6950	185889	175400	1036616	1035029
2015	22205	San Esteban de Litera	847	13849	11869	110974	110974
2015	22206	Sangarrén	199	5497	5497	30522	30522
2015	22207	San Juan de Plan	201	3681	3443	22725	22725
2015	22208	Santa Cilia	347	18030	16913	101477	101174
2015	22209	Santa Cruz de la Serós	325	13452	12133	76305	76305
2015	22212	Santaliestra y San Quílez	136	2619	2398	18461	18461
2015	22213	Sariñena	3607	122372	110347	750362	750362
2015	22214	Secastilla	164	15080	8369	50216	50216
2015	22215	Seira	370	5097	4521	29388	29388
2015	22217	Sena	615	11242	10530	63179	63179
2015	22218	Senés de Alcubierre	75	1022	898	5730	5730
2015	22220	Sesa	224	3988	3553	21315	21315
2015	22221	Sesué	447	28193	17530	146053	146053
2015	22222	Siétamo	669	14851	13119	65595	65509
2015	22223	Sopeira	247	4220	3819	19094	19094
2015	22225	Tamarite de Litera	2719	100809	85540	709979	709979
2015	22226	Tardienta	951	35242	27193	195355	194724
2015	22227	Tella-Sin	304	3963	3444	22727	22727
2015	22228	Tierz	428	11432	10399	56153	55882
2015	22229	Tolva	293	3088	2868	18070	18070
2015	22230	Torla-Ordesa	502	13214	11959	47834	47833
2015	22232	Torralba de Aragón	133	2113	2113	9865	9865
2015	22233	Torre la Ribera	81	3539	2328	21709	21709
2015	22234	Torrente de Cinca	717	17893	16644	91544	91544
2015	22235	Torres de Alcanadre	132	1741	1527	8399	8399
2015	22236	Torres de Barbués	181	3985	3327	23786	23786
2015	22239	Tramaced	83	2018	1710	11967	11967
2015	22242	Valfarta	95	2251	1895	8529	8529
2015	22243	Valle de Bardají	33	499	477	3146	3146
2015	22244	Valle de Lierp	117	1322	1263	8337	8337
2015	22245	Velilla de Cinca	416	6705	6203	37529	37528
2015	22246	Beranuy	119	3439	2126	8792	8792
2015	22247	Viacamp y Litera	42	324	324	1688	1688
2015	22248	Vicién	131	2413	2083	10413	10413
2015	22249	Villanova	334	8140	7973	63784	63784
2015	22250	Villanúa	3552	95079	92388	554328	554328
2015	22251	Villanueva de Sigena	398	8439	7392	48048	48048
2015	22252	Yebra de Basa	214	6881	4150	34357	34357
2015	22253	Yésero	178	2662	2505	10022	10021
2015	22254	Zaidín	1348	25453	23204	139222	139222
2015	22901	Valle de Hecho	1295	27057	23719	142316	142316
2015	22902	Puente la Reina de Jaca	519	18347	17167	87550	87477
2015	22903	San Miguel del Cinca	654	9621	9128	66270	66270
2015	22904	Sotonera (La)	1240	22962	21604	116662	116662
2015	22905	Lupiñén-Ortilla	449	8183	6496	43591	43399
2015	22906	Santa María de Dulcis	208	2205	2020	16664	16664
2015	22907	Aínsa-Sobrarbe	2455	153041	95836	775390	775390
2015	22908	Hoz y Costeán	272	3567	3045	18271	18271
2015	22909	Vencillón	182	4494	4085	40441	40441
2015	44001	Ababuj	179	1188	1188	7126	6639
2015	44002	Abejuela	315	2359	2359	25948	22888
2015	44003	Aguatón	64	323	323	1940	1459
2015	44004	Aguaviva	1007	26421	26421	158524	111475
2015	44005	Aguilar del Alfambra	259	1679	1679	10075	9465
2015	44006	Alacón	622	9117	9117	60170	48761
2015	44007	Alba	417	3453	3453	22789	20476
2015	44008	Albalate del Arzobispo	2612	42327	42327	265392	202673
2015	44009	Albarracín	1507	36565	36565	301658	216423
2015	44010	Albentosa	756	18153	18153	99839	90788
2015	44011	Alcaine	315	2389	2389	18394	15840
2015	44012	Alcalá de la Selva	2791	66727	66727	403696	340930
2015	44013	Alcañiz	15504	473150	473150	3981558	3109648
2015	44014	Alcorisa	3630	69972	69972	577270	531384
2015	44016	Alfambra	779	9925	9925	68778	61321
2015	44017	Aliaga	879	11185	11185	67110	56887
2015	44018	Almohaja	98	446	446	2676	2492
2015	44019	Alobras	232	2189	2189	14449	12663
2015	44020	Alpeñés	82	428	428	2568	2243
2015	44021	Allepuz	269	1750	1750	11549	10090
2015	44022	Alloza	1192	19630	19630	117779	91845
2015	44023	Allueva	93	312	312	2232	2022
2015	44024	Anadón	131	901	901	8426	6780
2015	44025	Andorra	6457	253485	253485	1581748	1296569
2015	44026	Arcos de las Salinas	612	9094	9094	61475	56837
2015	44027	Arens de Lledó	274	3591	3591	23701	20523
2015	44028	Argente	334	2475	2475	14851	13597
2015	44029	Ariño	1041	24072	24072	156468	130636
2015	44031	Azaila	294	5478	5478	39165	28905
2015	44032	Bádenas	108	767	767	4603	2911
2015	44033	Báguena	888	11546	11546	95252	79246
2015	44034	Bañón	368	7087	7087	28348	24691
2015	44035	Barrachina	286	3488	3488	21099	17580
2015	44036	Bea	69	467	467	2800	2083
2015	44037	Beceite	1010	24154	24154	120769	103831
2015	44038	Belmonte de San José	306	8127	8127	53635	43377
2015	44039	Bello	661	7442	7442	44652	28805
2015	44040	Berge	373	9111	9111	45557	37880
2015	44041	Bezas	174	1750	1750	10497	5129
2015	44042	Blancas	404	3044	3044	18266	12027
2015	44043	Blesa	365	2934	2934	19362	16404
2015	44044	Bordón	267	3211	3211	26491	22444
2015	44045	Bronchales	1364	34921	34921	209527	169628
2015	44046	Bueña	197	834	834	9175	7560
2015	44047	Burbáguena	568	8001	8001	48006	29596
2015	44048	Cabra de Mora	262	4318	4318	45775	40060
2015	44049	Calaceite	1218	31138	31138	237582	211981
2015	44050	Calamocha	6338	146926	146926	1066684	971508
2015	44051	Calanda	3389	82784	82784	690256	503474
2015	44052	Calomarde	288	4817	4817	19268	18450
2015	44053	Camañas	200	1323	1323	7935	6345
2015	44054	Camarena de la Sierra	692	12231	12231	61156	54605
2015	44055	Camarillas	271	2369	2369	14215	13448
2015	44056	Caminreal	888	24468	24468	148030	92417
2015	44059	Cantavieja	1067	23316	23316	153888	119622
2015	44060	Cañada de Benatanduz	263	1095	1095	6568	3777
2015	44061	Cañada de Verich (La)	152	1066	1066	7034	5882
2015	44062	Cañada Vellida	77	706	706	4660	4151
2015	44063	Cañizar del Olivar	296	3311	3311	30962	28264
2015	44064	Cascante del Río	237	2338	2338	20578	15016
2015	44065	Castejón de Tornos	229	1866	1866	11195	6963
2015	44066	Castel de Cabra	344	6224	6224	24898	23749
2015	44067	Castelnou	274	4447	4447	26681	21503
2015	44068	Castelserás	998	16628	16628	109741	88674
2015	44070	Castellar (El)	192	3222	3222	28998	25537
2015	44071	Castellote	1700	40342	40342	161368	138311
2015	44074	Cedrillas	828	30033	30033	120131	105324
2015	44075	Celadas	300	4914	4914	29483	18383
2015	44076	Cella	2692	75674	75674	499446	420484
2015	44077	Cerollera (La)	211	3209	3209	19254	16944
2015	44080	Codoñera (La)	596	15296	15296	68833	63926
2015	44082	Corbalán	163	1204	1204	7222	6190
2015	44084	Cortes de Aragón	237	3831	3831	22984	22984
2015	44085	Cosa	168	1982	1982	11890	7315
2015	44086	Cretas	688	20759	20759	132028	122918
2015	44087	Crivillén	298	2075	2075	12448	9022
2015	44088	Cuba (La)	189	1143	1143	8801	5520
2015	44089	Cubla	152	1791	1791	13792	11479
2015	44090	Cucalón	241	3890	3890	15560	14519
2015	44092	Cuervo (El)	337	4548	4548	33113	30486
2015	44093	Cuevas de Almudén	119	1549	1549	9295	5664
2015	44094	Cuevas Labradas	180	1684	1684	10105	8405
2015	44096	Ejulve	487	8550	8550	47025	47025
2015	44097	Escorihuela	277	2212	2212	15575	13448
2015	44099	Escucha	1061	32475	32475	211089	128884
2015	44100	Estercuel	600	7551	7551	45305	31306
2015	44101	Ferreruela de Huerva	185	2559	2559	15353	11941
2015	44102	Fonfría	84	514	514	3084	1881
2015	44103	Formiche Alto	383	7883	7883	47300	42821
2015	44105	Fórnoles	349	2063	2063	12376	11238
2015	44106	Fortanete	539	4888	4888	37637	31648
2015	44107	Foz-Calanda	412	6216	6216	37609	35261
2015	44108	Fresneda (La)	795	18082	18082	108495	103375
2015	44109	Frías de Albarracín	423	4134	4134	24802	14140
2015	44110	Fuenferrada	140	986	986	5917	5454
2015	44111	Fuentes Calientes	157	1678	1678	11072	10263
2015	44112	Fuentes Claras	785	13065	13065	86229	81688
2015	44113	Fuentes de Rubielos	420	4833	4833	37210	30610
2015	44114	Fuentespalda	409	6491	6491	42839	39804
2015	44115	Galve	167	1797	1797	14826	13896
2015	44116	Gargallo	237	5054	5054	20217	16739
2015	44117	Gea de Albarracín	813	17337	17337	138697	126513
2015	44118	Ginebrosa (La)	482	8924	8924	44622	40043
2015	44119	Griegos	266	6178	6178	30892	28564
2015	44120	Guadalaviar	419	10772	10772	53860	45698
2015	44121	Gúdar	255	4990	4990	24950	23631
2015	44122	Híjar	1857	37545	37545	334936	232629
2015	44123	Hinojosa de Jarque	195	2072	2072	12434	8747
2015	44124	Hoz de la Vieja (La)	391	1839	1839	12135	10434
2015	44125	Huesa del Común	478	8013	8013	32050	28463
2015	44126	Iglesuela del Cid (La)	679	7302	7302	43809	39288
2015	44127	Jabaloyas	315	3008	3008	18046	12988
2015	44128	Jarque de la Val	138	2019	2019	12114	7455
2015	44129	Jatiel	123	2072	2072	17097	13951
2015	44130	Jorcas	128	730	730	4383	4010
2015	44131	Josa	237	1344	1344	8873	7729
2015	44132	Lagueruela	167	1030	1030	6182	4843
2015	44133	Lanzuela	91	830	830	4979	3517
2015	44135	Libros	326	2189	2189	14446	13577
2015	44136	Lidón	172	1248	1248	7491	6800
2015	44137	Linares de Mora	643	11253	11253	45011	40066
2015	44138	Loscos	591	2366	2366	14197	13290
2015	44141	Lledó	261	3130	3130	18777	11983
2015	44142	Maicas	141	1037	1037	6220	4632
2015	44143	Manzanera	1959	26329	26329	188254	149841
2015	44144	Martín del Río	684	14297	14297	111517	102663
2015	44145	Mas de las Matas	1696	48647	48647	243233	220362
2015	44146	Mata de los Olmos (La)	273	4110	4110	24662	22088
2015	44147	Mazaleón	700	10802	10802	83175	74498
2015	44148	Mezquita de Jarque	146	2348	2348	14087	10823
2015	44149	Mirambel	280	3945	3945	23668	13413
2015	44150	Miravete de la Sierra	141	1003	1003	6620	5620
2015	44151	Molinos	529	8341	8341	50043	37728
2015	44152	Monforte de Moyuela	252	1777	1777	10662	9581
2015	44153	Monreal del Campo	2402	83711	83711	690614	577785
2015	44154	Monroyo	407	7928	7187	47435	42879
2015	44155	Montalbán	2051	38849	38849	319343	279450
2015	44156	Monteagudo del Castillo	189	1132	1132	6791	6183
2015	44157	Monterde de Albarracín	295	1866	1866	11193	6864
2015	44158	Mora de Rubielos	3236	50077	50077	413136	351303
2015	44159	Moscardón	187	2925	2925	17551	9203
2015	44160	Mosqueruela	1076	17415	17415	104489	58343
2015	44161	Muniesa	968	21064	21064	139023	113004
2015	44163	Noguera de Albarracín	373	5835	5835	24272	20213
2015	44164	Nogueras	194	1203	1203	7219	4342
2015	44165	Nogueruelas	527	7948	7948	49598	42098
2015	44167	Obón	412	3893	3893	36402	30406
2015	44168	Odón	364	3750	3750	22500	15553
2015	44169	Ojos Negros	963	16085	16085	102304	87046
2015	44171	Olba	1102	10882	10882	71276	67017
2015	44172	Oliete	879	9702	9702	61901	51576
2015	44173	Olmos (Los)	269	2016	2016	12097	11074
2015	44174	Orihuela del Tremedal	973	14601	14601	104396	79613
2015	44175	Orrios	214	2119	2119	12716	11438
2015	44176	Palomar de Arroyos	313	2496	2496	14973	13567
2015	44177	Pancrudo	393	2448	2448	14689	13204
2015	44178	Parras de Castellote (Las)	380	3392	3392	20353	15115
2015	44179	Peñarroya de Tastavins	535	9655	9655	51170	42070
2015	44180	Peracense	203	1531	1531	9183	6245
2015	44181	Peralejos	132	1114	1114	6684	5871
2015	44182	Perales del Alfambra	384	6496	6496	50946	40196
2015	44183	Pitarque	270	1310	1310	8648	7091
2015	44184	Plou	181	2870	2870	12915	10924
2015	44185	Pobo (El)	210	2105	2105	12627	11475
2015	44187	Portellada (La)	372	9148	9148	58183	52408
2015	44189	Pozondón	231	3868	3868	15473	13490
2015	44190	Pozuel del Campo	323	1890	1890	11338	8500
2015	44191	Puebla de Híjar (La)	1333	49750	49750	328349	284452
2015	44192	Puebla de Valverde (La)	825	14509	14509	111722	94471
2015	44193	Puertomingalvo	499	10647	10647	43651	41144
2015	44194	Ráfales	354	7755	7755	46531	39580
2015	44195	Rillo	198	1597	1597	9583	5934
2015	44196	Riodeva	657	2039	2039	17939	16693
2015	44197	Ródenas	286	3592	3592	14366	12004
2015	44198	Royuela	500	6655	6655	39929	25481
2015	44199	Rubiales	138	943	943	6226	4956
2015	44200	Rubielos de la Cérida	178	596	596	3573	2585
2015	44201	Rubielos de Mora	1865	29476	29476	226964	195242
2015	44203	Salcedillo	65	213	213	1522	1326
2015	44204	Saldón	215	1288	1288	8501	6660
2015	44205	Samper de Calanda	1020	29609	29609	182097	162092
2015	44206	San Agustín	633	8612	8612	66310	57571
2015	44207	San Martín del Río	676	6295	6295	37768	23704
2015	44208	Santa Cruz de Nogueras	139	1000	1000	6001	3233
2015	44209	Santa Eulalia	1251	36753	36753	229339	214233
2015	44210	Sarrión	2102	50207	50207	351450	322844
2015	44211	Segura de los Baños	230	1285	1285	7709	7175
2015	44212	Seno	160	1680	1680	10078	5983
2015	44213	Singra	206	1713	1713	10278	6195
2015	44215	Terriente	420	5142	5142	32088	27907
2015	44216	Teruel	37103	1518049	1518049	10186109	7445606
2015	44217	Toril y Masegoso	111	777	777	4664	2539
2015	44218	Tormón	119	1091	1091	6546	5620
2015	44219	Tornos	536	6218	6218	37306	29922
2015	44220	Torralba de los Sisones	282	7196	7196	35980	31514
2015	44221	Torrecilla de Alcañiz	534	15857	15857	72942	63924
2015	44222	Torrecilla del Rebollar	369	7758	7758	31032	28326
2015	44223	Torre de Arcas	164	1284	1284	7705	5903
2015	44224	Torre de las Arcas	167	956	956	5736	4531
2015	44225	Torre del Compte	380	7005	7005	69351	49751
2015	44226	Torrelacárcel	516	5348	5348	47059	43829
2015	44227	Torre los Negros	217	1691	1691	10145	7862
2015	44228	Torremocha de Jiloca	238	4158	4158	24951	22558
2015	44229	Torres de Albarracín	394	6698	6698	27864	26567
2015	44230	Torrevelilla	299	9911	9911	69380	56601
2015	44231	Torrijas	378	4818	4818	50105	45801
2015	44232	Torrijo del Campo	582	13806	13806	106304	64113
2015	44234	Tramacastiel	361	1978	1978	14142	11738
2015	44235	Tramacastilla	378	5441	5441	21766	20175
2015	44236	Tronchón	297	3964	3964	18552	16757
2015	44237	Urrea de Gaén	675	10606	10606	63634	40080
2015	44238	Utrillas	2956	29456	29456	243009	200591
2015	44239	Valacloche	87	769	769	4613	2668
2015	44240	Valbona	633	8877	8877	66579	59797
2015	44241	Valdealgorfa	848	17998	17998	142545	112308
2015	44243	Valdecuenca	213	2106	2106	17518	15387
2015	44244	Valdelinares	395	4857	4857	29139	14061
2015	44245	Valdeltormo	538	8677	8677	85901	74751
2015	44246	Valderrobres	2559	67346	67346	592643	498013
2015	44247	Valjunquera	475	13649	13649	81896	77043
2015	44249	Vallecillo (El)	147	1770	1770	7362	6317
2015	44250	Veguillas de la Sierra	110	1162	1162	7667	7174
2015	44251	Villafranca del Campo	512	5461	5461	39046	32183
2015	44252	Villahermosa del Campo	194	2161	2161	12965	9384
2015	44256	Villanueva del Rebollar de la Sierra	131	855	855	5128	4598
2015	44257	Villar del Cobo	393	7080	7080	37526	32442
2015	44258	Villar del Salz	181	1390	1390	8338	5115
2015	44260	Villarluengo	473	3703	3703	32586	26158
2015	44261	Villarquemado	859	21002	21002	150164	127931
2015	44262	Villarroya de los Pinares	331	2973	2973	17840	13246
2015	44263	Villastar	700	15695	15695	91029	85385
2015	44264	Villel	614	10821	10821	86567	79921
2015	44265	Vinaceite	306	4827	4827	31859	19168
2015	44266	Visiedo	258	2158	2158	12950	12311
2015	44267	Vivel del Río Martín	341	3460	3460	22838	18403
2015	44268	Zoma (La)	87	338	338	2029	1139
2015	50001	Abanto	299	1379	1379	8275	8275
2015	50002	Acered	380	6602	5250	36749	36390
2015	50003	Agón	174	2493	2493	17824	17824
2015	50004	Aguarón	900	13216	13216	118941	116149
2015	50005	Aguilón	498	2415	2415	14492	14492
2015	50006	Ainzón	1122	19042	19042	157098	157015
2015	50007	Aladrén	196	1851	1727	12091	12091
2015	50008	Alagón	5258	194762	194762	1597049	1588358
2015	50009	Alarba	221	3923	3923	19119	19046
2015	50010	Alberite de San Juan	98	798	798	4789	4655
2015	50011	Albeta	252	6347	5235	29315	29274
2015	50012	Alborge	171	1879	1879	14466	14466
2015	50013	Alcalá de Ebro	269	3988	3988	23926	23925
2015	50014	Alcalá de Moncayo	320	2563	2563	10252	10251
2015	50015	Alconchel de Ariza	487	4190	4190	25137	25137
2015	50016	Aldehuela de Liestos	157	2085	2085	9975	9973
2015	50017	Alfajarín	1793	108697	108697	652181	652181
2015	50018	Alfamén	1005	24003	24003	192741	192562
2015	50019	Alforque	166	1902	1902	20917	20917
2015	50020	Alhama de Aragón	1340	65349	65349	424768	422030
2015	50021	Almochuel	93	790	790	3951	3951
2015	50022	Almolda (La)	535	11583	11583	69499	69499
2015	50023	Almonacid de la Cuba	455	3526	3526	24684	24442
2015	50024	Almonacid de la Sierra	1198	21432	21321	88267	86346
2015	50025	Almunia de Doña Godina (La)	5140	322610	264883	1456858	1423256
2015	50026	Alpartir	581	13429	9522	54480	54061
2015	50027	Ambel	527	3234	3234	30239	29899
2015	50028	Anento	207	2260	2260	20177	20177
2015	50029	Aniñón	943	20910	18718	93592	93041
2015	50030	Añón de Moncayo	824	11652	11652	58259	57989
2015	50031	Aranda de Moncayo	566	10366	6900	42743	42353
2015	50032	Arándiga	711	7878	7878	55145	54846
2015	50033	Ardisa	154	1701	1701	13606	13606
2015	50034	Ariza	1592	25718	25718	226315	224136
2015	50035	Artieda	139	1209	1209	7256	7256
2015	50036	Asín	178	2530	2530	15180	15180
2015	50037	Atea	570	3548	3548	21288	21196
2015	50038	Ateca	1946	67046	47107	259294	255782
2015	50039	Azuara	1184	21577	15606	80600	80480
2015	50040	Badules	194	3227	2334	9642	9642
2015	50041	Bagüés	63	1394	1149	7125	7125
2015	50042	Balconchán	86	572	572	2290	2234
2015	50043	Bárboles	365	6257	6257	41297	41254
2015	50044	Bardallur	383	4357	4357	21783	21408
2015	50045	Belchite	1182	19041	19041	136143	134526
2015	50046	Belmonte de Gracián	323	3256	3256	17905	17905
2015	50047	Berdejo	150	2058	2058	10011	9531
2015	50048	Berrueco	87	1724	1724	10119	9377
2015	50050	Bijuesca	384	3295	3295	15922	15755
2015	50051	Biota	1019	16765	16765	137471	135813
2015	50052	Bisimbre	123	4885	4885	32238	32238
2015	50053	Boquiñeni	765	16257	16257	146310	145578
2015	50054	Bordalba	240	2600	1989	8229	8229
2015	50055	Borja	5262	116611	116611	932888	927507
2015	50056	Botorrita	498	12392	12392	105330	104810
2015	50057	Brea de Aragón	1760	39803	39803	199014	191114
2015	50058	Bubierca	299	1112	1112	6673	6673
2015	50059	Bujaraloz	852	34953	34953	227191	225812
2015	50060	Bulbuente	487	7013	4349	38230	38230
2015	50061	Bureta	286	3485	3485	17424	17406
2015	50062	Burgo de Ebro (El)	2332	183930	183930	897181	891403
2015	50063	Buste (El)	229	2737	2737	21897	21897
2015	50064	Cabañas de Ebro	583	24989	16897	131146	131146
2015	50065	Cabolafuente	289	1588	1588	9525	9525
2015	50066	Cadrete	4567	376572	372437	1862184	1800013
2015	50067	Calatayud	20473	661884	661884	3543724	3543724
2015	50068	Calatorao	2423	129364	105792	519439	501224
2015	50069	Calcena	199	2398	2398	14386	14386
2015	50070	Calmarza	232	3312	2210	15973	15546
2015	50071	Campillo de Aragón	313	4371	4371	27535	27535
