Municipio código	Municipio nombre	Tipo edificio (agregado)	Tipo edificio (detalle)	Número de edificios
44070	Castellar (El)	Principalmente vivienda	Edificio sólo con una vivienda familiar	92
44070	Castellar (El)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	6
44070	Castellar (El)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
44071	Castellote	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44071	Castellote	Otro tipo	Locales	30
44071	Castellote	Principalmente vivienda	Edificio sólo con una vivienda familiar	662
44071	Castellote	Principalmente vivienda	Edificio sólo con varias viviendas familiares	84
44071	Castellote	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	23
44074	Cedrillas	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44074	Cedrillas	Otro tipo	Locales	22
44074	Cedrillas	Principalmente vivienda	Edificio sólo con una vivienda familiar	251
44074	Cedrillas	Principalmente vivienda	Edificio sólo con varias viviendas familiares	39
44074	Cedrillas	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	17
44074	Cedrillas	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	2
44075	Celadas	Otro tipo	Locales	18
44075	Celadas	Principalmente vivienda	Edificio sólo con una vivienda familiar	164
44075	Celadas	Principalmente vivienda	Edificio sólo con varias viviendas familiares	32
44075	Celadas	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	4
44076	Cella	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	3
44076	Cella	Otro tipo	Locales	39
44076	Cella	Principalmente vivienda	Edificio sólo con una vivienda familiar	925
44076	Cella	Principalmente vivienda	Edificio sólo con varias viviendas familiares	160
44076	Cella	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	45
44077	Cerollera (La)	Otro tipo	Locales	6
44077	Cerollera (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	72
44077	Cerollera (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
44077	Cerollera (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44080	Codoñera (La)	Otro tipo	Locales	31
44080	Codoñera (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	255
44080	Codoñera (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	12
44080	Codoñera (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	11
44082	Corbalán	Otro tipo	Locales	5
44082	Corbalán	Principalmente vivienda	Edificio sólo con una vivienda familiar	89
44082	Corbalán	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
44082	Corbalán	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44084	Cortes de Aragón	Principalmente vivienda	Edificio sólo con una vivienda familiar	127
44084	Cortes de Aragón	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
44085	Cosa	Otro tipo	Locales	2
44085	Cosa	Principalmente vivienda	Edificio sólo con una vivienda familiar	95
44085	Cosa	Principalmente vivienda	Edificio sólo con varias viviendas familiares	2
44086	Cretas	Otro tipo	Locales	14
44086	Cretas	Principalmente vivienda	Edificio sólo con una vivienda familiar	293
44086	Cretas	Principalmente vivienda	Edificio sólo con varias viviendas familiares	21
44086	Cretas	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	17
44087	Crivillén	Otro tipo	Locales	12
44087	Crivillén	Principalmente vivienda	Edificio sólo con una vivienda familiar	166
44087	Crivillén	Principalmente vivienda	Edificio sólo con varias viviendas familiares	8
44087	Crivillén	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44088	Cuba (La)	Otro tipo	Locales	9
44088	Cuba (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	71
44088	Cuba (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44089	Cubla	Otro tipo	Locales	4
44089	Cubla	Principalmente vivienda	Edificio sólo con una vivienda familiar	104
44089	Cubla	Principalmente vivienda	Edificio sólo con varias viviendas familiares	2
44089	Cubla	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44090	Cucalón	Otro tipo	Locales	5
44090	Cucalón	Principalmente vivienda	Edificio sólo con una vivienda familiar	140
44090	Cucalón	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44092	Cuervo (El)	Otro tipo	Locales	1
44092	Cuervo (El)	Principalmente vivienda	Edificio sólo con una vivienda familiar	128
44092	Cuervo (El)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
44092	Cuervo (El)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
44093	Cuevas de Almudén	Otro tipo	Locales	5
44093	Cuevas de Almudén	Principalmente vivienda	Edificio sólo con una vivienda familiar	54
44093	Cuevas de Almudén	Principalmente vivienda	Edificio sólo con varias viviendas familiares	2
44093	Cuevas de Almudén	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44094	Cuevas Labradas	Otro tipo	Locales	3
44094	Cuevas Labradas	Principalmente vivienda	Edificio sólo con una vivienda familiar	94
44094	Cuevas Labradas	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44094	Cuevas Labradas	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44096	Ejulve	Otro tipo	Locales	8
44096	Ejulve	Principalmente vivienda	Edificio sólo con una vivienda familiar	228
44096	Ejulve	Principalmente vivienda	Edificio sólo con varias viviendas familiares	12
44096	Ejulve	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	7
44097	Escorihuela	Otro tipo	Locales	4
44097	Escorihuela	Principalmente vivienda	Edificio sólo con una vivienda familiar	177
44097	Escorihuela	Principalmente vivienda	Edificio sólo con varias viviendas familiares	8
44097	Escorihuela	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44099	Escucha	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	4
44099	Escucha	Otro tipo	Locales	29
44099	Escucha	Principalmente vivienda	Edificio sólo con una vivienda familiar	249
44099	Escucha	Principalmente vivienda	Edificio sólo con varias viviendas familiares	65
44099	Escucha	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	18
44099	Escucha	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	1
44100	Estercuel	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	2
44100	Estercuel	Otro tipo	Locales	26
44100	Estercuel	Principalmente vivienda	Edificio sólo con una vivienda familiar	201
44100	Estercuel	Principalmente vivienda	Edificio sólo con varias viviendas familiares	23
44100	Estercuel	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
44101	Ferreruela de Huerva	Otro tipo	Locales	3
44101	Ferreruela de Huerva	Principalmente vivienda	Edificio sólo con una vivienda familiar	69
44101	Ferreruela de Huerva	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44102	Fonfría	Otro tipo	Locales	2
44102	Fonfría	Principalmente vivienda	Edificio sólo con una vivienda familiar	44
44103	Formiche Alto	Otro tipo	Locales	7
44103	Formiche Alto	Principalmente vivienda	Edificio sólo con una vivienda familiar	173
44103	Formiche Alto	Principalmente vivienda	Edificio sólo con varias viviendas familiares	18
44103	Formiche Alto	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	5
44105	Fórnoles	Otro tipo	Locales	5
44105	Fórnoles	Principalmente vivienda	Edificio sólo con una vivienda familiar	147
44105	Fórnoles	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44105	Fórnoles	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44106	Fortanete	Principalmente vivienda	Edificio sólo con una vivienda familiar	207
44106	Fortanete	Principalmente vivienda	Edificio sólo con varias viviendas familiares	22
44106	Fortanete	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44107	Foz-Calanda	Otro tipo	Locales	8
44107	Foz-Calanda	Principalmente vivienda	Edificio sólo con una vivienda familiar	177
44107	Foz-Calanda	Principalmente vivienda	Edificio sólo con varias viviendas familiares	11
44108	Fresneda (La)	Otro tipo	Locales	8
44108	Fresneda (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	453
44108	Fresneda (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	18
44108	Fresneda (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	11
44109	Frías de Albarracín	Otro tipo	Locales	4
44109	Frías de Albarracín	Principalmente vivienda	Edificio sólo con una vivienda familiar	140
44109	Frías de Albarracín	Principalmente vivienda	Edificio sólo con varias viviendas familiares	13
44109	Frías de Albarracín	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	5
44110	Fuenferrada	Otro tipo	Locales	2
44110	Fuenferrada	Principalmente vivienda	Edificio sólo con una vivienda familiar	93
44111	Fuentes Calientes	Otro tipo	Locales	4
44111	Fuentes Calientes	Principalmente vivienda	Edificio sólo con una vivienda familiar	96
44111	Fuentes Calientes	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
44111	Fuentes Calientes	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44112	Fuentes Claras	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	2
44112	Fuentes Claras	Otro tipo	Locales	3
44112	Fuentes Claras	Principalmente vivienda	Edificio sólo con una vivienda familiar	379
44112	Fuentes Claras	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44112	Fuentes Claras	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	12
44113	Fuentes de Rubielos	Otro tipo	Locales	4
44113	Fuentes de Rubielos	Principalmente vivienda	Edificio sólo con una vivienda familiar	131
44113	Fuentes de Rubielos	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
44114	Fuentespalda	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44114	Fuentespalda	Otro tipo	Locales	8
44114	Fuentespalda	Principalmente vivienda	Edificio sólo con una vivienda familiar	193
44114	Fuentespalda	Principalmente vivienda	Edificio sólo con varias viviendas familiares	24
44114	Fuentespalda	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	7
44115	Galve	Otro tipo	Locales	2
44115	Galve	Principalmente vivienda	Edificio sólo con una vivienda familiar	79
44115	Galve	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
44115	Galve	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44116	Gargallo	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44116	Gargallo	Otro tipo	Locales	5
44116	Gargallo	Principalmente vivienda	Edificio sólo con una vivienda familiar	127
44116	Gargallo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	7
44116	Gargallo	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44117	Gea de Albarracín	Otro tipo	Locales	9
44117	Gea de Albarracín	Principalmente vivienda	Edificio sólo con una vivienda familiar	325
44117	Gea de Albarracín	Principalmente vivienda	Edificio sólo con varias viviendas familiares	14
44117	Gea de Albarracín	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	8
44117	Gea de Albarracín	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	1
44118	Ginebrosa (La)	Otro tipo	Locales	11
44118	Ginebrosa (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	236
44118	Ginebrosa (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	7
44118	Ginebrosa (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44119	Griegos	Otro tipo	Locales	14
44119	Griegos	Principalmente vivienda	Edificio sólo con una vivienda familiar	136
44119	Griegos	Principalmente vivienda	Edificio sólo con varias viviendas familiares	7
44119	Griegos	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
44120	Guadalaviar	Otro tipo	Locales	13
44120	Guadalaviar	Principalmente vivienda	Edificio sólo con una vivienda familiar	150
44120	Guadalaviar	Principalmente vivienda	Edificio sólo con varias viviendas familiares	16
44120	Guadalaviar	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
