Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
44017	Aliaga	2015	Secano											0														
44018	Almohaja	2015	Regadío											0														
44018	Almohaja	2015	Secano											0														
44019	Alobras	2015	Regadío											0														
44019	Alobras	2015	Secano											0														
44020	Alpeñés	2015	Regadío											0														
44020	Alpeñés	2015	Secano											0														
44021	Allepuz	2015	Regadío											0														
44021	Allepuz	2015	Secano											0														
44022	Alloza	2015	Regadío	13	5	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	8	0	0
44022	Alloza	2015	Secano	1055	270	0	0	0	0	5	0	0	0	0	0	264	1	0	0	0	43	0	43	0	742	742	0	0
44023	Allueva	2015	Regadío											0														
44023	Allueva	2015	Secano											0														
44024	Anadón	2015	Regadío											0														
44024	Anadón	2015	Secano											0														
44025	Andorra	2015	Regadío	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0
44025	Andorra	2015	Secano	871	151	0	0	0	0	1	0	0	0	0	0	150	0	0	0	0	61	0	61	0	659	659	0	0
44026	Arcos de las Salinas	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44026	Arcos de las Salinas	2015	Secano	5	5	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
44027	Arens de Lledó	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44027	Arens de Lledó	2015	Secano	757	341	0	0	0	0	2	0	0	0	0	2	336	1	0	0	0	66	0	66	0	350	350	0	0
44028	Argente	2015	Regadío											0														
44028	Argente	2015	Secano											0														
44029	Ariño	2015	Regadío	13	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0
44029	Ariño	2015	Secano	114	30	0	0	0	0	8	0	0	0	0	0	22	0	0	0	0	9	0	9	0	75	75	0	0
44031	Azaila	2015	Regadío	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0
44031	Azaila	2015	Secano	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
44032	Bádenas	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44032	Bádenas	2015	Secano	11	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
44033	Báguena	2015	Regadío	5	4	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
44033	Báguena	2015	Secano	331	143	0	0	0	0	10	0	0	0	0	0	131	2	0	0	0	188	0	188	0	0	0	0	0
44034	Bañón	2015	Regadío											0														
44034	Bañón	2015	Secano											0														
44035	Barrachina	2015	Regadío											0														
44035	Barrachina	2015	Secano											0														
44036	Bea	2015	Regadío											0														
44036	Bea	2015	Secano											0														
44037	Beceite	2015	Regadío	8	6	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	2	2	0	0
44037	Beceite	2015	Secano	146	81	0	0	0	0	0	0	0	0	0	4	76	1	0	0	0	3	0	3	0	62	62	0	0
44038	Belmonte de San José	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44038	Belmonte de San José	2015	Secano	567	212	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	1	0	1	0	354	354	0	0
44039	Bello	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44039	Bello	2015	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
44040	Berge	2015	Regadío	22	6	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	16	16	0	0
44040	Berge	2015	Secano	295	119	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	2	0	2	0	174	174	0	0
44041	Bezas	2015	Regadío											0														
44041	Bezas	2015	Secano											0														
44042	Blancas	2015	Regadío											0														
44042	Blancas	2015	Secano											0														
44043	Blesa	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44043	Blesa	2015	Secano	73	59	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	13	0	13	0	1	1	0	0
44044	Bordón	2015	Regadío											0														
44044	Bordón	2015	Secano											0														
44045	Bronchales	2015	Regadío											0														
44045	Bronchales	2015	Secano											0														
44046	Bueña	2015	Regadío											0														
44046	Bueña	2015	Secano											0														
44047	Burbáguena	2015	Regadío	3	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
44047	Burbáguena	2015	Secano	158	75	0	0	0	0	4	0	0	0	0	0	71	0	0	0	0	83	0	83	0	0	0	0	0
44048	Cabra de Mora	2015	Regadío											0														
44048	Cabra de Mora	2015	Secano											0														
44049	Calaceite	2015	Regadío	18	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	3	0	11	11	0	0
44049	Calaceite	2015	Secano	3597	1431	0	0	0	0	0	0	0	0	0	12	1417	2	0	0	0	159	0	159	0	2007	2007	0	0
44050	Calamocha	2015	Regadío	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
44050	Calamocha	2015	Secano	87	51	0	0	0	0	4	0	0	0	0	1	44	2	0	0	0	36	0	36	0	0	0	0	0
44051	Calanda	2015	Regadío	1030	626	1	1	0	8	2	526	0	1	0	4	80	3	0	0	0	0	0	0	0	404	404	0	0
44051	Calanda	2015	Secano	2493	1081	0	0	0	1	0	10	0	0	0	5	1065	0	0	0	0	12	0	12	0	1400	1400	0	0
44052	Calomarde	2015	Regadío											0														
44052	Calomarde	2015	Secano											0														
44053	Camañas	2015	Regadío											0														
44053	Camañas	2015	Secano											0														
44054	Camarena de la Sierra	2015	Regadío											0														
44054	Camarena de la Sierra	2015	Secano											0														
44055	Camarillas	2015	Regadío											0														
44055	Camarillas	2015	Secano											0														
44056	Caminreal	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44056	Caminreal	2015	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
44059	Cantavieja	2015	Regadío											0														
44059	Cantavieja	2015	Secano											0														
44060	Cañada de Benatanduz	2015	Regadío											0														
44060	Cañada de Benatanduz	2015	Secano											0														
44061	Cañada de Verich (La)	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44061	Cañada de Verich (La)	2015	Secano	46	43	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	3	3	0	0
44062	Cañada Vellida	2015	Regadío											0														
44062	Cañada Vellida	2015	Secano											0														
44063	Cañizar del Olivar	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44063	Cañizar del Olivar	2015	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
44064	Cascante del Río	2015	Regadío	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
44064	Cascante del Río	2015	Secano	6	6	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
44065	Castejón de Tornos	2015	Regadío	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44065	Castejón de Tornos	2015	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
44066	Castel de Cabra	2015	Regadío											0														
44066	Castel de Cabra	2015	Secano											0														
44067	Castelnou	2015	Regadío	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0
44067	Castelnou	2015	Secano	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	6	0	0
44068	Castelserás	2015	Regadío	160	80	0	1	0	0	0	57	3	0	0	0	19	0	0	0	0	0	0	0	0	80	80	0	0
44068	Castelserás	2015	Secano	683	241	0	0	0	0	0	2	0	0	0	2	237	0	0	0	0	11	0	11	0	431	431	0	0
44070	Castellar (El)	2015	Regadío											0														
44070	Castellar (El)	2015	Secano											0														
44071	Castellote	2015	Regadío	94	21	0	0	0	0	0	8	0	0	0	0	10	3	0	0	0	0	0	0	0	73	73	0	0
44071	Castellote	2015	Secano	629	241	0	0	0	0	0	11	0	0	0	0	229	1	0	0	0	45	0	45	0	343	343	0	0
44074	Cedrillas	2015	Regadío											0														
44074	Cedrillas	2015	Secano											0														
44075	Celadas	2015	Regadío											0														
44075	Celadas	2015	Secano											0														
44076	Cella	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44076	Cella	2015	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44077	Cerollera (La)	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44077	Cerollera (La)	2015	Secano	38	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	18	0	18	0	0	0	0	0
44080	Codoñera (La)	2015	Regadío	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
44080	Codoñera (La)	2015	Secano	714	250	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	464	464	0	0
44082	Corbalán	2015	Regadío											0														
44082	Corbalán	2015	Secano											0														
44084	Cortes de Aragón	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44084	Cortes de Aragón	2015	Secano	50	21	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	26	0	26	0	3	3	0	0
44085	Cosa	2015	Regadío											0														
44085	Cosa	2015	Secano											0														
44086	Cretas	2015	Regadío	57	13	0	0	0	0	4	3	0	0	0	0	1	0	5	0	0	0	0	0	0	44	44	0	0
44086	Cretas	2015	Secano	1884	721	0	0	0	0	3	1	0	0	0	4	707	0	6	0	0	87	0	87	0	1076	1076	0	0
44087	Crivillén	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44087	Crivillén	2015	Secano	53	14	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	2	0	37	37	0	0
44088	Cuba (La)	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44088	Cuba (La)	2015	Secano	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0
44089	Cubla	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44089	Cubla	2015	Secano	9	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
44090	Cucalón	2015	Regadío	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44090	Cucalón	2015	Secano	9	9	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0
44092	Cuervo (El)	2015	Regadío	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44092	Cuervo (El)	2015	Secano	11	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
44093	Cuevas de Almudén	2015	Regadío											0														
44093	Cuevas de Almudén	2015	Secano											0														
44094	Cuevas Labradas	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44094	Cuevas Labradas	2015	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44096	Ejulve	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44096	Ejulve	2015	Secano	5	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
44097	Escorihuela	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44097	Escorihuela	2015	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44099	Escucha	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44099	Escucha	2015	Secano	6	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
44100	Estercuel	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44100	Estercuel	2015	Secano	57	17	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	4	0	36	36	0	0
44101	Ferreruela de Huerva	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44101	Ferreruela de Huerva	2015	Secano	15	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
44102	Fonfría	2015	Regadío											0														
44102	Fonfría	2015	Secano											0														
44103	Formiche Alto	2015	Regadío											0														
44103	Formiche Alto	2015	Secano											0														
44105	Fórnoles	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44105	Fórnoles	2015	Secano	418	189	0	0	0	0	0	0	0	0	0	2	185	0	2	0	0	11	0	11	0	218	218	0	0
44106	Fortanete	2015	Regadío											0														
44106	Fortanete	2015	Secano											0														
44107	Foz-Calanda	2015	Regadío	47	33	0	0	0	0	0	24	0	0	0	2	7	0	0	0	0	0	0	0	0	14	14	0	0
44107	Foz-Calanda	2015	Secano	418	169	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	10	0	10	0	239	239	0	0
44108	Fresneda (La)	2015	Regadío	26	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	22	22	0	0
44108	Fresneda (La)	2015	Secano	1030	291	0	0	0	0	3	0	0	0	0	2	285	1	0	0	0	13	0	13	0	726	726	0	0
44109	Frías de Albarracín	2015	Regadío											0														
44109	Frías de Albarracín	2015	Secano											0														
44110	Fuenferrada	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44110	Fuenferrada	2015	Secano	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44111	Fuentes Calientes	2015	Regadío											0														
44111	Fuentes Calientes	2015	Secano											0														
44112	Fuentes Claras	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44112	Fuentes Claras	2015	Secano	9	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	5	0	0	0	0	0
44113	Fuentes de Rubielos	2015	Regadío											0														
44113	Fuentes de Rubielos	2015	Secano											0														
44114	Fuentespalda	2015	Regadío	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	7	0	0
44114	Fuentespalda	2015	Secano	502	369	0	0	0	0	1	0	0	0	0	2	363	3	0	0	0	30	0	30	0	103	103	0	0
44115	Galve	2015	Regadío											0														
44115	Galve	2015	Secano											0														
44116	Gargallo	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44116	Gargallo	2015	Secano	27	21	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	3	0	3	0	3	3	0	0
44117	Gea de Albarracín	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44117	Gea de Albarracín	2015	Secano	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
44118	Ginebrosa (La)	2015	Regadío	16	13	0	0	0	0	0	7	0	0	0	0	5	1	0	0	0	0	0	0	0	3	3	0	0
44118	Ginebrosa (La)	2015	Secano	480	314	0	0	0	0	0	1	0	0	0	0	312	1	0	0	0	23	0	23	0	143	143	0	0
44119	Griegos	2015	Regadío											0														
44119	Griegos	2015	Secano											0														
44120	Guadalaviar	2015	Regadío											0														
44120	Guadalaviar	2015	Secano											0														
44121	Gúdar	2015	Regadío											0														
44121	Gúdar	2015	Secano											0														
44122	Híjar	2015	Regadío	160	69	0	0	0	0	0	21	0	0	0	0	48	0	0	0	0	7	0	7	0	84	84	0	0
44122	Híjar	2015	Secano	484	281	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	57	0	57	0	146	146	0	0
44123	Hinojosa de Jarque	2015	Regadío											0														
44123	Hinojosa de Jarque	2015	Secano											0														
44124	Hoz de la Vieja (La)	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44124	Hoz de la Vieja (La)	2015	Secano	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	17	0	0	0	0	0
44125	Huesa del Común	2015	Regadío	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
44125	Huesa del Común	2015	Secano	36	27	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	9	0	9	0	0	0	0	0
44126	Iglesuela del Cid (La)	2015	Regadío											0														
44126	Iglesuela del Cid (La)	2015	Secano											0														
44127	Jabaloyas	2015	Regadío											0														
44127	Jabaloyas	2015	Secano											0														
44128	Jarque de la Val	2015	Regadío											0														
44128	Jarque de la Val	2015	Secano											0														
44129	Jatiel	2015	Regadío	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0
44129	Jatiel	2015	Secano	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0
44130	Jorcas	2015	Regadío											0														
44130	Jorcas	2015	Secano											0														
44131	Josa	2015	Regadío	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44131	Josa	2015	Secano	10	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	8	0	0	0	0	0
44132	Lagueruela	2015	Regadío											0														
44132	Lagueruela	2015	Secano											0														
44133	Lanzuela	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44133	Lanzuela	2015	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
44135	Libros	2015	Regadío	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
44135	Libros	2015	Secano	195	195	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
44136	Lidón	2015	Regadío											0														
44136	Lidón	2015	Secano											0														
44137	Linares de Mora	2015	Regadío											0														
44137	Linares de Mora	2015	Secano											0														
44138	Loscos	2015	Regadío	6	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
44138	Loscos	2015	Secano	120	120	0	0	0	0	0	0	0	0	0	0	114	6	0	0	0	0	0	0	0	0	0	0	0
44141	Lledó	2015	Regadío	19	15	0	0	0	0	0	6	0	0	0	0	1	0	8	0	0	0	0	0	0	4	4	0	0
44141	Lledó	2015	Secano	495	160	0	0	0	0	1	2	0	0	0	0	148	0	9	0	0	49	0	49	0	286	286	0	0
44142	Maicas	2015	Regadío											0														
44142	Maicas	2015	Secano											0														
44143	Manzanera	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44143	Manzanera	2015	Secano	6	6	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
44144	Martín del Río	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44144	Martín del Río	2015	Secano	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
44145	Mas de las Matas	2015	Regadío	15	15	0	0	0	0	0	5	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0
44145	Mas de las Matas	2015	Secano	121	49	0	0	0	0	0	1	0	0	0	0	48	0	0	0	0	19	0	19	0	53	53	0	0
44146	Mata de los Olmos (La)	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44146	Mata de los Olmos (La)	2015	Secano	50	50	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
44147	Mazaleón	2015	Regadío	209	151	1	0	0	0	3	118	2	0	0	0	27	0	0	0	0	1	0	1	0	57	57	0	0
44147	Mazaleón	2015	Secano	3150	1641	0	0	0	0	3	14	1	0	0	2	1621	0	0	0	0	73	0	73	0	1436	1436	0	0
44148	Mezquita de Jarque	2015	Regadío											0														
44148	Mezquita de Jarque	2015	Secano											0														
44149	Mirambel	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44149	Mirambel	2015	Secano	6	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0
44150	Miravete de la Sierra	2015	Regadío											0														
44150	Miravete de la Sierra	2015	Secano											0														
44151	Molinos	2015	Regadío	20	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	19	0	0
44151	Molinos	2015	Secano	144	95	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	49	49	0	0
44152	Monforte de Moyuela	2015	Regadío	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44152	Monforte de Moyuela	2015	Secano	66	66	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
44153	Monreal del Campo	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44153	Monreal del Campo	2015	Secano	8	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
44154	Monroyo	2015	Regadío	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44154	Monroyo	2015	Secano	199	147	0	0	0	0	3	0	0	0	0	6	138	0	0	0	0	36	0	36	0	16	16	0	0
44155	Montalbán	2015	Regadío	5	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
44155	Montalbán	2015	Secano	23	5	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	18	0	18	0	0	0	0	0
44156	Monteagudo del Castillo	2015	Regadío											0														
44156	Monteagudo del Castillo	2015	Secano											0														
44157	Monterde de Albarracín	2015	Regadío											0														
44157	Monterde de Albarracín	2015	Secano											0														
44158	Mora de Rubielos	2015	Regadío	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44158	Mora de Rubielos	2015	Secano	55	55	0	0	0	0	10	0	0	0	0	2	41	2	0	0	0	0	0	0	0	0	0	0	0
44159	Moscardón	2015	Regadío											0														
44159	Moscardón	2015	Secano											0														
44160	Mosqueruela	2015	Regadío											0														
44160	Mosqueruela	2015	Secano											0														
44161	Muniesa	2015	Regadío	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	1	0	0
44161	Muniesa	2015	Secano	467	329	0	0	0	0	0	0	0	0	0	4	325	0	0	0	0	102	0	102	0	36	36	0	0
44163	Noguera de Albarracín	2015	Regadío											0														
44163	Noguera de Albarracín	2015	Secano											0														
44164	Nogueras	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44164	Nogueras	2015	Secano	15	15	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
44165	Nogueruelas	2015	Regadío											0														
44165	Nogueruelas	2015	Secano											0														
44167	Obón	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44167	Obón	2015	Secano	46	24	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	8	0	8	0	14	14	0	0
44168	Odón	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44168	Odón	2015	Secano	6	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
44169	Ojos Negros	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44169	Ojos Negros	2015	Secano	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
44171	Olba	2015	Regadío	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44171	Olba	2015	Secano	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
44172	Oliete	2015	Regadío	26	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	24	0	0
44172	Oliete	2015	Secano	256	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	0	16	0	229	229	0	0
44173	Olmos (Los)	2015	Regadío	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
44173	Olmos (Los)	2015	Secano	370	222	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	5	0	5	0	143	143	0	0
44174	Orihuela del Tremedal	2015	Regadío											0														
44174	Orihuela del Tremedal	2015	Secano											0														
44175	Orrios	2015	Regadío											0														
44175	Orrios	2015	Secano											0														
44176	Palomar de Arroyos	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44176	Palomar de Arroyos	2015	Secano	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
44177	Pancrudo	2015	Regadío											0														
44177	Pancrudo	2015	Secano											0														
44178	Parras de Castellote (Las)	2015	Regadío	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
44178	Parras de Castellote (Las)	2015	Secano	130	68	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	3	0	3	0	59	59	0	0
44179	Peñarroya de Tastavins	2015	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44179	Peñarroya de Tastavins	2015	Secano	182	108	0	0	0	0	0	0	0	0	0	6	102	0	0	0	0	10	0	10	0	64	64	0	0
