Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Septiembre 2013	97	Actividades de los hogares como empleadores de personal doméstico	17762
Septiembre 2013	99	Actividades de organizaciones y organismos extraterritoriales	6
Junio 2013	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	44438
Junio 2013	02	Silvicultura y explotación forestal	1797
Junio 2013	03	Pesca y acuicultura	166
Junio 2013	05	Extracción de antracita, hulla y lignito	341
Junio 2013	06	Extracción de crudo de petróleo y gas natural	3
Junio 2013	07	Extracción de minerales metálicos	50
Junio 2013	08	Otras industrias extractivas	725
Junio 2013	09	Actividades de apoyo a las industrias extractivas	13
Junio 2013	10	Industria de la alimentación	10506
Junio 2013	11	Fabricación de bebidas	1286
Junio 2013	12	Industria del tabaco	1
Junio 2013	13	Industria textil	611
Junio 2013	14	Confección de prendas de vestir	1506
Junio 2013	15	Industria del cuero y del calzado	1265
Junio 2013	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2153
Junio 2013	17	Industria del papel	2450
Junio 2013	18	Artes gráficas y reproducción de soportes grabados	1540
Junio 2013	19	Coquerías y refino de petróleo	3
Junio 2013	20	Industria química	3411
Junio 2013	21	Fabricación de productos farmacéuticos	1151
Junio 2013	22	Fabricación de productos de caucho y plásticos	3839
Junio 2013	23	Fabricación de otros productos minerales no metálicos	3225
Junio 2013	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2567
Junio 2013	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9013
Junio 2013	26	Fabricación de productos informáticos, electrónicos y ópticos	1482
Junio 2013	27	Fabricación de material y equipo eléctrico	5263
Junio 2013	28	Fabricación de maquinaria y equipo n.c.o.p.	6175
Junio 2013	29	Fabricación de vehículos de motor, remolques y semirremolques	14820
Junio 2013	30	Fabricación de otro material de transporte	1100
Junio 2013	31	Fabricación de muebles	3638
Junio 2013	32	Otras industrias manufactureras	1354
Junio 2013	33	Reparación e instalación de maquinaria y equipo	2291
Junio 2013	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1459
Junio 2013	36	Captación, depuración y distribución de agua	1598
Junio 2013	37	Recogida y tratamiento de aguas residuales	145
Junio 2013	38	Recogida, tratamiento y eliminación de residuos; valorización	2861
Junio 2013	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Junio 2013	41	Construcción de edificios	10677
Junio 2013	42	Ingeniería civil	1675
Junio 2013	43	Actividades de construcción especializada	19847
Junio 2013	45	Venta y reparación de vehículos de motor y motocicletas	8544
Junio 2013	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25119
Junio 2013	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	48431
Junio 2013	49	Transporte terrestre y por tubería	18492
Junio 2013	50	Transporte marítimo y por vías navegables interiores	6
Junio 2013	51	Transporte aéreo	55
Junio 2013	52	Almacenamiento y actividades anexas al transporte	4419
Junio 2013	53	Actividades postales y de correos	1709
Junio 2013	55	Servicios de alojamiento	5452
Junio 2013	56	Servicios de comidas y bebidas	27793
Junio 2013	58	Edición	1211
Junio 2013	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	988
Junio 2013	60	Actividades de programación y emisión de radio y televisión	374
Junio 2013	61	Telecomunicaciones	1962
Junio 2013	62	Programación, consultoría y otras actividades relacionadas con la informática	3806
Junio 2013	63	Servicios de información	290
Junio 2013	64	Servicios financieros, excepto seguros y fondos de pensiones	7435
Junio 2013	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1237
Junio 2013	66	Actividades auxiliares a los servicios financieros y a los seguros	2471
Junio 2013	68	Actividades inmobiliarias	2344
Junio 2013	69	Actividades jurídicas y de contabilidad	7063
Junio 2013	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1441
Junio 2013	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4543
Junio 2013	72	Investigación y desarrollo	1725
Junio 2013	73	Publicidad y estudios de mercado	1408
Junio 2013	74	Otras actividades profesionales, científicas y técnicas	1970
Junio 2013	75	Actividades veterinarias	547
Junio 2013	77	Actividades de alquiler	1811
Junio 2013	78	Actividades relacionadas con el empleo	5269
Junio 2013	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	980
Junio 2013	80	Actividades de seguridad e investigación	2298
Junio 2013	81	Servicios a edificios y actividades de jardinería	15523
Junio 2013	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4637
Junio 2013	84	Administración Pública y defensa; Seguridad Social obligatoria	33481
Junio 2013	85	Educación	17488
Junio 2013	86	Actividades sanitarias	30143
Junio 2013	87	Asistencia en establecimientos residenciales	9603
Junio 2013	88	Actividades de servicios sociales sin alojamiento	4635
Junio 2013	90	Actividades de creación, artísticas y espectáculos	1105
Junio 2013	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	276
Junio 2013	92	Actividades de juegos de azar y apuestas	1044
Junio 2013	93	Actividades deportivas, recreativas y de entretenimiento	4062
Junio 2013	94	Actividades asociativas	4705
Junio 2013	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2720
Junio 2013	96	Otros servicios personales	8292
Junio 2013	97	Actividades de los hogares como empleadores de personal doméstico	18188
Junio 2013	99	Actividades de organizaciones y organismos extraterritoriales	6
Marzo 2013	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33387
Marzo 2013	02	Silvicultura y explotación forestal	1267
Marzo 2013	03	Pesca y acuicultura	166
Marzo 2013	05	Extracción de antracita, hulla y lignito	348
Marzo 2013	06	Extracción de crudo de petróleo y gas natural	3
Marzo 2013	07	Extracción de minerales metálicos	50
Marzo 2013	08	Otras industrias extractivas	711
Marzo 2013	09	Actividades de apoyo a las industrias extractivas	6
Marzo 2013	10	Industria de la alimentación	10408
Marzo 2013	11	Fabricación de bebidas	1271
Marzo 2013	12	Industria del tabaco	1
Marzo 2013	13	Industria textil	600
Marzo 2013	14	Confección de prendas de vestir	1525
Marzo 2013	15	Industria del cuero y del calzado	947
Marzo 2013	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2029
Marzo 2013	17	Industria del papel	2629
Marzo 2013	18	Artes gráficas y reproducción de soportes grabados	1554
Marzo 2013	19	Coquerías y refino de petróleo	3
Marzo 2013	20	Industria química	3400
Marzo 2013	21	Fabricación de productos farmacéuticos	1149
Marzo 2013	22	Fabricación de productos de caucho y plásticos	3754
Marzo 2013	23	Fabricación de otros productos minerales no metálicos	3241
Marzo 2013	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2616
Marzo 2013	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8884
Marzo 2013	26	Fabricación de productos informáticos, electrónicos y ópticos	1396
Marzo 2013	27	Fabricación de material y equipo eléctrico	5289
Marzo 2013	28	Fabricación de maquinaria y equipo n.c.o.p.	6116
Marzo 2013	29	Fabricación de vehículos de motor, remolques y semirremolques	14915
Marzo 2013	30	Fabricación de otro material de transporte	1100
Marzo 2013	31	Fabricación de muebles	3621
Marzo 2013	32	Otras industrias manufactureras	1377
Marzo 2013	33	Reparación e instalación de maquinaria y equipo	2270
Marzo 2013	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1466
Marzo 2013	36	Captación, depuración y distribución de agua	1620
Marzo 2013	37	Recogida y tratamiento de aguas residuales	144
Marzo 2013	38	Recogida, tratamiento y eliminación de residuos; valorización	2791
Marzo 2013	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Marzo 2013	41	Construcción de edificios	10382
Marzo 2013	42	Ingeniería civil	1715
Marzo 2013	43	Actividades de construcción especializada	19700
Marzo 2013	45	Venta y reparación de vehículos de motor y motocicletas	8529
Marzo 2013	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23186
Marzo 2013	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	47935
Marzo 2013	49	Transporte terrestre y por tubería	18863
Marzo 2013	50	Transporte marítimo y por vías navegables interiores	5
Marzo 2013	51	Transporte aéreo	54
Marzo 2013	52	Almacenamiento y actividades anexas al transporte	4388
Marzo 2013	53	Actividades postales y de correos	1672
Marzo 2013	55	Servicios de alojamiento	5441
Marzo 2013	56	Servicios de comidas y bebidas	28151
Marzo 2013	58	Edición	1209
Marzo 2013	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	973
Marzo 2013	60	Actividades de programación y emisión de radio y televisión	378
Marzo 2013	61	Telecomunicaciones	2040
Marzo 2013	62	Programación, consultoría y otras actividades relacionadas con la informática	3916
Marzo 2013	63	Servicios de información	293
Marzo 2013	64	Servicios financieros, excepto seguros y fondos de pensiones	7582
Marzo 2013	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1250
Marzo 2013	66	Actividades auxiliares a los servicios financieros y a los seguros	2461
Marzo 2013	68	Actividades inmobiliarias	2311
Marzo 2013	69	Actividades jurídicas y de contabilidad	7034
Marzo 2013	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1528
Marzo 2013	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4511
Marzo 2013	72	Investigación y desarrollo	1686
Marzo 2013	73	Publicidad y estudios de mercado	1289
Marzo 2013	74	Otras actividades profesionales, científicas y técnicas	1972
Marzo 2013	75	Actividades veterinarias	531
Marzo 2013	77	Actividades de alquiler	1885
Marzo 2013	78	Actividades relacionadas con el empleo	3424
Marzo 2013	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	924
Marzo 2013	80	Actividades de seguridad e investigación	2388
Marzo 2013	81	Servicios a edificios y actividades de jardinería	15418
Marzo 2013	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4512
Marzo 2013	84	Administración Pública y defensa; Seguridad Social obligatoria	33408
Marzo 2013	85	Educación	20066
Marzo 2013	86	Actividades sanitarias	29035
Marzo 2013	87	Asistencia en establecimientos residenciales	9304
Marzo 2013	88	Actividades de servicios sociales sin alojamiento	4554
Marzo 2013	90	Actividades de creación, artísticas y espectáculos	1025
Marzo 2013	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	291
Marzo 2013	92	Actividades de juegos de azar y apuestas	1044
Marzo 2013	93	Actividades deportivas, recreativas y de entretenimiento	4866
Marzo 2013	94	Actividades asociativas	4896
Marzo 2013	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2735
Marzo 2013	96	Otros servicios personales	8173
Marzo 2013	97	Actividades de los hogares como empleadores de personal doméstico	18290
Marzo 2013	99	Actividades de organizaciones y organismos extraterritoriales	5
Diciembre 2012	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	34473
Diciembre 2012	02	Silvicultura y explotación forestal	930
Diciembre 2012	03	Pesca y acuicultura	171
Diciembre 2012	05	Extracción de antracita, hulla y lignito	373
Diciembre 2012	06	Extracción de crudo de petróleo y gas natural	1
Diciembre 2012	07	Extracción de minerales metálicos	50
Diciembre 2012	08	Otras industrias extractivas	741
Diciembre 2012	09	Actividades de apoyo a las industrias extractivas	6
Diciembre 2012	10	Industria de la alimentación	10727
Diciembre 2012	11	Fabricación de bebidas	1332
Diciembre 2012	12	Industria del tabaco	1
Diciembre 2012	13	Industria textil	603
Diciembre 2012	14	Confección de prendas de vestir	1597
Diciembre 2012	15	Industria del cuero y del calzado	1082
Diciembre 2012	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2088
Diciembre 2012	17	Industria del papel	2575
Diciembre 2012	18	Artes gráficas y reproducción de soportes grabados	1605
Diciembre 2012	19	Coquerías y refino de petróleo	4
Diciembre 2012	20	Industria química	3300
Diciembre 2012	21	Fabricación de productos farmacéuticos	1132
Diciembre 2012	22	Fabricación de productos de caucho y plásticos	3796
Diciembre 2012	23	Fabricación de otros productos minerales no metálicos	3332
Diciembre 2012	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2661
Diciembre 2012	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9079
