Municipio código	Municipio nombre	Contaminación	Ruidos exteriores	Número hogares
22001	Abiego	Con contaminación o malos olores	Con ruidos exteriores	2
22001	Abiego	Con contaminación o malos olores	Sin ruidos exteriores	1
22001	Abiego	Sin contaminación o malos olores	Con ruidos exteriores	7
22001	Abiego	Sin contaminación o malos olores	Sin ruidos exteriores	94
22002	Abizanda	Sin contaminación o malos olores	Sin ruidos exteriores	46
22003	Adahuesca	Con contaminación o malos olores	Con ruidos exteriores	1
22003	Adahuesca	Sin contaminación o malos olores	Con ruidos exteriores	2
22003	Adahuesca	Sin contaminación o malos olores	Sin ruidos exteriores	64
22004	Agüero	Con contaminación o malos olores	Sin ruidos exteriores	3
22004	Agüero	Sin contaminación o malos olores	Sin ruidos exteriores	69
22006	Aísa	Con contaminación o malos olores	Con ruidos exteriores	1
22006	Aísa	Con contaminación o malos olores	Sin ruidos exteriores	2
22006	Aísa	Sin contaminación o malos olores	Con ruidos exteriores	4
22006	Aísa	Sin contaminación o malos olores	Sin ruidos exteriores	142
22007	Albalate de Cinca	Con contaminación o malos olores	Con ruidos exteriores	52
22007	Albalate de Cinca	Con contaminación o malos olores	Sin ruidos exteriores	52
22007	Albalate de Cinca	Sin contaminación o malos olores	Con ruidos exteriores	90
22007	Albalate de Cinca	Sin contaminación o malos olores	Sin ruidos exteriores	204
22008	Albalatillo	Sin contaminación o malos olores	Sin ruidos exteriores	101
22009	Albelda	Con contaminación o malos olores	Con ruidos exteriores	28
22009	Albelda	Con contaminación o malos olores	Sin ruidos exteriores	67
22009	Albelda	Sin contaminación o malos olores	Con ruidos exteriores	11
22009	Albelda	Sin contaminación o malos olores	Sin ruidos exteriores	221
22011	Albero Alto	Con contaminación o malos olores	Sin ruidos exteriores	1
22011	Albero Alto	Sin contaminación o malos olores	Sin ruidos exteriores	36
22012	Albero Bajo	Con contaminación o malos olores	Con ruidos exteriores	1
22012	Albero Bajo	Con contaminación o malos olores	Sin ruidos exteriores	2
22012	Albero Bajo	Sin contaminación o malos olores	Con ruidos exteriores	3
22012	Albero Bajo	Sin contaminación o malos olores	Sin ruidos exteriores	34
22013	Alberuela de Tubo	Sin contaminación o malos olores	Sin ruidos exteriores	113
22014	Alcalá de Gurrea	Con contaminación o malos olores	Con ruidos exteriores	2
22014	Alcalá de Gurrea	Con contaminación o malos olores	Sin ruidos exteriores	16
22014	Alcalá de Gurrea	Sin contaminación o malos olores	Con ruidos exteriores	3
22014	Alcalá de Gurrea	Sin contaminación o malos olores	Sin ruidos exteriores	111
22015	Alcalá del Obispo	Con contaminación o malos olores	Con ruidos exteriores	2
22015	Alcalá del Obispo	Con contaminación o malos olores	Sin ruidos exteriores	26
22015	Alcalá del Obispo	Sin contaminación o malos olores	Con ruidos exteriores	3
22015	Alcalá del Obispo	Sin contaminación o malos olores	Sin ruidos exteriores	114
22016	Alcampell	Con contaminación o malos olores	Con ruidos exteriores	13
22016	Alcampell	Con contaminación o malos olores	Sin ruidos exteriores	17
22016	Alcampell	Sin contaminación o malos olores	Con ruidos exteriores	19
22016	Alcampell	Sin contaminación o malos olores	Sin ruidos exteriores	281
22017	Alcolea de Cinca	Con contaminación o malos olores	Con ruidos exteriores	27
22017	Alcolea de Cinca	Con contaminación o malos olores	Sin ruidos exteriores	57
22017	Alcolea de Cinca	Sin contaminación o malos olores	Con ruidos exteriores	18
22017	Alcolea de Cinca	Sin contaminación o malos olores	Sin ruidos exteriores	311
22018	Alcubierre	Con contaminación o malos olores	Con ruidos exteriores	7
22018	Alcubierre	Con contaminación o malos olores	Sin ruidos exteriores	13
22018	Alcubierre	Sin contaminación o malos olores	Con ruidos exteriores	7
22018	Alcubierre	Sin contaminación o malos olores	Sin ruidos exteriores	147
22019	Alerre	Con contaminación o malos olores	Sin ruidos exteriores	3
22019	Alerre	Sin contaminación o malos olores	Con ruidos exteriores	4
22019	Alerre	Sin contaminación o malos olores	Sin ruidos exteriores	59
22020	Alfántega	Con contaminación o malos olores	Con ruidos exteriores	3
22020	Alfántega	Con contaminación o malos olores	Sin ruidos exteriores	7
22020	Alfántega	Sin contaminación o malos olores	Con ruidos exteriores	4
22020	Alfántega	Sin contaminación o malos olores	Sin ruidos exteriores	27
22021	Almudévar	Con contaminación o malos olores	Con ruidos exteriores	16
22021	Almudévar	Con contaminación o malos olores	Sin ruidos exteriores	66
22021	Almudévar	Sin contaminación o malos olores	Con ruidos exteriores	67
22021	Almudévar	Sin contaminación o malos olores	Sin ruidos exteriores	671
22022	Almunia de San Juan	Con contaminación o malos olores	Con ruidos exteriores	8
22022	Almunia de San Juan	Con contaminación o malos olores	Sin ruidos exteriores	25
22022	Almunia de San Juan	Sin contaminación o malos olores	Con ruidos exteriores	20
22022	Almunia de San Juan	Sin contaminación o malos olores	Sin ruidos exteriores	184
22023	Almuniente	Con contaminación o malos olores	Con ruidos exteriores	2
22023	Almuniente	Con contaminación o malos olores	Sin ruidos exteriores	23
22023	Almuniente	Sin contaminación o malos olores	Con ruidos exteriores	6
22023	Almuniente	Sin contaminación o malos olores	Sin ruidos exteriores	173
22024	Alquézar	Con contaminación o malos olores	Con ruidos exteriores	1
22024	Alquézar	Con contaminación o malos olores	Sin ruidos exteriores	1
22024	Alquézar	Sin contaminación o malos olores	Con ruidos exteriores	7
22024	Alquézar	Sin contaminación o malos olores	Sin ruidos exteriores	109
22025	Altorricón	Con contaminación o malos olores	Con ruidos exteriores	27
22025	Altorricón	Con contaminación o malos olores	Sin ruidos exteriores	34
22025	Altorricón	Sin contaminación o malos olores	Con ruidos exteriores	35
22025	Altorricón	Sin contaminación o malos olores	Sin ruidos exteriores	402
22027	Angüés	Con contaminación o malos olores	Con ruidos exteriores	24
22027	Angüés	Con contaminación o malos olores	Sin ruidos exteriores	4
22027	Angüés	Sin contaminación o malos olores	Con ruidos exteriores	5
22027	Angüés	Sin contaminación o malos olores	Sin ruidos exteriores	139
22028	Ansó	Con contaminación o malos olores	Con ruidos exteriores	2
22028	Ansó	Con contaminación o malos olores	Sin ruidos exteriores	5
22028	Ansó	Sin contaminación o malos olores	Con ruidos exteriores	5
22028	Ansó	Sin contaminación o malos olores	Sin ruidos exteriores	192
22029	Antillón	Sin contaminación o malos olores	Sin ruidos exteriores	48
22032	Aragüés del Puerto	Con contaminación o malos olores	Sin ruidos exteriores	1
22032	Aragüés del Puerto	Sin contaminación o malos olores	Con ruidos exteriores	3
22032	Aragüés del Puerto	Sin contaminación o malos olores	Sin ruidos exteriores	58
22035	Arén	Con contaminación o malos olores	Con ruidos exteriores	2
22035	Arén	Con contaminación o malos olores	Sin ruidos exteriores	5
22035	Arén	Sin contaminación o malos olores	Sin ruidos exteriores	136
22036	Argavieso	Con contaminación o malos olores	Sin ruidos exteriores	2
22036	Argavieso	Sin contaminación o malos olores	Sin ruidos exteriores	38
22037	Arguis	Sin contaminación o malos olores	Con ruidos exteriores	3
22037	Arguis	Sin contaminación o malos olores	Sin ruidos exteriores	26
22039	Ayerbe	Con contaminación o malos olores	Con ruidos exteriores	12
22039	Ayerbe	Con contaminación o malos olores	Sin ruidos exteriores	28
22039	Ayerbe	Sin contaminación o malos olores	Con ruidos exteriores	24
22039	Ayerbe	Sin contaminación o malos olores	Sin ruidos exteriores	383
22040	Azanuy-Alins	Con contaminación o malos olores	Sin ruidos exteriores	1
22040	Azanuy-Alins	Sin contaminación o malos olores	Sin ruidos exteriores	75
22041	Azara	Con contaminación o malos olores	Sin ruidos exteriores	9
22041	Azara	Sin contaminación o malos olores	Con ruidos exteriores	9
22041	Azara	Sin contaminación o malos olores	Sin ruidos exteriores	53
22042	Azlor	Con contaminación o malos olores	Sin ruidos exteriores	2
22042	Azlor	Sin contaminación o malos olores	Con ruidos exteriores	2
22042	Azlor	Sin contaminación o malos olores	Sin ruidos exteriores	55
22043	Baells	Sin contaminación o malos olores	Con ruidos exteriores	1
22043	Baells	Sin contaminación o malos olores	Sin ruidos exteriores	60
22044	Bailo	Con contaminación o malos olores	Con ruidos exteriores	4
22044	Bailo	Con contaminación o malos olores	Sin ruidos exteriores	5
22044	Bailo	Sin contaminación o malos olores	Con ruidos exteriores	6
22044	Bailo	Sin contaminación o malos olores	Sin ruidos exteriores	97
22045	Baldellou	Con contaminación o malos olores	Sin ruidos exteriores	1
22045	Baldellou	Sin contaminación o malos olores	Con ruidos exteriores	1
22045	Baldellou	Sin contaminación o malos olores	Sin ruidos exteriores	53
22046	Ballobar	Con contaminación o malos olores	Con ruidos exteriores	12
22046	Ballobar	Con contaminación o malos olores	Sin ruidos exteriores	10
22046	Ballobar	Sin contaminación o malos olores	Con ruidos exteriores	38
22046	Ballobar	Sin contaminación o malos olores	Sin ruidos exteriores	269
22047	Banastás	Sin contaminación o malos olores	Sin ruidos exteriores	60
22048	Barbastro	Con contaminación o malos olores	Con ruidos exteriores	367
22048	Barbastro	Con contaminación o malos olores	Sin ruidos exteriores	187
22048	Barbastro	Sin contaminación o malos olores	Con ruidos exteriores	1060
22048	Barbastro	Sin contaminación o malos olores	Sin ruidos exteriores	3697
22049	Barbués	Con contaminación o malos olores	Con ruidos exteriores	1
22049	Barbués	Sin contaminación o malos olores	Sin ruidos exteriores	37
22050	Barbuñales	Sin contaminación o malos olores	Sin ruidos exteriores	51
22051	Bárcabo	Con contaminación o malos olores	Sin ruidos exteriores	1
22051	Bárcabo	Sin contaminación o malos olores	Con ruidos exteriores	2
22051	Bárcabo	Sin contaminación o malos olores	Sin ruidos exteriores	44
22052	Belver de Cinca	Con contaminación o malos olores	Con ruidos exteriores	20
22052	Belver de Cinca	Con contaminación o malos olores	Sin ruidos exteriores	55
22052	Belver de Cinca	Sin contaminación o malos olores	Con ruidos exteriores	11
22052	Belver de Cinca	Sin contaminación o malos olores	Sin ruidos exteriores	361
22053	Benabarre	Con contaminación o malos olores	Con ruidos exteriores	14
22053	Benabarre	Con contaminación o malos olores	Sin ruidos exteriores	70
22053	Benabarre	Sin contaminación o malos olores	Con ruidos exteriores	27
22053	Benabarre	Sin contaminación o malos olores	Sin ruidos exteriores	304
22054	Benasque	Con contaminación o malos olores	Con ruidos exteriores	10
22054	Benasque	Con contaminación o malos olores	Sin ruidos exteriores	1
22054	Benasque	Sin contaminación o malos olores	Con ruidos exteriores	67
22054	Benasque	Sin contaminación o malos olores	Sin ruidos exteriores	552
22055	Berbegal	Con contaminación o malos olores	Con ruidos exteriores	1
22055	Berbegal	Con contaminación o malos olores	Sin ruidos exteriores	5
22055	Berbegal	Sin contaminación o malos olores	Con ruidos exteriores	11
22055	Berbegal	Sin contaminación o malos olores	Sin ruidos exteriores	158
22057	Bielsa	Con contaminación o malos olores	Sin ruidos exteriores	2
22057	Bielsa	Sin contaminación o malos olores	Con ruidos exteriores	3
22057	Bielsa	Sin contaminación o malos olores	Sin ruidos exteriores	167
22058	Bierge	Con contaminación o malos olores	Sin ruidos exteriores	2
22058	Bierge	Sin contaminación o malos olores	Con ruidos exteriores	1
22058	Bierge	Sin contaminación o malos olores	Sin ruidos exteriores	93
22059	Biescas	Con contaminación o malos olores	Con ruidos exteriores	7
22059	Biescas	Con contaminación o malos olores	Sin ruidos exteriores	5
22059	Biescas	Sin contaminación o malos olores	Con ruidos exteriores	36
22059	Biescas	Sin contaminación o malos olores	Sin ruidos exteriores	439
22060	Binaced	Con contaminación o malos olores	Con ruidos exteriores	47
22060	Binaced	Con contaminación o malos olores	Sin ruidos exteriores	38
22060	Binaced	Sin contaminación o malos olores	Con ruidos exteriores	76
22060	Binaced	Sin contaminación o malos olores	Sin ruidos exteriores	351
22061	Binéfar	Con contaminación o malos olores	Con ruidos exteriores	261
22061	Binéfar	Con contaminación o malos olores	Sin ruidos exteriores	163
22061	Binéfar	Sin contaminación o malos olores	Con ruidos exteriores	464
22061	Binéfar	Sin contaminación o malos olores	Sin ruidos exteriores	2060
22062	Bisaurri	Con contaminación o malos olores	Con ruidos exteriores	1
22062	Bisaurri	Con contaminación o malos olores	Sin ruidos exteriores	1
22062	Bisaurri	Sin contaminación o malos olores	Sin ruidos exteriores	89
22063	Biscarrués	Con contaminación o malos olores	Sin ruidos exteriores	13
22063	Biscarrués	Sin contaminación o malos olores	Con ruidos exteriores	3
22063	Biscarrués	Sin contaminación o malos olores	Sin ruidos exteriores	67
22064	Blecua y Torres	Con contaminación o malos olores	Sin ruidos exteriores	2
22064	Blecua y Torres	Sin contaminación o malos olores	Sin ruidos exteriores	68
22066	Boltaña	Con contaminación o malos olores	Con ruidos exteriores	7
22066	Boltaña	Con contaminación o malos olores	Sin ruidos exteriores	17
22066	Boltaña	Sin contaminación o malos olores	Con ruidos exteriores	26
22066	Boltaña	Sin contaminación o malos olores	Sin ruidos exteriores	270
22067	Bonansa	Con contaminación o malos olores	Sin ruidos exteriores	1
22067	Bonansa	Sin contaminación o malos olores	Sin ruidos exteriores	29
22068	Borau	Sin contaminación o malos olores	Con ruidos exteriores	1
22068	Borau	Sin contaminación o malos olores	Sin ruidos exteriores	32
22069	Broto	Sin contaminación o malos olores	Sin ruidos exteriores	188
22072	Caldearenas	Con contaminación o malos olores	Con ruidos exteriores	1
22072	Caldearenas	Con contaminación o malos olores	Sin ruidos exteriores	2
22072	Caldearenas	Sin contaminación o malos olores	Con ruidos exteriores	1
22072	Caldearenas	Sin contaminación o malos olores	Sin ruidos exteriores	98
22074	Campo	Con contaminación o malos olores	Con ruidos exteriores	6
22074	Campo	Con contaminación o malos olores	Sin ruidos exteriores	6
22074	Campo	Sin contaminación o malos olores	Con ruidos exteriores	4
22074	Campo	Sin contaminación o malos olores	Sin ruidos exteriores	113
22075	Camporrells	Con contaminación o malos olores	Sin ruidos exteriores	1
22075	Camporrells	Sin contaminación o malos olores	Sin ruidos exteriores	110
22076	Canal de Berdún	Con contaminación o malos olores	Con ruidos exteriores	1
22076	Canal de Berdún	Con contaminación o malos olores	Sin ruidos exteriores	3
22076	Canal de Berdún	Sin contaminación o malos olores	Con ruidos exteriores	7
22076	Canal de Berdún	Sin contaminación o malos olores	Sin ruidos exteriores	165
22077	Candasnos	Con contaminación o malos olores	Con ruidos exteriores	26
22077	Candasnos	Con contaminación o malos olores	Sin ruidos exteriores	4
22077	Candasnos	Sin contaminación o malos olores	Con ruidos exteriores	11
22077	Candasnos	Sin contaminación o malos olores	Sin ruidos exteriores	155
22078	Canfranc	Con contaminación o malos olores	Con ruidos exteriores	16
22078	Canfranc	Con contaminación o malos olores	Sin ruidos exteriores	3
22078	Canfranc	Sin contaminación o malos olores	Con ruidos exteriores	37
22078	Canfranc	Sin contaminación o malos olores	Sin ruidos exteriores	179
22079	Capdesaso	Con contaminación o malos olores	Sin ruidos exteriores	2
22079	Capdesaso	Sin contaminación o malos olores	Sin ruidos exteriores	63
22080	Capella	Con contaminación o malos olores	Con ruidos exteriores	2
22080	Capella	Con contaminación o malos olores	Sin ruidos exteriores	7
22080	Capella	Sin contaminación o malos olores	Con ruidos exteriores	2
22080	Capella	Sin contaminación o malos olores	Sin ruidos exteriores	128
22081	Casbas de Huesca	Con contaminación o malos olores	Con ruidos exteriores	1
22081	Casbas de Huesca	Con contaminación o malos olores	Sin ruidos exteriores	19
22081	Casbas de Huesca	Sin contaminación o malos olores	Con ruidos exteriores	1
22081	Casbas de Huesca	Sin contaminación o malos olores	Sin ruidos exteriores	94
22082	Castejón del Puente	Con contaminación o malos olores	Sin ruidos exteriores	1
22082	Castejón del Puente	Sin contaminación o malos olores	Con ruidos exteriores	20
22082	Castejón del Puente	Sin contaminación o malos olores	Sin ruidos exteriores	119
22083	Castejón de Monegros	Con contaminación o malos olores	Con ruidos exteriores	3
22083	Castejón de Monegros	Con contaminación o malos olores	Sin ruidos exteriores	7
22083	Castejón de Monegros	Sin contaminación o malos olores	Con ruidos exteriores	7
22083	Castejón de Monegros	Sin contaminación o malos olores	Sin ruidos exteriores	229
22084	Castejón de Sos	Con contaminación o malos olores	Con ruidos exteriores	4
22084	Castejón de Sos	Con contaminación o malos olores	Sin ruidos exteriores	11
22084	Castejón de Sos	Sin contaminación o malos olores	Con ruidos exteriores	21
22084	Castejón de Sos	Sin contaminación o malos olores	Sin ruidos exteriores	187
22085	Castelflorite	Sin contaminación o malos olores	Sin ruidos exteriores	48
22086	Castiello de Jaca	Con contaminación o malos olores	Sin ruidos exteriores	1
22086	Castiello de Jaca	Sin contaminación o malos olores	Con ruidos exteriores	6
22086	Castiello de Jaca	Sin contaminación o malos olores	Sin ruidos exteriores	73
22087	Castigaleu	Con contaminación o malos olores	Sin ruidos exteriores	1
22087	Castigaleu	Sin contaminación o malos olores	Sin ruidos exteriores	25
22088	Castillazuelo	Con contaminación o malos olores	Con ruidos exteriores	2
22088	Castillazuelo	Con contaminación o malos olores	Sin ruidos exteriores	2
22088	Castillazuelo	Sin contaminación o malos olores	Con ruidos exteriores	3
22088	Castillazuelo	Sin contaminación o malos olores	Sin ruidos exteriores	89
22089	Castillonroy	Con contaminación o malos olores	Con ruidos exteriores	1
22089	Castillonroy	Con contaminación o malos olores	Sin ruidos exteriores	10
22089	Castillonroy	Sin contaminación o malos olores	Con ruidos exteriores	6
22089	Castillonroy	Sin contaminación o malos olores	Sin ruidos exteriores	129
22090	Colungo	Sin contaminación o malos olores	Con ruidos exteriores	1
22090	Colungo	Sin contaminación o malos olores	Sin ruidos exteriores	61
22094	Chalamera	Sin contaminación o malos olores	Sin ruidos exteriores	64
22095	Chía	Sin contaminación o malos olores	Sin ruidos exteriores	43
22096	Chimillas	Con contaminación o malos olores	Sin ruidos exteriores	3
22096	Chimillas	Sin contaminación o malos olores	Con ruidos exteriores	4
22096	Chimillas	Sin contaminación o malos olores	Sin ruidos exteriores	70
22099	Esplús	Con contaminación o malos olores	Con ruidos exteriores	2
22099	Esplús	Con contaminación o malos olores	Sin ruidos exteriores	4
22099	Esplús	Sin contaminación o malos olores	Con ruidos exteriores	7
22099	Esplús	Sin contaminación o malos olores	Sin ruidos exteriores	234
22102	Estada	Con contaminación o malos olores	Sin ruidos exteriores	2
22102	Estada	Sin contaminación o malos olores	Con ruidos exteriores	1
22102	Estada	Sin contaminación o malos olores	Sin ruidos exteriores	75
22103	Estadilla	Con contaminación o malos olores	Con ruidos exteriores	11
22103	Estadilla	Con contaminación o malos olores	Sin ruidos exteriores	20
22103	Estadilla	Sin contaminación o malos olores	Con ruidos exteriores	13
22103	Estadilla	Sin contaminación o malos olores	Sin ruidos exteriores	283
22105	Estopiñán del Castillo	Sin contaminación o malos olores	Con ruidos exteriores	3
22105	Estopiñán del Castillo	Sin contaminación o malos olores	Sin ruidos exteriores	92
22106	Fago	Sin contaminación o malos olores	Sin ruidos exteriores	21
22107	Fanlo	Con contaminación o malos olores	Con ruidos exteriores	2
