Municipio código	Municipio nombre	Lugar trabajo o estudio	Personas residentes viviendas familiares	Situación preferente
50048	Berrueco	En este municipio	7	Trabajadores
50048	Berrueco	En otro municipio	4	Trabajadores
50050	Bijuesca	En varios municipios (viajante, conductor,...)	6	Trabajadores
50050	Bijuesca	En este municipio	21	Trabajadores
50050	Bijuesca	En otro municipio	15	Trabajadores
50051	Biota	En mi propio domicilio	22	Trabajadores
50051	Biota	En varios municipios (viajante, conductor,...)	33	Trabajadores
50051	Biota	En este municipio	2	Estudiantes que no trabajan
50051	Biota	En este municipio	179	Trabajadores
50051	Biota	En otro municipio	49	Estudiantes que no trabajan
50051	Biota	En otro municipio	207	Trabajadores
50051	Biota	En otro país	1	Estudiantes que no trabajan
50051	Biota	En otro país	2	Trabajadores
50052	Bisimbre	En mi propio domicilio	1	Trabajadores
50052	Bisimbre	En varios municipios (viajante, conductor,...)	3	Trabajadores
50052	Bisimbre	En este municipio	12	Trabajadores
50052	Bisimbre	En otro municipio	5	Estudiantes que no trabajan
50052	Bisimbre	En otro municipio	31	Trabajadores
50053	Boquiñeni	En mi propio domicilio	4	Trabajadores
50053	Boquiñeni	En varios municipios (viajante, conductor,...)	6	Trabajadores
50053	Boquiñeni	En este municipio	2	Estudiantes que no trabajan
50053	Boquiñeni	En este municipio	151	Trabajadores
50053	Boquiñeni	En otro municipio	55	Estudiantes que no trabajan
50053	Boquiñeni	En otro municipio	220	Trabajadores
50053	Boquiñeni	En otro país	1	Trabajadores
50054	Bordalba	En este municipio	18	Trabajadores
50054	Bordalba	En otro municipio	3	Estudiantes que no trabajan
50054	Bordalba	En otro municipio	5	Trabajadores
50054	Bordalba	En otro país	1	Estudiantes que no trabajan
50055	Borja	En mi propio domicilio	9	Estudiantes que no trabajan
50055	Borja	En mi propio domicilio	41	Trabajadores
50055	Borja	En varios municipios (viajante, conductor,...)	125	Trabajadores
50055	Borja	En este municipio	106	Estudiantes que no trabajan
50055	Borja	En este municipio	1141	Trabajadores
50055	Borja	En otro municipio	112	Estudiantes que no trabajan
50055	Borja	En otro municipio	479	Trabajadores
50055	Borja	En otro país	1	Estudiantes que no trabajan
50055	Borja	En otro país	1	Trabajadores
50056	Botorrita	En mi propio domicilio	5	Trabajadores
50056	Botorrita	En varios municipios (viajante, conductor,...)	1	Estudiantes que no trabajan
50056	Botorrita	En varios municipios (viajante, conductor,...)	2	Trabajadores
50056	Botorrita	En este municipio	1	Estudiantes que no trabajan
50056	Botorrita	En este municipio	62	Trabajadores
50056	Botorrita	En otro municipio	26	Estudiantes que no trabajan
50056	Botorrita	En otro municipio	124	Trabajadores
50057	Brea de Aragón	En mi propio domicilio	4	Estudiantes que no trabajan
50057	Brea de Aragón	En mi propio domicilio	50	Trabajadores
50057	Brea de Aragón	En varios municipios (viajante, conductor,...)	45	Trabajadores
50057	Brea de Aragón	En este municipio	6	Estudiantes que no trabajan
50057	Brea de Aragón	En este municipio	556	Trabajadores
50057	Brea de Aragón	En otro municipio	65	Estudiantes que no trabajan
50057	Brea de Aragón	En otro municipio	208	Trabajadores
50058	Bubierca	En mi propio domicilio	1	Trabajadores
50058	Bubierca	En varios municipios (viajante, conductor,...)	2	Trabajadores
50058	Bubierca	En este municipio	5	Trabajadores
50058	Bubierca	En otro municipio	5	Estudiantes que no trabajan
50058	Bubierca	En otro municipio	24	Trabajadores
50059	Bujaraloz	En mi propio domicilio	3	Estudiantes que no trabajan
50059	Bujaraloz	En mi propio domicilio	41	Trabajadores
50059	Bujaraloz	En varios municipios (viajante, conductor,...)	18	Trabajadores
50059	Bujaraloz	En este municipio	3	Estudiantes que no trabajan
50059	Bujaraloz	En este municipio	236	Trabajadores
50059	Bujaraloz	En otro municipio	40	Estudiantes que no trabajan
50059	Bujaraloz	En otro municipio	80	Trabajadores
50059	Bujaraloz	En otro país	1	Trabajadores
50060	Bulbuente	En mi propio domicilio	1	Estudiantes que no trabajan
50060	Bulbuente	En mi propio domicilio	4	Trabajadores
50060	Bulbuente	En varios municipios (viajante, conductor,...)	6	Trabajadores
50060	Bulbuente	En este municipio	2	Estudiantes que no trabajan
50060	Bulbuente	En este municipio	34	Trabajadores
50060	Bulbuente	En otro municipio	3	Estudiantes que no trabajan
50060	Bulbuente	En otro municipio	36	Trabajadores
50060	Bulbuente	En otro país	1	Trabajadores
50061	Bureta	En mi propio domicilio	1	Estudiantes que no trabajan
50061	Bureta	En mi propio domicilio	4	Trabajadores
50061	Bureta	En varios municipios (viajante, conductor,...)	3	Trabajadores
50061	Bureta	En este municipio	1	Estudiantes que no trabajan
50061	Bureta	En este municipio	52	Trabajadores
50061	Bureta	En otro municipio	13	Estudiantes que no trabajan
50061	Bureta	En otro municipio	51	Trabajadores
50062	Burgo de Ebro (El)	En mi propio domicilio	34	Trabajadores
50062	Burgo de Ebro (El)	En varios municipios (viajante, conductor,...)	49	Trabajadores
50062	Burgo de Ebro (El)	En este municipio	9	Estudiantes que no trabajan
50062	Burgo de Ebro (El)	En este municipio	309	Trabajadores
50062	Burgo de Ebro (El)	En otro municipio	75	Estudiantes que no trabajan
50062	Burgo de Ebro (El)	En otro municipio	358	Trabajadores
50062	Burgo de Ebro (El)	En otro país	5	Estudiantes que no trabajan
50062	Burgo de Ebro (El)	En otro país	5	Trabajadores
50063	Buste (El)	En mi propio domicilio	3	Trabajadores
50063	Buste (El)	En varios municipios (viajante, conductor,...)	2	Trabajadores
50063	Buste (El)	En este municipio	10	Trabajadores
50063	Buste (El)	En otro municipio	4	Estudiantes que no trabajan
50063	Buste (El)	En otro municipio	21	Trabajadores
50064	Cabañas de Ebro	En mi propio domicilio	1	Estudiantes que no trabajan
50064	Cabañas de Ebro	En mi propio domicilio	10	Trabajadores
50064	Cabañas de Ebro	En varios municipios (viajante, conductor,...)	7	Trabajadores
50064	Cabañas de Ebro	En este municipio	48	Trabajadores
50064	Cabañas de Ebro	En otro municipio	14	Estudiantes que no trabajan
50064	Cabañas de Ebro	En otro municipio	146	Trabajadores
50065	Cabolafuente	En varios municipios (viajante, conductor,...)	1	Trabajadores
50065	Cabolafuente	En este municipio	11	Trabajadores
50065	Cabolafuente	En otro municipio	3	Estudiantes que no trabajan
50065	Cabolafuente	En otro municipio	9	Trabajadores
50065	Cabolafuente	En otro país	1	Trabajadores
50066	Cadrete	En mi propio domicilio	4	Estudiantes que no trabajan
50066	Cadrete	En mi propio domicilio	38	Trabajadores
50066	Cadrete	En varios municipios (viajante, conductor,...)	57	Trabajadores
50066	Cadrete	En este municipio	11	Estudiantes que no trabajan
50066	Cadrete	En este municipio	300	Trabajadores
50066	Cadrete	En otro municipio	90	Estudiantes que no trabajan
50066	Cadrete	En otro municipio	477	Trabajadores
50066	Cadrete	En otro país	1	Trabajadores
50067	Calatayud	En mi propio domicilio	52	Estudiantes que no trabajan
50067	Calatayud	En mi propio domicilio	173	Trabajadores
50067	Calatayud	En varios municipios (viajante, conductor,...)	286	Trabajadores
50067	Calatayud	En este municipio	618	Estudiantes que no trabajan
50067	Calatayud	En este municipio	5619	Trabajadores
50067	Calatayud	En otro municipio	612	Estudiantes que no trabajan
50067	Calatayud	En otro municipio	1180	Trabajadores
50067	Calatayud	En otro país	6	Estudiantes que no trabajan
50067	Calatayud	En otro país	15	Trabajadores
50068	Calatorao	En mi propio domicilio	8	Estudiantes que no trabajan
50068	Calatorao	En mi propio domicilio	47	Trabajadores
50068	Calatorao	En varios municipios (viajante, conductor,...)	1	Estudiantes que no trabajan
50068	Calatorao	En varios municipios (viajante, conductor,...)	72	Trabajadores
50068	Calatorao	En este municipio	22	Estudiantes que no trabajan
50068	Calatorao	En este municipio	583	Trabajadores
50068	Calatorao	En otro municipio	115	Estudiantes que no trabajan
50068	Calatorao	En otro municipio	434	Trabajadores
50068	Calatorao	En otro país	1	Estudiantes que no trabajan
50068	Calatorao	En otro país	1	Trabajadores
50069	Calcena	En varios municipios (viajante, conductor,...)	2	Trabajadores
50069	Calcena	En este municipio	7	Trabajadores
50069	Calcena	En otro municipio	2	Estudiantes que no trabajan
50069	Calcena	En otro municipio	20	Trabajadores
50070	Calmarza	En varios municipios (viajante, conductor,...)	2	Trabajadores
50070	Calmarza	En este municipio	22	Trabajadores
50070	Calmarza	En otro municipio	2	Estudiantes que no trabajan
50070	Calmarza	En otro municipio	4	Trabajadores
50071	Campillo de Aragón	En varios municipios (viajante, conductor,...)	1	Trabajadores
50071	Campillo de Aragón	En este municipio	34	Trabajadores
50071	Campillo de Aragón	En otro municipio	6	Estudiantes que no trabajan
50071	Campillo de Aragón	En otro municipio	20	Trabajadores
50072	Carenas	En mi propio domicilio	3	Trabajadores
50072	Carenas	En varios municipios (viajante, conductor,...)	2	Trabajadores
50072	Carenas	En este municipio	15	Trabajadores
50072	Carenas	En otro municipio	1	Estudiantes que no trabajan
50072	Carenas	En otro municipio	30	Trabajadores
50073	Cariñena	En mi propio domicilio	5	Estudiantes que no trabajan
50073	Cariñena	En mi propio domicilio	26	Trabajadores
50073	Cariñena	En varios municipios (viajante, conductor,...)	46	Trabajadores
50073	Cariñena	En este municipio	63	Estudiantes que no trabajan
50073	Cariñena	En este municipio	1034	Trabajadores
50073	Cariñena	En otro municipio	106	Estudiantes que no trabajan
50073	Cariñena	En otro municipio	288	Trabajadores
50073	Cariñena	En otro país	4	Estudiantes que no trabajan
50073	Cariñena	En otro país	8	Trabajadores
50074	Caspe	En mi propio domicilio	24	Estudiantes que no trabajan
50074	Caspe	En mi propio domicilio	161	Trabajadores
50074	Caspe	En varios municipios (viajante, conductor,...)	2	Estudiantes que no trabajan
50074	Caspe	En varios municipios (viajante, conductor,...)	151	Trabajadores
50074	Caspe	En este municipio	185	Estudiantes que no trabajan
50074	Caspe	En este municipio	2491	Trabajadores
50074	Caspe	En otro municipio	237	Estudiantes que no trabajan
50074	Caspe	En otro municipio	315	Trabajadores
50074	Caspe	En otro país	1	Estudiantes que no trabajan
50074	Caspe	En otro país	8	Trabajadores
50075	Castejón de Alarba	En este municipio	25	Trabajadores
50075	Castejón de Alarba	En otro municipio	2	Estudiantes que no trabajan
50075	Castejón de Alarba	En otro municipio	9	Trabajadores
50076	Castejón de las Armas	En varios municipios (viajante, conductor,...)	6	Trabajadores
50076	Castejón de las Armas	En este municipio	6	Trabajadores
50076	Castejón de las Armas	En otro municipio	5	Estudiantes que no trabajan
50076	Castejón de las Armas	En otro municipio	18	Trabajadores
50077	Castejón de Valdejasa	En mi propio domicilio	5	Trabajadores
50077	Castejón de Valdejasa	En varios municipios (viajante, conductor,...)	2	Trabajadores
50077	Castejón de Valdejasa	En este municipio	34	Trabajadores
50077	Castejón de Valdejasa	En otro municipio	8	Estudiantes que no trabajan
50077	Castejón de Valdejasa	En otro municipio	76	Trabajadores
50078	Castiliscar	En mi propio domicilio	12	Trabajadores
50078	Castiliscar	En varios municipios (viajante, conductor,...)	5	Trabajadores
50078	Castiliscar	En este municipio	40	Trabajadores
50078	Castiliscar	En otro municipio	18	Estudiantes que no trabajan
50078	Castiliscar	En otro municipio	112	Trabajadores
50079	Cervera de la Cañada	En mi propio domicilio	1	Estudiantes que no trabajan
50079	Cervera de la Cañada	En varios municipios (viajante, conductor,...)	14	Trabajadores
50079	Cervera de la Cañada	En este municipio	51	Trabajadores
50079	Cervera de la Cañada	En otro municipio	18	Estudiantes que no trabajan
50079	Cervera de la Cañada	En otro municipio	27	Trabajadores
50080	Cerveruela	En otro municipio	9	Trabajadores
50081	Cetina	En mi propio domicilio	14	Trabajadores
50081	Cetina	En varios municipios (viajante, conductor,...)	5	Trabajadores
50081	Cetina	En este municipio	114	Trabajadores
50081	Cetina	En otro municipio	20	Estudiantes que no trabajan
50081	Cetina	En otro municipio	80	Trabajadores
50082	Cimballa	En mi propio domicilio	1	Trabajadores
50082	Cimballa	En este municipio	12	Trabajadores
50082	Cimballa	En otro municipio	5	Estudiantes que no trabajan
50082	Cimballa	En otro municipio	26	Trabajadores
50083	Cinco Olivas	En varios municipios (viajante, conductor,...)	3	Trabajadores
50083	Cinco Olivas	En este municipio	8	Trabajadores
50083	Cinco Olivas	En otro municipio	8	Estudiantes que no trabajan
50083	Cinco Olivas	En otro municipio	28	Trabajadores
50083	Cinco Olivas	En otro país	1	Estudiantes que no trabajan
50083	Cinco Olivas	En otro país	1	Trabajadores
50084	Clarés de Ribota	En mi propio domicilio	1	Trabajadores
50084	Clarés de Ribota	En varios municipios (viajante, conductor,...)	9	Trabajadores
50084	Clarés de Ribota	En este municipio	1	Estudiantes que no trabajan
50084	Clarés de Ribota	En este municipio	14	Trabajadores
50084	Clarés de Ribota	En otro municipio	3	Trabajadores
50085	Codo	En mi propio domicilio	2	Trabajadores
50085	Codo	En varios municipios (viajante, conductor,...)	11	Trabajadores
50085	Codo	En este municipio	29	Trabajadores
50085	Codo	En otro municipio	10	Estudiantes que no trabajan
50085	Codo	En otro municipio	34	Trabajadores
50085	Codo	En otro país	1	Trabajadores
50086	Codos	En mi propio domicilio	4	Trabajadores
50086	Codos	En varios municipios (viajante, conductor,...)	7	Trabajadores
50086	Codos	En este municipio	38	Trabajadores
50086	Codos	En otro municipio	14	Estudiantes que no trabajan
50086	Codos	En otro municipio	27	Trabajadores
50087	Contamina	En este municipio	2	Trabajadores
50087	Contamina	En otro municipio	1	Estudiantes que no trabajan
50087	Contamina	En otro municipio	13	Trabajadores
50088	Cosuenda	En mi propio domicilio	6	Trabajadores
50088	Cosuenda	En varios municipios (viajante, conductor,...)	18	Trabajadores
50088	Cosuenda	En este municipio	61	Trabajadores
50088	Cosuenda	En otro municipio	6	Estudiantes que no trabajan
50088	Cosuenda	En otro municipio	73	Trabajadores
50089	Cuarte de Huerva	En mi propio domicilio	5	Estudiantes que no trabajan
50089	Cuarte de Huerva	En mi propio domicilio	31	Trabajadores
50089	Cuarte de Huerva	En varios municipios (viajante, conductor,...)	49	Trabajadores
50089	Cuarte de Huerva	En este municipio	30	Estudiantes que no trabajan
50089	Cuarte de Huerva	En este municipio	428	Trabajadores
50089	Cuarte de Huerva	En otro municipio	97	Estudiantes que no trabajan
50089	Cuarte de Huerva	En otro municipio	433	Trabajadores
50089	Cuarte de Huerva	En otro país	1	Estudiantes que no trabajan
50089	Cuarte de Huerva	En otro país	4	Trabajadores
50090	Cubel	En mi propio domicilio	1	Trabajadores
50090	Cubel	En varios municipios (viajante, conductor,...)	2	Trabajadores
50090	Cubel	En este municipio	8	Estudiantes que no trabajan
50090	Cubel	En este municipio	45	Trabajadores
50090	Cubel	En otro municipio	15	Estudiantes que no trabajan
50090	Cubel	En otro municipio	16	Trabajadores
50091	Cuerlas (Las)	En varios municipios (viajante, conductor,...)	1	Trabajadores
50091	Cuerlas (Las)	En este municipio	16	Trabajadores
50091	Cuerlas (Las)	En otro municipio	1	Estudiantes que no trabajan
50091	Cuerlas (Las)	En otro municipio	5	Trabajadores
50092	Chiprana	En mi propio domicilio	7	Trabajadores
50092	Chiprana	En varios municipios (viajante, conductor,...)	5	Trabajadores
50092	Chiprana	En este municipio	81	Trabajadores
50092	Chiprana	En otro municipio	15	Estudiantes que no trabajan
50092	Chiprana	En otro municipio	52	Trabajadores
50093	Chodes	En mi propio domicilio	1	Trabajadores
50093	Chodes	En este municipio	5	Trabajadores
50093	Chodes	En otro municipio	5	Estudiantes que no trabajan
50093	Chodes	En otro municipio	20	Trabajadores
