Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Código	Municipio
2009	Mujeres	55-59	2	50025	Almunia de Doña Godina (La)
2009	Mujeres	60-64	1	50025	Almunia de Doña Godina (La)
2009	Hombres	16-19	2	50067	Calatayud
2009	Hombres	20-24	12	50067	Calatayud
2009	Hombres	25-29	14	50067	Calatayud
2009	Hombres	30-34	26	50067	Calatayud
2009	Hombres	35-39	25	50067	Calatayud
2009	Hombres	40-44	17	50067	Calatayud
2009	Hombres	45-49	7	50067	Calatayud
2009	Hombres	50-54	7	50067	Calatayud
2009	Hombres	55-59	9	50067	Calatayud
2009	Hombres	60-64	4	50067	Calatayud
2009	Mujeres	16-19	1	50067	Calatayud
2009	Mujeres	20-24	5	50067	Calatayud
2009	Mujeres	25-29	4	50067	Calatayud
2009	Mujeres	30-34	5	50067	Calatayud
2009	Mujeres	35-39	7	50067	Calatayud
2009	Mujeres	40-44	4	50067	Calatayud
2009	Mujeres	45-49	5	50067	Calatayud
2009	Mujeres	50-54	11	50067	Calatayud
2009	Mujeres	55-59	5	50067	Calatayud
2009	Mujeres	60-64	1	50067	Calatayud
2009	Hombres	16-19	3	50074	Caspe
2009	Hombres	20-24	4	50074	Caspe
2009	Hombres	25-29	5	50074	Caspe
2009	Hombres	30-34	16	50074	Caspe
2009	Hombres	35-39	15	50074	Caspe
2009	Hombres	40-44	7	50074	Caspe
2009	Hombres	45-49	12	50074	Caspe
2009	Hombres	50-54	6	50074	Caspe
2009	Hombres	55-59	6	50074	Caspe
2009	Hombres	60-64	4	50074	Caspe
2009	Mujeres	16-19	1	50074	Caspe
2009	Mujeres	20-24	4	50074	Caspe
2009	Mujeres	25-29	2	50074	Caspe
2009	Mujeres	30-34	3	50074	Caspe
2009	Mujeres	35-39	5	50074	Caspe
2009	Mujeres	40-44	7	50074	Caspe
2009	Mujeres	45-49	3	50074	Caspe
2009	Mujeres	50-54	2	50074	Caspe
2009	Mujeres	55-59	5	50074	Caspe
2009	Hombres	16-19	3	50089	Cuarte de Huerva
2009	Hombres	20-24	25	50089	Cuarte de Huerva
2009	Hombres	25-29	45	50089	Cuarte de Huerva
2009	Hombres	30-34	53	50089	Cuarte de Huerva
2009	Hombres	35-39	34	50089	Cuarte de Huerva
2009	Hombres	40-44	27	50089	Cuarte de Huerva
2009	Hombres	45-49	27	50089	Cuarte de Huerva
2009	Hombres	50-54	16	50089	Cuarte de Huerva
2009	Hombres	55-59	14	50089	Cuarte de Huerva
2009	Hombres	60-64	8	50089	Cuarte de Huerva
2009	Hombres	Más de 64	1	50089	Cuarte de Huerva
2009	Mujeres	20-24	3	50089	Cuarte de Huerva
2009	Mujeres	25-29	7	50089	Cuarte de Huerva
2009	Mujeres	30-34	4	50089	Cuarte de Huerva
2009	Mujeres	35-39	5	50089	Cuarte de Huerva
2009	Mujeres	40-44	6	50089	Cuarte de Huerva
2009	Mujeres	45-49	6	50089	Cuarte de Huerva
2009	Mujeres	50-54	3	50089	Cuarte de Huerva
2009	Mujeres	55-59	2	50089	Cuarte de Huerva
2009	Mujeres	60-64	1	50089	Cuarte de Huerva
2009	Hombres	16-19	7	50095	Ejea de los Caballeros
2009	Hombres	20-24	17	50095	Ejea de los Caballeros
2009	Hombres	25-29	31	50095	Ejea de los Caballeros
2009	Hombres	30-34	37	50095	Ejea de los Caballeros
2009	Hombres	35-39	19	50095	Ejea de los Caballeros
2009	Hombres	40-44	26	50095	Ejea de los Caballeros
2009	Hombres	45-49	24	50095	Ejea de los Caballeros
2009	Hombres	50-54	25	50095	Ejea de los Caballeros
2009	Hombres	55-59	8	50095	Ejea de los Caballeros
2009	Hombres	60-64	7	50095	Ejea de los Caballeros
2009	Mujeres	20-24	4	50095	Ejea de los Caballeros
2009	Mujeres	25-29	4	50095	Ejea de los Caballeros
2009	Mujeres	30-34	7	50095	Ejea de los Caballeros
2009	Mujeres	35-39	6	50095	Ejea de los Caballeros
2009	Mujeres	40-44	7	50095	Ejea de los Caballeros
2009	Mujeres	45-49	7	50095	Ejea de los Caballeros
2009	Mujeres	50-54	3	50095	Ejea de los Caballeros
2009	Mujeres	55-59	4	50095	Ejea de los Caballeros
2009	Hombres	20-24	2	50163	María de Huerva
2009	Hombres	25-29	2	50163	María de Huerva
2009	Hombres	30-34	4	50163	María de Huerva
2009	Hombres	35-39	8	50163	María de Huerva
2009	Hombres	40-44	4	50163	María de Huerva
2009	Hombres	45-49	9	50163	María de Huerva
2009	Hombres	50-54	5	50163	María de Huerva
2009	Hombres	55-59	3	50163	María de Huerva
2009	Mujeres	25-29	1	50163	María de Huerva
2009	Mujeres	30-34	1	50163	María de Huerva
2009	Mujeres	35-39	4	50163	María de Huerva
2009	Mujeres	45-49	1	50163	María de Huerva
2009	Mujeres	50-54	1	50163	María de Huerva
2009	Mujeres	60-64	2	50163	María de Huerva
2009	Hombres	16-19	5	50182	Muela (La)
2009	Hombres	20-24	22	50182	Muela (La)
2009	Hombres	25-29	27	50182	Muela (La)
2009	Hombres	30-34	30	50182	Muela (La)
2009	Hombres	35-39	22	50182	Muela (La)
2009	Hombres	40-44	21	50182	Muela (La)
2009	Hombres	45-49	13	50182	Muela (La)
2009	Hombres	50-54	12	50182	Muela (La)
2009	Hombres	55-59	11	50182	Muela (La)
2009	Hombres	60-64	2	50182	Muela (La)
2009	Mujeres	25-29	7	50182	Muela (La)
2009	Mujeres	30-34	2	50182	Muela (La)
2009	Mujeres	35-39	1	50182	Muela (La)
2009	Mujeres	40-44	5	50182	Muela (La)
2009	Mujeres	50-54	3	50182	Muela (La)
2009	Mujeres	55-59	1	50182	Muela (La)
2009	Hombres	16-19	2	50219	Puebla de Alfindén (La)
2009	Hombres	20-24	25	50219	Puebla de Alfindén (La)
2009	Hombres	25-29	50	50219	Puebla de Alfindén (La)
2009	Hombres	30-34	48	50219	Puebla de Alfindén (La)
2009	Hombres	35-39	35	50219	Puebla de Alfindén (La)
2009	Hombres	40-44	26	50219	Puebla de Alfindén (La)
2009	Hombres	45-49	31	50219	Puebla de Alfindén (La)
2009	Hombres	50-54	18	50219	Puebla de Alfindén (La)
2009	Hombres	55-59	16	50219	Puebla de Alfindén (La)
2009	Hombres	60-64	3	50219	Puebla de Alfindén (La)
2009	Mujeres	16-19	1	50219	Puebla de Alfindén (La)
2009	Mujeres	20-24	1	50219	Puebla de Alfindén (La)
2009	Mujeres	25-29	8	50219	Puebla de Alfindén (La)
2009	Mujeres	30-34	2	50219	Puebla de Alfindén (La)
2009	Mujeres	35-39	3	50219	Puebla de Alfindén (La)
2009	Mujeres	40-44	2	50219	Puebla de Alfindén (La)
2009	Mujeres	45-49	3	50219	Puebla de Alfindén (La)
2009	Mujeres	50-54	4	50219	Puebla de Alfindén (La)
2009	Mujeres	55-59	1	50219	Puebla de Alfindén (La)
2009	Hombres	16-19	2	50251	Tarazona
2009	Hombres	20-24	14	50251	Tarazona
2009	Hombres	25-29	18	50251	Tarazona
2009	Hombres	30-34	16	50251	Tarazona
2009	Hombres	35-39	6	50251	Tarazona
2009	Hombres	40-44	17	50251	Tarazona
2009	Hombres	45-49	16	50251	Tarazona
2009	Hombres	50-54	11	50251	Tarazona
2009	Hombres	55-59	5	50251	Tarazona
2009	Hombres	60-64	4	50251	Tarazona
2009	Hombres	Más de 64	1	50251	Tarazona
2009	Mujeres	20-24	3	50251	Tarazona
2009	Mujeres	25-29	3	50251	Tarazona
2009	Mujeres	30-34	2	50251	Tarazona
2009	Mujeres	35-39	2	50251	Tarazona
2009	Mujeres	40-44	6	50251	Tarazona
2009	Mujeres	45-49	3	50251	Tarazona
2009	Mujeres	50-54	2	50251	Tarazona
2009	Mujeres	55-59	3	50251	Tarazona
2009	Mujeres	60-64	1	50251	Tarazona
2009	Hombres	16-19	3	50252	Tauste
2009	Hombres	20-24	8	50252	Tauste
2009	Hombres	25-29	8	50252	Tauste
2009	Hombres	30-34	9	50252	Tauste
2009	Hombres	35-39	17	50252	Tauste
2009	Hombres	40-44	13	50252	Tauste
2009	Hombres	45-49	12	50252	Tauste
2009	Hombres	50-54	13	50252	Tauste
2009	Hombres	55-59	6	50252	Tauste
2009	Hombres	60-64	3	50252	Tauste
2009	Hombres	Más de 64	1	50252	Tauste
2009	Mujeres	16-19	1	50252	Tauste
2009	Mujeres	25-29	1	50252	Tauste
2009	Mujeres	30-34	7	50252	Tauste
2009	Mujeres	35-39	5	50252	Tauste
2009	Mujeres	40-44	7	50252	Tauste
2009	Mujeres	45-49	11	50252	Tauste
2009	Mujeres	50-54	3	50252	Tauste
2009	Mujeres	55-59	1	50252	Tauste
2009	Mujeres	Más de 64	1	50252	Tauste
2009	Hombres	16-19	2	50272	Utebo
2009	Hombres	20-24	18	50272	Utebo
2009	Hombres	25-29	31	50272	Utebo
2009	Hombres	30-34	27	50272	Utebo
2009	Hombres	35-39	17	50272	Utebo
2009	Hombres	40-44	28	50272	Utebo
2009	Hombres	45-49	17	50272	Utebo
2009	Hombres	50-54	12	50272	Utebo
2009	Hombres	55-59	9	50272	Utebo
2009	Hombres	60-64	4	50272	Utebo
2009	Mujeres	16-19	1	50272	Utebo
2009	Mujeres	20-24	4	50272	Utebo
2009	Mujeres	25-29	12	50272	Utebo
2009	Mujeres	30-34	10	50272	Utebo
2009	Mujeres	35-39	8	50272	Utebo
2009	Mujeres	40-44	5	50272	Utebo
2009	Mujeres	45-49	9	50272	Utebo
2009	Mujeres	50-54	5	50272	Utebo
2009	Mujeres	55-59	5	50272	Utebo
2009	Mujeres	60-64	1	50272	Utebo
2009	Hombres	16-19	79	50297	Zaragoza
2009	Hombres	20-24	438	50297	Zaragoza
2009	Hombres	25-29	666	50297	Zaragoza
2009	Hombres	30-34	894	50297	Zaragoza
2009	Hombres	35-39	747	50297	Zaragoza
2009	Hombres	40-44	622	50297	Zaragoza
2009	Hombres	45-49	527	50297	Zaragoza
2009	Hombres	50-54	396	50297	Zaragoza
2009	Hombres	55-59	316	50297	Zaragoza
2009	Hombres	60-64	123	50297	Zaragoza
2009	Hombres	Más de 64	10	50297	Zaragoza
2009	Mujeres	16-19	26	50297	Zaragoza
2009	Mujeres	20-24	210	50297	Zaragoza
2009	Mujeres	25-29	301	50297	Zaragoza
2009	Mujeres	30-34	313	50297	Zaragoza
2009	Mujeres	35-39	321	50297	Zaragoza
2009	Mujeres	40-44	278	50297	Zaragoza
2009	Mujeres	45-49	315	50297	Zaragoza
2009	Mujeres	50-54	261	50297	Zaragoza
2009	Mujeres	55-59	171	50297	Zaragoza
2009	Mujeres	60-64	69	50297	Zaragoza
2009	Mujeres	Más de 64	5	50297	Zaragoza
2009	Hombres	16-19	1	50298	Zuera
2009	Hombres	20-24	12	50298	Zuera
2009	Hombres	25-29	15	50298	Zuera
2009	Hombres	30-34	30	50298	Zuera
2009	Hombres	35-39	23	50298	Zuera
2009	Hombres	40-44	22	50298	Zuera
2009	Hombres	45-49	9	50298	Zuera
2009	Hombres	50-54	10	50298	Zuera
2009	Hombres	55-59	9	50298	Zuera
2009	Hombres	60-64	5	50298	Zuera
2009	Hombres	Más de 64	1	50298	Zuera
2009	Mujeres	20-24	2	50298	Zuera
2009	Mujeres	25-29	1	50298	Zuera
2009	Mujeres	30-34	2	50298	Zuera
2009	Mujeres	35-39	2	50298	Zuera
2009	Mujeres	40-44	4	50298	Zuera
2009	Mujeres	45-49	3	50298	Zuera
2009	Mujeres	50-54	3	50298	Zuera
2009	Mujeres	55-59	1	50298	Zuera
2009	Mujeres	60-64	1	50298	Zuera
2008	Hombres	16-19	7	22048	Barbastro
2008	Hombres	20-24	40	22048	Barbastro
2008	Hombres	25-29	42	22048	Barbastro
2008	Hombres	30-34	33	22048	Barbastro
2008	Hombres	35-39	30	22048	Barbastro
2008	Hombres	40-44	40	22048	Barbastro
2008	Hombres	45-49	26	22048	Barbastro
2008	Hombres	50-54	15	22048	Barbastro
2008	Hombres	55-59	9	22048	Barbastro
2008	Hombres	60-64	3	22048	Barbastro
2008	Mujeres	16-19	2	22048	Barbastro
2008	Mujeres	20-24	4	22048	Barbastro
2008	Mujeres	25-29	14	22048	Barbastro
2008	Mujeres	30-34	10	22048	Barbastro
2008	Mujeres	35-39	7	22048	Barbastro
2008	Mujeres	40-44	9	22048	Barbastro
2008	Mujeres	45-49	9	22048	Barbastro
2008	Mujeres	50-54	15	22048	Barbastro
2008	Mujeres	55-59	6	22048	Barbastro
2008	Hombres	16-19	8	22061	Binéfar
2008	Hombres	20-24	26	22061	Binéfar
2008	Hombres	25-29	31	22061	Binéfar
2008	Hombres	30-34	31	22061	Binéfar
2008	Hombres	35-39	21	22061	Binéfar
2008	Hombres	40-44	39	22061	Binéfar
2008	Hombres	45-49	17	22061	Binéfar
2008	Hombres	50-54	18	22061	Binéfar
2008	Hombres	55-59	18	22061	Binéfar
2008	Hombres	60-64	9	22061	Binéfar
2008	Mujeres	20-24	1	22061	Binéfar
2008	Mujeres	25-29	5	22061	Binéfar
2008	Mujeres	30-34	4	22061	Binéfar
2008	Mujeres	35-39	7	22061	Binéfar
2008	Mujeres	40-44	5	22061	Binéfar
2008	Mujeres	45-49	3	22061	Binéfar
2008	Mujeres	50-54	4	22061	Binéfar
2008	Mujeres	55-59	1	22061	Binéfar
2008	Hombres	16-19	17	22112	Fraga
2008	Hombres	20-24	36	22112	Fraga
2008	Hombres	25-29	23	22112	Fraga
2008	Hombres	30-34	46	22112	Fraga
2008	Hombres	35-39	28	22112	Fraga
2008	Hombres	40-44	25	22112	Fraga
2008	Hombres	45-49	20	22112	Fraga
2008	Hombres	50-54	16	22112	Fraga
2008	Hombres	55-59	10	22112	Fraga
2008	Hombres	60-64	9	22112	Fraga
2008	Mujeres	16-19	2	22112	Fraga
2008	Mujeres	20-24	2	22112	Fraga
2008	Mujeres	25-29	4	22112	Fraga
2008	Mujeres	30-34	9	22112	Fraga
2008	Mujeres	35-39	8	22112	Fraga
2008	Mujeres	40-44	6	22112	Fraga
2008	Mujeres	45-49	12	22112	Fraga
2008	Mujeres	50-54	4	22112	Fraga
2008	Mujeres	55-59	4	22112	Fraga
2008	Mujeres	60-64	1	22112	Fraga
2008	Hombres	16-19	26	22125	Huesca
2008	Hombres	20-24	69	22125	Huesca
2008	Hombres	25-29	97	22125	Huesca
2008	Hombres	30-34	95	22125	Huesca
2008	Hombres	35-39	88	22125	Huesca
2008	Hombres	40-44	89	22125	Huesca
2008	Hombres	45-49	77	22125	Huesca
2008	Hombres	50-54	48	22125	Huesca
2008	Hombres	55-59	37	22125	Huesca
2008	Hombres	60-64	16	22125	Huesca
2008	Mujeres	16-19	9	22125	Huesca
2008	Mujeres	20-24	17	22125	Huesca
2008	Mujeres	25-29	24	22125	Huesca
2008	Mujeres	30-34	29	22125	Huesca
2008	Mujeres	35-39	21	22125	Huesca
2008	Mujeres	40-44	39	22125	Huesca
2008	Mujeres	45-49	33	22125	Huesca
2008	Mujeres	50-54	19	22125	Huesca
2008	Mujeres	55-59	19	22125	Huesca
2008	Mujeres	60-64	9	22125	Huesca
2008	Hombres	16-19	5	22130	Jaca
2008	Hombres	20-24	16	22130	Jaca
2008	Hombres	25-29	15	22130	Jaca
2008	Hombres	30-34	20	22130	Jaca
2008	Hombres	35-39	23	22130	Jaca
2008	Hombres	40-44	12	22130	Jaca
2008	Hombres	45-49	14	22130	Jaca
2008	Hombres	50-54	13	22130	Jaca
2008	Hombres	55-59	9	22130	Jaca
2008	Hombres	60-64	3	22130	Jaca
2008	Mujeres	20-24	6	22130	Jaca
2008	Mujeres	25-29	9	22130	Jaca
2008	Mujeres	30-34	11	22130	Jaca
2008	Mujeres	35-39	9	22130	Jaca
2008	Mujeres	40-44	6	22130	Jaca
2008	Mujeres	45-49	10	22130	Jaca
2008	Mujeres	50-54	4	22130	Jaca
2008	Mujeres	55-59	1	22130	Jaca
2008	Mujeres	60-64	2	22130	Jaca
2008	Hombres	16-19	15	22158	Monzón
2008	Hombres	20-24	31	22158	Monzón
2008	Hombres	25-29	43	22158	Monzón
2008	Hombres	30-34	51	22158	Monzón
2008	Hombres	35-39	42	22158	Monzón
2008	Hombres	40-44	48	22158	Monzón
2008	Hombres	45-49	35	22158	Monzón
2008	Hombres	50-54	30	22158	Monzón
2008	Hombres	55-59	15	22158	Monzón
2008	Hombres	60-64	8	22158	Monzón
2008	Hombres	Más de 64	1	22158	Monzón
2008	Mujeres	16-19	3	22158	Monzón
2008	Mujeres	20-24	4	22158	Monzón
2008	Mujeres	25-29	5	22158	Monzón
2008	Mujeres	30-34	9	22158	Monzón
2008	Mujeres	35-39	7	22158	Monzón
2008	Mujeres	40-44	17	22158	Monzón
2008	Mujeres	45-49	9	22158	Monzón
2008	Mujeres	50-54	10	22158	Monzón
2008	Mujeres	55-59	7	22158	Monzón
2008	Mujeres	60-64	2	22158	Monzón
2008	Hombres	16-19	3	22199	Sabiñánigo
2008	Hombres	20-24	9	22199	Sabiñánigo
2008	Hombres	25-29	22	22199	Sabiñánigo
2008	Hombres	30-34	24	22199	Sabiñánigo
2008	Hombres	35-39	13	22199	Sabiñánigo
2008	Hombres	40-44	14	22199	Sabiñánigo
2008	Hombres	45-49	5	22199	Sabiñánigo
2008	Hombres	50-54	6	22199	Sabiñánigo
2008	Hombres	55-59	9	22199	Sabiñánigo
2008	Hombres	60-64	3	22199	Sabiñánigo
2008	Mujeres	20-24	1	22199	Sabiñánigo
2008	Mujeres	25-29	6	22199	Sabiñánigo
2008	Mujeres	30-34	4	22199	Sabiñánigo
2008	Mujeres	40-44	3	22199	Sabiñánigo
2008	Mujeres	45-49	1	22199	Sabiñánigo
2008	Hombres	16-19	8	44013	Alcañiz
2008	Hombres	20-24	27	44013	Alcañiz
2008	Hombres	25-29	33	44013	Alcañiz
2008	Hombres	30-34	35	44013	Alcañiz
2008	Hombres	35-39	33	44013	Alcañiz
2008	Hombres	40-44	36	44013	Alcañiz
2008	Hombres	45-49	23	44013	Alcañiz
2008	Hombres	50-54	12	44013	Alcañiz
2008	Hombres	55-59	14	44013	Alcañiz
2008	Hombres	60-64	3	44013	Alcañiz
2008	Hombres	Más de 64	1	44013	Alcañiz
2008	Mujeres	20-24	8	44013	Alcañiz
2008	Mujeres	25-29	9	44013	Alcañiz
2008	Mujeres	30-34	5	44013	Alcañiz
2008	Mujeres	35-39	5	44013	Alcañiz
2008	Mujeres	40-44	3	44013	Alcañiz
2008	Mujeres	45-49	8	44013	Alcañiz
2008	Mujeres	50-54	6	44013	Alcañiz
2008	Mujeres	55-59	1	44013	Alcañiz
2008	Hombres	16-19	5	44025	Andorra
2008	Hombres	20-24	11	44025	Andorra
2008	Hombres	25-29	16	44025	Andorra
2008	Hombres	30-34	13	44025	Andorra
2008	Hombres	35-39	6	44025	Andorra
2008	Hombres	40-44	15	44025	Andorra
2008	Hombres	45-49	13	44025	Andorra
2008	Hombres	50-54	6	44025	Andorra
2008	Hombres	55-59	8	44025	Andorra
2008	Hombres	60-64	1	44025	Andorra
2008	Mujeres	16-19	1	44025	Andorra
2008	Mujeres	20-24	4	44025	Andorra
2008	Mujeres	25-29	10	44025	Andorra
2008	Mujeres	30-34	6	44025	Andorra
2008	Mujeres	35-39	5	44025	Andorra
2008	Mujeres	40-44	11	44025	Andorra
2008	Mujeres	45-49	3	44025	Andorra
2008	Hombres	16-19	10	44216	Teruel
2008	Hombres	20-24	39	44216	Teruel
2008	Hombres	25-29	45	44216	Teruel
2008	Hombres	30-34	56	44216	Teruel
2008	Hombres	35-39	54	44216	Teruel
2008	Hombres	40-44	54	44216	Teruel
2008	Hombres	45-49	50	44216	Teruel
2008	Hombres	50-54	28	44216	Teruel
2008	Hombres	55-59	21	44216	Teruel
2008	Hombres	60-64	12	44216	Teruel
2008	Hombres	Más de 64	2	44216	Teruel
2008	Mujeres	16-19	2	44216	Teruel
2008	Mujeres	20-24	14	44216	Teruel
2008	Mujeres	25-29	23	44216	Teruel
2008	Mujeres	30-34	14	44216	Teruel
2008	Mujeres	35-39	17	44216	Teruel
2008	Mujeres	40-44	25	44216	Teruel
2008	Mujeres	45-49	21	44216	Teruel
2008	Mujeres	50-54	17	44216	Teruel
2008	Mujeres	55-59	14	44216	Teruel
2008	Mujeres	60-64	13	44216	Teruel
2008	Hombres	16-19	4	50008	Alagón
2008	Hombres	20-24	6	50008	Alagón
2008	Hombres	25-29	19	50008	Alagón
2008	Hombres	30-34	21	50008	Alagón
2008	Hombres	35-39	19	50008	Alagón
2008	Hombres	40-44	15	50008	Alagón
2008	Hombres	45-49	9	50008	Alagón
2008	Hombres	50-54	2	50008	Alagón
2008	Hombres	55-59	6	50008	Alagón
2008	Mujeres	20-24	7	50008	Alagón
2008	Mujeres	25-29	10	50008	Alagón
2008	Mujeres	30-34	9	50008	Alagón
2008	Mujeres	35-39	8	50008	Alagón
2008	Mujeres	40-44	7	50008	Alagón
2008	Mujeres	45-49	6	50008	Alagón
2008	Mujeres	50-54	2	50008	Alagón
2008	Mujeres	55-59	3	50008	Alagón
2008	Mujeres	60-64	1	50008	Alagón
2008	Hombres	16-19	6	50025	Almunia de Doña Godina (La)
2008	Hombres	20-24	5	50025	Almunia de Doña Godina (La)
2008	Hombres	25-29	13	50025	Almunia de Doña Godina (La)
2008	Hombres	30-34	10	50025	Almunia de Doña Godina (La)
2008	Hombres	35-39	10	50025	Almunia de Doña Godina (La)
2008	Hombres	40-44	6	50025	Almunia de Doña Godina (La)
2008	Hombres	45-49	10	50025	Almunia de Doña Godina (La)
2008	Hombres	50-54	7	50025	Almunia de Doña Godina (La)
2008	Hombres	60-64	2	50025	Almunia de Doña Godina (La)
2008	Mujeres	20-24	4	50025	Almunia de Doña Godina (La)
2008	Mujeres	25-29	8	50025	Almunia de Doña Godina (La)
2008	Mujeres	30-34	10	50025	Almunia de Doña Godina (La)
2008	Mujeres	35-39	8	50025	Almunia de Doña Godina (La)
2008	Mujeres	40-44	12	50025	Almunia de Doña Godina (La)
2008	Mujeres	45-49	5	50025	Almunia de Doña Godina (La)
2008	Mujeres	50-54	6	50025	Almunia de Doña Godina (La)
2008	Mujeres	55-59	2	50025	Almunia de Doña Godina (La)
2008	Mujeres	60-64	2	50025	Almunia de Doña Godina (La)
2008	Hombres	16-19	3	50067	Calatayud
2008	Hombres	20-24	20	50067	Calatayud
2008	Hombres	25-29	46	50067	Calatayud
2008	Hombres	30-34	50	50067	Calatayud
2008	Hombres	35-39	30	50067	Calatayud
2008	Hombres	40-44	24	50067	Calatayud
2008	Hombres	45-49	17	50067	Calatayud
2008	Hombres	50-54	13	50067	Calatayud
2008	Hombres	55-59	12	50067	Calatayud
2008	Hombres	60-64	4	50067	Calatayud
2008	Mujeres	20-24	14	50067	Calatayud
2008	Mujeres	25-29	12	50067	Calatayud
2008	Mujeres	30-34	13	50067	Calatayud
2008	Mujeres	35-39	12	50067	Calatayud
2008	Mujeres	40-44	16	50067	Calatayud
2008	Mujeres	45-49	14	50067	Calatayud
2008	Mujeres	50-54	9	50067	Calatayud
2008	Mujeres	55-59	2	50067	Calatayud
2008	Mujeres	60-64	1	50067	Calatayud
2008	Mujeres	Más de 64	1	50067	Calatayud
2008	Hombres	16-19	3	50074	Caspe
2008	Hombres	20-24	12	50074	Caspe
2008	Hombres	25-29	10	50074	Caspe
2008	Hombres	30-34	17	50074	Caspe
2008	Hombres	35-39	15	50074	Caspe
2008	Hombres	40-44	10	50074	Caspe
2008	Hombres	45-49	11	50074	Caspe
2008	Hombres	50-54	3	50074	Caspe
2008	Hombres	55-59	5	50074	Caspe
2008	Hombres	60-64	3	50074	Caspe
2008	Mujeres	20-24	9	50074	Caspe
2008	Mujeres	30-34	5	50074	Caspe
2008	Mujeres	35-39	3	50074	Caspe
2008	Mujeres	40-44	5	50074	Caspe
2008	Mujeres	45-49	1	50074	Caspe
2008	Mujeres	50-54	2	50074	Caspe
2008	Mujeres	55-59	3	50074	Caspe
2008	Mujeres	60-64	1	50074	Caspe
2008	Mujeres	Más de 64	1	50074	Caspe
2008	Hombres	16-19	13	50089	Cuarte de Huerva
2008	Hombres	20-24	47	50089	Cuarte de Huerva
2008	Hombres	25-29	63	50089	Cuarte de Huerva
2008	Hombres	30-34	75	50089	Cuarte de Huerva
2008	Hombres	35-39	51	50089	Cuarte de Huerva
2008	Hombres	40-44	52	50089	Cuarte de Huerva
2008	Hombres	45-49	39	50089	Cuarte de Huerva
2008	Hombres	50-54	23	50089	Cuarte de Huerva
2008	Hombres	55-59	15	50089	Cuarte de Huerva
2008	Hombres	60-64	9	50089	Cuarte de Huerva
2008	Hombres	Más de 64	4	50089	Cuarte de Huerva
2008	Mujeres	20-24	2	50089	Cuarte de Huerva
2008	Mujeres	25-29	10	50089	Cuarte de Huerva
2008	Mujeres	30-34	7	50089	Cuarte de Huerva
2008	Mujeres	35-39	11	50089	Cuarte de Huerva
2008	Mujeres	40-44	9	50089	Cuarte de Huerva
2008	Mujeres	45-49	4	50089	Cuarte de Huerva
2008	Mujeres	50-54	6	50089	Cuarte de Huerva
2008	Mujeres	55-59	3	50089	Cuarte de Huerva
2008	Mujeres	60-64	1	50089	Cuarte de Huerva
2008	Hombres	16-19	13	50095	Ejea de los Caballeros
2008	Hombres	20-24	41	50095	Ejea de los Caballeros
2008	Hombres	25-29	43	50095	Ejea de los Caballeros
2008	Hombres	30-34	44	50095	Ejea de los Caballeros
2008	Hombres	35-39	39	50095	Ejea de los Caballeros
2008	Hombres	40-44	28	50095	Ejea de los Caballeros
2008	Hombres	45-49	31	50095	Ejea de los Caballeros
2008	Hombres	50-54	36	50095	Ejea de los Caballeros
2008	Hombres	55-59	11	50095	Ejea de los Caballeros
2008	Hombres	60-64	6	50095	Ejea de los Caballeros
2008	Mujeres	16-19	2	50095	Ejea de los Caballeros
2008	Mujeres	20-24	6	50095	Ejea de los Caballeros
2008	Mujeres	25-29	9	50095	Ejea de los Caballeros
2008	Mujeres	30-34	16	50095	Ejea de los Caballeros
2008	Mujeres	35-39	11	50095	Ejea de los Caballeros
2008	Mujeres	40-44	4	50095	Ejea de los Caballeros
2008	Mujeres	45-49	6	50095	Ejea de los Caballeros
2008	Mujeres	50-54	5	50095	Ejea de los Caballeros
2008	Mujeres	55-59	2	50095	Ejea de los Caballeros
2008	Mujeres	60-64	3	50095	Ejea de los Caballeros
2008	Hombres	16-19	1	50163	María de Huerva
2008	Hombres	20-24	9	50163	María de Huerva
2008	Hombres	25-29	10	50163	María de Huerva
2008	Hombres	30-34	16	50163	María de Huerva
2008	Hombres	35-39	4	50163	María de Huerva
2008	Hombres	40-44	14	50163	María de Huerva
2008	Hombres	45-49	8	50163	María de Huerva
2008	Hombres	50-54	4	50163	María de Huerva
2008	Hombres	55-59	5	50163	María de Huerva
2008	Hombres	60-64	2	50163	María de Huerva
2008	Mujeres	25-29	2	50163	María de Huerva
2008	Mujeres	35-39	2	50163	María de Huerva
2008	Mujeres	40-44	2	50163	María de Huerva
2008	Mujeres	45-49	1	50163	María de Huerva
2008	Mujeres	50-54	1	50163	María de Huerva
2008	Mujeres	55-59	1	50163	María de Huerva
2008	Hombres	16-19	8	50182	Muela (La)
2008	Hombres	20-24	26	50182	Muela (La)
2008	Hombres	25-29	39	50182	Muela (La)
2008	Hombres	30-34	41	50182	Muela (La)
2008	Hombres	35-39	38	50182	Muela (La)
2008	Hombres	40-44	33	50182	Muela (La)
2008	Hombres	45-49	21	50182	Muela (La)
2008	Hombres	50-54	11	50182	Muela (La)
2008	Hombres	55-59	8	50182	Muela (La)
2008	Hombres	60-64	6	50182	Muela (La)
2008	Mujeres	16-19	1	50182	Muela (La)
2008	Mujeres	20-24	4	50182	Muela (La)
