Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Código	Municipio
2010	Hombres	45-49	30	22158	Monzón
2010	Hombres	50-54	17	22158	Monzón
2010	Hombres	55-59	9	22158	Monzón
2010	Hombres	60-64	10	22158	Monzón
2010	Mujeres	20-24	3	22158	Monzón
2010	Mujeres	25-29	4	22158	Monzón
2010	Mujeres	30-34	7	22158	Monzón
2010	Mujeres	35-39	6	22158	Monzón
2010	Mujeres	40-44	5	22158	Monzón
2010	Mujeres	45-49	1	22158	Monzón
2010	Mujeres	50-54	7	22158	Monzón
2010	Mujeres	55-59	2	22158	Monzón
2010	Mujeres	60-64	1	22158	Monzón
2010	Hombres	20-24	1	22199	Sabiñánigo
2010	Hombres	25-29	11	22199	Sabiñánigo
2010	Hombres	30-34	11	22199	Sabiñánigo
2010	Hombres	35-39	7	22199	Sabiñánigo
2010	Hombres	40-44	5	22199	Sabiñánigo
2010	Hombres	45-49	12	22199	Sabiñánigo
2010	Hombres	50-54	6	22199	Sabiñánigo
2010	Hombres	55-59	6	22199	Sabiñánigo
2010	Hombres	60-64	3	22199	Sabiñánigo
2010	Mujeres	16-19	1	22199	Sabiñánigo
2010	Mujeres	20-24	3	22199	Sabiñánigo
2010	Mujeres	25-29	2	22199	Sabiñánigo
2010	Mujeres	30-34	1	22199	Sabiñánigo
2010	Mujeres	40-44	2	22199	Sabiñánigo
2010	Mujeres	45-49	1	22199	Sabiñánigo
2010	Mujeres	50-54	2	22199	Sabiñánigo
2010	Mujeres	55-59	1	22199	Sabiñánigo
2010	Hombres	16-19	3	44013	Alcañiz
2010	Hombres	20-24	17	44013	Alcañiz
2010	Hombres	25-29	20	44013	Alcañiz
2010	Hombres	30-34	18	44013	Alcañiz
2010	Hombres	35-39	24	44013	Alcañiz
2010	Hombres	40-44	22	44013	Alcañiz
2010	Hombres	45-49	24	44013	Alcañiz
2010	Hombres	50-54	16	44013	Alcañiz
2010	Hombres	55-59	10	44013	Alcañiz
2010	Hombres	60-64	3	44013	Alcañiz
2010	Mujeres	20-24	9	44013	Alcañiz
2010	Mujeres	25-29	5	44013	Alcañiz
2010	Mujeres	30-34	7	44013	Alcañiz
2010	Mujeres	35-39	7	44013	Alcañiz
2010	Mujeres	40-44	3	44013	Alcañiz
2010	Mujeres	45-49	7	44013	Alcañiz
2010	Mujeres	50-54	6	44013	Alcañiz
2010	Mujeres	55-59	4	44013	Alcañiz
2010	Mujeres	60-64	2	44013	Alcañiz
2010	Hombres	20-24	9	44025	Andorra
2010	Hombres	25-29	4	44025	Andorra
2010	Hombres	30-34	12	44025	Andorra
2010	Hombres	35-39	14	44025	Andorra
2010	Hombres	40-44	9	44025	Andorra
2010	Hombres	45-49	9	44025	Andorra
2010	Hombres	50-54	7	44025	Andorra
2010	Hombres	55-59	6	44025	Andorra
2010	Hombres	60-64	2	44025	Andorra
2010	Mujeres	20-24	4	44025	Andorra
2010	Mujeres	25-29	3	44025	Andorra
2010	Mujeres	30-34	2	44025	Andorra
2010	Mujeres	35-39	5	44025	Andorra
2010	Mujeres	40-44	1	44025	Andorra
2010	Mujeres	45-49	5	44025	Andorra
2010	Mujeres	50-54	2	44025	Andorra
2010	Mujeres	55-59	1	44025	Andorra
2010	Hombres	16-19	2	44216	Teruel
2010	Hombres	20-24	38	44216	Teruel
2010	Hombres	25-29	37	44216	Teruel
2010	Hombres	30-34	43	44216	Teruel
2010	Hombres	35-39	51	44216	Teruel
2010	Hombres	40-44	45	44216	Teruel
2010	Hombres	45-49	44	44216	Teruel
2010	Hombres	50-54	25	44216	Teruel
2010	Hombres	55-59	21	44216	Teruel
2010	Hombres	60-64	9	44216	Teruel
2010	Mujeres	16-19	1	44216	Teruel
2010	Mujeres	20-24	9	44216	Teruel
2010	Mujeres	25-29	14	44216	Teruel
2010	Mujeres	30-34	16	44216	Teruel
2010	Mujeres	35-39	17	44216	Teruel
2010	Mujeres	40-44	18	44216	Teruel
2010	Mujeres	45-49	36	44216	Teruel
2010	Mujeres	50-54	21	44216	Teruel
2010	Mujeres	55-59	21	44216	Teruel
2010	Mujeres	60-64	5	44216	Teruel
2010	Mujeres	Más de 64	1	44216	Teruel
2010	Hombres	16-19	1	50008	Alagón
2010	Hombres	20-24	8	50008	Alagón
2010	Hombres	25-29	13	50008	Alagón
2010	Hombres	30-34	14	50008	Alagón
2010	Hombres	35-39	14	50008	Alagón
2010	Hombres	40-44	9	50008	Alagón
2010	Hombres	45-49	7	50008	Alagón
2010	Hombres	50-54	3	50008	Alagón
2010	Hombres	55-59	2	50008	Alagón
2010	Hombres	60-64	3	50008	Alagón
2010	Mujeres	25-29	7	50008	Alagón
2010	Mujeres	30-34	10	50008	Alagón
2010	Mujeres	35-39	9	50008	Alagón
2010	Mujeres	40-44	4	50008	Alagón
2010	Mujeres	45-49	5	50008	Alagón
2010	Mujeres	50-54	3	50008	Alagón
2010	Hombres	20-24	5	50025	Almunia de Doña Godina (La)
2010	Hombres	25-29	5	50025	Almunia de Doña Godina (La)
2010	Hombres	30-34	10	50025	Almunia de Doña Godina (La)
2010	Hombres	35-39	7	50025	Almunia de Doña Godina (La)
2010	Hombres	40-44	7	50025	Almunia de Doña Godina (La)
2010	Hombres	45-49	5	50025	Almunia de Doña Godina (La)
2010	Hombres	50-54	3	50025	Almunia de Doña Godina (La)
2010	Hombres	55-59	4	50025	Almunia de Doña Godina (La)
2010	Hombres	60-64	3	50025	Almunia de Doña Godina (La)
2010	Mujeres	16-19	1	50025	Almunia de Doña Godina (La)
2010	Mujeres	20-24	2	50025	Almunia de Doña Godina (La)
2010	Mujeres	25-29	3	50025	Almunia de Doña Godina (La)
2010	Mujeres	30-34	6	50025	Almunia de Doña Godina (La)
2010	Mujeres	35-39	5	50025	Almunia de Doña Godina (La)
2010	Mujeres	40-44	4	50025	Almunia de Doña Godina (La)
2010	Mujeres	45-49	2	50025	Almunia de Doña Godina (La)
2010	Mujeres	50-54	5	50025	Almunia de Doña Godina (La)
2010	Mujeres	55-59	4	50025	Almunia de Doña Godina (La)
2010	Mujeres	60-64	2	50025	Almunia de Doña Godina (La)
2010	Mujeres	Más de 64	1	50025	Almunia de Doña Godina (La)
2010	Hombres	20-24	5	50067	Calatayud
2010	Hombres	25-29	19	50067	Calatayud
2010	Hombres	30-34	18	50067	Calatayud
2010	Hombres	35-39	20	50067	Calatayud
2010	Hombres	40-44	21	50067	Calatayud
2010	Hombres	45-49	12	50067	Calatayud
2010	Hombres	50-54	11	50067	Calatayud
2010	Hombres	55-59	9	50067	Calatayud
2010	Hombres	60-64	6	50067	Calatayud
2010	Mujeres	16-19	1	50067	Calatayud
2010	Mujeres	20-24	2	50067	Calatayud
2010	Mujeres	25-29	6	50067	Calatayud
2010	Mujeres	30-34	6	50067	Calatayud
2010	Mujeres	35-39	3	50067	Calatayud
2010	Mujeres	40-44	9	50067	Calatayud
2010	Mujeres	45-49	9	50067	Calatayud
2010	Mujeres	50-54	4	50067	Calatayud
2010	Mujeres	55-59	2	50067	Calatayud
2010	Mujeres	60-64	2	50067	Calatayud
2010	Hombres	16-19	1	50074	Caspe
2010	Hombres	20-24	4	50074	Caspe
2010	Hombres	25-29	9	50074	Caspe
2010	Hombres	30-34	6	50074	Caspe
2010	Hombres	35-39	6	50074	Caspe
2010	Hombres	40-44	4	50074	Caspe
2010	Hombres	45-49	14	50074	Caspe
2010	Hombres	50-54	7	50074	Caspe
2010	Hombres	55-59	3	50074	Caspe
2010	Hombres	60-64	3	50074	Caspe
2010	Mujeres	16-19	1	50074	Caspe
2010	Mujeres	20-24	5	50074	Caspe
2010	Mujeres	25-29	3	50074	Caspe
2010	Mujeres	30-34	4	50074	Caspe
2010	Mujeres	35-39	2	50074	Caspe
2010	Mujeres	40-44	4	50074	Caspe
2010	Mujeres	45-49	1	50074	Caspe
2010	Mujeres	50-54	2	50074	Caspe
2010	Mujeres	55-59	1	50074	Caspe
2010	Mujeres	60-64	1	50074	Caspe
2010	Hombres	16-19	1	50089	Cuarte de Huerva
2010	Hombres	20-24	22	50089	Cuarte de Huerva
2010	Hombres	25-29	35	50089	Cuarte de Huerva
2010	Hombres	30-34	44	50089	Cuarte de Huerva
2010	Hombres	35-39	34	50089	Cuarte de Huerva
2010	Hombres	40-44	40	50089	Cuarte de Huerva
2010	Hombres	45-49	25	50089	Cuarte de Huerva
2010	Hombres	50-54	17	50089	Cuarte de Huerva
2010	Hombres	55-59	9	50089	Cuarte de Huerva
2010	Hombres	60-64	4	50089	Cuarte de Huerva
2010	Mujeres	20-24	1	50089	Cuarte de Huerva
2010	Mujeres	25-29	4	50089	Cuarte de Huerva
2010	Mujeres	30-34	3	50089	Cuarte de Huerva
2010	Mujeres	35-39	5	50089	Cuarte de Huerva
2010	Mujeres	40-44	2	50089	Cuarte de Huerva
2010	Mujeres	45-49	9	50089	Cuarte de Huerva
2010	Mujeres	50-54	4	50089	Cuarte de Huerva
2010	Mujeres	55-59	2	50089	Cuarte de Huerva
2010	Mujeres	60-64	1	50089	Cuarte de Huerva
2010	Hombres	16-19	2	50095	Ejea de los Caballeros
2010	Hombres	20-24	14	50095	Ejea de los Caballeros
2010	Hombres	25-29	25	50095	Ejea de los Caballeros
2010	Hombres	30-34	38	50095	Ejea de los Caballeros
2010	Hombres	35-39	25	50095	Ejea de los Caballeros
2010	Hombres	40-44	21	50095	Ejea de los Caballeros
2010	Hombres	45-49	20	50095	Ejea de los Caballeros
2010	Hombres	50-54	19	50095	Ejea de los Caballeros
2010	Hombres	55-59	11	50095	Ejea de los Caballeros
2010	Hombres	60-64	2	50095	Ejea de los Caballeros
2010	Hombres	Más de 64	2	50095	Ejea de los Caballeros
2010	Mujeres	20-24	3	50095	Ejea de los Caballeros
2010	Mujeres	25-29	3	50095	Ejea de los Caballeros
2010	Mujeres	30-34	7	50095	Ejea de los Caballeros
2010	Mujeres	35-39	7	50095	Ejea de los Caballeros
2010	Mujeres	40-44	7	50095	Ejea de los Caballeros
2010	Mujeres	45-49	8	50095	Ejea de los Caballeros
2010	Mujeres	50-54	2	50095	Ejea de los Caballeros
2010	Mujeres	55-59	5	50095	Ejea de los Caballeros
2010	Mujeres	60-64	1	50095	Ejea de los Caballeros
2010	Hombres	16-19	1	50163	María de Huerva
2010	Hombres	20-24	1	50163	María de Huerva
2010	Hombres	25-29	1	50163	María de Huerva
2010	Hombres	30-34	9	50163	María de Huerva
2010	Hombres	35-39	4	50163	María de Huerva
2010	Hombres	40-44	1	50163	María de Huerva
2010	Hombres	45-49	8	50163	María de Huerva
2010	Hombres	50-54	7	50163	María de Huerva
2010	Hombres	55-59	3	50163	María de Huerva
2010	Hombres	60-64	3	50163	María de Huerva
2010	Mujeres	25-29	1	50163	María de Huerva
2010	Mujeres	40-44	1	50163	María de Huerva
2010	Mujeres	50-54	1	50163	María de Huerva
2010	Hombres	16-19	3	50182	Muela (La)
2010	Hombres	20-24	23	50182	Muela (La)
2010	Hombres	25-29	29	50182	Muela (La)
2010	Hombres	30-34	33	50182	Muela (La)
2010	Hombres	35-39	38	50182	Muela (La)
2010	Hombres	40-44	21	50182	Muela (La)
2010	Hombres	45-49	8	50182	Muela (La)
2010	Hombres	50-54	6	50182	Muela (La)
2010	Hombres	55-59	10	50182	Muela (La)
2010	Hombres	60-64	5	50182	Muela (La)
2010	Mujeres	20-24	1	50182	Muela (La)
2010	Mujeres	25-29	3	50182	Muela (La)
2010	Mujeres	30-34	7	50182	Muela (La)
2010	Mujeres	35-39	6	50182	Muela (La)
2010	Mujeres	40-44	1	50182	Muela (La)
2010	Mujeres	45-49	2	50182	Muela (La)
2010	Mujeres	50-54	3	50182	Muela (La)
2010	Mujeres	55-59	2	50182	Muela (La)
2010	Hombres	16-19	5	50219	Puebla de Alfindén (La)
2010	Hombres	20-24	12	50219	Puebla de Alfindén (La)
2010	Hombres	25-29	44	50219	Puebla de Alfindén (La)
2010	Hombres	30-34	41	50219	Puebla de Alfindén (La)
2010	Hombres	35-39	27	50219	Puebla de Alfindén (La)
2010	Hombres	40-44	37	50219	Puebla de Alfindén (La)
2010	Hombres	45-49	25	50219	Puebla de Alfindén (La)
2010	Hombres	50-54	24	50219	Puebla de Alfindén (La)
2010	Hombres	55-59	10	50219	Puebla de Alfindén (La)
2010	Hombres	60-64	3	50219	Puebla de Alfindén (La)
2010	Mujeres	20-24	1	50219	Puebla de Alfindén (La)
2010	Mujeres	25-29	5	50219	Puebla de Alfindén (La)
2010	Mujeres	30-34	2	50219	Puebla de Alfindén (La)
2010	Mujeres	35-39	7	50219	Puebla de Alfindén (La)
2010	Mujeres	40-44	1	50219	Puebla de Alfindén (La)
2010	Mujeres	45-49	2	50219	Puebla de Alfindén (La)
2010	Hombres	16-19	1	50251	Tarazona
2010	Hombres	20-24	11	50251	Tarazona
2010	Hombres	25-29	9	50251	Tarazona
2010	Hombres	30-34	16	50251	Tarazona
2010	Hombres	35-39	19	50251	Tarazona
2010	Hombres	40-44	17	50251	Tarazona
2010	Hombres	45-49	13	50251	Tarazona
2010	Hombres	50-54	10	50251	Tarazona
2010	Hombres	55-59	11	50251	Tarazona
2010	Hombres	60-64	2	50251	Tarazona
2010	Mujeres	20-24	1	50251	Tarazona
2010	Mujeres	25-29	1	50251	Tarazona
2010	Mujeres	30-34	9	50251	Tarazona
2010	Mujeres	35-39	3	50251	Tarazona
2010	Mujeres	40-44	10	50251	Tarazona
2010	Mujeres	45-49	7	50251	Tarazona
2010	Mujeres	50-54	3	50251	Tarazona
2010	Mujeres	55-59	2	50251	Tarazona
2010	Mujeres	60-64	1	50251	Tarazona
2010	Hombres	16-19	1	50252	Tauste
2010	Hombres	20-24	13	50252	Tauste
2010	Hombres	25-29	7	50252	Tauste
2010	Hombres	30-34	12	50252	Tauste
2010	Hombres	35-39	14	50252	Tauste
2010	Hombres	40-44	16	50252	Tauste
2010	Hombres	45-49	12	50252	Tauste
2010	Hombres	50-54	6	50252	Tauste
2010	Hombres	55-59	3	50252	Tauste
2010	Hombres	60-64	5	50252	Tauste
2010	Mujeres	20-24	1	50252	Tauste
2010	Mujeres	25-29	2	50252	Tauste
2010	Mujeres	30-34	6	50252	Tauste
2010	Mujeres	35-39	1	50252	Tauste
2010	Mujeres	40-44	5	50252	Tauste
2010	Mujeres	45-49	6	50252	Tauste
2010	Mujeres	50-54	2	50252	Tauste
2010	Hombres	20-24	11	50272	Utebo
2010	Hombres	25-29	18	50272	Utebo
2010	Hombres	30-34	29	50272	Utebo
2010	Hombres	35-39	26	50272	Utebo
2010	Hombres	40-44	14	50272	Utebo
2010	Hombres	45-49	14	50272	Utebo
2010	Hombres	50-54	17	50272	Utebo
2010	Hombres	55-59	18	50272	Utebo
2010	Hombres	60-64	4	50272	Utebo
2010	Mujeres	20-24	3	50272	Utebo
2010	Mujeres	25-29	4	50272	Utebo
2010	Mujeres	30-34	7	50272	Utebo
2010	Mujeres	35-39	5	50272	Utebo
2010	Mujeres	40-44	2	50272	Utebo
2010	Mujeres	45-49	3	50272	Utebo
2010	Mujeres	50-54	3	50272	Utebo
2010	Mujeres	55-59	1	50272	Utebo
2010	Hombres	16-19	49	50297	Zaragoza
2010	Hombres	20-24	349	50297	Zaragoza
2010	Hombres	25-29	603	50297	Zaragoza
2010	Hombres	30-34	811	50297	Zaragoza
2010	Hombres	35-39	738	50297	Zaragoza
2010	Hombres	40-44	662	50297	Zaragoza
2010	Hombres	45-49	516	50297	Zaragoza
2010	Hombres	50-54	375	50297	Zaragoza
2010	Hombres	55-59	323	50297	Zaragoza
2010	Hombres	60-64	100	50297	Zaragoza
2010	Hombres	Más de 64	3	50297	Zaragoza
2010	Mujeres	16-19	19	50297	Zaragoza
2010	Mujeres	20-24	153	50297	Zaragoza
2010	Mujeres	25-29	263	50297	Zaragoza
2010	Mujeres	30-34	329	50297	Zaragoza
2010	Mujeres	35-39	319	50297	Zaragoza
2010	Mujeres	40-44	290	50297	Zaragoza
2010	Mujeres	45-49	288	50297	Zaragoza
2010	Mujeres	50-54	239	50297	Zaragoza
2010	Mujeres	55-59	183	50297	Zaragoza
2010	Mujeres	60-64	87	50297	Zaragoza
2010	Mujeres	Más de 64	6	50297	Zaragoza
2010	Hombres	20-24	5	50298	Zuera
2010	Hombres	25-29	25	50298	Zuera
2010	Hombres	30-34	16	50298	Zuera
2010	Hombres	35-39	19	50298	Zuera
2010	Hombres	40-44	9	50298	Zuera
2010	Hombres	45-49	14	50298	Zuera
2010	Hombres	50-54	11	50298	Zuera
2010	Hombres	55-59	6	50298	Zuera
2010	Hombres	60-64	3	50298	Zuera
2010	Mujeres	25-29	2	50298	Zuera
2010	Mujeres	30-34	3	50298	Zuera
2010	Mujeres	35-39	2	50298	Zuera
2010	Mujeres	40-44	2	50298	Zuera
2010	Mujeres	45-49	3	50298	Zuera
2010	Mujeres	50-54	8	50298	Zuera
2010	Mujeres	60-64	1	50298	Zuera
2009	Hombres	16-19	8	22048	Barbastro
2009	Hombres	20-24	28	22048	Barbastro
2009	Hombres	25-29	21	22048	Barbastro
2009	Hombres	30-34	25	22048	Barbastro
2009	Hombres	35-39	28	22048	Barbastro
2009	Hombres	40-44	29	22048	Barbastro
2009	Hombres	45-49	19	22048	Barbastro
2009	Hombres	50-54	13	22048	Barbastro
2009	Hombres	55-59	14	22048	Barbastro
2009	Hombres	60-64	4	22048	Barbastro
2009	Mujeres	20-24	3	22048	Barbastro
2009	Mujeres	25-29	6	22048	Barbastro
2009	Mujeres	30-34	7	22048	Barbastro
2009	Mujeres	35-39	11	22048	Barbastro
2009	Mujeres	40-44	10	22048	Barbastro
2009	Mujeres	45-49	11	22048	Barbastro
2009	Mujeres	50-54	8	22048	Barbastro
2009	Mujeres	55-59	2	22048	Barbastro
2009	Mujeres	60-64	2	22048	Barbastro
2009	Hombres	16-19	3	22061	Binéfar
2009	Hombres	20-24	12	22061	Binéfar
2009	Hombres	25-29	14	22061	Binéfar
2009	Hombres	30-34	19	22061	Binéfar
2009	Hombres	35-39	14	22061	Binéfar
2009	Hombres	40-44	18	22061	Binéfar
2009	Hombres	45-49	22	22061	Binéfar
2009	Hombres	50-54	6	22061	Binéfar
2009	Hombres	55-59	7	22061	Binéfar
2009	Hombres	60-64	5	22061	Binéfar
2009	Hombres	Más de 64	1	22061	Binéfar
2009	Mujeres	20-24	3	22061	Binéfar
2009	Mujeres	25-29	1	22061	Binéfar
2009	Mujeres	30-34	1	22061	Binéfar
2009	Mujeres	35-39	1	22061	Binéfar
2009	Mujeres	40-44	6	22061	Binéfar
2009	Mujeres	45-49	3	22061	Binéfar
2009	Mujeres	50-54	4	22061	Binéfar
2009	Mujeres	55-59	3	22061	Binéfar
2009	Hombres	16-19	9	22112	Fraga
2009	Hombres	20-24	15	22112	Fraga
2009	Hombres	25-29	18	22112	Fraga
2009	Hombres	30-34	28	22112	Fraga
2009	Hombres	35-39	20	22112	Fraga
2009	Hombres	40-44	12	22112	Fraga
2009	Hombres	45-49	17	22112	Fraga
2009	Hombres	50-54	4	22112	Fraga
2009	Hombres	55-59	6	22112	Fraga
2009	Hombres	60-64	6	22112	Fraga
2009	Mujeres	16-19	1	22112	Fraga
2009	Mujeres	20-24	3	22112	Fraga
2009	Mujeres	25-29	7	22112	Fraga
2009	Mujeres	30-34	3	22112	Fraga
2009	Mujeres	35-39	4	22112	Fraga
2009	Mujeres	40-44	5	22112	Fraga
2009	Mujeres	45-49	8	22112	Fraga
2009	Mujeres	50-54	1	22112	Fraga
2009	Mujeres	55-59	1	22112	Fraga
2009	Hombres	16-19	7	22125	Huesca
2009	Hombres	20-24	42	22125	Huesca
2009	Hombres	25-29	76	22125	Huesca
2009	Hombres	30-34	73	22125	Huesca
2009	Hombres	35-39	64	22125	Huesca
2009	Hombres	40-44	56	22125	Huesca
2009	Hombres	45-49	46	22125	Huesca
2009	Hombres	50-54	50	22125	Huesca
2009	Hombres	55-59	35	22125	Huesca
2009	Hombres	60-64	9	22125	Huesca
2009	Hombres	Más de 64	1	22125	Huesca
2009	Mujeres	16-19	11	22125	Huesca
2009	Mujeres	20-24	18	22125	Huesca
2009	Mujeres	25-29	17	22125	Huesca
2009	Mujeres	30-34	22	22125	Huesca
2009	Mujeres	35-39	22	22125	Huesca
2009	Mujeres	40-44	17	22125	Huesca
2009	Mujeres	45-49	26	22125	Huesca
2009	Mujeres	50-54	19	22125	Huesca
2009	Mujeres	55-59	18	22125	Huesca
2009	Mujeres	60-64	4	22125	Huesca
2009	Hombres	16-19	3	22130	Jaca
2009	Hombres	20-24	10	22130	Jaca
2009	Hombres	25-29	11	22130	Jaca
2009	Hombres	30-34	14	22130	Jaca
2009	Hombres	35-39	21	22130	Jaca
2009	Hombres	40-44	13	22130	Jaca
2009	Hombres	45-49	19	22130	Jaca
2009	Hombres	50-54	15	22130	Jaca
2009	Hombres	55-59	5	22130	Jaca
2009	Hombres	60-64	3	22130	Jaca
2009	Mujeres	16-19	2	22130	Jaca
2009	Mujeres	20-24	3	22130	Jaca
2009	Mujeres	25-29	8	22130	Jaca
2009	Mujeres	30-34	4	22130	Jaca
2009	Mujeres	35-39	3	22130	Jaca
2009	Mujeres	40-44	5	22130	Jaca
2009	Mujeres	45-49	8	22130	Jaca
2009	Mujeres	50-54	6	22130	Jaca
2009	Mujeres	55-59	3	22130	Jaca
2009	Mujeres	60-64	1	22130	Jaca
2009	Hombres	16-19	6	22158	Monzón
2009	Hombres	20-24	19	22158	Monzón
2009	Hombres	25-29	23	22158	Monzón
2009	Hombres	30-34	45	22158	Monzón
2009	Hombres	35-39	29	22158	Monzón
2009	Hombres	40-44	31	22158	Monzón
2009	Hombres	45-49	20	22158	Monzón
2009	Hombres	50-54	22	22158	Monzón
2009	Hombres	55-59	20	22158	Monzón
2009	Hombres	60-64	4	22158	Monzón
2009	Hombres	Más de 64	1	22158	Monzón
2009	Mujeres	20-24	1	22158	Monzón
2009	Mujeres	25-29	6	22158	Monzón
2009	Mujeres	30-34	6	22158	Monzón
2009	Mujeres	35-39	3	22158	Monzón
2009	Mujeres	40-44	3	22158	Monzón
2009	Mujeres	45-49	9	22158	Monzón
2009	Mujeres	50-54	7	22158	Monzón
2009	Mujeres	55-59	2	22158	Monzón
2009	Hombres	16-19	1	22199	Sabiñánigo
2009	Hombres	20-24	6	22199	Sabiñánigo
2009	Hombres	25-29	7	22199	Sabiñánigo
2009	Hombres	30-34	10	22199	Sabiñánigo
2009	Hombres	35-39	12	22199	Sabiñánigo
2009	Hombres	40-44	7	22199	Sabiñánigo
2009	Hombres	45-49	10	22199	Sabiñánigo
2009	Hombres	50-54	7	22199	Sabiñánigo
2009	Hombres	55-59	8	22199	Sabiñánigo
2009	Hombres	60-64	3	22199	Sabiñánigo
2009	Mujeres	25-29	1	22199	Sabiñánigo
2009	Mujeres	30-34	4	22199	Sabiñánigo
2009	Mujeres	35-39	3	22199	Sabiñánigo
2009	Mujeres	40-44	2	22199	Sabiñánigo
2009	Mujeres	45-49	3	22199	Sabiñánigo
2009	Mujeres	55-59	3	22199	Sabiñánigo
2009	Hombres	16-19	3	44013	Alcañiz
2009	Hombres	20-24	25	44013	Alcañiz
2009	Hombres	25-29	27	44013	Alcañiz
2009	Hombres	30-34	26	44013	Alcañiz
2009	Hombres	35-39	24	44013	Alcañiz
2009	Hombres	40-44	26	44013	Alcañiz
2009	Hombres	45-49	13	44013	Alcañiz
2009	Hombres	50-54	13	44013	Alcañiz
2009	Hombres	55-59	7	44013	Alcañiz
2009	Hombres	60-64	5	44013	Alcañiz
2009	Hombres	Más de 64	1	44013	Alcañiz
2009	Mujeres	20-24	6	44013	Alcañiz
2009	Mujeres	25-29	9	44013	Alcañiz
2009	Mujeres	30-34	8	44013	Alcañiz
2009	Mujeres	35-39	8	44013	Alcañiz
2009	Mujeres	40-44	3	44013	Alcañiz
2009	Mujeres	45-49	7	44013	Alcañiz
2009	Mujeres	50-54	5	44013	Alcañiz
2009	Mujeres	55-59	3	44013	Alcañiz
2009	Mujeres	60-64	1	44013	Alcañiz
2009	Hombres	16-19	2	44025	Andorra
2009	Hombres	20-24	16	44025	Andorra
2009	Hombres	25-29	18	44025	Andorra
2009	Hombres	30-34	9	44025	Andorra
2009	Hombres	35-39	19	44025	Andorra
2009	Hombres	40-44	10	44025	Andorra
2009	Hombres	45-49	10	44025	Andorra
2009	Hombres	50-54	8	44025	Andorra
2009	Hombres	55-59	6	44025	Andorra
2009	Hombres	60-64	1	44025	Andorra
2009	Mujeres	16-19	1	44025	Andorra
2009	Mujeres	20-24	1	44025	Andorra
2009	Mujeres	25-29	6	44025	Andorra
2009	Mujeres	30-34	2	44025	Andorra
2009	Mujeres	35-39	3	44025	Andorra
2009	Mujeres	40-44	2	44025	Andorra
2009	Mujeres	45-49	2	44025	Andorra
2009	Mujeres	50-54	3	44025	Andorra
2009	Mujeres	55-59	1	44025	Andorra
2009	Hombres	16-19	5	44216	Teruel
2009	Hombres	20-24	33	44216	Teruel
2009	Hombres	25-29	35	44216	Teruel
2009	Hombres	30-34	55	44216	Teruel
2009	Hombres	35-39	48	44216	Teruel
2009	Hombres	40-44	55	44216	Teruel
2009	Hombres	45-49	42	44216	Teruel
2009	Hombres	50-54	28	44216	Teruel
2009	Hombres	55-59	26	44216	Teruel
2009	Hombres	60-64	3	44216	Teruel
2009	Hombres	Más de 64	1	44216	Teruel
2009	Mujeres	20-24	7	44216	Teruel
2009	Mujeres	25-29	14	44216	Teruel
2009	Mujeres	30-34	13	44216	Teruel
2009	Mujeres	35-39	23	44216	Teruel
2009	Mujeres	40-44	17	44216	Teruel
2009	Mujeres	45-49	15	44216	Teruel
2009	Mujeres	50-54	17	44216	Teruel
2009	Mujeres	55-59	9	44216	Teruel
2009	Mujeres	60-64	5	44216	Teruel
2009	Mujeres	Más de 64	3	44216	Teruel
2009	Hombres	20-24	7	50008	Alagón
2009	Hombres	25-29	14	50008	Alagón
2009	Hombres	30-34	13	50008	Alagón
2009	Hombres	35-39	17	50008	Alagón
2009	Hombres	40-44	9	50008	Alagón
2009	Hombres	45-49	6	50008	Alagón
2009	Hombres	50-54	3	50008	Alagón
2009	Hombres	55-59	3	50008	Alagón
2009	Hombres	60-64	1	50008	Alagón
2009	Mujeres	20-24	6	50008	Alagón
2009	Mujeres	25-29	9	50008	Alagón
2009	Mujeres	30-34	5	50008	Alagón
2009	Mujeres	35-39	7	50008	Alagón
2009	Mujeres	40-44	3	50008	Alagón
2009	Mujeres	45-49	5	50008	Alagón
2009	Mujeres	50-54	3	50008	Alagón
2009	Mujeres	55-59	2	50008	Alagón
2009	Mujeres	60-64	1	50008	Alagón
2009	Mujeres	Más de 64	1	50008	Alagón
2009	Hombres	16-19	2	50025	Almunia de Doña Godina (La)
2009	Hombres	20-24	6	50025	Almunia de Doña Godina (La)
2009	Hombres	25-29	11	50025	Almunia de Doña Godina (La)
2009	Hombres	30-34	8	50025	Almunia de Doña Godina (La)
2009	Hombres	35-39	10	50025	Almunia de Doña Godina (La)
2009	Hombres	40-44	9	50025	Almunia de Doña Godina (La)
2009	Hombres	45-49	16	50025	Almunia de Doña Godina (La)
2009	Hombres	50-54	7	50025	Almunia de Doña Godina (La)
2009	Hombres	55-59	7	50025	Almunia de Doña Godina (La)
2009	Hombres	60-64	3	50025	Almunia de Doña Godina (La)
2009	Mujeres	20-24	2	50025	Almunia de Doña Godina (La)
2009	Mujeres	25-29	6	50025	Almunia de Doña Godina (La)
2009	Mujeres	30-34	6	50025	Almunia de Doña Godina (La)
2009	Mujeres	35-39	2	50025	Almunia de Doña Godina (La)
2009	Mujeres	40-44	4	50025	Almunia de Doña Godina (La)
2009	Mujeres	45-49	4	50025	Almunia de Doña Godina (La)
2009	Mujeres	50-54	4	50025	Almunia de Doña Godina (La)
