Municipio código	Municipio nombre	Explotaciones	Porcentaje SAU régimen tenencia código	Porcentaje SAU régimen tenencia
22909	Vencillón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
22909	Vencillón	1	7	Ningún régimen superior al 50%
44001	Ababuj	5	1	Toda la SAU en propiedad
44001	Ababuj	4	2	Toda la SAU en arrendamiento
44001	Ababuj	5	4	Más del 50% de la SAU en propiedad
44001	Ababuj	4	5	Más del 50% de la SAU en arrendamiento
44001	Ababuj	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44001	Ababuj	2	7	Ningún régimen superior al 50%
44002	Abejuela	10	1	Toda la SAU en propiedad
44002	Abejuela	1	2	Toda la SAU en arrendamiento
44003	Aguatón	1	1	Toda la SAU en propiedad
44003	Aguatón	3	4	Más del 50% de la SAU en propiedad
44003	Aguatón	1	5	Más del 50% de la SAU en arrendamiento
44003	Aguatón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44003	Aguatón	3	7	Ningún régimen superior al 50%
44004	Aguaviva	5	0	Si no hay SAU
44004	Aguaviva	23	1	Toda la SAU en propiedad
44004	Aguaviva	2	2	Toda la SAU en arrendamiento
44004	Aguaviva	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44004	Aguaviva	5	5	Más del 50% de la SAU en arrendamiento
44004	Aguaviva	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44004	Aguaviva	3	7	Ningún régimen superior al 50%
44005	Aguilar del Alfambra	1	0	Si no hay SAU
44005	Aguilar del Alfambra	9	1	Toda la SAU en propiedad
44005	Aguilar del Alfambra	2	2	Toda la SAU en arrendamiento
44005	Aguilar del Alfambra	2	4	Más del 50% de la SAU en propiedad
44005	Aguilar del Alfambra	5	5	Más del 50% de la SAU en arrendamiento
44005	Aguilar del Alfambra	2	7	Ningún régimen superior al 50%
44006	Alacón	3	0	Si no hay SAU
44006	Alacón	48	1	Toda la SAU en propiedad
44006	Alacón	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44006	Alacón	4	4	Más del 50% de la SAU en propiedad
44006	Alacón	6	5	Más del 50% de la SAU en arrendamiento
44006	Alacón	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44006	Alacón	4	7	Ningún régimen superior al 50%
44007	Alba	1	0	Si no hay SAU
44007	Alba	25	1	Toda la SAU en propiedad
44007	Alba	4	2	Toda la SAU en arrendamiento
44007	Alba	4	3	Todo la SAU en aparcería u otro régimen de tenencia
44007	Alba	13	4	Más del 50% de la SAU en propiedad
44007	Alba	10	5	Más del 50% de la SAU en arrendamiento
44007	Alba	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44007	Alba	5	7	Ningún régimen superior al 50%
44008	Albalate del Arzobispo	5	0	Si no hay SAU
44008	Albalate del Arzobispo	231	1	Toda la SAU en propiedad
44008	Albalate del Arzobispo	5	2	Toda la SAU en arrendamiento
44008	Albalate del Arzobispo	14	3	Todo la SAU en aparcería u otro régimen de tenencia
44008	Albalate del Arzobispo	39	4	Más del 50% de la SAU en propiedad
44008	Albalate del Arzobispo	13	5	Más del 50% de la SAU en arrendamiento
44008	Albalate del Arzobispo	17	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44008	Albalate del Arzobispo	13	7	Ningún régimen superior al 50%
44009	Albarracín	2	0	Si no hay SAU
44009	Albarracín	19	1	Toda la SAU en propiedad
44009	Albarracín	11	2	Toda la SAU en arrendamiento
44009	Albarracín	7	3	Todo la SAU en aparcería u otro régimen de tenencia
44009	Albarracín	5	4	Más del 50% de la SAU en propiedad
44009	Albarracín	8	5	Más del 50% de la SAU en arrendamiento
44009	Albarracín	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44010	Albentosa	1	0	Si no hay SAU
44010	Albentosa	33	1	Toda la SAU en propiedad
44010	Albentosa	1	2	Toda la SAU en arrendamiento
44010	Albentosa	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44010	Albentosa	4	4	Más del 50% de la SAU en propiedad
44010	Albentosa	5	5	Más del 50% de la SAU en arrendamiento
44010	Albentosa	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44010	Albentosa	4	7	Ningún régimen superior al 50%
44011	Alcaine	4	1	Toda la SAU en propiedad
44011	Alcaine	1	2	Toda la SAU en arrendamiento
44011	Alcaine	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44011	Alcaine	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44012	Alcalá de la Selva	17	1	Toda la SAU en propiedad
44012	Alcalá de la Selva	12	2	Toda la SAU en arrendamiento
44012	Alcalá de la Selva	3	4	Más del 50% de la SAU en propiedad
44012	Alcalá de la Selva	3	5	Más del 50% de la SAU en arrendamiento
44012	Alcalá de la Selva	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44013	Alcañiz	22	0	Si no hay SAU
44013	Alcañiz	400	1	Toda la SAU en propiedad
44013	Alcañiz	25	2	Toda la SAU en arrendamiento
44013	Alcañiz	30	3	Todo la SAU en aparcería u otro régimen de tenencia
44013	Alcañiz	59	4	Más del 50% de la SAU en propiedad
44013	Alcañiz	21	5	Más del 50% de la SAU en arrendamiento
44013	Alcañiz	42	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44013	Alcañiz	21	7	Ningún régimen superior al 50%
44014	Alcorisa	2	0	Si no hay SAU
44014	Alcorisa	286	1	Toda la SAU en propiedad
44014	Alcorisa	7	2	Toda la SAU en arrendamiento
44014	Alcorisa	14	3	Todo la SAU en aparcería u otro régimen de tenencia
44014	Alcorisa	20	4	Más del 50% de la SAU en propiedad
44014	Alcorisa	6	5	Más del 50% de la SAU en arrendamiento
44014	Alcorisa	9	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44014	Alcorisa	8	7	Ningún régimen superior al 50%
44016	Alfambra	5	0	Si no hay SAU
44016	Alfambra	42	1	Toda la SAU en propiedad
44016	Alfambra	8	2	Toda la SAU en arrendamiento
44016	Alfambra	18	4	Más del 50% de la SAU en propiedad
44016	Alfambra	29	5	Más del 50% de la SAU en arrendamiento
44016	Alfambra	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44016	Alfambra	6	7	Ningún régimen superior al 50%
44017	Aliaga	1	0	Si no hay SAU
44017	Aliaga	21	1	Toda la SAU en propiedad
44017	Aliaga	7	2	Toda la SAU en arrendamiento
44017	Aliaga	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44017	Aliaga	5	4	Más del 50% de la SAU en propiedad
44017	Aliaga	12	5	Más del 50% de la SAU en arrendamiento
44017	Aliaga	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44017	Aliaga	4	7	Ningún régimen superior al 50%
44018	Almohaja	1	0	Si no hay SAU
44018	Almohaja	1	1	Toda la SAU en propiedad
44018	Almohaja	1	2	Toda la SAU en arrendamiento
44018	Almohaja	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44018	Almohaja	2	5	Más del 50% de la SAU en arrendamiento
44019	Alobras	3	1	Toda la SAU en propiedad
44019	Alobras	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44019	Alobras	4	4	Más del 50% de la SAU en propiedad
44019	Alobras	2	5	Más del 50% de la SAU en arrendamiento
44019	Alobras	2	7	Ningún régimen superior al 50%
44020	Alpeñés	4	1	Toda la SAU en propiedad
44020	Alpeñés	1	2	Toda la SAU en arrendamiento
44020	Alpeñés	2	4	Más del 50% de la SAU en propiedad
44020	Alpeñés	4	5	Más del 50% de la SAU en arrendamiento
44020	Alpeñés	1	7	Ningún régimen superior al 50%
44021	Allepuz	3	0	Si no hay SAU
44021	Allepuz	15	1	Toda la SAU en propiedad
44021	Allepuz	13	2	Toda la SAU en arrendamiento
44021	Allepuz	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44021	Allepuz	6	4	Más del 50% de la SAU en propiedad
44021	Allepuz	2	5	Más del 50% de la SAU en arrendamiento
44021	Allepuz	2	7	Ningún régimen superior al 50%
44022	Alloza	176	1	Toda la SAU en propiedad
44022	Alloza	7	2	Toda la SAU en arrendamiento
44022	Alloza	6	3	Todo la SAU en aparcería u otro régimen de tenencia
44022	Alloza	12	4	Más del 50% de la SAU en propiedad
44022	Alloza	5	5	Más del 50% de la SAU en arrendamiento
44022	Alloza	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44022	Alloza	3	7	Ningún régimen superior al 50%
44023	Allueva	1	7	Ningún régimen superior al 50%
44024	Anadón	2	1	Toda la SAU en propiedad
44024	Anadón	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44025	Andorra	2	0	Si no hay SAU
44025	Andorra	190	1	Toda la SAU en propiedad
44025	Andorra	3	2	Toda la SAU en arrendamiento
44025	Andorra	9	3	Todo la SAU en aparcería u otro régimen de tenencia
44025	Andorra	30	4	Más del 50% de la SAU en propiedad
44025	Andorra	15	5	Más del 50% de la SAU en arrendamiento
44025	Andorra	11	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44025	Andorra	5	7	Ningún régimen superior al 50%
44026	Arcos de las Salinas	8	1	Toda la SAU en propiedad
44026	Arcos de las Salinas	2	2	Toda la SAU en arrendamiento
44026	Arcos de las Salinas	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44027	Arens de Lledó	2	0	Si no hay SAU
44027	Arens de Lledó	45	1	Toda la SAU en propiedad
44027	Arens de Lledó	1	2	Toda la SAU en arrendamiento
44027	Arens de Lledó	4	3	Todo la SAU en aparcería u otro régimen de tenencia
44027	Arens de Lledó	5	4	Más del 50% de la SAU en propiedad
44027	Arens de Lledó	2	5	Más del 50% de la SAU en arrendamiento
44027	Arens de Lledó	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44027	Arens de Lledó	2	7	Ningún régimen superior al 50%
44028	Argente	2	0	Si no hay SAU
44028	Argente	20	1	Toda la SAU en propiedad
44028	Argente	6	2	Toda la SAU en arrendamiento
44028	Argente	4	3	Todo la SAU en aparcería u otro régimen de tenencia
44028	Argente	15	4	Más del 50% de la SAU en propiedad
44028	Argente	13	5	Más del 50% de la SAU en arrendamiento
44028	Argente	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44028	Argente	5	7	Ningún régimen superior al 50%
44029	Ariño	30	1	Toda la SAU en propiedad
44029	Ariño	1	2	Toda la SAU en arrendamiento
44029	Ariño	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44029	Ariño	4	4	Más del 50% de la SAU en propiedad
44029	Ariño	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44029	Ariño	1	7	Ningún régimen superior al 50%
44031	Azaila	12	1	Toda la SAU en propiedad
44031	Azaila	2	2	Toda la SAU en arrendamiento
44031	Azaila	6	3	Todo la SAU en aparcería u otro régimen de tenencia
44031	Azaila	6	4	Más del 50% de la SAU en propiedad
44031	Azaila	6	5	Más del 50% de la SAU en arrendamiento
44031	Azaila	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44031	Azaila	3	7	Ningún régimen superior al 50%
44032	Bádenas	5	1	Toda la SAU en propiedad
44032	Bádenas	2	5	Más del 50% de la SAU en arrendamiento
44032	Bádenas	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44033	Báguena	1	0	Si no hay SAU
44033	Báguena	97	1	Toda la SAU en propiedad
44033	Báguena	9	4	Más del 50% de la SAU en propiedad
44033	Báguena	2	5	Más del 50% de la SAU en arrendamiento
44033	Báguena	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44033	Báguena	3	7	Ningún régimen superior al 50%
44034	Bañón	1	0	Si no hay SAU
44034	Bañón	11	1	Toda la SAU en propiedad
44034	Bañón	4	2	Toda la SAU en arrendamiento
44034	Bañón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44034	Bañón	12	4	Más del 50% de la SAU en propiedad
44034	Bañón	8	5	Más del 50% de la SAU en arrendamiento
44034	Bañón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44034	Bañón	3	7	Ningún régimen superior al 50%
44035	Barrachina	1	0	Si no hay SAU
44035	Barrachina	4	1	Toda la SAU en propiedad
44035	Barrachina	1	2	Toda la SAU en arrendamiento
44035	Barrachina	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44035	Barrachina	6	4	Más del 50% de la SAU en propiedad
44035	Barrachina	2	5	Más del 50% de la SAU en arrendamiento
44035	Barrachina	3	7	Ningún régimen superior al 50%
44036	Bea	2	1	Toda la SAU en propiedad
44036	Bea	1	2	Toda la SAU en arrendamiento
44036	Bea	2	5	Más del 50% de la SAU en arrendamiento
44037	Beceite	5	0	Si no hay SAU
44037	Beceite	49	1	Toda la SAU en propiedad
44037	Beceite	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44037	Beceite	2	4	Más del 50% de la SAU en propiedad
44037	Beceite	1	5	Más del 50% de la SAU en arrendamiento
44037	Beceite	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44037	Beceite	1	7	Ningún régimen superior al 50%
44038	Belmonte de San José	38	1	Toda la SAU en propiedad
44038	Belmonte de San José	1	2	Toda la SAU en arrendamiento
44038	Belmonte de San José	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44038	Belmonte de San José	3	4	Más del 50% de la SAU en propiedad
44038	Belmonte de San José	2	5	Más del 50% de la SAU en arrendamiento
44038	Belmonte de San José	1	7	Ningún régimen superior al 50%
44039	Bello	1	0	Si no hay SAU
44039	Bello	42	1	Toda la SAU en propiedad
44039	Bello	2	2	Toda la SAU en arrendamiento
44039	Bello	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44039	Bello	25	4	Más del 50% de la SAU en propiedad
44039	Bello	8	5	Más del 50% de la SAU en arrendamiento
44039	Bello	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44039	Bello	1	7	Ningún régimen superior al 50%
44040	Berge	1	0	Si no hay SAU
44040	Berge	31	1	Toda la SAU en propiedad
44040	Berge	2	2	Toda la SAU en arrendamiento
44040	Berge	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44040	Berge	4	4	Más del 50% de la SAU en propiedad
44040	Berge	4	5	Más del 50% de la SAU en arrendamiento
44040	Berge	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44040	Berge	1	7	Ningún régimen superior al 50%
44041	Bezas	1	1	Toda la SAU en propiedad
44041	Bezas	1	2	Toda la SAU en arrendamiento
44041	Bezas	1	5	Más del 50% de la SAU en arrendamiento
44042	Blancas	1	0	Si no hay SAU
44042	Blancas	10	1	Toda la SAU en propiedad
44042	Blancas	2	2	Toda la SAU en arrendamiento
44042	Blancas	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44042	Blancas	9	4	Más del 50% de la SAU en propiedad
44042	Blancas	10	5	Más del 50% de la SAU en arrendamiento
44042	Blancas	8	7	Ningún régimen superior al 50%
44043	Blesa	9	1	Toda la SAU en propiedad
44043	Blesa	4	3	Todo la SAU en aparcería u otro régimen de tenencia
44043	Blesa	4	4	Más del 50% de la SAU en propiedad
44043	Blesa	4	5	Más del 50% de la SAU en arrendamiento
44043	Blesa	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44043	Blesa	2	7	Ningún régimen superior al 50%
44044	Bordón	4	0	Si no hay SAU
44044	Bordón	11	1	Toda la SAU en propiedad
44044	Bordón	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44044	Bordón	2	4	Más del 50% de la SAU en propiedad
44044	Bordón	2	5	Más del 50% de la SAU en arrendamiento
44044	Bordón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44045	Bronchales	4	1	Toda la SAU en propiedad
44045	Bronchales	4	2	Toda la SAU en arrendamiento
44045	Bronchales	1	4	Más del 50% de la SAU en propiedad
44045	Bronchales	4	5	Más del 50% de la SAU en arrendamiento
44045	Bronchales	2	7	Ningún régimen superior al 50%
44046	Bueña	1	0	Si no hay SAU
44046	Bueña	5	1	Toda la SAU en propiedad
44046	Bueña	2	2	Toda la SAU en arrendamiento
44046	Bueña	6	4	Más del 50% de la SAU en propiedad
44046	Bueña	6	5	Más del 50% de la SAU en arrendamiento
44046	Bueña	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44046	Bueña	2	7	Ningún régimen superior al 50%
44047	Burbáguena	1	0	Si no hay SAU
44047	Burbáguena	55	1	Toda la SAU en propiedad
44047	Burbáguena	1	2	Toda la SAU en arrendamiento
44047	Burbáguena	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44047	Burbáguena	5	4	Más del 50% de la SAU en propiedad
44047	Burbáguena	2	5	Más del 50% de la SAU en arrendamiento
44048	Cabra de Mora	11	1	Toda la SAU en propiedad
44048	Cabra de Mora	3	4	Más del 50% de la SAU en propiedad
44049	Calaceite	6	0	Si no hay SAU
44049	Calaceite	188	1	Toda la SAU en propiedad
44049	Calaceite	5	2	Toda la SAU en arrendamiento
44049	Calaceite	6	3	Todo la SAU en aparcería u otro régimen de tenencia
44049	Calaceite	20	4	Más del 50% de la SAU en propiedad
44049	Calaceite	8	5	Más del 50% de la SAU en arrendamiento
44049	Calaceite	6	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44049	Calaceite	3	7	Ningún régimen superior al 50%
44050	Calamocha	13	0	Si no hay SAU
44050	Calamocha	151	1	Toda la SAU en propiedad
44050	Calamocha	21	2	Toda la SAU en arrendamiento
44050	Calamocha	11	3	Todo la SAU en aparcería u otro régimen de tenencia
44050	Calamocha	47	4	Más del 50% de la SAU en propiedad
44050	Calamocha	30	5	Más del 50% de la SAU en arrendamiento
44050	Calamocha	11	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44050	Calamocha	13	7	Ningún régimen superior al 50%
44051	Calanda	20	0	Si no hay SAU
44051	Calanda	184	1	Toda la SAU en propiedad
44051	Calanda	10	2	Toda la SAU en arrendamiento
44051	Calanda	8	3	Todo la SAU en aparcería u otro régimen de tenencia
44051	Calanda	52	4	Más del 50% de la SAU en propiedad
44051	Calanda	18	5	Más del 50% de la SAU en arrendamiento
44051	Calanda	20	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44051	Calanda	12	7	Ningún régimen superior al 50%
44052	Calomarde	3	1	Toda la SAU en propiedad
44052	Calomarde	4	2	Toda la SAU en arrendamiento
44052	Calomarde	1	5	Más del 50% de la SAU en arrendamiento
44053	Camañas	2	0	Si no hay SAU
44053	Camañas	9	1	Toda la SAU en propiedad
44053	Camañas	5	2	Toda la SAU en arrendamiento
44053	Camañas	8	4	Más del 50% de la SAU en propiedad
44053	Camañas	6	5	Más del 50% de la SAU en arrendamiento
44053	Camañas	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44053	Camañas	3	7	Ningún régimen superior al 50%
44054	Camarena de la Sierra	1	0	Si no hay SAU
44054	Camarena de la Sierra	4	1	Toda la SAU en propiedad
44054	Camarena de la Sierra	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44054	Camarena de la Sierra	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44055	Camarillas	6	1	Toda la SAU en propiedad
44055	Camarillas	7	2	Toda la SAU en arrendamiento
44055	Camarillas	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44055	Camarillas	3	4	Más del 50% de la SAU en propiedad
