Municipio código	Municipio nombre	Explotaciones	Porcentaje SAU régimen tenencia código	Porcentaje SAU régimen tenencia
44182	Perales del Alfambra	8	7	Ningún régimen superior al 50%
44183	Pitarque	8	1	Toda la SAU en propiedad
44183	Pitarque	1	2	Toda la SAU en arrendamiento
44183	Pitarque	3	5	Más del 50% de la SAU en arrendamiento
44183	Pitarque	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44184	Plou	7	1	Toda la SAU en propiedad
44184	Plou	1	4	Más del 50% de la SAU en propiedad
44184	Plou	1	5	Más del 50% de la SAU en arrendamiento
44185	Pobo (El)	2	0	Si no hay SAU
44185	Pobo (El)	16	1	Toda la SAU en propiedad
44185	Pobo (El)	1	2	Toda la SAU en arrendamiento
44185	Pobo (El)	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44185	Pobo (El)	6	4	Más del 50% de la SAU en propiedad
44185	Pobo (El)	5	5	Más del 50% de la SAU en arrendamiento
44185	Pobo (El)	2	7	Ningún régimen superior al 50%
44187	Portellada (La)	5	0	Si no hay SAU
44187	Portellada (La)	44	1	Toda la SAU en propiedad
44187	Portellada (La)	2	2	Toda la SAU en arrendamiento
44187	Portellada (La)	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44187	Portellada (La)	5	4	Más del 50% de la SAU en propiedad
44187	Portellada (La)	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44187	Portellada (La)	2	7	Ningún régimen superior al 50%
44189	Pozondón	3	1	Toda la SAU en propiedad
44189	Pozondón	1	2	Toda la SAU en arrendamiento
44189	Pozondón	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44189	Pozondón	2	4	Más del 50% de la SAU en propiedad
44189	Pozondón	8	5	Más del 50% de la SAU en arrendamiento
44189	Pozondón	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44189	Pozondón	1	7	Ningún régimen superior al 50%
44190	Pozuel del Campo	7	1	Toda la SAU en propiedad
44190	Pozuel del Campo	3	4	Más del 50% de la SAU en propiedad
44190	Pozuel del Campo	6	5	Más del 50% de la SAU en arrendamiento
44190	Pozuel del Campo	1	7	Ningún régimen superior al 50%
44191	Puebla de Híjar (La)	10	0	Si no hay SAU
44191	Puebla de Híjar (La)	39	1	Toda la SAU en propiedad
44191	Puebla de Híjar (La)	11	2	Toda la SAU en arrendamiento
44191	Puebla de Híjar (La)	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44191	Puebla de Híjar (La)	5	4	Más del 50% de la SAU en propiedad
44191	Puebla de Híjar (La)	11	5	Más del 50% de la SAU en arrendamiento
44191	Puebla de Híjar (La)	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44191	Puebla de Híjar (La)	5	7	Ningún régimen superior al 50%
44192	Puebla de Valverde (La)	1	0	Si no hay SAU
44192	Puebla de Valverde (La)	32	1	Toda la SAU en propiedad
44192	Puebla de Valverde (La)	9	2	Toda la SAU en arrendamiento
44192	Puebla de Valverde (La)	4	3	Todo la SAU en aparcería u otro régimen de tenencia
44192	Puebla de Valverde (La)	8	4	Más del 50% de la SAU en propiedad
44192	Puebla de Valverde (La)	12	5	Más del 50% de la SAU en arrendamiento
44192	Puebla de Valverde (La)	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44192	Puebla de Valverde (La)	3	7	Ningún régimen superior al 50%
44193	Puertomingalvo	22	1	Toda la SAU en propiedad
44193	Puertomingalvo	4	2	Toda la SAU en arrendamiento
44193	Puertomingalvo	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44193	Puertomingalvo	2	5	Más del 50% de la SAU en arrendamiento
44194	Ráfales	1	0	Si no hay SAU
44194	Ráfales	42	1	Toda la SAU en propiedad
44194	Ráfales	1	2	Toda la SAU en arrendamiento
44194	Ráfales	6	4	Más del 50% de la SAU en propiedad
44194	Ráfales	2	5	Más del 50% de la SAU en arrendamiento
44194	Ráfales	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44194	Ráfales	1	7	Ningún régimen superior al 50%
44195	Rillo	2	0	Si no hay SAU
44195	Rillo	3	1	Toda la SAU en propiedad
44195	Rillo	3	4	Más del 50% de la SAU en propiedad
44195	Rillo	4	5	Más del 50% de la SAU en arrendamiento
44195	Rillo	6	7	Ningún régimen superior al 50%
44196	Riodeva	24	1	Toda la SAU en propiedad
44196	Riodeva	1	5	Más del 50% de la SAU en arrendamiento
44196	Riodeva	1	7	Ningún régimen superior al 50%
44197	Ródenas	3	1	Toda la SAU en propiedad
44197	Ródenas	1	4	Más del 50% de la SAU en propiedad
44197	Ródenas	8	5	Más del 50% de la SAU en arrendamiento
44197	Ródenas	1	7	Ningún régimen superior al 50%
44198	Royuela	10	1	Toda la SAU en propiedad
44198	Royuela	3	2	Toda la SAU en arrendamiento
44198	Royuela	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44198	Royuela	1	4	Más del 50% de la SAU en propiedad
44198	Royuela	1	5	Más del 50% de la SAU en arrendamiento
44198	Royuela	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44199	Rubiales	2	1	Toda la SAU en propiedad
44199	Rubiales	1	5	Más del 50% de la SAU en arrendamiento
44199	Rubiales	1	7	Ningún régimen superior al 50%
44200	Rubielos de la Cérida	14	1	Toda la SAU en propiedad
44200	Rubielos de la Cérida	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44200	Rubielos de la Cérida	2	4	Más del 50% de la SAU en propiedad
44200	Rubielos de la Cérida	2	5	Más del 50% de la SAU en arrendamiento
44200	Rubielos de la Cérida	5	7	Ningún régimen superior al 50%
44201	Rubielos de Mora	1	0	Si no hay SAU
44201	Rubielos de Mora	15	1	Toda la SAU en propiedad
44201	Rubielos de Mora	8	2	Toda la SAU en arrendamiento
44201	Rubielos de Mora	2	4	Más del 50% de la SAU en propiedad
44201	Rubielos de Mora	1	5	Más del 50% de la SAU en arrendamiento
44203	Salcedillo	2	1	Toda la SAU en propiedad
44203	Salcedillo	1	4	Más del 50% de la SAU en propiedad
44204	Saldón	3	1	Toda la SAU en propiedad
44204	Saldón	2	4	Más del 50% de la SAU en propiedad
44204	Saldón	1	5	Más del 50% de la SAU en arrendamiento
44205	Samper de Calanda	3	0	Si no hay SAU
44205	Samper de Calanda	48	1	Toda la SAU en propiedad
44205	Samper de Calanda	10	2	Toda la SAU en arrendamiento
44205	Samper de Calanda	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44205	Samper de Calanda	19	4	Más del 50% de la SAU en propiedad
44205	Samper de Calanda	8	5	Más del 50% de la SAU en arrendamiento
44205	Samper de Calanda	7	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44205	Samper de Calanda	5	7	Ningún régimen superior al 50%
44206	San Agustín	27	1	Toda la SAU en propiedad
44206	San Agustín	1	2	Toda la SAU en arrendamiento
44206	San Agustín	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44206	San Agustín	3	4	Más del 50% de la SAU en propiedad
44206	San Agustín	3	5	Más del 50% de la SAU en arrendamiento
44206	San Agustín	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44207	San Martín del Río	75	1	Toda la SAU en propiedad
44207	San Martín del Río	1	2	Toda la SAU en arrendamiento
44207	San Martín del Río	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44207	San Martín del Río	1	4	Más del 50% de la SAU en propiedad
44207	San Martín del Río	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44207	San Martín del Río	1	7	Ningún régimen superior al 50%
44208	Santa Cruz de Nogueras	2	1	Toda la SAU en propiedad
44208	Santa Cruz de Nogueras	1	5	Más del 50% de la SAU en arrendamiento
44209	Santa Eulalia	3	0	Si no hay SAU
44209	Santa Eulalia	37	1	Toda la SAU en propiedad
44209	Santa Eulalia	9	2	Toda la SAU en arrendamiento
44209	Santa Eulalia	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44209	Santa Eulalia	24	4	Más del 50% de la SAU en propiedad
44209	Santa Eulalia	14	5	Más del 50% de la SAU en arrendamiento
44209	Santa Eulalia	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44209	Santa Eulalia	11	7	Ningún régimen superior al 50%
44210	Sarrión	92	1	Toda la SAU en propiedad
44210	Sarrión	10	2	Toda la SAU en arrendamiento
44210	Sarrión	5	3	Todo la SAU en aparcería u otro régimen de tenencia
44210	Sarrión	4	4	Más del 50% de la SAU en propiedad
44210	Sarrión	11	5	Más del 50% de la SAU en arrendamiento
44210	Sarrión	9	7	Ningún régimen superior al 50%
44211	Segura de los Baños	3	1	Toda la SAU en propiedad
44211	Segura de los Baños	3	2	Toda la SAU en arrendamiento
44211	Segura de los Baños	2	4	Más del 50% de la SAU en propiedad
44211	Segura de los Baños	4	5	Más del 50% de la SAU en arrendamiento
44211	Segura de los Baños	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44211	Segura de los Baños	1	7	Ningún régimen superior al 50%
44212	Seno	18	1	Toda la SAU en propiedad
44212	Seno	1	7	Ningún régimen superior al 50%
44213	Singra	6	1	Toda la SAU en propiedad
44213	Singra	2	2	Toda la SAU en arrendamiento
44213	Singra	4	4	Más del 50% de la SAU en propiedad
44213	Singra	7	5	Más del 50% de la SAU en arrendamiento
44213	Singra	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44213	Singra	1	7	Ningún régimen superior al 50%
44215	Terriente	1	0	Si no hay SAU
44215	Terriente	9	1	Toda la SAU en propiedad
44215	Terriente	5	2	Toda la SAU en arrendamiento
44215	Terriente	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44215	Terriente	5	4	Más del 50% de la SAU en propiedad
44215	Terriente	3	5	Más del 50% de la SAU en arrendamiento
44215	Terriente	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44215	Terriente	3	7	Ningún régimen superior al 50%
44216	Teruel	4	0	Si no hay SAU
44216	Teruel	124	1	Toda la SAU en propiedad
44216	Teruel	20	2	Toda la SAU en arrendamiento
44216	Teruel	6	3	Todo la SAU en aparcería u otro régimen de tenencia
44216	Teruel	40	4	Más del 50% de la SAU en propiedad
44216	Teruel	56	5	Más del 50% de la SAU en arrendamiento
44216	Teruel	8	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44216	Teruel	15	7	Ningún régimen superior al 50%
44217	Toril y Masegoso	4	1	Toda la SAU en propiedad
44217	Toril y Masegoso	1	4	Más del 50% de la SAU en propiedad
44217	Toril y Masegoso	3	5	Más del 50% de la SAU en arrendamiento
44219	Tornos	26	1	Toda la SAU en propiedad
44219	Tornos	3	2	Toda la SAU en arrendamiento
44219	Tornos	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44219	Tornos	19	4	Más del 50% de la SAU en propiedad
44219	Tornos	16	5	Más del 50% de la SAU en arrendamiento
44219	Tornos	3	7	Ningún régimen superior al 50%
44220	Torralba de los Sisones	1	0	Si no hay SAU
44220	Torralba de los Sisones	12	1	Toda la SAU en propiedad
44220	Torralba de los Sisones	1	2	Toda la SAU en arrendamiento
44220	Torralba de los Sisones	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44220	Torralba de los Sisones	17	4	Más del 50% de la SAU en propiedad
44220	Torralba de los Sisones	5	5	Más del 50% de la SAU en arrendamiento
44220	Torralba de los Sisones	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44220	Torralba de los Sisones	2	7	Ningún régimen superior al 50%
44221	Torrecilla de Alcañiz	25	1	Toda la SAU en propiedad
44221	Torrecilla de Alcañiz	6	2	Toda la SAU en arrendamiento
44221	Torrecilla de Alcañiz	10	3	Todo la SAU en aparcería u otro régimen de tenencia
44221	Torrecilla de Alcañiz	5	4	Más del 50% de la SAU en propiedad
44221	Torrecilla de Alcañiz	4	5	Más del 50% de la SAU en arrendamiento
44221	Torrecilla de Alcañiz	10	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44221	Torrecilla de Alcañiz	2	7	Ningún régimen superior al 50%
44222	Torrecilla del Rebollar	14	1	Toda la SAU en propiedad
44222	Torrecilla del Rebollar	2	2	Toda la SAU en arrendamiento
44222	Torrecilla del Rebollar	3	4	Más del 50% de la SAU en propiedad
44222	Torrecilla del Rebollar	8	5	Más del 50% de la SAU en arrendamiento
44222	Torrecilla del Rebollar	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44222	Torrecilla del Rebollar	3	7	Ningún régimen superior al 50%
44223	Torre de Arcas	4	0	Si no hay SAU
44223	Torre de Arcas	10	1	Toda la SAU en propiedad
44223	Torre de Arcas	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44223	Torre de Arcas	1	4	Más del 50% de la SAU en propiedad
44223	Torre de Arcas	2	5	Más del 50% de la SAU en arrendamiento
44223	Torre de Arcas	1	7	Ningún régimen superior al 50%
44224	Torre de las Arcas	7	1	Toda la SAU en propiedad
44224	Torre de las Arcas	1	2	Toda la SAU en arrendamiento
44224	Torre de las Arcas	1	4	Más del 50% de la SAU en propiedad
44224	Torre de las Arcas	2	5	Más del 50% de la SAU en arrendamiento
44224	Torre de las Arcas	1	7	Ningún régimen superior al 50%
44225	Torre del Compte	20	1	Toda la SAU en propiedad
44225	Torre del Compte	1	2	Toda la SAU en arrendamiento
44225	Torre del Compte	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44225	Torre del Compte	7	4	Más del 50% de la SAU en propiedad
44225	Torre del Compte	5	5	Más del 50% de la SAU en arrendamiento
44225	Torre del Compte	2	7	Ningún régimen superior al 50%
44226	Torrelacárcel	27	1	Toda la SAU en propiedad
44226	Torrelacárcel	2	2	Toda la SAU en arrendamiento
44226	Torrelacárcel	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44226	Torrelacárcel	13	4	Más del 50% de la SAU en propiedad
44226	Torrelacárcel	8	5	Más del 50% de la SAU en arrendamiento
44226	Torrelacárcel	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44226	Torrelacárcel	3	7	Ningún régimen superior al 50%
44227	Torre los Negros	1	0	Si no hay SAU
44227	Torre los Negros	4	1	Toda la SAU en propiedad
44227	Torre los Negros	4	2	Toda la SAU en arrendamiento
44227	Torre los Negros	4	5	Más del 50% de la SAU en arrendamiento
44227	Torre los Negros	1	7	Ningún régimen superior al 50%
44228	Torremocha de Jiloca	10	1	Toda la SAU en propiedad
44228	Torremocha de Jiloca	3	2	Toda la SAU en arrendamiento
44228	Torremocha de Jiloca	9	4	Más del 50% de la SAU en propiedad
44228	Torremocha de Jiloca	4	5	Más del 50% de la SAU en arrendamiento
44228	Torremocha de Jiloca	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44229	Torres de Albarracín	2	1	Toda la SAU en propiedad
44229	Torres de Albarracín	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44229	Torres de Albarracín	3	4	Más del 50% de la SAU en propiedad
44229	Torres de Albarracín	1	5	Más del 50% de la SAU en arrendamiento
44229	Torres de Albarracín	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44230	Torrevelilla	4	0	Si no hay SAU
44230	Torrevelilla	28	1	Toda la SAU en propiedad
44230	Torrevelilla	2	2	Toda la SAU en arrendamiento
44230	Torrevelilla	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44230	Torrevelilla	3	4	Más del 50% de la SAU en propiedad
44230	Torrevelilla	1	5	Más del 50% de la SAU en arrendamiento
44230	Torrevelilla	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44231	Torrijas	4	1	Toda la SAU en propiedad
44231	Torrijas	1	5	Más del 50% de la SAU en arrendamiento
44232	Torrijo del Campo	8	0	Si no hay SAU
44232	Torrijo del Campo	27	1	Toda la SAU en propiedad
44232	Torrijo del Campo	6	2	Toda la SAU en arrendamiento
44232	Torrijo del Campo	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44232	Torrijo del Campo	14	4	Más del 50% de la SAU en propiedad
44232	Torrijo del Campo	14	5	Más del 50% de la SAU en arrendamiento
44232	Torrijo del Campo	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44232	Torrijo del Campo	6	7	Ningún régimen superior al 50%
44234	Tramacastiel	19	1	Toda la SAU en propiedad
44234	Tramacastiel	1	5	Más del 50% de la SAU en arrendamiento
44235	Tramacastilla	2	1	Toda la SAU en propiedad
44235	Tramacastilla	3	2	Toda la SAU en arrendamiento
44235	Tramacastilla	1	4	Más del 50% de la SAU en propiedad
44235	Tramacastilla	1	5	Más del 50% de la SAU en arrendamiento
44236	Tronchón	1	0	Si no hay SAU
44236	Tronchón	12	1	Toda la SAU en propiedad
44236	Tronchón	4	2	Toda la SAU en arrendamiento
44236	Tronchón	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44236	Tronchón	2	4	Más del 50% de la SAU en propiedad
44236	Tronchón	2	5	Más del 50% de la SAU en arrendamiento
44237	Urrea de Gaén	24	0	Si no hay SAU
44237	Urrea de Gaén	29	1	Toda la SAU en propiedad
44237	Urrea de Gaén	2	2	Toda la SAU en arrendamiento
44237	Urrea de Gaén	6	3	Todo la SAU en aparcería u otro régimen de tenencia
44237	Urrea de Gaén	7	4	Más del 50% de la SAU en propiedad
44237	Urrea de Gaén	8	5	Más del 50% de la SAU en arrendamiento
44237	Urrea de Gaén	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44237	Urrea de Gaén	4	7	Ningún régimen superior al 50%
44238	Utrillas	1	0	Si no hay SAU
44238	Utrillas	6	1	Toda la SAU en propiedad
44238	Utrillas	1	2	Toda la SAU en arrendamiento
44238	Utrillas	1	4	Más del 50% de la SAU en propiedad
44238	Utrillas	1	5	Más del 50% de la SAU en arrendamiento
44238	Utrillas	3	7	Ningún régimen superior al 50%
44239	Valacloche	7	1	Toda la SAU en propiedad
44239	Valacloche	2	5	Más del 50% de la SAU en arrendamiento
44240	Valbona	13	1	Toda la SAU en propiedad
44240	Valbona	3	2	Toda la SAU en arrendamiento
44240	Valbona	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44240	Valbona	1	4	Más del 50% de la SAU en propiedad
44240	Valbona	1	5	Más del 50% de la SAU en arrendamiento
44241	Valdealgorfa	3	0	Si no hay SAU
44241	Valdealgorfa	98	1	Toda la SAU en propiedad
44241	Valdealgorfa	2	2	Toda la SAU en arrendamiento
44241	Valdealgorfa	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44241	Valdealgorfa	18	4	Más del 50% de la SAU en propiedad
44241	Valdealgorfa	2	5	Más del 50% de la SAU en arrendamiento
44241	Valdealgorfa	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44241	Valdealgorfa	3	7	Ningún régimen superior al 50%
44243	Valdecuenca	1	1	Toda la SAU en propiedad
44243	Valdecuenca	1	2	Toda la SAU en arrendamiento
44243	Valdecuenca	1	4	Más del 50% de la SAU en propiedad
44243	Valdecuenca	1	5	Más del 50% de la SAU en arrendamiento
44244	Valdelinares	6	1	Toda la SAU en propiedad
44244	Valdelinares	3	2	Toda la SAU en arrendamiento
44244	Valdelinares	1	4	Más del 50% de la SAU en propiedad
44244	Valdelinares	1	7	Ningún régimen superior al 50%
44245	Valdeltormo	2	0	Si no hay SAU
44245	Valdeltormo	25	1	Toda la SAU en propiedad
44245	Valdeltormo	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44245	Valdeltormo	4	4	Más del 50% de la SAU en propiedad
44245	Valdeltormo	1	5	Más del 50% de la SAU en arrendamiento
44245	Valdeltormo	2	7	Ningún régimen superior al 50%
44246	Valderrobres	14	0	Si no hay SAU
44246	Valderrobres	156	1	Toda la SAU en propiedad
44246	Valderrobres	9	2	Toda la SAU en arrendamiento
44246	Valderrobres	13	3	Todo la SAU en aparcería u otro régimen de tenencia
44246	Valderrobres	24	4	Más del 50% de la SAU en propiedad
44246	Valderrobres	15	5	Más del 50% de la SAU en arrendamiento
44246	Valderrobres	6	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44246	Valderrobres	7	7	Ningún régimen superior al 50%
44247	Valjunquera	1	0	Si no hay SAU
44247	Valjunquera	67	1	Toda la SAU en propiedad
44247	Valjunquera	3	2	Toda la SAU en arrendamiento
44247	Valjunquera	7	3	Todo la SAU en aparcería u otro régimen de tenencia
44247	Valjunquera	14	4	Más del 50% de la SAU en propiedad
44247	Valjunquera	3	5	Más del 50% de la SAU en arrendamiento
44247	Valjunquera	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44249	Vallecillo (El)	1	0	Si no hay SAU
44249	Vallecillo (El)	1	1	Toda la SAU en propiedad
44250	Veguillas de la Sierra	1	1	Toda la SAU en propiedad
44250	Veguillas de la Sierra	1	2	Toda la SAU en arrendamiento
44250	Veguillas de la Sierra	1	5	Más del 50% de la SAU en arrendamiento
44250	Veguillas de la Sierra	2	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44251	Villafranca del Campo	13	1	Toda la SAU en propiedad
44251	Villafranca del Campo	11	2	Toda la SAU en arrendamiento
44251	Villafranca del Campo	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44251	Villafranca del Campo	19	4	Más del 50% de la SAU en propiedad
44251	Villafranca del Campo	11	5	Más del 50% de la SAU en arrendamiento
44251	Villafranca del Campo	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44251	Villafranca del Campo	2	7	Ningún régimen superior al 50%
44252	Villahermosa del Campo	1	0	Si no hay SAU
44252	Villahermosa del Campo	7	1	Toda la SAU en propiedad
44252	Villahermosa del Campo	2	2	Toda la SAU en arrendamiento
44252	Villahermosa del Campo	5	4	Más del 50% de la SAU en propiedad
44252	Villahermosa del Campo	3	5	Más del 50% de la SAU en arrendamiento
44256	Villanueva del Rebollar de la Sierra	1	1	Toda la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	1	2	Toda la SAU en arrendamiento
44256	Villanueva del Rebollar de la Sierra	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44256	Villanueva del Rebollar de la Sierra	3	4	Más del 50% de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	3	5	Más del 50% de la SAU en arrendamiento
44256	Villanueva del Rebollar de la Sierra	1	7	Ningún régimen superior al 50%
44257	Villar del Cobo	7	0	Si no hay SAU
44257	Villar del Cobo	11	1	Toda la SAU en propiedad
44257	Villar del Cobo	1	2	Toda la SAU en arrendamiento
44257	Villar del Cobo	5	3	Todo la SAU en aparcería u otro régimen de tenencia
44257	Villar del Cobo	2	4	Más del 50% de la SAU en propiedad
44257	Villar del Cobo	3	5	Más del 50% de la SAU en arrendamiento
44257	Villar del Cobo	3	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44258	Villar del Salz	4	1	Toda la SAU en propiedad
44258	Villar del Salz	3	2	Toda la SAU en arrendamiento
44258	Villar del Salz	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44258	Villar del Salz	2	4	Más del 50% de la SAU en propiedad
44258	Villar del Salz	3	5	Más del 50% de la SAU en arrendamiento
44258	Villar del Salz	1	7	Ningún régimen superior al 50%
44260	Villarluengo	11	1	Toda la SAU en propiedad
44260	Villarluengo	8	2	Toda la SAU en arrendamiento
44260	Villarluengo	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44260	Villarluengo	2	4	Más del 50% de la SAU en propiedad
44260	Villarluengo	7	5	Más del 50% de la SAU en arrendamiento
44260	Villarluengo	2	7	Ningún régimen superior al 50%
44261	Villarquemado	4	0	Si no hay SAU
44261	Villarquemado	43	1	Toda la SAU en propiedad
44261	Villarquemado	12	2	Toda la SAU en arrendamiento
44261	Villarquemado	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44261	Villarquemado	31	4	Más del 50% de la SAU en propiedad
44261	Villarquemado	20	5	Más del 50% de la SAU en arrendamiento
44261	Villarquemado	6	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44261	Villarquemado	10	7	Ningún régimen superior al 50%
44262	Villarroya de los Pinares	2	0	Si no hay SAU
44262	Villarroya de los Pinares	15	1	Toda la SAU en propiedad
44262	Villarroya de los Pinares	8	2	Toda la SAU en arrendamiento
44262	Villarroya de los Pinares	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44262	Villarroya de los Pinares	2	5	Más del 50% de la SAU en arrendamiento
44262	Villarroya de los Pinares	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44262	Villarroya de los Pinares	1	7	Ningún régimen superior al 50%
44263	Villastar	13	1	Toda la SAU en propiedad
44263	Villastar	2	2	Toda la SAU en arrendamiento
44263	Villastar	9	4	Más del 50% de la SAU en propiedad
44263	Villastar	4	5	Más del 50% de la SAU en arrendamiento
44263	Villastar	2	7	Ningún régimen superior al 50%
44264	Villel	1	0	Si no hay SAU
44264	Villel	20	1	Toda la SAU en propiedad
44264	Villel	3	2	Toda la SAU en arrendamiento
44264	Villel	1	3	Todo la SAU en aparcería u otro régimen de tenencia
44264	Villel	3	4	Más del 50% de la SAU en propiedad
44264	Villel	4	5	Más del 50% de la SAU en arrendamiento
44264	Villel	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44265	Vinaceite	1	0	Si no hay SAU
44265	Vinaceite	17	1	Toda la SAU en propiedad
44265	Vinaceite	4	2	Toda la SAU en arrendamiento
44265	Vinaceite	3	3	Todo la SAU en aparcería u otro régimen de tenencia
44265	Vinaceite	8	4	Más del 50% de la SAU en propiedad
44265	Vinaceite	5	5	Más del 50% de la SAU en arrendamiento
44265	Vinaceite	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44265	Vinaceite	7	7	Ningún régimen superior al 50%
44266	Visiedo	1	0	Si no hay SAU
44266	Visiedo	20	1	Toda la SAU en propiedad
44266	Visiedo	3	2	Toda la SAU en arrendamiento
44266	Visiedo	2	3	Todo la SAU en aparcería u otro régimen de tenencia
44266	Visiedo	11	4	Más del 50% de la SAU en propiedad
44266	Visiedo	5	5	Más del 50% de la SAU en arrendamiento
44266	Visiedo	4	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
44266	Visiedo	4	7	Ningún régimen superior al 50%
44267	Vivel del Río Martín	7	1	Toda la SAU en propiedad
44267	Vivel del Río Martín	1	2	Toda la SAU en arrendamiento
44267	Vivel del Río Martín	4	4	Más del 50% de la SAU en propiedad
44267	Vivel del Río Martín	4	5	Más del 50% de la SAU en arrendamiento
44267	Vivel del Río Martín	1	7	Ningún régimen superior al 50%
44268	Zoma (La)	4	1	Toda la SAU en propiedad
44268	Zoma (La)	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50001	Abanto	3	1	Toda la SAU en propiedad
50001	Abanto	3	2	Toda la SAU en arrendamiento
50001	Abanto	1	3	Todo la SAU en aparcería u otro régimen de tenencia
50001	Abanto	4	4	Más del 50% de la SAU en propiedad
50001	Abanto	5	5	Más del 50% de la SAU en arrendamiento
50001	Abanto	1	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50001	Abanto	1	7	Ningún régimen superior al 50%
50002	Acered	40	1	Toda la SAU en propiedad
50002	Acered	2	2	Toda la SAU en arrendamiento
50002	Acered	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50002	Acered	19	4	Más del 50% de la SAU en propiedad
50002	Acered	5	6	Más del 50% de la SAU en aparcería u otros regímenes de tenencia
50002	Acered	6	7	Ningún régimen superior al 50%
50003	Agón	24	1	Toda la SAU en propiedad
50003	Agón	1	2	Toda la SAU en arrendamiento
50003	Agón	3	3	Todo la SAU en aparcería u otro régimen de tenencia
50003	Agón	3	4	Más del 50% de la SAU en propiedad
50003	Agón	3	5	Más del 50% de la SAU en arrendamiento
50003	Agón	3	7	Ningún régimen superior al 50%
50004	Aguarón	2	0	Si no hay SAU
