Municipio código	Municipio nombre	Año de construcción	Número hogares
44235	Tramacastilla	1921 - 1940	12
44235	Tramacastilla	1961 - 1970	4
44235	Tramacastilla	1971 - 1980	4
44235	Tramacastilla	1981 - 1990	9
44235	Tramacastilla	1992	1
44235	Tramacastilla	1993	1
44235	Tramacastilla	1994	1
44235	Tramacastilla	1995	1
44235	Tramacastilla	2000	1
44236	Tronchón	 Antes de 1900	1
44236	Tronchón	1941 - 1950	21
44236	Tronchón	1951 - 1960	5
44236	Tronchón	1961 - 1970	1
44236	Tronchón	1971 - 1980	11
44236	Tronchón	1981 - 1990	5
44236	Tronchón	1994	1
44236	Tronchón	2000	1
44237	Urrea de Gaén	  No aplicable	1
44237	Urrea de Gaén	1900 - 1920	1
44237	Urrea de Gaén	1921 - 1940	21
44237	Urrea de Gaén	1941 - 1950	24
44237	Urrea de Gaén	1951 - 1960	27
44237	Urrea de Gaén	1961 - 1970	34
44237	Urrea de Gaén	1971 - 1980	47
44237	Urrea de Gaén	1981 - 1990	49
44237	Urrea de Gaén	1991	2
44237	Urrea de Gaén	1992	4
44237	Urrea de Gaén	1993	2
44237	Urrea de Gaén	1994	12
44237	Urrea de Gaén	1995	1
44237	Urrea de Gaén	1996	1
44237	Urrea de Gaén	1997	1
44237	Urrea de Gaén	2000	1
44238	Utrillas	  No aplicable	2
44238	Utrillas	 Antes de 1900	66
44238	Utrillas	1900 - 1920	54
44238	Utrillas	1921 - 1940	28
44238	Utrillas	1941 - 1950	33
44238	Utrillas	1951 - 1960	208
44238	Utrillas	1961 - 1970	157
44238	Utrillas	1971 - 1980	272
44238	Utrillas	1981 - 1990	233
44238	Utrillas	1991	1
44238	Utrillas	1993	1
44238	Utrillas	1995	2
44238	Utrillas	1996	5
44238	Utrillas	1997	1
44238	Utrillas	1998	5
44238	Utrillas	1999	6
44238	Utrillas	2000	18
44238	Utrillas	2001	6
44239	Valacloche	 Antes de 1900	5
44239	Valacloche	1900 - 1920	5
44239	Valacloche	1951 - 1960	1
44239	Valacloche	1961 - 1970	1
44240	Valbona	  No aplicable	4
44240	Valbona	 Antes de 1900	37
44240	Valbona	1900 - 1920	9
44240	Valbona	1941 - 1950	1
44240	Valbona	1951 - 1960	3
44240	Valbona	1961 - 1970	2
44240	Valbona	1971 - 1980	6
44240	Valbona	1981 - 1990	10
44240	Valbona	1991	4
44240	Valbona	1992	2
44240	Valbona	1993	1
44240	Valbona	1996	2
44240	Valbona	1997	1
44240	Valbona	1999	4
44240	Valbona	2000	1
44241	Valdealgorfa	 Antes de 1900	180
44241	Valdealgorfa	1900 - 1920	4
44241	Valdealgorfa	1921 - 1940	10
44241	Valdealgorfa	1941 - 1950	2
44241	Valdealgorfa	1961 - 1970	14
44241	Valdealgorfa	1971 - 1980	25
44241	Valdealgorfa	1981 - 1990	34
44241	Valdealgorfa	1992	2
44241	Valdealgorfa	1993	1
44241	Valdealgorfa	1994	2
44241	Valdealgorfa	1995	4
44241	Valdealgorfa	1996	1
44241	Valdealgorfa	1998	1
44241	Valdealgorfa	1999	1
44241	Valdealgorfa	2000	4
44241	Valdealgorfa	2001	2
44243	Valdecuenca	 Antes de 1900	11
44243	Valdecuenca	1900 - 1920	5
44243	Valdecuenca	1999	1
44244	Valdelinares	 Antes de 1900	3
44244	Valdelinares	1900 - 1920	1
44244	Valdelinares	1941 - 1950	3
44244	Valdelinares	1951 - 1960	17
44244	Valdelinares	1961 - 1970	1
44244	Valdelinares	1971 - 1980	6
44244	Valdelinares	1981 - 1990	20
44244	Valdelinares	1995	1
44244	Valdelinares	1998	1
44244	Valdelinares	1999	1
44244	Valdelinares	2001	1
44245	Valdeltormo	 Antes de 1900	51
44245	Valdeltormo	1900 - 1920	17
44245	Valdeltormo	1921 - 1940	14
44245	Valdeltormo	1941 - 1950	9
44245	Valdeltormo	1951 - 1960	4
44245	Valdeltormo	1961 - 1970	8
44245	Valdeltormo	1971 - 1980	16
44245	Valdeltormo	1981 - 1990	17
44245	Valdeltormo	1992	2
44245	Valdeltormo	1993	1
44245	Valdeltormo	1998	2
44245	Valdeltormo	2000	1
44246	Valderrobres	 Antes de 1900	96
44246	Valderrobres	1900 - 1920	53
44246	Valderrobres	1921 - 1940	28
44246	Valderrobres	1941 - 1950	40
44246	Valderrobres	1951 - 1960	58
44246	Valderrobres	1961 - 1970	74
44246	Valderrobres	1971 - 1980	118
44246	Valderrobres	1981 - 1990	136
44246	Valderrobres	1991	14
44246	Valderrobres	1992	11
44246	Valderrobres	1993	9
44246	Valderrobres	1994	7
44246	Valderrobres	1995	21
44246	Valderrobres	1996	17
44246	Valderrobres	1997	7
44246	Valderrobres	1998	13
44246	Valderrobres	1999	19
44246	Valderrobres	2000	9
44246	Valderrobres	2001	7
44247	Valjunquera	 Antes de 1900	4
44247	Valjunquera	1900 - 1920	13
44247	Valjunquera	1921 - 1940	31
44247	Valjunquera	1941 - 1950	12
44247	Valjunquera	1951 - 1960	10
44247	Valjunquera	1961 - 1970	18
44247	Valjunquera	1971 - 1980	24
44247	Valjunquera	1981 - 1990	32
44247	Valjunquera	1992	2
44247	Valjunquera	1993	3
44247	Valjunquera	1994	3
44247	Valjunquera	1995	7
44247	Valjunquera	1996	2
44247	Valjunquera	1997	2
44247	Valjunquera	1998	1
44247	Valjunquera	1999	3
44247	Valjunquera	2001	2
44249	Vallecillo (El)	 Antes de 1900	25
44249	Vallecillo (El)	1951 - 1960	1
44249	Vallecillo (El)	1998	1
44250	Veguillas de la Sierra	 Antes de 1900	12
44250	Veguillas de la Sierra	1900 - 1920	1
44250	Veguillas de la Sierra	1993	1
44251	Villafranca del Campo	 Antes de 1900	41
44251	Villafranca del Campo	1900 - 1920	25
44251	Villafranca del Campo	1921 - 1940	23
44251	Villafranca del Campo	1941 - 1950	12
44251	Villafranca del Campo	1951 - 1960	12
44251	Villafranca del Campo	1961 - 1970	9
44251	Villafranca del Campo	1971 - 1980	17
44251	Villafranca del Campo	1981 - 1990	7
44251	Villafranca del Campo	1991	2
44251	Villafranca del Campo	1993	1
44251	Villafranca del Campo	1996	2
44251	Villafranca del Campo	1998	1
44251	Villafranca del Campo	1999	1
44251	Villafranca del Campo	2000	1
44251	Villafranca del Campo	2001	1
44252	Villahermosa del Campo	 Antes de 1900	7
44252	Villahermosa del Campo	1900 - 1920	2
44252	Villahermosa del Campo	1921 - 1940	5
44252	Villahermosa del Campo	1941 - 1950	7
44252	Villahermosa del Campo	1951 - 1960	6
44252	Villahermosa del Campo	1961 - 1970	1
44252	Villahermosa del Campo	1971 - 1980	2
44252	Villahermosa del Campo	1981 - 1990	1
44256	Villanueva del Rebollar de la Sierra	 Antes de 1900	15
44256	Villanueva del Rebollar de la Sierra	1921 - 1940	1
44256	Villanueva del Rebollar de la Sierra	1961 - 1970	1
44256	Villanueva del Rebollar de la Sierra	1971 - 1980	1
44256	Villanueva del Rebollar de la Sierra	1981 - 1990	1
44257	Villar del Cobo	1921 - 1940	6
44257	Villar del Cobo	1941 - 1950	9
44257	Villar del Cobo	1951 - 1960	11
44257	Villar del Cobo	1961 - 1970	16
44257	Villar del Cobo	1971 - 1980	14
44257	Villar del Cobo	1981 - 1990	24
44257	Villar del Cobo	1991	1
44257	Villar del Cobo	1992	1
44257	Villar del Cobo	1994	1
44257	Villar del Cobo	1995	3
44257	Villar del Cobo	1996	2
44257	Villar del Cobo	1999	1
44258	Villar del Salz	 Antes de 1900	3
44258	Villar del Salz	1900 - 1920	31
44258	Villar del Salz	1921 - 1940	3
44258	Villar del Salz	1951 - 1960	1
44258	Villar del Salz	1961 - 1970	1
44258	Villar del Salz	1981 - 1990	2
44260	Villarluengo	 Antes de 1900	67
44260	Villarluengo	1900 - 1920	2
44260	Villarluengo	1941 - 1950	3
44260	Villarluengo	1951 - 1960	9
44260	Villarluengo	1961 - 1970	1
44260	Villarluengo	1981 - 1990	6
44260	Villarluengo	1991	1
44260	Villarluengo	1996	1
44261	Villarquemado	  No aplicable	1
44261	Villarquemado	 Antes de 1900	11
44261	Villarquemado	1900 - 1920	19
44261	Villarquemado	1921 - 1940	36
44261	Villarquemado	1941 - 1950	52
44261	Villarquemado	1951 - 1960	44
44261	Villarquemado	1961 - 1970	76
44261	Villarquemado	1971 - 1980	50
44261	Villarquemado	1981 - 1990	32
44261	Villarquemado	1991	4
44261	Villarquemado	1992	4
44261	Villarquemado	1993	8
44261	Villarquemado	1994	2
44261	Villarquemado	1995	4
44261	Villarquemado	1996	4
44261	Villarquemado	1997	4
44261	Villarquemado	1998	2
44261	Villarquemado	1999	4
44261	Villarquemado	2001	4
44262	Villarroya de los Pinares	  No aplicable	1
44262	Villarroya de los Pinares	 Antes de 1900	8
44262	Villarroya de los Pinares	1900 - 1920	3
44262	Villarroya de los Pinares	1941 - 1950	1
44262	Villarroya de los Pinares	1951 - 1960	1
44262	Villarroya de los Pinares	1961 - 1970	9
44262	Villarroya de los Pinares	1971 - 1980	26
44262	Villarroya de los Pinares	1981 - 1990	22
44262	Villarroya de los Pinares	1991	2
44262	Villarroya de los Pinares	1992	2
44262	Villarroya de los Pinares	1993	1
44262	Villarroya de los Pinares	1994	2
44262	Villarroya de los Pinares	1997	1
44262	Villarroya de los Pinares	1999	1
44262	Villarroya de los Pinares	2000	1
44263	Villastar	 Antes de 1900	25
44263	Villastar	1900 - 1920	35
44263	Villastar	1921 - 1940	25
44263	Villastar	1941 - 1950	4
44263	Villastar	1951 - 1960	10
44263	Villastar	1961 - 1970	7
44263	Villastar	1971 - 1980	15
44263	Villastar	1981 - 1990	10
44263	Villastar	1992	1
44263	Villastar	1993	1
44263	Villastar	1994	1
44263	Villastar	1995	1
44263	Villastar	1997	3
44263	Villastar	1998	2
44263	Villastar	2001	1
44264	Villel	 Antes de 1900	25
44264	Villel	1921 - 1940	18
44264	Villel	1941 - 1950	45
44264	Villel	1951 - 1960	9
44264	Villel	1961 - 1970	12
44264	Villel	1971 - 1980	19
44264	Villel	1981 - 1990	17
44264	Villel	1992	1
44264	Villel	1994	2
44264	Villel	1995	1
44264	Villel	1997	1
44264	Villel	2001	1
44265	Vinaceite	  No aplicable	2
44265	Vinaceite	1900 - 1920	1
44265	Vinaceite	1921 - 1940	3
44265	Vinaceite	1941 - 1950	9
44265	Vinaceite	1951 - 1960	8
44265	Vinaceite	1961 - 1970	19
44265	Vinaceite	1971 - 1980	46
44265	Vinaceite	1981 - 1990	23
44265	Vinaceite	1991	1
44265	Vinaceite	1992	1
44265	Vinaceite	1995	4
44265	Vinaceite	1996	2
44265	Vinaceite	1997	1
44266	Visiedo	 Antes de 1900	56
44266	Visiedo	1900 - 1920	1
44266	Visiedo	1921 - 1940	1
44266	Visiedo	1941 - 1950	3
44266	Visiedo	1951 - 1960	4
44266	Visiedo	1961 - 1970	6
44266	Visiedo	1971 - 1980	3
44266	Visiedo	1981 - 1990	7
44266	Visiedo	1993	1
44266	Visiedo	1999	1
44267	Vivel del Río Martín	 Antes de 1900	29
44267	Vivel del Río Martín	1900 - 1920	3
44267	Vivel del Río Martín	1951 - 1960	1
44267	Vivel del Río Martín	1961 - 1970	2
44267	Vivel del Río Martín	1971 - 1980	3
44267	Vivel del Río Martín	1981 - 1990	2
44268	Zoma (La)	 Antes de 1900	3
44268	Zoma (La)	1900 - 1920	4
44268	Zoma (La)	1981 - 1990	1
50001	Abanto	1900 - 1920	2
50001	Abanto	1921 - 1940	10
50001	Abanto	1941 - 1950	13
50001	Abanto	1951 - 1960	12
50001	Abanto	1961 - 1970	4
50001	Abanto	1971 - 1980	18
50001	Abanto	1981 - 1990	18
50001	Abanto	1992	1
50001	Abanto	1997	1
50001	Abanto	1998	1
50002	Acered	1900 - 1920	2
50002	Acered	1941 - 1950	8
50002	Acered	1951 - 1960	14
50002	Acered	1961 - 1970	12
50002	Acered	1971 - 1980	35
50002	Acered	1981 - 1990	29
50002	Acered	1991	3
50002	Acered	1994	1
50002	Acered	1997	2
50002	Acered	1998	3
50003	Agón	 Antes de 1900	19
50003	Agón	1900 - 1920	8
50003	Agón	1921 - 1940	2
50003	Agón	1951 - 1960	8
50003	Agón	1961 - 1970	10
50003	Agón	1971 - 1980	9
50003	Agón	1981 - 1990	3
50003	Agón	1991	1
50004	Aguarón	 Antes de 1900	151
50004	Aguarón	1900 - 1920	40
50004	Aguarón	1921 - 1940	10
50004	Aguarón	1941 - 1950	5
50004	Aguarón	1951 - 1960	5
50004	Aguarón	1961 - 1970	8
50004	Aguarón	1971 - 1980	24
50004	Aguarón	1981 - 1990	30
50004	Aguarón	1991	1
50004	Aguarón	1992	3
50004	Aguarón	1993	5
50004	Aguarón	1994	2
50004	Aguarón	1995	1
50004	Aguarón	1996	1
50004	Aguarón	1997	1
50004	Aguarón	1998	2
50004	Aguarón	1999	1
50004	Aguarón	2000	5
50005	Aguilón	  No aplicable	2
50005	Aguilón	 Antes de 1900	6
50005	Aguilón	1900 - 1920	13
50005	Aguilón	1921 - 1940	43
50005	Aguilón	1941 - 1950	45
50005	Aguilón	1951 - 1960	12
50005	Aguilón	1961 - 1970	4
50005	Aguilón	1981 - 1990	2
50005	Aguilón	1991	1
50005	Aguilón	1992	2
50005	Aguilón	1999	1
50005	Aguilón	2000	3
50006	Ainzón	 Antes de 1900	163
50006	Ainzón	1900 - 1920	45
50006	Ainzón	1921 - 1940	25
50006	Ainzón	1941 - 1950	20
50006	Ainzón	1951 - 1960	29
50006	Ainzón	1961 - 1970	20
50006	Ainzón	1971 - 1980	54
50006	Ainzón	1981 - 1990	55
50006	Ainzón	1991	7
50006	Ainzón	1992	12
50006	Ainzón	1993	3
50006	Ainzón	1994	11
50006	Ainzón	1995	35
50006	Ainzón	1996	2
50006	Ainzón	1997	4
50006	Ainzón	1998	7
50006	Ainzón	1999	4
50006	Ainzón	2000	10
50006	Ainzón	2001	4
50007	Aladrén	 Antes de 1900	21
50007	Aladrén	1900 - 1920	9
50007	Aladrén	1921 - 1940	6
50007	Aladrén	1951 - 1960	1
50007	Aladrén	1971 - 1980	1
50008	Alagón	  No aplicable	8
50008	Alagón	 Antes de 1900	199
50008	Alagón	1900 - 1920	111
50008	Alagón	1921 - 1940	89
50008	Alagón	1941 - 1950	66
50008	Alagón	1951 - 1960	220
50008	Alagón	1961 - 1970	267
50008	Alagón	1971 - 1980	302
50008	Alagón	1981 - 1990	301
50008	Alagón	1991	28
50008	Alagón	1992	40
50008	Alagón	1993	15
50008	Alagón	1994	17
50008	Alagón	1995	55
50008	Alagón	1996	21
50008	Alagón	1997	29
50008	Alagón	1998	63
50008	Alagón	1999	30
50008	Alagón	2000	58
50008	Alagón	2001	46
50009	Alarba	1900 - 1920	1
50009	Alarba	1921 - 1940	11
50009	Alarba	1941 - 1950	6
50009	Alarba	1951 - 1960	20
50009	Alarba	1961 - 1970	7
50009	Alarba	1971 - 1980	2
50009	Alarba	1981 - 1990	3
50009	Alarba	1991	1
50009	Alarba	1993	1
50009	Alarba	1994	1
50009	Alarba	1995	2
50009	Alarba	1997	2
50009	Alarba	1998	1
50009	Alarba	2001	1
50010	Alberite de San Juan	 Antes de 1900	13
50010	Alberite de San Juan	1921 - 1940	2
50010	Alberite de San Juan	1941 - 1950	2
50010	Alberite de San Juan	1951 - 1960	2
50010	Alberite de San Juan	1961 - 1970	2
50010	Alberite de San Juan	1971 - 1980	7
50010	Alberite de San Juan	1981 - 1990	4
50010	Alberite de San Juan	1991	1
50010	Alberite de San Juan	1993	1
50010	Alberite de San Juan	1996	1
50010	Alberite de San Juan	2001	2
50011	Albeta	 Antes de 1900	17
50011	Albeta	1900 - 1920	5
50011	Albeta	1921 - 1940	7
50011	Albeta	1941 - 1950	4
50011	Albeta	1951 - 1960	2
50011	Albeta	1961 - 1970	7
50011	Albeta	1971 - 1980	4
50011	Albeta	1981 - 1990	1
50011	Albeta	1992	1
50011	Albeta	1993	1
50011	Albeta	1994	1
50011	Albeta	1996	1
50011	Albeta	2001	1
50012	Alborge	 Antes de 1900	1
50012	Alborge	1900 - 1920	3
50012	Alborge	1921 - 1940	7
50012	Alborge	1941 - 1950	1
50012	Alborge	1961 - 1970	1
50012	Alborge	1971 - 1980	8
50012	Alborge	1981 - 1990	9
50012	Alborge	1991	4
50012	Alborge	1992	1
50012	Alborge	1993	1
50012	Alborge	1994	2
50012	Alborge	1996	1
50012	Alborge	1998	6
50012	Alborge	1999	3
50012	Alborge	2000	1
50013	Alcalá de Ebro	 Antes de 1900	20
50013	Alcalá de Ebro	1900 - 1920	23
50013	Alcalá de Ebro	1921 - 1940	9
50013	Alcalá de Ebro	1941 - 1950	4
50013	Alcalá de Ebro	1951 - 1960	17
50013	Alcalá de Ebro	1961 - 1970	17
50013	Alcalá de Ebro	1971 - 1980	4
50013	Alcalá de Ebro	1981 - 1990	8
50013	Alcalá de Ebro	1995	1
50013	Alcalá de Ebro	1997	1
50013	Alcalá de Ebro	1998	1
50013	Alcalá de Ebro	1999	1
50013	Alcalá de Ebro	2000	1
50013	Alcalá de Ebro	2001	2
50014	Alcalá de Moncayo	 Antes de 1900	2
50014	Alcalá de Moncayo	1900 - 1920	7
50014	Alcalá de Moncayo	1921 - 1940	14
50014	Alcalá de Moncayo	1941 - 1950	5
50014	Alcalá de Moncayo	1951 - 1960	9
50014	Alcalá de Moncayo	1961 - 1970	7
50014	Alcalá de Moncayo	1971 - 1980	2
50014	Alcalá de Moncayo	1981 - 1990	4
50015	Alconchel de Ariza	 Antes de 1900	38
50015	Alconchel de Ariza	1921 - 1940	3
50015	Alconchel de Ariza	1941 - 1950	2
50015	Alconchel de Ariza	1951 - 1960	1
50015	Alconchel de Ariza	1961 - 1970	2
50015	Alconchel de Ariza	1971 - 1980	3
50015	Alconchel de Ariza	1991	2
50015	Alconchel de Ariza	1994	1
50015	Alconchel de Ariza	1997	1
50016	Aldehuela de Liestos	 Antes de 1900	1
50016	Aldehuela de Liestos	1921 - 1940	2
50016	Aldehuela de Liestos	1951 - 1960	4
50016	Aldehuela de Liestos	1961 - 1970	1
50016	Aldehuela de Liestos	1971 - 1980	2
50016	Aldehuela de Liestos	1981 - 1990	7
50016	Aldehuela de Liestos	1995	1
50017	Alfajarín	 Antes de 1900	4
50017	Alfajarín	1900 - 1920	2
50017	Alfajarín	1921 - 1940	9
50017	Alfajarín	1941 - 1950	9
50017	Alfajarín	1951 - 1960	50
50017	Alfajarín	1961 - 1970	94
50017	Alfajarín	1971 - 1980	159
50017	Alfajarín	1981 - 1990	94
50017	Alfajarín	1991	9
50017	Alfajarín	1992	12
50017	Alfajarín	1993	17
50017	Alfajarín	1994	15
50017	Alfajarín	1995	20
50017	Alfajarín	1996	9
50017	Alfajarín	1997	4
50017	Alfajarín	1998	12
50017	Alfajarín	1999	15
50017	Alfajarín	2000	10
50017	Alfajarín	2001	15
50018	Alfamén	  No aplicable	1
50018	Alfamén	 Antes de 1900	8
50018	Alfamén	1900 - 1920	6
50018	Alfamén	1921 - 1940	18
50018	Alfamén	1941 - 1950	19
50018	Alfamén	1951 - 1960	35
50018	Alfamén	1961 - 1970	67
50018	Alfamén	1971 - 1980	115
50018	Alfamén	1981 - 1990	88
50018	Alfamén	1991	8
50018	Alfamén	1992	9
50018	Alfamén	1993	9
50018	Alfamén	1994	6
50018	Alfamén	1995	7
50018	Alfamén	1996	18
50018	Alfamén	1997	5
50018	Alfamén	1998	4
50018	Alfamén	1999	5
50018	Alfamén	2000	3
50018	Alfamén	2001	6
50019	Alforque	 Antes de 1900	1
50019	Alforque	1900 - 1920	7
50019	Alforque	1921 - 1940	2
50019	Alforque	1941 - 1950	3
50019	Alforque	1951 - 1960	5
50019	Alforque	1961 - 1970	4
50019	Alforque	1971 - 1980	8
50019	Alforque	1981 - 1990	4
50019	Alforque	1992	1
50020	Alhama de Aragón	  No aplicable	2
50020	Alhama de Aragón	 Antes de 1900	96
50020	Alhama de Aragón	1900 - 1920	57
50020	Alhama de Aragón	1921 - 1940	14
50020	Alhama de Aragón	1941 - 1950	14
50020	Alhama de Aragón	1951 - 1960	49
50020	Alhama de Aragón	1961 - 1970	25
50020	Alhama de Aragón	1971 - 1980	52
50020	Alhama de Aragón	1981 - 1990	64
50020	Alhama de Aragón	1991	3
50020	Alhama de Aragón	1992	9
50020	Alhama de Aragón	1993	11
50020	Alhama de Aragón	1994	4
50020	Alhama de Aragón	1995	22
50020	Alhama de Aragón	1996	6
50020	Alhama de Aragón	1997	7
50020	Alhama de Aragón	1998	5
50020	Alhama de Aragón	1999	8
50020	Alhama de Aragón	2000	9
50020	Alhama de Aragón	2001	2
50021	Almochuel	1941 - 1950	1
50021	Almochuel	1951 - 1960	18
50021	Almochuel	1961 - 1970	2
50021	Almochuel	1971 - 1980	3
50021	Almochuel	1981 - 1990	1
50022	Almolda (La)	 Antes de 1900	34
50022	Almolda (La)	1900 - 1920	7
50022	Almolda (La)	1921 - 1940	19
50022	Almolda (La)	1941 - 1950	15
50022	Almolda (La)	1951 - 1960	49
50022	Almolda (La)	1961 - 1970	50
50022	Almolda (La)	1971 - 1980	33
50022	Almolda (La)	1981 - 1990	12
50022	Almolda (La)	1991	1
50022	Almolda (La)	1993	1
50022	Almolda (La)	1994	4
50022	Almolda (La)	1995	2
50022	Almolda (La)	1997	2
50022	Almolda (La)	1999	2
50023	Almonacid de la Cuba	 Antes de 1900	6
50023	Almonacid de la Cuba	1900 - 1920	36
50023	Almonacid de la Cuba	1921 - 1940	17
50023	Almonacid de la Cuba	1941 - 1950	7
50023	Almonacid de la Cuba	1951 - 1960	12
50023	Almonacid de la Cuba	1961 - 1970	7
50023	Almonacid de la Cuba	1971 - 1980	12
50023	Almonacid de la Cuba	1981 - 1990	16
50023	Almonacid de la Cuba	1991	1
50023	Almonacid de la Cuba	1992	1
50023	Almonacid de la Cuba	1995	1
50023	Almonacid de la Cuba	1996	3
50023	Almonacid de la Cuba	1998	3
50023	Almonacid de la Cuba	1999	1
50023	Almonacid de la Cuba	2000	1
50024	Almonacid de la Sierra	  No aplicable	2
50024	Almonacid de la Sierra	 Antes de 1900	220
50024	Almonacid de la Sierra	1900 - 1920	21
50024	Almonacid de la Sierra	1921 - 1940	6
50024	Almonacid de la Sierra	1941 - 1950	2
50024	Almonacid de la Sierra	1961 - 1970	3
50024	Almonacid de la Sierra	1971 - 1980	14
50024	Almonacid de la Sierra	1981 - 1990	24
50024	Almonacid de la Sierra	1992	7
50024	Almonacid de la Sierra	1993	6
50024	Almonacid de la Sierra	1994	2
50024	Almonacid de la Sierra	1995	1
50024	Almonacid de la Sierra	1996	1
50024	Almonacid de la Sierra	1998	4
50024	Almonacid de la Sierra	2000	3
50024	Almonacid de la Sierra	2001	1
50025	Almunia de Doña Godina (La)	  No aplicable	14
50025	Almunia de Doña Godina (La)	 Antes de 1900	201
50025	Almunia de Doña Godina (La)	1900 - 1920	99
50025	Almunia de Doña Godina (La)	1921 - 1940	15
50025	Almunia de Doña Godina (La)	1941 - 1950	30
50025	Almunia de Doña Godina (La)	1951 - 1960	116
50025	Almunia de Doña Godina (La)	1961 - 1970	323
50025	Almunia de Doña Godina (La)	1971 - 1980	278
50025	Almunia de Doña Godina (La)	1981 - 1990	436
50025	Almunia de Doña Godina (La)	1991	44
50025	Almunia de Doña Godina (La)	1992	91
50025	Almunia de Doña Godina (La)	1993	48
50025	Almunia de Doña Godina (La)	1994	47
50025	Almunia de Doña Godina (La)	1995	19
50025	Almunia de Doña Godina (La)	1996	46
50025	Almunia de Doña Godina (La)	1997	50
50025	Almunia de Doña Godina (La)	1998	31
50025	Almunia de Doña Godina (La)	1999	28
50025	Almunia de Doña Godina (La)	2000	34
50025	Almunia de Doña Godina (La)	2001	47
50026	Alpartir	 Antes de 1900	34
50026	Alpartir	1900 - 1920	10
50026	Alpartir	1921 - 1940	2
50026	Alpartir	1941 - 1950	6
50026	Alpartir	1951 - 1960	14
50026	Alpartir	1961 - 1970	40
50026	Alpartir	1971 - 1980	60
50026	Alpartir	1981 - 1990	17
50026	Alpartir	1991	2
50026	Alpartir	1992	7
50026	Alpartir	1993	1
50026	Alpartir	1994	5
50026	Alpartir	1996	1
50026	Alpartir	1997	4
50026	Alpartir	1998	5
50026	Alpartir	1999	5
50026	Alpartir	2000	7
50026	Alpartir	2001	5
50027	Ambel	  No aplicable	1
50027	Ambel	 Antes de 1900	80
50027	Ambel	1900 - 1920	5
50027	Ambel	1921 - 1940	1
50027	Ambel	1941 - 1950	10
50027	Ambel	1951 - 1960	7
50027	Ambel	1961 - 1970	2
50027	Ambel	1971 - 1980	14
50027	Ambel	1981 - 1990	14
50027	Ambel	1991	2
50027	Ambel	1992	1
50027	Ambel	1995	1
50027	Ambel	1996	1
50027	Ambel	1997	6
50027	Ambel	1999	1
50027	Ambel	2001	1
50028	Anento	 Antes de 1900	3
50028	Anento	1900 - 1920	10
50028	Anento	1921 - 1940	10
50028	Anento	1941 - 1950	1
50028	Anento	1951 - 1960	1
50028	Anento	1961 - 1970	3
50028	Anento	1971 - 1980	2
50028	Anento	1981 - 1990	7
50028	Anento	1992	1
50028	Anento	1998	2
50028	Anento	2000	1
50029	Aniñón	 Antes de 1900	190
50029	Aniñón	1900 - 1920	3
50029	Aniñón	1941 - 1950	6
50029	Aniñón	1951 - 1960	9
50029	Aniñón	1961 - 1970	11
50029	Aniñón	1971 - 1980	27
50029	Aniñón	1981 - 1990	38
50029	Aniñón	1991	5
50029	Aniñón	1992	2
50029	Aniñón	1993	1
50029	Aniñón	1994	3
50029	Aniñón	1995	6
50029	Aniñón	1996	2
50029	Aniñón	1997	1
50029	Aniñón	1998	11
50029	Aniñón	2000	2
50029	Aniñón	2001	4
50030	Añón de Moncayo	 Antes de 1900	7
50030	Añón de Moncayo	1900 - 1920	13
50030	Añón de Moncayo	1921 - 1940	25
50030	Añón de Moncayo	1941 - 1950	9
50030	Añón de Moncayo	1951 - 1960	18
50030	Añón de Moncayo	1961 - 1970	10
50030	Añón de Moncayo	1971 - 1980	6
50030	Añón de Moncayo	1981 - 1990	21
50030	Añón de Moncayo	1993	2
50030	Añón de Moncayo	1994	1
50030	Añón de Moncayo	1997	1
50030	Añón de Moncayo	1999	1
50030	Añón de Moncayo	2001	1
50031	Aranda de Moncayo	 Antes de 1900	45
50031	Aranda de Moncayo	1900 - 1920	34
50031	Aranda de Moncayo	1921 - 1940	5
50031	Aranda de Moncayo	1941 - 1950	1
50031	Aranda de Moncayo	1961 - 1970	2
50031	Aranda de Moncayo	1971 - 1980	9
50031	Aranda de Moncayo	1995	1
50031	Aranda de Moncayo	1999	2
50032	Arándiga	 Antes de 1900	1
50032	Arándiga	1900 - 1920	1
50032	Arándiga	1941 - 1950	3
50032	Arándiga	1951 - 1960	19
50032	Arándiga	1961 - 1970	33
50032	Arándiga	1971 - 1980	65
50032	Arándiga	1981 - 1990	60
50032	Arándiga	1992	3
50032	Arándiga	1994	1
50032	Arándiga	1996	3
50032	Arándiga	1997	4
50032	Arándiga	1998	2
50032	Arándiga	1999	4
50032	Arándiga	2000	2
50032	Arándiga	2001	1
50033	Ardisa	1900 - 1920	1
50033	Ardisa	1941 - 1950	2
50033	Ardisa	1951 - 1960	7
50033	Ardisa	1961 - 1970	3
50033	Ardisa	1971 - 1980	9
50033	Ardisa	1981 - 1990	6
50033	Ardisa	1995	1
50033	Ardisa	1997	1
50033	Ardisa	1998	1
50033	Ardisa	1999	1
50033	Ardisa	2001	1
50034	Ariza	  No aplicable	4
50034	Ariza	 Antes de 1900	167
50034	Ariza	1900 - 1920	74
50034	Ariza	1921 - 1940	27
50034	Ariza	1941 - 1950	17
50034	Ariza	1951 - 1960	39
50034	Ariza	1961 - 1970	40
50034	Ariza	1971 - 1980	48
50034	Ariza	1981 - 1990	31
50034	Ariza	1991	8
50034	Ariza	1992	13
