Municipio código	Municipio nombre	Año de construcción	Número hogares
22903	San Miguel del Cinca	1993	2
22903	San Miguel del Cinca	1994	1
22903	San Miguel del Cinca	1995	4
22903	San Miguel del Cinca	1996	4
22903	San Miguel del Cinca	1997	1
22903	San Miguel del Cinca	1998	5
22903	San Miguel del Cinca	1999	1
22903	San Miguel del Cinca	2001	3
22904	Sotonera (La)	 Antes de 1900	263
22904	Sotonera (La)	1900 - 1920	19
22904	Sotonera (La)	1921 - 1940	12
22904	Sotonera (La)	1941 - 1950	5
22904	Sotonera (La)	1951 - 1960	12
22904	Sotonera (La)	1961 - 1970	21
22904	Sotonera (La)	1971 - 1980	38
22904	Sotonera (La)	1981 - 1990	27
22904	Sotonera (La)	1991	3
22904	Sotonera (La)	1992	2
22904	Sotonera (La)	1993	5
22904	Sotonera (La)	1994	1
22904	Sotonera (La)	1995	4
22904	Sotonera (La)	1996	4
22904	Sotonera (La)	1997	1
22904	Sotonera (La)	1998	5
22904	Sotonera (La)	1999	1
22904	Sotonera (La)	2000	3
22904	Sotonera (La)	2001	3
22905	Lupiñén-Ortilla	  No aplicable	1
22905	Lupiñén-Ortilla	 Antes de 1900	15
22905	Lupiñén-Ortilla	1900 - 1920	12
22905	Lupiñén-Ortilla	1921 - 1940	8
22905	Lupiñén-Ortilla	1941 - 1950	10
22905	Lupiñén-Ortilla	1951 - 1960	5
22905	Lupiñén-Ortilla	1961 - 1970	23
22905	Lupiñén-Ortilla	1971 - 1980	14
22905	Lupiñén-Ortilla	1981 - 1990	18
22905	Lupiñén-Ortilla	1991	3
22905	Lupiñén-Ortilla	1992	2
22905	Lupiñén-Ortilla	1993	1
22905	Lupiñén-Ortilla	1994	2
22905	Lupiñén-Ortilla	1995	2
22905	Lupiñén-Ortilla	1996	2
22905	Lupiñén-Ortilla	1997	1
22905	Lupiñén-Ortilla	1999	1
22905	Lupiñén-Ortilla	2000	2
22905	Lupiñén-Ortilla	2001	1
22906	Santa María de Dulcis	 Antes de 1900	8
22906	Santa María de Dulcis	1921 - 1940	8
22906	Santa María de Dulcis	1941 - 1950	14
22906	Santa María de Dulcis	1951 - 1960	13
22906	Santa María de Dulcis	1961 - 1970	11
22906	Santa María de Dulcis	1971 - 1980	13
22906	Santa María de Dulcis	1981 - 1990	10
22906	Santa María de Dulcis	1992	1
22906	Santa María de Dulcis	1993	1
22906	Santa María de Dulcis	1995	1
22906	Santa María de Dulcis	1997	1
22906	Santa María de Dulcis	1998	4
22906	Santa María de Dulcis	1999	1
22907	Aínsa-Sobrarbe	 Antes de 1900	159
22907	Aínsa-Sobrarbe	1900 - 1920	13
22907	Aínsa-Sobrarbe	1921 - 1940	8
22907	Aínsa-Sobrarbe	1941 - 1950	29
22907	Aínsa-Sobrarbe	1951 - 1960	28
22907	Aínsa-Sobrarbe	1961 - 1970	45
22907	Aínsa-Sobrarbe	1971 - 1980	117
22907	Aínsa-Sobrarbe	1981 - 1990	120
22907	Aínsa-Sobrarbe	1991	8
22907	Aínsa-Sobrarbe	1992	3
22907	Aínsa-Sobrarbe	1993	4
22907	Aínsa-Sobrarbe	1994	3
22907	Aínsa-Sobrarbe	1995	3
22907	Aínsa-Sobrarbe	1996	13
22907	Aínsa-Sobrarbe	1997	9
22907	Aínsa-Sobrarbe	1998	3
22907	Aínsa-Sobrarbe	1999	4
22907	Aínsa-Sobrarbe	2000	6
22907	Aínsa-Sobrarbe	2001	3
22908	Hoz y Costeán	 Antes de 1900	11
22908	Hoz y Costeán	1921 - 1940	5
22908	Hoz y Costeán	1941 - 1950	4
22908	Hoz y Costeán	1951 - 1960	11
22908	Hoz y Costeán	1961 - 1970	6
22908	Hoz y Costeán	1971 - 1980	3
22908	Hoz y Costeán	1981 - 1990	12
22908	Hoz y Costeán	1991	4
22908	Hoz y Costeán	1992	2
22908	Hoz y Costeán	1993	3
22908	Hoz y Costeán	1994	1
22908	Hoz y Costeán	1995	5
22908	Hoz y Costeán	1996	5
22908	Hoz y Costeán	1997	1
22908	Hoz y Costeán	1998	4
22908	Hoz y Costeán	1999	2
22908	Hoz y Costeán	2000	5
22908	Hoz y Costeán	2001	1
22909	Vencillón	  No aplicable	1
22909	Vencillón	 Antes de 1900	1
22909	Vencillón	1941 - 1950	2
22909	Vencillón	1961 - 1970	112
22909	Vencillón	1981 - 1990	24
22909	Vencillón	1991	1
22909	Vencillón	1993	1
22909	Vencillón	1996	1
22909	Vencillón	1998	2
22909	Vencillón	1999	5
22909	Vencillón	2000	3
22909	Vencillón	2001	5
44001	Ababuj	 Antes de 1900	26
44001	Ababuj	1921 - 1940	1
44001	Ababuj	1951 - 1960	1
44001	Ababuj	1971 - 1980	2
44001	Ababuj	1981 - 1990	3
44001	Ababuj	1995	1
44002	Abejuela	 Antes de 1900	2
44002	Abejuela	1900 - 1920	2
44002	Abejuela	1921 - 1940	3
44002	Abejuela	1941 - 1950	10
44002	Abejuela	1951 - 1960	4
44002	Abejuela	1961 - 1970	4
44002	Abejuela	1971 - 1980	1
44002	Abejuela	1981 - 1990	3
44002	Abejuela	1992	2
44002	Abejuela	1998	1
44003	Aguatón	 Antes de 1900	4
44003	Aguatón	1900 - 1920	4
44003	Aguatón	1951 - 1960	1
44003	Aguatón	1981 - 1990	1
44004	Aguaviva	 Antes de 1900	37
44004	Aguaviva	1900 - 1920	56
44004	Aguaviva	1921 - 1940	26
44004	Aguaviva	1941 - 1950	9
44004	Aguaviva	1951 - 1960	7
44004	Aguaviva	1961 - 1970	28
44004	Aguaviva	1971 - 1980	42
44004	Aguaviva	1981 - 1990	25
44004	Aguaviva	1991	1
44004	Aguaviva	1993	7
44004	Aguaviva	1994	7
44004	Aguaviva	1995	5
44004	Aguaviva	1996	2
44004	Aguaviva	1997	3
44004	Aguaviva	1998	3
44004	Aguaviva	2000	2
44005	Aguilar del Alfambra	 Antes de 1900	26
44005	Aguilar del Alfambra	1900 - 1920	1
44005	Aguilar del Alfambra	1921 - 1940	1
44005	Aguilar del Alfambra	1951 - 1960	1
44005	Aguilar del Alfambra	1981 - 1990	2
44005	Aguilar del Alfambra	1991	1
44006	Alacón	 Antes de 1900	59
44006	Alacón	1900 - 1920	16
44006	Alacón	1921 - 1940	14
44006	Alacón	1941 - 1950	16
44006	Alacón	1951 - 1960	19
44006	Alacón	1961 - 1970	4
44006	Alacón	1971 - 1980	13
44006	Alacón	1981 - 1990	19
44006	Alacón	1991	1
44006	Alacón	1994	1
44006	Alacón	1995	1
44006	Alacón	1997	1
44006	Alacón	1998	1
44006	Alacón	1999	1
44007	Alba	 Antes de 1900	52
44007	Alba	1900 - 1920	10
44007	Alba	1921 - 1940	5
44007	Alba	1941 - 1950	10
44007	Alba	1951 - 1960	6
44007	Alba	1961 - 1970	6
44007	Alba	1971 - 1980	9
44007	Alba	1981 - 1990	7
44007	Alba	1993	1
44007	Alba	1996	2
44007	Alba	2000	1
44008	Albalate del Arzobispo	  No aplicable	1
44008	Albalate del Arzobispo	 Antes de 1900	225
44008	Albalate del Arzobispo	1900 - 1920	20
44008	Albalate del Arzobispo	1921 - 1940	24
44008	Albalate del Arzobispo	1941 - 1950	137
44008	Albalate del Arzobispo	1951 - 1960	35
44008	Albalate del Arzobispo	1961 - 1970	58
44008	Albalate del Arzobispo	1971 - 1980	157
44008	Albalate del Arzobispo	1981 - 1990	116
44008	Albalate del Arzobispo	1991	4
44008	Albalate del Arzobispo	1992	13
44008	Albalate del Arzobispo	1993	7
44008	Albalate del Arzobispo	1994	4
44008	Albalate del Arzobispo	1995	12
44008	Albalate del Arzobispo	1997	11
44008	Albalate del Arzobispo	1998	3
44008	Albalate del Arzobispo	1999	3
44008	Albalate del Arzobispo	2000	6
44008	Albalate del Arzobispo	2001	3
44009	Albarracín	  No aplicable	2
44009	Albarracín	 Antes de 1900	17
44009	Albarracín	1900 - 1920	5
44009	Albarracín	1921 - 1940	19
44009	Albarracín	1941 - 1950	6
44009	Albarracín	1951 - 1960	24
44009	Albarracín	1961 - 1970	30
44009	Albarracín	1971 - 1980	119
44009	Albarracín	1981 - 1990	77
44009	Albarracín	1991	3
44009	Albarracín	1992	13
44009	Albarracín	1993	13
44009	Albarracín	1994	4
44009	Albarracín	1995	1
44009	Albarracín	1996	7
44009	Albarracín	1997	5
44009	Albarracín	1998	5
44009	Albarracín	1999	5
44009	Albarracín	2000	9
44009	Albarracín	2001	2
44010	Albentosa	 Antes de 1900	60
44010	Albentosa	1900 - 1920	3
44010	Albentosa	1921 - 1940	2
44010	Albentosa	1941 - 1950	4
44010	Albentosa	1951 - 1960	9
44010	Albentosa	1961 - 1970	11
44010	Albentosa	1971 - 1980	2
44010	Albentosa	1981 - 1990	3
44010	Albentosa	1999	1
44010	Albentosa	2000	2
44011	Alcaine	 Antes de 1900	29
44011	Alcaine	1900 - 1920	6
44011	Alcaine	1921 - 1940	5
44011	Alcaine	1941 - 1950	1
44011	Alcaine	1981 - 1990	1
44011	Alcaine	1993	1
44011	Alcaine	1997	1
44012	Alcalá de la Selva	1900 - 1920	4
44012	Alcalá de la Selva	1941 - 1950	7
44012	Alcalá de la Selva	1951 - 1960	19
44012	Alcalá de la Selva	1961 - 1970	26
44012	Alcalá de la Selva	1971 - 1980	68
44012	Alcalá de la Selva	1981 - 1990	40
44012	Alcalá de la Selva	1991	6
44012	Alcalá de la Selva	1992	2
44012	Alcalá de la Selva	1993	1
44012	Alcalá de la Selva	1994	4
44012	Alcalá de la Selva	1995	6
44012	Alcalá de la Selva	1996	3
44012	Alcalá de la Selva	1997	1
44012	Alcalá de la Selva	1998	5
44012	Alcalá de la Selva	1999	4
44012	Alcalá de la Selva	2000	3
44012	Alcalá de la Selva	2001	7
44013	Alcañiz	  No aplicable	14
44013	Alcañiz	 Antes de 1900	214
44013	Alcañiz	1900 - 1920	123
44013	Alcañiz	1921 - 1940	292
44013	Alcañiz	1941 - 1950	260
44013	Alcañiz	1951 - 1960	347
44013	Alcañiz	1961 - 1970	583
44013	Alcañiz	1971 - 1980	889
44013	Alcañiz	1981 - 1990	816
44013	Alcañiz	1991	158
44013	Alcañiz	1992	120
44013	Alcañiz	1993	126
44013	Alcañiz	1994	130
44013	Alcañiz	1995	83
44013	Alcañiz	1996	106
44013	Alcañiz	1997	75
44013	Alcañiz	1998	67
44013	Alcañiz	1999	116
44013	Alcañiz	2000	97
44013	Alcañiz	2001	96
44014	Alcorisa	 Antes de 1900	167
44014	Alcorisa	1900 - 1920	30
44014	Alcorisa	1921 - 1940	64
44014	Alcorisa	1941 - 1950	44
44014	Alcorisa	1951 - 1960	94
44014	Alcorisa	1961 - 1970	89
44014	Alcorisa	1971 - 1980	226
44014	Alcorisa	1981 - 1990	225
44014	Alcorisa	1991	28
44014	Alcorisa	1992	16
44014	Alcorisa	1993	20
44014	Alcorisa	1994	20
44014	Alcorisa	1995	30
44014	Alcorisa	1996	44
44014	Alcorisa	1997	5
44014	Alcorisa	1998	28
44014	Alcorisa	1999	7
44014	Alcorisa	2000	17
44014	Alcorisa	2001	16
44016	Alfambra	 Antes de 1900	11
44016	Alfambra	1900 - 1920	5
44016	Alfambra	1921 - 1940	14
44016	Alfambra	1941 - 1950	7
44016	Alfambra	1951 - 1960	12
44016	Alfambra	1961 - 1970	36
44016	Alfambra	1971 - 1980	66
44016	Alfambra	1981 - 1990	66
44016	Alfambra	1992	1
44016	Alfambra	1993	1
44016	Alfambra	1994	3
44016	Alfambra	1995	4
44016	Alfambra	1996	3
44016	Alfambra	1997	2
44016	Alfambra	1998	2
44016	Alfambra	1999	1
44016	Alfambra	2000	9
44016	Alfambra	2001	9
44017	Aliaga	 Antes de 1900	62
44017	Aliaga	1900 - 1920	11
44017	Aliaga	1921 - 1940	34
44017	Aliaga	1941 - 1950	25
44017	Aliaga	1951 - 1960	6
44017	Aliaga	1961 - 1970	8
44017	Aliaga	1971 - 1980	9
44017	Aliaga	1981 - 1990	11
44017	Aliaga	1993	1
44017	Aliaga	1994	1
44017	Aliaga	1998	1
44017	Aliaga	2001	2
44018	Almohaja	 Antes de 1900	3
44018	Almohaja	1900 - 1920	4
44018	Almohaja	1921 - 1940	4
44019	Alobras	 Antes de 1900	41
44019	Alobras	1951 - 1960	1
44020	Alpeñés	 Antes de 1900	6
44020	Alpeñés	1941 - 1950	1
44020	Alpeñés	1951 - 1960	2
44020	Alpeñés	1981 - 1990	3
44021	Allepuz	 Antes de 1900	1
44021	Allepuz	1900 - 1920	1
44021	Allepuz	1941 - 1950	3
44021	Allepuz	1951 - 1960	11
44021	Allepuz	1961 - 1970	6
44021	Allepuz	1971 - 1980	19
44021	Allepuz	1981 - 1990	11
44021	Allepuz	1994	2
44021	Allepuz	1996	1
44021	Allepuz	2001	1
44022	Alloza	 Antes de 1900	97
44022	Alloza	1900 - 1920	15
44022	Alloza	1921 - 1940	16
44022	Alloza	1941 - 1950	15
44022	Alloza	1951 - 1960	23
44022	Alloza	1961 - 1970	11
44022	Alloza	1971 - 1980	61
44022	Alloza	1981 - 1990	47
44022	Alloza	1991	2
44022	Alloza	1992	1
44022	Alloza	1993	13
44022	Alloza	1994	5
44022	Alloza	1996	1
44022	Alloza	1997	3
44022	Alloza	1998	4
44022	Alloza	2001	1
44023	Allueva	 Antes de 1900	7
44023	Allueva	1900 - 1920	1
44023	Allueva	1971 - 1980	1
44024	Anadón	 Antes de 1900	2
44024	Anadón	1900 - 1920	3
44024	Anadón	1971 - 1980	1
44025	Andorra	  No aplicable	18
44025	Andorra	 Antes de 1900	240
44025	Andorra	1900 - 1920	60
44025	Andorra	1921 - 1940	42
44025	Andorra	1941 - 1950	113
44025	Andorra	1951 - 1960	537
44025	Andorra	1961 - 1970	274
44025	Andorra	1971 - 1980	620
44025	Andorra	1981 - 1990	353
44025	Andorra	1991	65
44025	Andorra	1992	27
44025	Andorra	1993	135
44025	Andorra	1994	23
44025	Andorra	1995	17
44025	Andorra	1996	18
44025	Andorra	1997	14
44025	Andorra	1998	24
44025	Andorra	1999	12
44025	Andorra	2000	12
44025	Andorra	2001	17
44026	Arcos de las Salinas	 Antes de 1900	4
44026	Arcos de las Salinas	1900 - 1920	1
44026	Arcos de las Salinas	1921 - 1940	2
44026	Arcos de las Salinas	1941 - 1950	6
44026	Arcos de las Salinas	1951 - 1960	13
44026	Arcos de las Salinas	1961 - 1970	12
44026	Arcos de las Salinas	1971 - 1980	18
44026	Arcos de las Salinas	1981 - 1990	7
44026	Arcos de las Salinas	1993	1
44026	Arcos de las Salinas	1998	1
44027	Arens de Lledó	 Antes de 1900	50
44027	Arens de Lledó	1900 - 1920	2
44027	Arens de Lledó	1921 - 1940	1
44027	Arens de Lledó	1971 - 1980	5
44027	Arens de Lledó	1981 - 1990	5
44027	Arens de Lledó	1991	1
44027	Arens de Lledó	1992	1
44027	Arens de Lledó	1993	1
44027	Arens de Lledó	1995	1
44027	Arens de Lledó	1997	1
44027	Arens de Lledó	2000	1
44028	Argente	 Antes de 1900	57
44028	Argente	1900 - 1920	1
44028	Argente	1921 - 1940	8
44028	Argente	1941 - 1950	9
44028	Argente	1951 - 1960	4
44028	Argente	1961 - 1970	4
44028	Argente	1971 - 1980	8
44028	Argente	1981 - 1990	7
44028	Argente	1992	1
44028	Argente	1993	1
44028	Argente	1996	1
44028	Argente	1999	1
44028	Argente	2000	1
44028	Argente	2001	1
44029	Ariño	 Antes de 1900	32
44029	Ariño	1900 - 1920	46
44029	Ariño	1921 - 1940	27
44029	Ariño	1941 - 1950	22
44029	Ariño	1951 - 1960	39
44029	Ariño	1961 - 1970	6
44029	Ariño	1971 - 1980	44
44029	Ariño	1981 - 1990	87
44029	Ariño	1991	1
44029	Ariño	1992	3
44029	Ariño	1994	1
44029	Ariño	1995	1
44029	Ariño	1997	1
44029	Ariño	1998	11
44029	Ariño	1999	1
44029	Ariño	2000	1
44029	Ariño	2001	2
44031	Azaila	 Antes de 1900	3
44031	Azaila	1900 - 1920	3
44031	Azaila	1921 - 1940	4
44031	Azaila	1941 - 1950	7
44031	Azaila	1951 - 1960	5
44031	Azaila	1961 - 1970	18
44031	Azaila	1971 - 1980	19
44031	Azaila	1981 - 1990	14
44031	Azaila	1993	1
44031	Azaila	1994	1
44031	Azaila	1997	3
44031	Azaila	2000	1
44032	Bádenas	 Antes de 1900	11
44032	Bádenas	1971 - 1980	2
44033	Báguena	  No aplicable	1
44033	Báguena	 Antes de 1900	117
44033	Báguena	1900 - 1920	28
44033	Báguena	1921 - 1940	10
44033	Báguena	1941 - 1950	3
44033	Báguena	1951 - 1960	5
44033	Báguena	1961 - 1970	8
44033	Báguena	1971 - 1980	13
44033	Báguena	1981 - 1990	7
44033	Báguena	1997	2
44033	Báguena	2000	2
44033	Báguena	2001	1
44034	Bañón	 Antes de 1900	48
44034	Bañón	1900 - 1920	5
44034	Bañón	1921 - 1940	6
44034	Bañón	1941 - 1950	3
44034	Bañón	1951 - 1960	1
44034	Bañón	1971 - 1980	1
44034	Bañón	1981 - 1990	1
44034	Bañón	1995	1
44034	Bañón	1996	3
44035	Barrachina	 Antes de 1900	40
44035	Barrachina	1900 - 1920	4
44035	Barrachina	1921 - 1940	6
44035	Barrachina	1941 - 1950	2
44035	Barrachina	1961 - 1970	3
44035	Barrachina	1971 - 1980	2
44035	Barrachina	1981 - 1990	7
44035	Barrachina	1991	1
44035	Barrachina	1992	1
44035	Barrachina	1993	1
44035	Barrachina	1995	1
44035	Barrachina	1998	1
44036	Bea	 Antes de 1900	4
44036	Bea	1900 - 1920	7
44036	Bea	1951 - 1960	1
44036	Bea	1961 - 1970	1
44036	Bea	1971 - 1980	1
44036	Bea	1981 - 1990	4
44037	Beceite	 Antes de 1900	144
44037	Beceite	1900 - 1920	15
44037	Beceite	1921 - 1940	7
44037	Beceite	1941 - 1950	2
44037	Beceite	1951 - 1960	3
44037	Beceite	1961 - 1970	13
44037	Beceite	1971 - 1980	17
44037	Beceite	1981 - 1990	20
44037	Beceite	1991	5
44037	Beceite	1992	1
44037	Beceite	1993	2
44037	Beceite	1994	2
44037	Beceite	1995	1
44037	Beceite	1998	1
44037	Beceite	1999	2
44037	Beceite	2001	2
44038	Belmonte de San José	 Antes de 1900	15
44038	Belmonte de San José	1900 - 1920	4
44038	Belmonte de San José	1921 - 1940	4
44038	Belmonte de San José	1941 - 1950	15
44038	Belmonte de San José	1951 - 1960	16
44038	Belmonte de San José	1961 - 1970	4
44038	Belmonte de San José	1971 - 1980	4
44039	Bello	  No aplicable	4
44039	Bello	 Antes de 1900	95
44039	Bello	1900 - 1920	3
44039	Bello	1921 - 1940	6
44039	Bello	1941 - 1950	2
44039	Bello	1951 - 1960	4
44039	Bello	1961 - 1970	9
44039	Bello	1971 - 1980	12
44039	Bello	1981 - 1990	14
44039	Bello	1991	1
44039	Bello	1993	1
44039	Bello	1996	2
44039	Bello	1997	1
44039	Bello	1998	1
44039	Bello	1999	1
44039	Bello	2000	1
44039	Bello	2001	2
44040	Berge	 Antes de 1900	26
44040	Berge	1900 - 1920	28
44040	Berge	1921 - 1940	8
44040	Berge	1941 - 1950	3
44040	Berge	1951 - 1960	6
44040	Berge	1961 - 1970	2
44040	Berge	1971 - 1980	12
44040	Berge	1981 - 1990	4
44040	Berge	1992	4
44040	Berge	1993	1
44040	Berge	1994	2
44040	Berge	1998	1
44040	Berge	1999	1
44041	Bezas	 Antes de 1900	9
44041	Bezas	1900 - 1920	8
44041	Bezas	1921 - 1940	11
44041	Bezas	1941 - 1950	1
44041	Bezas	1951 - 1960	2
44041	Bezas	1961 - 1970	1
44041	Bezas	1981 - 1990	1
44041	Bezas	1993	1
44042	Blancas	 Antes de 1900	14
44042	Blancas	1900 - 1920	3
44042	Blancas	1921 - 1940	2
44042	Blancas	1941 - 1950	6
44042	Blancas	1951 - 1960	10
44042	Blancas	1961 - 1970	9
44042	Blancas	1971 - 1980	11
44042	Blancas	1981 - 1990	10
44042	Blancas	1991	1
44042	Blancas	1992	1
44042	Blancas	1994	2
44042	Blancas	1995	2
44042	Blancas	1997	2
44042	Blancas	1999	1
44043	Blesa	 Antes de 1900	63
44043	Blesa	1981 - 1990	2
44043	Blesa	1992	1
44043	Blesa	1997	1
44044	Bordón	 Antes de 1900	46
44044	Bordón	1900 - 1920	1
44044	Bordón	1961 - 1970	2
44044	Bordón	1971 - 1980	2
44044	Bordón	1981 - 1990	6
44045	Bronchales	  No aplicable	4
44045	Bronchales	1900 - 1920	2
44045	Bronchales	1921 - 1940	1
44045	Bronchales	1941 - 1950	5
44045	Bronchales	1951 - 1960	22
44045	Bronchales	1961 - 1970	37
44045	Bronchales	1971 - 1980	59
44045	Bronchales	1981 - 1990	40
44045	Bronchales	1992	2
44045	Bronchales	1993	1
44045	Bronchales	1994	2
44045	Bronchales	1995	2
44045	Bronchales	1996	4
44045	Bronchales	1997	5
44045	Bronchales	1998	3
44045	Bronchales	2000	3
44045	Bronchales	2001	1
44046	Bueña	 Antes de 1900	34
44046	Bueña	1900 - 1920	2
44046	Bueña	1941 - 1950	3
44046	Bueña	1971 - 1980	1
44046	Bueña	1981 - 1990	2
44047	Burbáguena	1900 - 1920	8
44047	Burbáguena	1921 - 1940	50
44047	Burbáguena	1941 - 1950	31
44047	Burbáguena	1951 - 1960	22
44047	Burbáguena	1961 - 1970	2
44047	Burbáguena	1971 - 1980	4
44047	Burbáguena	1991	1
44047	Burbáguena	1994	1
44047	Burbáguena	1995	1
44047	Burbáguena	1999	1
44048	Cabra de Mora	  No aplicable	1
44048	Cabra de Mora	 Antes de 1900	3
44048	Cabra de Mora	1900 - 1920	3
44048	Cabra de Mora	1921 - 1940	2
44048	Cabra de Mora	1941 - 1950	1
44048	Cabra de Mora	1951 - 1960	5
44048	Cabra de Mora	1961 - 1970	5
44048	Cabra de Mora	1971 - 1980	9
44048	Cabra de Mora	1981 - 1990	5
44048	Cabra de Mora	1991	1
44048	Cabra de Mora	1996	3
44048	Cabra de Mora	1997	1
44048	Cabra de Mora	1999	1
44048	Cabra de Mora	2000	1
44048	Cabra de Mora	2001	1
44049	Calaceite	 Antes de 1900	270
44049	Calaceite	1900 - 1920	29
44049	Calaceite	1921 - 1940	10
44049	Calaceite	1941 - 1950	6
44049	Calaceite	1951 - 1960	6
44049	Calaceite	1961 - 1970	33
44049	Calaceite	1971 - 1980	52
44049	Calaceite	1981 - 1990	22
44049	Calaceite	1991	1
44049	Calaceite	1992	7
44049	Calaceite	1993	5
44049	Calaceite	1995	2
44049	Calaceite	1996	5
44049	Calaceite	1997	1
44049	Calaceite	1998	3
44049	Calaceite	2000	1
44049	Calaceite	2001	1
44050	Calamocha	  No aplicable	5
44050	Calamocha	 Antes de 1900	115
44050	Calamocha	1900 - 1920	41
44050	Calamocha	1921 - 1940	42
44050	Calamocha	1941 - 1950	67
44050	Calamocha	1951 - 1960	95
44050	Calamocha	1961 - 1970	177
44050	Calamocha	1971 - 1980	491
44050	Calamocha	1981 - 1990	287
44050	Calamocha	1991	35
44050	Calamocha	1992	36
44050	Calamocha	1993	26
44050	Calamocha	1994	18
44050	Calamocha	1995	30
44050	Calamocha	1996	24
44050	Calamocha	1997	18
44050	Calamocha	1998	31
44050	Calamocha	1999	23
44050	Calamocha	2000	18
44050	Calamocha	2001	18
44051	Calanda	  No aplicable	4
44051	Calanda	 Antes de 1900	171
44051	Calanda	1900 - 1920	67
44051	Calanda	1921 - 1940	52
44051	Calanda	1941 - 1950	57
44051	Calanda	1951 - 1960	61
44051	Calanda	1961 - 1970	117
44051	Calanda	1971 - 1980	352
44051	Calanda	1981 - 1990	189
44051	Calanda	1991	13
44051	Calanda	1992	12
44051	Calanda	1993	32
44051	Calanda	1994	14
44051	Calanda	1995	16
44051	Calanda	1996	8
44051	Calanda	1997	6
44051	Calanda	1998	9
44051	Calanda	1999	21
44051	Calanda	2000	13
44051	Calanda	2001	10
44052	Calomarde	 Antes de 1900	15
44052	Calomarde	1900 - 1920	4
44052	Calomarde	1921 - 1940	1
44052	Calomarde	1961 - 1970	1
44052	Calomarde	1971 - 1980	3
44052	Calomarde	1981 - 1990	6
44052	Calomarde	1995	1
44052	Calomarde	1996	1
44052	Calomarde	2001	1
44053	Camañas	 Antes de 1900	36
44053	Camañas	1900 - 1920	3
44053	Camañas	1921 - 1940	2
44053	Camañas	1941 - 1950	5
44053	Camañas	1951 - 1960	2
44053	Camañas	1961 - 1970	4
44053	Camañas	1981 - 1990	1
44053	Camañas	1992	1
44053	Camañas	1998	1
44053	Camañas	2000	2
44054	Camarena de la Sierra	 Antes de 1900	14
44054	Camarena de la Sierra	1900 - 1920	15
44054	Camarena de la Sierra	1921 - 1940	4
44054	Camarena de la Sierra	1941 - 1950	4
44054	Camarena de la Sierra	1951 - 1960	2
44054	Camarena de la Sierra	1961 - 1970	12
44054	Camarena de la Sierra	1971 - 1980	3
44054	Camarena de la Sierra	1981 - 1990	7
44054	Camarena de la Sierra	1996	2
44054	Camarena de la Sierra	1997	1
44054	Camarena de la Sierra	1998	1
44054	Camarena de la Sierra	2000	1
44055	Camarillas	 Antes de 1900	35
44055	Camarillas	1900 - 1920	1
44055	Camarillas	1921 - 1940	2
44055	Camarillas	1941 - 1950	1
44055	Camarillas	1971 - 1980	1
44055	Camarillas	1981 - 1990	2
