Municipio código	Municipio nombre	Estado civil	Personas residentes viviendas familiares
44159	Moscardón	Casados/as	24
44159	Moscardón	Viudos/as	8
44160	Mosqueruela	Solteros/as	209
44160	Mosqueruela	Casados/as	351
44160	Mosqueruela	Viudos/as	55
44160	Mosqueruela	Separados/as	4
44161	Muniesa	Solteros/as	147
44161	Muniesa	Casados/as	384
44161	Muniesa	Viudos/as	72
44161	Muniesa	Separados/as	5
44161	Muniesa	Divorciados/as	1
44163	Noguera de Albarracín	Solteros/as	37
44163	Noguera de Albarracín	Casados/as	87
44163	Noguera de Albarracín	Viudos/as	25
44164	Nogueras	Solteros/as	9
44164	Nogueras	Casados/as	7
44164	Nogueras	Viudos/as	3
44165	Nogueruelas	Solteros/as	59
44165	Nogueruelas	Casados/as	101
44165	Nogueruelas	Viudos/as	25
44165	Nogueruelas	Separados/as	4
44167	Obón	Solteros/as	20
44167	Obón	Casados/as	47
44167	Obón	Viudos/as	8
44167	Obón	Separados/as	1
44168	Odón	Solteros/as	61
44168	Odón	Casados/as	157
44168	Odón	Viudos/as	22
44168	Odón	Separados/as	1
44169	Ojos Negros	Solteros/as	140
44169	Ojos Negros	Casados/as	310
44169	Ojos Negros	Viudos/as	53
44169	Ojos Negros	Divorciados/as	3
44171	Olba	Solteros/as	66
44171	Olba	Casados/as	95
44171	Olba	Viudos/as	24
44171	Olba	Separados/as	3
44172	Oliete	Solteros/as	89
44172	Oliete	Casados/as	258
44172	Oliete	Viudos/as	66
44172	Oliete	Separados/as	3
44172	Oliete	Divorciados/as	2
44173	Olmos (Los)	Solteros/as	43
44173	Olmos (Los)	Casados/as	70
44173	Olmos (Los)	Viudos/as	11
44173	Olmos (Los)	Separados/as	2
44174	Orihuela del Tremedal	Solteros/as	150
44174	Orihuela del Tremedal	Casados/as	279
44174	Orihuela del Tremedal	Viudos/as	66
44174	Orihuela del Tremedal	Separados/as	9
44174	Orihuela del Tremedal	Divorciados/as	1
44175	Orrios	Solteros/as	53
44175	Orrios	Casados/as	92
44175	Orrios	Viudos/as	18
44176	Palomar de Arroyos	Solteros/as	72
44176	Palomar de Arroyos	Casados/as	122
44176	Palomar de Arroyos	Viudos/as	16
44177	Pancrudo	Solteros/as	53
44177	Pancrudo	Casados/as	84
44177	Pancrudo	Viudos/as	13
44178	Parras de Castellote (Las)	Solteros/as	18
44178	Parras de Castellote (Las)	Casados/as	43
44178	Parras de Castellote (Las)	Viudos/as	14
44178	Parras de Castellote (Las)	Separados/as	3
44179	Peñarroya de Tastavins	Solteros/as	124
44179	Peñarroya de Tastavins	Casados/as	285
44179	Peñarroya de Tastavins	Viudos/as	51
44179	Peñarroya de Tastavins	Separados/as	2
44180	Peracense	Solteros/as	18
44180	Peracense	Casados/as	66
44180	Peracense	Viudos/as	14
44181	Peralejos	Solteros/as	22
44181	Peralejos	Casados/as	45
44181	Peralejos	Viudos/as	9
44182	Perales del Alfambra	Solteros/as	61
44182	Perales del Alfambra	Casados/as	160
44182	Perales del Alfambra	Viudos/as	25
44182	Perales del Alfambra	Separados/as	2
44182	Perales del Alfambra	Divorciados/as	2
44183	Pitarque	Solteros/as	26
44183	Pitarque	Casados/as	48
44183	Pitarque	Viudos/as	17
44184	Plou	Solteros/as	14
44184	Plou	Casados/as	23
44184	Plou	Viudos/as	13
44185	Pobo (El)	Solteros/as	33
44185	Pobo (El)	Casados/as	67
44185	Pobo (El)	Viudos/as	24
44187	Portellada (La)	Solteros/as	76
44187	Portellada (La)	Casados/as	168
44187	Portellada (La)	Viudos/as	25
44187	Portellada (La)	Separados/as	2
44189	Pozondón	Solteros/as	17
44189	Pozondón	Casados/as	45
44189	Pozondón	Viudos/as	14
44190	Pozuel del Campo	Solteros/as	22
44190	Pozuel del Campo	Casados/as	62
44190	Pozuel del Campo	Viudos/as	17
44190	Pozuel del Campo	Separados/as	1
44191	Puebla de Híjar (La)	Solteros/as	261
44191	Puebla de Híjar (La)	Casados/as	564
44191	Puebla de Híjar (La)	Viudos/as	99
44191	Puebla de Híjar (La)	Separados/as	8
44191	Puebla de Híjar (La)	Divorciados/as	3
44192	Puebla de Valverde (La)	Solteros/as	118
44192	Puebla de Valverde (La)	Casados/as	244
44192	Puebla de Valverde (La)	Viudos/as	52
44192	Puebla de Valverde (La)	Separados/as	6
44192	Puebla de Valverde (La)	Divorciados/as	1
44193	Puertomingalvo	Solteros/as	46
44193	Puertomingalvo	Casados/as	76
44193	Puertomingalvo	Viudos/as	12
44193	Puertomingalvo	Separados/as	4
44193	Puertomingalvo	Divorciados/as	1
44194	Ráfales	Solteros/as	42
44194	Ráfales	Casados/as	108
44194	Ráfales	Viudos/as	28
44194	Ráfales	Divorciados/as	2
44195	Rillo	Solteros/as	58
44195	Rillo	Casados/as	64
44195	Rillo	Viudos/as	5
44196	Riodeva	Solteros/as	42
44196	Riodeva	Casados/as	109
44196	Riodeva	Viudos/as	33
44196	Riodeva	Separados/as	1
44197	Ródenas	Solteros/as	20
44197	Ródenas	Casados/as	42
44197	Ródenas	Viudos/as	11
44198	Royuela	Solteros/as	73
44198	Royuela	Casados/as	110
44198	Royuela	Viudos/as	25
44198	Royuela	Divorciados/as	1
44199	Rubiales	Solteros/as	17
44199	Rubiales	Casados/as	29
44199	Rubiales	Viudos/as	5
44200	Rubielos de la Cérida	Solteros/as	19
44200	Rubielos de la Cérida	Casados/as	27
44200	Rubielos de la Cérida	Viudos/as	8
44200	Rubielos de la Cérida	Separados/as	2
44201	Rubielos de Mora	Solteros/as	133
44201	Rubielos de Mora	Casados/as	319
44201	Rubielos de Mora	Viudos/as	57
44201	Rubielos de Mora	Separados/as	7
44201	Rubielos de Mora	Divorciados/as	2
44203	Salcedillo	Casados/as	3
44203	Salcedillo	Viudos/as	3
44203	Salcedillo	Separados/as	1
44204	Saldón	Solteros/as	10
44204	Saldón	Casados/as	16
44204	Saldón	Viudos/as	4
44204	Saldón	Separados/as	1
44205	Samper de Calanda	Solteros/as	243
44205	Samper de Calanda	Casados/as	510
44205	Samper de Calanda	Viudos/as	115
44205	Samper de Calanda	Separados/as	9
44205	Samper de Calanda	Divorciados/as	6
44206	San Agustín	Solteros/as	35
44206	San Agustín	Casados/as	62
44206	San Agustín	Viudos/as	21
44206	San Agustín	Separados/as	1
44207	San Martín del Río	Solteros/as	64
44207	San Martín del Río	Casados/as	159
44207	San Martín del Río	Viudos/as	36
44207	San Martín del Río	Separados/as	1
44207	San Martín del Río	Divorciados/as	1
44208	Santa Cruz de Nogueras	Solteros/as	16
44208	Santa Cruz de Nogueras	Casados/as	7
44208	Santa Cruz de Nogueras	Viudos/as	5
44209	Santa Eulalia	Solteros/as	282
44209	Santa Eulalia	Casados/as	598
44209	Santa Eulalia	Viudos/as	141
44209	Santa Eulalia	Separados/as	8
44209	Santa Eulalia	Divorciados/as	2
44210	Sarrión	Solteros/as	289
44210	Sarrión	Casados/as	465
44210	Sarrión	Viudos/as	103
44210	Sarrión	Separados/as	16
44210	Sarrión	Divorciados/as	6
44211	Segura de los Baños	Solteros/as	9
44211	Segura de los Baños	Casados/as	24
44211	Segura de los Baños	Viudos/as	7
44212	Seno	Solteros/as	19
44212	Seno	Casados/as	22
44212	Seno	Viudos/as	5
44213	Singra	Solteros/as	14
44213	Singra	Casados/as	55
44213	Singra	Viudos/as	14
44215	Terriente	Solteros/as	53
44215	Terriente	Casados/as	86
44215	Terriente	Viudos/as	18
44215	Terriente	Separados/as	1
44216	Teruel	Solteros/as	7628
44216	Teruel	Casados/as	14813
44216	Teruel	Viudos/as	1733
44216	Teruel	Separados/as	316
44216	Teruel	Divorciados/as	169
44217	Toril y Masegoso	Solteros/as	8
44217	Toril y Masegoso	Casados/as	10
44217	Toril y Masegoso	Viudos/as	7
44217	Toril y Masegoso	Divorciados/as	1
44218	Tormón	Solteros/as	14
44218	Tormón	Casados/as	20
44218	Tormón	Viudos/as	1
44219	Tornos	Solteros/as	54
44219	Tornos	Casados/as	141
44219	Tornos	Viudos/as	31
44219	Tornos	Separados/as	3
44220	Torralba de los Sisones	Solteros/as	39
44220	Torralba de los Sisones	Casados/as	136
44220	Torralba de los Sisones	Viudos/as	22
44220	Torralba de los Sisones	Separados/as	1
44220	Torralba de los Sisones	Divorciados/as	1
44221	Torrecilla de Alcañiz	Solteros/as	81
44221	Torrecilla de Alcañiz	Casados/as	260
44221	Torrecilla de Alcañiz	Viudos/as	34
44221	Torrecilla de Alcañiz	Separados/as	3
44221	Torrecilla de Alcañiz	Divorciados/as	3
44222	Torrecilla del Rebollar	Solteros/as	47
44222	Torrecilla del Rebollar	Casados/as	96
44222	Torrecilla del Rebollar	Viudos/as	25
44223	Torre de Arcas	Solteros/as	25
44223	Torre de Arcas	Casados/as	55
44223	Torre de Arcas	Viudos/as	13
44223	Torre de Arcas	Divorciados/as	1
44224	Torre de las Arcas	Solteros/as	9
44224	Torre de las Arcas	Casados/as	18
44224	Torre de las Arcas	Viudos/as	3
44224	Torre de las Arcas	Separados/as	3
44225	Torre del Compte	Solteros/as	46
44225	Torre del Compte	Casados/as	85
44225	Torre del Compte	Viudos/as	23
44225	Torre del Compte	Separados/as	3
44225	Torre del Compte	Divorciados/as	1
44226	Torrelacárcel	Solteros/as	73
44226	Torrelacárcel	Casados/as	144
44226	Torrelacárcel	Viudos/as	42
44226	Torrelacárcel	Separados/as	2
44227	Torre los Negros	Solteros/as	22
44227	Torre los Negros	Casados/as	55
44227	Torre los Negros	Viudos/as	10
44227	Torre los Negros	Divorciados/as	1
44228	Torremocha de Jiloca	Solteros/as	43
44228	Torremocha de Jiloca	Casados/as	83
44228	Torremocha de Jiloca	Viudos/as	23
44229	Torres de Albarracín	Solteros/as	48
44229	Torres de Albarracín	Casados/as	77
44229	Torres de Albarracín	Viudos/as	13
44229	Torres de Albarracín	Separados/as	3
44229	Torres de Albarracín	Divorciados/as	3
44230	Torrevelilla	Solteros/as	32
44230	Torrevelilla	Casados/as	115
44230	Torrevelilla	Viudos/as	26
44230	Torrevelilla	Separados/as	3
44230	Torrevelilla	Divorciados/as	3
44231	Torrijas	Solteros/as	16
44231	Torrijas	Casados/as	34
44231	Torrijas	Viudos/as	12
44232	Torrijo del Campo	Solteros/as	157
44232	Torrijo del Campo	Casados/as	283
44232	Torrijo del Campo	Viudos/as	63
44232	Torrijo del Campo	Separados/as	2
44232	Torrijo del Campo	Divorciados/as	1
44234	Tramacastiel	Solteros/as	24
44234	Tramacastiel	Casados/as	57
44234	Tramacastiel	Viudos/as	18
44235	Tramacastilla	Solteros/as	39
44235	Tramacastilla	Casados/as	72
44235	Tramacastilla	Viudos/as	11
44236	Tronchón	Solteros/as	36
44236	Tronchón	Casados/as	43
44236	Tronchón	Viudos/as	17
44237	Urrea de Gaén	Solteros/as	142
44237	Urrea de Gaén	Casados/as	299
44237	Urrea de Gaén	Viudos/as	80
44237	Urrea de Gaén	Separados/as	3
44237	Urrea de Gaén	Divorciados/as	2
44238	Utrillas	Solteros/as	797
44238	Utrillas	Casados/as	1582
44238	Utrillas	Viudos/as	181
44238	Utrillas	Separados/as	42
44238	Utrillas	Divorciados/as	18
44239	Valacloche	Solteros/as	8
44239	Valacloche	Casados/as	6
44239	Valacloche	Viudos/as	5
44239	Valacloche	Separados/as	1
44240	Valbona	Solteros/as	50
44240	Valbona	Casados/as	102
44240	Valbona	Viudos/as	29
44240	Valbona	Separados/as	1
44241	Valdealgorfa	Solteros/as	178
44241	Valdealgorfa	Casados/as	408
44241	Valdealgorfa	Viudos/as	69
44241	Valdealgorfa	Separados/as	1
44241	Valdealgorfa	Divorciados/as	1
44243	Valdecuenca	Solteros/as	9
44243	Valdecuenca	Casados/as	15
44243	Valdecuenca	Viudos/as	6
44244	Valdelinares	Solteros/as	32
44244	Valdelinares	Casados/as	59
44244	Valdelinares	Viudos/as	13
44244	Valdelinares	Divorciados/as	1
44245	Valdeltormo	Solteros/as	79
44245	Valdeltormo	Casados/as	199
44245	Valdeltormo	Viudos/as	51
44245	Valdeltormo	Separados/as	2
44246	Valderrobres	Solteros/as	467
44246	Valderrobres	Casados/as	971
44246	Valderrobres	Viudos/as	185
44246	Valderrobres	Separados/as	17
44246	Valderrobres	Divorciados/as	8
44247	Valjunquera	Solteros/as	86
44247	Valjunquera	Casados/as	237
44247	Valjunquera	Viudos/as	42
44247	Valjunquera	Separados/as	3
44247	Valjunquera	Divorciados/as	4
44249	Vallecillo (El)	Solteros/as	10
44249	Vallecillo (El)	Casados/as	32
44249	Vallecillo (El)	Viudos/as	5
44250	Veguillas de la Sierra	Solteros/as	10
44250	Veguillas de la Sierra	Casados/as	16
44250	Veguillas de la Sierra	Viudos/as	1
44251	Villafranca del Campo	Solteros/as	95
44251	Villafranca del Campo	Casados/as	200
44251	Villafranca del Campo	Viudos/as	37
44251	Villafranca del Campo	Separados/as	1
44251	Villafranca del Campo	Divorciados/as	1
44252	Villahermosa del Campo	Solteros/as	25
44252	Villahermosa del Campo	Casados/as	43
44252	Villahermosa del Campo	Viudos/as	4
44252	Villahermosa del Campo	Separados/as	1
44256	Villanueva del Rebollar de la Sierra	Solteros/as	11
44256	Villanueva del Rebollar de la Sierra	Casados/as	28
44256	Villanueva del Rebollar de la Sierra	Viudos/as	5
44257	Villar del Cobo	Solteros/as	74
44257	Villar del Cobo	Casados/as	110
44257	Villar del Cobo	Viudos/as	17
44257	Villar del Cobo	Separados/as	1
44257	Villar del Cobo	Divorciados/as	1
44258	Villar del Salz	Solteros/as	25
44258	Villar del Salz	Casados/as	53
44258	Villar del Salz	Viudos/as	12
44260	Villarluengo	Solteros/as	69
44260	Villarluengo	Casados/as	93
44260	Villarluengo	Viudos/as	24
44261	Villarquemado	Solteros/as	239
44261	Villarquemado	Casados/as	477
44261	Villarquemado	Viudos/as	105
44261	Villarquemado	Separados/as	7
44262	Villarroya de los Pinares	Solteros/as	53
44262	Villarroya de los Pinares	Casados/as	100
44262	Villarroya de los Pinares	Viudos/as	24
44263	Villastar	Solteros/as	79
44263	Villastar	Casados/as	189
44263	Villastar	Viudos/as	32
44263	Villastar	Separados/as	4
44264	Villel	Solteros/as	91
44264	Villel	Casados/as	173
44264	Villel	Viudos/as	43
44264	Villel	Separados/as	4
44265	Vinaceite	Solteros/as	68
44265	Vinaceite	Casados/as	151
44265	Vinaceite	Viudos/as	41
44266	Visiedo	Solteros/as	55
44266	Visiedo	Casados/as	99
44266	Visiedo	Viudos/as	28
44267	Vivel del Río Martín	Solteros/as	27
44267	Vivel del Río Martín	Casados/as	37
44267	Vivel del Río Martín	Viudos/as	17
44267	Vivel del Río Martín	Separados/as	2
44268	Zoma (La)	Solteros/as	5
44268	Zoma (La)	Casados/as	18
44268	Zoma (La)	Viudos/as	2
50001	Abanto	Solteros/as	33
50001	Abanto	Casados/as	99
50001	Abanto	Viudos/as	29
50002	Acered	Solteros/as	63
50002	Acered	Casados/as	145
50002	Acered	Viudos/as	33
50002	Acered	Divorciados/as	1
50003	Agón	Solteros/as	41
50003	Agón	Casados/as	113
50003	Agón	Viudos/as	10
50003	Agón	Separados/as	2
50003	Agón	Divorciados/as	1
50004	Aguarón	Solteros/as	158
50004	Aguarón	Casados/as	390
50004	Aguarón	Viudos/as	74
50004	Aguarón	Separados/as	5
50004	Aguarón	Divorciados/as	5
50005	Aguilón	Solteros/as	70
50005	Aguilón	Casados/as	168
50005	Aguilón	Viudos/as	38
50005	Aguilón	Separados/as	1
50006	Ainzón	Solteros/as	279
50006	Ainzón	Casados/as	631
50006	Ainzón	Viudos/as	104
50006	Ainzón	Separados/as	12
50006	Ainzón	Divorciados/as	6
50007	Aladrén	Solteros/as	20
50007	Aladrén	Casados/as	43
50007	Aladrén	Viudos/as	6
50007	Aladrén	Separados/as	1
50007	Aladrén	Divorciados/as	1
50008	Alagón	Solteros/as	1360
50008	Alagón	Casados/as	2756
50008	Alagón	Viudos/as	407
50008	Alagón	Separados/as	80
50008	Alagón	Divorciados/as	45
50009	Alarba	Solteros/as	42
50009	Alarba	Casados/as	83
50009	Alarba	Viudos/as	12
50010	Alberite de San Juan	Solteros/as	36
50010	Alberite de San Juan	Casados/as	36
50010	Alberite de San Juan	Viudos/as	13
50011	Albeta	Solteros/as	29
50011	Albeta	Casados/as	64
50011	Albeta	Viudos/as	12
50012	Alborge	Solteros/as	24
50012	Alborge	Casados/as	83
50012	Alborge	Viudos/as	8
50012	Alborge	Divorciados/as	1
50013	Alcalá de Ebro	Solteros/as	66
50013	Alcalá de Ebro	Casados/as	161
50013	Alcalá de Ebro	Viudos/as	29
50013	Alcalá de Ebro	Separados/as	2
50014	Alcalá de Moncayo	Solteros/as	50
50014	Alcalá de Moncayo	Casados/as	60
50014	Alcalá de Moncayo	Viudos/as	13
50015	Alconchel de Ariza	Solteros/as	53
50015	Alconchel de Ariza	Casados/as	60
50015	Alconchel de Ariza	Viudos/as	12
50016	Aldehuela de Liestos	Solteros/as	5
50016	Aldehuela de Liestos	Casados/as	24
50016	Aldehuela de Liestos	Viudos/as	8
50017	Alfajarín	Solteros/as	370
50017	Alfajarín	Casados/as	791
50017	Alfajarín	Viudos/as	90
50017	Alfajarín	Separados/as	30
50017	Alfajarín	Divorciados/as	7
50018	Alfamén	Solteros/as	405
50018	Alfamén	Casados/as	678
50018	Alfamén	Viudos/as	107
50018	Alfamén	Separados/as	7
50018	Alfamén	Divorciados/as	9
50019	Alforque	Solteros/as	22
50019	Alforque	Casados/as	42
50019	Alforque	Viudos/as	13
50020	Alhama de Aragón	Solteros/as	309
50020	Alhama de Aragón	Casados/as	563
50020	Alhama de Aragón	Viudos/as	124
50020	Alhama de Aragón	Separados/as	16
50020	Alhama de Aragón	Divorciados/as	6
50021	Almochuel	Solteros/as	13
50021	Almochuel	Casados/as	27
50021	Almochuel	Viudos/as	9
50022	Almolda (La)	Solteros/as	204
50022	Almolda (La)	Casados/as	332
50022	Almolda (La)	Viudos/as	64
50022	Almolda (La)	Separados/as	4
50023	Almonacid de la Cuba	Solteros/as	84
50023	Almonacid de la Cuba	Casados/as	178
50023	Almonacid de la Cuba	Viudos/as	33
50024	Almonacid de la Sierra	Solteros/as	229
50024	Almonacid de la Sierra	Casados/as	454
50024	Almonacid de la Sierra	Viudos/as	80
50024	Almonacid de la Sierra	Separados/as	8
50024	Almonacid de la Sierra	Divorciados/as	4
50025	Almunia de Doña Godina (La)	Solteros/as	1459
50025	Almunia de Doña Godina (La)	Casados/as	2915
50025	Almunia de Doña Godina (La)	Viudos/as	313
50025	Almunia de Doña Godina (La)	Separados/as	30
50025	Almunia de Doña Godina (La)	Divorciados/as	25
50026	Alpartir	Solteros/as	173
50026	Alpartir	Casados/as	310
50026	Alpartir	Viudos/as	47
50026	Alpartir	Separados/as	4
50026	Alpartir	Divorciados/as	3
50027	Ambel	Solteros/as	96
50027	Ambel	Casados/as	176
50027	Ambel	Viudos/as	40
50028	Anento	Solteros/as	34
50028	Anento	Casados/as	62
50028	Anento	Viudos/as	9
50029	Aniñón	Solteros/as	210
50029	Aniñón	Casados/as	459
50029	Aniñón	Viudos/as	72
50029	Aniñón	Separados/as	6
50029	Aniñón	Divorciados/as	5
50030	Añón de Moncayo	Solteros/as	94
50030	Añón de Moncayo	Casados/as	116
50030	Añón de Moncayo	Viudos/as	33
50030	Añón de Moncayo	Divorciados/as	1
50031	Aranda de Moncayo	Solteros/as	67
50031	Aranda de Moncayo	Casados/as	111
50031	Aranda de Moncayo	Viudos/as	26
50031	Aranda de Moncayo	Separados/as	1
50032	Arándiga	Solteros/as	107
50032	Arándiga	Casados/as	256
50032	Arándiga	Viudos/as	65
50032	Arándiga	Separados/as	4
50033	Ardisa	Solteros/as	12
50033	Ardisa	Casados/as	51
50033	Ardisa	Viudos/as	6
50034	Ariza	Solteros/as	379
50034	Ariza	Casados/as	596
50034	Ariza	Viudos/as	111
50034	Ariza	Separados/as	6
50034	Ariza	Divorciados/as	4
50035	Artieda	Solteros/as	36
50035	Artieda	Casados/as	42
50035	Artieda	Viudos/as	11
50035	Artieda	Separados/as	1
50036	Asín	Solteros/as	28
50036	Asín	Casados/as	49
50036	Asín	Viudos/as	12
50037	Atea	Solteros/as	61
50037	Atea	Casados/as	106
50037	Atea	Viudos/as	27
50037	Atea	Separados/as	2
50038	Ateca	Solteros/as	514
50038	Ateca	Casados/as	1014
50038	Ateca	Viudos/as	157
50038	Ateca	Separados/as	22
50038	Ateca	Divorciados/as	10
50039	Azuara	Solteros/as	168
50039	Azuara	Casados/as	358
50039	Azuara	Viudos/as	74
50039	Azuara	Separados/as	1
50039	Azuara	Divorciados/as	3
50040	Badules	Solteros/as	39
50040	Badules	Casados/as	55
50040	Badules	Viudos/as	11
50040	Badules	Divorciados/as	1
50041	Bagüés	Solteros/as	8
50041	Bagüés	Casados/as	23
50041	Bagüés	Viudos/as	5
50041	Bagüés	Separados/as	3
50042	Balconchán	Solteros/as	7
50042	Balconchán	Casados/as	17
50042	Balconchán	Viudos/as	4
50043	Bárboles	Solteros/as	95
50043	Bárboles	Casados/as	145
50043	Bárboles	Viudos/as	36
50043	Bárboles	Separados/as	4
50043	Bárboles	Divorciados/as	1
50044	Bardallur	Solteros/as	75
50044	Bardallur	Casados/as	144
50044	Bardallur	Viudos/as	39
50044	Bardallur	Separados/as	3
50044	Bardallur	Divorciados/as	1
50045	Belchite	Solteros/as	329
50045	Belchite	Casados/as	900
50045	Belchite	Viudos/as	166
50045	Belchite	Separados/as	4
50045	Belchite	Divorciados/as	13
50046	Belmonte de Gracián	Solteros/as	76
50046	Belmonte de Gracián	Casados/as	124
50046	Belmonte de Gracián	Viudos/as	33
50046	Belmonte de Gracián	Separados/as	4
50046	Belmonte de Gracián	Divorciados/as	2
50047	Berdejo	Solteros/as	16
50047	Berdejo	Casados/as	29
50047	Berdejo	Viudos/as	4
50047	Berdejo	Separados/as	1
50047	Berdejo	Divorciados/as	2
50048	Berrueco	Solteros/as	6
50048	Berrueco	Casados/as	25
50048	Berrueco	Viudos/as	3
50050	Bijuesca	Solteros/as	46
50050	Bijuesca	Casados/as	65
50050	Bijuesca	Viudos/as	13
50050	Bijuesca	Divorciados/as	1
50051	Biota	Solteros/as	332
50051	Biota	Casados/as	642
50051	Biota	Viudos/as	92
50051	Biota	Separados/as	6
50051	Biota	Divorciados/as	2
50052	Bisimbre	Solteros/as	41
50052	Bisimbre	Casados/as	66
50052	Bisimbre	Viudos/as	14
50052	Bisimbre	Separados/as	2
50053	Boquiñeni	Solteros/as	238
50053	Boquiñeni	Casados/as	531
50053	Boquiñeni	Viudos/as	107
50053	Boquiñeni	Separados/as	3
50053	Boquiñeni	Divorciados/as	1
50054	Bordalba	Solteros/as	25
50054	Bordalba	Casados/as	45
50054	Bordalba	Viudos/as	7
50054	Bordalba	Separados/as	1
50054	Bordalba	Divorciados/as	1
50055	Borja	Solteros/as	1041
50055	Borja	Casados/as	2095
50055	Borja	Viudos/as	317
50055	Borja	Separados/as	44
50055	Borja	Divorciados/as	16
50056	Botorrita	Solteros/as	118
50056	Botorrita	Casados/as	262
50056	Botorrita	Viudos/as	30
50056	Botorrita	Separados/as	5
50056	Botorrita	Divorciados/as	3
50057	Brea de Aragón	Solteros/as	533
50057	Brea de Aragón	Casados/as	1019
50057	Brea de Aragón	Viudos/as	146
50057	Brea de Aragón	Separados/as	7
50057	Brea de Aragón	Divorciados/as	3
50058	Bubierca	Solteros/as	36
50058	Bubierca	Casados/as	47
50058	Bubierca	Viudos/as	13
50059	Bujaraloz	Solteros/as	265
50059	Bujaraloz	Casados/as	514
50059	Bujaraloz	Viudos/as	86
50059	Bujaraloz	Separados/as	3
50059	Bujaraloz	Divorciados/as	3
50060	Bulbuente	Solteros/as	72
50060	Bulbuente	Casados/as	121
50060	Bulbuente	Viudos/as	30
50060	Bulbuente	Separados/as	5
50060	Bulbuente	Divorciados/as	3
50061	Bureta	Solteros/as	96
50061	Bureta	Casados/as	156
50061	Bureta	Viudos/as	34
50061	Bureta	Separados/as	1
50061	Bureta	Divorciados/as	1
50062	Burgo de Ebro (El)	Solteros/as	410
50062	Burgo de Ebro (El)	Casados/as	832
50062	Burgo de Ebro (El)	Viudos/as	117
50062	Burgo de Ebro (El)	Separados/as	24
50062	Burgo de Ebro (El)	Divorciados/as	21
50063	Buste (El)	Solteros/as	25
50063	Buste (El)	Casados/as	64
50063	Buste (El)	Viudos/as	11
50063	Buste (El)	Separados/as	1
50064	Cabañas de Ebro	Solteros/as	145
50064	Cabañas de Ebro	Casados/as	279
50064	Cabañas de Ebro	Viudos/as	53
50064	Cabañas de Ebro	Separados/as	3
50065	Cabolafuente	Solteros/as	20
50065	Cabolafuente	Casados/as	29
50065	Cabolafuente	Viudos/as	5
50066	Cadrete	Solteros/as	418
50066	Cadrete	Casados/as	986
50066	Cadrete	Viudos/as	81
50066	Cadrete	Separados/as	31
50066	Cadrete	Divorciados/as	14
50067	Calatayud	Solteros/as	4703
50067	Calatayud	Casados/as	8627
50067	Calatayud	Viudos/as	1345
50067	Calatayud	Separados/as	239
50067	Calatayud	Divorciados/as	130
50068	Calatorao	Solteros/as	703
50068	Calatorao	Casados/as	1512
50068	Calatorao	Viudos/as	209
50068	Calatorao	Separados/as	24
50068	Calatorao	Divorciados/as	16
50069	Calcena	Solteros/as	36
50069	Calcena	Casados/as	46
50069	Calcena	Viudos/as	12
50070	Calmarza	Solteros/as	27
50070	Calmarza	Casados/as	39
50070	Calmarza	Viudos/as	18
50070	Calmarza	Divorciados/as	1
50071	Campillo de Aragón	Solteros/as	59
50071	Campillo de Aragón	Casados/as	87
50071	Campillo de Aragón	Viudos/as	21
50071	Campillo de Aragón	Separados/as	2
50072	Carenas	Solteros/as	66
50072	Carenas	Casados/as	91
50072	Carenas	Viudos/as	31
50073	Cariñena	Solteros/as	890
50073	Cariñena	Casados/as	1662
50073	Cariñena	Viudos/as	218
50073	Cariñena	Separados/as	16
50073	Cariñena	Divorciados/as	18
50074	Caspe	Solteros/as	1888
50074	Caspe	Casados/as	4008
50074	Caspe	Viudos/as	673
50074	Caspe	Separados/as	83
50074	Caspe	Divorciados/as	48
50075	Castejón de Alarba	Solteros/as	31
50075	Castejón de Alarba	Casados/as	62
50075	Castejón de Alarba	Viudos/as	10
50076	Castejón de las Armas	Solteros/as	29
50076	Castejón de las Armas	Casados/as	61
50076	Castejón de las Armas	Viudos/as	21
50077	Castejón de Valdejasa	Solteros/as	89
50077	Castejón de Valdejasa	Casados/as	163
50077	Castejón de Valdejasa	Viudos/as	38
50077	Castejón de Valdejasa	Separados/as	3
50078	Castiliscar	Solteros/as	136
50078	Castiliscar	Casados/as	195
50078	Castiliscar	Viudos/as	43
50078	Castiliscar	Separados/as	4
50078	Castiliscar	Divorciados/as	1
50079	Cervera de la Cañada	Solteros/as	105
50079	Cervera de la Cañada	Casados/as	157
50079	Cervera de la Cañada	Viudos/as	40
50079	Cervera de la Cañada	Separados/as	3
50080	Cerveruela	Solteros/as	7
50080	Cerveruela	Casados/as	16
50080	Cerveruela	Viudos/as	2
50081	Cetina	Solteros/as	166
50081	Cetina	Casados/as	392
50081	Cetina	Viudos/as	78
50081	Cetina	Separados/as	5
50081	Cetina	Divorciados/as	7
50082	Cimballa	Solteros/as	30
50082	Cimballa	Casados/as	87
50082	Cimballa	Viudos/as	16
50083	Cinco Olivas	Solteros/as	34
50083	Cinco Olivas	Casados/as	67
50083	Cinco Olivas	Viudos/as	16
50083	Cinco Olivas	Separados/as	1
50084	Clarés de Ribota	Solteros/as	20
50084	Clarés de Ribota	Casados/as	65
50084	Clarés de Ribota	Viudos/as	19
50085	Codo	Solteros/as	64
50085	Codo	Casados/as	157
50085	Codo	Viudos/as	24
50086	Codos	Solteros/as	94
50086	Codos	Casados/as	127
50086	Codos	Viudos/as	31
