Año	Código del municipio	Nombre del municipio	Superficie total de las explotaciones	Superficie Agrícola Utilizada (SAU)	Hectáreas de SAU en propiedad	Hectáreas de SAU en arrendamiento	Hectáreas de SAU en aparcería	Hectáreas de SAU en otros regímenes de tenencia de las tierras
1999	50235	San Mateo de Gállego	6243,49	5952,71	1595	2970	1388	0
1999	50236	Santa Cruz de Grío	1757,89	839,54	824	9	6	0
1999	50237	Santa Cruz de Moncayo	336,4	322,06	44	2	0	276
1999	50238	Santa Eulalia de Gállego	2159,65	488,99	455	34	0	0
1999	50239	Santed	2241,47	2122,2	1149	552	422	0
1999	50240	Sástago	26984,42	17108,86	7091	4604	5414	0
1999	50241	Saviñán	899,9	762,73	669	70	22	1
1999	50242	Sediles	971,54	518,77	436	64	18	0
1999	50243	Sestrica	2749,18	1959,39	1936	22	0	0
1999	50244	Sierra de Luna	3585,95	3083,39	1784	1083	216	0
1999	50245	Sigüés	12070,65	2491,26	1077	1414	0	0
1999	50246	Sisamón	2534,56	2202,22	1053	1149	0	0
1999	50247	Sobradiel	886,68	765,9	329	379	17	41
1999	50248	Sos del Rey Católico	21776,86	12752,75	9665	2254	788	46
1999	50249	Tabuenca	8784,19	2410,25	2036	342	26	6
1999	50250	Talamantes	2789,26	511,39	506	6	0	0
1999	50251	Tarazona	21092,98	9355,46	3557	5511	148	140
1999	50252	Tauste	39376,35	37534,17	23076	2611	1697	10150
1999	50253	Terrer	2914,96	1547,22	971	514	54	8
1999	50254	Tierga	6554,84	4321,58	3050	1271	0	0
1999	50255	Tobed	2929,61	726,87	724	1	0	2
1999	50256	Torralba de los Frailes	3544,19	3131,59	941	1147	1034	8
1999	50257	Torralba de Ribota	2613,28	585,92	565	15	5	1
1999	50258	Torralbilla	1393,19	1295,19	229	1045	21	0
1999	50259	Torrehermosa	1864,6	1806,02	570	1236	0	0
1999	50260	Torrelapaja	1480,99	432,21	162	123	147	0
1999	50261	Torrellas	140,71	31,99	30	1	1	0
1999	50262	Torres de Berrellén	4054,62	3899,13	3048	805	46	0
1999	50263	Torrijo de la Cañada	2512,8	960,13	893	49	8	10
1999	50264	Tosos	6246,51	4032,41	3218	699	116	0
1999	50265	Trasmoz	1121,89	946,97	751	196	0	0
1999	50266	Trasobares	6261,75	4255	3820	381	53	1
1999	50267	Uncastillo	22360,25	6763,52	4058	1492	1133	80
1999	50268	Undués de Lerda	3944,15	1358	376	849	133	0
1999	50269	Urrea de Jalón	2738,74	1837,19	614	1006	197	20
1999	50270	Urriés	3429,63	495,77	399	93	4	0
1999	50271	Used	7825,12	7564,61	3046	2804	1493	222
1999	50272	Utebo	1118,01	1079,36	387	451	241	0
1999	50273	Valdehorna	726,36	456,34	194	262	0	0
1999	50274	Val de San Martín	3417,57	1733,09	346	1365	10	12
1999	50275	Valmadrid	3727,68	955,26	589	338	28	0
1999	50276	Valpalmas	3090,76	2603,78	1662	775	165	2
1999	50277	Valtorres	304,42	100,32	100	0	0	0
1999	50278	Velilla de Ebro	4871,84	3369,08	937	1860	573	0
1999	50279	Velilla de Jiloca	1011,67	394,84	158	221	13	2
1999	50280	Vera de Moncayo	2163,92	1599,86	984	569	6	42
1999	50281	Vierlas	73,4	71,08	62	9	0	0
1999	50282	Vilueña (La)	1001,28	778,39	680	97	0	1
1999	50283	Villadoz	1643,08	1640,88	680	960	0	0
1999	50284	Villafeliche	1168,01	414,53	328	34	51	1
1999	50285	Villafranca de Ebro	6361,13	2310,58	1838	314	158	0
1999	50286	Villalba de Perejil	686,66	589,6	136	434	8	11
1999	50287	Villalengua	3879,89	1178,25	671	166	227	114
1999	50288	Villanueva de Gállego	7573,56	4643,24	850	3783	5	6
1999	50289	Villanueva de Jiloca	309,3	154,79	148	7	0	0
1999	50290	Villanueva de Huerva	7211,45	5616,05	3719	1014	340	543
1999	50291	Villar de los Navarros	4470,5	4264,15	2695	1570	0	0
1999	50292	Villarreal de Huerva	1942,49	1537,75	808	730	0	0
1999	50293	Villarroya de la Sierra	8063,16	2606,46	1608	974	24	0
1999	50294	Villarroya del Campo	1228,61	1220,58	520	535	166	0
1999	50295	Vistabella	467,07	55,26	50	5	0	0
1999	50296	Zaida (La)	1607,59	1196,03	229	963	4	0
1999	50297	Zaragoza	61624,51	39131,37	19393	17487	1964	288
1999	50298	Zuera	32348,06	18424,75	6529	11671	225	0
1999	50901	Biel	12629,8	2346,15	648	1412	286	0
1999	50902	Marracos	1629,91	1422,15	735	438	249	0
