Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar sólo trabajan en la explotación	Personas mano obra familiar trabajan también en otra activ. lucrativa	Personas mano obra familiar trabajan en otra actividad como principal	Personas mano obra familiar trabajan en otra actividad como secundaria	Personas mano obra familiar titulares que sólo trabajan en la explotación	Personas mano obra familiar titulares que trabajan también en otra activ. lucrativa	Personas mano obra familiar titulares que trabajan en otra actividad como principal	Personas mano obra familiar titulares que trabajan en otra actividad como secundaria	Personas mano obra familiar cónyuges que sólo trabajan en la explotación	Personas mano obra familiar cónyuges que trabajan también en otra activ. Lucrativa	Personas mano obra familiar cónyuges que trabajan en otra actividad como principal	Personas mano obra familiar cónyuges que trabajan en otra actividad como secundaria	Personas mano obra familiar otros, que sólo trabajan en la explotación	Personas mano obra familiar otros, que  trabajan también en otra activ. lucrativa	Personas mano obra familiar otros,  trabajan en otra actividad como principal	Personas mano obra familiar otros, que trabajan en otra actividad como secundaria	Personas mano obra familiar con <25% trabajando en explotación	Personas mano obra familiar con >24,99 y <50% trabajando en explotación	Personas mano obra familiar con >49,99 y <75% trabajando en explotación	Personas mano obra familiar con >74,99 y <100% trabajando en explotación	Personas mano obra familiar con 100% trabajando en explotación
1989	50018	Alfamén	571	252	319	289	30	195	160	140	20	13	6	6	0	44	153	143	10	369	108	28	36	30
1989	50019	Alforque	53	47	6	6	0	31	5	5	0	12	1	1	0	4	0	0	0	36	4	1	1	11
1989	50020	Alhama de Aragón	117	78	39	38	1	76	38	37	1	0	0	0	0	2	1	1	0	85	15	6	2	9
1989	50021	Almochuel	18	18	0	0	0	12	0	0	0	4	0	0	0	2	0	0	0	4	2	0	1	11
1989	50022	Almolda (La)	268	156	112	99	13	138	81	71	10	1	2	1	1	17	29	27	2	206	32	9	7	14
1989	50023	Almonacid de la Cuba	212	135	77	71	6	57	40	37	3	67	7	7	0	11	30	27	3	136	21	10	27	18
1989	50024	Almonacid de la Sierra	445	230	215	166	49	193	161	125	36	21	9	8	1	16	45	33	12	286	64	39	22	34
1989	50025	Almunia de Doña Godina (La)	1473	734	739	697	42	433	402	370	32	144	58	57	1	157	279	270	9	1221	90	49	17	96
1989	50026	Alpartir	395	289	106	104	2	181	58	57	1	36	9	9	0	72	39	38	1	294	50	36	8	7
1989	50027	Ambel	266	157	109	108	1	126	57	56	1	16	4	4	0	15	48	48	0	225	13	7	6	15
1989	50028	Anento	21	12	9	9	0	10	7	7	0	2	0	0	0	0	2	2	0	12	6	1	1	1
1989	50029	Aniñón	448	412	36	33	3	287	32	29	3	92	2	2	0	33	2	2	0	286	63	73	17	9
1989	50030	Añón de Moncayo	135	91	44	38	6	67	33	29	4	15	0	0	0	9	11	9	2	100	13	8	3	11
1989	50031	Aranda de Moncayo	104	68	36	32	4	66	28	24	4	1	0	0	0	1	8	8	0	75	7	5	5	12
1989	50032	Arándiga	260	111	149	143	6	90	130	129	1	15	11	6	5	6	8	8	0	175	12	22	37	14
1989	50033	Ardisa	54	31	23	23	0	25	11	11	0	3	0	0	0	3	12	12	0	44	1	1	3	5
1989	50034	Ariza	269	202	67	61	6	196	60	54	6	1	1	1	0	5	6	6	0	199	12	10	22	26
1989	50035	Artieda	13	8	5	5	0	7	4	4	0	0	0	0	0	1	1	1	0	7	2	2	0	2
1989	50036	Asín	24	19	5	5	0	18	5	5	0	0	0	0	0	1	0	0	0	19	2	2	1	0
1989	50037	Atea	317	171	146	110	36	72	112	93	19	70	8	6	2	29	26	11	15	154	96	35	17	15
1989	50038	Ateca	686	313	373	360	13	249	185	176	9	30	26	24	2	34	162	160	2	626	27	4	8	21
1989	50039	Azuara	238	82	156	137	19	71	138	121	17	3	5	4	1	8	13	12	1	144	23	31	5	35
1989	50040	Badules	34	27	7	7	0	21	7	7	0	0	0	0	0	6	0	0	0	11	7	6	4	6
1989	50041	Bagüés	30	18	12	12	0	16	11	11	0	1	0	0	0	1	1	1	0	26	1	0	1	2
1989	50042	Balconchán	27	23	4	4	0	19	3	3	0	4	0	0	0	0	1	1	0	21	1	2	3	0
1989	50043	Bárboles	77	46	31	31	0	40	29	29	0	4	0	0	0	2	2	2	0	52	9	5	9	2
1989	50044	Bardallur	100	23	77	12	65	4	72	10	62	16	2	1	1	3	3	1	2	61	15	10	3	11
1989	50045	Belchite	535	258	277	165	112	239	260	149	111	17	11	10	1	2	6	6	0	323	92	26	7	87
1989	50046	Belmonte de Gracián	182	143	39	28	11	90	30	21	9	28	1	0	1	25	8	7	1	100	26	20	7	29
1989	50047	Berdejo	21	20	1	1	0	14	1	1	0	4	0	0	0	2	0	0	0	19	1	0	0	1
1989	50048	Berrueco	13	10	3	1	2	9	3	1	2	1	0	0	0	0	0	0	0	3	1	4	3	2
1989	50050	Bijuesca	101	70	31	22	9	61	20	16	4	5	0	0	0	4	11	6	5	42	19	18	9	13
1989	50051	Biota	399	306	93	72	21	253	66	54	12	9	2	1	1	44	25	17	8	268	36	39	32	24
1989	50052	Bisimbre	57	40	17	10	7	23	13	6	7	8	0	0	0	9	4	4	0	36	2	2	16	1
1989	50053	Boquiñeni	435	292	143	112	31	177	93	76	17	72	10	8	2	43	40	28	12	322	26	16	11	60
1989	50054	Bordalba	29	28	1	1	0	28	1	1	0	0	0	0	0	0	0	0	0	2	1	13	6	7
1989	50055	Borja	752	343	409	356	53	228	348	300	48	85	10	8	2	30	51	48	3	496	100	37	38	81
1989	50056	Botorrita	34	26	8	6	2	24	8	6	2	0	0	0	0	2	0	0	0	13	4	4	7	6
1989	50057	Brea de Aragón	253	114	139	138	1	68	88	87	1	31	5	5	0	15	46	46	0	234	12	0	3	4
1989	50058	Bubierca	53	37	16	16	0	37	15	15	0	0	0	0	0	0	1	1	0	42	3	4	1	3
1989	50059	Bujaraloz	228	141	87	76	11	121	74	65	9	1	0	0	0	19	13	11	2	124	35	37	25	7
1989	50060	Bulbuente	260	184	76	71	5	161	67	63	4	11	2	1	1	12	7	7	0	212	20	10	5	13
1989	50061	Bureta	101	81	20	17	3	60	17	14	3	12	0	0	0	9	3	3	0	49	10	7	9	26
1989	50062	Burgo de Ebro (El)	354	194	160	158	2	175	147	145	2	4	0	0	0	15	13	13	0	287	21	6	1	39
1989	50063	Buste (El)	42	32	10	2	8	14	7	0	7	12	0	0	0	6	3	2	1	15	12	7	4	4
1989	50064	Cabañas de Ebro	151	82	69	69	0	64	54	54	0	11	1	1	0	7	14	14	0	105	30	13	3	0
1989	50065	Cabolafuente	33	31	2	2	0	31	2	2	0	0	0	0	0	0	0	0	0	11	3	7	3	9
1989	50066	Cadrete	76	57	19	19	0	49	15	15	0	2	0	0	0	6	4	4	0	55	3	0	14	4
1989	50067	Calatayud	965	612	353	326	27	464	248	224	24	42	8	7	1	106	97	95	2	593	203	46	29	94
1989	50068	Calatorao	991	490	501	455	46	351	321	286	35	85	31	30	1	54	149	139	10	820	63	47	18	43
1989	50069	Calcena	49	39	10	10	0	37	10	10	0	1	0	0	0	1	0	0	0	44	1	1	0	3
1989	50070	Calmarza	29	22	7	5	2	21	7	5	2	0	0	0	0	1	0	0	0	11	3	7	5	3
1989	50071	Campillo de Aragón	85	39	46	37	9	33	41	32	9	2	0	0	0	4	5	5	0	55	8	14	1	7
1989	50072	Carenas	145	106	39	32	7	88	25	21	4	8	2	2	0	10	12	9	3	67	29	18	18	13
1989	50073	Cariñena	1005	517	488	444	44	328	309	275	34	66	12	11	1	123	167	158	9	861	68	29	13	34
1989	50074	Caspe	1510	963	547	491	56	712	445	404	41	148	20	15	5	103	82	72	10	863	223	60	7	357
1989	50075	Castejón de Alarba	98	90	8	4	4	53	6	4	2	27	0	0	0	10	2	0	2	14	30	36	18	0
1989	50076	Castejón de las Armas	90	62	28	14	14	58	26	12	14	4	0	0	0	0	2	2	0	57	15	5	4	9
1989	50077	Castejón de Valdejasa	204	122	82	78	4	89	64	61	3	12	3	3	0	21	15	14	1	142	20	21	6	15
1989	50078	Castiliscar	149	106	43	39	4	100	43	39	4	6	0	0	0	0	0	0	0	120	5	4	10	10
1989	50079	Cervera de la Cañada	194	163	31	28	3	137	27	25	2	20	1	1	0	6	3	2	1	96	43	20	14	21
1989	50080	Cerveruela	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1989	50081	Cetina	240	163	77	75	2	144	59	57	2	13	4	4	0	6	14	14	0	160	19	4	2	55
1989	50082	Cimballa	47	25	22	19	3	20	18	15	3	5	1	1	0	0	3	3	0	26	10	5	3	3
1989	50083	Cinco Olivas	7	1	6	5	1	1	5	4	1	0	0	0	0	0	1	1	0	0	5	1	0	1
1989	50084	Clarés de Ribota	96	71	25	24	1	59	25	24	1	10	0	0	0	2	0	0	0	59	18	6	7	6
1989	50085	Codo	22	13	9	3	6	13	8	2	6	0	1	1	0	0	0	0	0	10	1	1	0	10
1989	50086	Codos	360	241	119	118	1	160	85	84	1	59	6	6	0	22	28	28	0	259	37	21	19	24
1989	50087	Contamina	29	25	4	3	1	25	4	3	1	0	0	0	0	0	0	0	0	18	5	4	0	2
1989	50088	Cosuenda	407	221	186	177	9	138	105	100	5	41	4	3	1	42	77	74	3	300	64	12	12	19
1989	50089	Cuarte de Huerva	30	25	5	5	0	21	4	4	0	2	0	0	0	2	1	1	0	20	1	1	8	0
1989	50090	Cubel	62	59	3	3	0	47	1	1	0	1	1	1	0	11	1	1	0	12	7	22	13	8
1989	50091	Cuerlas (Las)	27	25	2	2	0	22	1	1	0	1	0	0	0	2	1	1	0	7	0	6	11	3
1989	50092	Chiprana	58	33	25	25	0	16	20	20	0	13	1	1	0	4	4	4	0	50	2	0	0	6
1989	50093	Chodes	117	58	59	58	1	53	37	37	0	2	1	1	0	3	21	20	1	79	19	3	2	14
1989	50094	Daroca	262	116	146	145	1	110	128	127	1	3	2	2	0	3	16	16	0	216	5	2	0	39
1989	50095	Ejea de los Caballeros	4647	2941	1706	1434	272	2195	889	791	98	184	33	27	6	562	784	616	168	3493	424	322	215	193
1989	50096	Embid de Ariza	23	22	1	1	0	22	1	1	0	0	0	0	0	0	0	0	0	12	1	3	0	7
1989	50098	Encinacorba	217	159	58	56	2	127	44	43	1	14	1	1	0	18	13	12	1	167	21	13	10	6
1989	50099	Épila	1244	671	573	533	40	501	278	243	35	87	12	12	0	83	283	278	5	928	59	42	17	198
1989	50100	Erla	60	45	15	14	1	38	9	8	1	4	1	1	0	3	5	5	0	45	4	3	1	7
1989	50101	Escatrón	470	303	167	158	9	165	113	105	8	90	15	15	0	48	39	38	1	426	23	5	1	15
1989	50102	Fabara	552	433	119	109	10	209	87	81	6	145	9	9	0	79	23	19	4	177	107	39	7	222
1989	50104	Farlete	142	94	48	43	5	79	32	28	4	0	0	0	0	15	16	15	1	91	6	0	9	36
1989	50105	Fayón	125	94	31	28	3	71	22	20	2	19	1	0	1	4	8	8	0	47	39	21	11	7
1989	50106	Fayos (Los)	86	57	29	28	1	52	23	22	1	2	0	0	0	3	6	6	0	77	3	3	0	3
1989	50107	Figueruelas	124	78	46	46	0	72	38	38	0	3	1	1	0	3	7	7	0	94	8	7	5	10
1989	50108	Fombuena	7	6	1	1	0	5	0	0	0	0	0	0	0	1	1	1	0	2	1	1	2	1
1989	50109	Frago (El)	45	29	16	15	1	22	12	11	1	5	2	2	0	2	2	2	0	36	2	2	0	5
1989	50110	Frasno (El)	601	355	246	205	41	225	134	109	25	77	22	22	0	53	90	74	16	405	107	50	10	29
1989	50111	Fréscano	101	79	22	10	12	49	14	9	5	14	2	0	2	16	6	1	5	54	7	11	27	2
1989	50113	Fuendejalón	338	235	103	93	10	186	59	49	10	20	4	4	0	29	40	40	0	201	34	31	26	46
1989	50114	Fuendetodos	56	28	28	25	3	24	26	23	3	0	0	0	0	4	2	2	0	25	13	4	1	13
1989	50115	Fuentes de Ebro	658	309	349	338	11	265	321	310	11	15	0	0	0	29	28	28	0	385	106	14	24	129
1989	50116	Fuentes de Jiloca	205	118	87	63	24	95	46	31	15	9	2	1	1	14	39	31	8	145	12	25	7	16
1989	50117	Gallocanta	51	39	12	7	5	34	5	1	4	0	5	5	0	5	2	1	1	10	9	18	7	7
1989	50118	Gallur	610	340	270	247	23	267	220	202	18	40	3	2	1	33	47	43	4	485	47	33	19	26
1989	50119	Gelsa	419	317	102	91	11	209	74	63	11	86	3	3	0	22	25	25	0	228	55	21	6	109
1989	50120	Godojos	62	48	14	13	1	47	13	12	1	1	0	0	0	0	1	1	0	33	11	12	2	4
1989	50121	Gotor	157	68	89	86	3	34	62	59	3	25	9	9	0	9	18	18	0	132	17	6	0	2
1989	50122	Grisel	51	32	19	18	1	23	15	14	1	2	3	3	0	7	1	1	0	38	2	1	2	8
1989	50123	Grisén	84	38	46	46	0	37	43	43	0	0	0	0	0	1	3	3	0	66	10	6	1	1
1989	50124	Herrera de los Navarros	267	138	129	124	5	107	122	118	4	22	1	1	0	9	6	5	1	162	13	15	3	74
1989	50125	Ibdes	296	200	96	89	7	163	58	52	6	17	2	2	0	20	36	35	1	204	55	30	4	3
1989	50126	Illueca	394	170	224	221	3	140	135	132	3	16	4	4	0	14	85	85	0	371	11	6	3	3
1989	50128	Isuerre	39	29	10	8	2	24	5	4	1	0	0	0	0	5	5	4	1	32	1	3	1	2
1989	50129	Jaraba	90	40	50	50	0	32	39	39	0	8	2	2	0	0	9	9	0	75	6	3	0	6
1989	50130	Jarque de Moncayo	334	185	149	139	10	96	85	75	10	75	13	13	0	14	51	51	0	281	41	2	2	8
1989	50131	Jaulín	80	57	23	23	0	42	15	15	0	3	0	0	0	12	8	8	0	46	0	5	26	3
1989	50132	Joyosa (La)	89	61	28	28	0	52	19	19	0	1	0	0	0	8	9	9	0	54	5	8	2	20
1989	50133	Lagata	49	28	21	9	12	26	17	7	10	0	1	0	1	2	3	2	1	19	8	0	2	20
1989	50134	Langa del Castillo	39	36	3	1	2	31	2	0	2	5	0	0	0	0	1	1	0	6	3	1	0	29
1989	50135	Layana	7	5	2	2	0	4	1	1	0	0	1	1	0	1	0	0	0	5	0	0	0	2
1989	50136	Lécera	224	152	72	63	9	140	50	41	9	6	0	0	0	6	22	22	0	135	25	18	17	29
1989	50137	Leciñena	290	177	113	104	9	147	75	66	9	6	4	4	0	24	34	34	0	152	19	13	2	104
1989	50138	Lechón	22	22	0	0	0	14	0	0	0	3	0	0	0	5	0	0	0	2	4	7	5	4
1989	50139	Letux	141	71	70	23	47	55	59	19	40	12	4	0	4	4	7	4	3	77	12	0	6	46
1989	50140	Litago	89	49	40	11	29	31	27	7	20	12	0	0	0	6	13	4	9	56	17	9	3	4
1989	50141	Lituénigo	92	52	40	14	26	26	22	7	15	24	2	0	2	2	16	7	9	44	24	21	1	2
1989	50142	Lobera de Onsella	77	61	16	15	1	53	14	14	0	2	0	0	0	6	2	1	1	68	3	2	4	0
1989	50143	Longares	579	376	203	171	32	214	92	75	17	54	10	10	0	108	101	86	15	420	53	31	8	67
1989	50144	Longás	59	43	16	15	1	40	15	14	1	0	0	0	0	3	1	1	0	52	2	0	3	2
1989	50146	Lucena de Jalón	143	89	54	53	1	58	22	21	1	11	1	1	0	20	31	31	0	117	8	6	2	10
1989	50147	Luceni	215	136	79	75	4	126	73	71	2	3	0	0	0	7	6	4	2	145	8	5	4	53
1989	50148	Luesia	137	97	40	32	8	74	27	20	7	14	4	3	1	9	9	9	0	89	12	8	5	23
1989	50149	Luesma	21	17	4	4	0	12	3	3	0	2	0	0	0	3	1	1	0	13	1	4	0	3
1989	50150	Lumpiaque	161	128	33	29	4	99	20	18	2	17	3	3	0	12	10	8	2	106	5	26	4	20
1989	50151	Luna	623	452	171	133	38	418	159	123	36	3	0	0	0	31	12	10	2	494	17	26	19	67
1989	50152	Maella	1025	759	266	234	32	437	185	168	17	212	22	20	2	110	59	46	13	573	145	115	75	117
1989	50153	Magallón	554	266	288	238	50	132	147	105	42	67	6	3	3	67	135	130	5	381	67	32	18	56
1989	50154	Mainar	33	31	2	2	0	28	2	2	0	1	0	0	0	2	0	0	0	9	0	1	0	23
1989	50155	Malanquilla	51	38	13	12	1	37	13	12	1	1	0	0	0	0	0	0	0	28	9	4	5	5
1989	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	50157	Malón	140	90	50	48	2	74	31	29	2	8	2	2	0	8	17	17	0	118	10	4	1	7
1989	50159	Maluenda	392	292	100	94	6	237	80	74	6	17	3	3	0	38	17	17	0	185	77	49	43	38
1989	50160	Mallén	584	389	195	119	76	281	154	100	54	54	9	2	7	54	32	17	15	404	44	21	110	5
1989	50161	Manchones	66	57	9	6	3	43	7	5	2	12	0	0	0	2	2	1	1	31	11	8	8	8
1989	50162	Mara	216	163	53	51	2	109	39	38	1	44	4	4	0	10	10	9	1	155	28	7	11	15
1989	50163	María de Huerva	161	121	40	39	1	85	30	30	0	8	0	0	0	28	10	9	1	100	2	3	42	14
1989	50164	Mediana de Aragón	186	129	57	50	7	102	51	45	6	6	1	1	0	21	5	4	1	83	32	4	28	39
1989	50165	Mequinenza	801	381	420	414	6	157	267	262	5	159	30	30	0	65	123	122	1	558	134	17	9	83
1989	50166	Mesones de Isuela	197	145	52	51	1	89	32	31	1	29	4	4	0	27	16	16	0	64	45	11	8	69
1989	50167	Mezalocha	152	107	45	30	15	45	28	17	11	39	2	1	1	23	15	12	3	65	25	11	10	41
1989	50168	Mianos	17	14	3	3	0	10	2	2	0	0	1	1	0	4	0	0	0	10	1	3	2	1
1989	50169	Miedes de Aragón	269	194	75	52	23	125	47	28	19	43	4	3	1	26	24	21	3	122	45	18	23	61
1989	50170	Monegrillo	194	126	68	60	8	91	49	42	7	0	2	2	0	35	17	16	1	126	6	9	6	47
1989	50171	Moneva	56	27	29	29	0	21	25	25	0	4	0	0	0	2	4	4	0	27	16	2	2	9
1989	50172	Monreal de Ariza	124	101	23	16	7	62	15	8	7	23	0	0	0	16	8	8	0	30	14	26	11	43
1989	50173	Monterde	36	32	4	2	2	32	4	2	2	0	0	0	0	0	0	0	0	5	8	8	5	10
1989	50174	Montón	113	65	48	39	9	37	26	18	8	16	1	1	0	12	21	20	1	83	7	7	3	13
1989	50175	Morata de Jalón	634	309	325	301	24	258	259	241	18	37	19	17	2	14	47	43	4	504	69	21	21	19
1989	50176	Morata de Jiloca	174	137	37	18	19	77	26	14	12	38	5	4	1	22	6	0	6	44	50	20	19	41
1989	50177	Morés	377	217	160	154	6	135	83	78	5	25	11	11	0	57	66	65	1	299	34	11	0	33
1989	50178	Moros	355	254	101	84	17	220	83	68	15	3	0	0	0	31	18	16	2	156	52	29	14	104
1989	50179	Moyuela	133	97	36	25	11	63	23	15	8	23	2	2	0	11	11	8	3	53	22	13	19	26
1989	50180	Mozota	53	25	28	23	5	23	26	21	5	1	0	0	0	1	2	2	0	34	3	0	1	15
1989	50181	Muel	219	142	77	74	3	127	69	66	3	8	0	0	0	7	8	8	0	139	15	17	3	45
1989	50182	Muela (La)	195	144	51	50	1	110	39	38	1	8	2	2	0	26	10	10	0	125	2	5	26	37
1989	50183	Munébrega	317	177	140	116	24	118	77	59	18	39	6	3	3	20	57	54	3	245	37	13	11	11
1989	50184	Murero	64	46	18	8	10	33	12	6	6	8	0	0	0	5	6	2	4	31	13	7	4	9
1989	50185	Murillo de Gállego	88	67	21	21	0	62	19	19	0	2	0	0	0	3	2	2	0	76	1	1	1	9
1989	50186	Navardún	39	31	8	7	1	24	5	5	0	0	0	0	0	7	3	2	1	24	2	4	1	8
1989	50187	Nigüella	62	47	15	15	0	38	10	10	0	0	1	1	0	9	4	4	0	29	8	9	13	3
1989	50188	Nombrevilla	12	8	4	4	0	7	3	3	0	0	1	1	0	1	0	0	0	5	2	0	0	5
1989	50189	Nonaspe	437	325	112	97	15	190	66	56	10	75	5	4	1	60	41	37	4	296	48	26	12	55
1989	50190	Novallas	207	143	64	60	4	137	48	45	3	2	4	3	1	4	12	12	0	155	14	14	4	20
1989	50191	Novillas	404	275	129	81	48	190	90	63	27	37	14	3	11	48	25	15	10	275	22	35	72	0
1989	50192	Nuévalos	15	7	8	8	0	6	8	8	0	0	0	0	0	1	0	0	0	9	0	2	2	2
1989	50193	Nuez de Ebro	73	39	34	34	0	39	34	34	0	0	0	0	0	0	0	0	0	67	4	1	0	1
1989	50194	Olvés	209	118	91	71	20	51	43	27	16	42	10	10	0	25	38	34	4	129	32	16	12	20
1989	50195	Orcajo	23	19	4	4	0	13	2	2	0	5	2	2	0	1	0	0	0	12	1	0	7	3
1989	50196	Orera	130	74	56	51	5	55	35	32	3	15	1	1	0	4	20	18	2	82	21	13	5	9
1989	50197	Orés	50	43	7	4	3	43	5	4	1	0	1	0	1	0	1	0	1	33	5	1	1	10
1989	50198	Oseja	92	50	42	41	1	14	34	33	1	35	5	5	0	1	3	3	0	90	2	0	0	0
1989	50199	Osera de Ebro	74	42	32	31	1	39	31	30	1	2	0	0	0	1	1	1	0	59	5	4	0	6
1989	50200	Paniza	629	359	270	233	37	246	151	141	10	58	9	8	1	55	110	84	26	543	47	10	19	10
1989	50201	Paracuellos de Jiloca	277	276	1	1	0	189	1	1	0	13	0	0	0	74	0	0	0	227	18	17	11	4
1989	50202	Paracuellos de la Ribera	328	235	93	86	7	152	48	41	7	60	15	15	0	23	30	30	0	238	37	6	11	36
1989	50203	Pastriz	206	79	127	124	3	78	113	110	3	0	0	0	0	1	14	14	0	191	7	3	2	3
1989	50204	Pedrola	485	238	247	238	9	156	206	197	9	47	7	7	0	35	34	34	0	350	46	32	19	38
1989	50205	Pedrosas (Las)	39	29	10	10	0	25	8	8	0	0	2	2	0	4	0	0	0	23	2	5	7	2
1989	50206	Perdiguera	157	92	65	49	16	57	37	27	10	10	0	0	0	25	28	22	6	86	21	12	5	33
1989	50207	Piedratajada	101	71	30	25	5	69	28	23	5	0	0	0	0	2	2	2	0	77	2	9	4	9
1989	50208	Pina de Ebro	591	369	222	215	7	340	213	206	7	9	1	1	0	20	8	8	0	457	36	15	4	79
1989	50209	Pinseque	212	119	93	92	1	114	91	90	1	0	0	0	0	5	2	2	0	157	21	32	0	2
1989	50210	Pintanos (Los)	68	52	16	15	1	47	16	15	1	2	0	0	0	3	0	0	0	48	0	4	3	13
1989	50211	Plasencia de Jalón	138	60	78	74	4	55	75	74	1	0	0	0	0	5	3	0	3	81	7	2	24	24
1989	50212	Pleitas	29	23	6	6	0	16	5	5	0	1	0	0	0	6	1	1	0	16	5	2	5	1
1989	50213	Plenas	90	55	35	21	14	28	27	17	10	19	2	1	1	8	6	3	3	44	20	11	5	10
1989	50214	Pomer	47	31	16	15	1	30	16	15	1	1	0	0	0	0	0	0	0	45	1	0	1	0
1989	50215	Pozuel de Ariza	18	16	2	1	1	7	1	0	1	5	0	0	0	4	1	1	0	4	2	8	2	2
1989	50216	Pozuelo de Aragón	142	102	40	26	14	54	24	15	9	13	0	0	0	35	16	11	5	64	14	8	13	43
1989	50217	Pradilla de Ebro	222	139	83	72	11	85	38	31	7	35	4	4	0	19	41	37	4	133	30	19	23	17
1989	50218	Puebla de Albortón	61	32	29	14	15	31	28	13	15	0	0	0	0	1	1	1	0	26	5	3	2	25
1989	50219	Puebla de Alfindén (La)	130	68	62	51	11	63	56	47	9	1	0	0	0	4	6	4	2	83	14	15	8	10
1989	50220	Puendeluna	38	28	10	10	0	19	8	8	0	3	0	0	0	6	2	2	0	27	5	2	1	3
1989	50221	Purujosa	3	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2
1989	50222	Quinto	386	221	165	152	13	192	132	121	11	3	2	2	0	26	31	29	2	220	33	13	0	120
1989	50223	Remolinos	153	107	46	46	0	78	29	29	0	16	0	0	0	13	17	17	0	93	12	13	13	22
1989	50224	Retascón	52	30	22	22	0	24	18	18	0	2	1	1	0	4	3	3	0	32	1	0	0	19
1989	50225	Ricla	1157	630	527	438	89	357	286	240	46	126	37	28	9	147	204	170	34	917	91	39	43	67
1989	50227	Romanos	55	47	8	8	0	32	6	6	0	3	0	0	0	12	2	2	0	22	11	9	2	11
1989	50228	Rueda de Jalón	261	141	120	114	6	102	99	94	5	4	2	1	1	35	19	19	0	134	14	23	69	21
1989	50229	Ruesca	69	46	23	15	8	25	15	8	7	11	2	2	0	10	6	5	1	39	14	5	4	7
1989	50230	Sádaba	327	255	72	56	16	231	62	47	15	1	0	0	0	23	10	9	1	200	27	54	28	18
1989	50231	Salillas de Jalón	70	38	32	24	8	33	23	17	6	2	0	0	0	3	9	7	2	54	7	2	4	3
1989	50232	Salvatierra de Esca	62	42	20	17	3	34	18	16	2	2	0	0	0	6	2	1	1	44	3	2	5	8
1989	50233	Samper del Salz	26	16	10	8	2	13	9	7	2	3	1	1	0	0	0	0	0	18	0	0	1	7
1989	50234	San Martín de la Virgen de Moncayo	40	28	12	8	4	18	9	7	2	9	0	0	0	1	3	1	2	22	9	7	0	2
1989	50235	San Mateo de Gállego	311	210	101	96	5	175	70	65	5	18	0	0	0	17	31	31	0	114	104	6	1	86
1989	50236	Santa Cruz de Grío	261	165	96	74	22	114	68	55	13	23	7	7	0	28	21	12	9	134	83	31	7	6
1989	50237	Santa Cruz de Moncayo	56	37	19	19	0	30	12	12	0	5	1	1	0	2	6	6	0	50	4	0	1	1
1989	50238	Santa Eulalia de Gállego	57	39	18	17	1	39	17	16	1	0	1	1	0	0	0	0	0	49	3	0	3	2
1989	50239	Santed	25	19	6	5	1	18	3	2	1	1	0	0	0	0	3	3	0	5	7	6	4	3
1989	50240	Sástago	281	106	175	155	20	98	163	145	18	4	6	5	1	4	6	5	1	78	81	13	13	96
1989	50241	Saviñán	426	215	211	185	26	142	115	93	22	38	8	8	0	35	88	84	4	376	20	6	17	7
1989	50242	Sediles	102	67	35	33	2	38	26	25	1	24	4	3	1	5	5	5	0	80	7	7	2	6
1989	50243	Sestrica	537	256	281	271	10	171	121	114	7	61	15	15	0	24	145	142	3	465	41	13	2	16
1989	50244	Sierra de Luna	112	77	35	28	7	68	26	21	5	3	4	4	0	6	5	3	2	68	9	5	23	7
1989	50245	Sigüés	72	51	21	19	2	40	13	11	2	4	1	1	0	7	7	7	0	58	2	5	2	5
1989	50246	Sisamón	23	22	1	1	0	21	1	1	0	0	0	0	0	1	0	0	0	7	0	7	2	7
1989	50247	Sobradiel	148	88	60	59	1	74	43	42	1	3	1	1	0	11	16	16	0	96	21	9	3	19
1989	50248	Sos del Rey Católico	279	201	78	68	10	162	55	45	10	6	0	0	0	33	23	23	0	167	31	36	15	30
1989	50249	Tabuenca	303	220	83	80	3	130	64	63	1	59	3	3	0	31	16	14	2	115	71	20	21	76
1989	50250	Talamantes	33	29	4	3	1	23	4	3	1	4	0	0	0	2	0	0	0	26	1	2	1	3
1989	50251	Tarazona	1584	966	618	588	30	775	443	415	28	100	15	14	1	91	160	159	1	1040	249	77	69	149
1989	50252	Tauste	1770	1079	691	594	97	782	392	340	52	95	12	11	1	202	287	243	44	1125	168	150	67	260
1989	50253	Terrer	284	137	147	143	4	53	127	123	4	83	18	18	0	1	2	2	0	235	7	4	0	38
1989	50254	Tierga	206	87	119	115	4	56	79	76	3	9	7	7	0	22	33	32	1	110	41	13	12	30
1989	50255	Tobed	170	118	52	46	6	69	40	35	5	30	1	1	0	19	11	10	1	111	24	10	12	13
1989	50256	Torralba de los Frailes	43	41	2	1	1	36	1	0	1	2	0	0	0	3	1	1	0	4	5	14	9	11
1989	50257	Torralba de Ribota	117	108	9	8	1	86	8	8	0	21	0	0	0	1	1	0	1	55	32	14	8	8
1989	50258	Torralbilla	25	24	1	1	0	22	1	1	0	0	0	0	0	2	0	0	0	8	2	0	0	15
1989	50259	Torrehermosa	49	43	6	2	4	26	3	2	1	11	0	0	0	6	3	0	3	3	5	16	11	14
