Municipio código	Municipio nombre	Superficie útil agrupada (m2)	Número de viviendas
22135	Laluenga	046 - 060	8
22135	Laluenga	061 - 075	4
22135	Laluenga	076 - 090	35
22135	Laluenga	091 - 105	13
22135	Laluenga	106 - 120	15
22135	Laluenga	121 - 150	13
22135	Laluenga	151 o más	11
22136	Lalueza	045 o menos	3
22136	Lalueza	046 - 060	9
22136	Lalueza	061 - 075	35
22136	Lalueza	076 - 090	145
22136	Lalueza	091 - 105	74
22136	Lalueza	106 - 120	89
22136	Lalueza	121 - 150	35
22136	Lalueza	151 o más	39
22137	Lanaja	045 o menos	5
22137	Lanaja	046 - 060	39
22137	Lanaja	061 - 075	91
22137	Lanaja	076 - 090	202
22137	Lanaja	091 - 105	115
22137	Lanaja	106 - 120	54
22137	Lanaja	121 - 150	35
22137	Lanaja	151 o más	46
22139	Laperdiguera	046 - 060	2
22139	Laperdiguera	061 - 075	1
22139	Laperdiguera	076 - 090	16
22139	Laperdiguera	091 - 105	3
22139	Laperdiguera	106 - 120	7
22139	Laperdiguera	121 - 150	4
22139	Laperdiguera	151 o más	2
22141	Lascellas-Ponzano	045 o menos	5
22141	Lascellas-Ponzano	046 - 060	5
22141	Lascellas-Ponzano	061 - 075	7
22141	Lascellas-Ponzano	076 - 090	28
22141	Lascellas-Ponzano	091 - 105	12
22141	Lascellas-Ponzano	106 - 120	2
22141	Lascellas-Ponzano	121 - 150	8
22141	Lascellas-Ponzano	151 o más	3
22142	Lascuarre	045 o menos	1
22142	Lascuarre	046 - 060	2
22142	Lascuarre	061 - 075	5
22142	Lascuarre	076 - 090	14
22142	Lascuarre	091 - 105	5
22142	Lascuarre	106 - 120	11
22142	Lascuarre	121 - 150	12
22142	Lascuarre	151 o más	7
22143	Laspaúles	045 o menos	1
22143	Laspaúles	046 - 060	11
22143	Laspaúles	061 - 075	9
22143	Laspaúles	076 - 090	12
22143	Laspaúles	091 - 105	23
22143	Laspaúles	106 - 120	17
22143	Laspaúles	121 - 150	14
22143	Laspaúles	151 o más	15
22144	Laspuña	045 o menos	1
22144	Laspuña	046 - 060	4
22144	Laspuña	061 - 075	6
22144	Laspuña	076 - 090	20
22144	Laspuña	091 - 105	15
22144	Laspuña	106 - 120	14
22144	Laspuña	121 - 150	15
22144	Laspuña	151 o más	7
22149	Loarre	045 o menos	1
22149	Loarre	046 - 060	3
22149	Loarre	061 - 075	12
22149	Loarre	076 - 090	40
22149	Loarre	091 - 105	47
22149	Loarre	106 - 120	24
22149	Loarre	121 - 150	16
22149	Loarre	151 o más	14
22150	Loporzano	045 o menos	1
22150	Loporzano	046 - 060	7
22150	Loporzano	061 - 075	12
22150	Loporzano	076 - 090	28
22150	Loporzano	091 - 105	30
22150	Loporzano	106 - 120	28
22150	Loporzano	121 - 150	29
22150	Loporzano	151 o más	36
22151	Loscorrales	046 - 060	2
22151	Loscorrales	061 - 075	2
22151	Loscorrales	076 - 090	10
22151	Loscorrales	091 - 105	13
22151	Loscorrales	106 - 120	10
22151	Loscorrales	121 - 150	4
22151	Loscorrales	151 o más	4
22155	Monesma y Cajigar	061 - 075	2
22155	Monesma y Cajigar	076 - 090	6
22155	Monesma y Cajigar	091 - 105	4
22155	Monesma y Cajigar	106 - 120	3
22155	Monesma y Cajigar	121 - 150	7
22155	Monesma y Cajigar	151 o más	6
22156	Monflorite-Lascasas	061 - 075	3
22156	Monflorite-Lascasas	076 - 090	1
22156	Monflorite-Lascasas	091 - 105	4
22156	Monflorite-Lascasas	106 - 120	17
22156	Monflorite-Lascasas	121 - 150	26
22156	Monflorite-Lascasas	151 o más	23
22157	Montanuy	045 o menos	2
22157	Montanuy	046 - 060	4
22157	Montanuy	061 - 075	7
22157	Montanuy	076 - 090	12
22157	Montanuy	091 - 105	26
22157	Montanuy	106 - 120	26
22157	Montanuy	121 - 150	16
22157	Montanuy	151 o más	14
22158	Monzón	045 o menos	79
22158	Monzón	046 - 060	518
22158	Monzón	061 - 075	790
22158	Monzón	076 - 090	1899
22158	Monzón	091 - 105	935
22158	Monzón	106 - 120	608
22158	Monzón	121 - 150	297
22158	Monzón	151 o más	192
22160	Naval	045 o menos	2
22160	Naval	046 - 060	3
22160	Naval	061 - 075	4
22160	Naval	076 - 090	26
22160	Naval	091 - 105	24
22160	Naval	106 - 120	22
22160	Naval	121 - 150	9
22160	Naval	151 o más	31
22162	Novales	045 o menos	1
22162	Novales	046 - 060	1
22162	Novales	061 - 075	2
22162	Novales	076 - 090	18
22162	Novales	091 - 105	13
22162	Novales	106 - 120	6
22162	Novales	121 - 150	8
22162	Novales	151 o más	15
22163	Nueno	045 o menos	2
22163	Nueno	046 - 060	6
22163	Nueno	061 - 075	9
22163	Nueno	076 - 090	20
22163	Nueno	091 - 105	13
22163	Nueno	106 - 120	16
22163	Nueno	121 - 150	26
22163	Nueno	151 o más	39
22164	Olvena	046 - 060	2
22164	Olvena	061 - 075	4
22164	Olvena	076 - 090	6
22164	Olvena	091 - 105	7
22164	Olvena	106 - 120	2
22164	Olvena	121 - 150	1
22164	Olvena	151 o más	2
22165	Ontiñena	046 - 060	9
22165	Ontiñena	061 - 075	17
22165	Ontiñena	076 - 090	75
22165	Ontiñena	091 - 105	26
22165	Ontiñena	106 - 120	56
22165	Ontiñena	121 - 150	17
22165	Ontiñena	151 o más	31
22167	Osso de Cinca	045 o menos	1
22167	Osso de Cinca	046 - 060	6
22167	Osso de Cinca	061 - 075	20
22167	Osso de Cinca	076 - 090	62
22167	Osso de Cinca	091 - 105	45
22167	Osso de Cinca	106 - 120	49
22167	Osso de Cinca	121 - 150	32
22167	Osso de Cinca	151 o más	17
22168	Palo	046 - 060	4
22168	Palo	061 - 075	1
22168	Palo	076 - 090	2
22168	Palo	106 - 120	2
22168	Palo	121 - 150	1
22168	Palo	151 o más	6
22170	Panticosa	045 o menos	15
22170	Panticosa	046 - 060	37
22170	Panticosa	061 - 075	48
22170	Panticosa	076 - 090	55
22170	Panticosa	091 - 105	55
22170	Panticosa	106 - 120	28
22170	Panticosa	121 - 150	21
22170	Panticosa	151 o más	14
22172	Peñalba	061 - 075	1
22172	Peñalba	076 - 090	23
22172	Peñalba	091 - 105	104
22172	Peñalba	106 - 120	87
22172	Peñalba	121 - 150	19
22172	Peñalba	151 o más	2
22173	Peñas de Riglos (Las)	045 o menos	6
22173	Peñas de Riglos (Las)	046 - 060	10
22173	Peñas de Riglos (Las)	061 - 075	7
22173	Peñas de Riglos (Las)	076 - 090	29
22173	Peñas de Riglos (Las)	091 - 105	19
22173	Peñas de Riglos (Las)	106 - 120	16
22173	Peñas de Riglos (Las)	121 - 150	16
22173	Peñas de Riglos (Las)	151 o más	26
22174	Peralta de Alcofea	045 o menos	1
22174	Peralta de Alcofea	046 - 060	8
22174	Peralta de Alcofea	061 - 075	17
22174	Peralta de Alcofea	076 - 090	39
22174	Peralta de Alcofea	091 - 105	21
22174	Peralta de Alcofea	106 - 120	39
22174	Peralta de Alcofea	121 - 150	44
22174	Peralta de Alcofea	151 o más	73
22175	Peralta de Calasanz	045 o menos	1
22175	Peralta de Calasanz	046 - 060	3
22175	Peralta de Calasanz	061 - 075	1
22175	Peralta de Calasanz	076 - 090	31
22175	Peralta de Calasanz	091 - 105	32
22175	Peralta de Calasanz	106 - 120	22
22175	Peralta de Calasanz	121 - 150	17
22175	Peralta de Calasanz	151 o más	19
22176	Peraltilla	045 o menos	2
22176	Peraltilla	046 - 060	1
22176	Peraltilla	061 - 075	3
22176	Peraltilla	076 - 090	13
22176	Peraltilla	091 - 105	14
22176	Peraltilla	106 - 120	6
22176	Peraltilla	121 - 150	8
22176	Peraltilla	151 o más	11
22177	Perarrúa	046 - 060	2
22177	Perarrúa	061 - 075	3
22177	Perarrúa	076 - 090	19
22177	Perarrúa	091 - 105	11
22177	Perarrúa	106 - 120	9
22177	Perarrúa	121 - 150	8
22177	Perarrúa	151 o más	2
22178	Pertusa	045 o menos	2
22178	Pertusa	046 - 060	7
22178	Pertusa	061 - 075	2
22178	Pertusa	076 - 090	18
22178	Pertusa	091 - 105	8
22178	Pertusa	106 - 120	2
22178	Pertusa	121 - 150	8
22178	Pertusa	151 o más	5
22181	Piracés	061 - 075	1
22181	Piracés	076 - 090	11
22181	Piracés	091 - 105	9
22181	Piracés	106 - 120	3
22181	Piracés	121 - 150	2
22181	Piracés	151 o más	9
22182	Plan	045 o menos	8
22182	Plan	046 - 060	13
22182	Plan	061 - 075	11
22182	Plan	076 - 090	31
22182	Plan	091 - 105	15
22182	Plan	106 - 120	10
22182	Plan	121 - 150	14
22182	Plan	151 o más	11
22184	Poleñino	045 o menos	1
22184	Poleñino	046 - 060	1
22184	Poleñino	061 - 075	2
22184	Poleñino	076 - 090	17
22184	Poleñino	091 - 105	13
22184	Poleñino	106 - 120	19
22184	Poleñino	121 - 150	12
22184	Poleñino	151 o más	17
22186	Pozán de Vero	046 - 060	3
22186	Pozán de Vero	061 - 075	8
22186	Pozán de Vero	076 - 090	24
22186	Pozán de Vero	091 - 105	15
22186	Pozán de Vero	106 - 120	13
22186	Pozán de Vero	121 - 150	13
22186	Pozán de Vero	151 o más	15
22187	Puebla de Castro (La)	045 o menos	2
22187	Puebla de Castro (La)	046 - 060	15
22187	Puebla de Castro (La)	061 - 075	10
22187	Puebla de Castro (La)	076 - 090	39
22187	Puebla de Castro (La)	091 - 105	19
22187	Puebla de Castro (La)	106 - 120	20
22187	Puebla de Castro (La)	121 - 150	16
22187	Puebla de Castro (La)	151 o más	15
22188	Puente de Montañana	061 - 075	4
22188	Puente de Montañana	076 - 090	9
22188	Puente de Montañana	091 - 105	14
22188	Puente de Montañana	106 - 120	9
22188	Puente de Montañana	121 - 150	10
22188	Puente de Montañana	151 o más	5
22189	Puértolas	046 - 060	11
22189	Puértolas	061 - 075	8
22189	Puértolas	076 - 090	16
22189	Puértolas	091 - 105	12
22189	Puértolas	106 - 120	10
22189	Puértolas	121 - 150	8
22189	Puértolas	151 o más	9
22190	Pueyo de Araguás (El)	046 - 060	4
22190	Pueyo de Araguás (El)	061 - 075	2
22190	Pueyo de Araguás (El)	076 - 090	3
22190	Pueyo de Araguás (El)	091 - 105	10
22190	Pueyo de Araguás (El)	106 - 120	6
22190	Pueyo de Araguás (El)	121 - 150	7
22190	Pueyo de Araguás (El)	151 o más	16
22193	Pueyo de Santa Cruz	046 - 060	6
22193	Pueyo de Santa Cruz	061 - 075	15
22193	Pueyo de Santa Cruz	076 - 090	24
22193	Pueyo de Santa Cruz	091 - 105	24
22193	Pueyo de Santa Cruz	106 - 120	24
22193	Pueyo de Santa Cruz	121 - 150	9
22193	Pueyo de Santa Cruz	151 o más	6
22195	Quicena	046 - 060	1
22195	Quicena	061 - 075	4
22195	Quicena	076 - 090	7
22195	Quicena	091 - 105	4
22195	Quicena	106 - 120	6
22195	Quicena	121 - 150	8
22195	Quicena	151 o más	11
22197	Robres	045 o menos	1
22197	Robres	046 - 060	9
22197	Robres	061 - 075	35
22197	Robres	076 - 090	93
22197	Robres	091 - 105	57
22197	Robres	106 - 120	29
22197	Robres	121 - 150	3
22197	Robres	151 o más	2
22199	Sabiñánigo	045 o menos	38
22199	Sabiñánigo	046 - 060	305
22199	Sabiñánigo	061 - 075	600
22199	Sabiñánigo	076 - 090	1175
22199	Sabiñánigo	091 - 105	416
22199	Sabiñánigo	106 - 120	219
22199	Sabiñánigo	121 - 150	133
22199	Sabiñánigo	151 o más	152
22200	Sahún	046 - 060	12
22200	Sahún	061 - 075	12
22200	Sahún	076 - 090	20
22200	Sahún	091 - 105	13
22200	Sahún	106 - 120	10
22200	Sahún	121 - 150	7
22200	Sahún	151 o más	20
22201	Salas Altas	045 o menos	3
22201	Salas Altas	046 - 060	6
22201	Salas Altas	061 - 075	7
22201	Salas Altas	076 - 090	31
22201	Salas Altas	091 - 105	21
22201	Salas Altas	106 - 120	16
22201	Salas Altas	121 - 150	23
22201	Salas Altas	151 o más	28
22202	Salas Bajas	061 - 075	2
22202	Salas Bajas	076 - 090	1
22202	Salas Bajas	091 - 105	2
22202	Salas Bajas	106 - 120	2
22202	Salas Bajas	121 - 150	3
22202	Salas Bajas	151 o más	51
22203	Salillas	045 o menos	2
22203	Salillas	046 - 060	2
22203	Salillas	061 - 075	3
22203	Salillas	076 - 090	10
22203	Salillas	091 - 105	6
22203	Salillas	106 - 120	6
22203	Salillas	121 - 150	5
22203	Salillas	151 o más	15
22204	Sallent de Gállego	045 o menos	33
22204	Sallent de Gállego	046 - 060	52
22204	Sallent de Gállego	061 - 075	56
22204	Sallent de Gállego	076 - 090	86
22204	Sallent de Gállego	091 - 105	61
22204	Sallent de Gállego	106 - 120	34
22204	Sallent de Gállego	121 - 150	23
22204	Sallent de Gállego	151 o más	42
22205	San Esteban de Litera	045 o menos	4
22205	San Esteban de Litera	046 - 060	7
22205	San Esteban de Litera	061 - 075	13
22205	San Esteban de Litera	076 - 090	64
22205	San Esteban de Litera	091 - 105	54
22205	San Esteban de Litera	106 - 120	39
22205	San Esteban de Litera	121 - 150	24
22205	San Esteban de Litera	151 o más	25
22206	Sangarrén	046 - 060	7
22206	Sangarrén	061 - 075	8
22206	Sangarrén	076 - 090	26
22206	Sangarrén	091 - 105	16
22206	Sangarrén	106 - 120	19
22206	Sangarrén	121 - 150	10
22206	Sangarrén	151 o más	9
22207	San Juan de Plan	046 - 060	2
22207	San Juan de Plan	061 - 075	8
22207	San Juan de Plan	076 - 090	19
22207	San Juan de Plan	091 - 105	6
22207	San Juan de Plan	106 - 120	6
22207	San Juan de Plan	121 - 150	3
22207	San Juan de Plan	151 o más	7
22208	Santa Cilia	046 - 060	3
22208	Santa Cilia	061 - 075	12
22208	Santa Cilia	076 - 090	25
22208	Santa Cilia	091 - 105	14
22208	Santa Cilia	106 - 120	8
22208	Santa Cilia	121 - 150	4
22208	Santa Cilia	151 o más	8
22209	Santa Cruz de la Serós	045 o menos	1
22209	Santa Cruz de la Serós	046 - 060	1
22209	Santa Cruz de la Serós	061 - 075	3
22209	Santa Cruz de la Serós	076 - 090	21
22209	Santa Cruz de la Serós	091 - 105	13
22209	Santa Cruz de la Serós	106 - 120	4
22209	Santa Cruz de la Serós	121 - 150	7
22209	Santa Cruz de la Serós	151 o más	3
22212	Santaliestra y San Quílez	045 o menos	1
22212	Santaliestra y San Quílez	046 - 060	4
22212	Santaliestra y San Quílez	076 - 090	8
22212	Santaliestra y San Quílez	091 - 105	8
22212	Santaliestra y San Quílez	106 - 120	14
22212	Santaliestra y San Quílez	121 - 150	11
22212	Santaliestra y San Quílez	151 o más	9
22213	Sariñena	045 o menos	12
22213	Sariñena	046 - 060	86
22213	Sariñena	061 - 075	109
22213	Sariñena	076 - 090	513
22213	Sariñena	091 - 105	293
22213	Sariñena	106 - 120	209
22213	Sariñena	121 - 150	96
22213	Sariñena	151 o más	53
22214	Secastilla	045 o menos	1
22214	Secastilla	046 - 060	5
22214	Secastilla	061 - 075	1
22214	Secastilla	076 - 090	11
22214	Secastilla	091 - 105	8
22214	Secastilla	106 - 120	11
22214	Secastilla	121 - 150	2
22214	Secastilla	151 o más	5
22215	Seira	045 o menos	1
22215	Seira	046 - 060	7
22215	Seira	061 - 075	12
22215	Seira	076 - 090	10
22215	Seira	091 - 105	7
22215	Seira	106 - 120	7
22215	Seira	121 - 150	12
22215	Seira	151 o más	17
22217	Sena	045 o menos	1
22217	Sena	046 - 060	5
22217	Sena	061 - 075	10
22217	Sena	076 - 090	50
22217	Sena	091 - 105	48
22217	Sena	106 - 120	37
22217	Sena	121 - 150	25
22217	Sena	151 o más	33
22218	Senés de Alcubierre	061 - 075	1
22218	Senés de Alcubierre	076 - 090	3
22218	Senés de Alcubierre	091 - 105	5
22218	Senés de Alcubierre	106 - 120	5
22218	Senés de Alcubierre	121 - 150	1
22218	Senés de Alcubierre	151 o más	1
22220	Sesa	045 o menos	1
22220	Sesa	046 - 060	10
22220	Sesa	061 - 075	7
22220	Sesa	076 - 090	17
22220	Sesa	091 - 105	19
22220	Sesa	106 - 120	13
22220	Sesa	121 - 150	14
22220	Sesa	151 o más	12
22221	Sesué	046 - 060	9
22221	Sesué	061 - 075	7
22221	Sesué	076 - 090	11
22221	Sesué	091 - 105	7
22221	Sesué	106 - 120	5
22221	Sesué	121 - 150	3
22221	Sesué	151 o más	10
22222	Siétamo	046 - 060	18
22222	Siétamo	061 - 075	11
22222	Siétamo	076 - 090	25
22222	Siétamo	091 - 105	34
22222	Siétamo	106 - 120	29
22222	Siétamo	121 - 150	25
22222	Siétamo	151 o más	30
22223	Sopeira	045 o menos	1
22223	Sopeira	046 - 060	1
22223	Sopeira	061 - 075	2
22223	Sopeira	076 - 090	8
22223	Sopeira	091 - 105	15
22223	Sopeira	106 - 120	9
22223	Sopeira	121 - 150	6
22223	Sopeira	151 o más	4
22225	Tamarite de Litera	045 o menos	25
22225	Tamarite de Litera	046 - 060	95
22225	Tamarite de Litera	061 - 075	185
22225	Tamarite de Litera	076 - 090	405
22225	Tamarite de Litera	091 - 105	247
22225	Tamarite de Litera	106 - 120	192
22225	Tamarite de Litera	121 - 150	82
22225	Tamarite de Litera	151 o más	57
22226	Tardienta	045 o menos	4
22226	Tardienta	046 - 060	14
22226	Tardienta	061 - 075	35
22226	Tardienta	076 - 090	179
22226	Tardienta	091 - 105	88
22226	Tardienta	106 - 120	45
22226	Tardienta	121 - 150	21
22226	Tardienta	151 o más	23
22227	Tella-Sin	045 o menos	1
22227	Tella-Sin	046 - 060	19
22227	Tella-Sin	061 - 075	22
22227	Tella-Sin	076 - 090	44
22227	Tella-Sin	091 - 105	12
22227	Tella-Sin	106 - 120	6
22227	Tella-Sin	121 - 150	10
22228	Tierz	045 o menos	1
22228	Tierz	061 - 075	6
22228	Tierz	076 - 090	10
22228	Tierz	091 - 105	12
22228	Tierz	106 - 120	13
22228	Tierz	121 - 150	9
22228	Tierz	151 o más	11
22229	Tolva	045 o menos	2
22229	Tolva	046 - 060	3
22229	Tolva	061 - 075	7
22229	Tolva	076 - 090	8
22229	Tolva	091 - 105	14
22229	Tolva	106 - 120	11
22229	Tolva	121 - 150	17
22229	Tolva	151 o más	14
22230	Torla	045 o menos	1
22230	Torla	046 - 060	9
22230	Torla	061 - 075	16
22230	Torla	076 - 090	25
22230	Torla	091 - 105	21
22230	Torla	106 - 120	15
22230	Torla	121 - 150	20
22230	Torla	151 o más	17
22232	Torralba de Aragón	046 - 060	4
22232	Torralba de Aragón	061 - 075	1
22232	Torralba de Aragón	076 - 090	9
22232	Torralba de Aragón	091 - 105	14
22232	Torralba de Aragón	106 - 120	7
22232	Torralba de Aragón	121 - 150	1
22232	Torralba de Aragón	151 o más	13
22233	Torre la Ribera	045 o menos	1
22233	Torre la Ribera	046 - 060	5
22233	Torre la Ribera	061 - 075	4
22233	Torre la Ribera	076 - 090	13
22233	Torre la Ribera	091 - 105	11
22233	Torre la Ribera	106 - 120	2
22233	Torre la Ribera	121 - 150	3
22234	Torrente de Cinca	045 o menos	2
22234	Torrente de Cinca	046 - 060	7
22234	Torrente de Cinca	061 - 075	32
22234	Torrente de Cinca	076 - 090	89
22234	Torrente de Cinca	091 - 105	104
22234	Torrente de Cinca	106 - 120	75
22234	Torrente de Cinca	121 - 150	50
22234	Torrente de Cinca	151 o más	16
22235	Torres de Alcanadre	046 - 060	1
22235	Torres de Alcanadre	061 - 075	2
22235	Torres de Alcanadre	076 - 090	6
22235	Torres de Alcanadre	091 - 105	7
22235	Torres de Alcanadre	106 - 120	13
22235	Torres de Alcanadre	121 - 150	9
22235	Torres de Alcanadre	151 o más	11
22236	Torres de Barbués	046 - 060	1
22236	Torres de Barbués	061 - 075	27
22236	Torres de Barbués	076 - 090	42
22236	Torres de Barbués	091 - 105	20
22236	Torres de Barbués	106 - 120	18
22236	Torres de Barbués	121 - 150	9
22236	Torres de Barbués	151 o más	5
22239	Tramaced	046 - 060	1
22239	Tramaced	061 - 075	2
22239	Tramaced	076 - 090	4
22239	Tramaced	091 - 105	6
22239	Tramaced	106 - 120	7
22239	Tramaced	121 - 150	6
22239	Tramaced	151 o más	7
22242	Valfarta	076 - 090	5
22242	Valfarta	091 - 105	19
22242	Valfarta	106 - 120	7
22242	Valfarta	121 - 150	1
22242	Valfarta	151 o más	2
22243	Valle de Bardají	046 - 060	1
22243	Valle de Bardají	076 - 090	1
22243	Valle de Bardají	091 - 105	2
22243	Valle de Bardají	106 - 120	4
22243	Valle de Bardají	121 - 150	2
22243	Valle de Bardají	151 o más	3
22244	Valle de Lierp	045 o menos	1
22244	Valle de Lierp	046 - 060	1
22244	Valle de Lierp	061 - 075	2
22244	Valle de Lierp	076 - 090	2
22244	Valle de Lierp	091 - 105	1
22244	Valle de Lierp	106 - 120	6
22244	Valle de Lierp	121 - 150	3
22244	Valle de Lierp	151 o más	2
22245	Velilla de Cinca	045 o menos	1
22245	Velilla de Cinca	046 - 060	9
22245	Velilla de Cinca	061 - 075	15
22245	Velilla de Cinca	076 - 090	25
22245	Velilla de Cinca	091 - 105	37
22245	Velilla de Cinca	106 - 120	36
22245	Velilla de Cinca	121 - 150	24
22245	Velilla de Cinca	151 o más	15
22246	Veracruz	045 o menos	2
22246	Veracruz	046 - 060	4
22246	Veracruz	061 - 075	4
22246	Veracruz	076 - 090	11
22246	Veracruz	091 - 105	14
22246	Veracruz	106 - 120	4
22246	Veracruz	121 - 150	3
22246	Veracruz	151 o más	7
22247	Viacamp y Litera	061 - 075	1
22247	Viacamp y Litera	076 - 090	2
22247	Viacamp y Litera	091 - 105	4
22247	Viacamp y Litera	106 - 120	2
22247	Viacamp y Litera	121 - 150	3
22247	Viacamp y Litera	151 o más	1
22248	Vicién	045 o menos	1
22248	Vicién	046 - 060	1
22248	Vicién	061 - 075	1
22248	Vicién	076 - 090	10
22248	Vicién	091 - 105	16
22248	Vicién	106 - 120	2
22248	Vicién	121 - 150	8
22248	Vicién	151 o más	4
22249	Villanova	045 o menos	2
22249	Villanova	046 - 060	3
22249	Villanova	061 - 075	7
22249	Villanova	076 - 090	15
22249	Villanova	091 - 105	6
22249	Villanova	106 - 120	5
22249	Villanova	121 - 150	5
22249	Villanova	151 o más	8
22250	Villanúa	045 o menos	5
22250	Villanúa	046 - 060	26
22250	Villanúa	061 - 075	21
22250	Villanúa	076 - 090	30
22250	Villanúa	091 - 105	23
22250	Villanúa	106 - 120	15
22250	Villanúa	121 - 150	10
22250	Villanúa	151 o más	15
22251	Villanueva de Sigena	045 o menos	1
22251	Villanueva de Sigena	046 - 060	5
22251	Villanueva de Sigena	061 - 075	7
22251	Villanueva de Sigena	076 - 090	55
22251	Villanueva de Sigena	091 - 105	37
22251	Villanueva de Sigena	106 - 120	26
22251	Villanueva de Sigena	121 - 150	16
22251	Villanueva de Sigena	151 o más	7
22252	Yebra de Basa	045 o menos	1
22252	Yebra de Basa	046 - 060	3
22252	Yebra de Basa	061 - 075	5
22252	Yebra de Basa	076 - 090	13
22252	Yebra de Basa	091 - 105	9
22252	Yebra de Basa	106 - 120	4
22252	Yebra de Basa	121 - 150	12
22252	Yebra de Basa	151 o más	7
22253	Yésero	046 - 060	3
22253	Yésero	061 - 075	4
22253	Yésero	076 - 090	11
22253	Yésero	091 - 105	4
22253	Yésero	106 - 120	4
22253	Yésero	121 - 150	3
22253	Yésero	151 o más	4
22254	Zaidín	045 o menos	33
22254	Zaidín	046 - 060	61
22254	Zaidín	061 - 075	50
22254	Zaidín	076 - 090	149
22254	Zaidín	091 - 105	86
22254	Zaidín	106 - 120	89
22254	Zaidín	121 - 150	65
22254	Zaidín	151 o más	32
22901	Valle de Hecho	045 o menos	6
22901	Valle de Hecho	046 - 060	18
22901	Valle de Hecho	061 - 075	54
22901	Valle de Hecho	076 - 090	80
22901	Valle de Hecho	091 - 105	51
22901	Valle de Hecho	106 - 120	41
22901	Valle de Hecho	121 - 150	39
22901	Valle de Hecho	151 o más	61
22902	Puente la Reina de Jaca	046 - 060	3
22902	Puente la Reina de Jaca	061 - 075	12
22902	Puente la Reina de Jaca	076 - 090	28
22902	Puente la Reina de Jaca	091 - 105	15
22902	Puente la Reina de Jaca	106 - 120	13
22902	Puente la Reina de Jaca	121 - 150	8
22902	Puente la Reina de Jaca	151 o más	15
22903	San Miguel del Cinca	045 o menos	5
22903	San Miguel del Cinca	046 - 060	16
22903	San Miguel del Cinca	061 - 075	18
22903	San Miguel del Cinca	076 - 090	72
22903	San Miguel del Cinca	091 - 105	88
22903	San Miguel del Cinca	106 - 120	37
22903	San Miguel del Cinca	121 - 150	36
22903	San Miguel del Cinca	151 o más	24
22904	Sotonera (La)	045 o menos	11
22904	Sotonera (La)	046 - 060	50
22904	Sotonera (La)	061 - 075	54
22904	Sotonera (La)	076 - 090	112
22904	Sotonera (La)	091 - 105	74
22904	Sotonera (La)	106 - 120	33
22904	Sotonera (La)	121 - 150	43
22904	Sotonera (La)	151 o más	52
22905	Lupiñén-Ortilla	045 o menos	1
22905	Lupiñén-Ortilla	046 - 060	3
22905	Lupiñén-Ortilla	061 - 075	15
22905	Lupiñén-Ortilla	076 - 090	17
22905	Lupiñén-Ortilla	091 - 105	17
22905	Lupiñén-Ortilla	106 - 120	14
22905	Lupiñén-Ortilla	121 - 150	28
22905	Lupiñén-Ortilla	151 o más	28
22906	Santa María de Dulcis	045 o menos	1
22906	Santa María de Dulcis	046 - 060	2
22906	Santa María de Dulcis	061 - 075	7
22906	Santa María de Dulcis	076 - 090	21
22906	Santa María de Dulcis	091 - 105	21
22906	Santa María de Dulcis	106 - 120	16
22906	Santa María de Dulcis	121 - 150	11
22906	Santa María de Dulcis	151 o más	7
22907	Aínsa-Sobrarbe	045 o menos	5
22907	Aínsa-Sobrarbe	046 - 060	32
22907	Aínsa-Sobrarbe	061 - 075	33
22907	Aínsa-Sobrarbe	076 - 090	126
22907	Aínsa-Sobrarbe	091 - 105	113
22907	Aínsa-Sobrarbe	106 - 120	121
22907	Aínsa-Sobrarbe	121 - 150	65
22907	Aínsa-Sobrarbe	151 o más	83
22908	Hoz y Costeán	045 o menos	3
22908	Hoz y Costeán	046 - 060	1
22908	Hoz y Costeán	076 - 090	6
22908	Hoz y Costeán	091 - 105	4
22908	Hoz y Costeán	106 - 120	13
22908	Hoz y Costeán	121 - 150	6
22908	Hoz y Costeán	151 o más	52
22909	Vencillón	045 o menos	1
22909	Vencillón	046 - 060	11
22909	Vencillón	061 - 075	34
22909	Vencillón	076 - 090	33
22909	Vencillón	091 - 105	29
22909	Vencillón	106 - 120	32
22909	Vencillón	121 - 150	9
22909	Vencillón	151 o más	9
44001	Ababuj	046 - 060	1
44001	Ababuj	076 - 090	6
44001	Ababuj	091 - 105	7
44001	Ababuj	106 - 120	3
44001	Ababuj	121 - 150	6
44001	Ababuj	151 o más	11
44002	Abejuela	046 - 060	5
44002	Abejuela	061 - 075	3
44002	Abejuela	076 - 090	6
44002	Abejuela	091 - 105	4
44002	Abejuela	106 - 120	7
44002	Abejuela	121 - 150	1
44002	Abejuela	151 o más	6
44003	Aguatón	046 - 060	2
44003	Aguatón	061 - 075	1
44003	Aguatón	076 - 090	1
44003	Aguatón	091 - 105	3
44003	Aguatón	106 - 120	2
44003	Aguatón	151 o más	1
44004	Aguaviva	045 o menos	7
44004	Aguaviva	046 - 060	39
44004	Aguaviva	061 - 075	35
44004	Aguaviva	076 - 090	103
44004	Aguaviva	091 - 105	31
44004	Aguaviva	106 - 120	19
44004	Aguaviva	121 - 150	15
44004	Aguaviva	151 o más	11
44005	Aguilar del Alfambra	076 - 090	4
44005	Aguilar del Alfambra	091 - 105	6
44005	Aguilar del Alfambra	106 - 120	8
44005	Aguilar del Alfambra	121 - 150	6
44005	Aguilar del Alfambra	151 o más	8
44006	Alacón	045 o menos	1
