Municipio código	Municipio nombre	Segunda residencia	Número hogares
50153	Magallón	Dispone de segunda residencia	91
50153	Magallón	No dispone de segunda residencia	372
50154	Mainar	Dispone de segunda residencia	23
50154	Mainar	No dispone de segunda residencia	46
50155	Malanquilla	Dispone de segunda residencia	21
50155	Malanquilla	No dispone de segunda residencia	45
50156	Maleján	Dispone de segunda residencia	1
50156	Maleján	No dispone de segunda residencia	119
50157	Malón	Dispone de segunda residencia	12
50157	Malón	No dispone de segunda residencia	156
50159	Maluenda	Dispone de segunda residencia	19
50159	Maluenda	No dispone de segunda residencia	345
50160	Mallén	Dispone de segunda residencia	142
50160	Mallén	No dispone de segunda residencia	980
50161	Manchones	Dispone de segunda residencia	15
50161	Manchones	No dispone de segunda residencia	44
50162	Mara	Dispone de segunda residencia	10
50162	Mara	No dispone de segunda residencia	77
50163	María de Huerva	Dispone de segunda residencia	92
50163	María de Huerva	No dispone de segunda residencia	424
50164	Mediana de Aragón	Dispone de segunda residencia	24
50164	Mediana de Aragón	No dispone de segunda residencia	161
50165	Mequinenza	Dispone de segunda residencia	77
50165	Mequinenza	No dispone de segunda residencia	827
50166	Mesones de Isuela	Dispone de segunda residencia	4
50166	Mesones de Isuela	No dispone de segunda residencia	129
50167	Mezalocha	Dispone de segunda residencia	17
50167	Mezalocha	No dispone de segunda residencia	90
50168	Mianos	Dispone de segunda residencia	4
50168	Mianos	No dispone de segunda residencia	15
50169	Miedes de Aragón	Dispone de segunda residencia	46
50169	Miedes de Aragón	No dispone de segunda residencia	136
50170	Monegrillo	Dispone de segunda residencia	50
50170	Monegrillo	No dispone de segunda residencia	114
50171	Moneva	Dispone de segunda residencia	64
50171	Moneva	No dispone de segunda residencia	16
50172	Monreal de Ariza	Dispone de segunda residencia	20
50172	Monreal de Ariza	No dispone de segunda residencia	102
50173	Monterde	Dispone de segunda residencia	59
50173	Monterde	No dispone de segunda residencia	57
50174	Montón	Dispone de segunda residencia	8
50174	Montón	No dispone de segunda residencia	53
50175	Morata de Jalón	Dispone de segunda residencia	99
50175	Morata de Jalón	No dispone de segunda residencia	492
50176	Morata de Jiloca	Dispone de segunda residencia	4
50176	Morata de Jiloca	No dispone de segunda residencia	128
50177	Morés	Dispone de segunda residencia	21
50177	Morés	No dispone de segunda residencia	170
50178	Moros	Dispone de segunda residencia	8
50178	Moros	No dispone de segunda residencia	214
50179	Moyuela	No dispone de segunda residencia	147
50180	Mozota	Dispone de segunda residencia	12
50180	Mozota	No dispone de segunda residencia	36
50181	Muel	Dispone de segunda residencia	46
50181	Muel	No dispone de segunda residencia	374
50182	Muela (La)	Dispone de segunda residencia	211
50182	Muela (La)	No dispone de segunda residencia	456
50183	Munébrega	Dispone de segunda residencia	22
50183	Munébrega	No dispone de segunda residencia	160
50184	Murero	Dispone de segunda residencia	17
50184	Murero	No dispone de segunda residencia	46
50185	Murillo de Gállego	Dispone de segunda residencia	28
50185	Murillo de Gállego	No dispone de segunda residencia	49
50186	Navardún	Dispone de segunda residencia	5
50186	Navardún	No dispone de segunda residencia	20
50187	Nigüella	Dispone de segunda residencia	5
50187	Nigüella	No dispone de segunda residencia	39
50188	Nombrevilla	Dispone de segunda residencia	12
50188	Nombrevilla	No dispone de segunda residencia	15
50189	Nonaspe	Dispone de segunda residencia	23
50189	Nonaspe	No dispone de segunda residencia	402
50190	Novallas	Dispone de segunda residencia	54
50190	Novallas	No dispone de segunda residencia	251
50191	Novillas	Dispone de segunda residencia	16
50191	Novillas	No dispone de segunda residencia	234
50192	Nuévalos	Dispone de segunda residencia	42
50192	Nuévalos	No dispone de segunda residencia	93
50193	Nuez de Ebro	Dispone de segunda residencia	28
50193	Nuez de Ebro	No dispone de segunda residencia	177
50194	Olvés	No dispone de segunda residencia	58
50195	Orcajo	Dispone de segunda residencia	16
50195	Orcajo	No dispone de segunda residencia	5
50196	Orera	Dispone de segunda residencia	13
50196	Orera	No dispone de segunda residencia	38
50197	Orés	Dispone de segunda residencia	25
50197	Orés	No dispone de segunda residencia	26
50198	Oseja	Dispone de segunda residencia	10
50198	Oseja	No dispone de segunda residencia	14
50199	Osera de Ebro	Dispone de segunda residencia	30
50199	Osera de Ebro	No dispone de segunda residencia	97
50200	Paniza	Dispone de segunda residencia	46
50200	Paniza	No dispone de segunda residencia	216
50201	Paracuellos de Jiloca	Dispone de segunda residencia	20
50201	Paracuellos de Jiloca	No dispone de segunda residencia	167
50202	Paracuellos de la Ribera	Dispone de segunda residencia	13
50202	Paracuellos de la Ribera	No dispone de segunda residencia	107
50203	Pastriz	Dispone de segunda residencia	42
50203	Pastriz	No dispone de segunda residencia	339
50204	Pedrola	Dispone de segunda residencia	130
50204	Pedrola	No dispone de segunda residencia	863
50205	Pedrosas (Las)	Dispone de segunda residencia	19
50205	Pedrosas (Las)	No dispone de segunda residencia	25
50206	Perdiguera	Dispone de segunda residencia	50
50206	Perdiguera	No dispone de segunda residencia	167
50207	Piedratajada	Dispone de segunda residencia	28
50207	Piedratajada	No dispone de segunda residencia	28
50208	Pina de Ebro	Dispone de segunda residencia	62
50208	Pina de Ebro	No dispone de segunda residencia	822
50209	Pinseque	Dispone de segunda residencia	131
50209	Pinseque	No dispone de segunda residencia	560
50210	Pintanos (Los)	Dispone de segunda residencia	5
50210	Pintanos (Los)	No dispone de segunda residencia	31
50211	Plasencia de Jalón	Dispone de segunda residencia	15
50211	Plasencia de Jalón	No dispone de segunda residencia	131
50212	Pleitas	Dispone de segunda residencia	8
50212	Pleitas	No dispone de segunda residencia	15
50213	Plenas	Dispone de segunda residencia	36
50213	Plenas	No dispone de segunda residencia	39
50214	Pomer	Dispone de segunda residencia	1
50214	Pomer	No dispone de segunda residencia	22
50215	Pozuel de Ariza	Dispone de segunda residencia	5
50215	Pozuel de Ariza	No dispone de segunda residencia	2
50216	Pozuelo de Aragón	Dispone de segunda residencia	14
50216	Pozuelo de Aragón	No dispone de segunda residencia	105
50217	Pradilla de Ebro	Dispone de segunda residencia	16
50217	Pradilla de Ebro	No dispone de segunda residencia	227
50218	Puebla de Albortón	Dispone de segunda residencia	22
50218	Puebla de Albortón	No dispone de segunda residencia	40
50219	Puebla de Alfindén (La)	Dispone de segunda residencia	117
50219	Puebla de Alfindén (La)	No dispone de segunda residencia	723
50220	Puendeluna	Dispone de segunda residencia	13
50220	Puendeluna	No dispone de segunda residencia	15
50221	Purujosa	Dispone de segunda residencia	19
50221	Purujosa	No dispone de segunda residencia	8
50222	Quinto	Dispone de segunda residencia	50
50222	Quinto	No dispone de segunda residencia	722
50223	Remolinos	Dispone de segunda residencia	44
50223	Remolinos	No dispone de segunda residencia	424
50224	Retascón	Dispone de segunda residencia	20
50224	Retascón	No dispone de segunda residencia	14
50225	Ricla	Dispone de segunda residencia	125
50225	Ricla	No dispone de segunda residencia	701
50227	Romanos	Dispone de segunda residencia	10
50227	Romanos	No dispone de segunda residencia	39
50228	Rueda de Jalón	Dispone de segunda residencia	14
50228	Rueda de Jalón	No dispone de segunda residencia	129
50229	Ruesca	Dispone de segunda residencia	1
50229	Ruesca	No dispone de segunda residencia	30
50230	Sádaba	Dispone de segunda residencia	58
50230	Sádaba	No dispone de segunda residencia	591
50231	Salillas de Jalón	Dispone de segunda residencia	11
50231	Salillas de Jalón	No dispone de segunda residencia	143
50232	Salvatierra de Esca	Dispone de segunda residencia	29
50232	Salvatierra de Esca	No dispone de segunda residencia	93
50233	Samper del Salz	Dispone de segunda residencia	35
50233	Samper del Salz	No dispone de segunda residencia	29
50234	San Martín de la Virgen de Moncayo	Dispone de segunda residencia	3
50234	San Martín de la Virgen de Moncayo	No dispone de segunda residencia	105
50235	San Mateo de Gállego	Dispone de segunda residencia	97
50235	San Mateo de Gállego	No dispone de segunda residencia	717
50236	Santa Cruz de Grío	Dispone de segunda residencia	25
50236	Santa Cruz de Grío	No dispone de segunda residencia	65
50237	Santa Cruz de Moncayo	Dispone de segunda residencia	7
50237	Santa Cruz de Moncayo	No dispone de segunda residencia	41
50238	Santa Eulalia de Gállego	Dispone de segunda residencia	18
50238	Santa Eulalia de Gállego	No dispone de segunda residencia	42
50239	Santed	Dispone de segunda residencia	7
50239	Santed	No dispone de segunda residencia	24
50240	Sástago	Dispone de segunda residencia	130
50240	Sástago	No dispone de segunda residencia	399
50241	Saviñán	Dispone de segunda residencia	48
50241	Saviñán	No dispone de segunda residencia	290
50242	Sediles	Dispone de segunda residencia	9
50242	Sediles	No dispone de segunda residencia	33
50243	Sestrica	Dispone de segunda residencia	40
50243	Sestrica	No dispone de segunda residencia	151
50244	Sierra de Luna	Dispone de segunda residencia	38
50244	Sierra de Luna	No dispone de segunda residencia	69
50245	Sigüés	Dispone de segunda residencia	24
50245	Sigüés	No dispone de segunda residencia	63
50246	Sisamón	Dispone de segunda residencia	7
50246	Sisamón	No dispone de segunda residencia	23
50247	Sobradiel	Dispone de segunda residencia	35
50247	Sobradiel	No dispone de segunda residencia	192
50248	Sos del Rey Católico	Dispone de segunda residencia	46
50248	Sos del Rey Católico	No dispone de segunda residencia	246
50249	Tabuenca	Dispone de segunda residencia	8
50249	Tabuenca	No dispone de segunda residencia	182
50250	Talamantes	Dispone de segunda residencia	5
50250	Talamantes	No dispone de segunda residencia	28
50251	Tarazona	Dispone de segunda residencia	404
50251	Tarazona	No dispone de segunda residencia	3394
50252	Tauste	Dispone de segunda residencia	243
50252	Tauste	No dispone de segunda residencia	2200
50253	Terrer	Dispone de segunda residencia	19
50253	Terrer	No dispone de segunda residencia	241
50254	Tierga	Dispone de segunda residencia	13
50254	Tierga	No dispone de segunda residencia	82
50255	Tobed	Dispone de segunda residencia	28
50255	Tobed	No dispone de segunda residencia	113
50256	Torralba de los Frailes	Dispone de segunda residencia	7
50256	Torralba de los Frailes	No dispone de segunda residencia	31
50257	Torralba de Ribota	Dispone de segunda residencia	2
50257	Torralba de Ribota	No dispone de segunda residencia	87
50258	Torralbilla	Dispone de segunda residencia	19
50258	Torralbilla	No dispone de segunda residencia	22
50259	Torrehermosa	Dispone de segunda residencia	13
50259	Torrehermosa	No dispone de segunda residencia	32
50260	Torrelapaja	Dispone de segunda residencia	2
50260	Torrelapaja	No dispone de segunda residencia	20
50261	Torrellas	Dispone de segunda residencia	12
50261	Torrellas	No dispone de segunda residencia	119
50262	Torres de Berrellén	Dispone de segunda residencia	43
50262	Torres de Berrellén	No dispone de segunda residencia	447
50263	Torrijo de la Cañada	Dispone de segunda residencia	34
50263	Torrijo de la Cañada	No dispone de segunda residencia	144
50264	Tosos	Dispone de segunda residencia	17
50264	Tosos	No dispone de segunda residencia	70
50265	Trasmoz	Dispone de segunda residencia	2
50265	Trasmoz	No dispone de segunda residencia	26
50266	Trasobares	Dispone de segunda residencia	8
50266	Trasobares	No dispone de segunda residencia	106
50267	Uncastillo	Dispone de segunda residencia	93
50267	Uncastillo	No dispone de segunda residencia	275
50268	Undués de Lerda	Dispone de segunda residencia	8
50268	Undués de Lerda	No dispone de segunda residencia	19
50269	Urrea de Jalón	Dispone de segunda residencia	18
50269	Urrea de Jalón	No dispone de segunda residencia	108
50270	Urriés	Dispone de segunda residencia	13
50270	Urriés	No dispone de segunda residencia	23
50271	Used	Dispone de segunda residencia	59
50271	Used	No dispone de segunda residencia	80
50272	Utebo	Dispone de segunda residencia	544
50272	Utebo	No dispone de segunda residencia	3561
50273	Valdehorna	Dispone de segunda residencia	6
50273	Valdehorna	No dispone de segunda residencia	19
50274	Val de San Martín	Dispone de segunda residencia	7
50274	Val de San Martín	No dispone de segunda residencia	29
50275	Valmadrid	Dispone de segunda residencia	20
50275	Valmadrid	No dispone de segunda residencia	15
50276	Valpalmas	Dispone de segunda residencia	30
50276	Valpalmas	No dispone de segunda residencia	40
50277	Valtorres	Dispone de segunda residencia	2
50277	Valtorres	No dispone de segunda residencia	43
50278	Velilla de Ebro	Dispone de segunda residencia	22
50278	Velilla de Ebro	No dispone de segunda residencia	85
50279	Velilla de Jiloca	Dispone de segunda residencia	7
50279	Velilla de Jiloca	No dispone de segunda residencia	43
50280	Vera de Moncayo	Dispone de segunda residencia	36
50280	Vera de Moncayo	No dispone de segunda residencia	144
50281	Vierlas	Dispone de segunda residencia	5
50281	Vierlas	No dispone de segunda residencia	45
50282	Vilueña (La)	Dispone de segunda residencia	5
50282	Vilueña (La)	No dispone de segunda residencia	44
50283	Villadoz	Dispone de segunda residencia	11
50283	Villadoz	No dispone de segunda residencia	21
50284	Villafeliche	Dispone de segunda residencia	16
50284	Villafeliche	No dispone de segunda residencia	89
50285	Villafranca de Ebro	Dispone de segunda residencia	40
50285	Villafranca de Ebro	No dispone de segunda residencia	207
50286	Villalba de Perejil	Dispone de segunda residencia	11
50286	Villalba de Perejil	No dispone de segunda residencia	34
50287	Villalengua	Dispone de segunda residencia	17
50287	Villalengua	No dispone de segunda residencia	142
50288	Villanueva de Gállego	Dispone de segunda residencia	166
50288	Villanueva de Gállego	No dispone de segunda residencia	1011
50289	Villanueva de Jiloca	Dispone de segunda residencia	3
50289	Villanueva de Jiloca	No dispone de segunda residencia	38
50290	Villanueva de Huerva	Dispone de segunda residencia	58
50290	Villanueva de Huerva	No dispone de segunda residencia	195
50291	Villar de los Navarros	Dispone de segunda residencia	34
50291	Villar de los Navarros	No dispone de segunda residencia	37
50292	Villarreal de Huerva	Dispone de segunda residencia	14
50292	Villarreal de Huerva	No dispone de segunda residencia	59
50293	Villarroya de la Sierra	Dispone de segunda residencia	42
50293	Villarroya de la Sierra	No dispone de segunda residencia	262
50294	Villarroya del Campo	Dispone de segunda residencia	9
50294	Villarroya del Campo	No dispone de segunda residencia	22
50295	Vistabella	Dispone de segunda residencia	10
50295	Vistabella	No dispone de segunda residencia	9
50296	Zaida (La)	Dispone de segunda residencia	42
50296	Zaida (La)	No dispone de segunda residencia	164
50297	Zaragoza	Dispone de segunda residencia	56131
50297	Zaragoza	No dispone de segunda residencia	170343
50298	Zuera	Dispone de segunda residencia	209
50298	Zuera	No dispone de segunda residencia	1829
50901	Biel	Dispone de segunda residencia	46
50901	Biel	No dispone de segunda residencia	68
50902	Marracos	Dispone de segunda residencia	17
50902	Marracos	No dispone de segunda residencia	26
