Año	Nº Accidentes	Código	Municipio	Temporalidad	Sector Código	Sector Descripción
2007	9	50252	Tauste	Temporal	4	Servicios
2007	1	50252	Tauste	Sin clasificar	4	Servicios
2007	2	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2007	130	50272	Utebo	Indefinido	2	Industria y energía
2007	71	50272	Utebo	Temporal	2	Industria y energía
2007	20	50272	Utebo	Indefinido	3	Construcción
2007	67	50272	Utebo	Temporal	3	Construcción
2007	66	50272	Utebo	Indefinido	4	Servicios
2007	57	50272	Utebo	Temporal	4	Servicios
2007	62	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2007	60	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2007	4	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2007	1746	50297	Zaragoza	Indefinido	2	Industria y energía
2007	1089	50297	Zaragoza	Temporal	2	Industria y energía
2007	2	50297	Zaragoza	Sin clasificar	2	Industria y energía
2007	671	50297	Zaragoza	Indefinido	3	Construcción
2007	1917	50297	Zaragoza	Temporal	3	Construcción
2007	19	50297	Zaragoza	Sin clasificar	3	Construcción
2007	2	50297	Zaragoza		3	Construcción
2007	3338	50297	Zaragoza	Indefinido	4	Servicios
2007	1894	50297	Zaragoza	Temporal	4	Servicios
2007	5	50297	Zaragoza		4	Servicios
2007	24	50297	Zaragoza	Sin clasificar	4	Servicios
2007	2	50298	Zuera	Indefinido	1	Agricultura, ganadería y pesca
2007	2	50298	Zuera	Temporal	1	Agricultura, ganadería y pesca
2007	73	50298	Zuera	Indefinido	2	Industria y energía
2007	49	50298	Zuera	Temporal	2	Industria y energía
2007	2	50298	Zuera	Sin clasificar	2	Industria y energía
2007	12	50298	Zuera	Indefinido	3	Construcción
2007	35	50298	Zuera	Temporal	3	Construcción
2007	37	50298	Zuera	Indefinido	4	Servicios
2007	29	50298	Zuera	Temporal	4	Servicios
2007	1	50298	Zuera	Sin clasificar	4	Servicios
2006	6	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2006	6	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2006	50	22048	Barbastro	Indefinido	2	Industria y energía
2006	50	22048	Barbastro	Temporal	2	Industria y energía
2006	30	22048	Barbastro	Indefinido	3	Construcción
2006	62	22048	Barbastro	Temporal	3	Construcción
2006	49	22048	Barbastro	Indefinido	4	Servicios
2006	40	22048	Barbastro	Temporal	4	Servicios
2006	1	22048	Barbastro	Sin clasificar	4	Servicios
2006	7	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2006	3	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2006	77	22061	Binéfar	Indefinido	2	Industria y energía
2006	30	22061	Binéfar	Temporal	2	Industria y energía
2006	16	22061	Binéfar	Indefinido	3	Construcción
2006	22	22061	Binéfar	Temporal	3	Construcción
2006	34	22061	Binéfar	Indefinido	4	Servicios
2006	30	22061	Binéfar	Temporal	4	Servicios
2006	12	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2006	29	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2006	53	22112	Fraga	Indefinido	2	Industria y energía
2006	53	22112	Fraga	Temporal	2	Industria y energía
2006	1	22112	Fraga	Sin clasificar	2	Industria y energía
2006	23	22112	Fraga	Indefinido	3	Construcción
2006	51	22112	Fraga	Temporal	3	Construcción
2006	58	22112	Fraga	Indefinido	4	Servicios
2006	47	22112	Fraga	Temporal	4	Servicios
2006	10	22125	Huesca	Indefinido	1	Agricultura, ganadería y pesca
2006	8	22125	Huesca	Temporal	1	Agricultura, ganadería y pesca
2006	135	22125	Huesca	Indefinido	2	Industria y energía
2006	96	22125	Huesca	Temporal	2	Industria y energía
2006	86	22125	Huesca	Indefinido	3	Construcción
2006	268	22125	Huesca	Temporal	3	Construcción
2006	245	22125	Huesca	Indefinido	4	Servicios
2006	176	22125	Huesca	Temporal	4	Servicios
2006	5	22125	Huesca	Sin clasificar	4	Servicios
2006	4	22130	Jaca	Indefinido	1	Agricultura, ganadería y pesca
2006	1	22130	Jaca	Sin clasificar	1	Agricultura, ganadería y pesca
2006	10	22130	Jaca	Indefinido	2	Industria y energía
2006	6	22130	Jaca	Temporal	2	Industria y energía
2006	33	22130	Jaca	Indefinido	3	Construcción
2006	75	22130	Jaca	Temporal	3	Construcción
2006	1	22130	Jaca	Sin clasificar	3	Construcción
2006	70	22130	Jaca	Indefinido	4	Servicios
2006	45	22130	Jaca	Temporal	4	Servicios
2006	1	22130	Jaca	Sin clasificar	4	Servicios
2006	4	22158	Monzón	Indefinido	1	Agricultura, ganadería y pesca
2006	1	22158	Monzón	Sin clasificar	1	Agricultura, ganadería y pesca
2006	83	22158	Monzón	Indefinido	2	Industria y energía
2006	68	22158	Monzón	Temporal	2	Industria y energía
2006	1	22158	Monzón	Sin clasificar	2	Industria y energía
2006	22	22158	Monzón	Indefinido	3	Construcción
2006	80	22158	Monzón	Temporal	3	Construcción
2006	51	22158	Monzón	Indefinido	4	Servicios
2006	37	22158	Monzón	Temporal	4	Servicios
2006	1	22199	Sabiñánigo	Indefinido	1	Agricultura, ganadería y pesca
2006	1	22199	Sabiñánigo	Temporal	1	Agricultura, ganadería y pesca
2006	13	22199	Sabiñánigo	Indefinido	2	Industria y energía
2006	6	22199	Sabiñánigo	Temporal	2	Industria y energía
2006	14	22199	Sabiñánigo	Indefinido	3	Construcción
2006	54	22199	Sabiñánigo	Temporal	3	Construcción
2006	25	22199	Sabiñánigo	Indefinido	4	Servicios
2006	22	22199	Sabiñánigo	Temporal	4	Servicios
2006	1	44013	Alcañiz	Indefinido	1	Agricultura, ganadería y pesca
2006	4	44013	Alcañiz	Temporal	1	Agricultura, ganadería y pesca
2006	4	44013	Alcañiz	Sin clasificar	1	Agricultura, ganadería y pesca
2006	66	44013	Alcañiz	Indefinido	2	Industria y energía
2006	44	44013	Alcañiz	Temporal	2	Industria y energía
2006	18	44013	Alcañiz	Indefinido	3	Construcción
2006	55	44013	Alcañiz	Temporal	3	Construcción
2006	53	44013	Alcañiz	Indefinido	4	Servicios
2006	40	44013	Alcañiz	Temporal	4	Servicios
2006	5	44013	Alcañiz	Sin clasificar	4	Servicios
2006	28	44025	Andorra	Indefinido	2	Industria y energía
2006	10	44025	Andorra	Temporal	2	Industria y energía
2006	9	44025	Andorra	Indefinido	3	Construcción
2006	26	44025	Andorra	Temporal	3	Construcción
2006	38	44025	Andorra	Indefinido	4	Servicios
2006	16	44025	Andorra	Temporal	4	Servicios
2006	5	44216	Teruel	Indefinido	1	Agricultura, ganadería y pesca
2006	5	44216	Teruel	Temporal	1	Agricultura, ganadería y pesca
2006	2	44216	Teruel	Sin clasificar	1	Agricultura, ganadería y pesca
2006	77	44216	Teruel	Indefinido	2	Industria y energía
2006	40	44216	Teruel	Temporal	2	Industria y energía
2006	37	44216	Teruel	Indefinido	3	Construcción
2006	77	44216	Teruel	Temporal	3	Construcción
2006	1	44216	Teruel	Sin clasificar	3	Construcción
2006	131	44216	Teruel	Indefinido	4	Servicios
2006	84	44216	Teruel	Temporal	4	Servicios
2006	5	44216	Teruel	Sin clasificar	4	Servicios
2006	3	50008	Alagón	Indefinido	1	Agricultura, ganadería y pesca
2006	4	50008	Alagón	Temporal	1	Agricultura, ganadería y pesca
2006	55	50008	Alagón	Indefinido	2	Industria y energía
2006	61	50008	Alagón	Temporal	2	Industria y energía
2006	4	50008	Alagón	Indefinido	3	Construcción
2006	9	50008	Alagón	Temporal	3	Construcción
2006	31	50008	Alagón	Indefinido	4	Servicios
2006	28	50008	Alagón	Temporal	4	Servicios
2006	8	50025	Almunia de Doña Godina (La)	Indefinido	1	Agricultura, ganadería y pesca
2006	15	50025	Almunia de Doña Godina (La)	Temporal	1	Agricultura, ganadería y pesca
2006	1	50025	Almunia de Doña Godina (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2006	23	50025	Almunia de Doña Godina (La)	Indefinido	2	Industria y energía
2006	19	50025	Almunia de Doña Godina (La)	Temporal	2	Industria y energía
2006	4	50025	Almunia de Doña Godina (La)	Indefinido	3	Construcción
2006	13	50025	Almunia de Doña Godina (La)	Temporal	3	Construcción
2006	48	50025	Almunia de Doña Godina (La)	Indefinido	4	Servicios
2006	30	50025	Almunia de Doña Godina (La)	Temporal	4	Servicios
2006	3	50067	Calatayud	Indefinido	1	Agricultura, ganadería y pesca
2006	3	50067	Calatayud	Temporal	1	Agricultura, ganadería y pesca
2006	2	50067	Calatayud	Sin clasificar	1	Agricultura, ganadería y pesca
2006	40	50067	Calatayud	Indefinido	2	Industria y energía
2006	27	50067	Calatayud	Temporal	2	Industria y energía
2006	12	50067	Calatayud	Indefinido	3	Construcción
2006	49	50067	Calatayud	Temporal	3	Construcción
2006	1	50067	Calatayud	Sin clasificar	3	Construcción
2006	85	50067	Calatayud	Indefinido	4	Servicios
2006	54	50067	Calatayud	Temporal	4	Servicios
2006	3	50067	Calatayud	Sin clasificar	4	Servicios
2006	16	50074	Caspe	Indefinido	1	Agricultura, ganadería y pesca
2006	24	50074	Caspe	Temporal	1	Agricultura, ganadería y pesca
2006	9	50074	Caspe	Indefinido	2	Industria y energía
2006	9	50074	Caspe	Temporal	2	Industria y energía
2006	6	50074	Caspe	Indefinido	3	Construcción
2006	27	50074	Caspe	Temporal	3	Construcción
2006	30	50074	Caspe	Indefinido	4	Servicios
2006	28	50074	Caspe	Temporal	4	Servicios
2006	1	50089	Cuarte de Huerva	Temporal	1	Agricultura, ganadería y pesca
2006	117	50089	Cuarte de Huerva	Indefinido	2	Industria y energía
2006	83	50089	Cuarte de Huerva	Temporal	2	Industria y energía
2006	41	50089	Cuarte de Huerva	Indefinido	3	Construcción
2006	116	50089	Cuarte de Huerva	Temporal	3	Construcción
2006	77	50089	Cuarte de Huerva	Indefinido	4	Servicios
2006	61	50089	Cuarte de Huerva	Temporal	4	Servicios
2006	25	50095	Ejea de los Caballeros	Indefinido	1	Agricultura, ganadería y pesca
2006	27	50095	Ejea de los Caballeros	Temporal	1	Agricultura, ganadería y pesca
2006	82	50095	Ejea de los Caballeros	Indefinido	2	Industria y energía
2006	72	50095	Ejea de los Caballeros	Temporal	2	Industria y energía
2006	34	50095	Ejea de los Caballeros	Indefinido	3	Construcción
2006	94	50095	Ejea de los Caballeros	Temporal	3	Construcción
2006	1	50095	Ejea de los Caballeros	Sin clasificar	3	Construcción
2006	45	50095	Ejea de los Caballeros	Indefinido	4	Servicios
2006	29	50095	Ejea de los Caballeros	Temporal	4	Servicios
2006	2	50163	María de Huerva	Indefinido	1	Agricultura, ganadería y pesca
2006	35	50163	María de Huerva	Indefinido	2	Industria y energía
2006	17	50163	María de Huerva	Temporal	2	Industria y energía
2006	5	50163	María de Huerva	Indefinido	3	Construcción
2006	32	50163	María de Huerva	Temporal	3	Construcción
2006	4	50163	María de Huerva	Indefinido	4	Servicios
2006	7	50163	María de Huerva	Temporal	4	Servicios
2006	1	50182	Muela (La)	Indefinido	1	Agricultura, ganadería y pesca
2006	87	50182	Muela (La)	Indefinido	2	Industria y energía
2006	75	50182	Muela (La)	Temporal	2	Industria y energía
2006	10	50182	Muela (La)	Indefinido	3	Construcción
2006	33	50182	Muela (La)	Temporal	3	Construcción
2006	34	50182	Muela (La)	Indefinido	4	Servicios
2006	36	50182	Muela (La)	Temporal	4	Servicios
2006	1	50182	Muela (La)	Sin clasificar	4	Servicios
2006	163	50219	Puebla de Alfindén (La)	Indefinido	2	Industria y energía
2006	128	50219	Puebla de Alfindén (La)	Temporal	2	Industria y energía
2006	24	50219	Puebla de Alfindén (La)	Indefinido	3	Construcción
2006	50	50219	Puebla de Alfindén (La)	Temporal	3	Construcción
2006	1	50219	Puebla de Alfindén (La)	Sin clasificar	3	Construcción
2006	71	50219	Puebla de Alfindén (La)	Indefinido	4	Servicios
2006	35	50219	Puebla de Alfindén (La)	Temporal	4	Servicios
2006	2	50251	Tarazona	Indefinido	1	Agricultura, ganadería y pesca
2006	1	50251	Tarazona	Temporal	1	Agricultura, ganadería y pesca
2006	1	50251	Tarazona	Sin clasificar	1	Agricultura, ganadería y pesca
2006	76	50251	Tarazona	Indefinido	2	Industria y energía
2006	47	50251	Tarazona	Temporal	2	Industria y energía
2006	12	50251	Tarazona	Indefinido	3	Construcción
2006	33	50251	Tarazona	Temporal	3	Construcción
2006	41	50251	Tarazona	Indefinido	4	Servicios
2006	31	50251	Tarazona	Temporal	4	Servicios
2006	1	50251	Tarazona	Sin clasificar	4	Servicios
2006	16	50252	Tauste	Indefinido	1	Agricultura, ganadería y pesca
2006	10	50252	Tauste	Temporal	1	Agricultura, ganadería y pesca
2006	69	50252	Tauste	Indefinido	2	Industria y energía
2006	26	50252	Tauste	Temporal	2	Industria y energía
2006	16	50252	Tauste	Indefinido	3	Construcción
2006	26	50252	Tauste	Temporal	3	Construcción
2006	18	50252	Tauste	Indefinido	4	Servicios
2006	6	50252	Tauste	Temporal	4	Servicios
2006	2	50272	Utebo	Indefinido	1	Agricultura, ganadería y pesca
2006	4	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2006	115	50272	Utebo	Indefinido	2	Industria y energía
2006	82	50272	Utebo	Temporal	2	Industria y energía
2006	1	50272	Utebo	Sin clasificar	2	Industria y energía
2006	25	50272	Utebo	Indefinido	3	Construcción
2006	75	50272	Utebo	Temporal	3	Construcción
2006	1	50272	Utebo	Sin clasificar	3	Construcción
2006	61	50272	Utebo	Indefinido	4	Servicios
2006	55	50272	Utebo	Temporal	4	Servicios
2006	40	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2006	61	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2006	2	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2006	1746	50297	Zaragoza	Indefinido	2	Industria y energía
2006	1008	50297	Zaragoza	Temporal	2	Industria y energía
2006	2	50297	Zaragoza	Sin clasificar	2	Industria y energía
2006	575	50297	Zaragoza	Indefinido	3	Construcción
2006	1745	50297	Zaragoza	Temporal	3	Construcción
2006	10	50297	Zaragoza	Sin clasificar	3	Construcción
2006	2962	50297	Zaragoza	Indefinido	4	Servicios
2006	1998	50297	Zaragoza	Temporal	4	Servicios
2006	27	50297	Zaragoza	Sin clasificar	4	Servicios
2006	2	50298	Zuera	Indefinido	1	Agricultura, ganadería y pesca
2006	2	50298	Zuera	Temporal	1	Agricultura, ganadería y pesca
2006	57	50298	Zuera	Indefinido	2	Industria y energía
2006	56	50298	Zuera	Temporal	2	Industria y energía
2006	19	50298	Zuera	Indefinido	3	Construcción
2006	21	50298	Zuera	Temporal	3	Construcción
2006	31	50298	Zuera	Indefinido	4	Servicios
2006	24	50298	Zuera	Temporal	4	Servicios
2005	4	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2005	11	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2005	44	22048	Barbastro	Indefinido	2	Industria y energía
2005	26	22048	Barbastro	Temporal	2	Industria y energía
2005	12	22048	Barbastro	Indefinido	3	Construcción
2005	57	22048	Barbastro	Temporal	3	Construcción
2005	57	22048	Barbastro	Indefinido	4	Servicios
2005	33	22048	Barbastro	Temporal	4	Servicios
2005	10	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2005	3	22061	Binéfar	Temporal	1	Agricultura, ganadería y pesca
2005	67	22061	Binéfar	Indefinido	2	Industria y energía
2005	29	22061	Binéfar	Temporal	2	Industria y energía
2005	16	22061	Binéfar	Indefinido	3	Construcción
2005	31	22061	Binéfar	Temporal	3	Construcción
2005	42	22061	Binéfar	Indefinido	4	Servicios
2005	25	22061	Binéfar	Temporal	4	Servicios
2005	12	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2005	17	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2005	40	22112	Fraga	Indefinido	2	Industria y energía
2005	31	22112	Fraga	Temporal	2	Industria y energía
2005	20	22112	Fraga	Indefinido	3	Construcción
2005	41	22112	Fraga	Temporal	3	Construcción
2005	68	22112	Fraga	Indefinido	4	Servicios
2005	42	22112	Fraga	Temporal	4	Servicios
2005	1	22112	Fraga	Sin clasificar	4	Servicios
2005	19	22125	Huesca	Indefinido	1	Agricultura, ganadería y pesca
2005	9	22125	Huesca	Temporal	1	Agricultura, ganadería y pesca
2005	125	22125	Huesca	Indefinido	2	Industria y energía
2005	83	22125	Huesca	Temporal	2	Industria y energía
2005	75	22125	Huesca	Indefinido	3	Construcción
2005	257	22125	Huesca	Temporal	3	Construcción
2005	1	22125	Huesca	Sin clasificar	3	Construcción
2005	227	22125	Huesca	Indefinido	4	Servicios
2005	158	22125	Huesca	Temporal	4	Servicios
2005	2	22125	Huesca	Sin clasificar	4	Servicios
2005	3	22130	Jaca	Indefinido	1	Agricultura, ganadería y pesca
2005	3	22130	Jaca	Temporal	1	Agricultura, ganadería y pesca
2005	12	22130	Jaca	Indefinido	2	Industria y energía
2005	8	22130	Jaca	Temporal	2	Industria y energía
2005	17	22130	Jaca	Indefinido	3	Construcción
2005	107	22130	Jaca	Temporal	3	Construcción
2005	57	22130	Jaca	Indefinido	4	Servicios
2005	46	22130	Jaca	Temporal	4	Servicios
2005	2	22158	Monzón	Indefinido	1	Agricultura, ganadería y pesca
2005	1	22158	Monzón	Temporal	1	Agricultura, ganadería y pesca
2005	73	22158	Monzón	Indefinido	2	Industria y energía
2005	57	22158	Monzón	Temporal	2	Industria y energía
2005	11	22158	Monzón	Indefinido	3	Construcción
2005	45	22158	Monzón	Temporal	3	Construcción
2005	56	22158	Monzón	Indefinido	4	Servicios
2005	35	22158	Monzón	Temporal	4	Servicios
2005	1	22199	Sabiñánigo	Temporal	1	Agricultura, ganadería y pesca
2005	15	22199	Sabiñánigo	Indefinido	2	Industria y energía
2005	9	22199	Sabiñánigo	Temporal	2	Industria y energía
2005	12	22199	Sabiñánigo	Indefinido	3	Construcción
2005	57	22199	Sabiñánigo	Temporal	3	Construcción
2005	17	22199	Sabiñánigo	Indefinido	4	Servicios
2005	11	22199	Sabiñánigo	Temporal	4	Servicios
2005	6	44013	Alcañiz	Indefinido	1	Agricultura, ganadería y pesca
2005	7	44013	Alcañiz	Temporal	1	Agricultura, ganadería y pesca
2005	57	44013	Alcañiz	Indefinido	2	Industria y energía
2005	33	44013	Alcañiz	Temporal	2	Industria y energía
2005	19	44013	Alcañiz	Indefinido	3	Construcción
2005	56	44013	Alcañiz	Temporal	3	Construcción
2005	1	44013	Alcañiz	Sin clasificar	3	Construcción
2005	63	44013	Alcañiz	Indefinido	4	Servicios
2005	50	44013	Alcañiz	Temporal	4	Servicios
2005	32	44025	Andorra	Indefinido	2	Industria y energía
2005	6	44025	Andorra	Temporal	2	Industria y energía
2005	3	44025	Andorra	Indefinido	3	Construcción
2005	17	44025	Andorra	Temporal	3	Construcción
2005	24	44025	Andorra	Indefinido	4	Servicios
2005	17	44025	Andorra	Temporal	4	Servicios
2005	1	44025	Andorra	Sin clasificar	4	Servicios
2005	3	44216	Teruel	Indefinido	1	Agricultura, ganadería y pesca
2005	3	44216	Teruel	Temporal	1	Agricultura, ganadería y pesca
2005	61	44216	Teruel	Indefinido	2	Industria y energía
2005	32	44216	Teruel	Temporal	2	Industria y energía
2005	35	44216	Teruel	Indefinido	3	Construcción
2005	82	44216	Teruel	Temporal	3	Construcción
2005	146	44216	Teruel	Indefinido	4	Servicios
2005	88	44216	Teruel	Temporal	4	Servicios
2005	3	44216	Teruel	Sin clasificar	4	Servicios
2005	4	50008	Alagón	Temporal	1	Agricultura, ganadería y pesca
2005	57	50008	Alagón	Indefinido	2	Industria y energía
2005	21	50008	Alagón	Temporal	2	Industria y energía
2005	6	50008	Alagón	Indefinido	3	Construcción
2005	6	50008	Alagón	Temporal	3	Construcción
2005	32	50008	Alagón	Indefinido	4	Servicios
2005	26	50008	Alagón	Temporal	4	Servicios
2005	4	50025	Almunia de Doña Godina (La)	Indefinido	1	Agricultura, ganadería y pesca
2005	15	50025	Almunia de Doña Godina (La)	Temporal	1	Agricultura, ganadería y pesca
2005	14	50025	Almunia de Doña Godina (La)	Indefinido	2	Industria y energía
2005	18	50025	Almunia de Doña Godina (La)	Temporal	2	Industria y energía
2005	6	50025	Almunia de Doña Godina (La)	Indefinido	3	Construcción
2005	11	50025	Almunia de Doña Godina (La)	Temporal	3	Construcción
2005	52	50025	Almunia de Doña Godina (La)	Indefinido	4	Servicios
2005	25	50025	Almunia de Doña Godina (La)	Temporal	4	Servicios
2005	3	50067	Calatayud	Indefinido	1	Agricultura, ganadería y pesca
2005	8	50067	Calatayud	Temporal	1	Agricultura, ganadería y pesca
2005	33	50067	Calatayud	Indefinido	2	Industria y energía
2005	18	50067	Calatayud	Temporal	2	Industria y energía
2005	12	50067	Calatayud	Indefinido	3	Construcción
2005	71	50067	Calatayud	Temporal	3	Construcción
2005	1	50067	Calatayud	Sin clasificar	3	Construcción
2005	70	50067	Calatayud	Indefinido	4	Servicios
2005	43	50067	Calatayud	Temporal	4	Servicios
2005	2	50067	Calatayud	Sin clasificar	4	Servicios
2005	14	50074	Caspe	Indefinido	1	Agricultura, ganadería y pesca
2005	31	50074	Caspe	Temporal	1	Agricultura, ganadería y pesca
2005	1	50074	Caspe	Sin clasificar	1	Agricultura, ganadería y pesca
2005	6	50074	Caspe	Indefinido	2	Industria y energía
2005	14	50074	Caspe	Temporal	2	Industria y energía
2005	3	50074	Caspe	Indefinido	3	Construcción
2005	24	50074	Caspe	Temporal	3	Construcción
2005	57	50074	Caspe	Indefinido	4	Servicios
2005	31	50074	Caspe	Temporal	4	Servicios
2005	1	50089	Cuarte de Huerva	Temporal	1	Agricultura, ganadería y pesca
2005	124	50089	Cuarte de Huerva	Indefinido	2	Industria y energía
2005	71	50089	Cuarte de Huerva	Temporal	2	Industria y energía
2005	34	50089	Cuarte de Huerva	Indefinido	3	Construcción
2005	99	50089	Cuarte de Huerva	Temporal	3	Construcción
2005	77	50089	Cuarte de Huerva	Indefinido	4	Servicios
2005	60	50089	Cuarte de Huerva	Temporal	4	Servicios
2005	20	50095	Ejea de los Caballeros	Indefinido	1	Agricultura, ganadería y pesca
2005	27	50095	Ejea de los Caballeros	Temporal	1	Agricultura, ganadería y pesca
2005	87	50095	Ejea de los Caballeros	Indefinido	2	Industria y energía
2005	92	50095	Ejea de los Caballeros	Temporal	2	Industria y energía
2005	25	50095	Ejea de los Caballeros	Indefinido	3	Construcción
2005	90	50095	Ejea de los Caballeros	Temporal	3	Construcción
2005	45	50095	Ejea de los Caballeros	Indefinido	4	Servicios
2005	38	50095	Ejea de los Caballeros	Temporal	4	Servicios
2005	2	50163	María de Huerva	Temporal	1	Agricultura, ganadería y pesca
2005	27	50163	María de Huerva	Indefinido	2	Industria y energía
2005	13	50163	María de Huerva	Temporal	2	Industria y energía
2005	4	50163	María de Huerva	Indefinido	3	Construcción
2005	28	50163	María de Huerva	Temporal	3	Construcción
2005	1	50163	María de Huerva	Indefinido	4	Servicios
2005	3	50163	María de Huerva	Temporal	4	Servicios
2005	65	50182	Muela (La)	Indefinido	2	Industria y energía
2005	93	50182	Muela (La)	Temporal	2	Industria y energía
2005	3	50182	Muela (La)	Indefinido	3	Construcción
2005	23	50182	Muela (La)	Temporal	3	Construcción
2005	27	50182	Muela (La)	Indefinido	4	Servicios
2005	47	50182	Muela (La)	Temporal	4	Servicios
2005	1	50219	Puebla de Alfindén (La)	Indefinido	1	Agricultura, ganadería y pesca
2005	1	50219	Puebla de Alfindén (La)	Sin clasificar	1	Agricultura, ganadería y pesca
2005	149	50219	Puebla de Alfindén (La)	Indefinido	2	Industria y energía
2005	107	50219	Puebla de Alfindén (La)	Temporal	2	Industria y energía
2005	22	50219	Puebla de Alfindén (La)	Indefinido	3	Construcción
2005	49	50219	Puebla de Alfindén (La)	Temporal	3	Construcción
2005	1	50219	Puebla de Alfindén (La)	Sin clasificar	3	Construcción
2005	63	50219	Puebla de Alfindén (La)	Indefinido	4	Servicios
2005	55	50219	Puebla de Alfindén (La)	Temporal	4	Servicios
2005	4	50251	Tarazona	Indefinido	1	Agricultura, ganadería y pesca
2005	1	50251	Tarazona	Temporal	1	Agricultura, ganadería y pesca
2005	57	50251	Tarazona	Indefinido	2	Industria y energía
2005	21	50251	Tarazona	Temporal	2	Industria y energía
2005	9	50251	Tarazona	Indefinido	3	Construcción
2005	12	50251	Tarazona	Temporal	3	Construcción
2005	33	50251	Tarazona	Indefinido	4	Servicios
2005	27	50251	Tarazona	Temporal	4	Servicios
2005	2	50251	Tarazona	Sin clasificar	4	Servicios
2005	17	50252	Tauste	Indefinido	1	Agricultura, ganadería y pesca
2005	11	50252	Tauste	Temporal	1	Agricultura, ganadería y pesca
2005	66	50252	Tauste	Indefinido	2	Industria y energía
2005	22	50252	Tauste	Temporal	2	Industria y energía
2005	18	50252	Tauste	Indefinido	3	Construcción
2005	26	50252	Tauste	Temporal	3	Construcción
2005	17	50252	Tauste	Indefinido	4	Servicios
2005	11	50252	Tauste	Temporal	4	Servicios
2005	2	50272	Utebo	Indefinido	1	Agricultura, ganadería y pesca
2005	5	50272	Utebo	Temporal	1	Agricultura, ganadería y pesca
2005	98	50272	Utebo	Indefinido	2	Industria y energía
2005	77	50272	Utebo	Temporal	2	Industria y energía
2005	29	50272	Utebo	Indefinido	3	Construcción
2005	81	50272	Utebo	Temporal	3	Construcción
2005	57	50272	Utebo	Indefinido	4	Servicios
2005	41	50272	Utebo	Temporal	4	Servicios
2005	42	50297	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca
2005	33	50297	Zaragoza	Temporal	1	Agricultura, ganadería y pesca
2005	1	50297	Zaragoza	Sin clasificar	1	Agricultura, ganadería y pesca
2005	1660	50297	Zaragoza	Indefinido	2	Industria y energía
2005	878	50297	Zaragoza	Temporal	2	Industria y energía
2005	545	50297	Zaragoza	Indefinido	3	Construcción
2005	1597	50297	Zaragoza	Temporal	3	Construcción
2005	5	50297	Zaragoza	Sin clasificar	3	Construcción
2005	2925	50297	Zaragoza	Indefinido	4	Servicios
2005	2056	50297	Zaragoza	Temporal	4	Servicios
2005	8	50297	Zaragoza	Sin clasificar	4	Servicios
2005	4	50298	Zuera	Indefinido	1	Agricultura, ganadería y pesca
2005	47	50298	Zuera	Indefinido	2	Industria y energía
2005	46	50298	Zuera	Temporal	2	Industria y energía
2005	10	50298	Zuera	Indefinido	3	Construcción
2005	22	50298	Zuera	Temporal	3	Construcción
2005	28	50298	Zuera	Indefinido	4	Servicios
2005	21	50298	Zuera	Temporal	4	Servicios
2004	4	22048	Barbastro	Indefinido	1	Agricultura, ganadería y pesca
2004	9	22048	Barbastro	Temporal	1	Agricultura, ganadería y pesca
2004	42	22048	Barbastro	Indefinido	2	Industria y energía
2004	32	22048	Barbastro	Temporal	2	Industria y energía
2004	11	22048	Barbastro	Indefinido	3	Construcción
2004	56	22048	Barbastro	Temporal	3	Construcción
2004	51	22048	Barbastro	Indefinido	4	Servicios
2004	49	22048	Barbastro	Temporal	4	Servicios
2004	5	22061	Binéfar	Indefinido	1	Agricultura, ganadería y pesca
2004	74	22061	Binéfar	Indefinido	2	Industria y energía
2004	42	22061	Binéfar	Temporal	2	Industria y energía
2004	7	22061	Binéfar	Indefinido	3	Construcción
2004	26	22061	Binéfar	Temporal	3	Construcción
2004	38	22061	Binéfar	Indefinido	4	Servicios
2004	16	22061	Binéfar	Temporal	4	Servicios
2004	6	22112	Fraga	Indefinido	1	Agricultura, ganadería y pesca
2004	16	22112	Fraga	Temporal	1	Agricultura, ganadería y pesca
2004	34	22112	Fraga	Indefinido	2	Industria y energía
2004	31	22112	Fraga	Temporal	2	Industria y energía
2004	9	22112	Fraga	Indefinido	3	Construcción
