Municipio código	Municipio nombre	Explotaciones	Formación jefe explotación
44133	Lanzuela	9	Experiencia agraria exclusivamente
44133	Lanzuela	2	Otra formación agraria o cursos agrarios
44135	Libros	41	Experiencia agraria exclusivamente
44135	Libros	5	Otra formación agraria o cursos agrarios
44136	Lidón	2	Estudios profesionales agrarios
44136	Lidón	21	Experiencia agraria exclusivamente
44136	Lidón	1	Otra formación agraria o cursos agrarios
44137	Linares de Mora	1	Estudios profesionales agrarios
44137	Linares de Mora	29	Experiencia agraria exclusivamente
44137	Linares de Mora	3	Otra formación agraria o cursos agrarios
44138	Loscos	1	Estudios universitarios agrarios
44138	Loscos	36	Experiencia agraria exclusivamente
44138	Loscos	5	Otra formación agraria o cursos agrarios
44141	Lledó	1	Estudios universitarios agrarios
44141	Lledó	32	Experiencia agraria exclusivamente
44141	Lledó	6	Otra formación agraria o cursos agrarios
44142	Maicas	13	Experiencia agraria exclusivamente
44143	Manzanera	2	Estudios profesionales agrarios
44143	Manzanera	1	Estudios universitarios agrarios
44143	Manzanera	38	Experiencia agraria exclusivamente
44143	Manzanera	4	Otra formación agraria o cursos agrarios
44144	Martín del Río	1	Estudios profesionales agrarios
44144	Martín del Río	24	Experiencia agraria exclusivamente
44144	Martín del Río	3	Otra formación agraria o cursos agrarios
44145	Mas de las Matas	5	Estudios profesionales agrarios
44145	Mas de las Matas	65	Experiencia agraria exclusivamente
44145	Mas de las Matas	13	Otra formación agraria o cursos agrarios
44146	Mata de los Olmos (La)	1	Estudios universitarios agrarios
44146	Mata de los Olmos (La)	28	Experiencia agraria exclusivamente
44146	Mata de los Olmos (La)	3	Otra formación agraria o cursos agrarios
44147	Mazaleón	3	Estudios profesionales agrarios
44147	Mazaleón	1	Estudios universitarios agrarios
44147	Mazaleón	132	Experiencia agraria exclusivamente
44147	Mazaleón	20	Otra formación agraria o cursos agrarios
44148	Mezquita de Jarque	1	Estudios profesionales agrarios
44148	Mezquita de Jarque	1	Estudios universitarios agrarios
44148	Mezquita de Jarque	11	Experiencia agraria exclusivamente
44148	Mezquita de Jarque	7	Otra formación agraria o cursos agrarios
44149	Mirambel	2	Estudios profesionales agrarios
44149	Mirambel	20	Experiencia agraria exclusivamente
44149	Mirambel	5	Otra formación agraria o cursos agrarios
44150	Miravete de la Sierra	14	Experiencia agraria exclusivamente
44151	Molinos	3	Estudios profesionales agrarios
44151	Molinos	3	Estudios universitarios agrarios
44151	Molinos	52	Experiencia agraria exclusivamente
44151	Molinos	8	Otra formación agraria o cursos agrarios
44152	Monforte de Moyuela	1	Estudios profesionales agrarios
44152	Monforte de Moyuela	22	Experiencia agraria exclusivamente
44153	Monreal del Campo	4	Estudios profesionales agrarios
44153	Monreal del Campo	1	Estudios universitarios agrarios
44153	Monreal del Campo	130	Experiencia agraria exclusivamente
44153	Monreal del Campo	11	Otra formación agraria o cursos agrarios
44154	Monroyo	64	Experiencia agraria exclusivamente
44154	Monroyo	8	Otra formación agraria o cursos agrarios
44155	Montalbán	1	Estudios universitarios agrarios
44155	Montalbán	12	Experiencia agraria exclusivamente
44155	Montalbán	2	Otra formación agraria o cursos agrarios
44156	Monteagudo del Castillo	1	Estudios profesionales agrarios
44156	Monteagudo del Castillo	17	Experiencia agraria exclusivamente
44157	Monterde de Albarracín	8	Experiencia agraria exclusivamente
44157	Monterde de Albarracín	1	Otra formación agraria o cursos agrarios
44158	Mora de Rubielos	3	Estudios profesionales agrarios
44158	Mora de Rubielos	1	Estudios universitarios agrarios
44158	Mora de Rubielos	67	Experiencia agraria exclusivamente
44158	Mora de Rubielos	5	Otra formación agraria o cursos agrarios
44159	Moscardón	3	Estudios profesionales agrarios
44159	Moscardón	5	Experiencia agraria exclusivamente
44160	Mosqueruela	3	Estudios profesionales agrarios
44160	Mosqueruela	68	Experiencia agraria exclusivamente
44160	Mosqueruela	6	Otra formación agraria o cursos agrarios
44161	Muniesa	1	Estudios profesionales agrarios
44161	Muniesa	2	Estudios universitarios agrarios
44161	Muniesa	115	Experiencia agraria exclusivamente
44161	Muniesa	14	Otra formación agraria o cursos agrarios
44163	Noguera de Albarracín	4	Experiencia agraria exclusivamente
44164	Nogueras	1	Estudios profesionales agrarios
44164	Nogueras	14	Experiencia agraria exclusivamente
44165	Nogueruelas	1	Estudios profesionales agrarios
44165	Nogueruelas	13	Experiencia agraria exclusivamente
44167	Obón	1	Estudios profesionales agrarios
44167	Obón	12	Experiencia agraria exclusivamente
44167	Obón	1	Otra formación agraria o cursos agrarios
44168	Odón	3	Estudios profesionales agrarios
44168	Odón	54	Experiencia agraria exclusivamente
44168	Odón	13	Otra formación agraria o cursos agrarios
44169	Ojos Negros	5	Estudios profesionales agrarios
44169	Ojos Negros	1	Estudios universitarios agrarios
44169	Ojos Negros	50	Experiencia agraria exclusivamente
44169	Ojos Negros	7	Otra formación agraria o cursos agrarios
44171	Olba	8	Experiencia agraria exclusivamente
44172	Oliete	1	Estudios universitarios agrarios
44172	Oliete	89	Experiencia agraria exclusivamente
44172	Oliete	3	Otra formación agraria o cursos agrarios
44173	Olmos (Los)	1	Estudios profesionales agrarios
44173	Olmos (Los)	45	Experiencia agraria exclusivamente
44173	Olmos (Los)	2	Otra formación agraria o cursos agrarios
44174	Orihuela del Tremedal	2	Estudios profesionales agrarios
44174	Orihuela del Tremedal	19	Experiencia agraria exclusivamente
44175	Orrios	1	Estudios profesionales agrarios
44175	Orrios	35	Experiencia agraria exclusivamente
44175	Orrios	12	Otra formación agraria o cursos agrarios
44176	Palomar de Arroyos	14	Experiencia agraria exclusivamente
44176	Palomar de Arroyos	3	Otra formación agraria o cursos agrarios
44177	Pancrudo	2	Estudios profesionales agrarios
44177	Pancrudo	1	Estudios universitarios agrarios
44177	Pancrudo	39	Experiencia agraria exclusivamente
44177	Pancrudo	6	Otra formación agraria o cursos agrarios
44178	Parras de Castellote (Las)	2	Estudios profesionales agrarios
44178	Parras de Castellote (Las)	17	Experiencia agraria exclusivamente
44178	Parras de Castellote (Las)	2	Otra formación agraria o cursos agrarios
44179	Peñarroya de Tastavins	4	Estudios profesionales agrarios
44179	Peñarroya de Tastavins	1	Estudios universitarios agrarios
44179	Peñarroya de Tastavins	68	Experiencia agraria exclusivamente
44179	Peñarroya de Tastavins	11	Otra formación agraria o cursos agrarios
44180	Peracense	15	Experiencia agraria exclusivamente
44181	Peralejos	2	Estudios profesionales agrarios
44181	Peralejos	12	Experiencia agraria exclusivamente
44181	Peralejos	2	Otra formación agraria o cursos agrarios
44182	Perales del Alfambra	6	Estudios profesionales agrarios
44182	Perales del Alfambra	3	Estudios universitarios agrarios
44182	Perales del Alfambra	44	Experiencia agraria exclusivamente
44182	Perales del Alfambra	5	Otra formación agraria o cursos agrarios
44183	Pitarque	13	Experiencia agraria exclusivamente
44184	Plou	1	Estudios profesionales agrarios
44184	Plou	7	Experiencia agraria exclusivamente
44184	Plou	1	Otra formación agraria o cursos agrarios
44185	Pobo (El)	1	Estudios profesionales agrarios
44185	Pobo (El)	1	Estudios universitarios agrarios
44185	Pobo (El)	26	Experiencia agraria exclusivamente
44185	Pobo (El)	6	Otra formación agraria o cursos agrarios
44187	Portellada (La)	2	Estudios profesionales agrarios
44187	Portellada (La)	1	Estudios universitarios agrarios
44187	Portellada (La)	51	Experiencia agraria exclusivamente
44187	Portellada (La)	7	Otra formación agraria o cursos agrarios
44189	Pozondón	3	Estudios profesionales agrarios
44189	Pozondón	1	Estudios universitarios agrarios
44189	Pozondón	14	Experiencia agraria exclusivamente
44190	Pozuel del Campo	1	Estudios profesionales agrarios
44190	Pozuel del Campo	16	Experiencia agraria exclusivamente
44191	Puebla de Híjar (La)	1	Estudios profesionales agrarios
44191	Puebla de Híjar (La)	3	Estudios universitarios agrarios
44191	Puebla de Híjar (La)	73	Experiencia agraria exclusivamente
44191	Puebla de Híjar (La)	9	Otra formación agraria o cursos agrarios
44192	Puebla de Valverde (La)	2	Estudios profesionales agrarios
44192	Puebla de Valverde (La)	1	Estudios universitarios agrarios
44192	Puebla de Valverde (La)	63	Experiencia agraria exclusivamente
44192	Puebla de Valverde (La)	4	Otra formación agraria o cursos agrarios
44193	Puertomingalvo	29	Experiencia agraria exclusivamente
44194	Ráfales	1	Estudios profesionales agrarios
44194	Ráfales	50	Experiencia agraria exclusivamente
44194	Ráfales	3	Otra formación agraria o cursos agrarios
44195	Rillo	14	Experiencia agraria exclusivamente
44195	Rillo	4	Otra formación agraria o cursos agrarios
44196	Riodeva	26	Experiencia agraria exclusivamente
44197	Ródenas	2	Estudios profesionales agrarios
44197	Ródenas	1	Estudios universitarios agrarios
44197	Ródenas	10	Experiencia agraria exclusivamente
44198	Royuela	2	Estudios profesionales agrarios
44198	Royuela	14	Experiencia agraria exclusivamente
44198	Royuela	1	Otra formación agraria o cursos agrarios
44199	Rubiales	4	Experiencia agraria exclusivamente
44200	Rubielos de la Cérida	23	Experiencia agraria exclusivamente
44200	Rubielos de la Cérida	1	Otra formación agraria o cursos agrarios
44201	Rubielos de Mora	27	Experiencia agraria exclusivamente
44203	Salcedillo	1	Estudios profesionales agrarios
44203	Salcedillo	2	Experiencia agraria exclusivamente
44204	Saldón	6	Experiencia agraria exclusivamente
44205	Samper de Calanda	9	Estudios profesionales agrarios
44205	Samper de Calanda	2	Estudios universitarios agrarios
44205	Samper de Calanda	71	Experiencia agraria exclusivamente
44205	Samper de Calanda	20	Otra formación agraria o cursos agrarios
44206	San Agustín	36	Experiencia agraria exclusivamente
44206	San Agustín	2	Otra formación agraria o cursos agrarios
44207	San Martín del Río	2	Estudios profesionales agrarios
44207	San Martín del Río	73	Experiencia agraria exclusivamente
44207	San Martín del Río	5	Otra formación agraria o cursos agrarios
44208	Santa Cruz de Nogueras	3	Experiencia agraria exclusivamente
44209	Santa Eulalia	6	Estudios profesionales agrarios
44209	Santa Eulalia	92	Experiencia agraria exclusivamente
44209	Santa Eulalia	6	Otra formación agraria o cursos agrarios
44210	Sarrión	4	Estudios profesionales agrarios
44210	Sarrión	2	Estudios universitarios agrarios
44210	Sarrión	116	Experiencia agraria exclusivamente
44210	Sarrión	9	Otra formación agraria o cursos agrarios
44211	Segura de los Baños	13	Experiencia agraria exclusivamente
44211	Segura de los Baños	2	Otra formación agraria o cursos agrarios
44212	Seno	19	Experiencia agraria exclusivamente
44213	Singra	7	Estudios profesionales agrarios
44213	Singra	14	Experiencia agraria exclusivamente
44215	Terriente	1	Estudios profesionales agrarios
44215	Terriente	27	Experiencia agraria exclusivamente
44215	Terriente	2	Otra formación agraria o cursos agrarios
44216	Teruel	13	Estudios profesionales agrarios
44216	Teruel	4	Estudios universitarios agrarios
44216	Teruel	242	Experiencia agraria exclusivamente
44216	Teruel	14	Otra formación agraria o cursos agrarios
44217	Toril y Masegoso	8	Experiencia agraria exclusivamente
44219	Tornos	5	Estudios profesionales agrarios
44219	Tornos	1	Estudios universitarios agrarios
44219	Tornos	57	Experiencia agraria exclusivamente
44219	Tornos	5	Otra formación agraria o cursos agrarios
44220	Torralba de los Sisones	2	Estudios profesionales agrarios
44220	Torralba de los Sisones	1	Estudios universitarios agrarios
44220	Torralba de los Sisones	33	Experiencia agraria exclusivamente
44220	Torralba de los Sisones	6	Otra formación agraria o cursos agrarios
44221	Torrecilla de Alcañiz	4	Estudios profesionales agrarios
44221	Torrecilla de Alcañiz	47	Experiencia agraria exclusivamente
44221	Torrecilla de Alcañiz	11	Otra formación agraria o cursos agrarios
44222	Torrecilla del Rebollar	2	Estudios profesionales agrarios
44222	Torrecilla del Rebollar	2	Estudios universitarios agrarios
44222	Torrecilla del Rebollar	25	Experiencia agraria exclusivamente
44222	Torrecilla del Rebollar	2	Otra formación agraria o cursos agrarios
44223	Torre de Arcas	3	Estudios profesionales agrarios
44223	Torre de Arcas	15	Experiencia agraria exclusivamente
44223	Torre de Arcas	1	Otra formación agraria o cursos agrarios
44224	Torre de las Arcas	1	Estudios universitarios agrarios
44224	Torre de las Arcas	6	Experiencia agraria exclusivamente
44224	Torre de las Arcas	5	Otra formación agraria o cursos agrarios
44225	Torre del Compte	1	Estudios profesionales agrarios
44225	Torre del Compte	33	Experiencia agraria exclusivamente
44225	Torre del Compte	2	Otra formación agraria o cursos agrarios
44226	Torrelacárcel	8	Estudios profesionales agrarios
44226	Torrelacárcel	1	Estudios universitarios agrarios
44226	Torrelacárcel	44	Experiencia agraria exclusivamente
44226	Torrelacárcel	4	Otra formación agraria o cursos agrarios
44227	Torre los Negros	1	Estudios universitarios agrarios
44227	Torre los Negros	12	Experiencia agraria exclusivamente
44227	Torre los Negros	1	Otra formación agraria o cursos agrarios
44228	Torremocha de Jiloca	1	Estudios profesionales agrarios
44228	Torremocha de Jiloca	1	Estudios universitarios agrarios
44228	Torremocha de Jiloca	21	Experiencia agraria exclusivamente
44228	Torremocha de Jiloca	4	Otra formación agraria o cursos agrarios
44229	Torres de Albarracín	1	Estudios profesionales agrarios
44229	Torres de Albarracín	7	Experiencia agraria exclusivamente
44229	Torres de Albarracín	1	Otra formación agraria o cursos agrarios
44230	Torrevelilla	2	Estudios universitarios agrarios
44230	Torrevelilla	35	Experiencia agraria exclusivamente
44230	Torrevelilla	8	Otra formación agraria o cursos agrarios
44231	Torrijas	5	Experiencia agraria exclusivamente
44232	Torrijo del Campo	8	Estudios profesionales agrarios
44232	Torrijo del Campo	57	Experiencia agraria exclusivamente
44232	Torrijo del Campo	14	Otra formación agraria o cursos agrarios
44234	Tramacastiel	20	Experiencia agraria exclusivamente
44235	Tramacastilla	6	Experiencia agraria exclusivamente
44235	Tramacastilla	1	Otra formación agraria o cursos agrarios
44236	Tronchón	1	Estudios profesionales agrarios
44236	Tronchón	17	Experiencia agraria exclusivamente
44236	Tronchón	4	Otra formación agraria o cursos agrarios
44237	Urrea de Gaén	76	Experiencia agraria exclusivamente
44237	Urrea de Gaén	5	Otra formación agraria o cursos agrarios
44238	Utrillas	1	Estudios profesionales agrarios
44238	Utrillas	10	Experiencia agraria exclusivamente
44238	Utrillas	2	Otra formación agraria o cursos agrarios
44239	Valacloche	9	Experiencia agraria exclusivamente
44240	Valbona	2	Estudios profesionales agrarios
44240	Valbona	17	Experiencia agraria exclusivamente
44240	Valbona	1	Otra formación agraria o cursos agrarios
44241	Valdealgorfa	1	Estudios profesionales agrarios
44241	Valdealgorfa	113	Experiencia agraria exclusivamente
44241	Valdealgorfa	17	Otra formación agraria o cursos agrarios
44243	Valdecuenca	4	Experiencia agraria exclusivamente
44244	Valdelinares	11	Experiencia agraria exclusivamente
44245	Valdeltormo	4	Estudios profesionales agrarios
44245	Valdeltormo	25	Experiencia agraria exclusivamente
44245	Valdeltormo	6	Otra formación agraria o cursos agrarios
44246	Valderrobres	4	Estudios profesionales agrarios
44246	Valderrobres	1	Estudios universitarios agrarios
44246	Valderrobres	218	Experiencia agraria exclusivamente
44246	Valderrobres	21	Otra formación agraria o cursos agrarios
44247	Valjunquera	3	Estudios profesionales agrarios
44247	Valjunquera	4	Estudios universitarios agrarios
44247	Valjunquera	88	Experiencia agraria exclusivamente
44247	Valjunquera	5	Otra formación agraria o cursos agrarios
44249	Vallecillo (El)	2	Experiencia agraria exclusivamente
44250	Veguillas de la Sierra	5	Experiencia agraria exclusivamente
44251	Villafranca del Campo	6	Estudios profesionales agrarios
44251	Villafranca del Campo	42	Experiencia agraria exclusivamente
44251	Villafranca del Campo	14	Otra formación agraria o cursos agrarios
44252	Villahermosa del Campo	2	Estudios profesionales agrarios
44252	Villahermosa del Campo	14	Experiencia agraria exclusivamente
44252	Villahermosa del Campo	2	Otra formación agraria o cursos agrarios
44256	Villanueva del Rebollar de la Sierra	3	Estudios profesionales agrarios
44256	Villanueva del Rebollar de la Sierra	4	Experiencia agraria exclusivamente
44256	Villanueva del Rebollar de la Sierra	3	Otra formación agraria o cursos agrarios
44257	Villar del Cobo	31	Experiencia agraria exclusivamente
44257	Villar del Cobo	1	Otra formación agraria o cursos agrarios
44258	Villar del Salz	14	Experiencia agraria exclusivamente
44260	Villarluengo	2	Estudios profesionales agrarios
44260	Villarluengo	26	Experiencia agraria exclusivamente
44260	Villarluengo	3	Otra formación agraria o cursos agrarios
44261	Villarquemado	13	Estudios profesionales agrarios
44261	Villarquemado	1	Estudios universitarios agrarios
44261	Villarquemado	98	Experiencia agraria exclusivamente
44261	Villarquemado	17	Otra formación agraria o cursos agrarios
44262	Villarroya de los Pinares	1	Estudios profesionales agrarios
44262	Villarroya de los Pinares	1	Estudios universitarios agrarios
44262	Villarroya de los Pinares	27	Experiencia agraria exclusivamente
44262	Villarroya de los Pinares	2	Otra formación agraria o cursos agrarios
44263	Villastar	2	Estudios profesionales agrarios
44263	Villastar	26	Experiencia agraria exclusivamente
44263	Villastar	2	Otra formación agraria o cursos agrarios
44264	Villel	2	Estudios profesionales agrarios
44264	Villel	29	Experiencia agraria exclusivamente
44264	Villel	2	Otra formación agraria o cursos agrarios
44265	Vinaceite	2	Estudios profesionales agrarios
44265	Vinaceite	40	Experiencia agraria exclusivamente
44265	Vinaceite	8	Otra formación agraria o cursos agrarios
44266	Visiedo	3	Estudios profesionales agrarios
44266	Visiedo	44	Experiencia agraria exclusivamente
44266	Visiedo	3	Otra formación agraria o cursos agrarios
44267	Vivel del Río Martín	2	Estudios profesionales agrarios
44267	Vivel del Río Martín	1	Estudios universitarios agrarios
44267	Vivel del Río Martín	11	Experiencia agraria exclusivamente
44267	Vivel del Río Martín	3	Otra formación agraria o cursos agrarios
44268	Zoma (La)	5	Experiencia agraria exclusivamente
50001	Abanto	1	Estudios profesionales agrarios
50001	Abanto	14	Experiencia agraria exclusivamente
50001	Abanto	3	Otra formación agraria o cursos agrarios
50002	Acered	70	Experiencia agraria exclusivamente
50002	Acered	5	Otra formación agraria o cursos agrarios
50003	Agón	6	Estudios profesionales agrarios
50003	Agón	24	Experiencia agraria exclusivamente
50003	Agón	7	Otra formación agraria o cursos agrarios
50004	Aguarón	11	Estudios profesionales agrarios
50004	Aguarón	2	Estudios universitarios agrarios
50004	Aguarón	185	Experiencia agraria exclusivamente
50004	Aguarón	20	Otra formación agraria o cursos agrarios
50005	Aguilón	2	Estudios profesionales agrarios
50005	Aguilón	59	Experiencia agraria exclusivamente
50005	Aguilón	2	Otra formación agraria o cursos agrarios
50006	Ainzón	9	Estudios profesionales agrarios
50006	Ainzón	1	Estudios universitarios agrarios
50006	Ainzón	132	Experiencia agraria exclusivamente
50006	Ainzón	13	Otra formación agraria o cursos agrarios
50007	Aladrén	1	Estudios profesionales agrarios
50007	Aladrén	25	Experiencia agraria exclusivamente
50007	Aladrén	5	Otra formación agraria o cursos agrarios
50008	Alagón	3	Estudios profesionales agrarios
50008	Alagón	4	Estudios universitarios agrarios
50008	Alagón	143	Experiencia agraria exclusivamente
50008	Alagón	12	Otra formación agraria o cursos agrarios
50009	Alarba	1	Estudios profesionales agrarios
50009	Alarba	31	Experiencia agraria exclusivamente
50009	Alarba	8	Otra formación agraria o cursos agrarios
50010	Alberite de San Juan	22	Experiencia agraria exclusivamente
50010	Alberite de San Juan	1	Otra formación agraria o cursos agrarios
50011	Albeta	1	Estudios profesionales agrarios
50011	Albeta	10	Experiencia agraria exclusivamente
50011	Albeta	1	Otra formación agraria o cursos agrarios
50012	Alborge	6	Experiencia agraria exclusivamente
50013	Alcalá de Ebro	38	Experiencia agraria exclusivamente
50013	Alcalá de Ebro	3	Otra formación agraria o cursos agrarios
50014	Alcalá de Moncayo	1	Estudios profesionales agrarios
50014	Alcalá de Moncayo	1	Estudios universitarios agrarios
50014	Alcalá de Moncayo	39	Experiencia agraria exclusivamente
50015	Alconchel de Ariza	1	Estudios universitarios agrarios
50015	Alconchel de Ariza	18	Experiencia agraria exclusivamente
50015	Alconchel de Ariza	8	Otra formación agraria o cursos agrarios
50016	Aldehuela de Liestos	16	Experiencia agraria exclusivamente
50016	Aldehuela de Liestos	2	Otra formación agraria o cursos agrarios
50017	Alfajarín	11	Estudios profesionales agrarios
50017	Alfajarín	3	Estudios universitarios agrarios
50017	Alfajarín	89	Experiencia agraria exclusivamente
50017	Alfajarín	10	Otra formación agraria o cursos agrarios
50018	Alfamén	15	Estudios profesionales agrarios
50018	Alfamén	9	Estudios universitarios agrarios
50018	Alfamén	245	Experiencia agraria exclusivamente
50018	Alfamén	28	Otra formación agraria o cursos agrarios
50019	Alforque	5	Experiencia agraria exclusivamente
50019	Alforque	2	Otra formación agraria o cursos agrarios
50020	Alhama de Aragón	25	Experiencia agraria exclusivamente
50020	Alhama de Aragón	4	Otra formación agraria o cursos agrarios
50021	Almochuel	1	Estudios profesionales agrarios
50021	Almochuel	1	Estudios universitarios agrarios
50021	Almochuel	7	Experiencia agraria exclusivamente
50021	Almochuel	1	Otra formación agraria o cursos agrarios
50022	Almolda (La)	4	Estudios profesionales agrarios
50022	Almolda (La)	117	Experiencia agraria exclusivamente
50022	Almolda (La)	24	Otra formación agraria o cursos agrarios
50023	Almonacid de la Cuba	4	Estudios profesionales agrarios
50023	Almonacid de la Cuba	69	Experiencia agraria exclusivamente
50023	Almonacid de la Cuba	6	Otra formación agraria o cursos agrarios
50024	Almonacid de la Sierra	22	Estudios profesionales agrarios
50024	Almonacid de la Sierra	6	Estudios universitarios agrarios
50024	Almonacid de la Sierra	167	Experiencia agraria exclusivamente
50024	Almonacid de la Sierra	19	Otra formación agraria o cursos agrarios
50025	Almunia de Doña Godina (La)	11	Estudios profesionales agrarios
50025	Almunia de Doña Godina (La)	12	Estudios universitarios agrarios
50025	Almunia de Doña Godina (La)	301	Experiencia agraria exclusivamente
50025	Almunia de Doña Godina (La)	54	Otra formación agraria o cursos agrarios
50026	Alpartir	3	Estudios profesionales agrarios
50026	Alpartir	1	Estudios universitarios agrarios
50026	Alpartir	148	Experiencia agraria exclusivamente
50026	Alpartir	12	Otra formación agraria o cursos agrarios
50027	Ambel	1	Estudios profesionales agrarios
50027	Ambel	96	Experiencia agraria exclusivamente
50027	Ambel	20	Otra formación agraria o cursos agrarios
50028	Anento	1	Estudios profesionales agrarios
50028	Anento	19	Experiencia agraria exclusivamente
50028	Anento	2	Otra formación agraria o cursos agrarios
50029	Aniñón	4	Estudios profesionales agrarios
50029	Aniñón	1	Estudios universitarios agrarios
50029	Aniñón	163	Experiencia agraria exclusivamente
50029	Aniñón	17	Otra formación agraria o cursos agrarios
50030	Añón de Moncayo	21	Experiencia agraria exclusivamente
50030	Añón de Moncayo	7	Otra formación agraria o cursos agrarios
50031	Aranda de Moncayo	42	Experiencia agraria exclusivamente
50031	Aranda de Moncayo	5	Otra formación agraria o cursos agrarios
50032	Arándiga	2	Estudios profesionales agrarios
50032	Arándiga	2	Estudios universitarios agrarios
50032	Arándiga	76	Experiencia agraria exclusivamente
50032	Arándiga	9	Otra formación agraria o cursos agrarios
50033	Ardisa	1	Estudios profesionales agrarios
50033	Ardisa	15	Experiencia agraria exclusivamente
50034	Ariza	5	Estudios profesionales agrarios
50034	Ariza	2	Estudios universitarios agrarios
50034	Ariza	43	Experiencia agraria exclusivamente
50034	Ariza	14	Otra formación agraria o cursos agrarios
50035	Artieda	3	Estudios profesionales agrarios
50035	Artieda	6	Experiencia agraria exclusivamente
50035	Artieda	1	Otra formación agraria o cursos agrarios
50036	Asín	1	Estudios profesionales agrarios
50036	Asín	8	Experiencia agraria exclusivamente
50036	Asín	1	Otra formación agraria o cursos agrarios
50037	Atea	2	Estudios universitarios agrarios
50037	Atea	66	Experiencia agraria exclusivamente
50037	Atea	7	Otra formación agraria o cursos agrarios
50038	Ateca	3	Estudios profesionales agrarios
50038	Ateca	1	Estudios universitarios agrarios
50038	Ateca	95	Experiencia agraria exclusivamente
50038	Ateca	14	Otra formación agraria o cursos agrarios
50039	Azuara	6	Estudios profesionales agrarios
50039	Azuara	109	Experiencia agraria exclusivamente
50039	Azuara	13	Otra formación agraria o cursos agrarios
50040	Badules	2	Estudios profesionales agrarios
50040	Badules	21	Experiencia agraria exclusivamente
50040	Badules	3	Otra formación agraria o cursos agrarios
50041	Bagüés	10	Experiencia agraria exclusivamente
50042	Balconchán	2	Estudios profesionales agrarios
50042	Balconchán	1	Estudios universitarios agrarios
50042	Balconchán	12	Experiencia agraria exclusivamente
50043	Bárboles	3	Estudios profesionales agrarios
50043	Bárboles	3	Estudios universitarios agrarios
50043	Bárboles	36	Experiencia agraria exclusivamente
50043	Bárboles	3	Otra formación agraria o cursos agrarios
50044	Bardallur	3	Estudios profesionales agrarios
50044	Bardallur	2	Estudios universitarios agrarios
50044	Bardallur	44	Experiencia agraria exclusivamente
50044	Bardallur	12	Otra formación agraria o cursos agrarios
50045	Belchite	12	Estudios profesionales agrarios
50045	Belchite	4	Estudios universitarios agrarios
50045	Belchite	321	Experiencia agraria exclusivamente
50045	Belchite	27	Otra formación agraria o cursos agrarios
50046	Belmonte de Gracián	51	Experiencia agraria exclusivamente
50046	Belmonte de Gracián	3	Otra formación agraria o cursos agrarios
50047	Berdejo	2	Experiencia agraria exclusivamente
50047	Berdejo	1	Otra formación agraria o cursos agrarios
50048	Berrueco	1	Estudios universitarios agrarios
50048	Berrueco	15	Experiencia agraria exclusivamente
50050	Bijuesca	16	Experiencia agraria exclusivamente
50050	Bijuesca	2	Otra formación agraria o cursos agrarios
50051	Biota	16	Estudios profesionales agrarios
50051	Biota	3	Estudios universitarios agrarios
50051	Biota	156	Experiencia agraria exclusivamente
50051	Biota	23	Otra formación agraria o cursos agrarios
50052	Bisimbre	3	Estudios profesionales agrarios
50052	Bisimbre	13	Experiencia agraria exclusivamente
50052	Bisimbre	5	Otra formación agraria o cursos agrarios
50053	Boquiñeni	11	Estudios profesionales agrarios
50053	Boquiñeni	60	Experiencia agraria exclusivamente
50053	Boquiñeni	10	Otra formación agraria o cursos agrarios
50054	Bordalba	1	Estudios universitarios agrarios
50054	Bordalba	13	Experiencia agraria exclusivamente
50054	Bordalba	4	Otra formación agraria o cursos agrarios
50055	Borja	15	Estudios profesionales agrarios
50055	Borja	5	Estudios universitarios agrarios
50055	Borja	252	Experiencia agraria exclusivamente
50055	Borja	44	Otra formación agraria o cursos agrarios
50056	Botorrita	5	Estudios profesionales agrarios
50056	Botorrita	17	Experiencia agraria exclusivamente
50056	Botorrita	1	Otra formación agraria o cursos agrarios
50057	Brea de Aragón	2	Estudios universitarios agrarios
50057	Brea de Aragón	38	Experiencia agraria exclusivamente
50058	Bubierca	9	Experiencia agraria exclusivamente
50058	Bubierca	3	Otra formación agraria o cursos agrarios
50059	Bujaraloz	10	Estudios profesionales agrarios
50059	Bujaraloz	2	Estudios universitarios agrarios
50059	Bujaraloz	110	Experiencia agraria exclusivamente
50059	Bujaraloz	44	Otra formación agraria o cursos agrarios
50060	Bulbuente	3	Estudios universitarios agrarios
50060	Bulbuente	64	Experiencia agraria exclusivamente
50060	Bulbuente	9	Otra formación agraria o cursos agrarios
50061	Bureta	1	Estudios profesionales agrarios
50061	Bureta	46	Experiencia agraria exclusivamente
50061	Bureta	4	Otra formación agraria o cursos agrarios
50062	Burgo de Ebro (El)	2	Estudios profesionales agrarios
50062	Burgo de Ebro (El)	1	Estudios universitarios agrarios
50062	Burgo de Ebro (El)	43	Experiencia agraria exclusivamente
50062	Burgo de Ebro (El)	9	Otra formación agraria o cursos agrarios
50063	Buste (El)	23	Experiencia agraria exclusivamente
50063	Buste (El)	2	Otra formación agraria o cursos agrarios
50064	Cabañas de Ebro	36	Experiencia agraria exclusivamente
50064	Cabañas de Ebro	4	Otra formación agraria o cursos agrarios
50065	Cabolafuente	10	Experiencia agraria exclusivamente
50065	Cabolafuente	1	Otra formación agraria o cursos agrarios
50066	Cadrete	1	Estudios universitarios agrarios
50066	Cadrete	17	Experiencia agraria exclusivamente
50066	Cadrete	2	Otra formación agraria o cursos agrarios
