Municipio código	Municipio nombre	Subespecie ganadería descripción	Especie ganadería descripción	Subespecie ganadería código	Especie ganadería código	Número de cabezas
22128	Ilche	Otros bovinos de dos años o más	Bovinos	12	1	3
22128	Ilche	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	11
22128	Ilche	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	326
22128	Ilche	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	8429
22128	Ilche	Ovejas madres y corderas para reposición	Ovinos	21	2	5691
22128	Ilche	Pollos de carne	Aves	62	6	26
22128	Ilche	Vacas	Bovinos	11	1	133
22129	Isábena	Bovinos de entre uno y dos años	Bovinos	13	1	54
22129	Isábena	Bovinos de menos de un año	Bovinos	14	1	1085
22129	Isábena	Cabras madres y chivas de reposición	Caprinos	31	3	267
22129	Isábena	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	526
22129	Isábena	Colmenas	Colmenas	81	8	20
22129	Isábena	Conejas madres	Conejas madres	71	7	15
22129	Isábena	Gallinas ponedoras	Aves	61	6	125
22129	Isábena	Lechones de menos de 20 kg	Porcinos	52	5	1000
22129	Isábena	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	14
22129	Isábena	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	70
22129	Isábena	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	373
22129	Isábena	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2500
22129	Isábena	Ovejas madres y corderas para reposición	Ovinos	21	2	9351
22129	Isábena	Pollos de carne	Aves	62	6	27
22129	Isábena	Vacas	Bovinos	11	1	83
22130	Jaca	Bovinos de entre uno y dos años	Bovinos	13	1	183
22130	Jaca	Bovinos de menos de un año	Bovinos	14	1	332
22130	Jaca	Cabras madres y chivas de reposición	Caprinos	31	3	354
22130	Jaca	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	695
22130	Jaca	Colmenas	Colmenas	81	8	10
22130	Jaca	Conejas madres	Conejas madres	71	7	843
22130	Jaca	Equinos (caballos, mulas y asnos)	Equinos	41	4	7
22130	Jaca	Gallinas ponedoras	Aves	61	6	32252
22130	Jaca	Lechones de menos de 20 kg	Porcinos	52	5	1287
22130	Jaca	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	34
22130	Jaca	Otros bovinos de dos años o más	Bovinos	12	1	206
22130	Jaca	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	96
22130	Jaca	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	2934
22130	Jaca	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	3014
22130	Jaca	Ovejas madres y corderas para reposición	Ovinos	21	2	22690
22130	Jaca	Pollos de carne	Aves	62	6	118
22130	Jaca	Vacas	Bovinos	11	1	470
22131	Jasa	Bovinos de entre uno y dos años	Bovinos	13	1	44
22131	Jasa	Bovinos de menos de un año	Bovinos	14	1	44
22131	Jasa	Conejas madres	Conejas madres	71	7	2
22131	Jasa	Gallinas ponedoras	Aves	61	6	21
22131	Jasa	Otros bovinos de dos años o más	Bovinos	12	1	10
22131	Jasa	Vacas	Bovinos	11	1	242
22133	Labuerda	Bovinos de entre uno y dos años	Bovinos	13	1	7
22133	Labuerda	Bovinos de menos de un año	Bovinos	14	1	30
22133	Labuerda	Cabras madres y chivas de reposición	Caprinos	31	3	90
22133	Labuerda	Gallinas ponedoras	Aves	61	6	20
22133	Labuerda	Otros bovinos de dos años o más	Bovinos	12	1	1
22133	Labuerda	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
22133	Labuerda	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	30
22133	Labuerda	Ovejas madres y corderas para reposición	Ovinos	21	2	1100
22133	Labuerda	Vacas	Bovinos	11	1	45
22135	Laluenga	Cabras madres y chivas de reposición	Caprinos	31	3	31
22135	Laluenga	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1
22135	Laluenga	Colmenas	Colmenas	81	8	15
22135	Laluenga	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
22135	Laluenga	Gallinas ponedoras	Aves	61	6	56
22135	Laluenga	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	33
22135	Laluenga	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	332
22135	Laluenga	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	18303
22135	Laluenga	Ovejas madres y corderas para reposición	Ovinos	21	2	1576
22135	Laluenga	Pollos de carne	Aves	62	6	15
22136	Lalueza	Bovinos de entre uno y dos años	Bovinos	13	1	62
22136	Lalueza	Bovinos de menos de un año	Bovinos	14	1	1430
22136	Lalueza	Cabras madres y chivas de reposición	Caprinos	31	3	131
22136	Lalueza	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	304
22136	Lalueza	Colmenas	Colmenas	81	8	210
22136	Lalueza	Conejas madres	Conejas madres	71	7	1409
22136	Lalueza	Equinos (caballos, mulas y asnos)	Equinos	41	4	9
22136	Lalueza	Gallinas ponedoras	Aves	61	6	65
22136	Lalueza	Lechones de menos de 20 kg	Porcinos	52	5	900
22136	Lalueza	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	14
22136	Lalueza	Otros bovinos de dos años o más	Bovinos	12	1	11
22136	Lalueza	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	85
22136	Lalueza	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1791
22136	Lalueza	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	48980
22136	Lalueza	Ovejas madres y corderas para reposición	Ovinos	21	2	7095
22136	Lalueza	Pollos de carne	Aves	62	6	36
22136	Lalueza	Vacas	Bovinos	11	1	503
22137	Lanaja	Bovinos de entre uno y dos años	Bovinos	13	1	20
22137	Lanaja	Bovinos de menos de un año	Bovinos	14	1	624
22137	Lanaja	Cabras madres y chivas de reposición	Caprinos	31	3	229
22137	Lanaja	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	830
22137	Lanaja	Colmenas	Colmenas	81	8	180
22137	Lanaja	Gallinas ponedoras	Aves	61	6	21
22137	Lanaja	Lechones de menos de 20 kg	Porcinos	52	5	7400
22137	Lanaja	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	3
22137	Lanaja	Otros bovinos de dos años o más	Bovinos	12	1	105
22137	Lanaja	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	16
22137	Lanaja	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	761
22137	Lanaja	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	41425
22137	Lanaja	Ovejas madres y corderas para reposición	Ovinos	21	2	5707
22137	Lanaja	Vacas	Bovinos	11	1	140
22139	Laperdiguera	Bovinos de menos de un año	Bovinos	14	1	774
22139	Laperdiguera	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	900
22139	Laperdiguera	Gallinas ponedoras	Aves	61	6	16
22139	Laperdiguera	Lechones de menos de 20 kg	Porcinos	52	5	2000
22139	Laperdiguera	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	7536
22141	Lascellas-Ponzano	Bovinos de entre uno y dos años	Bovinos	13	1	150
22141	Lascellas-Ponzano	Bovinos de menos de un año	Bovinos	14	1	174
22141	Lascellas-Ponzano	Cabras madres y chivas de reposición	Caprinos	31	3	4
22141	Lascellas-Ponzano	Gallinas ponedoras	Aves	61	6	32
22141	Lascellas-Ponzano	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	10
22141	Lascellas-Ponzano	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
22141	Lascellas-Ponzano	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	181
22141	Lascellas-Ponzano	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	8800
22141	Lascellas-Ponzano	Ovejas madres y corderas para reposición	Ovinos	21	2	512
22141	Lascellas-Ponzano	Pollos de carne	Aves	62	6	30
22142	Lascuarre	Bovinos de entre uno y dos años	Bovinos	13	1	100
22142	Lascuarre	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	630
22142	Lascuarre	Colmenas	Colmenas	81	8	115
22142	Lascuarre	Conejas madres	Conejas madres	71	7	132
22142	Lascuarre	Gallinas ponedoras	Aves	61	6	23
22142	Lascuarre	Lechones de menos de 20 kg	Porcinos	52	5	1330
22142	Lascuarre	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	5
22142	Lascuarre	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	5225
22142	Lascuarre	Ovejas madres y corderas para reposición	Ovinos	21	2	282
22142	Lascuarre	Pollos de carne	Aves	62	6	65002
22143	Laspaúles	Bovinos de entre uno y dos años	Bovinos	13	1	419
22143	Laspaúles	Bovinos de menos de un año	Bovinos	14	1	350
22143	Laspaúles	Cabras madres y chivas de reposición	Caprinos	31	3	115
22143	Laspaúles	Colmenas	Colmenas	81	8	1
22143	Laspaúles	Conejas madres	Conejas madres	71	7	9
22143	Laspaúles	Equinos (caballos, mulas y asnos)	Equinos	41	4	10
22143	Laspaúles	Gallinas ponedoras	Aves	61	6	34
22143	Laspaúles	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	4
22143	Laspaúles	Otros bovinos de dos años o más	Bovinos	12	1	178
22143	Laspaúles	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	49
22143	Laspaúles	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	445
22143	Laspaúles	Ovejas madres y corderas para reposición	Ovinos	21	2	3766
22143	Laspaúles	Pollos de carne	Aves	62	6	5
22143	Laspaúles	Vacas	Bovinos	11	1	637
22144	Laspuña	Bovinos de entre uno y dos años	Bovinos	13	1	9
22144	Laspuña	Bovinos de menos de un año	Bovinos	14	1	1038
22144	Laspuña	Cabras madres y chivas de reposición	Caprinos	31	3	352
22144	Laspuña	Colmenas	Colmenas	81	8	29
22144	Laspuña	Conejas madres	Conejas madres	71	7	16
22144	Laspuña	Equinos (caballos, mulas y asnos)	Equinos	41	4	5
22144	Laspuña	Gallinas ponedoras	Aves	61	6	64
22144	Laspuña	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	206
22144	Laspuña	Otros bovinos de dos años o más	Bovinos	12	1	52
22144	Laspuña	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	23
22144	Laspuña	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	106
22144	Laspuña	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2501
22144	Laspuña	Ovejas madres y corderas para reposición	Ovinos	21	2	1603
22144	Laspuña	Pollos de carne	Aves	62	6	52
22144	Laspuña	Vacas	Bovinos	11	1	140
22149	Loarre	Bovinos de entre uno y dos años	Bovinos	13	1	8
22149	Loarre	Bovinos de menos de un año	Bovinos	14	1	30
22149	Loarre	Cabras madres y chivas de reposición	Caprinos	31	3	174
22149	Loarre	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	6
22149	Loarre	Colmenas	Colmenas	81	8	21
22149	Loarre	Conejas madres	Conejas madres	71	7	4
22149	Loarre	Gallinas ponedoras	Aves	61	6	66
22149	Loarre	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	9
22149	Loarre	Otros bovinos de dos años o más	Bovinos	12	1	71
22149	Loarre	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	12
22149	Loarre	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	314
22149	Loarre	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	5121
22149	Loarre	Ovejas madres y corderas para reposición	Ovinos	21	2	2534
22149	Loarre	Pollos de carne	Aves	62	6	103006
22149	Loarre	Vacas	Bovinos	11	1	115
22150	Loporzano	Bovinos de entre uno y dos años	Bovinos	13	1	80
22150	Loporzano	Bovinos de menos de un año	Bovinos	14	1	100
22150	Loporzano	Cabras madres y chivas de reposición	Caprinos	31	3	71
22150	Loporzano	Colmenas	Colmenas	81	8	606
22150	Loporzano	Equinos (caballos, mulas y asnos)	Equinos	41	4	67
22150	Loporzano	Gallinas ponedoras	Aves	61	6	364006
22150	Loporzano	Lechones de menos de 20 kg	Porcinos	52	5	500
22150	Loporzano	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	23
22150	Loporzano	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	363
22150	Loporzano	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1560
22150	Loporzano	Ovejas madres y corderas para reposición	Ovinos	21	2	4401
22150	Loporzano	Pollos de carne	Aves	62	6	32409
22151	Loscorrales	Cabras madres y chivas de reposición	Caprinos	31	3	23
22151	Loscorrales	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1
22151	Loscorrales	Conejas madres	Conejas madres	71	7	2
22151	Loscorrales	Gallinas ponedoras	Aves	61	6	14
22151	Loscorrales	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
22151	Loscorrales	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	22
22151	Loscorrales	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2
22151	Loscorrales	Ovejas madres y corderas para reposición	Ovinos	21	2	1500
22151	Loscorrales	Pollos de carne	Aves	62	6	12
22155	Monesma y Cajigar	Bovinos de menos de un año	Bovinos	14	1	357
22155	Monesma y Cajigar	Cabras madres y chivas de reposición	Caprinos	31	3	55
22155	Monesma y Cajigar	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	100
22155	Monesma y Cajigar	Conejas madres	Conejas madres	71	7	4
22155	Monesma y Cajigar	Gallinas ponedoras	Aves	61	6	31
22155	Monesma y Cajigar	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	28
22155	Monesma y Cajigar	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
22155	Monesma y Cajigar	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	94
22155	Monesma y Cajigar	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1561
22155	Monesma y Cajigar	Ovejas madres y corderas para reposición	Ovinos	21	2	3639
22155	Monesma y Cajigar	Pollos de carne	Aves	62	6	26
22156	Monflorite-Lascasas	Bovinos de entre uno y dos años	Bovinos	13	1	370
22156	Monflorite-Lascasas	Bovinos de menos de un año	Bovinos	14	1	80
22156	Monflorite-Lascasas	Equinos (caballos, mulas y asnos)	Equinos	41	4	24
22156	Monflorite-Lascasas	Otros bovinos de dos años o más	Bovinos	12	1	259
22156	Monflorite-Lascasas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	10
22156	Monflorite-Lascasas	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	3548
22156	Monflorite-Lascasas	Ovejas madres y corderas para reposición	Ovinos	21	2	296
22156	Monflorite-Lascasas	Pollos de carne	Aves	62	6	91100
22156	Monflorite-Lascasas	Vacas	Bovinos	11	1	41
22157	Montanuy	Bovinos de entre uno y dos años	Bovinos	13	1	1784
22157	Montanuy	Bovinos de menos de un año	Bovinos	14	1	3250
22157	Montanuy	Cabras madres y chivas de reposición	Caprinos	31	3	173
22157	Montanuy	Conejas madres	Conejas madres	71	7	23
22157	Montanuy	Equinos (caballos, mulas y asnos)	Equinos	41	4	101
22157	Montanuy	Gallinas ponedoras	Aves	61	6	98
22157	Montanuy	Lechones de menos de 20 kg	Porcinos	52	5	2000
22157	Montanuy	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	8
22157	Montanuy	Otros bovinos de dos años o más	Bovinos	12	1	314
22157	Montanuy	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	31
22157	Montanuy	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	677
22157	Montanuy	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2002
22157	Montanuy	Ovejas madres y corderas para reposición	Ovinos	21	2	7961
22157	Montanuy	Pollos de carne	Aves	62	6	27
22157	Montanuy	Vacas	Bovinos	11	1	1262
22158	Monzón	Bovinos de entre uno y dos años	Bovinos	13	1	1977
22158	Monzón	Bovinos de menos de un año	Bovinos	14	1	2345
22158	Monzón	Cabras madres y chivas de reposición	Caprinos	31	3	97
22158	Monzón	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	886
22158	Monzón	Colmenas	Colmenas	81	8	3
22158	Monzón	Conejas madres	Conejas madres	71	7	1593
22158	Monzón	Equinos (caballos, mulas y asnos)	Equinos	41	4	16
22158	Monzón	Gallinas ponedoras	Aves	61	6	68
22158	Monzón	Lechones de menos de 20 kg	Porcinos	52	5	7764
22158	Monzón	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	25
22158	Monzón	Otros bovinos de dos años o más	Bovinos	12	1	363
22158	Monzón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
22158	Monzón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	97
22158	Monzón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	46754
22158	Monzón	Ovejas madres y corderas para reposición	Ovinos	21	2	4784
22158	Monzón	Pollos de carne	Aves	62	6	151010
22158	Monzón	Vacas	Bovinos	11	1	850
22160	Naval	Bovinos de entre uno y dos años	Bovinos	13	1	4
22160	Naval	Bovinos de menos de un año	Bovinos	14	1	65
22160	Naval	Cabras madres y chivas de reposición	Caprinos	31	3	47
22160	Naval	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	114
22160	Naval	Colmenas	Colmenas	81	8	2
22160	Naval	Conejas madres	Conejas madres	71	7	901
22160	Naval	Equinos (caballos, mulas y asnos)	Equinos	41	4	4
22160	Naval	Gallinas ponedoras	Aves	61	6	62
22160	Naval	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	17
22160	Naval	Otros bovinos de dos años o más	Bovinos	12	1	4
22160	Naval	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	6
22160	Naval	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	60
22160	Naval	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	661
22160	Naval	Ovejas madres y corderas para reposición	Ovinos	21	2	2994
22160	Naval	Pollos de carne	Aves	62	6	200001
22160	Naval	Vacas	Bovinos	11	1	30
22162	Novales	Colmenas	Colmenas	81	8	110
22162	Novales	Gallinas ponedoras	Aves	61	6	12
22162	Novales	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	7466
22163	Nueno	Bovinos de entre uno y dos años	Bovinos	13	1	60
22163	Nueno	Bovinos de menos de un año	Bovinos	14	1	2071
22163	Nueno	Cabras madres y chivas de reposición	Caprinos	31	3	433
22163	Nueno	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1720
22163	Nueno	Colmenas	Colmenas	81	8	45
22163	Nueno	Equinos (caballos, mulas y asnos)	Equinos	41	4	13
22163	Nueno	Gallinas ponedoras	Aves	61	6	411633
22163	Nueno	Lechones de menos de 20 kg	Porcinos	52	5	900
22163	Nueno	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	2
22163	Nueno	Otros bovinos de dos años o más	Bovinos	12	1	39
22163	Nueno	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	18
22163	Nueno	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	166
22163	Nueno	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1300
22163	Nueno	Ovejas madres y corderas para reposición	Ovinos	21	2	4103
22163	Nueno	Pollos de carne	Aves	62	6	20030
22163	Nueno	Vacas	Bovinos	11	1	220
