Municipio código	Municipio nombre	Subespecie ganadería descripción	Especie ganadería descripción	Subespecie ganadería código	Especie ganadería código	Número de cabezas
44152	Monforte de Moyuela	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
44152	Monforte de Moyuela	Gallinas ponedoras	Aves	61	6	53
44152	Monforte de Moyuela	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44152	Monforte de Moyuela	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	20
44152	Monforte de Moyuela	Ovejas madres y corderas para reposición	Ovinos	21	2	1610
44152	Monforte de Moyuela	Pollos de carne	Aves	62	6	8
44153	Monreal del Campo	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	2033
44153	Monreal del Campo	Conejas madres	Conejas madres	71	7	1017
44153	Monreal del Campo	Gallinas ponedoras	Aves	61	6	28
44153	Monreal del Campo	Lechones de menos de 20 kg	Porcinos	52	5	1300
44153	Monreal del Campo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	41
44153	Monreal del Campo	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	11091
44153	Monreal del Campo	Ovejas madres y corderas para reposición	Ovinos	21	2	5245
44154	Monroyo	Bovinos de entre uno y dos años	Bovinos	13	1	51
44154	Monroyo	Bovinos de menos de un año	Bovinos	14	1	480
44154	Monroyo	Cabras madres y chivas de reposición	Caprinos	31	3	15
44154	Monroyo	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1719
44154	Monroyo	Colmenas	Colmenas	81	8	11
44154	Monroyo	Conejas madres	Conejas madres	71	7	2686
44154	Monroyo	Equinos (caballos, mulas y asnos)	Equinos	41	4	5
44154	Monroyo	Gallinas ponedoras	Aves	61	6	40
44154	Monroyo	Lechones de menos de 20 kg	Porcinos	52	5	3980
44154	Monroyo	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	10
44154	Monroyo	Otros bovinos de dos años o más	Bovinos	12	1	30
44154	Monroyo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44154	Monroyo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	313
44154	Monroyo	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	21446
44154	Monroyo	Ovejas madres y corderas para reposición	Ovinos	21	2	1481
44154	Monroyo	Pollos de carne	Aves	62	6	96012
44154	Monroyo	Vacas	Bovinos	11	1	111
44155	Montalbán	Cabras madres y chivas de reposición	Caprinos	31	3	30
44155	Montalbán	Conejas madres	Conejas madres	71	7	1151
44155	Montalbán	Gallinas ponedoras	Aves	61	6	12
44155	Montalbán	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44155	Montalbán	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	38
44155	Montalbán	Ovejas madres y corderas para reposición	Ovinos	21	2	2618
44155	Montalbán	Pollos de carne	Aves	62	6	6
44156	Monteagudo del Castillo	Bovinos de entre uno y dos años	Bovinos	13	1	5
44156	Monteagudo del Castillo	Cabras madres y chivas de reposición	Caprinos	31	3	8
44156	Monteagudo del Castillo	Gallinas ponedoras	Aves	61	6	12
44156	Monteagudo del Castillo	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	20
44156	Monteagudo del Castillo	Otros bovinos de dos años o más	Bovinos	12	1	44
44156	Monteagudo del Castillo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	5
44156	Monteagudo del Castillo	Ovejas madres y corderas para reposición	Ovinos	21	2	1149
44156	Monteagudo del Castillo	Pollos de carne	Aves	62	6	10
44156	Monteagudo del Castillo	Vacas	Bovinos	11	1	65
44157	Monterde de Albarracín	Cabras madres y chivas de reposición	Caprinos	31	3	24
44157	Monterde de Albarracín	Conejas madres	Conejas madres	71	7	1
44157	Monterde de Albarracín	Gallinas ponedoras	Aves	61	6	21
44157	Monterde de Albarracín	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44157	Monterde de Albarracín	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	16
44157	Monterde de Albarracín	Ovejas madres y corderas para reposición	Ovinos	21	2	1032
44157	Monterde de Albarracín	Pollos de carne	Aves	62	6	15
44158	Mora de Rubielos	Bovinos de entre uno y dos años	Bovinos	13	1	24
44158	Mora de Rubielos	Bovinos de menos de un año	Bovinos	14	1	49
44158	Mora de Rubielos	Cabras madres y chivas de reposición	Caprinos	31	3	238
44158	Mora de Rubielos	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	6
44158	Mora de Rubielos	Conejas madres	Conejas madres	71	7	6
44158	Mora de Rubielos	Gallinas ponedoras	Aves	61	6	104
44158	Mora de Rubielos	Lechones de menos de 20 kg	Porcinos	52	5	8
44158	Mora de Rubielos	Otros bovinos de dos años o más	Bovinos	12	1	237
44158	Mora de Rubielos	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	15
44158	Mora de Rubielos	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	92
44158	Mora de Rubielos	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1
44158	Mora de Rubielos	Ovejas madres y corderas para reposición	Ovinos	21	2	2295
44158	Mora de Rubielos	Pollos de carne	Aves	62	6	6
44158	Mora de Rubielos	Vacas	Bovinos	11	1	222
44159	Moscardón	Cabras madres y chivas de reposición	Caprinos	31	3	23
44159	Moscardón	Gallinas ponedoras	Aves	61	6	16
44159	Moscardón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44159	Moscardón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	19
44159	Moscardón	Ovejas madres y corderas para reposición	Ovinos	21	2	652
44160	Mosqueruela	Bovinos de entre uno y dos años	Bovinos	13	1	162
44160	Mosqueruela	Bovinos de menos de un año	Bovinos	14	1	292
44160	Mosqueruela	Cabras madres y chivas de reposición	Caprinos	31	3	152
44160	Mosqueruela	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	470
44160	Mosqueruela	Colmenas	Colmenas	81	8	378
44160	Mosqueruela	Conejas madres	Conejas madres	71	7	2264
44160	Mosqueruela	Equinos (caballos, mulas y asnos)	Equinos	41	4	22
44160	Mosqueruela	Gallinas ponedoras	Aves	61	6	30
44160	Mosqueruela	Lechones de menos de 20 kg	Porcinos	52	5	1170
44160	Mosqueruela	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	4
44160	Mosqueruela	Otros bovinos de dos años o más	Bovinos	12	1	342
44160	Mosqueruela	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	20
44160	Mosqueruela	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	203
44160	Mosqueruela	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1707
44160	Mosqueruela	Ovejas madres y corderas para reposición	Ovinos	21	2	5082
44160	Mosqueruela	Pollos de carne	Aves	62	6	20
44160	Mosqueruela	Vacas	Bovinos	11	1	604
44161	Muniesa	Bovinos de menos de un año	Bovinos	14	1	179
44161	Muniesa	Cabras madres y chivas de reposición	Caprinos	31	3	34
44161	Muniesa	Colmenas	Colmenas	81	8	1155
44161	Muniesa	Conejas madres	Conejas madres	71	7	3
44161	Muniesa	Gallinas ponedoras	Aves	61	6	50
44161	Muniesa	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
44161	Muniesa	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	160
44161	Muniesa	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4500
44161	Muniesa	Ovejas madres y corderas para reposición	Ovinos	21	2	4538
44163	Noguera de Albarracín	Cabras madres y chivas de reposición	Caprinos	31	3	155
44163	Noguera de Albarracín	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	14
44163	Noguera de Albarracín	Ovejas madres y corderas para reposición	Ovinos	21	2	2
44164	Nogueras	Cabras madres y chivas de reposición	Caprinos	31	3	45
44164	Nogueras	Gallinas ponedoras	Aves	61	6	15
44164	Nogueras	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44164	Nogueras	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	18
44164	Nogueras	Ovejas madres y corderas para reposición	Ovinos	21	2	1216
44165	Nogueruelas	Bovinos de entre uno y dos años	Bovinos	13	1	20
44165	Nogueruelas	Cabras madres y chivas de reposición	Caprinos	31	3	44
44165	Nogueruelas	Conejas madres	Conejas madres	71	7	14
44165	Nogueruelas	Gallinas ponedoras	Aves	61	6	16
44165	Nogueruelas	Otros bovinos de dos años o más	Bovinos	12	1	3
44165	Nogueruelas	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44165	Nogueruelas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	20
44165	Nogueruelas	Ovejas madres y corderas para reposición	Ovinos	21	2	1440
44165	Nogueruelas	Vacas	Bovinos	11	1	34
44167	Obón	Colmenas	Colmenas	81	8	102
44168	Odón	Bovinos de entre uno y dos años	Bovinos	13	1	2
44168	Odón	Cabras madres y chivas de reposición	Caprinos	31	3	14
44168	Odón	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	180
44168	Odón	Conejas madres	Conejas madres	71	7	801
44168	Odón	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
44168	Odón	Gallinas ponedoras	Aves	61	6	10
44168	Odón	Lechones de menos de 20 kg	Porcinos	52	5	800
44168	Odón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44168	Odón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	56
44168	Odón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	6187
44168	Odón	Ovejas madres y corderas para reposición	Ovinos	21	2	2679
44168	Odón	Pollos de carne	Aves	62	6	8
44169	Ojos Negros	Bovinos de entre uno y dos años	Bovinos	13	1	110
44169	Ojos Negros	Bovinos de menos de un año	Bovinos	14	1	1670
44169	Ojos Negros	Cabras madres y chivas de reposición	Caprinos	31	3	285
44169	Ojos Negros	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	63
44169	Ojos Negros	Conejas madres	Conejas madres	71	7	2320
44169	Ojos Negros	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
44169	Ojos Negros	Gallinas ponedoras	Aves	61	6	14
44169	Ojos Negros	Lechones de menos de 20 kg	Porcinos	52	5	180
44169	Ojos Negros	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	11
44169	Ojos Negros	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	599
44169	Ojos Negros	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2480
44169	Ojos Negros	Ovejas madres y corderas para reposición	Ovinos	21	2	8991
44171	Olba	Cabras madres y chivas de reposición	Caprinos	31	3	20
44171	Olba	Colmenas	Colmenas	81	8	8
44171	Olba	Conejas madres	Conejas madres	71	7	2
44171	Olba	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
44171	Olba	Gallinas ponedoras	Aves	61	6	31
44171	Olba	Lechones de menos de 20 kg	Porcinos	52	5	4
44171	Olba	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	10
44171	Olba	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	15
44171	Olba	Ovejas madres y corderas para reposición	Ovinos	21	2	95
44172	Oliete	Bovinos de menos de un año	Bovinos	14	1	75
44172	Oliete	Cabras madres y chivas de reposición	Caprinos	31	3	47
44172	Oliete	Colmenas	Colmenas	81	8	45
44172	Oliete	Gallinas ponedoras	Aves	61	6	6
44172	Oliete	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
44172	Oliete	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	112
44172	Oliete	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	800
44172	Oliete	Ovejas madres y corderas para reposición	Ovinos	21	2	4466
44173	Olmos (Los)	Cabras madres y chivas de reposición	Caprinos	31	3	130
44173	Olmos (Los)	Conejas madres	Conejas madres	71	7	380
44173	Olmos (Los)	Gallinas ponedoras	Aves	61	6	42
44173	Olmos (Los)	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	2
44173	Olmos (Los)	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
44173	Olmos (Los)	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	63
44173	Olmos (Los)	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4990
44173	Olmos (Los)	Ovejas madres y corderas para reposición	Ovinos	21	2	3939
44173	Olmos (Los)	Pollos de carne	Aves	62	6	21
44174	Orihuela del Tremedal	Bovinos de entre uno y dos años	Bovinos	13	1	63
44174	Orihuela del Tremedal	Bovinos de menos de un año	Bovinos	14	1	203
44174	Orihuela del Tremedal	Cabras madres y chivas de reposición	Caprinos	31	3	54
44174	Orihuela del Tremedal	Equinos (caballos, mulas y asnos)	Equinos	41	4	7
44174	Orihuela del Tremedal	Otros bovinos de dos años o más	Bovinos	12	1	6
44174	Orihuela del Tremedal	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	6
44174	Orihuela del Tremedal	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	60
44174	Orihuela del Tremedal	Ovejas madres y corderas para reposición	Ovinos	21	2	2842
44174	Orihuela del Tremedal	Vacas	Bovinos	11	1	215
44175	Orrios	Cabras madres y chivas de reposición	Caprinos	31	3	3
44175	Orrios	Conejas madres	Conejas madres	71	7	6
44175	Orrios	Gallinas ponedoras	Aves	61	6	55
44175	Orrios	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44175	Orrios	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	108
44175	Orrios	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2
44175	Orrios	Ovejas madres y corderas para reposición	Ovinos	21	2	4433
44175	Orrios	Pollos de carne	Aves	62	6	10
44176	Palomar de Arroyos	Cabras madres y chivas de reposición	Caprinos	31	3	62
44176	Palomar de Arroyos	Gallinas ponedoras	Aves	61	6	9
44176	Palomar de Arroyos	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44176	Palomar de Arroyos	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	35
44176	Palomar de Arroyos	Ovejas madres y corderas para reposición	Ovinos	21	2	3399
44177	Pancrudo	Cabras madres y chivas de reposición	Caprinos	31	3	6
44177	Pancrudo	Conejas madres	Conejas madres	71	7	5
44177	Pancrudo	Gallinas ponedoras	Aves	61	6	45
44177	Pancrudo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	254
44177	Pancrudo	Ovejas madres y corderas para reposición	Ovinos	21	2	3264
44178	Parras de Castellote (Las)	Cabras madres y chivas de reposición	Caprinos	31	3	50
44178	Parras de Castellote (Las)	Conejas madres	Conejas madres	71	7	153
44178	Parras de Castellote (Las)	Gallinas ponedoras	Aves	61	6	24
44178	Parras de Castellote (Las)	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	6
44178	Parras de Castellote (Las)	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	368
44178	Parras de Castellote (Las)	Ovejas madres y corderas para reposición	Ovinos	21	2	1641
44179	Peñarroya de Tastavins	Bovinos de entre uno y dos años	Bovinos	13	1	12
44179	Peñarroya de Tastavins	Bovinos de menos de un año	Bovinos	14	1	142
44179	Peñarroya de Tastavins	Cabras madres y chivas de reposición	Caprinos	31	3	164
44179	Peñarroya de Tastavins	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	4211
44179	Peñarroya de Tastavins	Colmenas	Colmenas	81	8	3
44179	Peñarroya de Tastavins	Conejas madres	Conejas madres	71	7	2881
44179	Peñarroya de Tastavins	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
44179	Peñarroya de Tastavins	Gallinas ponedoras	Aves	61	6	23
44179	Peñarroya de Tastavins	Lechones de menos de 20 kg	Porcinos	52	5	11474
44179	Peñarroya de Tastavins	Otros bovinos de dos años o más	Bovinos	12	1	10
44179	Peñarroya de Tastavins	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44179	Peñarroya de Tastavins	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	502
44179	Peñarroya de Tastavins	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	17528
44179	Peñarroya de Tastavins	Ovejas madres y corderas para reposición	Ovinos	21	2	3499
44179	Peñarroya de Tastavins	Pollos de carne	Aves	62	6	45000
44179	Peñarroya de Tastavins	Vacas	Bovinos	11	1	88
44180	Peracense	Cabras madres y chivas de reposición	Caprinos	31	3	9
44180	Peracense	Colmenas	Colmenas	81	8	311
44180	Peracense	Otros bovinos de dos años o más	Bovinos	12	1	3
44180	Peracense	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	20
44180	Peracense	Ovejas madres y corderas para reposición	Ovinos	21	2	815
44181	Peralejos	Conejas madres	Conejas madres	71	7	2
44181	Peralejos	Gallinas ponedoras	Aves	61	6	10
44181	Peralejos	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	20
44181	Peralejos	Ovejas madres y corderas para reposición	Ovinos	21	2	1296
44182	Perales del Alfambra	Bovinos de entre uno y dos años	Bovinos	13	1	46
44182	Perales del Alfambra	Bovinos de menos de un año	Bovinos	14	1	71
44182	Perales del Alfambra	Cabras madres y chivas de reposición	Caprinos	31	3	1
44182	Perales del Alfambra	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	200
44182	Perales del Alfambra	Conejas madres	Conejas madres	71	7	2
44182	Perales del Alfambra	Equinos (caballos, mulas y asnos)	Equinos	41	4	5
44182	Perales del Alfambra	Gallinas ponedoras	Aves	61	6	32
44182	Perales del Alfambra	Lechones de menos de 20 kg	Porcinos	52	5	420
44182	Perales del Alfambra	Otros bovinos de dos años o más	Bovinos	12	1	15
44182	Perales del Alfambra	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44182	Perales del Alfambra	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	94
44182	Perales del Alfambra	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	900
44182	Perales del Alfambra	Ovejas madres y corderas para reposición	Ovinos	21	2	7481
44182	Perales del Alfambra	Vacas	Bovinos	11	1	58
44183	Pitarque	Bovinos de entre uno y dos años	Bovinos	13	1	6
44183	Pitarque	Bovinos de menos de un año	Bovinos	14	1	15
44183	Pitarque	Cabras madres y chivas de reposición	Caprinos	31	3	36
44183	Pitarque	Colmenas	Colmenas	81	8	28
44183	Pitarque	Conejas madres	Conejas madres	71	7	330
44183	Pitarque	Equinos (caballos, mulas y asnos)	Equinos	41	4	4
44183	Pitarque	Gallinas ponedoras	Aves	61	6	10
44183	Pitarque	Otros bovinos de dos años o más	Bovinos	12	1	6
44183	Pitarque	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
44183	Pitarque	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	432
44183	Pitarque	Ovejas madres y corderas para reposición	Ovinos	21	2	1786
44183	Pitarque	Vacas	Bovinos	11	1	40
44184	Plou	Cabras madres y chivas de reposición	Caprinos	31	3	19
44184	Plou	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44184	Plou	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	22
44184	Plou	Ovejas madres y corderas para reposición	Ovinos	21	2	1103
44185	Pobo (El)	Conejas madres	Conejas madres	71	7	2
44185	Pobo (El)	Gallinas ponedoras	Aves	61	6	14
44185	Pobo (El)	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	13
44185	Pobo (El)	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	20
44185	Pobo (El)	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2392
44185	Pobo (El)	Ovejas madres y corderas para reposición	Ovinos	21	2	907
44185	Pobo (El)	Pollos de carne	Aves	62	6	6
44187	Portellada (La)	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	682
44187	Portellada (La)	Lechones de menos de 20 kg	Porcinos	52	5	2873
44187	Portellada (La)	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	439
44187	Portellada (La)	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	6555
44187	Portellada (La)	Ovejas madres y corderas para reposición	Ovinos	21	2	623
44187	Portellada (La)	Pollos de carne	Aves	62	6	191000
44189	Pozondón	Colmenas	Colmenas	81	8	680
44189	Pozondón	Conejas madres	Conejas madres	71	7	3000
44189	Pozondón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	346
44189	Pozondón	Ovejas madres y corderas para reposición	Ovinos	21	2	67
44190	Pozuel del Campo	Cabras madres y chivas de reposición	Caprinos	31	3	18
44190	Pozuel del Campo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	14
44190	Pozuel del Campo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	116
44190	Pozuel del Campo	Ovejas madres y corderas para reposición	Ovinos	21	2	1035
44191	Puebla de Híjar (La)	Bovinos de entre uno y dos años	Bovinos	13	1	341
44191	Puebla de Híjar (La)	Bovinos de menos de un año	Bovinos	14	1	1498
44191	Puebla de Híjar (La)	Cabras madres y chivas de reposición	Caprinos	31	3	27
44191	Puebla de Híjar (La)	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1600
44191	Puebla de Híjar (La)	Otros bovinos de dos años o más	Bovinos	12	1	10
44191	Puebla de Híjar (La)	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
44191	Puebla de Híjar (La)	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	341
44191	Puebla de Híjar (La)	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	7756
44191	Puebla de Híjar (La)	Ovejas madres y corderas para reposición	Ovinos	21	2	3018
44191	Puebla de Híjar (La)	Vacas	Bovinos	11	1	101
44192	Puebla de Valverde (La)	Bovinos de entre uno y dos años	Bovinos	13	1	134
44192	Puebla de Valverde (La)	Bovinos de menos de un año	Bovinos	14	1	51
44192	Puebla de Valverde (La)	Cabras madres y chivas de reposición	Caprinos	31	3	351
44192	Puebla de Valverde (La)	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	180
44192	Puebla de Valverde (La)	Colmenas	Colmenas	81	8	5
44192	Puebla de Valverde (La)	Conejas madres	Conejas madres	71	7	3
44192	Puebla de Valverde (La)	Equinos (caballos, mulas y asnos)	Equinos	41	4	50
44192	Puebla de Valverde (La)	Gallinas ponedoras	Aves	61	6	107
44192	Puebla de Valverde (La)	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	4
44192	Puebla de Valverde (La)	Otros bovinos de dos años o más	Bovinos	12	1	207
44192	Puebla de Valverde (La)	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	98
44192	Puebla de Valverde (La)	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1296
44192	Puebla de Valverde (La)	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	8
44192	Puebla de Valverde (La)	Ovejas madres y corderas para reposición	Ovinos	21	2	10953
44192	Puebla de Valverde (La)	Pollos de carne	Aves	62	6	26
44192	Puebla de Valverde (La)	Vacas	Bovinos	11	1	281
44193	Puertomingalvo	Cabras madres y chivas de reposición	Caprinos	31	3	466
44193	Puertomingalvo	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	30
44193	Puertomingalvo	Conejas madres	Conejas madres	71	7	2
44193	Puertomingalvo	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
44193	Puertomingalvo	Gallinas ponedoras	Aves	61	6	25
44193	Puertomingalvo	Lechones de menos de 20 kg	Porcinos	52	5	50
44193	Puertomingalvo	Otros bovinos de dos años o más	Bovinos	12	1	16
44193	Puertomingalvo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44193	Puertomingalvo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	31
44193	Puertomingalvo	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1
44193	Puertomingalvo	Ovejas madres y corderas para reposición	Ovinos	21	2	1632
44193	Puertomingalvo	Vacas	Bovinos	11	1	154
44194	Ráfales	Bovinos de menos de un año	Bovinos	14	1	300
44194	Ráfales	Cabras madres y chivas de reposición	Caprinos	31	3	34
44194	Ráfales	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	60
44194	Ráfales	Colmenas	Colmenas	81	8	96
44194	Ráfales	Conejas madres	Conejas madres	71	7	1250
44194	Ráfales	Gallinas ponedoras	Aves	61	6	6
44194	Ráfales	Lechones de menos de 20 kg	Porcinos	52	5	95
44194	Ráfales	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	51
44194	Ráfales	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	350
44194	Ráfales	Ovejas madres y corderas para reposición	Ovinos	21	2	1024
44194	Ráfales	Pollos de carne	Aves	62	6	34440
44195	Rillo	Cabras madres y chivas de reposición	Caprinos	31	3	2
44195	Rillo	Conejas madres	Conejas madres	71	7	4
44195	Rillo	Gallinas ponedoras	Aves	61	6	20
44195	Rillo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	71
44195	Rillo	Ovejas madres y corderas para reposición	Ovinos	21	2	2315
44195	Rillo	Pollos de carne	Aves	62	6	20
44196	Riodeva	Cabras madres y chivas de reposición	Caprinos	31	3	9
44196	Riodeva	Colmenas	Colmenas	81	8	20
44196	Riodeva	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44196	Riodeva	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	50
44196	Riodeva	Ovejas madres y corderas para reposición	Ovinos	21	2	1060
44197	Ródenas	Colmenas	Colmenas	81	8	2
44197	Ródenas	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
44197	Ródenas	Gallinas ponedoras	Aves	61	6	20
44197	Ródenas	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	10
44197	Ródenas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	290
44197	Ródenas	Ovejas madres y corderas para reposición	Ovinos	21	2	1558
44197	Ródenas	Pollos de carne	Aves	62	6	15
44198	Royuela	Cabras madres y chivas de reposición	Caprinos	31	3	42
44198	Royuela	Gallinas ponedoras	Aves	61	6	34
44198	Royuela	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44198	Royuela	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	22
44198	Royuela	Ovejas madres y corderas para reposición	Ovinos	21	2	1469
44199	Rubiales	Cabras madres y chivas de reposición	Caprinos	31	3	13
44199	Rubiales	Colmenas	Colmenas	81	8	100
44199	Rubiales	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44199	Rubiales	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	16
