Mes y año	Mes (código)	Sexo	Edad (grupos quinquenales)	Número de contratos	CCAA nombre
Marzo 2009	200903	Mujeres	Más de 64	7	Aragón
Febrero 2009	200902	Hombres	16-19	561	Aragón
Febrero 2009	200902	Mujeres	16-19	542	Aragón
Febrero 2009	200902	Hombres	20-24	2068	Aragón
Febrero 2009	200902	Mujeres	20-24	2165	Aragón
Febrero 2009	200902	Hombres	25-29	2579	Aragón
Febrero 2009	200902	Mujeres	25-29	2141	Aragón
Febrero 2009	200902	Hombres	30-34	2245	Aragón
Febrero 2009	200902	Mujeres	30-34	1710	Aragón
Febrero 2009	200902	Hombres	35-39	1683	Aragón
Febrero 2009	200902	Mujeres	35-39	1339	Aragón
Febrero 2009	200902	Hombres	40-44	1243	Aragón
Febrero 2009	200902	Mujeres	40-44	1267	Aragón
Febrero 2009	200902	Hombres	45-49	914	Aragón
Febrero 2009	200902	Mujeres	45-49	1008	Aragón
Febrero 2009	200902	Hombres	50-54	532	Aragón
Febrero 2009	200902	Mujeres	50-54	707	Aragón
Febrero 2009	200902	Hombres	55-59	299	Aragón
Febrero 2009	200902	Mujeres	55-59	275	Aragón
Febrero 2009	200902	Hombres	60-64	205	Aragón
Febrero 2009	200902	Mujeres	60-64	89	Aragón
Febrero 2009	200902	Hombres	Más de 64	24	Aragón
Febrero 2009	200902	Mujeres	Más de 64	6	Aragón
Enero 2009	200901	Hombres	16-19	658	Aragón
Enero 2009	200901	Mujeres	16-19	661	Aragón
Enero 2009	200901	Hombres	20-24	2172	Aragón
Enero 2009	200901	Mujeres	20-24	2353	Aragón
Enero 2009	200901	Hombres	25-29	2502	Aragón
Enero 2009	200901	Mujeres	25-29	2324	Aragón
Enero 2009	200901	Hombres	30-34	2409	Aragón
Enero 2009	200901	Mujeres	30-34	1909	Aragón
Enero 2009	200901	Hombres	35-39	1797	Aragón
Enero 2009	200901	Mujeres	35-39	1523	Aragón
Enero 2009	200901	Hombres	40-44	1327	Aragón
Enero 2009	200901	Mujeres	40-44	1526	Aragón
Enero 2009	200901	Hombres	45-49	916	Aragón
Enero 2009	200901	Mujeres	45-49	1245	Aragón
Enero 2009	200901	Hombres	50-54	551	Aragón
Enero 2009	200901	Mujeres	50-54	767	Aragón
Enero 2009	200901	Hombres	55-59	285	Aragón
Enero 2009	200901	Mujeres	55-59	387	Aragón
Enero 2009	200901	Hombres	60-64	170	Aragón
Enero 2009	200901	Mujeres	60-64	122	Aragón
Enero 2009	200901	Hombres	Más de 64	18	Aragón
Enero 2009	200901	Mujeres	Más de 64	7	Aragón
Diciembre 2008	200812	Hombres	16-19	704	Aragón
Diciembre 2008	200812	Mujeres	16-19	814	Aragón
Diciembre 2008	200812	Hombres	20-24	2174	Aragón
Diciembre 2008	200812	Mujeres	20-24	2948	Aragón
Diciembre 2008	200812	Hombres	25-29	2246	Aragón
Diciembre 2008	200812	Mujeres	25-29	2336	Aragón
Diciembre 2008	200812	Hombres	30-34	1984	Aragón
Diciembre 2008	200812	Mujeres	30-34	1809	Aragón
Diciembre 2008	200812	Hombres	35-39	1540	Aragón
Diciembre 2008	200812	Mujeres	35-39	1482	Aragón
Diciembre 2008	200812	Hombres	40-44	1062	Aragón
Diciembre 2008	200812	Mujeres	40-44	1502	Aragón
Diciembre 2008	200812	Hombres	45-49	763	Aragón
Diciembre 2008	200812	Mujeres	45-49	1202	Aragón
Diciembre 2008	200812	Hombres	50-54	463	Aragón
Diciembre 2008	200812	Mujeres	50-54	758	Aragón
Diciembre 2008	200812	Hombres	55-59	229	Aragón
Diciembre 2008	200812	Mujeres	55-59	348	Aragón
Diciembre 2008	200812	Hombres	60-64	271	Aragón
Diciembre 2008	200812	Mujeres	60-64	112	Aragón
Diciembre 2008	200812	Hombres	Más de 64	18	Aragón
Diciembre 2008	200812	Mujeres	Más de 64	12	Aragón
Noviembre 2008	200811	Hombres	16-19	790	Aragón
Noviembre 2008	200811	Mujeres	16-19	801	Aragón
Noviembre 2008	200811	Hombres	20-24	2435	Aragón
Noviembre 2008	200811	Mujeres	20-24	2985	Aragón
Noviembre 2008	200811	Hombres	25-29	2716	Aragón
Noviembre 2008	200811	Mujeres	25-29	2565	Aragón
Noviembre 2008	200811	Hombres	30-34	2469	Aragón
Noviembre 2008	200811	Mujeres	30-34	2027	Aragón
Noviembre 2008	200811	Hombres	35-39	1901	Aragón
Noviembre 2008	200811	Mujeres	35-39	1686	Aragón
Noviembre 2008	200811	Hombres	40-44	1419	Aragón
Noviembre 2008	200811	Mujeres	40-44	1663	Aragón
Noviembre 2008	200811	Hombres	45-49	1056	Aragón
Noviembre 2008	200811	Mujeres	45-49	1462	Aragón
Noviembre 2008	200811	Hombres	50-54	643	Aragón
Noviembre 2008	200811	Mujeres	50-54	852	Aragón
Noviembre 2008	200811	Hombres	55-59	352	Aragón
Noviembre 2008	200811	Mujeres	55-59	425	Aragón
Noviembre 2008	200811	Hombres	60-64	265	Aragón
Noviembre 2008	200811	Mujeres	60-64	176	Aragón
Noviembre 2008	200811	Hombres	Más de 64	30	Aragón
Noviembre 2008	200811	Mujeres	Más de 64	12	Aragón
Octubre 2008	200810	Hombres	16-19	1213	Aragón
Octubre 2008	200810	Mujeres	16-19	1161	Aragón
Octubre 2008	200810	Hombres	20-24	3816	Aragón
Octubre 2008	200810	Mujeres	20-24	4119	Aragón
Octubre 2008	200810	Hombres	25-29	3890	Aragón
Octubre 2008	200810	Mujeres	25-29	3699	Aragón
Octubre 2008	200810	Hombres	30-34	3591	Aragón
Octubre 2008	200810	Mujeres	30-34	2756	Aragón
Octubre 2008	200810	Hombres	35-39	2798	Aragón
Octubre 2008	200810	Mujeres	35-39	2426	Aragón
Octubre 2008	200810	Hombres	40-44	1999	Aragón
Octubre 2008	200810	Mujeres	40-44	2208	Aragón
Octubre 2008	200810	Hombres	45-49	1439	Aragón
Octubre 2008	200810	Mujeres	45-49	1803	Aragón
Octubre 2008	200810	Hombres	50-54	794	Aragón
Octubre 2008	200810	Mujeres	50-54	1130	Aragón
Octubre 2008	200810	Hombres	55-59	414	Aragón
Octubre 2008	200810	Mujeres	55-59	481	Aragón
Octubre 2008	200810	Hombres	60-64	314	Aragón
Octubre 2008	200810	Mujeres	60-64	209	Aragón
Octubre 2008	200810	Hombres	Más de 64	47	Aragón
Octubre 2008	200810	Mujeres	Más de 64	13	Aragón
Septiembre 2008	200809	Hombres	16-19	1743	Aragón
Septiembre 2008	200809	Mujeres	16-19	1584	Aragón
Septiembre 2008	200809	Hombres	20-24	4099	Aragón
Septiembre 2008	200809	Mujeres	20-24	4158	Aragón
Septiembre 2008	200809	Hombres	25-29	4280	Aragón
Septiembre 2008	200809	Mujeres	25-29	3718	Aragón
Septiembre 2008	200809	Hombres	30-34	3968	Aragón
Septiembre 2008	200809	Mujeres	30-34	3038	Aragón
Septiembre 2008	200809	Hombres	35-39	3072	Aragón
Septiembre 2008	200809	Mujeres	35-39	2669	Aragón
Septiembre 2008	200809	Hombres	40-44	2229	Aragón
Septiembre 2008	200809	Mujeres	40-44	2363	Aragón
Septiembre 2008	200809	Hombres	45-49	1537	Aragón
Septiembre 2008	200809	Mujeres	45-49	1928	Aragón
Septiembre 2008	200809	Hombres	50-54	845	Aragón
Septiembre 2008	200809	Mujeres	50-54	1191	Aragón
Septiembre 2008	200809	Hombres	55-59	463	Aragón
Septiembre 2008	200809	Mujeres	55-59	509	Aragón
Septiembre 2008	200809	Hombres	60-64	336	Aragón
Septiembre 2008	200809	Mujeres	60-64	208	Aragón
Septiembre 2008	200809	Hombres	Más de 64	34	Aragón
Septiembre 2008	200809	Mujeres	Más de 64	13	Aragón
Agosto 2008	200808	Hombres	16-19	1564	Aragón
Agosto 2008	200808	Mujeres	16-19	1425	Aragón
Agosto 2008	200808	Hombres	20-24	3222	Aragón
Agosto 2008	200808	Mujeres	20-24	2907	Aragón
Agosto 2008	200808	Hombres	25-29	3081	Aragón
Agosto 2008	200808	Mujeres	25-29	2443	Aragón
Agosto 2008	200808	Hombres	30-34	2886	Aragón
Agosto 2008	200808	Mujeres	30-34	1999	Aragón
Agosto 2008	200808	Hombres	35-39	2282	Aragón
Agosto 2008	200808	Mujeres	35-39	1633	Aragón
Agosto 2008	200808	Hombres	40-44	1600	Aragón
Agosto 2008	200808	Mujeres	40-44	1421	Aragón
Agosto 2008	200808	Hombres	45-49	1127	Aragón
Agosto 2008	200808	Mujeres	45-49	1212	Aragón
Agosto 2008	200808	Hombres	50-54	630	Aragón
Agosto 2008	200808	Mujeres	50-54	739	Aragón
Agosto 2008	200808	Hombres	55-59	349	Aragón
Agosto 2008	200808	Mujeres	55-59	351	Aragón
Agosto 2008	200808	Hombres	60-64	190	Aragón
Agosto 2008	200808	Mujeres	60-64	127	Aragón
Agosto 2008	200808	Hombres	Más de 64	19	Aragón
Agosto 2008	200808	Mujeres	Más de 64	17	Aragón
Julio 2008	200807	Hombres	16-19	3289	Aragón
Julio 2008	200807	Mujeres	16-19	2927	Aragón
Julio 2008	200807	Hombres	20-24	5521	Aragón
Julio 2008	200807	Mujeres	20-24	5531	Aragón
Julio 2008	200807	Hombres	25-29	4538	Aragón
Julio 2008	200807	Mujeres	25-29	3768	Aragón
Julio 2008	200807	Hombres	30-34	3898	Aragón
Julio 2008	200807	Mujeres	30-34	2771	Aragón
Julio 2008	200807	Hombres	35-39	3035	Aragón
Julio 2008	200807	Mujeres	35-39	2367	Aragón
Julio 2008	200807	Hombres	40-44	2181	Aragón
Julio 2008	200807	Mujeres	40-44	2079	Aragón
Julio 2008	200807	Hombres	45-49	1434	Aragón
Julio 2008	200807	Mujeres	45-49	1720	Aragón
Julio 2008	200807	Hombres	50-54	870	Aragón
Julio 2008	200807	Mujeres	50-54	1013	Aragón
Julio 2008	200807	Hombres	55-59	434	Aragón
Julio 2008	200807	Mujeres	55-59	497	Aragón
Julio 2008	200807	Hombres	60-64	360	Aragón
Julio 2008	200807	Mujeres	60-64	181	Aragón
Julio 2008	200807	Hombres	Más de 64	26	Aragón
Julio 2008	200807	Mujeres	Más de 64	18	Aragón
Junio 2008	200806	Hombres	16-19	2439	Aragón
Junio 2008	200806	Mujeres	16-19	2066	Aragón
Junio 2008	200806	Hombres	20-24	4969	Aragón
Junio 2008	200806	Mujeres	20-24	5076	Aragón
Junio 2008	200806	Hombres	25-29	4500	Aragón
Junio 2008	200806	Mujeres	25-29	3741	Aragón
Junio 2008	200806	Hombres	30-34	4173	Aragón
Junio 2008	200806	Mujeres	30-34	2997	Aragón
Junio 2008	200806	Hombres	35-39	3107	Aragón
Junio 2008	200806	Mujeres	35-39	2543	Aragón
Junio 2008	200806	Hombres	40-44	2390	Aragón
Junio 2008	200806	Mujeres	40-44	2432	Aragón
Junio 2008	200806	Hombres	45-49	1707	Aragón
Junio 2008	200806	Mujeres	45-49	1972	Aragón
Junio 2008	200806	Hombres	50-54	998	Aragón
Junio 2008	200806	Mujeres	50-54	1177	Aragón
Junio 2008	200806	Hombres	55-59	575	Aragón
Junio 2008	200806	Mujeres	55-59	526	Aragón
Junio 2008	200806	Hombres	60-64	341	Aragón
Junio 2008	200806	Mujeres	60-64	176	Aragón
Junio 2008	200806	Hombres	Más de 64	42	Aragón
Junio 2008	200806	Mujeres	Más de 64	26	Aragón
Mayo 2008	200805	Hombres	16-19	1599	Aragón
Mayo 2008	200805	Mujeres	16-19	1279	Aragón
Mayo 2008	200805	Hombres	20-24	4417	Aragón
Mayo 2008	200805	Mujeres	20-24	4190	Aragón
Mayo 2008	200805	Hombres	25-29	4814	Aragón
Mayo 2008	200805	Mujeres	25-29	3677	Aragón
Mayo 2008	200805	Hombres	30-34	4411	Aragón
Mayo 2008	200805	Mujeres	30-34	3122	Aragón
Mayo 2008	200805	Hombres	35-39	3513	Aragón
Mayo 2008	200805	Mujeres	35-39	2713	Aragón
Mayo 2008	200805	Hombres	40-44	2611	Aragón
Mayo 2008	200805	Mujeres	40-44	2389	Aragón
Mayo 2008	200805	Hombres	45-49	1858	Aragón
Mayo 2008	200805	Mujeres	45-49	1802	Aragón
Mayo 2008	200805	Hombres	50-54	1075	Aragón
Mayo 2008	200805	Mujeres	50-54	1112	Aragón
Mayo 2008	200805	Hombres	55-59	579	Aragón
Mayo 2008	200805	Mujeres	55-59	495	Aragón
Mayo 2008	200805	Hombres	60-64	374	Aragón
Mayo 2008	200805	Mujeres	60-64	139	Aragón
Mayo 2008	200805	Hombres	Más de 64	33	Aragón
Mayo 2008	200805	Mujeres	Más de 64	9	Aragón
Abril 2008	200804	Hombres	16-19	1433	Aragón
Abril 2008	200804	Mujeres	16-19	1010	Aragón
Abril 2008	200804	Hombres	20-24	3852	Aragón
Abril 2008	200804	Mujeres	20-24	3696	Aragón
Abril 2008	200804	Hombres	25-29	4463	Aragón
Abril 2008	200804	Mujeres	25-29	3321	Aragón
Abril 2008	200804	Hombres	30-34	4020	Aragón
Abril 2008	200804	Mujeres	30-34	2581	Aragón
Abril 2008	200804	Hombres	35-39	3164	Aragón
Abril 2008	200804	Mujeres	35-39	2248	Aragón
Abril 2008	200804	Hombres	40-44	2236	Aragón
Abril 2008	200804	Mujeres	40-44	2012	Aragón
Abril 2008	200804	Hombres	45-49	1555	Aragón
Abril 2008	200804	Mujeres	45-49	1585	Aragón
Abril 2008	200804	Hombres	50-54	961	Aragón
Abril 2008	200804	Mujeres	50-54	899	Aragón
Abril 2008	200804	Hombres	55-59	500	Aragón
Abril 2008	200804	Mujeres	55-59	368	Aragón
Abril 2008	200804	Hombres	60-64	348	Aragón
Abril 2008	200804	Mujeres	60-64	109	Aragón
Abril 2008	200804	Hombres	Más de 64	32	Aragón
Abril 2008	200804	Mujeres	Más de 64	11	Aragón
Marzo 2008	200803	Hombres	16-19	1261	Aragón
Marzo 2008	200803	Mujeres	16-19	940	Aragón
Marzo 2008	200803	Hombres	20-24	3458	Aragón
Marzo 2008	200803	Mujeres	20-24	3294	Aragón
Marzo 2008	200803	Hombres	25-29	3809	Aragón
Marzo 2008	200803	Mujeres	25-29	2963	Aragón
Marzo 2008	200803	Hombres	30-34	3374	Aragón
Marzo 2008	200803	Mujeres	30-34	2327	Aragón
Marzo 2008	200803	Hombres	35-39	2562	Aragón
Marzo 2008	200803	Mujeres	35-39	1849	Aragón
Marzo 2008	200803	Hombres	40-44	1836	Aragón
Marzo 2008	200803	Mujeres	40-44	1646	Aragón
Marzo 2008	200803	Hombres	45-49	1267	Aragón
Marzo 2008	200803	Mujeres	45-49	1311	Aragón
Marzo 2008	200803	Hombres	50-54	702	Aragón
Marzo 2008	200803	Mujeres	50-54	758	Aragón
Marzo 2008	200803	Hombres	55-59	374	Aragón
Marzo 2008	200803	Mujeres	55-59	336	Aragón
Marzo 2008	200803	Hombres	60-64	274	Aragón
Marzo 2008	200803	Mujeres	60-64	101	Aragón
Marzo 2008	200803	Hombres	Más de 64	30	Aragón
Marzo 2008	200803	Mujeres	Más de 64	13	Aragón
Febrero 2008	200802	Hombres	16-19	1426	Aragón
Febrero 2008	200802	Mujeres	16-19	953	Aragón
Febrero 2008	200802	Hombres	20-24	4001	Aragón
Febrero 2008	200802	Mujeres	20-24	3396	Aragón
Febrero 2008	200802	Hombres	25-29	4465	Aragón
Febrero 2008	200802	Mujeres	25-29	3162	Aragón
Febrero 2008	200802	Hombres	30-34	3826	Aragón
Febrero 2008	200802	Mujeres	30-34	2388	Aragón
Febrero 2008	200802	Hombres	35-39	2981	Aragón
Febrero 2008	200802	Mujeres	35-39	2063	Aragón
Febrero 2008	200802	Hombres	40-44	2173	Aragón
Febrero 2008	200802	Mujeres	40-44	1795	Aragón
Febrero 2008	200802	Hombres	45-49	1473	Aragón
Febrero 2008	200802	Mujeres	45-49	1381	Aragón
Febrero 2008	200802	Hombres	50-54	900	Aragón
Febrero 2008	200802	Mujeres	50-54	852	Aragón
Febrero 2008	200802	Hombres	55-59	514	Aragón
Febrero 2008	200802	Mujeres	55-59	388	Aragón
Febrero 2008	200802	Hombres	60-64	314	Aragón
Febrero 2008	200802	Mujeres	60-64	136	Aragón
Febrero 2008	200802	Hombres	Más de 64	25	Aragón
Febrero 2008	200802	Mujeres	Más de 64	11	Aragón
Enero 2008	200801	Hombres	16-19	1527	Aragón
Enero 2008	200801	Mujeres	16-19	1157	Aragón
Enero 2008	200801	Hombres	20-24	4107	Aragón
Enero 2008	200801	Mujeres	20-24	3666	Aragón
Enero 2008	200801	Hombres	25-29	4599	Aragón
Enero 2008	200801	Mujeres	25-29	3395	Aragón
Enero 2008	200801	Hombres	30-34	3852	Aragón
Enero 2008	200801	Mujeres	30-34	2844	Aragón
Enero 2008	200801	Hombres	35-39	3068	Aragón
Enero 2008	200801	Mujeres	35-39	2298	Aragón
Enero 2008	200801	Hombres	40-44	2185	Aragón
Enero 2008	200801	Mujeres	40-44	2028	Aragón
Enero 2008	200801	Hombres	45-49	1428	Aragón
Enero 2008	200801	Mujeres	45-49	1628	Aragón
Enero 2008	200801	Hombres	50-54	851	Aragón
Enero 2008	200801	Mujeres	50-54	921	Aragón
Enero 2008	200801	Hombres	55-59	439	Aragón
Enero 2008	200801	Mujeres	55-59	438	Aragón
Enero 2008	200801	Hombres	60-64	292	Aragón
Enero 2008	200801	Mujeres	60-64	133	Aragón
Enero 2008	200801	Hombres	Más de 64	26	Aragón
Enero 2008	200801	Mujeres	Más de 64	11	Aragón
Diciembre 2007	200712	Hombres	16-19	1348	Aragón
Diciembre 2007	200712	Mujeres	16-19	1221	Aragón
Diciembre 2007	200712	Hombres	20-24	2976	Aragón
Diciembre 2007	200712	Mujeres	20-24	3238	Aragón
Diciembre 2007	200712	Hombres	25-29	3085	Aragón
Diciembre 2007	200712	Mujeres	25-29	2684	Aragón
Diciembre 2007	200712	Hombres	30-34	2633	Aragón
Diciembre 2007	200712	Mujeres	30-34	2020	Aragón
Diciembre 2007	200712	Hombres	35-39	1958	Aragón
Diciembre 2007	200712	Mujeres	35-39	1793	Aragón
Diciembre 2007	200712	Hombres	40-44	1421	Aragón
Diciembre 2007	200712	Mujeres	40-44	1464	Aragón
Diciembre 2007	200712	Hombres	45-49	964	Aragón
Diciembre 2007	200712	Mujeres	45-49	1295	Aragón
Diciembre 2007	200712	Hombres	50-54	602	Aragón
Diciembre 2007	200712	Mujeres	50-54	798	Aragón
Diciembre 2007	200712	Hombres	55-59	284	Aragón
Diciembre 2007	200712	Mujeres	55-59	355	Aragón
Diciembre 2007	200712	Hombres	60-64	278	Aragón
Diciembre 2007	200712	Mujeres	60-64	114	Aragón
Diciembre 2007	200712	Hombres	Más de 64	15	Aragón
Diciembre 2007	200712	Mujeres	Más de 64	7	Aragón
Noviembre 2007	200711	Hombres	16-19	1590	Aragón
Noviembre 2007	200711	Mujeres	16-19	1332	Aragón
Noviembre 2007	200711	Hombres	20-24	4021	Aragón
Noviembre 2007	200711	Mujeres	20-24	4292	Aragón
Noviembre 2007	200711	Hombres	25-29	4196	Aragón
Noviembre 2007	200711	Mujeres	25-29	3388	Aragón
Noviembre 2007	200711	Hombres	30-34	3573	Aragón
Noviembre 2007	200711	Mujeres	30-34	2664	Aragón
Noviembre 2007	200711	Hombres	35-39	2681	Aragón
Noviembre 2007	200711	Mujeres	35-39	2271	Aragón
Noviembre 2007	200711	Hombres	40-44	2026	Aragón
Noviembre 2007	200711	Mujeres	40-44	1875	Aragón
Noviembre 2007	200711	Hombres	45-49	1437	Aragón
Noviembre 2007	200711	Mujeres	45-49	1547	Aragón
Noviembre 2007	200711	Hombres	50-54	869	Aragón
Noviembre 2007	200711	Mujeres	50-54	955	Aragón
Noviembre 2007	200711	Hombres	55-59	462	Aragón
Noviembre 2007	200711	Mujeres	55-59	433	Aragón
Noviembre 2007	200711	Hombres	60-64	315	Aragón
Noviembre 2007	200711	Mujeres	60-64	140	Aragón
Noviembre 2007	200711	Hombres	Más de 64	32	Aragón
Noviembre 2007	200711	Mujeres	Más de 64	6	Aragón
Octubre 2007	200710	Hombres	16-19	2110	Aragón
Octubre 2007	200710	Mujeres	16-19	1682	Aragón
Octubre 2007	200710	Hombres	20-24	5271	Aragón
Octubre 2007	200710	Mujeres	20-24	5489	Aragón
Octubre 2007	200710	Hombres	25-29	5499	Aragón
Octubre 2007	200710	Mujeres	25-29	4540	Aragón
Octubre 2007	200710	Hombres	30-34	4542	Aragón
Octubre 2007	200710	Mujeres	30-34	3514	Aragón
Octubre 2007	200710	Hombres	35-39	3526	Aragón
Octubre 2007	200710	Mujeres	35-39	2960	Aragón
Octubre 2007	200710	Hombres	40-44	2473	Aragón
Octubre 2007	200710	Mujeres	40-44	2469	Aragón
Octubre 2007	200710	Hombres	45-49	1771	Aragón
Octubre 2007	200710	Mujeres	45-49	2078	Aragón
Octubre 2007	200710	Hombres	50-54	1137	Aragón
Octubre 2007	200710	Mujeres	50-54	1190	Aragón
Octubre 2007	200710	Hombres	55-59	590	Aragón
Octubre 2007	200710	Mujeres	55-59	605	Aragón
Octubre 2007	200710	Hombres	60-64	346	Aragón
Octubre 2007	200710	Mujeres	60-64	222	Aragón
Octubre 2007	200710	Hombres	Más de 64	64	Aragón
Octubre 2007	200710	Mujeres	Más de 64	11	Aragón
Septiembre 2007	200709	Hombres	16-19	1996	Aragón
Septiembre 2007	200709	Mujeres	16-19	1329	Aragón
Septiembre 2007	200709	Hombres	20-24	4537	Aragón
Septiembre 2007	200709	Mujeres	20-24	4025	Aragón
Septiembre 2007	200709	Hombres	25-29	4884	Aragón
Septiembre 2007	200709	Mujeres	25-29	3728	Aragón
Septiembre 2007	200709	Hombres	30-34	4152	Aragón
Septiembre 2007	200709	Mujeres	30-34	2966	Aragón
Septiembre 2007	200709	Hombres	35-39	3002	Aragón
Septiembre 2007	200709	Mujeres	35-39	2611	Aragón
Septiembre 2007	200709	Hombres	40-44	2237	Aragón
Septiembre 2007	200709	Mujeres	40-44	2322	Aragón
Septiembre 2007	200709	Hombres	45-49	1562	Aragón
Septiembre 2007	200709	Mujeres	45-49	1955	Aragón
Septiembre 2007	200709	Hombres	50-54	993	Aragón
Septiembre 2007	200709	Mujeres	50-54	1051	Aragón
Septiembre 2007	200709	Hombres	55-59	484	Aragón
Septiembre 2007	200709	Mujeres	55-59	461	Aragón
Septiembre 2007	200709	Hombres	60-64	312	Aragón
Septiembre 2007	200709	Mujeres	60-64	191	Aragón
Septiembre 2007	200709	Hombres	Más de 64	31	Aragón
Septiembre 2007	200709	Mujeres	Más de 64	12	Aragón
Agosto 2007	200708	Hombres	16-19	1953	Aragón
Agosto 2007	200708	Mujeres	16-19	1365	Aragón
Agosto 2007	200708	Hombres	20-24	3788	Aragón
Agosto 2007	200708	Mujeres	20-24	3173	Aragón
Agosto 2007	200708	Hombres	25-29	3873	Aragón
Agosto 2007	200708	Mujeres	25-29	2626	Aragón
Agosto 2007	200708	Hombres	30-34	3409	Aragón
Agosto 2007	200708	Mujeres	30-34	2167	Aragón
Agosto 2007	200708	Hombres	35-39	2616	Aragón
Agosto 2007	200708	Mujeres	35-39	1884	Aragón
Agosto 2007	200708	Hombres	40-44	1831	Aragón
Agosto 2007	200708	Mujeres	40-44	1565	Aragón
Agosto 2007	200708	Hombres	45-49	1300	Aragón
Agosto 2007	200708	Mujeres	45-49	1412	Aragón
Agosto 2007	200708	Hombres	50-54	788	Aragón
Agosto 2007	200708	Mujeres	50-54	753	Aragón
Agosto 2007	200708	Hombres	55-59	406	Aragón
Agosto 2007	200708	Mujeres	55-59	379	Aragón
Agosto 2007	200708	Hombres	60-64	209	Aragón
Agosto 2007	200708	Mujeres	60-64	128	Aragón
Agosto 2007	200708	Hombres	Más de 64	39	Aragón
Agosto 2007	200708	Mujeres	Más de 64	15	Aragón
Julio 2007	200707	Hombres	16-19	3949	Aragón
Julio 2007	200707	Mujeres	16-19	2778	Aragón
Julio 2007	200707	Hombres	20-24	5914	Aragón
Julio 2007	200707	Mujeres	20-24	5514	Aragón
Julio 2007	200707	Hombres	25-29	4796	Aragón
Julio 2007	200707	Mujeres	25-29	3896	Aragón
Julio 2007	200707	Hombres	30-34	3922	Aragón
Julio 2007	200707	Mujeres	30-34	2803	Aragón
Julio 2007	200707	Hombres	35-39	2988	Aragón
Julio 2007	200707	Mujeres	35-39	2427	Aragón
Julio 2007	200707	Hombres	40-44	2083	Aragón
Julio 2007	200707	Mujeres	40-44	2028	Aragón
Julio 2007	200707	Hombres	45-49	1344	Aragón
Julio 2007	200707	Mujeres	45-49	1760	Aragón
Julio 2007	200707	Hombres	50-54	892	Aragón
Julio 2007	200707	Mujeres	50-54	977	Aragón
Julio 2007	200707	Hombres	55-59	469	Aragón
Julio 2007	200707	Mujeres	55-59	465	Aragón
Julio 2007	200707	Hombres	60-64	293	Aragón
Julio 2007	200707	Mujeres	60-64	129	Aragón
Julio 2007	200707	Hombres	Más de 64	32	Aragón
Julio 2007	200707	Mujeres	Más de 64	12	Aragón
Junio 2007	200706	Hombres	16-19	2884	Aragón
Junio 2007	200706	Mujeres	16-19	1840	Aragón
Junio 2007	200706	Hombres	20-24	4970	Aragón
Junio 2007	200706	Mujeres	20-24	4278	Aragón
Junio 2007	200706	Hombres	25-29	4840	Aragón
Junio 2007	200706	Mujeres	25-29	3577	Aragón
Junio 2007	200706	Hombres	30-34	4115	Aragón
Junio 2007	200706	Mujeres	30-34	2842	Aragón
Junio 2007	200706	Hombres	35-39	3108	Aragón
Junio 2007	200706	Mujeres	35-39	2534	Aragón
Junio 2007	200706	Hombres	40-44	2188	Aragón
Junio 2007	200706	Mujeres	40-44	2079	Aragón
Junio 2007	200706	Hombres	45-49	1622	Aragón
Junio 2007	200706	Mujeres	45-49	1735	Aragón
Junio 2007	200706	Hombres	50-54	1013	Aragón
Junio 2007	200706	Mujeres	50-54	988	Aragón
Junio 2007	200706	Hombres	55-59	568	Aragón
Junio 2007	200706	Mujeres	55-59	439	Aragón
Junio 2007	200706	Hombres	60-64	341	Aragón
Junio 2007	200706	Mujeres	60-64	135	Aragón
Junio 2007	200706	Hombres	Más de 64	25	Aragón
Junio 2007	200706	Mujeres	Más de 64	7	Aragón
Mayo 2007	200705	Hombres	16-19	1929	Aragón
Mayo 2007	200705	Mujeres	16-19	1458	Aragón
Mayo 2007	200705	Hombres	20-24	4740	Aragón
Mayo 2007	200705	Mujeres	20-24	4114	Aragón
Mayo 2007	200705	Hombres	25-29	5259	Aragón
Mayo 2007	200705	Mujeres	25-29	3875	Aragón
Mayo 2007	200705	Hombres	30-34	4648	Aragón
Mayo 2007	200705	Mujeres	30-34	3069	Aragón
Mayo 2007	200705	Hombres	35-39	3657	Aragón
Mayo 2007	200705	Mujeres	35-39	2722	Aragón
Mayo 2007	200705	Hombres	40-44	2626	Aragón
Mayo 2007	200705	Mujeres	40-44	2324	Aragón
Mayo 2007	200705	Hombres	45-49	1768	Aragón
Mayo 2007	200705	Mujeres	45-49	1876	Aragón
Mayo 2007	200705	Hombres	50-54	1150	Aragón
Mayo 2007	200705	Mujeres	50-54	984	Aragón
Mayo 2007	200705	Hombres	55-59	597	Aragón
Mayo 2007	200705	Mujeres	55-59	437	Aragón
Mayo 2007	200705	Hombres	60-64	340	Aragón
Mayo 2007	200705	Mujeres	60-64	141	Aragón
Mayo 2007	200705	Hombres	Más de 64	37	Aragón
Mayo 2007	200705	Mujeres	Más de 64	15	Aragón
Abril 2007	200704	Hombres	16-19	1335	Aragón
Abril 2007	200704	Mujeres	16-19	1060	Aragón
Abril 2007	200704	Hombres	20-24	3533	Aragón
Abril 2007	200704	Mujeres	20-24	3389	Aragón
Abril 2007	200704	Hombres	25-29	3870	Aragón
Abril 2007	200704	Mujeres	25-29	3057	Aragón
Abril 2007	200704	Hombres	30-34	3352	Aragón
Abril 2007	200704	Mujeres	30-34	2304	Aragón
