Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones con tierras	Explotaciones con tierras sin SAU	Explotaciones con tierras con SAU <5 hectáreas	Explotaciones con tierras con SAU >= 5 y < 10 hectáreas	Explotaciones con tierras con SAU >= 10 y < 20 hectáreas	Explotaciones con tierras con SAU >= 20 y < 50 hectáreas	Explotaciones con tierras con SAU >= 50 y < 100 hectáreas	Explotaciones con tierras con SAU >= 100 hectáreas	Explotaciones con tierras con SAU
1999	50064	Cabañas de Ebro	95	93	14	55	14	6	0	2	2	79
1999	50065	Cabolafuente	19	17	4	2	1	1	0	1	8	13
1999	50066	Cadrete	34	32	2	24	3	1	1	1	0	30
1999	50067	Calatayud	491	480	80	302	47	22	7	8	14	400
1999	50068	Calatorao	485	482	55	296	46	44	28	11	2	427
1999	50069	Calcena	20	19	4	11	1	2	0	0	1	15
1999	50070	Calmarza	25	24	2	3	5	4	5	1	4	22
1999	50071	Campillo de Aragón	43	43	1	2	3	2	15	11	9	42
1999	50072	Carenas	42	40	10	23	4	3	0	0	0	30
1999	50073	Cariñena	649	645	30	363	115	65	44	18	10	615
1999	50074	Caspe	985	970	58	505	89	91	89	77	61	912
1999	50075	Castejón de Alarba	54	53	5	22	8	9	8	0	1	48
1999	50076	Castejón de las Armas	36	36	3	25	5	3	0	0	0	33
1999	50077	Castejón de Valdejasa	128	127	7	52	11	16	21	10	10	120
1999	50078	Castiliscar	112	111	6	36	25	17	15	9	3	105
1999	50079	Cervera de la Cañada	143	142	17	58	23	23	19	1	1	125
1999	50080	Cerveruela	8	8	2	4	1	0	0	0	1	6
1999	50081	Cetina	79	70	5	12	4	7	18	5	19	65
1999	50082	Cimballa	37	37	5	19	2	3	5	0	3	32
1999	50083	Cinco Olivas	15	14	1	9	3	1	0	0	0	13
1999	50084	Clarés de Ribota	68	68	15	37	2	3	7	2	2	53
1999	50085	Codo	29	29	1	13	1	4	7	2	1	28
1999	50086	Codos	121	120	4	87	16	8	3	0	2	116
1999	50087	Contamina	17	17	2	5	3	3	2	1	1	15
1999	50088	Cosuenda	253	253	30	164	29	21	8	1	0	223
1999	50089	Cuarte de Huerva	14	13	3	9	0	1	0	0	0	10
1999	50090	Cubel	73	73	0	4	6	12	20	13	18	73
1999	50091	Cuerlas (Las)	39	39	3	3	8	3	10	7	5	36
1999	50092	Chiprana	53	52	1	21	5	7	12	3	3	51
1999	50093	Chodes	71	71	5	55	6	1	1	1	2	66
1999	50094	Daroca	263	255	49	138	24	19	19	2	4	206
1999	50095	Ejea de los Caballeros	1445	1402	37	306	123	390	330	133	83	1365
1999	50096	Embid de Ariza	23	22	3	10	0	3	1	1	4	19
1999	50098	Encinacorba	168	165	32	81	24	20	4	2	2	133
1999	50099	Épila	615	592	38	278	65	60	69	55	27	554
1999	50100	Erla	47	46	3	20	5	9	5	0	4	43
1999	50101	Escatrón	179	179	9	129	10	7	10	4	10	170
1999	50102	Fabara	319	312	36	87	57	71	53	7	1	276
1999	50104	Farlete	106	102	2	1	3	5	28	42	21	100
1999	50105	Fayón	123	123	5	46	35	23	10	3	1	118
1999	50106	Fayos (Los)	52	52	2	48	1	0	0	1	0	50
1999	50107	Figueruelas	98	97	6	73	10	5	1	2	0	91
1999	50108	Fombuena	8	7	2	1	0	1	0	1	2	5
1999	50109	Frago (El)	20	20	1	5	4	7	2	1	0	19
1999	50110	Frasno (El)	293	292	34	164	46	34	13	1	0	258
1999	50111	Fréscano	50	48	2	11	7	9	9	5	5	46
1999	50113	Fuendejalón	332	327	26	128	49	47	54	19	4	301
1999	50114	Fuendetodos	42	41	2	2	4	3	12	12	6	39
1999	50115	Fuentes de Ebro	568	557	14	280	74	78	79	21	11	543
1999	50116	Fuentes de Jiloca	82	80	7	52	13	6	0	1	1	73
1999	50117	Gallocanta	36	35	5	1	1	2	10	10	6	30
1999	50118	Gallur	292	292	27	190	25	21	13	10	6	265
1999	50119	Gelsa	213	200	10	29	28	48	53	27	5	190
1999	50120	Godojos	50	49	11	17	8	8	3	2	0	38
1999	50121	Gotor	113	112	5	80	19	5	3	0	0	107
1999	50122	Grisel	48	48	4	33	2	0	4	4	1	44
1999	50123	Grisén	47	47	6	32	6	1	1	0	1	41
1999	50124	Herrera de los Navarros	164	160	7	39	8	13	33	29	31	153
1999	50125	Ibdes	176	176	37	82	20	18	12	3	4	139
1999	50126	Illueca	247	246	3	211	23	6	2	0	1	243
1999	50128	Isuerre	23	23	8	4	1	2	3	5	0	15
1999	50129	Jaraba	44	42	3	21	7	5	1	3	2	39
1999	50130	Jarque de Moncayo	199	195	12	119	36	21	5	0	2	183
1999	50131	Jaulín	39	36	2	2	0	3	14	11	4	34
1999	50132	Joyosa (La)	46	44	7	21	9	6	1	0	0	37
1999	50133	Lagata	42	42	2	14	2	1	5	16	2	40
1999	50134	Langa del Castillo	89	85	2	7	7	22	24	16	7	83
1999	50135	Layana	7	3	1	0	0	1	0	0	1	2
1999	50136	Lécera	202	197	4	82	14	12	35	26	24	193
1999	50137	Leciñena	296	292	26	98	10	15	50	50	43	266
1999	50138	Lechón	14	14	1	0	0	0	5	3	5	13
1999	50139	Letux	127	124	7	76	4	6	14	6	11	117
1999	50140	Litago	49	46	4	36	6	0	0	0	0	42
1999	50141	Lituénigo	96	96	10	73	8	2	2	1	0	86
1999	50142	Lobera de Onsella	40	40	13	8	1	9	6	3	0	27
1999	50143	Longares	257	252	10	96	45	33	38	22	8	242
1999	50144	Longás	23	23	9	5	3	2	2	1	1	14
1999	50146	Lucena de Jalón	53	53	5	29	8	4	5	2	0	48
1999	50147	Luceni	143	142	11	86	17	12	8	5	3	131
1999	50148	Luesia	77	77	8	26	7	4	11	6	15	69
1999	50149	Luesma	11	11	3	0	0	0	1	4	3	8
1999	50150	Lumpiaque	173	167	3	111	13	15	17	5	3	164
1999	50151	Luna	354	346	10	72	44	59	73	43	45	336
1999	50152	Maella	576	569	51	218	95	118	83	0	4	518
1999	50153	Magallón	344	341	32	203	30	25	27	13	11	309
1999	50154	Mainar	36	36	3	5	2	5	4	10	7	33
1999	50155	Malanquilla	29	29	0	1	3	7	7	1	10	29
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	88	88	7	61	15	4	1	0	0	81
1999	50159	Maluenda	245	243	32	147	39	17	8	0	0	211
1999	50160	Mallén	310	306	10	164	48	43	34	5	2	296
1999	50161	Manchones	63	62	11	28	8	2	8	5	0	51
1999	50162	Mara	90	90	3	41	21	10	10	1	4	87
1999	50163	María de Huerva	64	60	9	8	2	6	8	13	14	51
1999	50164	Mediana de Aragón	96	93	2	32	2	8	14	25	10	91
1999	50165	Mequinenza	422	418	6	166	94	75	47	22	8	412
1999	50166	Mesones de Isuela	118	114	2	49	22	20	18	0	3	112
1999	50167	Mezalocha	98	96	1	46	13	12	10	9	5	95
1999	50168	Mianos	17	17	6	2	1	0	2	5	1	11
1999	50169	Miedes de Aragón	154	154	6	62	20	26	28	7	5	148
1999	50170	Monegrillo	156	151	2	2	10	42	37	36	22	149
1999	50171	Moneva	56	54	3	6	2	2	6	24	11	51
1999	50172	Monreal de Ariza	69	64	2	7	3	2	17	23	10	62
1999	50173	Monterde	62	60	8	27	3	4	7	6	5	52
1999	50174	Montón	33	33	2	15	7	2	3	2	2	31
1999	50175	Morata de Jalón	358	353	29	255	43	20	6	0	0	324
1999	50176	Morata de Jiloca	91	91	3	57	21	7	1	0	2	88
1999	50177	Morés	141	139	26	97	6	6	0	2	2	113
1999	50178	Moros	218	217	45	113	24	24	8	1	2	172
1999	50179	Moyuela	85	80	8	29	4	8	5	7	19	72
1999	50180	Mozota	17	16	1	5	0	2	3	4	1	15
1999	50181	Muel	212	207	16	107	9	12	23	18	22	191
1999	50182	Muela (La)	204	202	3	113	8	5	28	21	24	199
1999	50183	Munébrega	209	209	20	112	45	12	15	3	2	189
1999	50184	Murero	64	64	6	38	12	5	2	1	0	58
1999	50185	Murillo de Gállego	42	41	6	17	4	5	4	3	2	35
1999	50186	Navardún	38	36	4	11	2	3	9	5	2	32
1999	50187	Nigüella	35	34	1	17	3	5	3	3	2	33
1999	50188	Nombrevilla	16	16	3	1	0	1	5	3	3	13
1999	50189	Nonaspe	233	226	14	111	36	46	18	1	0	212
1999	50190	Novallas	215	212	6	168	20	12	6	0	0	206
1999	50191	Novillas	226	220	7	131	41	26	6	8	1	213
1999	50192	Nuévalos	23	21	3	10	3	0	2	0	3	18
1999	50193	Nuez de Ebro	40	38	2	19	7	6	3	1	0	36
1999	50194	Olvés	65	65	4	21	13	13	13	0	1	61
1999	50195	Orcajo	44	44	4	23	3	5	4	4	1	40
1999	50196	Orera	64	63	5	41	6	8	3	0	0	58
1999	50197	Orés	50	49	2	30	3	1	4	3	6	47
1999	50198	Oseja	26	26	3	18	2	2	0	0	1	23
1999	50199	Osera de Ebro	42	40	4	17	5	4	6	3	1	36
1999	50200	Paniza	273	273	12	119	55	56	27	4	0	261
1999	50201	Paracuellos de Jiloca	157	157	37	95	8	8	5	0	4	120
1999	50202	Paracuellos de la Ribera	145	145	18	89	28	10	0	0	0	127
1999	50203	Pastriz	95	94	3	60	12	10	6	2	1	91
1999	50204	Pedrola	324	322	7	144	40	25	50	36	20	315
1999	50205	Pedrosas (Las)	26	24	0	9	1	1	4	4	5	24
1999	50206	Perdiguera	106	103	3	10	3	9	35	18	25	100
1999	50207	Piedratajada	23	23	1	0	3	6	3	3	7	22
1999	50208	Pina de Ebro	485	472	5	185	57	60	82	46	37	467
1999	50209	Pinseque	146	145	9	91	23	9	6	4	3	136
1999	50210	Pintanos (Los)	47	44	15	8	1	5	7	4	4	29
1999	50211	Plasencia de Jalón	92	92	1	57	17	3	4	1	9	91
1999	50212	Pleitas	18	18	2	10	2	2	2	0	0	16
1999	50213	Plenas	68	68	4	33	6	2	4	7	12	64
1999	50214	Pomer	5	3	1	1	0	0	0	0	1	2
1999	50215	Pozuel de Ariza	7	7	1	1	0	0	4	1	0	6
1999	50216	Pozuelo de Aragón	69	68	4	19	2	2	18	13	10	64
1999	50217	Pradilla de Ebro	119	118	4	46	22	24	14	3	5	114
1999	50218	Puebla de Albortón	56	54	1	4	1	4	3	21	20	53
1999	50219	Puebla de Alfindén (La)	74	73	1	34	9	11	12	3	3	72
1999	50220	Puendeluna	16	16	2	7	0	1	4	0	2	14
1999	50221	Purujosa	7	5	2	1	0	1	0	0	1	3
1999	50222	Quinto	271	256	2	109	32	31	42	21	19	254
1999	50223	Remolinos	95	91	4	46	15	9	11	3	3	87
1999	50224	Retascón	41	41	2	2	8	4	10	8	7	39
1999	50225	Ricla	532	526	18	307	76	75	29	14	7	508
1999	50227	Romanos	37	37	0	2	0	11	15	4	5	37
1999	50228	Rueda de Jalón	174	173	7	54	11	26	37	21	17	166
1999	50229	Ruesca	30	29	4	9	5	7	3	0	1	25
1999	50230	Sádaba	254	245	9	33	23	52	73	34	21	236
1999	50231	Salillas de Jalón	36	36	4	25	4	1	2	0	0	32
1999	50232	Salvatierra de Esca	36	35	7	11	2	3	4	2	6	28
1999	50233	Samper del Salz	14	14	1	10	0	0	0	0	3	13
1999	50234	San Martín de la Virgen de Moncayo	25	22	2	12	4	1	3	0	0	20
1999	50235	San Mateo de Gállego	208	207	20	68	24	25	39	19	12	187
1999	50236	Santa Cruz de Grío	108	107	10	73	15	7	1	0	1	97
1999	50237	Santa Cruz de Moncayo	40	38	3	32	2	0	0	0	1	35
1999	50238	Santa Eulalia de Gállego	27	27	5	9	1	6	5	0	1	22
1999	50239	Santed	23	23	0	2	1	4	5	6	5	23
1999	50240	Sástago	238	223	8	61	5	13	39	34	63	215
1999	50241	Saviñán	162	158	16	109	17	8	7	0	1	142
1999	50242	Sediles	37	37	2	16	8	7	3	0	1	35
1999	50243	Sestrica	188	187	5	122	35	19	3	1	2	182
1999	50244	Sierra de Luna	70	70	3	19	9	8	12	12	7	67
1999	50245	Sigüés	39	37	4	10	7	4	5	3	4	33
1999	50246	Sisamón	18	17	2	0	1	1	2	3	8	15
1999	50247	Sobradiel	86	84	7	49	13	10	3	1	1	77
1999	50248	Sos del Rey Católico	254	251	15	48	41	42	48	27	30	236
1999	50249	Tabuenca	189	187	11	69	35	27	37	8	0	176
1999	50250	Talamantes	16	15	4	4	2	1	3	0	1	11
1999	50251	Tarazona	910	905	65	610	68	42	67	36	17	840
1999	50252	Tauste	1337	1305	79	365	205	259	269	85	43	1226
1999	50253	Terrer	109	108	15	41	26	13	8	3	2	93
1999	50254	Tierga	110	107	3	40	18	18	18	5	5	104
1999	50255	Tobed	100	99	11	76	7	3	1	0	1	88
1999	50256	Torralba de los Frailes	38	35	6	2	1	3	7	1	15	29
1999	50257	Torralba de Ribota	122	121	15	72	17	14	2	1	0	106
1999	50258	Torralbilla	18	17	1	1	0	3	3	4	5	16
1999	50259	Torrehermosa	19	18	1	0	1	0	1	7	8	17
1999	50260	Torrelapaja	9	8	0	0	1	1	2	3	1	8
1999	50261	Torrellas	42	42	6	36	0	0	0	0	0	36
1999	50262	Torres de Berrellén	197	195	20	117	30	12	8	5	3	175
1999	50263	Torrijo de la Cañada	135	128	34	64	15	2	8	3	2	94
1999	50264	Tosos	153	152	8	76	18	17	18	3	12	144
1999	50265	Trasmoz	44	43	2	24	4	7	2	2	2	41
1999	50266	Trasobares	108	108	7	73	12	2	9	3	2	101
1999	50267	Uncastillo	118	111	10	16	15	13	14	16	27	101
1999	50268	Undués de Lerda	24	23	8	3	2	1	3	0	6	15
1999	50269	Urrea de Jalón	82	82	1	45	10	8	7	9	2	81
1999	50270	Urriés	26	26	5	6	2	5	5	3	0	21
1999	50271	Used	139	137	1	4	16	30	44	14	28	136
1999	50272	Utebo	121	120	7	74	12	11	13	2	1	113
1999	50273	Valdehorna	53	53	6	32	7	5	2	0	1	47
1999	50274	Val de San Martín	30	30	5	13	1	2	1	5	3	25
1999	50275	Valmadrid	24	23	2	1	0	7	7	3	3	21
1999	50276	Valpalmas	53	52	4	21	2	3	6	8	8	48
1999	50277	Valtorres	20	20	2	12	5	0	1	0	0	18
1999	50278	Velilla de Ebro	43	41	1	9	2	1	7	9	12	40
1999	50279	Velilla de Jiloca	39	36	6	21	2	3	2	0	2	30
1999	50280	Vera de Moncayo	144	144	6	82	13	19	15	8	1	138
1999	50281	Vierlas	24	24	1	18	3	2	0	0	0	23
1999	50282	Vilueña (La)	63	63	9	30	10	9	3	0	2	54
1999	50283	Villadoz	32	32	0	4	3	3	13	7	2	32
1999	50284	Villafeliche	44	43	2	27	6	2	3	3	0	41
1999	50285	Villafranca de Ebro	128	126	12	67	15	14	14	3	1	114
1999	50286	Villalba de Perejil	48	47	13	23	5	4	1	0	1	34
1999	50287	Villalengua	131	128	20	50	33	16	3	4	2	108
1999	50288	Villanueva de Gállego	151	151	7	31	23	35	26	16	13	144
1999	50289	Villanueva de Jiloca	49	49	14	27	5	2	1	0	0	35
1999	50290	Villanueva de Huerva	172	169	4	89	28	6	20	11	11	165
1999	50291	Villar de los Navarros	65	62	2	19	6	4	8	6	17	60
1999	50292	Villarreal de Huerva	30	30	3	4	2	2	11	3	5	27
1999	50293	Villarroya de la Sierra	261	258	53	90	43	51	16	0	5	205
1999	50294	Villarroya del Campo	25	25	0	7	1	2	8	1	6	25
1999	50295	Vistabella	14	14	3	8	2	0	1	0	0	11
1999	50296	Zaida (La)	61	60	1	23	5	6	20	4	1	59
1999	50297	Zaragoza	1839	1791	110	874	221	204	189	117	76	1681
1999	50298	Zuera	489	478	19	97	47	94	102	74	45	459
1999	50901	Biel	44	43	17	2	2	5	7	8	2	26
1999	50902	Marracos	19	19	1	1	2	0	3	7	5	18
