Municipio código	Municipio nombre	Número habitaciones	Número habitaciones
44033	Báguena	07	25
44033	Báguena	08	12
44033	Báguena	09	1
44033	Báguena	10 o más	5
44034	Bañón	04	4
44034	Bañón	05	16
44034	Bañón	06	17
44034	Bañón	07	21
44034	Bañón	08	7
44034	Bañón	09	1
44034	Bañón	10 o más	3
44035	Barrachina	03	1
44035	Barrachina	04	3
44035	Barrachina	05	16
44035	Barrachina	06	25
44035	Barrachina	07	8
44035	Barrachina	08	12
44035	Barrachina	09	1
44035	Barrachina	10 o más	3
44036	Bea	03	1
44036	Bea	04	3
44036	Bea	05	5
44036	Bea	06	2
44036	Bea	08	5
44036	Bea	09	2
44037	Beceite	02	2
44037	Beceite	03	16
44037	Beceite	04	30
44037	Beceite	05	88
44037	Beceite	06	67
44037	Beceite	07	16
44037	Beceite	08	10
44037	Beceite	09	3
44037	Beceite	10 o más	5
44038	Belmonte de San José	02	2
44038	Belmonte de San José	03	6
44038	Belmonte de San José	04	16
44038	Belmonte de San José	05	9
44038	Belmonte de San José	06	11
44038	Belmonte de San José	07	4
44038	Belmonte de San José	08	3
44038	Belmonte de San José	09	5
44038	Belmonte de San José	10 o más	6
44039	Bello	01	1
44039	Bello	04	13
44039	Bello	05	17
44039	Bello	06	47
44039	Bello	07	35
44039	Bello	08	25
44039	Bello	09	15
44039	Bello	10 o más	6
44040	Berge	03	7
44040	Berge	04	11
44040	Berge	05	39
44040	Berge	06	23
44040	Berge	07	9
44040	Berge	08	5
44040	Berge	10 o más	4
44041	Bezas	02	1
44041	Bezas	03	5
44041	Bezas	04	4
44041	Bezas	05	9
44041	Bezas	06	11
44041	Bezas	07	4
44042	Blancas	04	7
44042	Blancas	05	14
44042	Blancas	06	26
44042	Blancas	07	14
44042	Blancas	08	11
44042	Blancas	10 o más	2
44043	Blesa	03	3
44043	Blesa	04	7
44043	Blesa	05	21
44043	Blesa	06	15
44043	Blesa	07	12
44043	Blesa	08	5
44043	Blesa	09	1
44043	Blesa	10 o más	3
44044	Bordón	03	2
44044	Bordón	04	8
44044	Bordón	05	14
44044	Bordón	06	19
44044	Bordón	07	6
44044	Bordón	08	5
44044	Bordón	09	3
44045	Bronchales	03	4
44045	Bronchales	04	14
44045	Bronchales	05	64
44045	Bronchales	06	62
44045	Bronchales	07	30
44045	Bronchales	08	9
44045	Bronchales	09	6
44045	Bronchales	10 o más	4
44046	Bueña	04	7
44046	Bueña	05	16
44046	Bueña	06	14
44046	Bueña	07	5
44047	Burbáguena	04	1
44047	Burbáguena	06	1
44047	Burbáguena	07	6
44047	Burbáguena	08	16
44047	Burbáguena	09	28
44047	Burbáguena	10 o más	69
44048	Cabra de Mora	02	3
44048	Cabra de Mora	03	3
44048	Cabra de Mora	04	15
44048	Cabra de Mora	05	12
44048	Cabra de Mora	06	5
44048	Cabra de Mora	07	1
44048	Cabra de Mora	08	1
44048	Cabra de Mora	09	2
44049	Calaceite	02	4
44049	Calaceite	03	29
44049	Calaceite	04	78
44049	Calaceite	05	145
44049	Calaceite	06	115
44049	Calaceite	07	42
44049	Calaceite	08	23
44049	Calaceite	09	6
44049	Calaceite	10 o más	12
44050	Calamocha	01	2
44050	Calamocha	02	7
44050	Calamocha	03	23
44050	Calamocha	04	101
44050	Calamocha	05	633
44050	Calamocha	06	563
44050	Calamocha	07	170
44050	Calamocha	08	58
44050	Calamocha	09	22
44050	Calamocha	10 o más	18
44051	Calanda	02	1
44051	Calanda	03	20
44051	Calanda	04	122
44051	Calanda	05	448
44051	Calanda	06	392
44051	Calanda	07	130
44051	Calanda	08	62
44051	Calanda	09	24
44051	Calanda	10 o más	25
44052	Calomarde	03	2
44052	Calomarde	04	1
44052	Calomarde	05	11
44052	Calomarde	06	9
44052	Calomarde	07	2
44052	Calomarde	08	5
44052	Calomarde	10 o más	3
44053	Camañas	02	3
44053	Camañas	03	1
44053	Camañas	04	8
44053	Camañas	05	13
44053	Camañas	06	19
44053	Camañas	07	6
44053	Camañas	08	4
44053	Camañas	09	1
44053	Camañas	10 o más	2
44054	Camarena de la Sierra	03	2
44054	Camarena de la Sierra	04	12
44054	Camarena de la Sierra	05	11
44054	Camarena de la Sierra	06	17
44054	Camarena de la Sierra	07	4
44054	Camarena de la Sierra	08	8
44054	Camarena de la Sierra	09	4
44054	Camarena de la Sierra	10 o más	8
44055	Camarillas	04	8
44055	Camarillas	05	12
44055	Camarillas	06	17
44055	Camarillas	07	4
44055	Camarillas	10 o más	2
44056	Caminreal	04	19
44056	Caminreal	05	55
44056	Caminreal	06	113
44056	Caminreal	07	80
44056	Caminreal	08	30
44056	Caminreal	09	5
44056	Caminreal	10 o más	6
44059	Cantavieja	03	2
44059	Cantavieja	04	18
44059	Cantavieja	05	54
44059	Cantavieja	06	83
44059	Cantavieja	07	45
44059	Cantavieja	08	15
44059	Cantavieja	09	21
44059	Cantavieja	10 o más	27
44060	Cañada de Benatanduz	02	1
44060	Cañada de Benatanduz	03	5
44060	Cañada de Benatanduz	04	4
44060	Cañada de Benatanduz	05	5
44060	Cañada de Benatanduz	06	4
44060	Cañada de Benatanduz	07	1
44060	Cañada de Benatanduz	08	4
44060	Cañada de Benatanduz	10 o más	1
44061	Cañada de Verich (La)	03	2
44061	Cañada de Verich (La)	04	2
44061	Cañada de Verich (La)	05	19
44061	Cañada de Verich (La)	06	10
44061	Cañada de Verich (La)	07	6
44061	Cañada de Verich (La)	08	5
44061	Cañada de Verich (La)	10 o más	1
44062	Cañada Vellida	02	1
44062	Cañada Vellida	05	5
44062	Cañada Vellida	06	11
44062	Cañada Vellida	07	1
44062	Cañada Vellida	09	3
44063	Cañizar del Olivar	02	1
44063	Cañizar del Olivar	04	3
44063	Cañizar del Olivar	05	14
44063	Cañizar del Olivar	06	14
44063	Cañizar del Olivar	07	8
44063	Cañizar del Olivar	08	4
44064	Cascante del Río	03	3
44064	Cascante del Río	04	10
44064	Cascante del Río	05	15
44064	Cascante del Río	06	11
44064	Cascante del Río	07	7
44064	Cascante del Río	08	5
44064	Cascante del Río	10 o más	1
44065	Castejón de Tornos	03	1
44065	Castejón de Tornos	04	6
44065	Castejón de Tornos	05	8
44065	Castejón de Tornos	06	13
44065	Castejón de Tornos	07	6
44065	Castejón de Tornos	08	4
44065	Castejón de Tornos	09	1
44065	Castejón de Tornos	10 o más	4
44066	Castel de Cabra	03	1
44066	Castel de Cabra	04	4
44066	Castel de Cabra	05	26
44066	Castel de Cabra	06	14
44066	Castel de Cabra	07	5
44066	Castel de Cabra	08	7
44066	Castel de Cabra	09	1
44066	Castel de Cabra	10 o más	4
44067	Castelnou	03	4
44067	Castelnou	04	11
44067	Castelnou	05	10
44067	Castelnou	06	5
44067	Castelnou	07	2
44067	Castelnou	08	3
44067	Castelnou	09	2
44067	Castelnou	10 o más	5
44068	Castelserás	02	2
44068	Castelserás	03	20
44068	Castelserás	04	54
44068	Castelserás	05	114
44068	Castelserás	06	77
44068	Castelserás	07	20
44068	Castelserás	08	11
44068	Castelserás	09	4
44068	Castelserás	10 o más	7
44070	Castellar (El)	03	1
44070	Castellar (El)	04	2
44070	Castellar (El)	05	16
44070	Castellar (El)	06	12
44070	Castellar (El)	07	4
44070	Castellar (El)	08	3
44071	Castellote	01	3
44071	Castellote	02	4
44071	Castellote	03	11
44071	Castellote	04	47
44071	Castellote	05	110
44071	Castellote	06	86
44071	Castellote	07	38
44071	Castellote	08	16
44071	Castellote	09	11
44071	Castellote	10 o más	9
44074	Cedrillas	03	4
44074	Cedrillas	04	19
44074	Cedrillas	05	56
44074	Cedrillas	06	60
44074	Cedrillas	07	39
44074	Cedrillas	08	7
44074	Cedrillas	09	2
44074	Cedrillas	10 o más	4
44075	Celadas	03	1
44075	Celadas	04	16
44075	Celadas	05	37
44075	Celadas	06	62
44075	Celadas	07	41
44075	Celadas	08	25
44075	Celadas	09	6
44075	Celadas	10 o más	12
44076	Cella	03	12
44076	Cella	04	94
44076	Cella	05	475
44076	Cella	06	368
44076	Cella	07	86
44076	Cella	08	35
44076	Cella	09	8
44076	Cella	10 o más	8
44077	Cerollera (La)	02	1
44077	Cerollera (La)	03	1
44077	Cerollera (La)	04	5
44077	Cerollera (La)	05	10
44077	Cerollera (La)	06	14
44077	Cerollera (La)	07	5
44077	Cerollera (La)	08	4
44077	Cerollera (La)	10 o más	1
44080	Codoñera (La)	01	1
44080	Codoñera (La)	03	1
44080	Codoñera (La)	04	8
44080	Codoñera (La)	05	31
44080	Codoñera (La)	06	39
44080	Codoñera (La)	07	26
44080	Codoñera (La)	08	12
44080	Codoñera (La)	09	6
44080	Codoñera (La)	10 o más	5
44082	Corbalán	03	2
44082	Corbalán	04	7
44082	Corbalán	05	12
44082	Corbalán	06	5
44082	Corbalán	07	8
44082	Corbalán	08	3
44082	Corbalán	10 o más	1
44084	Cortes de Aragón	03	1
44084	Cortes de Aragón	04	11
44084	Cortes de Aragón	05	18
44084	Cortes de Aragón	06	13
44084	Cortes de Aragón	07	4
44084	Cortes de Aragón	08	1
44084	Cortes de Aragón	09	1
44084	Cortes de Aragón	10 o más	1
44085	Cosa	03	2
44085	Cosa	04	6
44085	Cosa	05	10
44085	Cosa	06	8
44085	Cosa	07	8
44085	Cosa	08	3
44085	Cosa	10 o más	1
44086	Cretas	02	2
44086	Cretas	03	17
44086	Cretas	04	35
44086	Cretas	05	61
44086	Cretas	06	53
44086	Cretas	07	20
44086	Cretas	08	11
44086	Cretas	09	12
44086	Cretas	10 o más	7
44087	Crivillén	02	2
44087	Crivillén	03	2
44087	Crivillén	04	4
44087	Crivillén	05	7
44087	Crivillén	06	17
44087	Crivillén	07	7
44087	Crivillén	08	5
44087	Crivillén	09	2
44087	Crivillén	10 o más	2
44088	Cuba (La)	03	2
44088	Cuba (La)	05	4
44088	Cuba (La)	06	8
44088	Cuba (La)	07	2
44088	Cuba (La)	08	6
44088	Cuba (La)	09	2
44088	Cuba (La)	10 o más	3
44089	Cubla	03	3
44089	Cubla	04	3
44089	Cubla	05	7
44089	Cubla	06	6
44089	Cubla	07	3
44089	Cubla	08	1
44090	Cucalón	03	2
44090	Cucalón	04	5
44090	Cucalón	05	6
44090	Cucalón	06	5
44090	Cucalón	07	3
44090	Cucalón	08	2
44090	Cucalón	09	5
44090	Cucalón	10 o más	4
44092	Cuervo (El)	03	2
44092	Cuervo (El)	04	9
44092	Cuervo (El)	05	26
44092	Cuervo (El)	06	10
44092	Cuervo (El)	07	6
44092	Cuervo (El)	08	2
44092	Cuervo (El)	09	1
44093	Cuevas de Almudén	04	1
44093	Cuevas de Almudén	05	9
44093	Cuevas de Almudén	06	11
44093	Cuevas de Almudén	07	10
44093	Cuevas de Almudén	08	2
44093	Cuevas de Almudén	09	1
44093	Cuevas de Almudén	10 o más	3
44094	Cuevas Labradas	02	2
44094	Cuevas Labradas	03	3
44094	Cuevas Labradas	04	9
44094	Cuevas Labradas	05	14
44094	Cuevas Labradas	06	21
44094	Cuevas Labradas	07	11
44094	Cuevas Labradas	08	2
44094	Cuevas Labradas	09	1
44096	Ejulve	03	8
44096	Ejulve	04	12
44096	Ejulve	05	17
44096	Ejulve	06	18
44096	Ejulve	07	13
44096	Ejulve	08	11
44096	Ejulve	09	2
44096	Ejulve	10 o más	7
44097	Escorihuela	03	2
44097	Escorihuela	04	18
44097	Escorihuela	05	26
44097	Escorihuela	06	24
44097	Escorihuela	07	15
44097	Escorihuela	08	2
44097	Escorihuela	09	3
44099	Escucha	02	1
44099	Escucha	03	12
44099	Escucha	04	50
44099	Escucha	05	144
44099	Escucha	06	131
44099	Escucha	07	21
44099	Escucha	08	6
44099	Escucha	09	5
44099	Escucha	10 o más	1
44100	Estercuel	02	1
44100	Estercuel	03	5
44100	Estercuel	04	7
44100	Estercuel	05	34
44100	Estercuel	06	40
44100	Estercuel	07	17
44100	Estercuel	08	11
44100	Estercuel	09	4
44100	Estercuel	10 o más	6
44101	Ferreruela de Huerva	02	2
44101	Ferreruela de Huerva	03	1
44101	Ferreruela de Huerva	04	10
44101	Ferreruela de Huerva	05	4
44101	Ferreruela de Huerva	06	8
44101	Ferreruela de Huerva	07	4
44101	Ferreruela de Huerva	09	1
44101	Ferreruela de Huerva	10 o más	9
44102	Fonfría	04	2
44102	Fonfría	05	1
44102	Fonfría	06	5
44102	Fonfría	07	2
44102	Fonfría	08	1
44102	Fonfría	10 o más	1
44103	Formiche Alto	03	3
44103	Formiche Alto	04	5
44103	Formiche Alto	05	24
44103	Formiche Alto	06	22
44103	Formiche Alto	07	14
44103	Formiche Alto	08	7
44103	Formiche Alto	09	6
44103	Formiche Alto	10 o más	1
44105	Fórnoles	03	8
44105	Fórnoles	04	14
44105	Fórnoles	05	10
44105	Fórnoles	06	13
44105	Fórnoles	07	1
44105	Fórnoles	08	2
44106	Fortanete	03	8
44106	Fortanete	04	16
44106	Fortanete	05	24
44106	Fortanete	06	17
44106	Fortanete	07	7
44106	Fortanete	08	5
44106	Fortanete	10 o más	6
44107	Foz-Calanda	03	5
44107	Foz-Calanda	04	24
44107	Foz-Calanda	05	21
44107	Foz-Calanda	06	30
44107	Foz-Calanda	07	13
44107	Foz-Calanda	08	3
44107	Foz-Calanda	09	3
44108	Fresneda (La)	03	7
44108	Fresneda (La)	04	26
44108	Fresneda (La)	05	63
44108	Fresneda (La)	06	51
44108	Fresneda (La)	07	29
44108	Fresneda (La)	08	3
44108	Fresneda (La)	09	2
44108	Fresneda (La)	10 o más	1
44109	Frías de Albarracín	02	1
44109	Frías de Albarracín	03	3
44109	Frías de Albarracín	04	6
44109	Frías de Albarracín	05	25
44109	Frías de Albarracín	06	21
44109	Frías de Albarracín	07	4
44109	Frías de Albarracín	08	4
44109	Frías de Albarracín	10 o más	1
44110	Fuenferrada	04	1
44110	Fuenferrada	05	7
44110	Fuenferrada	06	5
44110	Fuenferrada	07	3
44110	Fuenferrada	08	3
44111	Fuentes Calientes	04	1
44111	Fuentes Calientes	05	15
44111	Fuentes Calientes	06	23
44111	Fuentes Calientes	07	2
44111	Fuentes Calientes	08	5
44111	Fuentes Calientes	09	3
44112	Fuentes Claras	03	3
44112	Fuentes Claras	04	18
44112	Fuentes Claras	05	52
44112	Fuentes Claras	06	73
44112	Fuentes Claras	07	69
44112	Fuentes Claras	08	31
44112	Fuentes Claras	09	10
44112	Fuentes Claras	10 o más	2
44113	Fuentes de Rubielos	03	8
44113	Fuentes de Rubielos	04	21
44113	Fuentes de Rubielos	05	12
44113	Fuentes de Rubielos	06	1
44114	Fuentespalda	02	1
44114	Fuentespalda	03	7
44114	Fuentespalda	04	24
44114	Fuentespalda	05	36
44114	Fuentespalda	06	36
44114	Fuentespalda	07	17
44114	Fuentespalda	08	5
44114	Fuentespalda	09	4
44114	Fuentespalda	10 o más	2
44115	Galve	02	1
44115	Galve	03	4
44115	Galve	04	5
44115	Galve	05	12
44115	Galve	06	10
44115	Galve	07	9
44115	Galve	08	4
44115	Galve	09	4
44115	Galve	10 o más	4
44116	Gargallo	04	10
44116	Gargallo	05	19
44116	Gargallo	06	14
44116	Gargallo	07	2
44116	Gargallo	08	1
44116	Gargallo	09	1
44117	Gea de Albarracín	02	2
44117	Gea de Albarracín	03	10
44117	Gea de Albarracín	04	35
44117	Gea de Albarracín	05	63
44117	Gea de Albarracín	06	36
44117	Gea de Albarracín	07	15
44117	Gea de Albarracín	08	6
44117	Gea de Albarracín	09	2
44117	Gea de Albarracín	10 o más	9
44118	Ginebrosa (La)	02	2
44118	Ginebrosa (La)	03	12
44118	Ginebrosa (La)	04	36
44118	Ginebrosa (La)	05	34
44118	Ginebrosa (La)	06	7
44118	Ginebrosa (La)	07	8
44118	Ginebrosa (La)	08	2
44119	Griegos	02	1
44119	Griegos	03	2
44119	Griegos	04	12
44119	Griegos	05	20
44119	Griegos	06	14
44119	Griegos	07	4
44119	Griegos	08	2
44119	Griegos	09	2
44120	Guadalaviar	02	1
44120	Guadalaviar	03	2
44120	Guadalaviar	04	8
44120	Guadalaviar	05	26
44120	Guadalaviar	06	30
44120	Guadalaviar	07	10
44120	Guadalaviar	08	20
44120	Guadalaviar	09	6
44120	Guadalaviar	10 o más	1
44121	Gúdar	02	1
44121	Gúdar	04	7
44121	Gúdar	05	8
44121	Gúdar	06	7
44121	Gúdar	07	4
44121	Gúdar	09	2
44122	Híjar	01	1
44122	Híjar	02	1
44122	Híjar	03	14
44122	Híjar	04	83
44122	Híjar	05	245
44122	Híjar	06	256
44122	Híjar	07	106
44122	Híjar	08	29
44122	Híjar	09	8
44122	Híjar	10 o más	9
44123	Hinojosa de Jarque	04	3
44123	Hinojosa de Jarque	05	8
44123	Hinojosa de Jarque	06	13
44123	Hinojosa de Jarque	07	17
44123	Hinojosa de Jarque	08	5
44123	Hinojosa de Jarque	09	3
44123	Hinojosa de Jarque	10 o más	7
44124	Hoz de la Vieja (La)	03	8
44124	Hoz de la Vieja (La)	04	15
44124	Hoz de la Vieja (La)	05	16
44124	Hoz de la Vieja (La)	06	12
44124	Hoz de la Vieja (La)	07	3
44124	Hoz de la Vieja (La)	08	2
44124	Hoz de la Vieja (La)	09	2
44124	Hoz de la Vieja (La)	10 o más	3
44125	Huesa del Común	03	2
44125	Huesa del Común	04	15
44125	Huesa del Común	05	23
44125	Huesa del Común	06	12
44125	Huesa del Común	07	5
44125	Huesa del Común	08	6
44125	Huesa del Común	09	1
44125	Huesa del Común	10 o más	2
44126	Iglesuela del Cid (La)	03	8
44126	Iglesuela del Cid (La)	04	16
44126	Iglesuela del Cid (La)	05	37
44126	Iglesuela del Cid (La)	06	55
44126	Iglesuela del Cid (La)	07	39
44126	Iglesuela del Cid (La)	08	20
44126	Iglesuela del Cid (La)	09	8
44126	Iglesuela del Cid (La)	10 o más	8
44127	Jabaloyas	03	3
44127	Jabaloyas	04	10
44127	Jabaloyas	05	5
44127	Jabaloyas	06	9
44127	Jabaloyas	07	4
44127	Jabaloyas	08	2
44127	Jabaloyas	10 o más	2
44128	Jarque de la Val	04	2
44128	Jarque de la Val	05	10
44128	Jarque de la Val	06	8
44128	Jarque de la Val	07	7
44128	Jarque de la Val	08	5
44128	Jarque de la Val	09	2
44128	Jarque de la Val	10 o más	5
44129	Jatiel	04	2
44129	Jatiel	05	12
44129	Jatiel	06	5
44129	Jatiel	07	4
44129	Jatiel	08	2
44130	Jorcas	02	2
44130	Jorcas	03	1
44130	Jorcas	04	1
44130	Jorcas	05	6
44130	Jorcas	06	3
44130	Jorcas	07	3
44130	Jorcas	08	2
44130	Jorcas	09	1
44130	Jorcas	10 o más	1
44131	Josa	02	1
44131	Josa	03	4
44131	Josa	04	4
44131	Josa	05	7
44131	Josa	06	3
44131	Josa	07	1
44132	Lagueruela	03	4
44132	Lagueruela	04	6
44132	Lagueruela	05	9
44132	Lagueruela	06	6
44132	Lagueruela	07	2
44132	Lagueruela	08	1
44132	Lagueruela	09	1
44132	Lagueruela	10 o más	3
44133	Lanzuela	04	1
44133	Lanzuela	05	4
44133	Lanzuela	06	3
44133	Lanzuela	08	2
44133	Lanzuela	09	2
44133	Lanzuela	10 o más	2
44135	Libros	01	1
44135	Libros	03	2
44135	Libros	04	13
44135	Libros	05	19
44135	Libros	06	20
44135	Libros	07	7
44135	Libros	08	5
44135	Libros	09	6
44135	Libros	10 o más	2
44136	Lidón	04	3
44136	Lidón	05	15
44136	Lidón	06	4
44136	Lidón	07	8
44136	Lidón	08	6
44136	Lidón	10 o más	3
44137	Linares de Mora	02	10
44137	Linares de Mora	03	30
44137	Linares de Mora	04	34
44137	Linares de Mora	05	23
44137	Linares de Mora	06	17
44137	Linares de Mora	07	4
44137	Linares de Mora	09	1
44137	Linares de Mora	10 o más	3
44138	Loscos	03	1
44138	Loscos	04	13
44138	Loscos	05	19
44138	Loscos	06	23
44138	Loscos	07	11
44138	Loscos	08	10
44138	Loscos	09	3
44138	Loscos	10 o más	5
44141	Lledó	03	8
44141	Lledó	04	9
44141	Lledó	05	16
44141	Lledó	06	20
44141	Lledó	07	9
44141	Lledó	08	3
44141	Lledó	10 o más	3
44142	Maicas	03	5
44142	Maicas	04	7
44142	Maicas	05	14
44142	Maicas	06	3
44142	Maicas	07	1
44142	Maicas	08	1
44143	Manzanera	01	1
44143	Manzanera	02	2
44143	Manzanera	03	11
44143	Manzanera	04	55
44143	Manzanera	05	70
44143	Manzanera	06	39
44143	Manzanera	07	11
44143	Manzanera	08	4
44143	Manzanera	09	4
44143	Manzanera	10 o más	6
44144	Martín del Río	02	1
44144	Martín del Río	03	39
44144	Martín del Río	04	54
44144	Martín del Río	05	38
44144	Martín del Río	06	31
44144	Martín del Río	07	12
44144	Martín del Río	08	9
44144	Martín del Río	09	1
44145	Mas de las Matas	02	1
44145	Mas de las Matas	03	15
44145	Mas de las Matas	04	57
44145	Mas de las Matas	05	158
44145	Mas de las Matas	06	158
44145	Mas de las Matas	07	59
44145	Mas de las Matas	08	41
44145	Mas de las Matas	09	7
44145	Mas de las Matas	10 o más	19
44146	Mata de los Olmos (La)	03	1
44146	Mata de los Olmos (La)	04	4
44146	Mata de los Olmos (La)	05	22
44146	Mata de los Olmos (La)	06	35
44146	Mata de los Olmos (La)	07	26
44146	Mata de los Olmos (La)	08	7
44146	Mata de los Olmos (La)	09	1
44147	Mazaleón	03	3
44147	Mazaleón	04	23
44147	Mazaleón	05	58
44147	Mazaleón	06	76
44147	Mazaleón	07	38
44147	Mazaleón	08	12
44147	Mazaleón	09	5
44147	Mazaleón	10 o más	9
44148	Mezquita de Jarque	04	2
44148	Mezquita de Jarque	05	8
44148	Mezquita de Jarque	06	12
44148	Mezquita de Jarque	07	13
44148	Mezquita de Jarque	08	8
44148	Mezquita de Jarque	09	4
44148	Mezquita de Jarque	10 o más	5
44149	Mirambel	03	3
44149	Mirambel	04	4
44149	Mirambel	05	11
44149	Mirambel	06	18
44149	Mirambel	07	4
44149	Mirambel	08	6
44149	Mirambel	09	1
44149	Mirambel	10 o más	6
44150	Miravete de la Sierra	04	6
44150	Miravete de la Sierra	05	5
44150	Miravete de la Sierra	06	7
44150	Miravete de la Sierra	07	2
44150	Miravete de la Sierra	08	1
44150	Miravete de la Sierra	09	1
44151	Molinos	02	1
44151	Molinos	03	5
44151	Molinos	04	27
44151	Molinos	05	43
44151	Molinos	06	29
44151	Molinos	07	10
44151	Molinos	08	4
44151	Molinos	09	5
44151	Molinos	10 o más	2
44152	Monforte de Moyuela	03	4
44152	Monforte de Moyuela	04	6
44152	Monforte de Moyuela	05	13
44152	Monforte de Moyuela	06	4
44152	Monforte de Moyuela	07	6
44152	Monforte de Moyuela	08	2
44153	Monreal del Campo	03	5
44153	Monreal del Campo	04	41
44153	Monreal del Campo	05	262
44153	Monreal del Campo	06	357
44153	Monreal del Campo	07	135
44153	Monreal del Campo	08	42
44153	Monreal del Campo	09	18
44153	Monreal del Campo	10 o más	10
44154	Monroyo	03	1
44154	Monroyo	04	8
44154	Monroyo	05	29
44154	Monroyo	06	48
44154	Monroyo	07	32
44154	Monroyo	08	12
44154	Monroyo	09	6
44154	Monroyo	10 o más	4
44155	Montalbán	02	2
44155	Montalbán	03	19
44155	Montalbán	04	62
44155	Montalbán	05	200
44155	Montalbán	06	175
44155	Montalbán	07	49
44155	Montalbán	08	23
44155	Montalbán	09	11
44155	Montalbán	10 o más	11
44156	Monteagudo del Castillo	02	1
44156	Monteagudo del Castillo	03	2
44156	Monteagudo del Castillo	04	2
44156	Monteagudo del Castillo	05	8
44156	Monteagudo del Castillo	06	6
44156	Monteagudo del Castillo	07	4
44156	Monteagudo del Castillo	08	2
44156	Monteagudo del Castillo	10 o más	1
44157	Monterde de Albarracín	04	6
44157	Monterde de Albarracín	05	20
44157	Monterde de Albarracín	06	8
44157	Monterde de Albarracín	07	3
44157	Monterde de Albarracín	09	1
44157	Monterde de Albarracín	10 o más	1
44158	Mora de Rubielos	02	9
44158	Mora de Rubielos	03	22
44158	Mora de Rubielos	04	83
44158	Mora de Rubielos	05	178
44158	Mora de Rubielos	06	187
44158	Mora de Rubielos	07	40
44158	Mora de Rubielos	08	12
44158	Mora de Rubielos	09	2
44158	Mora de Rubielos	10 o más	3
44159	Moscardón	05	6
44159	Moscardón	06	11
44159	Moscardón	07	7
44159	Moscardón	08	2
44159	Moscardón	10 o más	1
44160	Mosqueruela	02	2
44160	Mosqueruela	03	7
44160	Mosqueruela	04	30
44160	Mosqueruela	05	67
44160	Mosqueruela	06	94
44160	Mosqueruela	07	35
44160	Mosqueruela	08	16
44160	Mosqueruela	09	5
44160	Mosqueruela	10 o más	9
44161	Muniesa	03	3
44161	Muniesa	04	34
44161	Muniesa	05	116
44161	Muniesa	06	90
44161	Muniesa	07	32
44161	Muniesa	08	10
44161	Muniesa	09	8
44161	Muniesa	10 o más	6
44163	Noguera de Albarracín	02	2
44163	Noguera de Albarracín	03	6
44163	Noguera de Albarracín	04	10
44163	Noguera de Albarracín	05	27
44163	Noguera de Albarracín	06	20
44163	Noguera de Albarracín	07	8
44163	Noguera de Albarracín	08	3
44163	Noguera de Albarracín	10 o más	1
44164	Nogueras	02	1
44164	Nogueras	04	2
44164	Nogueras	05	2
44164	Nogueras	07	1
44164	Nogueras	08	2
44165	Nogueruelas	02	2
44165	Nogueruelas	03	12
44165	Nogueruelas	04	13
44165	Nogueruelas	05	22
44165	Nogueruelas	06	19
44165	Nogueruelas	07	9
44165	Nogueruelas	08	9
44165	Nogueruelas	10 o más	3
44167	Obón	02	1
44167	Obón	03	3
44167	Obón	04	4
44167	Obón	05	5
44167	Obón	06	11
44167	Obón	07	7
44167	Obón	08	4
44167	Obón	09	2
44167	Obón	10 o más	2
44168	Odón	03	1
44168	Odón	04	4
44168	Odón	05	16
44168	Odón	06	30
44168	Odón	07	20
44168	Odón	08	13
44168	Odón	09	7
44168	Odón	10 o más	6
44169	Ojos Negros	03	6
44169	Ojos Negros	04	30
44169	Ojos Negros	05	67
44169	Ojos Negros	06	60
44169	Ojos Negros	07	40
44169	Ojos Negros	08	16
44169	Ojos Negros	09	5
44169	Ojos Negros	10 o más	7
44171	Olba	01	1
44171	Olba	02	1
44171	Olba	03	5
44171	Olba	04	13
44171	Olba	05	32
44171	Olba	06	21
44171	Olba	07	6
44171	Olba	08	9
44171	Olba	09	6
44171	Olba	10 o más	2
44172	Oliete	02	10
44172	Oliete	03	22
44172	Oliete	04	59
44172	Oliete	05	41
44172	Oliete	06	41
44172	Oliete	07	18
44172	Oliete	08	16
44172	Oliete	09	8
44172	Oliete	10 o más	3
44173	Olmos (Los)	01	1
44173	Olmos (Los)	03	4
44173	Olmos (Los)	04	6
44173	Olmos (Los)	05	24
44173	Olmos (Los)	06	12
44173	Olmos (Los)	07	5
44173	Olmos (Los)	08	1
44173	Olmos (Los)	09	2
44174	Orihuela del Tremedal	02	2
44174	Orihuela del Tremedal	03	11
44174	Orihuela del Tremedal	04	43
44174	Orihuela del Tremedal	05	96
44174	Orihuela del Tremedal	06	73
44174	Orihuela del Tremedal	07	20
44174	Orihuela del Tremedal	08	7
44174	Orihuela del Tremedal	09	3
44174	Orihuela del Tremedal	10 o más	1
44175	Orrios	04	6
44175	Orrios	05	21
44175	Orrios	06	21
44175	Orrios	07	7
44175	Orrios	08	5
44175	Orrios	09	2
44176	Palomar de Arroyos	04	9
44176	Palomar de Arroyos	05	15
44176	Palomar de Arroyos	06	34
44176	Palomar de Arroyos	07	11
44176	Palomar de Arroyos	08	3
44176	Palomar de Arroyos	09	1
44176	Palomar de Arroyos	10 o más	5
44177	Pancrudo	03	3
44177	Pancrudo	04	10
44177	Pancrudo	05	17
44177	Pancrudo	06	17
44177	Pancrudo	07	8
44177	Pancrudo	08	6
44177	Pancrudo	09	1
44177	Pancrudo	10 o más	2
44178	Parras de Castellote (Las)	03	4
