Municipio código	Municipio nombre	Número habitaciones	Número habitaciones
50283	Villadoz	06	5
50283	Villadoz	07	7
50283	Villadoz	08	3
50283	Villadoz	09	1
50283	Villadoz	10 o más	1
50284	Villafeliche	03	3
50284	Villafeliche	04	17
50284	Villafeliche	05	32
50284	Villafeliche	06	24
50284	Villafeliche	07	7
50284	Villafeliche	08	10
50284	Villafeliche	09	6
50284	Villafeliche	10 o más	6
50285	Villafranca de Ebro	01	1
50285	Villafranca de Ebro	03	4
50285	Villafranca de Ebro	04	25
50285	Villafranca de Ebro	05	58
50285	Villafranca de Ebro	06	81
50285	Villafranca de Ebro	07	36
50285	Villafranca de Ebro	08	23
50285	Villafranca de Ebro	09	10
50285	Villafranca de Ebro	10 o más	9
50286	Villalba de Perejil	02	1
50286	Villalba de Perejil	03	7
50286	Villalba de Perejil	04	11
50286	Villalba de Perejil	05	13
50286	Villalba de Perejil	06	8
50286	Villalba de Perejil	07	4
50286	Villalba de Perejil	09	1
50287	Villalengua	01	2
50287	Villalengua	03	2
50287	Villalengua	04	8
50287	Villalengua	05	38
50287	Villalengua	06	40
50287	Villalengua	07	36
50287	Villalengua	08	13
50287	Villalengua	09	8
50287	Villalengua	10 o más	12
50288	Villanueva de Gállego	02	5
50288	Villanueva de Gállego	03	42
50288	Villanueva de Gállego	04	141
50288	Villanueva de Gállego	05	420
50288	Villanueva de Gállego	06	296
50288	Villanueva de Gállego	07	160
50288	Villanueva de Gállego	08	74
50288	Villanueva de Gállego	09	16
50288	Villanueva de Gállego	10 o más	23
50289	Villanueva de Jiloca	03	1
50289	Villanueva de Jiloca	04	5
50289	Villanueva de Jiloca	05	16
50289	Villanueva de Jiloca	06	11
50289	Villanueva de Jiloca	07	7
50289	Villanueva de Jiloca	09	1
50290	Villanueva de Huerva	03	14
50290	Villanueva de Huerva	04	30
50290	Villanueva de Huerva	05	54
50290	Villanueva de Huerva	06	61
50290	Villanueva de Huerva	07	43
50290	Villanueva de Huerva	08	30
50290	Villanueva de Huerva	09	11
50290	Villanueva de Huerva	10 o más	10
50291	Villar de los Navarros	03	3
50291	Villar de los Navarros	04	9
50291	Villar de los Navarros	05	20
50291	Villar de los Navarros	06	11
50291	Villar de los Navarros	07	18
50291	Villar de los Navarros	08	6
50291	Villar de los Navarros	09	3
50291	Villar de los Navarros	10 o más	1
50292	Villarreal de Huerva	02	1
50292	Villarreal de Huerva	03	7
50292	Villarreal de Huerva	04	6
50292	Villarreal de Huerva	05	9
50292	Villarreal de Huerva	06	21
50292	Villarreal de Huerva	07	8
50292	Villarreal de Huerva	08	8
50292	Villarreal de Huerva	09	3
50292	Villarreal de Huerva	10 o más	10
50293	Villarroya de la Sierra	02	1
50293	Villarroya de la Sierra	03	8
50293	Villarroya de la Sierra	04	75
50293	Villarroya de la Sierra	05	116
50293	Villarroya de la Sierra	06	76
50293	Villarroya de la Sierra	07	20
50293	Villarroya de la Sierra	08	6
50293	Villarroya de la Sierra	10 o más	2
50294	Villarroya del Campo	02	1
50294	Villarroya del Campo	03	1
50294	Villarroya del Campo	04	8
50294	Villarroya del Campo	05	7
50294	Villarroya del Campo	06	6
50294	Villarroya del Campo	07	1
50294	Villarroya del Campo	08	3
50294	Villarroya del Campo	09	2
50294	Villarroya del Campo	10 o más	2
50295	Vistabella	04	3
50295	Vistabella	05	5
50295	Vistabella	06	5
50295	Vistabella	07	4
50295	Vistabella	08	2
50296	Zaida (La)	03	3
50296	Zaida (La)	04	19
50296	Zaida (La)	05	56
50296	Zaida (La)	06	72
50296	Zaida (La)	07	35
50296	Zaida (La)	08	13
50296	Zaida (La)	09	6
50296	Zaida (La)	10 o más	2
50297	Zaragoza	01	355
50297	Zaragoza	02	2483
50297	Zaragoza	03	12457
50297	Zaragoza	04	53474
50297	Zaragoza	05	101714
50297	Zaragoza	06	42782
50297	Zaragoza	07	8093
50297	Zaragoza	08	3018
50297	Zaragoza	09	1098
50297	Zaragoza	10 o más	1000
50298	Zuera	01	1
50298	Zuera	02	4
50298	Zuera	03	57
50298	Zuera	04	265
50298	Zuera	05	903
50298	Zuera	06	482
50298	Zuera	07	175
50298	Zuera	08	88
50298	Zuera	09	27
50298	Zuera	10 o más	36
50901	Biel	01	1
50901	Biel	02	3
50901	Biel	03	14
50901	Biel	04	19
50901	Biel	05	28
50901	Biel	06	16
50901	Biel	07	14
50901	Biel	08	4
50901	Biel	09	5
50901	Biel	10 o más	10
50902	Marracos	03	2
50902	Marracos	04	5
50902	Marracos	05	11
50902	Marracos	06	15
50902	Marracos	07	3
50902	Marracos	08	4
50902	Marracos	09	2
50902	Marracos	10 o más	1
