Nº de habitaciones de la vivienda	Municipio codigo	Provincia codigo	Municipio nombre	Nº habitaciones
5  habitaciones	22229	22	Tolva	13,7670038772
5  habitaciones	22230	22	Torla	30,4419423058
5  habitaciones	22232	22	Torralba de Aragón	3,6300275274
5  habitaciones	22233	22	Torre la Ribera	4,6884483085
5  habitaciones	22234	22	Torrente de Cinca	153,2281886804
5  habitaciones	22235	22	Torres de Alcanadre	4,1288930775
5  habitaciones	22236	22	Torres de Barbués	34,4351630342
5  habitaciones	22239	22	Tramaced	3,201269792
5  habitaciones	22242	22	Valfarta	3,2286819757
5  habitaciones	22243	22	Valle de Bardají	1,5162318462
5  habitaciones	22244	22	Valle de Lierp	7,2045442769
5  habitaciones	22245	22	Velilla de Cinca	44,4515163694
5  habitaciones	22246	22	Beranuy	8,2175627281
5  habitaciones	22247	22	Viacamp y Litera	6,0250481552
5  habitaciones	22248	22	Vicién	5,6481499396
5  habitaciones	22249	22	Villanova	12,0763586634
5  habitaciones	22250	22	Villanúa	51,3499235379
5  habitaciones	22251	22	Villanueva de Sigena	18,6440770551
5  habitaciones	22252	22	Yebra de Basa	18,7102175639
5  habitaciones	22253	22	Yésero	7,3791385575
5  habitaciones	22254	22	Zaidín	237,709953597
5  habitaciones	22901	22	Valle de Hecho	97,4422175856
5  habitaciones	22902	22	Puente la Reina de Jaca	26,9183303338
5  habitaciones	22903	22	San Miguel del Cinca	83,923335333
5  habitaciones	22904	22	Sotonera (La)	109,3785948487
5  habitaciones	22905	22	Lupiñén-Ortilla	23,2319634128
5  habitaciones	22906	22	Santa María de Dulcis	13,0526917303
5  habitaciones	22907	22	Aínsa-Sobrarbe	206,3905023463
5  habitaciones	22908	22	Hoz y Costeán	22,250019054
5  habitaciones	22909	22	Vencillón	74,8260172986
5  habitaciones	44001	44	Ababuj	6,4291169043
5  habitaciones	44002	44	Abejuela	5,6348096017
5  habitaciones	44004	44	Aguaviva	71,0587886784
5  habitaciones	44005	44	Aguilar del Alfambra	7,8902848913
5  habitaciones	44006	44	Alacón	34,8597110674
5  habitaciones	44007	44	Alba	22,456414456
5  habitaciones	44008	44	Albalate del Arzobispo	324,1975102271
5  habitaciones	44009	44	Albarracín	154,1619447231
5  habitaciones	44010	44	Albentosa	30,0513992489
5  habitaciones	44011	44	Alcaine	7,793750309
5  habitaciones	44012	44	Alcalá de la Selva	59,0823920344
5  habitaciones	44013	44	Alcañiz	2462,0125143044
5  habitaciones	44014	44	Alcorisa	390,2509342551
5  habitaciones	44016	44	Alfambra	62,2789547363
5  habitaciones	44017	44	Aliaga	39,0259125763
5  habitaciones	44018	44	Almohaja	14,5
5  habitaciones	44019	44	Alobras	7,9051167287
5  habitaciones	44020	44	Alpeñés	4,1466813008
5  habitaciones	44021	44	Allepuz	17,4745764066
5  habitaciones	44022	44	Alloza	115,7071213771
5  habitaciones	44023	44	Allueva	3,1984063472
5  habitaciones	44025	44	Andorra	1313,5176799288
5  habitaciones	44026	44	Arcos de las Salinas	5,6457765962
5  habitaciones	44027	44	Arens de Lledó	7,6136856795
5  habitaciones	44028	44	Argente	15,3785923148
5  habitaciones	44029	44	Ariño	145,1286444423
5  habitaciones	44031	44	Azaila	15,7703564259
5  habitaciones	44032	44	Bádenas	2,0208194873
5  habitaciones	44033	44	Báguena	32,4792250003
5  habitaciones	44034	44	Bañón	10,1059082619
5  habitaciones	44035	44	Barrachina	18,1918486289
5  habitaciones	44036	44	Bea	2,8164812989
5  habitaciones	44037	44	Beceite	39,2112297026
5  habitaciones	44038	44	Belmonte de San José	22,8455676236
5  habitaciones	44039	44	Bello	30,6625153384
5  habitaciones	44040	44	Berge	28,9903416458
5  habitaciones	44041	44	Bezas	12,944924224
5  habitaciones	44042	44	Blancas	13,0872837499
5  habitaciones	44043	44	Blesa	16,0446204077
5  habitaciones	44044	44	Bordón	10,3721945956
5  habitaciones	44045	44	Bronchales	32,8956914007
5  habitaciones	44046	44	Bueña	12,190902938
5  habitaciones	44047	44	Burbáguena	13,5865299613
5  habitaciones	44048	44	Cabra de Mora	5,211508495
5  habitaciones	44049	44	Calaceite	118,0028419924
5  habitaciones	44050	44	Calamocha	646,2313526778
5  habitaciones	44051	44	Calanda	607,8579113524
5  habitaciones	44052	44	Calomarde	10,1584359892
5  habitaciones	44053	44	Camañas	14,896266821
5  habitaciones	44054	44	Camarena de la Sierra	12,3111653015
5  habitaciones	44055	44	Camarillas	5,7083984382
5  habitaciones	44056	44	Caminreal	44,7360291234
5  habitaciones	44059	44	Cantavieja	84,5511103316
5  habitaciones	44060	44	Cañada de Benatanduz	4,1480471993
5  habitaciones	44061	44	Cañada de Verich (La)	14,620230684
5  habitaciones	44062	44	Cañada Vellida	1,6388756636
5  habitaciones	44063	44	Cañizar del Olivar	11,0017750736
5  habitaciones	44064	44	Cascante del Río	10,6395826354
5  habitaciones	44065	44	Castejón de Tornos	2,4553380248
5  habitaciones	44066	44	Castel de Cabra	10,9631992098
5  habitaciones	44067	44	Castelnou	7,7032272882
5  habitaciones	44068	44	Castelserás	88,3474532162
5  habitaciones	44070	44	Castellar (El)	10,9234382515
5  habitaciones	44071	44	Castellote	64,6803132257
5  habitaciones	44074	44	Cedrillas	55,26576312
5  habitaciones	44075	44	Celadas	20,803935162
5  habitaciones	44076	44	Cella	231,7039411286
5  habitaciones	44077	44	Cerollera (La)	15,086425601
5  habitaciones	44080	44	Codoñera (La)	60,0096261983
5  habitaciones	44082	44	Corbalán	12,6883210861
5  habitaciones	44084	44	Cortes de Aragón	7,6392289941
5  habitaciones	44085	44	Cosa	13,6826519822
5  habitaciones	44086	44	Cretas	58,2784175527
5  habitaciones	44087	44	Crivillén	2,1748293371
5  habitaciones	44088	44	Cuba (La)	2,0417093839
5  habitaciones	44089	44	Cubla	8,3495974173
5  habitaciones	44090	44	Cucalón	6,0700470918
5  habitaciones	44092	44	Cuervo (El)	10,8833087057
5  habitaciones	44093	44	Cuevas de Almudén	7,8535576945
5  habitaciones	44094	44	Cuevas Labradas	16,1665879756
5  habitaciones	44096	44	Ejulve	6,5467286104
5  habitaciones	44097	44	Escorihuela	16,1012733831
5  habitaciones	44099	44	Escucha	141,6057256312
5  habitaciones	44100	44	Estercuel	33,6009550849
5  habitaciones	44101	44	Ferreruela de Huerva	4,0848842369
5  habitaciones	44102	44	Fonfría	1,6529577221
5  habitaciones	44103	44	Formiche Alto	11,5878880479
5  habitaciones	44105	44	Fórnoles	14,3598540707
5  habitaciones	44106	44	Fortanete	13,7243111364
5  habitaciones	44107	44	Foz-Calanda	26,6690801898
5  habitaciones	44108	44	Fresneda (La)	38,6645819506
5  habitaciones	44109	44	Frías de Albarracín	11,6973095517
5  habitaciones	44110	44	Fuenferrada	7,1069613869
5  habitaciones	44111	44	Fuentes Calientes	12,9978489642
5  habitaciones	44112	44	Fuentes Claras	73,0812771599
5  habitaciones	44113	44	Fuentes de Rubielos	11,8906748564
5  habitaciones	44114	44	Fuentespalda	30,865605349
5  habitaciones	44115	44	Galve	14,8979975732
5  habitaciones	44116	44	Gargallo	22,2216616401
5  habitaciones	44117	44	Gea de Albarracín	55,6396008467
5  habitaciones	44118	44	Ginebrosa (La)	23,553043049
5  habitaciones	44119	44	Griegos	19,2856210235
5  habitaciones	44120	44	Guadalaviar	9,4884718791
5  habitaciones	44121	44	Gúdar	9,3928865648
5  habitaciones	44122	44	Híjar	210,1265491005
5  habitaciones	44123	44	Hinojosa de Jarque	3,2719504929
5  habitaciones	44124	44	Hoz de la Vieja (La)	6,0188925201
5  habitaciones	44125	44	Huesa del Común	19,4333913027
5  habitaciones	44126	44	Iglesuela del Cid (La)	44,4051750715
5  habitaciones	44128	44	Jarque de la Val	12,1157774159
5  habitaciones	44129	44	Jatiel	10,5027773075
5  habitaciones	44130	44	Jorcas	3,2932275331
5  habitaciones	44131	44	Josa	2,9557952252
5  habitaciones	44132	44	Lagueruela	13,8520865035
5  habitaciones	44133	44	Lanzuela	1,2359562381
5  habitaciones	44135	44	Libros	25,2914354679
5  habitaciones	44137	44	Linares de Mora	25,2992599871
5  habitaciones	44138	44	Loscos	12,8778546607
5  habitaciones	44141	44	Lledó	11,3801470744
5  habitaciones	44142	44	Maicas	6,8209501183
5  habitaciones	44143	44	Manzanera	49,9627604237
5  habitaciones	44144	44	Martín del Río	28,8071779611
5  habitaciones	44145	44	Mas de las Matas	146,1420096444
5  habitaciones	44146	44	Mata de los Olmos (La)	24,1612481988
5  habitaciones	44147	44	Mazaleón	60,9308863874
5  habitaciones	44148	44	Mezquita de Jarque	5,8763885289
5  habitaciones	44149	44	Mirambel	14,8947903326
5  habitaciones	44150	44	Miravete de la Sierra	1,8552465814
5  habitaciones	44151	44	Molinos	46,0056951029
5  habitaciones	44152	44	Monforte de Moyuela	10,9659821456
5  habitaciones	44153	44	Monreal del Campo	276,9846938973
5  habitaciones	44154	44	Monroyo	30,4470600986
5  habitaciones	44155	44	Montalbán	154,82044322
5  habitaciones	44156	44	Monteagudo del Castillo	16,1433259346
5  habitaciones	44157	44	Monterde de Albarracín	10,1626293923
5  habitaciones	44158	44	Mora de Rubielos	204,7503121643
5  habitaciones	44159	44	Moscardón	7,7009676748
5  habitaciones	44160	44	Mosqueruela	38,2002580772
5  habitaciones	44161	44	Muniesa	84,4108572658
5  habitaciones	44163	44	Noguera de Albarracín	20,0842493673
5  habitaciones	44164	44	Nogueras	1,8636815292
5  habitaciones	44165	44	Nogueruelas	16,9494867979
5  habitaciones	44167	44	Obón	2,265476513
5  habitaciones	44168	44	Odón	12,4180544485
5  habitaciones	44169	44	Ojos Negros	50,4128166251
5  habitaciones	44171	44	Olba	26,054403069
5  habitaciones	44172	44	Oliete	41,7220313567
5  habitaciones	44173	44	Olmos (Los)	20,7524528182
5  habitaciones	44174	44	Orihuela del Tremedal	50,5146163444
5  habitaciones	44175	44	Orrios	15,3706803333
5  habitaciones	44176	44	Palomar de Arroyos	11,0444531431
5  habitaciones	44177	44	Pancrudo	16,7306615465
5  habitaciones	44178	44	Parras de Castellote (Las)	6,6101161638
5  habitaciones	44179	44	Peñarroya de Tastavins	47,5102389461
5  habitaciones	44180	44	Peracense	5,8068318138
5  habitaciones	44181	44	Peralejos	11,9224753209
5  habitaciones	44182	44	Perales del Alfambra	19,5216799953
5  habitaciones	44183	44	Pitarque	9,7746375208
5  habitaciones	44184	44	Plou	4,0867505492
5  habitaciones	44185	44	Pobo (El)	19,5356691024
5  habitaciones	44187	44	Portellada (La)	22,0338205335
5  habitaciones	44189	44	Pozondón	4,5777959824
5  habitaciones	44190	44	Pozuel del Campo	6,2264380037
5  habitaciones	44191	44	Puebla de Híjar (La)	115,1982977223
5  habitaciones	44192	44	Puebla de Valverde (La)	70,147875479
5  habitaciones	44193	44	Puertomingalvo	15,4457774797
5  habitaciones	44194	44	Ráfales	18,4945285776
5  habitaciones	44195	44	Rillo	16,288476395
5  habitaciones	44196	44	Riodeva	18,9980004831
5  habitaciones	44197	44	Ródenas	2,1508923717
5  habitaciones	44198	44	Royuela	35,0642193311
5  habitaciones	44199	44	Rubiales	6,7030716103
5  habitaciones	44200	44	Rubielos de la Cérida	5,7497677362
5  habitaciones	44201	44	Rubielos de Mora	72,3159765944
5  habitaciones	44203	44	Salcedillo	3,0740841962
5  habitaciones	44204	44	Saldón	3,8082016858
5  habitaciones	44205	44	Samper de Calanda	91,3333776742
5  habitaciones	44206	44	San Agustín	11,9775748662
5  habitaciones	44207	44	San Martín del Río	26,1333950868
5  habitaciones	44208	44	Santa Cruz de Nogueras	8,4714276848
5  habitaciones	44209	44	Santa Eulalia	92,9245187284
5  habitaciones	44210	44	Sarrión	107,3185594053
5  habitaciones	44212	44	Seno	8,1054773382
5  habitaciones	44213	44	Singra	4,4705348552
5  habitaciones	44215	44	Terriente	12,2778122071
5  habitaciones	44216	44	Teruel	4429,9060237315
5  habitaciones	44217	44	Toril y Masegoso	1,695169152
5  habitaciones	44218	44	Tormón	6,3087657824
5  habitaciones	44219	44	Tornos	6,4677047372
5  habitaciones	44220	44	Torralba de los Sisones	11,3153829269
5  habitaciones	44221	44	Torrecilla de Alcañiz	26,1272543076
5  habitaciones	44222	44	Torrecilla del Rebollar	20,1235677687
5  habitaciones	44223	44	Torre de Arcas	5,614647739
5  habitaciones	44225	44	Torre del Compte	13,1001752622
5  habitaciones	44226	44	Torrelacárcel	14,6884329531
5  habitaciones	44227	44	Torre los Negros	3,5223332026
5  habitaciones	44228	44	Torremocha de Jiloca	13,595178215
5  habitaciones	44229	44	Torres de Albarracín	20,7626539776
5  habitaciones	44230	44	Torrevelilla	15,5201475623
5  habitaciones	44231	44	Torrijas	13,62742814
5  habitaciones	44232	44	Torrijo del Campo	45,502425581
5  habitaciones	44234	44	Tramacastiel	10,0643011018
5  habitaciones	44235	44	Tramacastilla	8,4777322567
5  habitaciones	44236	44	Tronchón	7,036163525
5  habitaciones	44237	44	Urrea de Gaén	38,4260382807
5  habitaciones	44238	44	Utrillas	496,4359966709
5  habitaciones	44239	44	Valacloche	3,5883309441
5  habitaciones	44240	44	Valbona	16,3687747528
5  habitaciones	44241	44	Valdealgorfa	63,6926596355
5  habitaciones	44243	44	Valdecuenca	5,0124247116
5  habitaciones	44244	44	Valdelinares	16,4723218069
5  habitaciones	44245	44	Valdeltormo	23,5541990212
5  habitaciones	44246	44	Valderrobres	324,7936232088
5  habitaciones	44247	44	Valjunquera	33,1235176973
5  habitaciones	44249	44	Vallecillo (El)	7,7895031868
5  habitaciones	44251	44	Villafranca del Campo	29,0042614716
5  habitaciones	44252	44	Villahermosa del Campo	7,5656173127
5  habitaciones	44256	44	Villanueva del Rebollar de la Sierra	1,2406656279
5  habitaciones	44257	44	Villar del Cobo	27,8010950142
5  habitaciones	44258	44	Villar del Salz	13,2867116604
5  habitaciones	44260	44	Villarluengo	23,3873920642
5  habitaciones	44261	44	Villarquemado	55,6563362434
5  habitaciones	44262	44	Villarroya de los Pinares	20,6019128165
5  habitaciones	44263	44	Villastar	60,5914329692
5  habitaciones	44264	44	Villel	39,0444291462
5  habitaciones	44265	44	Vinaceite	28,4819148217
5  habitaciones	44266	44	Visiedo	8,0499526946
5  habitaciones	44267	44	Vivel del Río Martín	8,6338941771
5  habitaciones	44268	44	Zoma (La)	1,0911088513
5  habitaciones	50001	50	Abanto	11,231435678
5  habitaciones	50002	50	Acered	25,4423326079
5  habitaciones	50003	50	Agón	14,1684290496
5  habitaciones	50004	50	Aguarón	88,0244629383
5  habitaciones	50005	50	Aguilón	50,7230856864
5  habitaciones	50006	50	Ainzón	159,9357925061
5  habitaciones	50007	50	Aladrén	9,1323296118
5  habitaciones	50008	50	Alagón	1184,6136653903
5  habitaciones	50009	50	Alarba	6,8308434189
5  habitaciones	50010	50	Alberite de San Juan	9,4740655785
5  habitaciones	50011	50	Albeta	19,1099067431
5  habitaciones	50012	50	Alborge	10,2460718884
5  habitaciones	50013	50	Alcalá de Ebro	33,8155637294
5  habitaciones	50014	50	Alcalá de Moncayo	28,7541128152
5  habitaciones	50015	50	Alconchel de Ariza	13,0751343446
5  habitaciones	50017	50	Alfajarín	254,6999609984
5  habitaciones	50018	50	Alfamén	183,8445027472
5  habitaciones	50019	50	Alforque	10,6856622644
5  habitaciones	50020	50	Alhama de Aragón	274,1337723033
5  habitaciones	50021	50	Almochuel	1,9341010955
5  habitaciones	50022	50	Almolda (La)	44,5588154809
5  habitaciones	50023	50	Almonacid de la Cuba	32,1791801657
5  habitaciones	50024	50	Almonacid de la Sierra	82,1568506508
5  habitaciones	50025	50	Almunia de Doña Godina (La)	869,7959407914
5  habitaciones	50026	50	Alpartir	50,0329316446
5  habitaciones	50027	50	Ambel	38,279120767
5  habitaciones	50028	50	Anento	11,904735087
5  habitaciones	50029	50	Aniñón	92,6701249843
5  habitaciones	50030	50	Añón de Moncayo	14,6960614759
5  habitaciones	50031	50	Aranda de Moncayo	30,4183111083
5  habitaciones	50032	50	Arándiga	38,7868872823
5  habitaciones	50033	50	Ardisa	7,5880103785
5  habitaciones	50034	50	Ariza	113,3054860995
5  habitaciones	50035	50	Artieda	6,4607589007
5  habitaciones	50036	50	Asín	13,4353523312
5  habitaciones	50037	50	Atea	18,7915838025
5  habitaciones	50038	50	Ateca	278,0782279244
5  habitaciones	50039	50	Azuara	51,1367284957
5  habitaciones	50040	50	Badules	2,1155376726
5  habitaciones	50041	50	Bagüés	3,5312731411
5  habitaciones	50042	50	Balconchán	5
5  habitaciones	50043	50	Bárboles	33,7037965059
5  habitaciones	50044	50	Bardallur	39,5047363797
5  habitaciones	50045	50	Belchite	199,3782549845
5  habitaciones	50046	50	Belmonte de Gracián	19,7446863561
5  habitaciones	50047	50	Berdejo	7,741645858
5  habitaciones	50048	50	Berrueco	4,1183863966
5  habitaciones	50050	50	Bijuesca	17,6369196983
5  habitaciones	50051	50	Biota	103,1733993489
5  habitaciones	50052	50	Bisimbre	15,1964212419
5  habitaciones	50053	50	Boquiñeni	93,1151545781
5  habitaciones	50054	50	Bordalba	7,9018585758
5  habitaciones	50055	50	Borja	773,9671525631
5  habitaciones	50056	50	Botorrita	84,4770188576
5  habitaciones	50057	50	Brea de Aragón	232,688366355
5  habitaciones	50058	50	Bubierca	7,1589450067
5  habitaciones	50059	50	Bujaraloz	124,5011941884
5  habitaciones	50060	50	Bulbuente	13,7613891774
5  habitaciones	50061	50	Bureta	9,2354209491
5  habitaciones	50062	50	Burgo de Ebro (El)	318,3719542958
5  habitaciones	50063	50	Buste (El)	2,2140423501
5  habitaciones	50064	50	Cabañas de Ebro	71,570731681
5  habitaciones	50065	50	Cabolafuente	2,8925611367
5  habitaciones	50066	50	Cadrete	397,5914250248
5  habitaciones	50067	50	Calatayud	3507,2072089899
5  habitaciones	50068	50	Calatorao	282,3163295914
5  habitaciones	50069	50	Calcena	12,05344465
5  habitaciones	50070	50	Calmarza	12,4022130865
5  habitaciones	50071	50	Campillo de Aragón	12,7398011162
5  habitaciones	50072	50	Carenas	29,6710891941
5  habitaciones	50073	50	Cariñena	543,2979253209
5  habitaciones	50074	50	Caspe	1348,8288547391
5  habitaciones	50075	50	Castejón de Alarba	9,4165986339
5  habitaciones	50076	50	Castejón de las Armas	28,5232844218
5  habitaciones	50077	50	Castejón de Valdejasa	41,8665792835
5  habitaciones	50078	50	Castiliscar	29,4028644111
5  habitaciones	50079	50	Cervera de la Cañada	32,4811723562
5  habitaciones	50080	50	Cerveruela	5,4962833428
5  habitaciones	50081	50	Cetina	81,020188198
5  habitaciones	50082	50	Cimballa	6,6779023105
5  habitaciones	50083	50	Cinco Olivas	7,8734227723
5  habitaciones	50084	50	Clarés de Ribota	11,6446871886
5  habitaciones	50085	50	Codo	19,8511525933
5  habitaciones	50086	50	Codos	25,9572534472
5  habitaciones	50088	50	Cosuenda	58,4433970449
5  habitaciones	50089	50	Cuarte de Huerva	1234,420696165
5  habitaciones	50090	50	Cubel	15,1480236623
5  habitaciones	50091	50	Cuerlas (Las)	5,4711740622
5  habitaciones	50092	50	Chiprana	41,7706794182
5  habitaciones	50093	50	Chodes	9,8213493027
5  habitaciones	50094	50	Daroca	418,2649769469
5  habitaciones	50095	50	Ejea de los Caballeros	2257,1605251031
5  habitaciones	50096	50	Embid de Ariza	4,0600734901
5  habitaciones	50098	50	Encinacorba	22,9289557
5  habitaciones	50099	50	Épila	514,2365960206
5  habitaciones	50100	50	Erla	31,7543024376
5  habitaciones	50101	50	Escatrón	185,0336081633
5  habitaciones	50102	50	Fabara	112,4507027023
5  habitaciones	50104	50	Farlete	26,5399668846
5  habitaciones	50105	50	Fayón	62,8890460518
5  habitaciones	50106	50	Fayos (Los)	15,7731224627
5  habitaciones	50107	50	Figueruelas	170,5271924894
5  habitaciones	50108	50	Fombuena	10,5446990834
5  habitaciones	50109	50	Frago (El)	14,0836944318
5  habitaciones	50110	50	Frasno (El)	62,1875413902
5  habitaciones	50111	50	Fréscano	22,3772674377
5  habitaciones	50113	50	Fuendejalón	92,7313820289
5  habitaciones	50114	50	Fuendetodos	9,8065959663
5  habitaciones	50115	50	Fuentes de Ebro	685,2141648826
5  habitaciones	50116	50	Fuentes de Jiloca	29,8942907202
5  habitaciones	50117	50	Gallocanta	4,7540601601
5  habitaciones	50118	50	Gallur	451,9490932965
5  habitaciones	50119	50	Gelsa	173,9727003295
5  habitaciones	50120	50	Godojos	1,301763406
5  habitaciones	50121	50	Gotor	41,2453001755
5  habitaciones	50122	50	Grisel	15,6592191297
5  habitaciones	50123	50	Grisén	74,5186116387
5  habitaciones	50124	50	Herrera de los Navarros	72,3964970104
5  habitaciones	50125	50	Ibdes	32,6394696424
5  habitaciones	50126	50	Illueca	493,1386923487
5  habitaciones	50128	50	Isuerre	2,7788904844
5  habitaciones	50129	50	Jaraba	41,7737405363
5  habitaciones	50130	50	Jarque	74,968516983
5  habitaciones	50131	50	Jaulín	20,021743566
5  habitaciones	50132	50	Joyosa (La)	90,1036804672
5  habitaciones	50133	50	Lagata	16,1018119543
5  habitaciones	50134	50	Langa del Castillo	17,8403603334
5  habitaciones	50135	50	Layana	4,1316330847
5  habitaciones	50136	50	Lécera	54,7486369912
5  habitaciones	50137	50	Leciñena	149,3586942529
5  habitaciones	50138	50	Lechón	9,9293319296
5  habitaciones	50139	50	Letux	22,6937466386
5  habitaciones	50140	50	Litago	11,7623236662
5  habitaciones	50141	50	Lituénigo	8,0146168687
5  habitaciones	50142	50	Lobera de Onsella	7,8830551821
5  habitaciones	50143	50	Longares	139,2866921789
5  habitaciones	50144	50	Longás	3,5817238845
5  habitaciones	50146	50	Lucena de Jalón	43,2832594647
5  habitaciones	50147	50	Luceni	151,2028682478
5  habitaciones	50148	50	Luesia	47,8862830399
5  habitaciones	50149	50	Luesma	7,4431113841
5  habitaciones	50150	50	Lumpiaque	110,6536061914
5  habitaciones	50151	50	Luna	92,7117375822
5  habitaciones	50152	50	Maella	224,2646532953
5  habitaciones	50153	50	Magallón	213,701824934
5  habitaciones	50154	50	Mainar	11,440003724
5  habitaciones	50155	50	Malanquilla	13,5389083912
5  habitaciones	50156	50	Maleján	18,881039957
5  habitaciones	50157	50	Malón	48,6014269755
5  habitaciones	50159	50	Maluenda	125,964488608
5  habitaciones	50160	50	Mallén	348,5780554568
5  habitaciones	50161	50	Manchones	23,2759442166
5  habitaciones	50162	50	Mara	12,5306482609
5  habitaciones	50163	50	María de Huerva	438,0042571623
5  habitaciones	50164	50	Mediana de Aragón	26,561449583
5  habitaciones	50165	50	Mequinenza	286,9434941092
5  habitaciones	50166	50	Mesones de Isuela	22,0281162209
5  habitaciones	50167	50	Mezalocha	21,6306402105
5  habitaciones	50168	50	Mianos	1,3601357529
5  habitaciones	50169	50	Miedes de Aragón	44,2637323518
5  habitaciones	50170	50	Monegrillo	54,5775587053
5  habitaciones	50171	50	Moneva	13,0630792142
5  habitaciones	50172	50	Monreal de Ariza	14,4056878015
5  habitaciones	50173	50	Monterde	15,9508665533
5  habitaciones	50174	50	Montón	10,0917165573
5  habitaciones	50175	50	Morata de Jalón	216,869963673
5  habitaciones	50176	50	Morata de Jiloca	29,934590272
5  habitaciones	50177	50	Morés	16,8591542227
5  habitaciones	50178	50	Moros	45,5425652845
5  habitaciones	50179	50	Moyuela	40,8493553734
5  habitaciones	50180	50	Mozota	11,1221100868
5  habitaciones	50181	50	Muel	187,3177065336
5  habitaciones	50182	50	Muela (La)	576,0355478012
5  habitaciones	50183	50	Munébrega	47,2726391533
5  habitaciones	50184	50	Murero	21,7883847115
5  habitaciones	50185	50	Murillo de Gállego	23,6000225977
5  habitaciones	50186	50	Navardún	4,4394064543
5  habitaciones	50187	50	Nigüella	9,4606973311
5  habitaciones	50188	50	Nombrevilla	12,9726181551
5  habitaciones	50189	50	Nonaspe	111,7836823993
5  habitaciones	50190	50	Novallas	117,7813743417
5  habitaciones	50191	50	Novillas	55,5510327157
5  habitaciones	50192	50	Nuévalos	62,2442916121
5  habitaciones	50193	50	Nuez de Ebro	119,9357790648
5  habitaciones	50194	50	Olvés	13,9790664591
5  habitaciones	50195	50	Orcajo	7,2104802076
5  habitaciones	50196	50	Orera	4,9410107014
5  habitaciones	50197	50	Orés	10,4568018583
5  habitaciones	50198	50	Oseja	2,5829138171
5  habitaciones	50199	50	Osera de Ebro	45,7354723216
5  habitaciones	50200	50	Paniza	76,8662611992
5  habitaciones	50201	50	Paracuellos de Jiloca	37,2949721273
5  habitaciones	50202	50	Paracuellos de la Ribera	26,5618581247
5  habitaciones	50203	50	Pastriz	143,4871299218
5  habitaciones	50204	50	Pedrola	599,7677742166
5  habitaciones	50205	50	Pedrosas (Las)	11,9219843
5  habitaciones	50206	50	Perdiguera	90,4471141088
5  habitaciones	50207	50	Piedratajada	7,5773900147
5  habitaciones	50208	50	Pina de Ebro	384,3423708694
5  habitaciones	50209	50	Pinseque	610,5241464899
5  habitaciones	50210	50	Pintanos (Los)	5,6142199955
5  habitaciones	50211	50	Plasencia de Jalón	38,0215429581
5  habitaciones	50212	50	Pleitas	1,4332475472
5  habitaciones	50213	50	Plenas	13,6795714007
5  habitaciones	50215	50	Pozuel de Ariza	4,4104392308
5  habitaciones	50216	50	Pozuelo de Aragón	20,8368208485
5  habitaciones	50217	50	Pradilla de Ebro	84,922123252
5  habitaciones	50218	50	Puebla de Albortón	10,7918674246
5  habitaciones	50219	50	Puebla de Alfindén (La)	682,8339734525
5  habitaciones	50220	50	Puendeluna	6,7899443351
5  habitaciones	50222	50	Quinto	326,5643485522
5  habitaciones	50223	50	Remolinos	135,4239552424
5  habitaciones	50224	50	Retascón	7,3399110945
5  habitaciones	50225	50	Ricla	363,4527123193
5  habitaciones	50227	50	Romanos	11,2822088511
5  habitaciones	50228	50	Rueda de Jalón	42,0035125855
5  habitaciones	50229	50	Ruesca	3,946309943
5  habitaciones	50230	50	Sádaba	212,1901949459
5  habitaciones	50231	50	Salillas de Jalón	31,5996244535
5  habitaciones	50232	50	Salvatierra de Esca	39,7674356381
5  habitaciones	50233	50	Samper del Salz	5,3229467503
5  habitaciones	50234	50	San Martín de la Virgen de Moncayo	29,9682979549
5  habitaciones	50235	50	San Mateo de Gállego	444,9388627356
5  habitaciones	50236	50	Santa Cruz de Grío	13,0254866095
5  habitaciones	50237	50	Santa Cruz de Moncayo	16,936710579
5  habitaciones	50238	50	Santa Eulalia de Gállego	12,2911639469
5  habitaciones	50239	50	Santed	8,3429166704
5  habitaciones	50240	50	Sástago	158,0144840739
5  habitaciones	50241	50	Saviñán	71,9982274329
5  habitaciones	50242	50	Sediles	3,2858525742
5  habitaciones	50243	50	Sestrica	33,219550411
5  habitaciones	50244	50	Sierra de Luna	21,4055551972
5  habitaciones	50245	50	Sigüés	11,5987132374
5  habitaciones	50247	50	Sobradiel	101,0912456323
5  habitaciones	50248	50	Sos del Rey Católico	77,9593755934
5  habitaciones	50249	50	Tabuenca	16,7856731893
5  habitaciones	50250	50	Talamantes	11,0940826239
5  habitaciones	50251	50	Tarazona	1941,2037938745
5  habitaciones	50252	50	Tauste	1164,8071249604
5  habitaciones	50253	50	Terrer	48,1068736139
5  habitaciones	50254	50	Tierga	25,1329580033
5  habitaciones	50255	50	Tobed	27,3667600456
5  habitaciones	50256	50	Torralba de los Frailes	11,7427663943
5  habitaciones	50257	50	Torralba de Ribota	14,2224132723
5  habitaciones	50258	50	Torralbilla	9,019812084
5  habitaciones	50260	50	Torrelapaja	3,7527969647
5  habitaciones	50261	50	Torrellas	35,1679038261
5  habitaciones	50262	50	Torres de Berrellén	212,4929127519
5  habitaciones	50263	50	Torrijo de la Cañada	22,4710285154
5  habitaciones	50264	50	Tosos	29,2192838163
5  habitaciones	50265	50	Trasmoz	10,4551685388
5  habitaciones	50266	50	Trasobares	15,2162152925
