Municipio código	Municipio nombre	Superficie agrícola utilizada código	Superficie agrícola utilizada	Explotaciones
44227	Torre los Negros	15	i) >=100 Ha de SAU	3
44227	Torre los Negros	16	i) >=100 Ha de SAU	1
44227	Torre los Negros	19	i) >=100 Ha de SAU	2
44228	Torremocha de Jiloca	05	b) <2 Ha de SAU	1
44228	Torremocha de Jiloca	09	d) >=5 a < 10 Ha de SAU	3
44228	Torremocha de Jiloca	10	e) >=10 a <20 Ha de SAU	6
44228	Torremocha de Jiloca	11	f) >=20 a < 30 Ha de SAU	5
44228	Torremocha de Jiloca	12	g) >=30 a < 50 Ha de SAU	2
44228	Torremocha de Jiloca	14	h) >=50 a < 100 Ha de SAU	4
44228	Torremocha de Jiloca	15	i) >=100 Ha de SAU	5
44228	Torremocha de Jiloca	17	i) >=100 Ha de SAU	1
44229	Torres de Albarracín	02	b) <2 Ha de SAU	1
44229	Torres de Albarracín	09	d) >=5 a < 10 Ha de SAU	2
44229	Torres de Albarracín	10	e) >=10 a <20 Ha de SAU	3
44229	Torres de Albarracín	11	f) >=20 a < 30 Ha de SAU	1
44229	Torres de Albarracín	12	g) >=30 a < 50 Ha de SAU	1
44229	Torres de Albarracín	15	i) >=100 Ha de SAU	1
44230	Torrevelilla	01	a) Sin SAU	4
44230	Torrevelilla	03	b) <2 Ha de SAU	1
44230	Torrevelilla	05	b) <2 Ha de SAU	7
44230	Torrevelilla	06	c) >=2 a <5 Ha de SAU	6
44230	Torrevelilla	07	c) >=2 a <5 Ha de SAU	4
44230	Torrevelilla	08	c) >=2 a <5 Ha de SAU	1
44230	Torrevelilla	09	d) >=5 a < 10 Ha de SAU	8
44230	Torrevelilla	10	e) >=10 a <20 Ha de SAU	2
44230	Torrevelilla	11	f) >=20 a < 30 Ha de SAU	1
44230	Torrevelilla	12	g) >=30 a < 50 Ha de SAU	5
44230	Torrevelilla	13	h) >=50 a < 100 Ha de SAU	2
44230	Torrevelilla	15	i) >=100 Ha de SAU	2
44230	Torrevelilla	16	i) >=100 Ha de SAU	1
44230	Torrevelilla	17	i) >=100 Ha de SAU	1
44231	Torrijas	10	e) >=10 a <20 Ha de SAU	1
44231	Torrijas	11	f) >=20 a < 30 Ha de SAU	1
44231	Torrijas	15	i) >=100 Ha de SAU	2
44231	Torrijas	20	i) >=100 Ha de SAU	1
44232	Torrijo del Campo	01	a) Sin SAU	8
44232	Torrijo del Campo	05	b) <2 Ha de SAU	1
44232	Torrijo del Campo	06	c) >=2 a <5 Ha de SAU	1
44232	Torrijo del Campo	07	c) >=2 a <5 Ha de SAU	1
44232	Torrijo del Campo	09	d) >=5 a < 10 Ha de SAU	8
44232	Torrijo del Campo	10	e) >=10 a <20 Ha de SAU	15
44232	Torrijo del Campo	11	f) >=20 a < 30 Ha de SAU	8
44232	Torrijo del Campo	12	g) >=30 a < 50 Ha de SAU	19
44232	Torrijo del Campo	13	h) >=50 a < 100 Ha de SAU	4
44232	Torrijo del Campo	14	h) >=50 a < 100 Ha de SAU	10
44232	Torrijo del Campo	17	i) >=100 Ha de SAU	2
44232	Torrijo del Campo	18	i) >=100 Ha de SAU	1
44232	Torrijo del Campo	19	i) >=100 Ha de SAU	1
44234	Tramacastiel	03	b) <2 Ha de SAU	2
44234	Tramacastiel	05	b) <2 Ha de SAU	4
44234	Tramacastiel	06	c) >=2 a <5 Ha de SAU	2
44234	Tramacastiel	07	c) >=2 a <5 Ha de SAU	2
44234	Tramacastiel	09	d) >=5 a < 10 Ha de SAU	5
44234	Tramacastiel	10	e) >=10 a <20 Ha de SAU	4
44234	Tramacastiel	18	i) >=100 Ha de SAU	1
44235	Tramacastilla	05	b) <2 Ha de SAU	1
44235	Tramacastilla	06	c) >=2 a <5 Ha de SAU	1
44235	Tramacastilla	08	c) >=2 a <5 Ha de SAU	1
44235	Tramacastilla	10	e) >=10 a <20 Ha de SAU	1
44235	Tramacastilla	12	g) >=30 a < 50 Ha de SAU	1
44235	Tramacastilla	13	h) >=50 a < 100 Ha de SAU	1
44235	Tramacastilla	15	i) >=100 Ha de SAU	1
44236	Tronchón	01	a) Sin SAU	1
44236	Tronchón	05	b) <2 Ha de SAU	1
44236	Tronchón	06	c) >=2 a <5 Ha de SAU	1
44236	Tronchón	09	d) >=5 a < 10 Ha de SAU	2
44236	Tronchón	12	g) >=30 a < 50 Ha de SAU	2
44236	Tronchón	13	h) >=50 a < 100 Ha de SAU	1
44236	Tronchón	14	h) >=50 a < 100 Ha de SAU	4
44236	Tronchón	15	i) >=100 Ha de SAU	3
44236	Tronchón	16	i) >=100 Ha de SAU	1
44236	Tronchón	17	i) >=100 Ha de SAU	2
44236	Tronchón	18	i) >=100 Ha de SAU	4
44237	Urrea de Gaén	01	a) Sin SAU	24
44237	Urrea de Gaén	03	b) <2 Ha de SAU	1
44237	Urrea de Gaén	05	b) <2 Ha de SAU	16
44237	Urrea de Gaén	06	c) >=2 a <5 Ha de SAU	4
44237	Urrea de Gaén	07	c) >=2 a <5 Ha de SAU	3
44237	Urrea de Gaén	08	c) >=2 a <5 Ha de SAU	2
44237	Urrea de Gaén	09	d) >=5 a < 10 Ha de SAU	5
44237	Urrea de Gaén	10	e) >=10 a <20 Ha de SAU	2
44237	Urrea de Gaén	11	f) >=20 a < 30 Ha de SAU	5
44237	Urrea de Gaén	12	g) >=30 a < 50 Ha de SAU	6
44237	Urrea de Gaén	13	h) >=50 a < 100 Ha de SAU	2
44237	Urrea de Gaén	14	h) >=50 a < 100 Ha de SAU	2
44237	Urrea de Gaén	15	i) >=100 Ha de SAU	4
44237	Urrea de Gaén	16	i) >=100 Ha de SAU	1
44237	Urrea de Gaén	17	i) >=100 Ha de SAU	3
44237	Urrea de Gaén	19	i) >=100 Ha de SAU	1
44238	Utrillas	01	a) Sin SAU	1
44238	Utrillas	05	b) <2 Ha de SAU	1
44238	Utrillas	06	c) >=2 a <5 Ha de SAU	2
44238	Utrillas	09	d) >=5 a < 10 Ha de SAU	1
44238	Utrillas	12	g) >=30 a < 50 Ha de SAU	2
44238	Utrillas	13	h) >=50 a < 100 Ha de SAU	2
44238	Utrillas	16	i) >=100 Ha de SAU	2
44238	Utrillas	17	i) >=100 Ha de SAU	1
44238	Utrillas	18	i) >=100 Ha de SAU	1
44239	Valacloche	02	b) <2 Ha de SAU	1
44239	Valacloche	03	b) <2 Ha de SAU	1
44239	Valacloche	05	b) <2 Ha de SAU	1
44239	Valacloche	09	d) >=5 a < 10 Ha de SAU	3
44239	Valacloche	12	g) >=30 a < 50 Ha de SAU	1
44239	Valacloche	17	i) >=100 Ha de SAU	2
44240	Valbona	05	b) <2 Ha de SAU	3
44240	Valbona	06	c) >=2 a <5 Ha de SAU	3
44240	Valbona	08	c) >=2 a <5 Ha de SAU	2
44240	Valbona	09	d) >=5 a < 10 Ha de SAU	4
44240	Valbona	10	e) >=10 a <20 Ha de SAU	3
44240	Valbona	11	f) >=20 a < 30 Ha de SAU	2
44240	Valbona	15	i) >=100 Ha de SAU	2
44240	Valbona	19	i) >=100 Ha de SAU	1
44241	Valdealgorfa	01	a) Sin SAU	3
44241	Valdealgorfa	02	b) <2 Ha de SAU	1
44241	Valdealgorfa	03	b) <2 Ha de SAU	1
44241	Valdealgorfa	05	b) <2 Ha de SAU	8
44241	Valdealgorfa	06	c) >=2 a <5 Ha de SAU	9
44241	Valdealgorfa	07	c) >=2 a <5 Ha de SAU	8
44241	Valdealgorfa	08	c) >=2 a <5 Ha de SAU	4
44241	Valdealgorfa	09	d) >=5 a < 10 Ha de SAU	21
44241	Valdealgorfa	10	e) >=10 a <20 Ha de SAU	37
44241	Valdealgorfa	11	f) >=20 a < 30 Ha de SAU	14
44241	Valdealgorfa	12	g) >=30 a < 50 Ha de SAU	14
44241	Valdealgorfa	13	h) >=50 a < 100 Ha de SAU	4
44241	Valdealgorfa	14	h) >=50 a < 100 Ha de SAU	4
44241	Valdealgorfa	15	i) >=100 Ha de SAU	2
44241	Valdealgorfa	19	i) >=100 Ha de SAU	1
44243	Valdecuenca	05	b) <2 Ha de SAU	1
44243	Valdecuenca	10	e) >=10 a <20 Ha de SAU	1
44243	Valdecuenca	16	i) >=100 Ha de SAU	1
44243	Valdecuenca	17	i) >=100 Ha de SAU	1
44244	Valdelinares	03	b) <2 Ha de SAU	1
44244	Valdelinares	09	d) >=5 a < 10 Ha de SAU	2
44244	Valdelinares	10	e) >=10 a <20 Ha de SAU	1
44244	Valdelinares	11	f) >=20 a < 30 Ha de SAU	3
44244	Valdelinares	13	h) >=50 a < 100 Ha de SAU	1
44244	Valdelinares	14	h) >=50 a < 100 Ha de SAU	1
44244	Valdelinares	15	i) >=100 Ha de SAU	1
44244	Valdelinares	16	i) >=100 Ha de SAU	1
44245	Valdeltormo	01	a) Sin SAU	2
44245	Valdeltormo	02	b) <2 Ha de SAU	1
44245	Valdeltormo	05	b) <2 Ha de SAU	3
44245	Valdeltormo	08	c) >=2 a <5 Ha de SAU	1
44245	Valdeltormo	09	d) >=5 a < 10 Ha de SAU	8
44245	Valdeltormo	10	e) >=10 a <20 Ha de SAU	5
44245	Valdeltormo	11	f) >=20 a < 30 Ha de SAU	4
44245	Valdeltormo	12	g) >=30 a < 50 Ha de SAU	6
44245	Valdeltormo	13	h) >=50 a < 100 Ha de SAU	2
44245	Valdeltormo	14	h) >=50 a < 100 Ha de SAU	2
44245	Valdeltormo	15	i) >=100 Ha de SAU	1
44246	Valderrobres	01	a) Sin SAU	14
44246	Valderrobres	02	b) <2 Ha de SAU	6
44246	Valderrobres	03	b) <2 Ha de SAU	3
44246	Valderrobres	04	b) <2 Ha de SAU	1
44246	Valderrobres	05	b) <2 Ha de SAU	21
44246	Valderrobres	06	c) >=2 a <5 Ha de SAU	16
44246	Valderrobres	07	c) >=2 a <5 Ha de SAU	16
44246	Valderrobres	08	c) >=2 a <5 Ha de SAU	21
44246	Valderrobres	09	d) >=5 a < 10 Ha de SAU	59
44246	Valderrobres	10	e) >=10 a <20 Ha de SAU	38
44246	Valderrobres	11	f) >=20 a < 30 Ha de SAU	13
44246	Valderrobres	12	g) >=30 a < 50 Ha de SAU	18
44246	Valderrobres	13	h) >=50 a < 100 Ha de SAU	8
44246	Valderrobres	14	h) >=50 a < 100 Ha de SAU	7
44246	Valderrobres	15	i) >=100 Ha de SAU	1
44246	Valderrobres	17	i) >=100 Ha de SAU	1
44246	Valderrobres	18	i) >=100 Ha de SAU	1
44247	Valjunquera	01	a) Sin SAU	1
44247	Valjunquera	05	b) <2 Ha de SAU	11
44247	Valjunquera	06	c) >=2 a <5 Ha de SAU	6
44247	Valjunquera	07	c) >=2 a <5 Ha de SAU	3
44247	Valjunquera	08	c) >=2 a <5 Ha de SAU	4
44247	Valjunquera	09	d) >=5 a < 10 Ha de SAU	22
44247	Valjunquera	10	e) >=10 a <20 Ha de SAU	21
44247	Valjunquera	11	f) >=20 a < 30 Ha de SAU	11
44247	Valjunquera	12	g) >=30 a < 50 Ha de SAU	14
44247	Valjunquera	13	h) >=50 a < 100 Ha de SAU	5
44247	Valjunquera	14	h) >=50 a < 100 Ha de SAU	2
44249	Vallecillo (El)	01	a) Sin SAU	1
44249	Vallecillo (El)	19	i) >=100 Ha de SAU	1
44250	Veguillas de la Sierra	09	d) >=5 a < 10 Ha de SAU	1
44250	Veguillas de la Sierra	10	e) >=10 a <20 Ha de SAU	1
44250	Veguillas de la Sierra	12	g) >=30 a < 50 Ha de SAU	1
44250	Veguillas de la Sierra	14	h) >=50 a < 100 Ha de SAU	1
44250	Veguillas de la Sierra	16	i) >=100 Ha de SAU	1
44251	Villafranca del Campo	03	b) <2 Ha de SAU	1
44251	Villafranca del Campo	05	b) <2 Ha de SAU	2
44251	Villafranca del Campo	07	c) >=2 a <5 Ha de SAU	1
44251	Villafranca del Campo	08	c) >=2 a <5 Ha de SAU	1
44251	Villafranca del Campo	09	d) >=5 a < 10 Ha de SAU	1
44251	Villafranca del Campo	10	e) >=10 a <20 Ha de SAU	6
44251	Villafranca del Campo	11	f) >=20 a < 30 Ha de SAU	8
44251	Villafranca del Campo	12	g) >=30 a < 50 Ha de SAU	10
44251	Villafranca del Campo	13	h) >=50 a < 100 Ha de SAU	8
44251	Villafranca del Campo	14	h) >=50 a < 100 Ha de SAU	7
44251	Villafranca del Campo	15	i) >=100 Ha de SAU	9
44251	Villafranca del Campo	16	i) >=100 Ha de SAU	4
44251	Villafranca del Campo	17	i) >=100 Ha de SAU	3
44251	Villafranca del Campo	20	i) >=100 Ha de SAU	1
44252	Villahermosa del Campo	01	a) Sin SAU	1
44252	Villahermosa del Campo	10	e) >=10 a <20 Ha de SAU	1
44252	Villahermosa del Campo	12	g) >=30 a < 50 Ha de SAU	3
44252	Villahermosa del Campo	13	h) >=50 a < 100 Ha de SAU	2
44252	Villahermosa del Campo	14	h) >=50 a < 100 Ha de SAU	5
44252	Villahermosa del Campo	15	i) >=100 Ha de SAU	5
44252	Villahermosa del Campo	18	i) >=100 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	05	b) <2 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	10	e) >=10 a <20 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	12	g) >=30 a < 50 Ha de SAU	2
44256	Villanueva del Rebollar de la Sierra	13	h) >=50 a < 100 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	14	h) >=50 a < 100 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	15	i) >=100 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	16	i) >=100 Ha de SAU	1
44256	Villanueva del Rebollar de la Sierra	17	i) >=100 Ha de SAU	2
44257	Villar del Cobo	01	a) Sin SAU	7
44257	Villar del Cobo	05	b) <2 Ha de SAU	2
44257	Villar del Cobo	06	c) >=2 a <5 Ha de SAU	1
44257	Villar del Cobo	07	c) >=2 a <5 Ha de SAU	2
44257	Villar del Cobo	08	c) >=2 a <5 Ha de SAU	2
44257	Villar del Cobo	09	d) >=5 a < 10 Ha de SAU	3
44257	Villar del Cobo	10	e) >=10 a <20 Ha de SAU	4
44257	Villar del Cobo	11	f) >=20 a < 30 Ha de SAU	1
44257	Villar del Cobo	13	h) >=50 a < 100 Ha de SAU	4
44257	Villar del Cobo	14	h) >=50 a < 100 Ha de SAU	2
44257	Villar del Cobo	15	i) >=100 Ha de SAU	3
44257	Villar del Cobo	20	i) >=100 Ha de SAU	1
44258	Villar del Salz	06	c) >=2 a <5 Ha de SAU	1
44258	Villar del Salz	09	d) >=5 a < 10 Ha de SAU	1
44258	Villar del Salz	11	f) >=20 a < 30 Ha de SAU	1
44258	Villar del Salz	12	g) >=30 a < 50 Ha de SAU	6
44258	Villar del Salz	14	h) >=50 a < 100 Ha de SAU	1
44258	Villar del Salz	15	i) >=100 Ha de SAU	3
44258	Villar del Salz	18	i) >=100 Ha de SAU	1
44260	Villarluengo	05	b) <2 Ha de SAU	1
44260	Villarluengo	09	d) >=5 a < 10 Ha de SAU	2
44260	Villarluengo	11	f) >=20 a < 30 Ha de SAU	1
44260	Villarluengo	12	g) >=30 a < 50 Ha de SAU	5
44260	Villarluengo	13	h) >=50 a < 100 Ha de SAU	3
44260	Villarluengo	14	h) >=50 a < 100 Ha de SAU	6
44260	Villarluengo	15	i) >=100 Ha de SAU	3
44260	Villarluengo	16	i) >=100 Ha de SAU	1
44260	Villarluengo	17	i) >=100 Ha de SAU	5
44260	Villarluengo	18	i) >=100 Ha de SAU	2
44260	Villarluengo	19	i) >=100 Ha de SAU	1
44260	Villarluengo	20	i) >=100 Ha de SAU	1
44261	Villarquemado	01	a) Sin SAU	4
44261	Villarquemado	05	b) <2 Ha de SAU	10
44261	Villarquemado	06	c) >=2 a <5 Ha de SAU	9
44261	Villarquemado	07	c) >=2 a <5 Ha de SAU	2
44261	Villarquemado	08	c) >=2 a <5 Ha de SAU	5
44261	Villarquemado	09	d) >=5 a < 10 Ha de SAU	20
44261	Villarquemado	10	e) >=10 a <20 Ha de SAU	15
44261	Villarquemado	11	f) >=20 a < 30 Ha de SAU	21
44261	Villarquemado	12	g) >=30 a < 50 Ha de SAU	11
44261	Villarquemado	13	h) >=50 a < 100 Ha de SAU	11
44261	Villarquemado	14	h) >=50 a < 100 Ha de SAU	10
44261	Villarquemado	15	i) >=100 Ha de SAU	9
44261	Villarquemado	16	i) >=100 Ha de SAU	1
44261	Villarquemado	17	i) >=100 Ha de SAU	1
44262	Villarroya de los Pinares	01	a) Sin SAU	2
44262	Villarroya de los Pinares	05	b) <2 Ha de SAU	3
44262	Villarroya de los Pinares	08	c) >=2 a <5 Ha de SAU	1
44262	Villarroya de los Pinares	09	d) >=5 a < 10 Ha de SAU	4
44262	Villarroya de los Pinares	10	e) >=10 a <20 Ha de SAU	2
44262	Villarroya de los Pinares	11	f) >=20 a < 30 Ha de SAU	2
44262	Villarroya de los Pinares	12	g) >=30 a < 50 Ha de SAU	2
44262	Villarroya de los Pinares	13	h) >=50 a < 100 Ha de SAU	1
44262	Villarroya de los Pinares	14	h) >=50 a < 100 Ha de SAU	7
44262	Villarroya de los Pinares	15	i) >=100 Ha de SAU	1
44262	Villarroya de los Pinares	16	i) >=100 Ha de SAU	1
44262	Villarroya de los Pinares	17	i) >=100 Ha de SAU	3
44262	Villarroya de los Pinares	18	i) >=100 Ha de SAU	1
44262	Villarroya de los Pinares	20	i) >=100 Ha de SAU	1
44263	Villastar	05	b) <2 Ha de SAU	4
44263	Villastar	06	c) >=2 a <5 Ha de SAU	1
44263	Villastar	07	c) >=2 a <5 Ha de SAU	2
44263	Villastar	08	c) >=2 a <5 Ha de SAU	1
44263	Villastar	09	d) >=5 a < 10 Ha de SAU	8
44263	Villastar	10	e) >=10 a <20 Ha de SAU	3
44263	Villastar	11	f) >=20 a < 30 Ha de SAU	4
44263	Villastar	12	g) >=30 a < 50 Ha de SAU	2
44263	Villastar	14	h) >=50 a < 100 Ha de SAU	2
44263	Villastar	15	i) >=100 Ha de SAU	2
44263	Villastar	18	i) >=100 Ha de SAU	1
44264	Villel	01	a) Sin SAU	1
44264	Villel	03	b) <2 Ha de SAU	1
44264	Villel	04	b) <2 Ha de SAU	2
44264	Villel	05	b) <2 Ha de SAU	2
44264	Villel	06	c) >=2 a <5 Ha de SAU	3
44264	Villel	07	c) >=2 a <5 Ha de SAU	2
44264	Villel	08	c) >=2 a <5 Ha de SAU	3
44264	Villel	09	d) >=5 a < 10 Ha de SAU	6
44264	Villel	10	e) >=10 a <20 Ha de SAU	2
44264	Villel	11	f) >=20 a < 30 Ha de SAU	2
44264	Villel	15	i) >=100 Ha de SAU	2
44264	Villel	16	i) >=100 Ha de SAU	1
44264	Villel	17	i) >=100 Ha de SAU	1
44264	Villel	18	i) >=100 Ha de SAU	2
44264	Villel	19	i) >=100 Ha de SAU	2
44264	Villel	21	i) >=100 Ha de SAU	1
44265	Vinaceite	01	a) Sin SAU	1
44265	Vinaceite	05	b) <2 Ha de SAU	6
44265	Vinaceite	07	c) >=2 a <5 Ha de SAU	2
44265	Vinaceite	11	f) >=20 a < 30 Ha de SAU	4
44265	Vinaceite	12	g) >=30 a < 50 Ha de SAU	6
44265	Vinaceite	13	h) >=50 a < 100 Ha de SAU	5
44265	Vinaceite	14	h) >=50 a < 100 Ha de SAU	7
44265	Vinaceite	15	i) >=100 Ha de SAU	7
44265	Vinaceite	16	i) >=100 Ha de SAU	4
44265	Vinaceite	17	i) >=100 Ha de SAU	6
44265	Vinaceite	18	i) >=100 Ha de SAU	2
44266	Visiedo	01	a) Sin SAU	1
44266	Visiedo	06	c) >=2 a <5 Ha de SAU	1
44266	Visiedo	08	c) >=2 a <5 Ha de SAU	1
44266	Visiedo	09	d) >=5 a < 10 Ha de SAU	3
44266	Visiedo	10	e) >=10 a <20 Ha de SAU	5
44266	Visiedo	11	f) >=20 a < 30 Ha de SAU	2
44266	Visiedo	12	g) >=30 a < 50 Ha de SAU	7
44266	Visiedo	13	h) >=50 a < 100 Ha de SAU	8
44266	Visiedo	14	h) >=50 a < 100 Ha de SAU	4
44266	Visiedo	15	i) >=100 Ha de SAU	8
44266	Visiedo	16	i) >=100 Ha de SAU	5
44266	Visiedo	17	i) >=100 Ha de SAU	4
44266	Visiedo	19	i) >=100 Ha de SAU	1
44267	Vivel del Río Martín	11	f) >=20 a < 30 Ha de SAU	5
44267	Vivel del Río Martín	12	g) >=30 a < 50 Ha de SAU	1
44267	Vivel del Río Martín	13	h) >=50 a < 100 Ha de SAU	4
44267	Vivel del Río Martín	14	h) >=50 a < 100 Ha de SAU	1
44267	Vivel del Río Martín	15	i) >=100 Ha de SAU	3
44267	Vivel del Río Martín	17	i) >=100 Ha de SAU	1
44267	Vivel del Río Martín	18	i) >=100 Ha de SAU	2
44268	Zoma (La)	09	d) >=5 a < 10 Ha de SAU	1
44268	Zoma (La)	10	e) >=10 a <20 Ha de SAU	3
44268	Zoma (La)	18	i) >=100 Ha de SAU	1
50001	Abanto	05	b) <2 Ha de SAU	1
50001	Abanto	09	d) >=5 a < 10 Ha de SAU	1
50001	Abanto	10	e) >=10 a <20 Ha de SAU	2
50001	Abanto	11	f) >=20 a < 30 Ha de SAU	3
50001	Abanto	12	g) >=30 a < 50 Ha de SAU	1
50001	Abanto	13	h) >=50 a < 100 Ha de SAU	6
50001	Abanto	14	h) >=50 a < 100 Ha de SAU	2
50001	Abanto	17	i) >=100 Ha de SAU	1
50001	Abanto	18	i) >=100 Ha de SAU	1
50002	Acered	05	b) <2 Ha de SAU	8
50002	Acered	06	c) >=2 a <5 Ha de SAU	6
50002	Acered	07	c) >=2 a <5 Ha de SAU	6
50002	Acered	08	c) >=2 a <5 Ha de SAU	3
50002	Acered	09	d) >=5 a < 10 Ha de SAU	16
50002	Acered	10	e) >=10 a <20 Ha de SAU	17
50002	Acered	11	f) >=20 a < 30 Ha de SAU	10
50002	Acered	12	g) >=30 a < 50 Ha de SAU	4
50002	Acered	13	h) >=50 a < 100 Ha de SAU	3
50002	Acered	14	h) >=50 a < 100 Ha de SAU	2
50003	Agón	04	b) <2 Ha de SAU	1
50003	Agón	05	b) <2 Ha de SAU	5
50003	Agón	06	c) >=2 a <5 Ha de SAU	4
50003	Agón	07	c) >=2 a <5 Ha de SAU	3
50003	Agón	08	c) >=2 a <5 Ha de SAU	2
50003	Agón	10	e) >=10 a <20 Ha de SAU	7
50003	Agón	11	f) >=20 a < 30 Ha de SAU	5
50003	Agón	12	g) >=30 a < 50 Ha de SAU	5
50003	Agón	13	h) >=50 a < 100 Ha de SAU	1
50003	Agón	14	h) >=50 a < 100 Ha de SAU	1
50003	Agón	15	i) >=100 Ha de SAU	3
50004	Aguarón	01	a) Sin SAU	2
50004	Aguarón	05	b) <2 Ha de SAU	37
50004	Aguarón	06	c) >=2 a <5 Ha de SAU	29
50004	Aguarón	07	c) >=2 a <5 Ha de SAU	32
50004	Aguarón	08	c) >=2 a <5 Ha de SAU	12
50004	Aguarón	09	d) >=5 a < 10 Ha de SAU	46
50004	Aguarón	10	e) >=10 a <20 Ha de SAU	39
50004	Aguarón	11	f) >=20 a < 30 Ha de SAU	11
50004	Aguarón	12	g) >=30 a < 50 Ha de SAU	5
50004	Aguarón	13	h) >=50 a < 100 Ha de SAU	2
50004	Aguarón	15	i) >=100 Ha de SAU	2
50004	Aguarón	18	i) >=100 Ha de SAU	1
50005	Aguilón	01	a) Sin SAU	1
50005	Aguilón	05	b) <2 Ha de SAU	4
50005	Aguilón	06	c) >=2 a <5 Ha de SAU	5
50005	Aguilón	07	c) >=2 a <5 Ha de SAU	1
50005	Aguilón	08	c) >=2 a <5 Ha de SAU	4
50005	Aguilón	09	d) >=5 a < 10 Ha de SAU	7
50005	Aguilón	10	e) >=10 a <20 Ha de SAU	6
50005	Aguilón	11	f) >=20 a < 30 Ha de SAU	8
50005	Aguilón	12	g) >=30 a < 50 Ha de SAU	7
50005	Aguilón	13	h) >=50 a < 100 Ha de SAU	6
50005	Aguilón	14	h) >=50 a < 100 Ha de SAU	3
50005	Aguilón	15	i) >=100 Ha de SAU	4
50005	Aguilón	16	i) >=100 Ha de SAU	4
50005	Aguilón	17	i) >=100 Ha de SAU	2
50005	Aguilón	18	i) >=100 Ha de SAU	1
50006	Ainzón	01	a) Sin SAU	2
50006	Ainzón	03	b) <2 Ha de SAU	1
50006	Ainzón	04	b) <2 Ha de SAU	1
50006	Ainzón	05	b) <2 Ha de SAU	22
50006	Ainzón	06	c) >=2 a <5 Ha de SAU	27
50006	Ainzón	07	c) >=2 a <5 Ha de SAU	13
50006	Ainzón	08	c) >=2 a <5 Ha de SAU	15
50006	Ainzón	09	d) >=5 a < 10 Ha de SAU	22
50006	Ainzón	10	e) >=10 a <20 Ha de SAU	19
50006	Ainzón	11	f) >=20 a < 30 Ha de SAU	16
50006	Ainzón	12	g) >=30 a < 50 Ha de SAU	10
50006	Ainzón	13	h) >=50 a < 100 Ha de SAU	5
50006	Ainzón	15	i) >=100 Ha de SAU	2
50007	Aladrén	05	b) <2 Ha de SAU	10
50007	Aladrén	06	c) >=2 a <5 Ha de SAU	5
50007	Aladrén	07	c) >=2 a <5 Ha de SAU	5
50007	Aladrén	08	c) >=2 a <5 Ha de SAU	1
50007	Aladrén	09	d) >=5 a < 10 Ha de SAU	4
50007	Aladrén	10	e) >=10 a <20 Ha de SAU	3
50007	Aladrén	14	h) >=50 a < 100 Ha de SAU	1
50007	Aladrén	15	i) >=100 Ha de SAU	1
50007	Aladrén	16	i) >=100 Ha de SAU	1
50008	Alagón	01	a) Sin SAU	3
50008	Alagón	03	b) <2 Ha de SAU	4
50008	Alagón	05	b) <2 Ha de SAU	37
50008	Alagón	06	c) >=2 a <5 Ha de SAU	14
50008	Alagón	07	c) >=2 a <5 Ha de SAU	14
50008	Alagón	08	c) >=2 a <5 Ha de SAU	15
50008	Alagón	09	d) >=5 a < 10 Ha de SAU	32
50008	Alagón	10	e) >=10 a <20 Ha de SAU	19
50008	Alagón	11	f) >=20 a < 30 Ha de SAU	10
50008	Alagón	12	g) >=30 a < 50 Ha de SAU	8
50008	Alagón	13	h) >=50 a < 100 Ha de SAU	2
50008	Alagón	14	h) >=50 a < 100 Ha de SAU	2
50008	Alagón	15	i) >=100 Ha de SAU	2
50009	Alarba	05	b) <2 Ha de SAU	4
50009	Alarba	06	c) >=2 a <5 Ha de SAU	4
50009	Alarba	07	c) >=2 a <5 Ha de SAU	4
50009	Alarba	08	c) >=2 a <5 Ha de SAU	1
50009	Alarba	09	d) >=5 a < 10 Ha de SAU	4
50009	Alarba	10	e) >=10 a <20 Ha de SAU	4
50009	Alarba	11	f) >=20 a < 30 Ha de SAU	12
50009	Alarba	12	g) >=30 a < 50 Ha de SAU	5
50009	Alarba	15	i) >=100 Ha de SAU	2
50010	Alberite de San Juan	01	a) Sin SAU	1
50010	Alberite de San Juan	05	b) <2 Ha de SAU	4
50010	Alberite de San Juan	06	c) >=2 a <5 Ha de SAU	1
50010	Alberite de San Juan	09	d) >=5 a < 10 Ha de SAU	4
50010	Alberite de San Juan	10	e) >=10 a <20 Ha de SAU	4
50010	Alberite de San Juan	11	f) >=20 a < 30 Ha de SAU	5
50010	Alberite de San Juan	12	g) >=30 a < 50 Ha de SAU	1
50010	Alberite de San Juan	13	h) >=50 a < 100 Ha de SAU	1
50010	Alberite de San Juan	15	i) >=100 Ha de SAU	2
50011	Albeta	07	c) >=2 a <5 Ha de SAU	1
50011	Albeta	08	c) >=2 a <5 Ha de SAU	1
50011	Albeta	09	d) >=5 a < 10 Ha de SAU	4
50011	Albeta	10	e) >=10 a <20 Ha de SAU	4
50011	Albeta	12	g) >=30 a < 50 Ha de SAU	1
50011	Albeta	14	h) >=50 a < 100 Ha de SAU	1
