Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2010	Huesca	22136	Lalueza	-16	5	2	21
2010	Huesca	22137	Lanaja	-16	7	2	23
2010	Huesca	22139	Laperdiguera	-1	1		2
2010	Huesca	22142	Lascuarre	-1	1		2
2010	Huesca	22143	Laspaúles	0	2		2
2010	Huesca	22144	Laspuña	1	4		3
2010	Huesca	22149	Loarre	-6	1	1	7
2010	Huesca	22150	Loporzano	2	7	1	5
2010	Huesca	22151	Loscorrales	0	1		1
2010	Huesca	22156	Monflorite-Lascasas	3	4	2	1
2010	Huesca	22158	Monzón	20	179	61	159
2010	Huesca	22160	Naval	0	1		1
2010	Huesca	22162	Novales	-1	2		3
2010	Huesca	22163	Nueno	-1	4	2	5
2010	Huesca	22164	Olvena	1	1		
2010	Huesca	22165	Ontiñena	-6	3	1	9
2010	Huesca	22167	Osso de Cinca	-8	5	1	13
2010	Huesca	22168	Palo	1	1		
2010	Huesca	22170	Panticosa	-4	2		6
2010	Huesca	22173	Peñas de Riglos (Las)	-8	1		9
2010	Huesca	22174	Peralta de Alcofea	-8	2	1	10
2010	Huesca	22175	Peralta de Calasanz	-3	1	2	4
2010	Huesca	22176	Peraltilla	2	2		
2010	Huesca	22178	Pertusa	1	1		
2010	Huesca	22181	Piracés	1	1		
2010	Huesca	22184	Poleñino	-1	1		2
2010	Huesca	22186	Pozán de Vero	-4	1		5
2010	Huesca	22187	Puebla de Castro (La)	1	4	2	3
2010	Huesca	22189	Puértolas	-2	1		3
2010	Huesca	22193	Pueyo de Santa Cruz	-3	2	2	5
2010	Huesca	22195	Quicena	2	3		1
2010	Huesca	22197	Robres	-5	1	2	6
2010	Huesca	22199	Sabiñánigo	-36	74	31	110
2010	Huesca	22200	Sahún	-3	1	1	4
2010	Huesca	22202	Salas Bajas	0	2		2
2010	Huesca	22204	Sallent de Gállego	7	12	7	5
2010	Huesca	22205	San Esteban de Litera	-14	1	2	15
2010	Huesca	22207	San Juan de Plan	2	3		1
2010	Huesca	22208	Santa Cilia	1	2		1
2010	Huesca	22213	Sariñena	-2	42	6	44
2010	Huesca	22214	Secastilla	1	1		
2010	Huesca	22217	Sena	-2	6		8
2010	Huesca	22220	Sesa	-6	1		7
2010	Huesca	22221	Sesué	2	2	1	
2010	Huesca	22222	Siétamo	-4	3	3	7
2010	Huesca	22225	Tamarite de Litera	-19	37	12	56
2010	Huesca	22226	Tardienta	-2	9	4	11
2010	Huesca	22228	Tierz	7	9	4	2
2010	Huesca	22230	Torla-Ordesa	-1	2	3	3
2010	Huesca	22233	Torre la Ribera	1	2		1
2010	Huesca	22235	Torres de Alcanadre	1	2		1
2010	Huesca	22236	Torres de Barbués	0	2		2
2010	Huesca	22239	Tramaced	-3	1		4
2010	Huesca	22245	Velilla de Cinca	-4	1	2	5
2010	Huesca	22249	Villanova	1	1	1	
2010	Huesca	22250	Villanúa	3	5	2	2
2010	Huesca	22251	Villanueva de Sigena	-4	1		5
2010	Huesca	22254	Zaidín	-10	8	3	18
2010	Huesca	22901	Valle de Hecho	-6	2	2	8
2010	Huesca	22903	San Miguel del Cinca	-8	9	3	17
2010	Huesca	22904	Sotonera (La)	-11	3	1	14
2010	Huesca	22905	Lupiñén-Ortilla	2	5		3
2010	Huesca	22907	Aínsa-Sobrarbe	2	22	11	20
2010	Huesca	22909	Vencillón	1	6	2	5
2010	Teruel	44001	Ababuj	-1	1		2
2010	Teruel	44004	Aguaviva	-4	1	3	5
2010	Teruel	44006	Alacón	-4	1		5
2010	Teruel	44007	Alba	-1	1	2	2
2010	Teruel	44008	Albalate del Arzobispo	-8	17	5	25
2010	Teruel	44009	Albarracín	-1	11	1	12
2010	Teruel	44010	Albentosa	2	5		3
2010	Teruel	44011	Alcaine	0	1		1
2010	Teruel	44012	Alcalá de la Selva	-3	6	2	9
2010	Teruel	44013	Alcañiz	67	230	48	163
2010	Teruel	44014	Alcorisa	-12	37	13	49
2010	Teruel	44016	Alfambra	-10	2		12
2010	Teruel	44017	Aliaga	-1	3		4
2010	Teruel	44022	Alloza	-4	5	2	9
2010	Teruel	44025	Andorra	-13	62	28	75
2010	Teruel	44027	Arens de Lledó	-4	1		5
2010	Teruel	44028	Argente	-6	1		7
2010	Teruel	44029	Ariño	-8	6	1	14
2010	Teruel	44035	Barrachina	0	2		2
2010	Teruel	44037	Beceite	-3	5	3	8
2010	Teruel	44040	Berge	-5	1		6
2010	Teruel	44045	Bronchales	-2	1	2	3
2010	Teruel	44049	Calaceite	-17	6	1	23
2010	Teruel	44050	Calamocha	2	47	10	45
2010	Teruel	44051	Calanda	-22	23	10	45
2010	Teruel	44054	Camarena de la Sierra	-3	1	1	4
2010	Teruel	44056	Caminreal	-9	4	2	13
2010	Teruel	44059	Cantavieja	0	8	2	8
2010	Teruel	44063	Cañizar del Olivar	1	2		1
2010	Teruel	44068	Castelserás	-13	2	3	15
2010	Teruel	44071	Castellote	-4	1	1	5
2010	Teruel	44074	Cedrillas	-9	2	1	11
2010	Teruel	44076	Cella	-10	16	12	26
2010	Teruel	44080	Codoñera (La)	-2	2	1	4
2010	Teruel	44086	Cretas	-10	2	5	12
2010	Teruel	44090	Cucalón	-1	1		2
2010	Teruel	44093	Cuevas de Almudén	5	5		
2010	Teruel	44099	Escucha	-3	7	1	10
2010	Teruel	44100	Estercuel	-2	4		6
2010	Teruel	44105	Fórnoles	0	1		1
2010	Teruel	44106	Fortanete	0	3	1	3
2010	Teruel	44107	Foz-Calanda	-1	2		3
2010	Teruel	44108	Fresneda (La)	-4	4	2	8
2010	Teruel	44111	Fuentes Calientes	1	1		
2010	Teruel	44112	Fuentes Claras	-7	3		10
2010	Teruel	44113	Fuentes de Rubielos	0	1		1
2010	Teruel	44114	Fuentespalda	-12	2	1	14
2010	Teruel	44115	Galve	1	1		
2010	Teruel	44116	Gargallo	1	1		
2010	Teruel	44117	Gea de Albarracín	-5	2	1	7
2010	Teruel	44119	Griegos	0	1		1
2010	Teruel	44120	Guadalaviar	1	2	2	1
2010	Teruel	44121	Gúdar	2	2		
2010	Teruel	44122	Híjar	-23	10	3	33
2010	Teruel	44123	Hinojosa de Jarque	-1	3		4
2010	Teruel	44126	Iglesuela del Cid (La)	0	4	2	4
2010	Teruel	44128	Jarque de la Val	1	1		
2010	Teruel	44131	Josa				
2010	Teruel	44133	Lanzuela	1	1		
2010	Teruel	44143	Manzanera	-2	5		7
2010	Teruel	44144	Martín del Río	-6	2	1	8
2010	Teruel	44145	Mas de las Matas	-18	9	3	27
2010	Teruel	44146	Mata de los Olmos (La)	0	2	1	2
2010	Teruel	44147	Mazaleón	-7	2	1	9
2010	Teruel	44149	Mirambel	-1	2		3
2010	Teruel	44151	Molinos	-4	2		6
2010	Teruel	44153	Monreal del Campo	2	25	8	23
2010	Teruel	44154	Monroyo	-2	4	1	6
2010	Teruel	44155	Montalbán	-4	9	4	13
2010	Teruel	44158	Mora de Rubielos	2	15	6	13
2010	Teruel	44159	Moscardón	-1	1		2
2010	Teruel	44160	Mosqueruela	-5	5	1	10
2010	Teruel	44161	Muniesa	-2	6		8
2010	Teruel	44163	Noguera de Albarracín	0	2		2
2010	Teruel	44165	Nogueruelas	-2	1		3
2010	Teruel	44168	Odón	-1	1	1	2
2010	Teruel	44169	Ojos Negros	-6	3	2	9
2010	Teruel	44171	Olba	0	2		2
2010	Teruel	44172	Oliete	-5	1	1	6
2010	Teruel	44174	Orihuela del Tremedal	-7	3	1	10
2010	Teruel	44179	Peñarroya de Tastavins	-5	3		8
2010	Teruel	44180	Peracense	-1	1		2
2010	Teruel	44182	Perales del Alfambra	-2	1		3
2010	Teruel	44183	Pitarque	0	2		2
2010	Teruel	44191	Puebla de Híjar (La)	-8	6	4	14
2010	Teruel	44192	Puebla de Valverde (La)	-6	3		9
2010	Teruel	44193	Puertomingalvo	1	1		
2010	Teruel	44194	Ráfales	-2	3		5
2010	Teruel	44196	Riodeva	-2	1		3
2010	Teruel	44198	Royuela	1	2		1
2010	Teruel	44201	Rubielos de Mora	1	5	2	4
2010	Teruel	44204	Saldón	0	1		1
2010	Teruel	44205	Samper de Calanda	-13	2	2	15
2010	Teruel	44206	San Agustín	-1	1		2
2010	Teruel	44209	Santa Eulalia	-3	10	1	13
2010	Teruel	44210	Sarrión	-6	9	6	15
2010	Teruel	44215	Terriente	-1	1		2
2010	Teruel	44216	Teruel	44	360	151	316
2010	Teruel	44223	Torre de Arcas	0	1		1
2010	Teruel	44225	Torre del Compte	-1	1	1	2
2010	Teruel	44230	Torrevelilla	-2	1		3
2010	Teruel	44232	Torrijo del Campo	-8	3		11
2010	Teruel	44234	Tramacastiel	-3	1		4
2010	Teruel	44237	Urrea de Gaén	-6	3		9
2010	Teruel	44238	Utrillas	-2	25	14	27
2010	Teruel	44241	Valdealgorfa	-6	5		11
2010	Teruel	44245	Valdeltormo	-2	1		3
2010	Teruel	44246	Valderrobres	-14	23	8	37
2010	Teruel	44247	Valjunquera	-11	1		12
2010	Teruel	44251	Villafranca del Campo	-3	3		6
2010	Teruel	44257	Villar del Cobo	2	3		1
2010	Teruel	44260	Villarluengo	-1	1	1	2
2010	Teruel	44261	Villarquemado	-15	4	5	19
2010	Teruel	44262	Villarroya de los Pinares	-2	1		3
2010	Teruel	44263	Villastar	6	9	1	3
2010	Teruel	44264	Villel	-6	2	1	8
2010	Teruel	44265	Vinaceite	-5	1	2	6
2010	Teruel	44266	Visiedo	0	1		1
2010	Zaragoza	50003	Agón	-2	1		3
2010	Zaragoza	50004	Aguarón	-10	3	1	13
2010	Zaragoza	50005	Aguilón	-2	1		3
2010	Zaragoza	50006	Ainzón	-10	7	3	17
2010	Zaragoza	50008	Alagón	-7	75	32	82
2010	Zaragoza	50011	Albeta	-1	1	1	2
2010	Zaragoza	50012	Alborge	1	1		
2010	Zaragoza	50013	Alcalá de Ebro	-4			4
2010	Zaragoza	50014	Alcalá de Moncayo	1	2	1	1
2010	Zaragoza	50017	Alfajarín	8	29	8	21
2010	Zaragoza	50018	Alfamén	6	17	4	11
2010	Zaragoza	50020	Alhama de Aragón	0	15	5	15
2010	Zaragoza	50022	Almolda (La)	-7	1		8
2010	Zaragoza	50024	Almonacid de la Sierra	-13	4	1	17
2010	Zaragoza	50025	Almunia de Doña Godina (La)	23	98	15	75
2010	Zaragoza	50026	Alpartir	-3	4	6	7
2010	Zaragoza	50027	Ambel	-9	2	1	11
2010	Zaragoza	50028	Anento	1	1		
2010	Zaragoza	50029	Aniñón	-7	3	2	10
2010	Zaragoza	50030	Añón de Moncayo	-6	1		7
2010	Zaragoza	50034	Ariza	3	14		11
2010	Zaragoza	50038	Ateca	-16	7		23
2010	Zaragoza	50039	Azuara	-6	1	1	7
2010	Zaragoza	50043	Bárboles	-1	3		4
2010	Zaragoza	50045	Belchite	-15	9	6	24
2010	Zaragoza	50051	Biota	-7	8	3	15
2010	Zaragoza	50052	Bisimbre	0	1		1
2010	Zaragoza	50053	Boquiñeni	-7	9	2	16
2010	Zaragoza	50055	Borja	8	61	19	53
2010	Zaragoza	50056	Botorrita	2	2	4	
2010	Zaragoza	50057	Brea de Aragón	-5	16	4	21
2010	Zaragoza	50059	Bujaraloz	-11	6	1	17
2010	Zaragoza	50060	Bulbuente	-3	2		5
2010	Zaragoza	50061	Bureta	-5	1		6
2010	Zaragoza	50062	Burgo de Ebro (El)	14	30	15	16
2010	Zaragoza	50064	Cabañas de Ebro	-4	3	1	7
2010	Zaragoza	50066	Cadrete	25	49	16	24
2010	Zaragoza	50067	Calatayud	-10	206	61	216
2010	Zaragoza	50068	Calatorao	-3	27	3	30
2010	Zaragoza	50070	Calmarza	1	3	1	2
2010	Zaragoza	50073	Cariñena	2	46	7	44
2010	Zaragoza	50074	Caspe	-13	88	30	101
2010	Zaragoza	50078	Castiliscar	-3	5		8
2010	Zaragoza	50081	Cetina	-7	5	2	12
2010	Zaragoza	50089	Cuarte de Huerva	207	236	110	29
2010	Zaragoza	50090	Cubel	-1	1		2
2010	Zaragoza	50092	Chiprana	1	6		5
2010	Zaragoza	50094	Daroca	-23	16	9	39
2010	Zaragoza	50095	Ejea de los Caballeros	-26	152	52	178
2010	Zaragoza	50098	Encinacorba	-1	1		2
2010	Zaragoza	50099	Épila	5	53	12	48
2010	Zaragoza	50100	Erla	-4	2		6
2010	Zaragoza	50101	Escatrón	-6	10	3	16
2010	Zaragoza	50102	Fabara	-4	11	2	15
2010	Zaragoza	50105	Fayón	-5	3	1	8
2010	Zaragoza	50107	Figueruelas	-13	11	2	24
2010	Zaragoza	50113	Fuendejalón	-2	7	1	9
2010	Zaragoza	50114	Fuendetodos	-1	2		3
2010	Zaragoza	50115	Fuentes de Ebro	4	48	13	44
2010	Zaragoza	50116	Fuentes de Jiloca	-6	1		7
2010	Zaragoza	50117	Gallocanta	2	3		1
2010	Zaragoza	50118	Gallur	-7	22	9	29
2010	Zaragoza	50119	Gelsa	-8	4	1	12
2010	Zaragoza	50121	Gotor	-2	1	1	3
2010	Zaragoza	50123	Grisén	-2	7	1	9
2010	Zaragoza	50124	Herrera de los Navarros	-7	2	2	9
2010	Zaragoza	50125	Ibdes	-11	2		13
2010	Zaragoza	50126	Illueca	-20	16	9	36
2010	Zaragoza	50129	Jaraba	0	6		6
2010	Zaragoza	50130	Jarque de Moncayo	-4	1	1	5
2010	Zaragoza	50131	Jaulín	-6	2		8
2010	Zaragoza	50132	Joyosa (La)	4	14	8	10
2010	Zaragoza	50136	Lécera	-10	2	1	12
2010	Zaragoza	50137	Leciñena	-6	9	4	15
2010	Zaragoza	50141	Lituénigo	0	1	1	1
2010	Zaragoza	50143	Longares	-11	4	1	15
2010	Zaragoza	50146	Lucena de Jalón	-3	3	2	6
2010	Zaragoza	50147	Luceni	-7	14	1	21
2010	Zaragoza	50148	Luesia	-6	2		8
2010	Zaragoza	50150	Lumpiaque	-2	13	4	15
2010	Zaragoza	50151	Luna	-14	1	1	15
2010	Zaragoza	50152	Maella	-7	12	3	19
2010	Zaragoza	50153	Magallón	-8	7	1	15
2010	Zaragoza	50154	Mainar	1	1		
2010	Zaragoza	50156	Maleján	-2	4	2	6
2010	Zaragoza	50157	Malón	-4	3		7
2010	Zaragoza	50159	Maluenda	-7	5	1	12
2010	Zaragoza	50160	Mallén	1	35	7	34
2010	Zaragoza	50163	María de Huerva	91	107	39	16
2010	Zaragoza	50164	Mediana de Aragón	-7	2		9
2010	Zaragoza	50165	Mequinenza	-15	12	6	27
2010	Zaragoza	50166	Mesones de Isuela	-2	3		5
2010	Zaragoza	50169	Miedes de Aragón	-5	1		6
2010	Zaragoza	50170	Monegrillo	-4	2		6
2010	Zaragoza	50173	Monterde	0	1	1	1
2010	Zaragoza	50174	Montón	-1	2		3
2010	Zaragoza	50175	Morata de Jalón	-14	4	4	18
2010	Zaragoza	50177	Morés	-11	3	1	14
2010	Zaragoza	50179	Moyuela	-5	1		6
2010	Zaragoza	50181	Muel	1	11	2	10
2010	Zaragoza	50182	Muela (La)	75	101	40	26
2010	Zaragoza	50184	Murero	-3	1		4
2010	Zaragoza	50185	Murillo de Gállego	-2	1		3
2010	Zaragoza	50189	Nonaspe	-21	2	1	23
2010	Zaragoza	50190	Novallas	-2	7	2	9
2010	Zaragoza	50191	Novillas	-12	1	2	13
2010	Zaragoza	50192	Nuévalos	5	6	4	1
2010	Zaragoza	50193	Nuez de Ebro	1	8	1	7
2010	Zaragoza	50199	Osera de Ebro	-17	1		18
2010	Zaragoza	50200	Paniza	-5	4	2	9
2010	Zaragoza	50201	Paracuellos de Jiloca	-4	5	4	9
2010	Zaragoza	50203	Pastriz	-3	10	4	13
2010	Zaragoza	50204	Pedrola	7	38	16	31
2010	Zaragoza	50205	Pedrosas (Las)	-1	2	3	3
2010	Zaragoza	50206	Perdiguera	-3	2	2	5
2010	Zaragoza	50208	Pina de Ebro	-8	18	8	26
2010	Zaragoza	50209	Pinseque	1	51	26	50
2010	Zaragoza	50211	Plasencia de Jalón	-5	1		6
2010	Zaragoza	50213	Plenas	0	1		1
2010	Zaragoza	50216	Pozuelo de Aragón	-2	1		3
2010	Zaragoza	50217	Pradilla de Ebro	-7	4	1	11
2010	Zaragoza	50218	Puebla de Albortón	0	1		1
2010	Zaragoza	50219	Puebla de Alfindén (La)	75	105	29	30
2010	Zaragoza	50222	Quinto	-5	17	5	22
2010	Zaragoza	50223	Remolinos	-12	7	2	19
2010	Zaragoza	50225	Ricla	-7	23	5	30
2010	Zaragoza	50228	Rueda de Jalón	-2	4	2	6
2010	Zaragoza	50230	Sádaba	-18	9	1	27
2010	Zaragoza	50231	Salillas de Jalón	-3	2	2	5
2010	Zaragoza	50234	San Martín de la Virgen de Moncayo	0	2		2
2010	Zaragoza	50235	San Mateo de Gállego	-2	24	12	26
2010	Zaragoza	50236	Santa Cruz de Grío	-1	2		3
2010	Zaragoza	50238	Santa Eulalia de Gállego	0	1		1
2010	Zaragoza	50241	Saviñán	-6	2	1	8
2010	Zaragoza	50243	Sestrica	-2	2	1	4
2010	Zaragoza	50247	Sobradiel	-1	12	6	13
2010	Zaragoza	50248	Sos del Rey Católico	-6	4	3	10
2010	Zaragoza	50251	Tarazona	-5	112	42	117
2010	Zaragoza	50252	Tauste	-20	59	16	79
2010	Zaragoza	50253	Terrer	-8	2	2	10
2010	Zaragoza	50261	Torrellas	1	3	1	2
2010	Zaragoza	50262	Torres de Berrellén	14	30	7	16
2010	Zaragoza	50264	Tosos	-2	1		3
2010	Zaragoza	50267	Uncastillo	-15	1		16
2010	Zaragoza	50268	Undués de Lerda	1	1		
2010	Zaragoza	50269	Urrea de Jalón	-7	5	1	12
2010	Zaragoza	50272	Utebo	181	272	86	91
2010	Zaragoza	50275	Valmadrid	2	2		
2010	Zaragoza	50278	Velilla de Ebro	-4	1		5
2010	Zaragoza	50285	Villafranca de Ebro	-1	8	2	9
2010	Zaragoza	50286	Villalba de Perejil	-2	1		3
2010	Zaragoza	50287	Villalengua	-7	2	2	9
2010	Zaragoza	50288	Villanueva de Gállego	13	49	11	36
2010	Zaragoza	50290	Villanueva de Huerva	-9	1		10
2010	Zaragoza	50291	Villar de los Navarros	1	2		1
2010	Zaragoza	50292	Villarreal de Huerva	0	3	1	3
2010	Zaragoza	50293	Villarroya de la Sierra	-9	1		10
2010	Zaragoza	50296	Zaida (La)	-4	2		6
2010	Zaragoza	50297	Zaragoza	1003	6862	2403	5859
2010	Zaragoza	50298	Zuera	17	74	38	57
2010	Zaragoza	50903	Villamayor de Gállego	-7	14	3	21
2009	Huesca	22006	Aísa	-1	2		3
2009	Huesca	22007	Albalate de Cinca	-9	10		19
2009	Huesca	22009	Albelda	-16	6	2	22
2009	Huesca	22015	Alcalá del Obispo	-6	1		7
2009	Huesca	22016	Alcampell	-12	4	1	16
2009	Huesca	22017	Alcolea de Cinca	-9	11	1	20
2009	Huesca	22018	Alcubierre	-2	4	1	6
2009	Huesca	22020	Alfántega	1	1		
2009	Huesca	22021	Almudévar	-10	21	10	31
2009	Huesca	22022	Almunia de San Juan	0	4	1	4
2009	Huesca	22023	Almuniente	-3	2		5
2009	Huesca	22024	Alquézar	-4	2	1	6
2009	Huesca	22025	Altorricón	-8	7	5	15
2009	Huesca	22027	Angüés	-16	1		17
2009	Huesca	22028	Ansó	-5	6	3	11
2009	Huesca	22035	Arén	-1	1		2
2009	Huesca	22036	Argavieso	-4	1		5
2009	Huesca	22039	Ayerbe	-3	10	2	13
2009	Huesca	22040	Azanuy-Alins	-2	1		3
2009	Huesca	22045	Baldellou	1	1		
2009	Huesca	22046	Ballobar	-11	4	1	15
2009	Huesca	22047	Banastás	1	3		2
2009	Huesca	22048	Barbastro	13	180	24	167
2009	Huesca	22049	Barbués	-1	1		2
2009	Huesca	22051	Bárcabo	1	1		
2009	Huesca	22052	Belver de Cinca	-16	10	1	26
2009	Huesca	22053	Benabarre	-17	3	3	20
2009	Huesca	22054	Benasque	16	22	10	6
2009	Huesca	22055	Berbegal	-1	1	1	2
2009	Huesca	22057	Bielsa	-1	2	1	3
2009	Huesca	22058	Bierge	-1	1		2
2009	Huesca	22059	Biescas	-6	13	5	19
2009	Huesca	22060	Binaced	-4	9		13
2009	Huesca	22061	Binéfar	12	91	25	79
2009	Huesca	22062	Bisaurri	-5	1		6
2009	Huesca	22063	Biscarrués	-1	2		3
2009	Huesca	22064	Blecua y Torres	1	3		2
2009	Huesca	22066	Boltaña	6	13	1	7
2009	Huesca	22068	Borau	1	1		
2009	Huesca	22069	Broto	-1	3	1	4
2009	Huesca	22076	Canal de Berdún	-4	1		5
2009	Huesca	22078	Canfranc	4	4	2	
2009	Huesca	22080	Capella	-6	3	3	9
2009	Huesca	22082	Castejón del Puente	-5	2		7
2009	Huesca	22084	Castejón de Sos	0	11	1	11
2009	Huesca	22086	Castiello de Jaca	1	2	1	1
2009	Huesca	22087	Castigaleu	0	1		1
2009	Huesca	22088	Castillazuelo	-4	1		5
2009	Huesca	22089	Castillonroy	-5	1		6
2009	Huesca	22096	Chimillas	-17	2		19
2009	Huesca	22099	Esplús	-6	3	1	9
2009	Huesca	22102	Estada	-3	1		4
2009	Huesca	22103	Estadilla	-13	5		18
2009	Huesca	22105	Estopiñán del Castillo	-3	1	1	4
2009	Huesca	22106	Fago	0	1		1
2009	Huesca	22107	Fanlo	1	1		
2009	Huesca	22109	Fiscal	1	5		4
2009	Huesca	22110	Fonz	-5	7	1	12
2009	Huesca	22111	Foradada del Toscar	-3	1		4
2009	Huesca	22112	Fraga	38	158	54	120
2009	Huesca	22113	Fueva (La)	0	5	2	5
2009	Huesca	22115	Grado (El)	-1	1	2	2
2009	Huesca	22116	Grañén	-15	19	3	34
2009	Huesca	22117	Graus	-30	24	9	54
2009	Huesca	22119	Gurrea de Gállego	-19	13	3	32
2009	Huesca	22124	Huerto	-1	2		3
2009	Huesca	22125	Huesca	89	594	239	505
2009	Huesca	22126	Ibieca	-1	1		2
2009	Huesca	22127	Igriés	-5	4	3	9
2009	Huesca	22129	Isábena	-1	2		3
2009	Huesca	22130	Jaca	-1	135	62	136
2009	Huesca	22131	Jasa	0	1		1
2009	Huesca	22133	Labuerda	0	2		2
2009	Huesca	22135	Laluenga	-5	1		6
2009	Huesca	22136	Lalueza	-10	4	3	14
2009	Huesca	22137	Lanaja	-18	7	1	25
2009	Huesca	22141	Lascellas-Ponzano	1	2		1
2009	Huesca	22142	Lascuarre	1	2		1
2009	Huesca	22149	Loarre	-3	1	1	4
2009	Huesca	22150	Loporzano	-2	1	1	3
2009	Huesca	22151	Loscorrales	0	2	1	2
2009	Huesca	22156	Monflorite-Lascasas	6	6		
2009	Huesca	22158	Monzón	37	207	68	170
2009	Huesca	22160	Naval	0	3		3
2009	Huesca	22163	Nueno	7	9	1	2
2009	Huesca	22165	Ontiñena	-10	1	2	11
2009	Huesca	22167	Osso de Cinca	-4	5	1	9
2009	Huesca	22170	Panticosa	-1	2	2	3
2009	Huesca	22172	Peñalba	0	1		1
2009	Huesca	22174	Peralta de Alcofea	-8	2	1	10
2009	Huesca	22182	Plan	-2	2		4
2009	Huesca	22184	Poleñino	-2	2	2	4
2009	Huesca	22186	Pozán de Vero	-2	1	1	3
2009	Huesca	22187	Puebla de Castro (La)	-1	4	2	5
2009	Huesca	22189	Puértolas	2	5		3
2009	Huesca	22190	Pueyo de Araguás (El)	0	1	1	1
2009	Huesca	22193	Pueyo de Santa Cruz	-1	4	2	5
2009	Huesca	22195	Quicena	-1	2	1	3
2009	Huesca	22197	Robres	-3	6		9
2009	Huesca	22199	Sabiñánigo	-1	100	35	101
2009	Huesca	22200	Sahún	0	2		2
2009	Huesca	22204	Sallent de Gállego	13	20	4	7
2009	Huesca	22205	San Esteban de Litera	-12	3	2	15
2009	Huesca	22207	San Juan de Plan	0	1		1
2009	Huesca	22213	Sariñena	-4	40	8	44
2009	Huesca	22214	Secastilla	1	1		
2009	Huesca	22217	Sena	1	6	2	5
2009	Huesca	22221	Sesué	-1	1		2
2009	Huesca	22222	Siétamo	6	9	3	3
2009	Huesca	22223	Sopeira	-1	1		2
2009	Huesca	22225	Tamarite de Litera	-37	24	9	61
2009	Huesca	22226	Tardienta	-11	6	2	17
2009	Huesca	22227	Tella-Sin	-1	1		2
2009	Huesca	22228	Tierz	24	25	6	1
2009	Huesca	22229	Tolva	-1	2		3
2009	Huesca	22230	Torla-Ordesa	1	5	1	4
2009	Huesca	22232	Torralba de Aragón	0	1		1
2009	Huesca	22245	Velilla de Cinca	-7	1		8
2009	Huesca	22248	Vicién	-3			3
2009	Huesca	22249	Villanova	0	2		2
2009	Huesca	22250	Villanúa	4	6		2
2009	Huesca	22251	Villanueva de Sigena	-5	1		6
2009	Huesca	22254	Zaidín	-5	15	2	20
2009	Huesca	22901	Valle de Hecho	-4	6	5	10
2009	Huesca	22903	San Miguel del Cinca	-7	3	2	10
2009	Huesca	22904	Sotonera (La)	-15	3	2	18
2009	Huesca	22905	Lupiñén-Ortilla	1	4	2	3
2009	Huesca	22907	Aínsa-Sobrarbe	-1	22	9	23
2009	Huesca	22909	Vencillón	-6	4	1	10
2009	Teruel	44004	Aguaviva	-4	2		6
2009	Teruel	44006	Alacón	-5	1		6
2009	Teruel	44007	Alba	-5	1	1	6
2009	Teruel	44008	Albalate del Arzobispo	-17	13	3	30
2009	Teruel	44009	Albarracín	-13	9	1	22
2009	Teruel	44010	Albentosa	2	3	1	1
2009	Teruel	44012	Alcalá de la Selva	-4	3	1	7
2009	Teruel	44013	Alcañiz	19	190	59	171
2009	Teruel	44014	Alcorisa	-5	38	10	43
2009	Teruel	44016	Alfambra	-11	2		13
2009	Teruel	44017	Aliaga	-8	1	2	9
2009	Teruel	44022	Alloza	0	4	3	4
2009	Teruel	44025	Andorra	12	75	23	63
2009	Teruel	44026	Arcos de las Salinas	-3	1		4
2009	Teruel	44029	Ariño	-4	2		6
2009	Teruel	44033	Báguena	-6	1		7
2009	Teruel	44034	Bañón	1	2		1
2009	Teruel	44037	Beceite	-1	6	3	7
2009	Teruel	44039	Bello	-6	1	1	7
2009	Teruel	44040	Berge	-5	1		6
2009	Teruel	44042	Blancas	1	1		
2009	Teruel	44044	Bordón	0	1		1
2009	Teruel	44045	Bronchales	-2	2	2	4
2009	Teruel	44049	Calaceite	-2	11		13
2009	Teruel	44050	Calamocha	-4	44	16	48
2009	Teruel	44051	Calanda	-6	32	11	38
2009	Teruel	44054	Camarena de la Sierra	-1	2	1	3
2009	Teruel	44055	Camarillas	3	3		
2009	Teruel	44056	Caminreal	-4	4		8
2009	Teruel	44059	Cantavieja	4	9	3	5
2009	Teruel	44063	Cañizar del Olivar	1	1		
2009	Teruel	44064	Cascante del Río	-1	1		2
2009	Teruel	44065	Castejón de Tornos	0	1		1
2009	Teruel	44066	Castel de Cabra	-1	1		2
2009	Teruel	44067	Castelnou	-1	1	1	2
2009	Teruel	44068	Castelserás	-7	8	2	15
2009	Teruel	44071	Castellote	-7	4	3	11
2009	Teruel	44074	Cedrillas	-7	3	2	10
2009	Teruel	44075	Celadas	-2	1		3
2009	Teruel	44076	Cella	-23	19	7	42
2009	Teruel	44080	Codoñera (La)	0	3	1	3
2009	Teruel	44086	Cretas	-8	5	4	13
2009	Teruel	44089	Cubla	0	1		1
2009	Teruel	44092	Cuervo (El)	0	1		1
2009	Teruel	44093	Cuevas de Almudén	1	2		1
2009	Teruel	44097	Escorihuela	-4	1		5
2009	Teruel	44099	Escucha	0	5	1	5
2009	Teruel	44100	Estercuel	-2	3	1	5
2009	Teruel	44106	Fortanete	-1	4		5
2009	Teruel	44107	Foz-Calanda	-3	3		6
2009	Teruel	44108	Fresneda (La)	-2	3	1	5
2009	Teruel	44111	Fuentes Calientes	-2	1		3
