Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2018	Teruel	44004	Aguaviva	-6	2	2	8
2018	Teruel	44005	Aguilar del Alfambra	-2	1		3
2018	Teruel	44007	Alba	-1	1		2
2018	Teruel	44008	Albalate del Arzobispo	-18	12	8	30
2018	Teruel	44009	Albarracín	-8	10	6	18
2018	Teruel	44010	Albentosa	2	2		
2018	Teruel	44013	Alcañiz	-2	151	60	153
2018	Teruel	44014	Alcorisa	-1	31	14	32
2018	Teruel	44016	Alfambra	-5	3		8
2018	Teruel	44017	Aliaga	-5	3		8
2018	Teruel	44021	Allepuz	-2	1		3
2018	Teruel	44022	Alloza	-5	9	1	14
2018	Teruel	44025	Andorra	-44	39	20	83
2018	Teruel	44026	Arcos de las Salinas	-1	1		2
2018	Teruel	44028	Argente	-3	1	1	4
2018	Teruel	44033	Báguena	-10	1		11
2018	Teruel	44034	Bañón	-4	1		5
2018	Teruel	44035	Barrachina	-2	1		3
2018	Teruel	44037	Beceite	-12	1		13
2018	Teruel	44038	Belmonte de San José	-1	2	1	3
2018	Teruel	44045	Bronchales	-1	4	1	5
2018	Teruel	44047	Burbáguena	0	1		1
2018	Teruel	44049	Calaceite	-14	9	1	23
2018	Teruel	44050	Calamocha	-21	27	9	48
2018	Teruel	44051	Calanda	-30	28	9	58
2018	Teruel	44052	Calomarde	0	1		1
2018	Teruel	44053	Camañas	0	1		1
2018	Teruel	44056	Caminreal	-5	4	1	9
2018	Teruel	44059	Cantavieja	-3	9	3	12
2018	Teruel	44063	Cañizar del Olivar	1	1		
2018	Teruel	44068	Castelserás	-10	6	1	16
2018	Teruel	44071	Castellote	-7	1		8
2018	Teruel	44074	Cedrillas	-5	4	1	9
2018	Teruel	44075	Celadas	-4	2	1	6
2018	Teruel	44076	Cella	-18	16	5	34
2018	Teruel	44077	Cerollera (La)	1	1		
2018	Teruel	44080	Codoñera (La)	-6	2		8
2018	Teruel	44084	Cortes de Aragón	1	1		
2018	Teruel	44085	Cosa	-1	1		2
2018	Teruel	44086	Cretas	-9	5	1	14
2018	Teruel	44088	Cuba (La)	0	1		1
2018	Teruel	44090	Cucalón	-2	1		3
2018	Teruel	44092	Cuervo (El)	-3	1	1	4
2018	Teruel	44093	Cuevas de Almudén	0	1		1
2018	Teruel	44096	Ejulve	-1	1		2
2018	Teruel	44097	Escorihuela	-3	1		4
2018	Teruel	44099	Escucha	-5	8	4	13
2018	Teruel	44100	Estercuel	-1	1		2
2018	Teruel	44106	Fortanete	-2	1		3
2018	Teruel	44107	Foz-Calanda	-1	2	1	3
2018	Teruel	44108	Fresneda (La)	-5	1		6
2018	Teruel	44112	Fuentes Claras	-6	3		9
2018	Teruel	44113	Fuentes de Rubielos	3	3	3	
2018	Teruel	44114	Fuentespalda	-1	3		4
2018	Teruel	44115	Galve	-3	3	1	6
2018	Teruel	44117	Gea de Albarracín	-8	1		9
2018	Teruel	44118	Ginebrosa (La)	-2	1		3
2018	Teruel	44120	Guadalaviar	-2	2		4
2018	Teruel	44121	Gúdar	0	2		2
2018	Teruel	44122	Híjar	-20	8	3	28
2018	Teruel	44124	Hoz de la Vieja (La)	1	2		1
2018	Teruel	44126	Iglesuela del Cid (La)	-5	3	1	8
2018	Teruel	44129	Jatiel	0	1		1
2018	Teruel	44141	Lledó	0	1	1	1
2018	Teruel	44143	Manzanera	1	4		3
2018	Teruel	44144	Martín del Río	-11	1		12
2018	Teruel	44145	Mas de las Matas	-20	8	1	28
2018	Teruel	44146	Mata de los Olmos (La)	-1	2		3
2018	Teruel	44147	Mazaleón	-5	2	1	7
2018	Teruel	44148	Mezquita de Jarque	0	1		1
2018	Teruel	44149	Mirambel	0	1	1	1
2018	Teruel	44151	Molinos	-1	1		2
2018	Teruel	44153	Monreal del Campo	-11	26	8	37
2018	Teruel	44154	Monroyo	-4	1		5
2018	Teruel	44155	Montalbán	-5	9	7	14
2018	Teruel	44158	Mora de Rubielos	-12	6	7	18
2018	Teruel	44160	Mosqueruela	-1	5	1	6
2018	Teruel	44161	Muniesa	-5	5		10
2018	Teruel	44165	Nogueruelas	-1	1	1	2
2018	Teruel	44168	Odón	-1	2		3
2018	Teruel	44169	Ojos Negros	-3	2		5
2018	Teruel	44171	Olba	0	2		2
2018	Teruel	44172	Oliete	-4	1		5
2018	Teruel	44174	Orihuela del Tremedal	-5	1	1	6
2018	Teruel	44176	Palomar de Arroyos	-2	1		3
2018	Teruel	44179	Peñarroya de Tastavins	-2	3	2	5
2018	Teruel	44180	Peracense	-1	1		2
2018	Teruel	44182	Perales del Alfambra	0	2		2
2018	Teruel	44187	Portellada (La)	-1	1		2
2018	Teruel	44191	Puebla de Híjar (La)	-6	7	3	13
2018	Teruel	44192	Puebla de Valverde (La)	-6	5	2	11
2018	Teruel	44194	Ráfales	0	1		1
2018	Teruel	44196	Riodeva	-3	1	1	4
2018	Teruel	44201	Rubielos de Mora	-8	3	4	11
2018	Teruel	44205	Samper de Calanda	-17	3		20
2018	Teruel	44206	San Agustín	-1	1		2
2018	Teruel	44209	Santa Eulalia	-5	10	3	15
2018	Teruel	44210	Sarrión	-9	5	2	14
2018	Teruel	44216	Teruel	-78	271	131	349
2018	Teruel	44220	Torralba de los Sisones	0	1		1
2018	Teruel	44221	Torrecilla de Alcañiz	-4	2	2	6
2018	Teruel	44226	Torrelacárcel	-3	2	2	5
2018	Teruel	44230	Torrevelilla	-2	1		3
2018	Teruel	44232	Torrijo del Campo	3	4	2	1
2018	Teruel	44237	Urrea de Gaén	-5	2		7
2018	Teruel	44238	Utrillas	-7	25	8	32
2018	Teruel	44240	Valbona	0	3		3
2018	Teruel	44241	Valdealgorfa	-3	6	1	9
2018	Teruel	44245	Valdeltormo	-6	1		7
2018	Teruel	44246	Valderrobres	-14	28	5	42
2018	Teruel	44247	Valjunquera	-5	1	1	6
2018	Teruel	44251	Villafranca del Campo	-3	4		7
2018	Teruel	44257	Villar del Cobo	-1	2		3
2018	Teruel	44258	Villar del Salz	-2	1		3
2018	Teruel	44260	Villarluengo	-1	1		2
2018	Teruel	44261	Villarquemado	-9	5	3	14
2018	Teruel	44262	Villarroya de los Pinares	-1	1		2
2018	Teruel	44263	Villastar	6	8		2
2018	Teruel	44264	Villel	-6	1	1	7
2018	Teruel	44265	Vinaceite	-2	1	1	3
2018	Teruel	44266	Visiedo	-3	2		5
2018	Zaragoza	50004	Aguarón	-6	4	1	10
2018	Zaragoza	50005	Aguilón	-4	1		5
2018	Zaragoza	50006	Ainzón	-9	2	3	11
2018	Zaragoza	50008	Alagón	5	69	23	64
2018	Zaragoza	50013	Alcalá de Ebro	-3	1	1	4
2018	Zaragoza	50017	Alfajarín	-3	20	10	23
2018	Zaragoza	50018	Alfamén	-3	15	3	18
2018	Zaragoza	50020	Alhama de Aragón	-6	2	4	8
2018	Zaragoza	50022	Almolda (La)	-12	4		16
2018	Zaragoza	50024	Almonacid de la Sierra	-22	3	1	25
2018	Zaragoza	50025	Almunia de Doña Godina (La)	-15	82	23	97
2018	Zaragoza	50026	Alpartir	-6	4		10
2018	Zaragoza	50027	Ambel	-1	2	1	3
2018	Zaragoza	50029	Aniñón	-7	1	3	8
2018	Zaragoza	50030	Añón de Moncayo	-3	4		7
2018	Zaragoza	50032	Arándiga	-6	1		7
2018	Zaragoza	50034	Ariza	-10	6	4	16
2018	Zaragoza	50038	Ateca	-15	2	1	17
2018	Zaragoza	50039	Azuara	-7	4	4	11
2018	Zaragoza	50043	Bárboles	-2	1		3
2018	Zaragoza	50045	Belchite	-27	5	5	32
2018	Zaragoza	50051	Biota	-11	8	1	19
2018	Zaragoza	50053	Boquiñeni	-8	3		11
2018	Zaragoza	50055	Borja	-3	42	17	45
2018	Zaragoza	50056	Botorrita	-1	5	2	6
2018	Zaragoza	50057	Brea de Aragón	-19	5	6	24
2018	Zaragoza	50058	Bubierca	-1	1		2
2018	Zaragoza	50059	Bujaraloz	-12	3	4	15
2018	Zaragoza	50060	Bulbuente	-1	2	1	3
2018	Zaragoza	50062	Burgo de Ebro (El)	2	22	7	20
2018	Zaragoza	50064	Cabañas de Ebro	-8	3	3	11
2018	Zaragoza	50066	Cadrete	20	45	15	25
2018	Zaragoza	50067	Calatayud	-89	150	56	239
2018	Zaragoza	50068	Calatorao	-7	24	7	31
2018	Zaragoza	50073	Cariñena	-11	25	13	36
2018	Zaragoza	50074	Caspe	-8	99	33	107
2018	Zaragoza	50077	Castejón de Valdejasa	-8	1	1	9
2018	Zaragoza	50078	Castiliscar	-5	1		6
2018	Zaragoza	50081	Cetina	-12	1		13
2018	Zaragoza	50082	Cimballa	1	1		
2018	Zaragoza	50085	Codo	-6	3		9
2018	Zaragoza	50086	Codos	-3	1		4
2018	Zaragoza	50089	Cuarte de Huerva	147	180	63	33
2018	Zaragoza	50090	Cubel	-1	1	1	2
2018	Zaragoza	50092	Chiprana	-3	5	1	8
2018	Zaragoza	50093	Chodes	-1	1		2
2018	Zaragoza	50094	Daroca	-18	15	7	33
2018	Zaragoza	50095	Ejea de los Caballeros	-4	144	47	148
2018	Zaragoza	50099	Épila	-4	41	10	45
2018	Zaragoza	50100	Erla	-4	2	1	6
2018	Zaragoza	50101	Escatrón	-4	9	4	13
2018	Zaragoza	50102	Fabara	-11	11	1	22
2018	Zaragoza	50104	Farlete	-4	1		5
2018	Zaragoza	50105	Fayón	2	6	4	4
2018	Zaragoza	50107	Figueruelas	-12	6	6	18
2018	Zaragoza	50110	Frasno (El)	-4	1	2	5
2018	Zaragoza	50111	Fréscano	-3	1		4
2018	Zaragoza	50113	Fuendejalón	-6	3	2	9
2018	Zaragoza	50115	Fuentes de Ebro	1	42	17	41
2018	Zaragoza	50116	Fuentes de Jiloca	-1	2		3
2018	Zaragoza	50117	Gallocanta	1	2		1
2018	Zaragoza	50118	Gallur	-9	24	11	33
2018	Zaragoza	50119	Gelsa	-10	2		12
2018	Zaragoza	50123	Grisén	0	5	2	5
2018	Zaragoza	50124	Herrera de los Navarros	-11	3	1	14
2018	Zaragoza	50125	Ibdes	-6	1	1	7
2018	Zaragoza	50126	Illueca	-13	14	1	27
2018	Zaragoza	50129	Jaraba	-4	2		6
2018	Zaragoza	50132	Joyosa (La)	-6	7	7	13
2018	Zaragoza	50136	Lécera	-14	2		16
2018	Zaragoza	50137	Leciñena	0	14	1	14
2018	Zaragoza	50139	Letux	-8	3		11
2018	Zaragoza	50141	Lituénigo	-2	1	2	3
2018	Zaragoza	50143	Longares	1	2		1
2018	Zaragoza	50147	Luceni	-4	6	2	10
2018	Zaragoza	50150	Lumpiaque	-4	9	1	13
2018	Zaragoza	50151	Luna	-6	4	3	10
2018	Zaragoza	50152	Maella	-16	17	5	33
2018	Zaragoza	50153	Magallón	-16	4		20
2018	Zaragoza	50154	Mainar	1	2		1
2018	Zaragoza	50157	Malón	-4	1		5
2018	Zaragoza	50159	Maluenda	-6	3		9
2018	Zaragoza	50160	Mallén	-15	27	7	42
2018	Zaragoza	50162	Mara	-6	1		7
2018	Zaragoza	50163	María de Huerva	53	74	33	21
2018	Zaragoza	50164	Mediana de Aragón	-2	1	1	3
2018	Zaragoza	50165	Mequinenza	-2	25	4	27
2018	Zaragoza	50170	Monegrillo	-9	1	1	10
2018	Zaragoza	50175	Morata de Jalón	-24	4		28
2018	Zaragoza	50176	Morata de Jiloca	0	5		5
2018	Zaragoza	50177	Morés	-9	2		11
2018	Zaragoza	50180	Mozota	1	2		1
2018	Zaragoza	50181	Muel	-4	16	4	20
2018	Zaragoza	50182	Muela (La)	33	60	31	27
2018	Zaragoza	50185	Murillo de Gállego	-1	1	1	2
2018	Zaragoza	50189	Nonaspe	-4	9	3	13
2018	Zaragoza	50190	Novallas	-5	2	4	7
2018	Zaragoza	50191	Novillas	-14	3	1	17
2018	Zaragoza	50192	Nuévalos	1	2	2	1
2018	Zaragoza	50193	Nuez de Ebro	2	6	2	4
2018	Zaragoza	50194	Olvés	-4	1		5
2018	Zaragoza	50197	Orés	1	1	2	
2018	Zaragoza	50199	Osera de Ebro	-9	4		13
2018	Zaragoza	50200	Paniza	-5	4	1	9
2018	Zaragoza	50201	Paracuellos de Jiloca	-1	3	1	4
2018	Zaragoza	50203	Pastriz	-4	7	7	11
2018	Zaragoza	50204	Pedrola	-8	20	11	28
2018	Zaragoza	50206	Perdiguera	-3	1	2	4
2018	Zaragoza	50208	Pina de Ebro	-7	13	10	20
2018	Zaragoza	50209	Pinseque	-44	27	13	71
2018	Zaragoza	50211	Plasencia de Jalón	-7	1		8
2018	Zaragoza	50216	Pozuelo de Aragón	-2	1		3
2018	Zaragoza	50217	Pradilla de Ebro	-9	2		11
2018	Zaragoza	50219	Puebla de Alfindén (La)	30	61	30	31
2018	Zaragoza	50222	Quinto	-12	13	4	25
2018	Zaragoza	50223	Remolinos	-10	8	1	18
2018	Zaragoza	50225	Ricla	0	37	7	37
2018	Zaragoza	50228	Rueda de Jalón	-6	1		7
2018	Zaragoza	50230	Sádaba	-15	9	1	24
2018	Zaragoza	50231	Salillas de Jalón	-1	2		3
2018	Zaragoza	50232	Salvatierra de Esca	-1	2	2	3
2018	Zaragoza	50234	San Martín de la Virgen de Moncayo	-6	1	1	7
2018	Zaragoza	50235	San Mateo de Gállego	1	31	9	30
2018	Zaragoza	50240	Sástago	-19	7	7	26
2018	Zaragoza	50241	Saviñán	-11	3	3	14
2018	Zaragoza	50243	Sestrica	-10	1		11
2018	Zaragoza	50244	Sierra de Luna	-6	1	1	7
2018	Zaragoza	50247	Sobradiel	-13	7	4	20
2018	Zaragoza	50248	Sos del Rey Católico	-12	3		15
2018	Zaragoza	50249	Tabuenca	-5	1	1	6
2018	Zaragoza	50250	Talamantes	1	1		
2018	Zaragoza	50251	Tarazona	-61	59	38	120
2018	Zaragoza	50252	Tauste	-57	39	12	96
2018	Zaragoza	50253	Terrer	-9	2		11
2018	Zaragoza	50255	Tobed	-4	1		5
2018	Zaragoza	50261	Torrellas	-5	1		6
2018	Zaragoza	50262	Torres de Berrellén	0	9	2	9
2018	Zaragoza	50263	Torrijo de la Cañada	-3	1		4
2018	Zaragoza	50267	Uncastillo	-9	4		13
2018	Zaragoza	50269	Urrea de Jalón	-13	2		15
2018	Zaragoza	50271	Used	-7	1		8
2018	Zaragoza	50272	Utebo	15	118	61	103
2018	Zaragoza	50276	Valpalmas	0	1		1
2018	Zaragoza	50278	Velilla de Ebro	-3	1		4
2018	Zaragoza	50279	Velilla de Jiloca	1	1		
2018	Zaragoza	50280	Vera de Moncayo	-4	2		6
2018	Zaragoza	50285	Villafranca de Ebro	-11	9	2	20
2018	Zaragoza	50288	Villanueva de Gállego	-13	29	26	42
2018	Zaragoza	50290	Villanueva de Huerva	-10	1	2	11
2018	Zaragoza	50292	Villarreal de Huerva	3	4	1	1
2018	Zaragoza	50296	Zaida (La)	-9	5	1	14
2018	Zaragoza	50297	Zaragoza	-1269	5196	2268	6465
2018	Zaragoza	50298	Zuera	13	79	31	66
2018	Zaragoza	50901	Biel	0	1		1
2018	Zaragoza	50903	Villamayor de Gállego	1	21	9	20
2017	Huesca	22001	Abiego	-2	2		4
2017	Huesca	22002	Abizanda	0	1		1
2017	Huesca	22003	Adahuesca	2	4		2
2017	Huesca	22007	Albalate de Cinca	-6	10	1	16
2017	Huesca	22008	Albalatillo	-3	1		4
2017	Huesca	22009	Albelda	-10	5		15
2017	Huesca	22011	Albero Alto	0	2		2
2017	Huesca	22013	Alberuela de Tubo	0	3	1	3
2017	Huesca	22016	Alcampell	-9	5	2	14
2017	Huesca	22017	Alcolea de Cinca	3	10	4	7
2017	Huesca	22019	Alerre	-1	2		3
2017	Huesca	22020	Alfántega	1	2		1
2017	Huesca	22021	Almudévar	-20	21	8	41
2017	Huesca	22022	Almunia de San Juan	-4	6	2	10
2017	Huesca	22024	Alquézar	-2	2	2	4
2017	Huesca	22025	Altorricón	-8	12	6	20
2017	Huesca	22027	Angüés	-4	1		5
2017	Huesca	22028	Ansó	-2	1	1	3
2017	Huesca	22037	Arguis	1	1		
2017	Huesca	22039	Ayerbe	-20	6	4	26
2017	Huesca	22040	Azanuy-Alins	-1	3		4
2017	Huesca	22041	Azara	-4	2		6
2017	Huesca	22042	Azlor	1	3		2
2017	Huesca	22046	Ballobar	-5	4	3	9
2017	Huesca	22047	Banastás	-3	1	2	4
2017	Huesca	22048	Barbastro	-41	167	60	208
2017	Huesca	22052	Belver de Cinca	-13	12	1	25
2017	Huesca	22053	Benabarre	-16	5	4	21
2017	Huesca	22054	Benasque	12	18	9	6
2017	Huesca	22059	Biescas	-7	10	3	17
2017	Huesca	22060	Binaced	-5	12	6	17
2017	Huesca	22061	Binéfar	-5	85	24	90
2017	Huesca	22062	Bisaurri	-1	1		2
2017	Huesca	22066	Boltaña	-1	6	2	7
2017	Huesca	22067	Bonansa	1	1	1	
2017	Huesca	22069	Broto	-3	5	1	8
2017	Huesca	22072	Caldearenas	0	3		3
2017	Huesca	22074	Campo	-7	2		9
2017	Huesca	22077	Candasnos	-2	1		3
2017	Huesca	22079	Capdesaso	1	1	2	
2017	Huesca	22080	Capella	-4	2	1	6
2017	Huesca	22081	Casbas de Huesca	-5	1		6
2017	Huesca	22082	Castejón del Puente	-1	2	2	3
2017	Huesca	22083	Castejón de Monegros	-4	1	1	5
2017	Huesca	22084	Castejón de Sos	-4	4	2	8
2017	Huesca	22086	Castiello de Jaca	-3			3
2017	Huesca	22087	Castigaleu	-1	1		2
2017	Huesca	22088	Castillazuelo	-2	2		4
2017	Huesca	22089	Castillonroy	-8	1		9
2017	Huesca	22095	Chía	0	1	1	1
2017	Huesca	22096	Chimillas	-6	2	2	8
2017	Huesca	22099	Esplús	-6	1	1	7
2017	Huesca	22103	Estadilla	-11	5	1	16
2017	Huesca	22105	Estopiñán del Castillo	0	1		1
2017	Huesca	22109	Fiscal	1	2	2	1
2017	Huesca	22110	Fonz	-15	4		19
2017	Huesca	22111	Foradada del Toscar	2	2		
2017	Huesca	22112	Fraga	47	172	47	125
2017	Huesca	22113	Fueva (La)	-4	4	2	8
2017	Huesca	22115	Grado (El)	-1	4		5
2017	Huesca	22116	Grañén	-26	7	3	33
2017	Huesca	22117	Graus	-25	33	4	58
2017	Huesca	22119	Gurrea de Gállego	-8	14	7	22
2017	Huesca	22124	Huerto	-2	1	1	3
2017	Huesca	22125	Huesca	-113	451	186	564
2017	Huesca	22126	Ibieca	-1	1		2
2017	Huesca	22127	Igriés	-2	7		9
2017	Huesca	22129	Isábena	-5	1	1	6
2017	Huesca	22130	Jaca	-53	92	49	145
2017	Huesca	22135	Laluenga	-5	1		6
2017	Huesca	22136	Lalueza	-11	4	1	15
2017	Huesca	22137	Lanaja	-15	8	4	23
2017	Huesca	22141	Lascellas-Ponzano	0	1		1
2017	Huesca	22142	Lascuarre	0	1		1
2017	Huesca	22144	Laspuña	0	4	1	4
2017	Huesca	22150	Loporzano	-1	3	1	4
2017	Huesca	22151	Loscorrales	-2	1		3
2017	Huesca	22156	Monflorite-Lascasas	0	4	3	4
2017	Huesca	22157	Montanuy	-6	1		7
2017	Huesca	22158	Monzón	-47	147	49	194
2017	Huesca	22160	Naval	1	3	2	2
2017	Huesca	22162	Novales	1	2		1
2017	Huesca	22163	Nueno	-1	2	2	3
2017	Huesca	22165	Ontiñena	-2	4	1	6
2017	Huesca	22167	Osso de Cinca	-6	4	3	10
2017	Huesca	22170	Panticosa	-1	5	2	6
2017	Huesca	22172	Peñalba	-11	2	4	13
2017	Huesca	22174	Peralta de Alcofea	-8	2	2	10
2017	Huesca	22175	Peralta de Calasanz	-3	1		4
2017	Huesca	22176	Peraltilla	0	2	1	2
2017	Huesca	22177	Perarrúa	-1	1		2
2017	Huesca	22178	Pertusa	-1	1		2
2017	Huesca	22182	Plan	-2	2		4
2017	Huesca	22184	Poleñino	-1	1		2
2017	Huesca	22186	Pozán de Vero	0	2	2	2
2017	Huesca	22187	Puebla de Castro (La)	-3	1	2	4
2017	Huesca	22189	Puértolas	0	3	1	3
2017	Huesca	22190	Pueyo de Araguás (El)	-2	1		3
2017	Huesca	22193	Pueyo de Santa Cruz	-2	2		4
2017	Huesca	22197	Robres	-5	3		8
2017	Huesca	22199	Sabiñánigo	-40	67	22	107
2017	Huesca	22200	Sahún	-4	3		7
2017	Huesca	22201	Salas Altas	-1	1		2
2017	Huesca	22203	Salillas	-3	1	1	4
2017	Huesca	22204	Sallent de Gállego	-4	8	4	12
2017	Huesca	22205	San Esteban de Litera	-8	1		9
2017	Huesca	22206	Sangarrén	0	2		2
2017	Huesca	22207	San Juan de Plan	1	2		1
2017	Huesca	22208	Santa Cilia	3	5		2
2017	Huesca	22209	Santa Cruz de la Serós	0	2		2
2017	Huesca	22213	Sariñena	2	44	15	42
2017	Huesca	22214	Secastilla	2	2	2	
2017	Huesca	22215	Seira	-1	1		2
2017	Huesca	22221	Sesué	-1	1		2
2017	Huesca	22222	Siétamo	2	6		4
2017	Huesca	22225	Tamarite de Litera	-24	23	5	47
2017	Huesca	22226	Tardienta	-10	4	2	14
2017	Huesca	22227	Tella-Sin	-3	1		4
2017	Huesca	22228	Tierz	0	6	4	6
2017	Huesca	22230	Torla-Ordesa	0	3	1	3
2017	Huesca	22233	Torre la Ribera	0	1		1
2017	Huesca	22239	Tramaced	0	1		1
2017	Huesca	22245	Velilla de Cinca	-4	2		6
2017	Huesca	22248	Vicién	0	1		1
2017	Huesca	22249	Villanova	-1	1		2
2017	Huesca	22250	Villanúa	0	3		3
2017	Huesca	22251	Villanueva de Sigena	-4	2		6
2017	Huesca	22252	Yebra de Basa	-1	1		2
2017	Huesca	22254	Zaidín	-7	15		22
2017	Huesca	22901	Valle de Hecho	-5	3	1	8
2017	Huesca	22903	San Miguel del Cinca	-5	7	2	12
2017	Huesca	22904	Sotonera (La)	-18	2	1	20
2017	Huesca	22905	Lupiñén-Ortilla	-4	2		6
2017	Huesca	22907	Aínsa-Sobrarbe	5	20	7	15
2017	Huesca	22908	Hoz y Costeán	0	1		1
2017	Huesca	22909	Vencillón	-2	1		3
2017	Teruel	44004	Aguaviva	-5	3	3	8
2017	Teruel	44005	Aguilar del Alfambra	-2	1	1	3
2017	Teruel	44006	Alacón	-6	2		8
2017	Teruel	44008	Albalate del Arzobispo	-18	17	3	35
2017	Teruel	44009	Albarracín	-11	6	2	17
2017	Teruel	44010	Albentosa	0	3		3
2017	Teruel	44012	Alcalá de la Selva	-2	1	1	3
2017	Teruel	44013	Alcañiz	22	147	45	125
2017	Teruel	44014	Alcorisa	-19	25	8	44
2017	Teruel	44017	Aliaga	-2	2		4
2017	Teruel	44021	Allepuz	-2	1	1	3
2017	Teruel	44022	Alloza	-5	4	3	9
2017	Teruel	44023	Allueva	0	1		1
2017	Teruel	44025	Andorra	-26	53	21	79
2017	Teruel	44027	Arens de Lledó	0	2	1	2
2017	Teruel	44028	Argente	-7	1		8
2017	Teruel	44029	Ariño	-7	5	3	12
2017	Teruel	44031	Azaila	-5	2		7
2017	Teruel	44033	Báguena	-4	1		5
2017	Teruel	44038	Belmonte de San José	0	1		1
2017	Teruel	44039	Bello	-9	1		10
2017	Teruel	44043	Blesa	-1	1		2
2017	Teruel	44045	Bronchales	-2	3	4	5
2017	Teruel	44047	Burbáguena	-3	1		4
2017	Teruel	44049	Calaceite	-16	5	3	21
2017	Teruel	44050	Calamocha	-23	30	17	53
2017	Teruel	44051	Calanda	-32	23	10	55
2017	Teruel	44054	Camarena de la Sierra	0	1		1
2017	Teruel	44055	Camarillas	1	2		1
2017	Teruel	44056	Caminreal	-11	3	3	14
2017	Teruel	44059	Cantavieja	1	5	3	4
2017	Teruel	44067	Castelnou	0	1	1	1
2017	Teruel	44068	Castelserás	-3	11	1	14
2017	Teruel	44074	Cedrillas	-1	6	3	7
2017	Teruel	44076	Cella	-23	18	7	41
2017	Teruel	44080	Codoñera (La)	-7	1		8
2017	Teruel	44086	Cretas	-1	3	7	4
2017	Teruel	44093	Cuevas de Almudén	2	2		
2017	Teruel	44096	Ejulve	-4	1		5
2017	Teruel	44099	Escucha	0	9	2	9
2017	Teruel	44105	Fórnoles	1	1		
2017	Teruel	44106	Fortanete	0	2		2
2017	Teruel	44107	Foz-Calanda	-3	1		4
2017	Teruel	44108	Fresneda (La)	-8	1	2	9
2017	Teruel	44112	Fuentes Claras	-8	2	1	10
2017	Teruel	44113	Fuentes de Rubielos	-1	1		2
2017	Teruel	44114	Fuentespalda	-3	1	2	4
2017	Teruel	44115	Galve	0	1		1
2017	Teruel	44117	Gea de Albarracín	1	1	2	
2017	Teruel	44122	Híjar	-6	17	3	23
2017	Teruel	44123	Hinojosa de Jarque	0	1		1
2017	Teruel	44126	Iglesuela del Cid (La)	-11	1	1	12
2017	Teruel	44133	Lanzuela	1	1		
2017	Teruel	44137	Linares de Mora	-1	2	1	3
2017	Teruel	44143	Manzanera	-6	1	1	7
2017	Teruel	44144	Martín del Río	-11	2	1	13
2017	Teruel	44145	Mas de las Matas	-18	6	2	24
2017	Teruel	44146	Mata de los Olmos (La)	-5	1	1	6
2017	Teruel	44147	Mazaleón	-1	7		8
2017	Teruel	44148	Mezquita de Jarque	1	3		2
2017	Teruel	44149	Mirambel	2	2		
2017	Teruel	44151	Molinos	-1	2		3
2017	Teruel	44153	Monreal del Campo	-8	25	5	33
2017	Teruel	44154	Monroyo	-2	5		7
2017	Teruel	44155	Montalbán	-11	7	2	18
2017	Teruel	44158	Mora de Rubielos	-14	5	3	19
2017	Teruel	44160	Mosqueruela	-8	3	1	11
2017	Teruel	44161	Muniesa	-11	7		18
2017	Teruel	44169	Ojos Negros	-8	1	2	9
2017	Teruel	44171	Olba	1	1	1	
2017	Teruel	44172	Oliete	0	4		4
2017	Teruel	44173	Olmos (Los)	-1	1		2
2017	Teruel	44174	Orihuela del Tremedal	-2	3		5
2017	Teruel	44176	Palomar de Arroyos	0	2		2
2017	Teruel	44178	Parras de Castellote (Las)	-1	1		2
2017	Teruel	44179	Peñarroya de Tastavins	-7	2	2	9
2017	Teruel	44187	Portellada (La)	0	1		1
2017	Teruel	44191	Puebla de Híjar (La)	-14	1	2	15
2017	Teruel	44192	Puebla de Valverde (La)	-7	1	3	8
2017	Teruel	44193	Puertomingalvo	1	2		1
2017	Teruel	44196	Riodeva	-1	2		3
2017	Teruel	44199	Rubiales	1	1		
2017	Teruel	44201	Rubielos de Mora	-3	7	2	10
2017	Teruel	44205	Samper de Calanda	-11	6		17
2017	Teruel	44208	Santa Cruz de Nogueras	-1	1		2
2017	Teruel	44209	Santa Eulalia	-17	4	2	21
2017	Teruel	44210	Sarrión	0	12	2	12
2017	Teruel	44216	Teruel	-38	291	150	329
2017	Teruel	44221	Torrecilla de Alcañiz	-3	1	3	4
2017	Teruel	44225	Torre del Compte	-2	1		3
2017	Teruel	44228	Torremocha de Jiloca	-1	1		2
2017	Teruel	44229	Torres de Albarracín	1	2		1
2017	Teruel	44230	Torrevelilla	0	1		1
2017	Teruel	44231	Torrijas	0	1		1
2017	Teruel	44232	Torrijo del Campo	-4	5	1	9
2017	Teruel	44237	Urrea de Gaén	-9	2	2	11
2017	Teruel	44238	Utrillas	-8	25	11	33
2017	Teruel	44241	Valdealgorfa	-6	3	1	9
2017	Teruel	44243	Valdecuenca	1	1		
2017	Teruel	44244	Valdelinares	1	1		
2017	Teruel	44245	Valdeltormo	0	2		2
2017	Teruel	44246	Valderrobres	-6	22	5	28
2017	Teruel	44247	Valjunquera	-4	1	1	5
2017	Teruel	44251	Villafranca del Campo	-4	1		5
2017	Teruel	44256	Villanueva del Rebollar de la Sierra	1	1		
2017	Teruel	44260	Villarluengo	1	2	1	1
2017	Teruel	44261	Villarquemado	-2	7	1	9
